module	split	cohort	n	n_q1	n_q4	logFC	se	t	df	p	ci_lo	ci_hi	median_q1	median_q4	r_rb	p_mw	fdr
APM	continuous	GSE123902+GSE131907+GSE205335+GSE189357	64			-0.2725287315877237	0.11324699227740005	-2.4064986284153216	59	0.01925629128836434	-0.49913543971719887	-0.045922023458248556					0.1347940390185504
proliferation	continuous	GSE123902+GSE131907+GSE205335+GSE189357	64			0.10202217603147667	0.16374952731727363	0.6230379879741769	59	0.5356605703594284	-0.22563987129452628	0.42968422335747963					0.8068413429563608
NHEJ	q4q1	GSE123902	7	4.0	3.0	-0.059972919812365966	0.24899460273187587	-0.24086032048231354	5	0.8192282108532665	-0.7000339227664064	0.5800880831416745	3.942482702123983	3.9342952458137592	-0.16666666666666663	0.8571428571428571	0.9267861598016035
NHEJ-core	q4q1	GSE123902	7	4.0	3.0	-0.01955697753430874	0.20242432546172764	-0.09661377154005325	5	0.9267861598016035	-0.5399052716571594	0.5007913165885419	3.653125076770092	3.7395351911830774	0.0	1.0	0.9267861598016035
cGAS-STING	q4q1	GSE123902	7	4.0	3.0	-0.5859578293274382	0.1557185913839493	-3.762927882404643	5	0.013117949525181584	-0.9862452118098919	-0.18567044684498463	5.099932371437805	4.474981413240283	-1.0	0.05714285714285714	0.09182564667627109
cGAS-STING-core	q4q1	GSE123902	7	4.0	3.0	-0.563599457712096	0.24545941636139604	-2.296100374011704	5	0.0701130240108652	-1.1945729747965919	0.06737405937239993	4.628968508196343	4.0753641300427175	-0.8333333333333334	0.11428571428571428	0.1893521499814684
IFN	q4q1	GSE123902	7	4.0	3.0	-0.6794591522259397	0.34004454024642244	-1.9981475124804275	5	0.10218093486810223	-1.553571470690695	0.19465316623881557	4.6456213536211095	4.278014505254872	-1.0	0.05714285714285714	0.1893521499814684
APM	q4q1	GSE123902	7	4.0	3.0	-0.7510521862434036	0.38448896774245467	-1.9533777279833084	5	0.1082012285608391	-1.7394125427247145	0.23730817023790718	7.034888229017895	6.4322247030840245	-1.0	0.05714285714285714	0.1893521499814684
proliferation	q4q1	GSE123902	7	4.0	3.0	-0.29516500203143936	1.1699571683032681	-0.25228701530971664	5	0.810861884405548	-3.302635647344319	2.7123056432814403	3.8871079354431286	2.4485153496832215	-0.33333333333333337	0.6285714285714286	0.9267861598016035
NHEJ	continuous	GSE123902	13			-0.017844047664084758	0.08420993024192604	-0.2118995659160474	11	0.8360605092445498	-0.20318885445891607	0.16750075913074655					0.8360605092445498
NHEJ-core	continuous	GSE123902	13			0.018978851867353593	0.07078953873939194	0.26810249374873407	11	0.7935814027072323	-0.13682787238778024	0.17478557612248743					0.8360605092445498
cGAS-STING	continuous	GSE123902	13			-0.1687158841982888	0.07535932905813003	-2.2388188205357586	11	0.04679800282669375	-0.33458064912969565	-0.002851119266882002					0.16723606749552164
cGAS-STING-core	continuous	GSE123902	13			-0.16772499518327427	0.1285503940758158	-1.3047411981044124	11	0.21861706537361209	-0.45066250486807696	0.11521251450152842					0.38257986440382113
IFN	continuous	GSE123902	13			-0.23050819082346855	0.1035090060616917	-2.2269385012361624	11	0.04778173357014904	-0.45832997710108747	-0.0026864045458496466					0.16723606749552164
APM	continuous	GSE123902	13			-0.2845042110853379	0.17012081573305804	-1.6723656647153777	11	0.1226225396228863	-0.6589376019364828	0.089929179765807					0.286119259120068
proliferation	continuous	GSE123902	13			-0.16893957524586592	0.4009444274462585	-0.42135409219151726	11	0.6816123197702224	-1.0514123100765198	0.7135331595847879					0.8360605092445498
NHEJ	q4q1	GSE131907	11	6.0	5.0	-0.037282232635780566	0.12274790073207237	-0.30373010384233173	9	0.7682380824286191	-0.3149572754952811	0.24039281022371994	4.019841926231997	3.996111283924009	-0.06666666666666665	0.9307359307359306	0.896277762833389
NHEJ-core	q4q1	GSE131907	11	6.0	5.0	-0.04343871573548724	0.09346557054548141	-0.4647563320051577	9	0.6531446480583765	-0.2548725256199689	0.16799509414899444	3.7982865022403267	3.8121235914539393	0.0	1.0	0.896277762833389
cGAS-STING	q4q1	GSE131907	11	6.0	5.0	0.28852999197162754	0.22310420048144006	1.2932521725229922	9	0.2281305519523281	-0.21616677319782884	0.7932267571410839	5.020118160822243	5.273121117640908	0.46666666666666656	0.24675324675324672	0.896277762833389
cGAS-STING-core	q4q1	GSE131907	11	6.0	5.0	0.3088652226103521	0.27700955233409663	1.114998454052714	9	0.29373786083009595	-0.3177739203657488	0.935504365586453	4.428186338101692	4.536846663844669	0.33333333333333326	0.42857142857142855	0.896277762833389
IFN	q4q1	GSE131907	11	6.0	5.0	-0.011070206404118266	0.29446496035039094	-0.03759430796433491	9	0.9708318262421001	-0.6771962256538445	0.655055812845608	4.273848203905249	4.161940851826757	-0.19999999999999996	0.6623376623376623	0.9708318262421001
APM	q4q1	GSE131907	11	6.0	5.0	-0.1683621678546845	0.5446921907368462	-0.3090959824977999	9	0.7642843665875997	-1.400541508650287	1.063817172940918	6.549333419866751	6.282555889220083	-0.1333333333333333	0.7922077922077921	0.896277762833389
proliferation	q4q1	GSE131907	11	6.0	5.0	0.7151455607989463	0.9289365441592939	0.7698540500914056	9	0.4611142312348144	-1.3862548963560115	2.816546017953904	4.107296999266387	4.681202232461584	0.06666666666666665	0.9307359307359306	0.896277762833389
NHEJ	continuous	GSE131907	21			-0.03745807213138397	0.043943798639305066	-0.8524086057931276	19	0.4046045966289829	-0.1294334997255246	0.05451735546275664					0.6625367596299552
NHEJ-core	continuous	GSE131907	21			-0.053884603481565777	0.03119929924621806	-1.7271094153852702	19	0.10037008679644485	-0.1191854872845832	0.011416280321451644					0.35129530378755697
cGAS-STING	continuous	GSE131907	21			0.12989678028634707	0.09240801038308377	1.4056874479587973	19	0.1759592202337958	-0.06351540826546001	0.3233089688381542					0.4105715138788568
cGAS-STING-core	continuous	GSE131907	21			0.22532279230247443	0.12093725012311239	1.8631380494686216	19	0.07797613726708025	-0.027801781279194027	0.4784473658841429					0.35129530378755697
IFN	continuous	GSE131907	21			0.0699210331571601	0.12601307786744592	0.5548712430523326	19	0.5854563652335302	-0.1938273699894315	0.3336694363037517					0.6830324261057852
APM	continuous	GSE131907	21			-0.032498348001619166	0.19063292201605544	-0.17047605239394115	19	0.8664380065751612	-0.4314976393433665	0.36650094334012817					0.8664380065751612
proliferation	continuous	GSE131907	21			0.20220285876927077	0.27632120145546596	0.7317674420356026	19	0.4732405425928251	-0.37614406262002364	0.7805497801585652					0.6625367596299552
NHEJ	q4q1	GSE205335	11	5.0	6.0	0.04604981089657434	0.18827177316495627	0.244592219653805	9	0.8122574533519887	-0.37985052932125035	0.47195015111439903	4.836272567374517	4.644745821874299	0.1333333333333333	0.7922077922077921	0.9983823118717309
NHEJ-core	q4q1	GSE205335	11	5.0	6.0	0.007041383001864521	0.1860556674493022	0.03784557115833737	9	0.9706369825226654	-0.41384577779777526	0.4279285438015043	4.488620823145775	4.447077589955368	-0.06666666666666665	0.9307359307359306	0.9983823118717309
cGAS-STING	q4q1	GSE205335	11	5.0	6.0	-0.707900823141066	0.20428441975260944	-3.4652707435953323	9	0.00710152352442919	-1.1700242865325066	-0.2457773597496254	5.317856865407969	4.428767268551098	-0.8666666666666667	0.017316017316017316	0.024855332335502165
cGAS-STING-core	q4q1	GSE205335	11	5.0	6.0	-0.7943288436870162	0.3202291975185833	-2.4805009969177476	9	0.034962689826336546	-1.5187376165908004	-0.06992007078323181	4.71993971045511	3.9317024804460434	-0.7333333333333334	0.05194805194805195	0.061184707196088955
IFN	q4q1	GSE205335	11	5.0	6.0	-1.2434090461869083	0.28358957400053947	-4.384537233320654	9	0.001759470778352576	-1.8849332323071202	-0.6018848600666964	4.776728112356651	3.3600728478730653	-0.9333333333333333	0.008658008658008658	0.012316295448468031
APM	q4q1	GSE205335	11	5.0	6.0	-1.6049722924434668	0.5430110972883291	-2.9556896727494606	9	0.01607166108347966	-2.8333487356531735	-0.3765958492337602	7.305106905891273	5.729246115927461	-0.8	0.030303030303030304	0.03750054252811921
proliferation	q4q1	GSE205335	11	5.0	6.0	-0.0014553521787050716	0.6981901959672902	-0.002084463785242344	9	0.9983823118717309	-1.5808713049815928	1.5779606006241826	5.947149176956417	6.455469219932747	0.0	1.0	0.9983823118717309
NHEJ	continuous	GSE205335	21			0.001296607409792892	0.06959258534403137	0.018631401655551456	19	0.9853294170699362	-0.14436234772372789	0.14695556254331368					0.9853294170699362
NHEJ-core	continuous	GSE205335	21			-0.013010400027576604	0.06600777058755213	-0.19710406686618395	19	0.8458392999268814	-0.1511662516451885	0.12514545159003526					0.9853294170699362
cGAS-STING	continuous	GSE205335	21			-0.22465368292185645	0.08185010496088446	-2.744696332756283	19	0.012882209432078646	-0.3959679214608325	-0.053339444382880435					0.030058488674850174
cGAS-STING-core	continuous	GSE205335	21			-0.18802369696718385	0.1314082130396327	-1.4308367233521082	19	0.1687192296766207	-0.4630642478059467	0.08701685387157898					0.29525865193408624
IFN	continuous	GSE205335	21			-0.4229138185987063	0.1387292802054882	-3.0484827570090403	19	0.0066111993693147705	-0.7132775391195436	-0.13255009807786905					0.02466980727889416
APM	continuous	GSE205335	21			-0.6096690272349871	0.20190239934957913	-3.0196224968054493	19	0.007048516365398331	-1.0322556057164087	-0.1870824487535655					0.02466980727889416
proliferation	continuous	GSE205335	21			0.05403680370336018	0.24277164199183637	0.22258284888635083	19	0.8262354346655943	-0.4540900827137556	0.562163690120476					0.9853294170699362
NHEJ	continuous	GSE189357	9			0.06407777814588711	0.04890376494241798	1.310283128943873	7	0.231454651596989	-0.051561250431147426	0.17971680672292165					0.5522077533678615
NHEJ-core	continuous	GSE189357	9			0.05364126801553717	0.04144800386478467	1.294182180414054	7	0.2366604657290835	-0.044367687103244104	0.15165022313431845					0.5522077533678615
cGAS-STING	continuous	GSE189357	9			-0.01292356179474928	0.0319294830085875	-0.4047532429909204	7	0.697741653774752	-0.08842479165767501	0.06257766806817645					0.7455947969763675
cGAS-STING-core	continuous	GSE189357	9			0.08539451872518203	0.03334540862184827	2.5609078507207323	7	0.037501906673116175	0.006545156818688502	0.16424388063167555					0.26251334671181326
IFN	continuous	GSE189357	9			-0.07254242130281247	0.09286618890409676	-0.78114997674479	7	0.4603118413208379	-0.29213606373843637	0.14705122113281144					0.6444365778491731
APM	continuous	GSE189357	9			-0.05060554587497524	0.1499179171347991	-0.3375550223891726	7	0.7455947969763675	-0.40510508848019855	0.3038939967302481					0.7455947969763675
proliferation	continuous	GSE189357	9			0.36229130049372754	0.3578927668878145	1.0122900880175982	7	0.3451035851951536	-0.48399061555884154	1.2085732165462966					0.6039312740915188
