cohort	annotation	contrast	celltype	compartment	method	effect	se	p_value	n	n_celltypes	reference	precision	converged	fdr_family	note	n_input	n_high	n_low	binary	p_perm	n_mpr	n_nmpr	q_bh	n_tests_in_family	bonferroni_primary	n_primary_grid	recovery
GSE241934_IIT	hu_markers	tacstd2_high	fibroblast	fibroblast	dm_glm	-0.14238195277658977		0.8498242013148303	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	mast	mast	dm_glm	0.29746757805804025		0.4505006826627952	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	myeloid	myeloid	dm_glm	0.0			11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True					135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	neutrophil	neutrophil	dm_glm	0.12203509635177753		0.750755456349184	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	other	other	dm_glm	0.0856095421037303		0.8155848005550972	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				0.9794957186143313	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	plasma	TLS	dm_glm	-0.009908631048539111		0.9911529889832219	11	11.0	myeloid	36.872578304543	True	diagnostic_dm_lrt	p_from_LRT	11.0	5.0	6.0	True				1.0	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	B	TLS	alr_perm	-0.19421851788609615	0.9178082767246929	0.8181818181818182	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.8181818181818182			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	NK	TNK	alr_perm	0.2969301693571157	0.547787455198114	0.6103896103896104	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.6103896103896104			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	T	TNK	alr_perm	0.3332278985003384	0.605156445050005	0.551948051948052	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.551948051948052			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	endothelial	endothelial	alr_perm	0.3772662397492118	0.5887846433174745	0.5216823864936548	11		myeloid		True	secondary_tacstd2_other_types	HC3								0.9216388828054569	106		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	epithelial	epithelial	alr_perm	0.3187211548498551	0.47846386717860845	0.5053253136606367	11		myeloid		True	secondary_tacstd2_other_types	HC3								0.9216388828054569	106		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	fibroblast	fibroblast	alr_perm	-0.13223858098984453	0.8136139342799495	0.8708866589517116	11		myeloid		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	mast	mast	alr_perm	0.7779730753873404	0.6417759247152836	0.2254284972659958	11		myeloid		True	secondary_tacstd2_other_types	HC3								0.746731897193611	106		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	myeloid	myeloid	alr_perm	0.0	0.0	1.0	11		myeloid		True	secondary_tacstd2_other_types	reference								1.0	106		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	neutrophil	neutrophil	alr_perm	0.4387669666816749	0.2304132227174933	0.05687617095260833	11		myeloid		True	secondary_tacstd2_other_types	HC3								0.4019249413984322	106		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	other	other	alr_perm	0.22857354493909493	0.419972218565767	0.5862634445210408	11		myeloid		True	secondary_tacstd2_other_types	HC3								1.0	106		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	plasma	TLS	alr_perm	0.07877319796860405	0.6407505168782832	0.9025974025974026	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.9025974025974026			0.998618402873722	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	B	B	fraction_mwu	-0.0090650999631533		0.5367965367965368	11				True	companion_fraction_naive	U=11.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	NK	NK	fraction_mwu	-0.0054953960097222365		0.7922077922077921	11				True	companion_fraction_naive	U=17.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	T	T	fraction_mwu	0.0002730540687764238		0.7922077922077921	11				True	companion_fraction_naive	U=17.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	endothelial	endothelial	fraction_mwu	0.007723968208573111		0.9307359307359306	11				True	companion_fraction_naive	U=16.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	epithelial	epithelial	fraction_mwu	0.001168460294201902		1.0	11				True	companion_fraction_naive	U=15.0; median_high-low								1.0	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	fibroblast	fibroblast	fraction_mwu	-0.01419617982106098		0.9307359307359306	11				True	companion_fraction_naive	U=14.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	mast	mast	fraction_mwu	0.0011233287602111942		0.32900432900432897	11				True	companion_fraction_naive	U=21.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	myeloid	myeloid	fraction_mwu	-0.01353982618143855		0.9307359307359306	11				True	companion_fraction_naive	U=14.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	neutrophil	neutrophil	fraction_mwu	0.0021591625738598425		0.5367965367965368	11				True	companion_fraction_naive	U=19.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	other	other	fraction_mwu	-0.005365237965522088		1.0	11				True	companion_fraction_naive	U=15.0; median_high-low								1.0	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_high	plasma	plasma	fraction_mwu	-0.0010273894931311749		0.7922077922077921	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	B	TLS	dm_glm	-0.27300321260508786		0.11666092288632585	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.48741620968114663	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	NK	TNK	dm_glm	-0.12502006555098544		0.5635058726613977	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8298245542522625	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	T	TNK	dm_glm	-0.07343068372874252		0.6248269175902522	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8520367058048894	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	endothelial	endothelial	dm_glm	0.146189496931337		0.554700005997429	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8298245542522625	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	epithelial	epithelial	dm_glm	0.09251189854075938		0.7059669766063044	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8539337313437275	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	fibroblast	fibroblast	dm_glm	-0.15301130324443843		0.5092823475586898	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8298245542522625	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	mast	mast	dm_glm	-0.010409442050764195		1.0	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				1.0	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	myeloid	myeloid	dm_glm	0.0			11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False					135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	neutrophil	neutrophil	dm_glm	0.03499717110688707		0.8873095706084504	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.9486631341602899	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	other	other	dm_glm	-0.08957711875429766		0.7051488491946993	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.8539337313437275	135		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	plasma	TLS	dm_glm	-0.25277123210370656		0.30258377596088654	11	11.0	myeloid	37.53709767245458	True	diagnostic_dm_lrt_secondary_tacstd2_continuous	p_from_LRT	11.0			False				0.7042898233572359	135		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	B	TLS	alr_lm	-0.3481907716262851	0.3528710676940681	0.3237718186381524	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	NK	TNK	alr_lm	-0.1710221341413177	0.2500294816209762	0.4939701937357416	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	T	TNK	alr_lm	-0.1149896265781476	0.27900172153416875	0.6802319333326359	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	endothelial	endothelial	alr_lm	0.2616285091880137	0.3771732330926629	0.48789791077381217	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	epithelial	epithelial	alr_lm	0.20813395759704068	0.30162638687789434	0.49016968864917865	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	fibroblast	fibroblast	alr_lm	-0.2215056596479028	0.3700459149525008	0.5494465507345887	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	mast	mast	alr_lm	0.011816163829421356	0.36575304574613565	0.9742277062100886	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	myeloid	myeloid	alr_lm	0.0	0.0	1.0	11		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	neutrophil	neutrophil	alr_lm	0.19866192011416384	0.1636897789896604	0.22488182559705117	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	other	other	alr_lm	-0.1292578369223003	0.215544340017351	0.548718879252247	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	plasma	TLS	alr_lm	-0.3882711293720771	0.22715837143198933	0.08740409399764673	11		myeloid		True	companion_alr	HC3								0.921599137129095	306		52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_z	B	B	fraction_spearman	-0.4000000000000001		0.22286835013352	11				True	companion_fraction_naive	spearman_on_fraction								0.9686704842145685	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	NK	NK	fraction_spearman	-0.018181818181818184		0.9576852410216187	11				True	companion_fraction_naive	spearman_on_fraction								0.998575172660744	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	T	T	fraction_spearman	-0.018181818181818184		0.9576852410216187	11				True	companion_fraction_naive	spearman_on_fraction								0.998575172660744	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	endothelial	endothelial	fraction_spearman	0.26363636363636367		0.43344073761161456	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	epithelial	epithelial	fraction_spearman	0.17272727272727276		0.6115423848512369	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	fibroblast	fibroblast	fraction_spearman	0.02727272727272728		0.9365584481926121	11				True	companion_fraction_naive	spearman_on_fraction								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	mast	mast	fraction_spearman	0.20000000000000004		0.5554454421055853	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	myeloid	myeloid	fraction_spearman	0.11818181818181818		0.7292847795197801	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	neutrophil	neutrophil	fraction_spearman	0.30000000000000004		0.37008312228206763	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	other	other	fraction_spearman	-0.22727272727272727		0.501535667604937	11				True	companion_fraction_naive	spearman_on_fraction								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	tacstd2_z	plasma	plasma	fraction_spearman	-0.4272727272727273		0.18994372496542714	11				True	companion_fraction_naive	spearman_on_fraction								0.9606625258799172	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	B	TLS	dm_glm	-0.16108751995489773		0.7259835469388065	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	hu_markers	mpr	NK	TNK	dm_glm	0.1785410005880296		0.5958692201911053	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	hu_markers	mpr	T	TNK	dm_glm	-0.12788041017752852		0.8209742494986451	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	hu_markers	mpr	endothelial	endothelial	dm_glm	0.201104633500136		0.5947907726406427	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_markers	mpr	epithelial	epithelial	dm_glm	0.29594481877656104		0.46386664994296334	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_markers	mpr	fibroblast	fibroblast	dm_glm	-0.008364915997555612		0.9824917242565888	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	1.0	128		52	not_primary
GSE241934_IIT	hu_markers	mpr	mast	mast	dm_glm	-0.08316963578308187		0.8749912352986482	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_markers	mpr	myeloid	myeloid	dm_glm	0.0			11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0		128		52	not_primary
GSE241934_IIT	hu_markers	mpr	neutrophil	neutrophil	dm_glm	0.057024489522299965		0.8758814250547183	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_markers	mpr	other	other	dm_glm	0.13557633704184605		0.7208062420022165	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_primary
GSE241934_IIT	hu_markers	mpr	plasma	TLS	dm_glm	0.09523366696397295		0.806972952527845	11	11.0	myeloid	36.34217579028342	True	diagnostic_dm_lrt_mpr	p_from_LRT	11.0			True		4.0	7.0	0.9774936358403231	128		52	not_recovered
GSE241934_IIT	hu_markers	mpr	B	TLS	alr_lm	-0.10304016889497411	1.1728390588961635	0.9299916564582501	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_markers	mpr	NK	TNK	alr_lm	0.3391968432014962	0.5770397581481141	0.556651567996737	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_markers	mpr	T	TNK	alr_lm	-0.04770621949052556	0.8206234786858801	0.9536418006784076	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_markers	mpr	endothelial	endothelial	alr_lm	0.43719656062051515	0.6027046980011047	0.468212195863966	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	mpr	epithelial	epithelial	alr_lm	0.7472763763069814	0.3517069806130976	0.03361057222250799	11		myeloid		True	companion_alr	HC3								0.7911411615451881	306		52	not_primary
GSE241934_IIT	hu_markers	mpr	fibroblast	fibroblast	alr_lm	0.08052349880283183	0.956105769721392	0.9328812917284749	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	mpr	mast	mast	alr_lm	-0.03727138771940952	0.6634596830163059	0.9552005476827902	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	mpr	myeloid	myeloid	alr_lm	0.0	0.0	1.0	11		myeloid		True	companion_alr	reference								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	mpr	neutrophil	neutrophil	alr_lm	0.36052935836780176	0.2200371008402089	0.10131878993571684	11		myeloid		True	companion_alr	HC3								0.921599137129095	306		52	not_primary
GSE241934_IIT	hu_markers	mpr	other	other	alr_lm	0.3175963865383329	0.5012453238784219	0.5263323297327588	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_primary
GSE241934_IIT	hu_markers	mpr	plasma	TLS	alr_lm	0.28239907875903275	0.6628157827205379	0.6700643609979644	11		myeloid		True	companion_alr	HC3								1.0	306		52	not_recovered
GSE241934_IIT	hu_markers	mpr	B	B	fraction_mwu	0.024915036319059475		0.9272727272727272	11				True	companion_fraction_naive	U=15.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	NK	NK	fraction_mwu	-0.013127199953725022		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	T	T	fraction_mwu	-0.0503316355371447		0.5272727272727272	11				True	companion_fraction_naive	U=10.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	endothelial	endothelial	fraction_mwu	0.008359156857269245		0.7878787878787878	11				True	companion_fraction_naive	U=16.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	epithelial	epithelial	fraction_mwu	0.012302591201483878		0.3151515151515151	11				True	companion_fraction_naive	U=20.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	fibroblast	fibroblast	fraction_mwu	0.02429819182323112		0.7878787878787878	11				True	companion_fraction_naive	U=16.0; median_high-low								0.9781548294479937	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	mast	mast	fraction_mwu	-0.0007620647677817113		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_primary
GSE241934_IIT	hu_markers	mpr	myeloid	myeloid	fraction_mwu	0.010016231157474784		0.9272727272727272	11				True	companion_fraction_naive	U=13.0; median_high-low								0.9931741293077159	464		52	not_primary
