cohort	annotation	contrast	celltype	compartment	method	effect	se	p_value	n	n_celltypes	reference	precision	converged	fdr_family	note	n_input	n_high	n_low	binary	p_perm	n_mpr	n_nmpr	q_bh	n_tests_in_family	bonferroni_primary	n_primary_grid	recovery
GSE241934	author_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.21994265883121675	0.5105384658991307	0.676	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.676			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_collapsed	tacstd2_high	TNK	TNK	alr_perm	-0.4390038112726814	0.47179252276381933	0.346	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.346			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_fine_immune	tacstd2_high	TLS	TLS	alr_perm	-0.2177365326386238	0.5102391546997107	0.634	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.634			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_fine_immune	tacstd2_high	TNK	TNK	alr_perm	-0.4390038112726814	0.47179252276381933	0.348	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.348			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_major	tacstd2_high	B	TLS	alr_perm	0.2200514357594096	0.4881021329043678	0.684	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.684			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_major	tacstd2_high	NK	TNK	alr_perm	-0.10052970938805626	0.3973990885681391	0.816	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.816			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	author_major	tacstd2_high	T	TNK	alr_perm	0.010052105916509069	0.3871707767032242	0.978	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.978			1.0	52	1.0	52	not_recovered
GSE241934	hu_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.25522860877562004	0.4901604191509519	0.594	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.594			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	hu_collapsed	tacstd2_high	TNK	TNK	alr_perm	-0.39048991562819857	0.4858471380906104	0.418	40		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.418			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	hu_markers	tacstd2_high	B	TLS	alr_perm	0.526740491159746	0.5445176096515824	0.348	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.348			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	hu_markers	tacstd2_high	NK	TNK	alr_perm	0.02669803679897939	0.3823038864471467	0.948	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.948			1.0	52	1.0	52	not_recovered
GSE241934	hu_markers	tacstd2_high	T	TNK	alr_perm	0.22070008177218886	0.44475655589140917	0.636	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.636			0.9469226425748165	52	1.0	52	not_recovered
GSE241934	hu_markers	tacstd2_high	plasma	TLS	alr_perm	-0.08964192498835111	0.43416213717210395	0.806	40		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.806			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	author_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.13127998012539233	1.042114396141075	0.8376623376623377	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.8376623376623377			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	author_collapsed	tacstd2_high	TNK	TNK	alr_perm	0.3483283919809572	0.9562872656924758	0.6926406926406926	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.6926406926406926			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	author_fine_immune	tacstd2_high	TLS	TLS	alr_perm	-0.13254022492710849	1.0422102582477328	0.8376623376623377	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.8376623376623377			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	author_fine_immune	tacstd2_high	TNK	TNK	alr_perm	0.3483283919809572	0.9562872656924758	0.6926406926406926	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.6926406926406926			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	author_major	tacstd2_high	B	TLS	alr_perm	-0.2306360418587157	0.8158155191904505	0.7575757575757576	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.7575757575757576			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	author_major	tacstd2_high	NK	TNK	alr_perm	-0.022015751980683285	0.5472643656163217	0.9805194805194806	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.9805194805194806			1.0	52	1.0	52	not_recovered
GSE241934_IIT	author_major	tacstd2_high	T	TNK	alr_perm	0.27225869703737726	0.5664405582221396	0.6038961038961039	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.6038961038961039			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.22525151572059954	0.9794202904620766	0.7943722943722944	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.7943722943722944			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_collapsed	tacstd2_high	TNK	TNK	alr_perm	0.23434989480695645	0.9363900004490769	0.7922077922077922	11		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.7922077922077922			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	B	TLS	alr_perm	-0.19421851788609615	0.9178082767246929	0.8181818181818182	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.8181818181818182			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	NK	TNK	alr_perm	0.2969301693571157	0.547787455198114	0.6103896103896104	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.6103896103896104			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	T	TNK	alr_perm	0.3332278985003384	0.605156445050005	0.551948051948052	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.551948051948052			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_IIT	hu_markers	tacstd2_high	plasma	TLS	alr_perm	0.07877319796860405	0.6407505168782832	0.9025974025974026	11		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.9025974025974026			0.998618402873722	52	1.0	52	not_recovered
GSE241934_RWC	author_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.4073596303404511	0.638054328380573	0.52	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.52			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	author_collapsed	tacstd2_high	TNK	TNK	alr_perm	-0.9777885064833995	0.5592685156617282	0.068	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.068			0.5158730158730158	52	1.0	52	not_recovered
GSE241934_RWC	author_fine_immune	tacstd2_high	TLS	TLS	alr_perm	-0.4037243992859943	0.6376222599592146	0.548	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.548			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	author_fine_immune	tacstd2_high	TNK	TNK	alr_perm	-0.9777885064833995	0.5592685156617282	0.074	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.074			0.5158730158730158	52	1.0	52	not_recovered
GSE241934_RWC	author_major	tacstd2_high	B	TLS	alr_perm	0.5860088850346998	0.6184623480742185	0.372	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.372			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	author_major	tacstd2_high	NK	TNK	alr_perm	0.11682361591053578	0.5185098631712204	0.824	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.824			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	author_major	tacstd2_high	T	TNK	alr_perm	0.009464915451095688	0.5099044804956921	0.986	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.986			1.0	52	1.0	52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	TLS	TLS	alr_perm	-0.43664992214086157	0.6130266075042367	0.456	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.456			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	hu_collapsed	tacstd2_high	TNK	TNK	alr_perm	-0.8948487608204964	0.5828313808232938	0.144	29		stromal		True	primary_tacstd2	HC3;p_patient_perm					0.144			0.8253968253968254	52	1.0	52	not_recovered
GSE241934_RWC	hu_markers	tacstd2_high	B	TLS	alr_perm	0.9718757929695834	0.6844067635084791	0.166	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.166			0.8253968253968254	52	1.0	52	not_recovered
GSE241934_RWC	hu_markers	tacstd2_high	NK	TNK	alr_perm	0.17412596740780412	0.49190544845337014	0.7	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.7			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	hu_markers	tacstd2_high	T	TNK	alr_perm	0.2669179663572186	0.5885733859125618	0.668	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.668			0.9469226425748165	52	1.0	52	not_recovered
GSE241934_RWC	hu_markers	tacstd2_high	plasma	TLS	alr_perm	0.20684110918711612	0.5522095236041802	0.676	29		myeloid		True	primary_tacstd2	HC3;p_patient_perm					0.676			0.9469226425748165	52	1.0	52	not_recovered
GSE253013	author_garnett_limited	tacstd2_high	TNK	TNK	alr_perm	-1.1916321424763876	0.6546995982553374	0.07936507936507936	9		other		True	primary_tacstd2	HC3;p_patient_perm					0.07936507936507936			0.5158730158730158	52	1.0	52	not_recovered
GSE253013	marker_coarse	tacstd2_high	TNK	TNK	alr_perm	-1.070375793729789	0.5389498919686273	0.06349206349206349	9		other		True	primary_tacstd2	HC3;p_patient_perm					0.06349206349206349			0.5158730158730158	52	1.0	52	not_recovered
GSE253013	marker_malig_split	tacstd2_high	TNK	TNK	alr_perm	-1.070375793729789	0.5389498919686273	0.06349206349206349	9		other		True	primary_tacstd2	HC3;p_patient_perm					0.06349206349206349			0.5158730158730158	52	1.0	52	not_recovered
