tf	target	resource	confidence	effect	reference	note
ELF3	TGFBR2	CollecTRI		Activation	CollecTRI2:9417054;CollecTRI:11893733;CollecTRI:9417054;CollecTRI2:11893733;CollecTRI2:17408644;CollecTRI2:11313868;CollecTRI2:14582709;CollecTRI2:10644990;CollecTRI:14582709;CollecTRI2:14976186;CollecTRI2:20079749;CollecTRI2:11687969;CollecTRI:11313868;CollecTRI:10644990;CollecTRI:14976186	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
ELF3	TIMP3	CollecTRI		Activation	TRRUST:12407165;CollecTRI:12407165;CollecTRI2:12407165;DoRothEA:12407165	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
ELF3	ITGB6	DoRothEA	B	Activation	CollecTRI2:36840413	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
ELF3	SPRR2A	DoRothEA	A	Activation	DoRothEA:10773884;CollecTRI2:9234700;CollecTRI2:10506207;TRRUST:10773884;CollecTRI:9234700;CollecTRI2:10891534;CollecTRI2:10773884;CollecTRI2:12624109;CollecTRI:10773884	DoRothEA via OmniPath; curated/inferred TF-target, not a lung ChIP peak
ELF3	CLDN7	TRRUST_v2		Unknown	17060315	curated literature TF-target; not a ChIP peak
ELF3	KRT4	TRRUST_v2		Repression	10773884	curated literature TF-target; not a ChIP peak
ELF3	MMP9	TRRUST_v2		Repression	18302674	curated literature TF-target; not a ChIP peak
ELF3	PTGS2	TRRUST_v2		Unknown	15794755	curated literature TF-target; not a ChIP peak
ELF3	SPRR1A	TRRUST_v2		Unknown	9733767	curated literature TF-target; not a ChIP peak
ELF3	SPRR1B	TRRUST_v2		Activation	12682075	curated literature TF-target; not a ChIP peak
ELF3	SPRR2A	TRRUST_v2		Activation	10773884	curated literature TF-target; not a ChIP peak
ELF3	SPRR3	TRRUST_v2		Unknown	9889002	curated literature TF-target; not a ChIP peak
ELF3	TIMP3	TRRUST_v2		Activation	12407165	curated literature TF-target; not a ChIP peak
GRHL1	CYP11A1	CollecTRI		Repression	CollecTRI2:18004979;CollecTRI2:16730372;TRRUST:18004979;DoRothEA:18004979;CollecTRI:18004979;CollecTRI:16730372	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
GRHL1	IGF2	CollecTRI		Repression	CollecTRI:20134481;CollecTRI2:20134481	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
GRHL1	CYP11A1	TRRUST_v2		Unknown	18004979	curated literature TF-target; not a ChIP peak
KLF4	ACTA2	CollecTRI		Activation	CollecTRI2:22241174;CollecTRI2:28699690;CollecTRI:16858008;CollecTRI2:16858008;CollecTRI2:18511453;CollecTRI2:25892014;CollecTRI2:23646205;CollecTRI2:31078262;CollecTRI:22241174;CollecTRI:23646205;CollecTRI:18511453;CollecTRI2:36425528	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ACTG2	CollecTRI		Repression	CollecTRI2:10954723;CollecTRI:16858008;CollecTRI2:16858008;CollecTRI:10954723;CollecTRI2:17659301	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	AGRP	CollecTRI		Activation	CollecTRI2:20980461;CollecTRI2:24944903;CollecTRI2:19059445;CollecTRI:20980461;CollecTRI2:38145289	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	AGTR1	CollecTRI		Activation	CollecTRI2:22282354;CollecTRI:22282354	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ALPI	CollecTRI		Activation	DoRothEA:12919939;TRRUST:12919939;CollecTRI2:14675715;CollecTRI:12919939;CollecTRI2:12919939	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ALPL	CollecTRI		Activation	CollecTRI:23558921;CollecTRI2:23558921	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	AQP3	CollecTRI		Activation	CollecTRI:18469187;CollecTRI2:18469187;CollecTRI2:32467224	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ASS1	CollecTRI		Activation	CollecTRI:22430140;CollecTRI2:22430140	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ATF3	CollecTRI		Activation	CollecTRI2:21205742;CollecTRI:21205742;TRRUST:21205742;DoRothEA:21205742	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	BDKRB2	CollecTRI		Activation	DoRothEA:15632413;CollecTRI2:15632413;CollecTRI:15632413;TRRUST:15632413	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	BIRC3	CollecTRI		Activation	CollecTRI:12919939;CollecTRI2:37243389;CollecTRI2:12919939	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	BIRC5	CollecTRI		Repression	DoRothEA:19361279;CollecTRI2:19361279;CollecTRI:19361279;TRRUST:19361279;CollecTRI2:35131381;HTRIdb:19361279	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CCL2	CollecTRI		Activation	CollecTRI:22267480;CollecTRI:20946687;CollecTRI2:34706869;CollecTRI2:25882815;CollecTRI2:30576919;CollecTRI2:20946687;CollecTRI2:22267480	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CCNB1	CollecTRI		Repression	CollecTRI2:14627709;CollecTRI:14627709;DoRothEA:14627709;CollecTRI2:17908689;TRRUST:14627709	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CCND1	CollecTRI		Activation	CollecTRI2:19737957;CollecTRI2:23867820;CollecTRI:21224073;CollecTRI2:11005769;CollecTRI2:21132436;CollecTRI2:30587813;CollecTRI2:28278702;CollecTRI2:24715357;CollecTRI2:18314491;CollecTRI2:21224073;CollecTRI2:19041854;CollecTRI2:17671182;CollecTRI:19737957;HTRIdb:10908361;TRRUST:10908361;CollecTRI2	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CCND2	CollecTRI		Activation	CollecTRI2:17878366;CollecTRI2:16954505;CollecTRI:17878366	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CCNE1	CollecTRI		Repression	CollecTRI2:31462142;CollecTRI2:15806166;CollecTRI:15806166	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CD14	CollecTRI		Activation	TRRUST:17762869;DoRothEA:17762869;CollecTRI2:17762869;CollecTRI:17762869	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CD55	CollecTRI		Activation	CollecTRI2:35483525;CollecTRI2:35738827;CollecTRI:18435741;CollecTRI2:18435741	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CD86	CollecTRI		Repression	CollecTRI2:29926320;CollecTRI2:35748767;CollecTRI:20519630;CollecTRI2:20519630	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDH1	CollecTRI		Activation	CollecTRI2:35219646;CollecTRI:22854048;CollecTRI2:20356845;CollecTRI2:22407433;CollecTRI2:30154443;CollecTRI2:30097516;CollecTRI2:24573354;CollecTRI2:29568911;CollecTRI2:31538102;CollecTRI2:25137052;CollecTRI2:25879941;TRRUST:23376074;CollecTRI2:29587259;CollecTRI:22407433;CollecTRI2:26825466;Collec	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDH2	CollecTRI		Activation	CollecTRI:23451207;CollecTRI2:31602225;CollecTRI2:31538102;CollecTRI2:23451207	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDH5	CollecTRI		Activation	CollecTRI2:20724706;CollecTRI2:36100057;DoRothEA:20724706;CollecTRI:20724706;TRRUST:20724706;CollecTRI2:36425528	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDK4	CollecTRI		Activation	CollecTRI:23884787;CollecTRI2:23884787;CollecTRI2:21811764	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDKN1A	CollecTRI		Activation	CollecTRI2:19737957;CollecTRI2:32373233;CollecTRI2:22750490;CollecTRI:21224073;CollecTRI2:21132436;CollecTRI2:23007394;CollecTRI:10749849;CollecTRI2:16357509;CollecTRI2:26644403;CollecTRI2:16372018;CollecTRI2:23045286;CollecTRI2:27531889;HTRIdb:21652709;CollecTRI2:18314491;CollecTRI2:23372771;Collec	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDKN1B	CollecTRI		Activation	CollecTRI2:21763782;CollecTRI2:28084302;CollecTRI:21763782;DoRothEA:22170594;CollecTRI:22170594;CollecTRI2:12087069;CollecTRI2:27323810;CollecTRI2:18559508;TRRUST:22170594;CollecTRI2:30786277;CollecTRI2:21685331;CollecTRI2:18314491;CollecTRI2:22170594;CollecTRI2:22017667;CollecTRI:18559508	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDKN1C	CollecTRI		Activation	CollecTRI2:30792202;TRRUST:19544095;DoRothEA:19544095;CollecTRI2:19544095;CollecTRI2:22017667;CollecTRI:19544095	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDKN2B	CollecTRI		Activation	CollecTRI:21746878;CollecTRI2:37490341;CollecTRI2:21746878	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CDX2	CollecTRI		Activation	CollecTRI:23202735;DoRothEA:23202735;TRRUST:23202735;CollecTRI2:28460480;CollecTRI2:27693253;CollecTRI2:23202735	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CEBPB	CollecTRI		Activation	CollecTRI2:34421986;CollecTRI2:29864940;CollecTRI:18396140;CollecTRI2:26451280;CollecTRI2:18396140	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CIITA	CollecTRI		Activation	CollecTRI2:23733190;CollecTRI:23733190	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CLMP	CollecTRI		Activation	CollecTRI:17620326;CollecTRI2:17620326	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	COL8A1	CollecTRI		Activation	CollecTRI:19168440;CollecTRI2:19168440	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CTBP2	CollecTRI		Activation	CollecTRI:18831784;CollecTRI2:18831784	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CTNNB1	CollecTRI		Activation	CollecTRI2:35219646;CollecTRI2:12387883;CollecTRI2:22407433;CollecTRI2:27519276;CollecTRI2:23451207;CollecTRI2:21880738;CollecTRI:23451207;CollecTRI2:28549095;CollecTRI2:17671182	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CXCL10	CollecTRI		Repression	CollecTRI:20519630;CollecTRI2:20519630	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CYP11A1	CollecTRI		Repression	CollecTRI2:18056793;CollecTRI:18056793	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	CYP1A1	CollecTRI		Repression	CollecTRI:9651398;DoRothEA:9651398;CollecTRI2:9651398;TRRUST:9651398	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	DLK2	CollecTRI		Activation	CollecTRI2:22306741;CollecTRI:22306741	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	DMP1	CollecTRI		Activation	CollecTRI2:21689550;CollecTRI2:23558921;CollecTRI2:31112333;CollecTRI2:23430263;CollecTRI:23558921;CollecTRI2:25138274	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	DSPP	CollecTRI		Activation	CollecTRI2:21689550;CollecTRI2:23558921;CollecTRI:23430263;CollecTRI2:23430263;CollecTRI:23558921;CollecTRI2:25138274	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	EDN1	CollecTRI		Activation	CollecTRI2:35282351;CollecTRI2:36046789;CollecTRI2:23451207;CollecTRI2:24156273;CollecTRI:23451207	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ENG	CollecTRI		Repression	CollecTRI2:15570219;CollecTRI:15570219	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	EPCAM	CollecTRI		Activation	CollecTRI2:20064925;CollecTRI2:32408542;CollecTRI:20064925	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	F3	CollecTRI		Repression	CollecTRI:17339326;CollecTRI2:17339326	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	FOXM1	CollecTRI		Repression	CollecTRI2:23598278;CollecTRI2:22155367;CollecTRI:23598278	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	GDF15	CollecTRI		Activation	CollecTRI:22750490;CollecTRI:20385121;CollecTRI2:22750490;DoRothEA:22750490;CollecTRI2:37937607;CollecTRI2:20385121;TRRUST:22750490;TRRUST:20385121	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	GHRL	CollecTRI		Activation	CollecTRI2:19327128;CollecTRI:19327128	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	GPA33	CollecTRI		Activation	DoRothEA:19551868;CollecTRI2:12853980;CollecTRI:19551868;TRRUST:19551868;CollecTRI2:19551868;HTRIdb:19551868;CollecTRI:12853980	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	GSTP1	CollecTRI		Repression	CollecTRI2:12186428;CollecTRI:12186428	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	HDC	CollecTRI		Repression	CollecTRI:17827213;TRRUST:17827213;CollecTRI2:35052608;TRRUST:14670968;CollecTRI2:17827213;CollecTRI2:16357063;CollecTRI:14670968;CollecTRI2:14670968;CollecTRI2:32101568	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	HMGB1	CollecTRI		Activation	CollecTRI2:18197146;CollecTRI2:30214576;CollecTRI:18197146;CollecTRI2:36347300;CollecTRI2:30716337;CollecTRI2:26676883	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	HSP90AA1	CollecTRI		Activation	CollecTRI:19669938;CollecTRI2:19669938	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	HSP90AB1	CollecTRI		Activation	CollecTRI:19669938;CollecTRI2:19669938	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	HSPA1A	CollecTRI		Activation	CollecTRI2:18379898;CollecTRI:18379898	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	HSPA8	CollecTRI		Activation	CollecTRI2:18379898;DoRothEA:18379898;TRRUST:18379898;CollecTRI:18379898	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IAPP	CollecTRI		Activation	CollecTRI:12919939;CollecTRI:14675715;CollecTRI2:14675715;CollecTRI2:12919939	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ID3	CollecTRI		Repression	CollecTRI2:19618124;CollecTRI:12087069;CollecTRI:19618124;CollecTRI2:12087069	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IFITM3	CollecTRI		Repression	CollecTRI2:32952601;CollecTRI2:21531817;CollecTRI:21531817;TRRUST:21531817;DoRothEA:21531817	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IFNB1	CollecTRI		Activation	CollecTRI:25531393;CollecTRI2:25531393	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IL10	CollecTRI		Activation	CollecTRI2:18197146;CollecTRI2:22653776;CollecTRI2:29926320;CollecTRI2:32967761;CollecTRI2:34589087;CollecTRI:22653776;CollecTRI2:17719562;CollecTRI:17719562;CollecTRI2:33613460	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IL17A	CollecTRI		Activation	CollecTRI2:21076063;CollecTRI:21685331;CollecTRI2:21685331;CollecTRI:21076063	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IL1B	CollecTRI		Activation	CollecTRI2:29997611;TRRUST:22449968;CollecTRI:22449968;CollecTRI2:26018498;CollecTRI2:32967761;DoRothEA:22449968;CollecTRI2:36799547;CollecTRI2:34440860;CollecTRI2:30807577;CollecTRI2:22449968;CollecTRI2:23895397	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IL6	CollecTRI		Activation	CollecTRI2:29997611;CollecTRI:23846700;CollecTRI2:29926320;TRRUST:23846700;CollecTRI2:27346433;CollecTRI2:23846700;CollecTRI2:29203245;CollecTRI2:34440860;CollecTRI2:35046941;CollecTRI2:30807577;CollecTRI2:20946687;CollecTRI2:27413250;DoRothEA:23846700;CollecTRI:27413250	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ITGAD	CollecTRI		Repression	CollecTRI2:15561714;CollecTRI:15561714	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	ITIH3	CollecTRI		Activation	CollecTRI:14557073;CollecTRI2:14557073	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	IVL	CollecTRI		Activation	DoRothEA:23599428;TRRUST:23599428;CollecTRI:23599428;CollecTRI2:35961432;CollecTRI2:23599428	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	KPNA2	CollecTRI		Activation	CollecTRI2:21664354;CollecTRI:21664354	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	KRT19	CollecTRI		Activation	CollecTRI2:10859317;CollecTRI2:32408542;DoRothEA:10859317;CollecTRI:10859317;CollecTRI2:19551868;CollecTRI2:11375953;TRRUST:10859317	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	KRT4	CollecTRI		Activation	CollecTRI2:14647409;CollecTRI2:19751731;CollecTRI2:10802067;CollecTRI2:9553140;CollecTRI:10802067;CollecTRI:14647409	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	LAMA1	CollecTRI		Activation	DoRothEA:17141338;CollecTRI:14634001;TRRUST:17141338;CollecTRI2:17141338;CollecTRI2:14634001;CollecTRI:17141338	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	LAMA3	CollecTRI		Activation	TRRUST:11551969;DoRothEA:11551969;CollecTRI:11551969;CollecTRI2:11551969	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	LAMC1	CollecTRI		Activation	CollecTRI2:12034813;CollecTRI:12034813	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	LDLR	CollecTRI		Repression	CollecTRI2:18056793;CollecTRI:18056793	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	LEFTY1	CollecTRI		Activation	CollecTRI2:16954384;CollecTRI:16954384;CollecTRI2:24161396	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	LXN	CollecTRI		Repression	CollecTRI:23364479;DoRothEA:23364479;TRRUST:23364479;CollecTRI2:23364479	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MAPK7	CollecTRI		Activation	CollecTRI:20551324;CollecTRI2:20551324	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MAPK8	CollecTRI		Repression	CollecTRI:23451207;CollecTRI2:27872496;CollecTRI2:23451207	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MFN2	CollecTRI		Activation	CollecTRI2:36781680;CollecTRI2:20711222;CollecTRI:20711222	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MMP2	CollecTRI		Activation	TRRUST:22407433;CollecTRI2:26197891;DoRothEA:22407433;CollecTRI2:28612526;CollecTRI2:22407433;CollecTRI:22407433;CollecTRI2:32209259;CollecTRI2:30576919;CollecTRI2:23317647;CollecTRI2:31653828;CollecTRI2:29151932;CollecTRI2:33968038;CollecTRI2:31602225;CollecTRI2:24281002	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MSC	CollecTRI		Repression	CollecTRI:20519630;CollecTRI2:20519630	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MTF2	CollecTRI		Activation	CollecTRI:18831784;CollecTRI2:18831784	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MYC	CollecTRI		Activation	CollecTRI2:17974960;CollecTRI2:23287475;CollecTRI:17974960;CollecTRI2:26644403;CollecTRI2:28278702;CollecTRI2:35131381;CollecTRI2:16954505;CollecTRI2:30135075	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MYH10	CollecTRI		Repression	CollecTRI2:18511453;CollecTRI:18511453	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	MYOCD	CollecTRI		Repression	CollecTRI2:24060351;CollecTRI2:25100730;CollecTRI2:23967268;CollecTRI:15623517;CollecTRI2:31336282;CollecTRI2:23860374;CollecTRI2:31982428;CollecTRI2:17704209;CollecTRI:23967268;CollecTRI2:15623517;CollecTRI:24060351;CollecTRI2:37642238;CollecTRI2:19168719;CollecTRI2:23702880;CollecTRI:23702880	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	NANOG	CollecTRI		Activation	DoRothEA:19522013;TRRUST:19522013;CollecTRI2:22891678;CollecTRI2:34552088;CollecTRI2:26943822;CollecTRI2:19816951;CollecTRI2:30097516;CollecTRI:19522013;CollecTRI2:29526737;CollecTRI2:23000426;CollecTRI2:19447925;CollecTRI2:20071344;CollecTRI2:19522013;CollecTRI2:22308265;CollecTRI2:23132827	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
KLF4	NOS2	CollecTRI		Activation	CollecTRI:16169848;CollecTRI2:28558034;CollecTRI2:16169848;CollecTRI2:32967761;CollecTRI:20946687;CollecTRI2:28744810;CollecTRI2:20946687;CollecTRI2:25675838	CollecTRI via OmniPath; curated TF-target, not a lung ChIP peak
