spec	geneset	smooth	score	subset	radius_um	patient_mean_rho	n_patients_neg	n_samples_neg	n_samples	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
cldn4|hs30|mean|tertile|count20	cldn4	hs30	mean	tertile	20	-0.10899359462953304	4	7	8	225	-0.22753091170879586	0.021673903883827766	-0.07074507117936901	-0.17965948244014027	-0.08870641170318785
cldn4|hs30|pc1|tertile|count20	cldn4	hs30	pc1	tertile	20	-0.10899359462953304	4	7	8	225	-0.22753091170879586	0.021673903883827766	-0.07074507117936901	-0.17965948244014027	-0.08870641170318785
program|raw|mean|all|count75	program	raw	mean	all	75	-0.10890864986646084	4	7	8	225	-0.25596273516927676	-0.022372934384518407	-0.08661651124026756	-0.18757292458216152	0.007981856043920115
adhesion|ball40|pc1|all|count100	adhesion	ball40	pc1	all	100	-0.10884208537788498	4	7	8	225	-0.31791252784790125	-0.018955292301010875	-0.1003671311576253	-0.19683015888163855	0.08985468329875111
program|ball60|pc1|all|count20	program	ball60	pc1	all	20	-0.10881326472521909	4	7	8	225	-0.23428359627561998	0.008278836310664357	-0.0872121361624158	-0.1860468362744065	-0.04480259122431749
cldn4|ball40|mean|all|count30	cldn4	ball40	mean	all	30	-0.10862389438303233	4	7	8	225	-0.22762108881591303	0.030412822116682652	-0.08195005230200472	-0.17728607579596117	-0.08667507711796534
cldn4|ball40|pc1|all|count30	cldn4	ball40	pc1	all	30	-0.10862389438303233	4	7	8	225	-0.22762108881591303	0.030412822116682652	-0.08195005230200472	-0.17728607579596117	-0.08667507711796534
adhesion|ball25|pc1|quartile|count100	adhesion	ball25	pc1	quartile	100	-0.10841676512858225	4	7	8	225	-0.3342693598547167	-0.00374959597744657	-0.10029704111263826	-0.19442279702265644	0.09065496832454668
program_ceacam|ball15|pc1_resid_keratin|quartile|count50	program_ceacam	ball15	pc1_resid_keratin	quartile	50	-0.10830214944384939	5	8	8	225	-0.196940256477429	-0.027602547760743567	-0.08078059518914261	-0.15845968449563178	-0.07772766329629999
program|hmrf8|pc1|quartile|count50	program	hmrf8	pc1	quartile	50	-0.10827954926743497	4	7	8	225	-0.28465080047656033	-0.09729393969962555	-0.05213798935334285	-0.1495664684931086	0.04225145168546237
adhesion_ezr|ball40|mean|all|count100	adhesion_ezr	ball40	mean	all	100	-0.1078953468639666	4	7	8	225	-0.28925188274309066	-0.016893141515367967	-0.10935625231725027	-0.21149985572561872	0.08752439798149464
adhesion_ezr|raw|mean|quartile|count75	adhesion_ezr	raw	mean	quartile	75	-0.107881006940129	4	7	8	225	-0.26427644656696364	-0.02466239711551395	-0.08040949584983866	-0.1837374003930527	0.013680705224723913
keratin|ball60|mean|all|count20	keratin	ball60	mean	all	20	-0.10771610093526884	5	8	8	225	-0.22003134273037123	-0.042621013588417876	-0.07988720448449564	-0.17404882535189545	-0.021992118521164044
program_ceacam|ball60|pc1_resid_keratin|quartile|count75	program_ceacam	ball60	pc1_resid_keratin	quartile	75	-0.10769794707014013	4	7	8	225	-0.25191643614231873	0.062350034872187134	-0.03501531805874899	-0.23153644448371985	-0.08237157153810017
adhesion_ezr|ball40|pc1|all|count100	adhesion_ezr	ball40	pc1	all	100	-0.10764881560977942	4	7	8	225	-0.3060562802574409	-0.007549528892599044	-0.10831389429855032	-0.20279294216441301	0.08646856756410615
adhesion_ezr|ball25|mean|quartile|count100	adhesion_ezr	ball25	mean	quartile	100	-0.10751967366689677	4	7	8	225	-0.3025448597515506	-0.015020300283788701	-0.10696771125757479	-0.21675064418153708	0.10368514713996738
program_ceacam|hs15|pc1_resid_keratin|tertile|count50	program_ceacam	hs15	pc1_resid_keratin	tertile	50	-0.10751183832604869	4	7	8	225	-0.20444589310886785	0.034325121721986054	-0.08825288464903415	-0.18366108588466074	-0.09552444970966675
cldn4|hs30|mean|tertile|count100	cldn4	hs30	mean	tertile	100	-0.10751173899455002	3	6	8	225	-0.2995090305549511	0.10873366358322907	-0.09814922436116871	-0.28059844856490307	0.03196434492504358
cldn4|hs30|pc1|tertile|count100	cldn4	hs30	pc1	tertile	100	-0.10751173899455002	3	6	8	225	-0.2995090305549511	0.10873366358322907	-0.09814922436116871	-0.28059844856490307	0.03196434492504358
adhesion_ezr|ball40|pc1|all|count20	adhesion_ezr	ball40	pc1	all	20	-0.10741084883162162	5	8	8	225	-0.22379456987919602	-0.010262347202492125	-0.0690156546786182	-0.17278455478099983	-0.061197117616801966
keratin|hmrf8|mean|quartile|count50	keratin	hmrf8	mean	quartile	50	-0.1073706647472471	4	7	8	225	-0.2762803815381478	-0.0776872762863371	-0.04512005658222828	-0.1467914677235247	0.009025858394002438
keratin|ball25|mean|all|count20	keratin	ball25	mean	all	20	-0.10734549603158976	5	8	8	225	-0.22098593514408665	-0.032630266753287195	-0.07176965088844231	-0.170479230474419	-0.04086239689771366
keratin|raw|pc1|all|count100	keratin	raw	pc1	all	100	-0.10715393212699735	4	7	8	225	-0.2648686287721404	-0.08032295504762577	-0.038267669498029525	-0.1560640924180313	0.0037536851008401367
adhesion_ezr|ball25|pc1|all|count20	adhesion_ezr	ball25	pc1	all	20	-0.10702055906432843	5	8	8	225	-0.21760018743930384	-0.026101663847317567	-0.06587563118439077	-0.16125402248515555	-0.0642712903654744
cldn4|ball25|mean|quartile|count20	cldn4	ball25	mean	quartile	20	-0.10696374468635035	5	8	8	225	-0.21132176686173298	-0.001075951102744761	-0.06871213815709204	-0.1538749181457284	-0.09983394916445354
cldn4|ball25|pc1|quartile|count20	cldn4	ball25	pc1	quartile	20	-0.10696374468635035	5	8	8	225	-0.21132176686173298	-0.001075951102744761	-0.06871213815709204	-0.1538749181457284	-0.09983394916445354
program_ceacam|hmrf8|mean|quartile|count50	program_ceacam	hmrf8	mean	quartile	50	-0.10695750594356095	4	7	8	225	-0.27916278187703025	-0.07920973914814887	-0.05071456681296665	-0.1398098211807749	0.01410937930111592
cldn4|ball15|mean|tertile|count30	cldn4	ball15	mean	tertile	30	-0.10673534889633958	4	7	8	225	-0.22747063264335102	0.0029794808076806746	-0.06850623170218649	-0.15120574316477464	-0.08947361777906641
cldn4|ball15|pc1|tertile|count30	cldn4	ball15	pc1	tertile	30	-0.10673534889633958	4	7	8	225	-0.22747063264335102	0.0029794808076806746	-0.06850623170218649	-0.15120574316477464	-0.08947361777906641
adhesion_ezr|ball15|mean|all|count20	adhesion_ezr	ball15	mean	all	20	-0.10656528924988609	5	8	8	225	-0.20747651243076248	-0.05034901021287859	-0.06285431984781882	-0.14479744052751914	-0.06734916323045141
adhesion|ball40|pc1|all|count20	adhesion	ball40	pc1	all	20	-0.106558410586527	5	8	8	225	-0.23029621845771414	-0.013953753858304021	-0.06585290293232253	-0.164446754169153	-0.05824242351514135
adhesion_ezr|ball60|pc1|all|count20	adhesion_ezr	ball60	pc1	all	20	-0.10645965181861705	5	8	8	225	-0.22525560454028604	-0.009088729930230554	-0.06958734274410962	-0.1756439717344522	-0.05272261014400679
program_ceacam|hs15|pc1_resid_keratin|quartile|count75	program_ceacam	hs15	pc1_resid_keratin	quartile	75	-0.10640090354950424	4	7	8	225	-0.2421659347237683	0.050342548082589464	-0.07480625602348498	-0.21945316224146794	-0.045921712841389496
program_ceacam|hs15|pc1_resid_keratin|quartile|count40	program_ceacam	hs15	pc1_resid_keratin	quartile	40	-0.10639337898503272	4	7	8	225	-0.18765671758486419	0.027511297508865287	-0.08099667167045689	-0.1774411098516702	-0.11338369332703753
cldn4|ball25|mean|all|count50	cldn4	ball25	mean	all	50	-0.10632444168868671	4	7	8	225	-0.23067820779635984	0.035816760888139655	-0.08696943292479734	-0.18186087027952347	-0.0679304583308926
cldn4|ball25|pc1|all|count50	cldn4	ball25	pc1	all	50	-0.10632444168868671	4	7	8	225	-0.23067820779635984	0.035816760888139655	-0.08696943292479734	-0.18186087027952347	-0.0679304583308926
program|raw|pc1|all|count20	program	raw	pc1	all	20	-0.1063120166359381	5	8	8	225	-0.21952297864233808	-0.03982021266174736	-0.05010220657779178	-0.15805528920628834	-0.06405939609152492
program_ceacam|ball15|pc1_resid_keratin|quartile|count40	program_ceacam	ball15	pc1_resid_keratin	quartile	40	-0.10625180167161723	5	8	8	225	-0.18432292122674007	-0.03224168022056968	-0.07451754202900518	-0.1516471313197097	-0.08852973356206147
adhesion|ball60|pc1|all|count20	adhesion	ball60	pc1	all	20	-0.10603756870333644	5	8	8	225	-0.22543806466161526	-0.014624233791131145	-0.06668661730099162	-0.17183380491968853	-0.05160512284325569
program_ceacam|ball15|pc1_resid_keratin|tertile|count50	program_ceacam	ball15	pc1_resid_keratin	tertile	50	-0.1059211149778914	5	8	8	225	-0.19887793876456225	-0.023814692905325282	-0.08285601132493187	-0.15077883249010454	-0.073278099404533
cldn4|ball25|mean|tertile|count75	cldn4	ball25	mean	tertile	75	-0.10581085002482486	4	7	8	225	-0.2515943771894106	0.0530360541417977	-0.10104502537516756	-0.19839946336888784	-0.031051438332456
cldn4|ball25|pc1|tertile|count75	cldn4	ball25	pc1	tertile	75	-0.10581085002482486	4	7	8	225	-0.2515943771894106	0.0530360541417977	-0.10104502537516756	-0.19839946336888784	-0.031051438332456
adhesion|raw|mean|quartile|count75	adhesion	raw	mean	quartile	75	-0.10576867099923411	4	7	8	225	-0.2726792643413935	-0.036870960735474155	-0.0715247021744774	-0.16252188240024126	0.01475345465541579
cldn4|ball40|mean|quartile|count20	cldn4	ball40	mean	quartile	20	-0.10573963437916126	4	7	8	225	-0.21614182008622315	0.011863329336569407	-0.06699539537084032	-0.16353070953768678	-0.09389357623762538
cldn4|ball40|pc1|quartile|count20	cldn4	ball40	pc1	quartile	20	-0.10573963437916126	4	7	8	225	-0.21614182008622315	0.011863329336569407	-0.06699539537084032	-0.16353070953768678	-0.09389357623762538
program|ball15|mean|all|count100	program	ball15	mean	all	100	-0.10563121459378924	4	7	8	225	-0.2657869537146559	-0.01524338554325223	-0.1123957499832206	-0.18224132106381413	0.047511337335996676
program_ceacam|ball25|pc1_resid_keratin|quartile|count50	program_ceacam	ball25	pc1_resid_keratin	quartile	50	-0.10555084908697152	4	7	8	225	-0.20480989531321878	0.02703092694179322	-0.09501489294052008	-0.16582158231329772	-0.08913880180961414
adhesion_ezr|ball25|pc1|tertile|count100	adhesion_ezr	ball25	pc1	tertile	100	-0.10546176348277111	4	7	8	225	-0.3005217981712851	-0.01963421952308906	-0.10481016202684919	-0.19020392193020466	0.08786128423757243
adhesion|ball15|mean|quartile|count100	adhesion	ball15	mean	quartile	100	-0.10545379554011855	4	7	8	225	-0.3051807762576458	-0.04671469340888127	-0.08440225388962729	-0.16688138853222562	0.07591013438778724
cldn4|ball25|mean|all|count30	cldn4	ball25	mean	all	30	-0.10543716501355047	4	7	8	225	-0.2180987228631532	0.010392725110567878	-0.07473289504500644	-0.16076327554954695	-0.08398365672061364
cldn4|ball25|pc1|all|count30	cldn4	ball25	pc1	all	30	-0.10543716501355047	4	7	8	225	-0.2180987228631532	0.010392725110567878	-0.07473289504500644	-0.16076327554954695	-0.08398365672061364
program_ceacam|hs60|pc1_resid_keratin|quartile|count75	program_ceacam	hs60	pc1_resid_keratin	quartile	75	-0.1053318084916292	4	7	8	225	-0.2229963634610461	0.05308279259152382	-0.04426552149678723	-0.22556718501848996	-0.08691276507334657
program|raw|mean|tertile|count100	program	raw	mean	tertile	100	-0.10533131047857888	4	7	8	225	-0.2713313463652695	-0.019787524326779223	-0.09051465768603435	-0.18448256402151456	0.03945954000670311
adhesion|raw|mean|quartile|count20	adhesion	raw	mean	quartile	20	-0.10526928137902951	5	8	8	225	-0.21689361659381196	-0.04611170332668621	-0.055232955465775294	-0.12827711384786672	-0.0798310176610074
program_ceacam|ball40|pc1_resid_keratin|quartile|count50	program_ceacam	ball40	pc1_resid_keratin	quartile	50	-0.10525480293057121	4	7	8	225	-0.20934559164336858	0.029444081469894325	-0.069439135555551	-0.17948908002601657	-0.09744428889781417
program|raw|mean|all|count20	program	raw	mean	all	20	-0.10523296064381013	5	8	8	225	-0.21019078983631773	-0.03313673581632503	-0.05546505847877565	-0.16077131527757424	-0.06660090381005798
keratin|ball15|mean|all|count100	keratin	ball15	mean	all	100	-0.1052233939317088	4	7	8	225	-0.25828695354663234	-0.020995779035206552	-0.10535149908302778	-0.16130697152230122	0.0198242335286238
program_ceacam|ball60|pc1_resid_keratin|tertile|count75	program_ceacam	ball60	pc1_resid_keratin	tertile	75	-0.10521990503665261	4	7	8	225	-0.23748967721367556	0.05535201658970035	-0.04609041051242877	-0.22397037621750834	-0.07390107782935076
program|raw|pc1|all|count100	program	raw	pc1	all	100	-0.10503461861501755	4	7	8	225	-0.26873547482995147	-0.03405080032804908	-0.07590401896224913	-0.16337323254162167	0.01689043358678362
keratin|raw|mean|all|count30	keratin	raw	mean	all	30	-0.10500192476221622	5	8	8	225	-0.2353821941554943	-0.022390501913438846	-0.052178607504865984	-0.1742609751776789	-0.040797345059602974
adhesion|ball15|mean|all|count20	adhesion	ball15	mean	all	20	-0.10498583773194403	5	8	8	225	-0.21806833560204444	-0.052718181634939694	-0.06005049824718014	-0.12887717387177552	-0.06521499930378036
program_ceacam|hmrf8|pc1|tertile|count50	program_ceacam	hmrf8	pc1	tertile	50	-0.10488823291531965	4	7	8	225	-0.28035239861747996	-0.08304231084264067	-0.04782994386914404	-0.14774709537387082	0.034530584126537235
adhesion_ezr|ball25|mean|tertile|count100	adhesion_ezr	ball25	mean	tertile	100	-0.10474340227965895	4	7	8	225	-0.29361193945373537	-0.014448226417166254	-0.10442259885456495	-0.20408859140371696	0.09285434473088885
adhesion_ezr|raw|mean|all|count40	adhesion_ezr	raw	mean	all	40	-0.10463054360500794	5	8	8	225	-0.22647955499087427	-0.03373183668287473	-0.05988484288304264	-0.1551640718267791	-0.04789241164146897
keratin|raw|mean|quartile|count20	keratin	raw	mean	quartile	20	-0.1045299140204001	5	8	8	225	-0.23397161619695186	-0.016206820116890962	-0.04858877547425703	-0.15855879976288714	-0.06532355855101345
adhesion_ezr|raw|mean|tertile|count20	adhesion_ezr	raw	mean	tertile	20	-0.10444673111982998	5	8	8	225	-0.2019025886592176	-0.045277209979628495	-0.05428647328893893	-0.14093358034719308	-0.07983380332417181
cldn4|ball15|mean|tertile|count50	cldn4	ball15	mean	tertile	50	-0.10439333924230607	4	7	8	225	-0.2391448382172891	0.02905277525787416	-0.07949756965810235	-0.1639201535212916	-0.06845691007272149
cldn4|ball15|pc1|tertile|count50	cldn4	ball15	pc1	tertile	50	-0.10439333924230607	4	7	8	225	-0.2391448382172891	0.02905277525787416	-0.07949756965810235	-0.1639201535212916	-0.06845691007272149
program_ceacam|ball25|pc1_resid_keratin|tertile|count50	program_ceacam	ball25	pc1_resid_keratin	tertile	50	-0.10438155252364141	4	7	8	225	-0.20343092284826267	0.025891156820624952	-0.09631956338877835	-0.16146608753352445	-0.08658234566826653
adhesion|ball15|mean|all|count75	adhesion	ball15	mean	all	75	-0.10427419259110542	4	7	8	225	-0.26865826426033024	-0.03409538995545431	-0.08511068792069378	-0.15334030012691668	0.01983367930786785
program_ceacam|ball15|pc1_resid_keratin|tertile|count40	program_ceacam	ball15	pc1_resid_keratin	tertile	40	-0.10426218433699745	5	8	8	225	-0.18660067365979624	-0.029099720769022636	-0.07684479675242722	-0.14412575177353748	-0.08463997873020365
program_ceacam|ball40|pc1_resid_keratin|tertile|count50	program_ceacam	ball40	pc1_resid_keratin	tertile	50	-0.10424021440128226	4	7	8	225	-0.20254416238374529	0.02430972786839438	-0.07350693725100005	-0.17480940992321775	-0.09465029031684269
program|hmrf8|mean|quartile|count50	program	hmrf8	mean	quartile	50	-0.10421438742291303	4	7	8	225	-0.2702462205429952	-0.07924108210885775	-0.05214813425497356	-0.1377046575386444	0.018268157330905657
keratin|hmrf8|pc1|all|count40	keratin	hmrf8	pc1	all	40	-0.10406526600184876	5	8	8	225	-0.24537769590434638	-0.07511977161923335	-0.03444450168344472	-0.1461999575776471	-0.0191844032245723
cldn4|hs60|mean|all|count100	cldn4	hs60	mean	all	100	-0.10399711563885032	3	6	8	225	-0.27582072257367485	0.10178300442515602	-0.09838537550716561	-0.2669310444703668	0.019368559931799572
cldn4|hs60|pc1|all|count100	cldn4	hs60	pc1	all	100	-0.10399711563885032	3	6	8	225	-0.27582072257367485	0.10178300442515602	-0.09838537550716561	-0.2669310444703668	0.019368559931799572
keratin|hmrf8|mean|tertile|count50	keratin	hmrf8	mean	tertile	50	-0.10362193598030893	4	7	8	225	-0.2650075205865281	-0.07607746882133576	-0.04035795597342522	-0.14694803288679018	0.010281298366534611
adhesion_ezr|raw|pc1|quartile|count75	adhesion_ezr	raw	pc1	quartile	75	-0.10355293062013593	4	7	8	225	-0.2603151535788067	-0.03159192406650835	-0.07745919760472654	-0.15721094942950556	0.008812571578867535
adhesion_ezr|raw|pc1|quartile|count20	adhesion_ezr	raw	pc1	quartile	20	-0.10351650743184174	5	8	8	225	-0.20953551900080658	-0.03874370674100682	-0.05282883072448231	-0.13395065427350566	-0.08252382641940723
adhesion|raw|pc1|quartile|count75	adhesion	raw	pc1	quartile	75	-0.10345884700656008	4	7	8	225	-0.27114507299892954	-0.03819552245541461	-0.07106416546183668	-0.1449615782750578	0.008072104158438297
adhesion|ball25|pc1|tertile|count100	adhesion	ball25	pc1	tertile	100	-0.10332694507823992	4	7	8	225	-0.32224712684714674	-0.004005935379966364	-0.09586600473972415	-0.18216443808231556	0.08764877965795312
program_ceacam|hs15|pc1_resid_keratin|tertile|count40	program_ceacam	hs15	pc1_resid_keratin	tertile	40	-0.1032945244436968	4	7	8	225	-0.18380459669491628	0.025068249943298197	-0.08260360286395751	-0.16650518074696938	-0.10862749185593903
program_ceacam|hs30|pc1_resid_keratin|quartile|count50	program_ceacam	hs30	pc1_resid_keratin	quartile	50	-0.10317081419891891	4	7	8	225	-0.19671297185050798	0.03542596139728921	-0.07409291113535861	-0.18889021929017719	-0.09158393011584003
cldn4|ball60|mean|quartile|count20	cldn4	ball60	mean	quartile	20	-0.10314756489598575	4	7	8	224	-0.21877627035693795	0.02681451505567499	-0.0680276913668409	-0.17624670608945708	-0.07950167172236786
cldn4|ball60|pc1|quartile|count20	cldn4	ball60	pc1	quartile	20	-0.10314756489598575	4	7	8	224	-0.21877627035693795	0.02681451505567499	-0.0680276913668409	-0.17624670608945708	-0.07950167172236786
program_ceacam|hmrf8|mean|tertile|count50	program_ceacam	hmrf8	mean	tertile	50	-0.10292170362860223	4	7	8	225	-0.2673868150698898	-0.07131939995479272	-0.04677667995466436	-0.13936095306318697	0.010235329899522857
adhesion_ezr|ball15|mean|all|count75	adhesion_ezr	ball15	mean	all	75	-0.10289471546039766	4	7	8	225	-0.25418253604968727	-0.01740641902598684	-0.09154436254281473	-0.16835335219813538	0.01701309251463593
program_ceacam|hmrf8|mean|all|count30	program_ceacam	hmrf8	mean	all	30	-0.1028768977153027	5	8	8	225	-0.2204118569572583	-0.06992583114295735	-0.0423137494423889	-0.1336982218505291	-0.04803482918337982
program_ceacam|hmrf8|mean|quartile|count20	program_ceacam	hmrf8	mean	quartile	20	-0.10286691656899956	5	8	8	224	-0.2058058017886771	-0.06552797958458084	-0.04786902280741415	-0.12026709414372772	-0.074864684520598
adhesion|raw|mean|all|count40	adhesion	raw	mean	all	40	-0.10284055821835772	5	8	8	225	-0.23623030303330694	-0.040404755051047486	-0.05401442527351796	-0.14047096094776315	-0.04308234678615307
program_ceacam|hs60|pc1_resid_keratin|quartile|count50	program_ceacam	hs60	pc1_resid_keratin	quartile	50	-0.10283155024744448	4	7	8	225	-0.17962490073867057	0.03189534216506036	-0.06175895280122597	-0.1897373156492841	-0.1149319242131022
