gene	n_fov	median_lc_z	q25_lc_z	q75_lc_z	n_fov_hmrf	median_hmrf_corr	n_eligible_hotspot_program	n_comember_hotspot_program	frac_comember_hotspot_program	n_eligible_hotspot_fine	n_comember_hotspot_fine	frac_comember_hotspot_fine	n_eligible_hmrf_program	n_comember_hmrf_program	frac_comember_hmrf_program	n_eligible_hmrf_fine	n_comember_hmrf_fine	frac_comember_hmrf_fine
JUN	232	3.8147177696228027	0.5469417572021484	6.613713264465332	62	0.3295121192932129	176	79	0.44886363636363635	192	27	0.140625	30	7	0.23333333333333334	36	8	0.2222222222222222
ANXA4	232	3.7719855308532715	1.2764649391174316	9.356781959533691	72	0.4002173840999603	130	96	0.7384615384615385	134	36	0.26865671641791045	44	38	0.8636363636363636	47	38	0.8085106382978723
TNFRSF12A	232	3.726968765258789	1.3527164459228516	5.76462459564209	36	0.3943423628807068	141	70	0.49645390070921985	151	34	0.2251655629139073	24	13	0.5416666666666666	25	13	0.52
S100P	232	3.6506428718566895	0.8383796215057373	12.234853744506836	102	0.36209073662757874	146	96	0.6575342465753424	156	50	0.32051282051282054	49	40	0.8163265306122449	55	43	0.7818181818181819
GDF15	232	3.4449901580810547	1.0432460308074951	7.78626012802124	47	0.18115496635437012	150	88	0.5866666666666667	164	40	0.24390243902439024	23	3	0.13043478260869565	27	3	0.1111111111111111
EFNA1	232	3.352264881134033	1.488586187362671	6.735889911651611	43	0.42181894183158875	151	79	0.5231788079470199	166	30	0.18072289156626506	28	22	0.7857142857142857	28	22	0.7857142857142857
TUBB4B	232	3.292177200317383	1.237711787223816	6.520828723907471	31	0.09343849867582321	158	87	0.5506329113924051	172	22	0.12790697674418605	5	0	0.0	7	0	0.0
SFN	232	3.2523539066314697	0.7351338267326355	9.072000503540039	55	0.15228985249996185	139	93	0.6690647482014388	153	39	0.2549019607843137	19	10	0.5263157894736842	20	10	0.5
ITGB4	232	3.248394012451172	0.9800958633422852	11.832657814025879	97	0.40173208713531494	142	91	0.6408450704225352	156	34	0.21794871794871795	45	45	1.0	48	47	0.9791666666666666
NEAT1	232	3.1770174503326416	1.05860435962677	6.432162761688232	145	0.16053272783756256	192	90	0.46875	211	33	0.15639810426540285	58	3	0.05172413793103448	67	3	0.04477611940298507
CXCL1	232	3.132375717163086	0.7132056355476379	6.544645309448242	56	0.176337331533432	159	85	0.5345911949685535	166	29	0.1746987951807229	23	0	0.0	30	0	0.0
CXCL3	232	3.120512008666992	0.9451870918273926	7.71916389465332	101	0.1998753398656845	173	99	0.5722543352601156	189	34	0.17989417989417988	45	6	0.13333333333333333	53	6	0.11320754716981132
ANXA1	232	3.037809371948242	0.681936502456665	6.173440933227539	34	0.13959303498268127	131	80	0.6106870229007634	143	27	0.1888111888111888	6	1	0.16666666666666666	6	1	0.16666666666666666
ITGAV	232	3.035477638244629	1.0408351421356201	5.407731533050537	23	0.0642959475517273	155	77	0.4967741935483871	170	17	0.1	6	2	0.3333333333333333	6	2	0.3333333333333333
PTGES3	232	3.0125651359558105	0.32770606875419617	6.905031681060791	36	0.45233985781669617	133	80	0.6015037593984962	140	27	0.19285714285714287	24	21	0.875	29	21	0.7241379310344828
ITGB6	232	2.9518864154815674	0.7409073114395142	7.112148284912109	104	0.31426694989204407	150	93	0.62	169	33	0.1952662721893491	49	40	0.8163265306122449	50	40	0.8
TYK2	232	2.885910987854004	0.011756543070077896	7.034753799438477	189	0.11715822666883469	192	77	0.4010416666666667	212	24	0.11320754716981132	77	39	0.5064935064935064	87	41	0.47126436781609193
HSP90AA1	232	2.8569538593292236	-0.06407058238983154	7.758505344390869	152	0.26208335161209106	183	76	0.41530054644808745	202	31	0.15346534653465346	68	39	0.5735294117647058	79	40	0.5063291139240507
HSP90B1	232	2.798253059387207	-0.047261789441108704	7.882925987243652	120	0.28116318583488464	173	88	0.5086705202312138	192	31	0.16145833333333334	53	34	0.6415094339622641	62	35	0.5645161290322581
CTNNB1	232	2.7800722122192383	0.5485233068466187	5.75339937210083	15	0.19745269417762756	161	95	0.5900621118012422	177	22	0.12429378531073447	4	1	0.25	4	1	0.25
CD55	232	2.7443907260894775	0.7469642758369446	5.961495876312256	51	0.263895183801651	126	64	0.5079365079365079	140	33	0.2357142857142857	28	17	0.6071428571428571	31	17	0.5483870967741935
CDKN1A	232	2.6979494094848633	0.25694820284843445	4.937911510467529	44	0.14237426221370697	169	60	0.35502958579881655	182	19	0.1043956043956044	12	0	0.0	15	0	0.0
IER3	232	2.684941291809082	0.5818676352500916	6.433204650878906	113	0.2453559786081314	176	91	0.5170454545454546	191	31	0.16230366492146597	53	35	0.660377358490566	57	35	0.6140350877192983
JUNB	232	2.6590416431427	0.1618291139602661	6.0706868171691895	113	0.16257230937480927	185	80	0.43243243243243246	204	25	0.12254901960784313	48	11	0.22916666666666666	53	11	0.20754716981132076
FZD5	232	2.6458253860473633	0.7760403752326965	5.685336112976074	55	0.37360435724258423	123	62	0.5040650406504065	132	16	0.12121212121212122	33	21	0.6363636363636364	40	21	0.525
YBX3	231	2.6112189292907715	0.641042172908783	5.226617336273193	43	0.09474853426218033	151	59	0.39072847682119205	166	12	0.07228915662650602	5	3	0.6	5	3	0.6
SAT1	232	2.5875539779663086	0.7969832420349121	4.857996940612793	55	0.08436551690101624	172	59	0.3430232558139535	190	18	0.09473684210526316	8	3	0.375	9	3	0.3333333333333333
LMNA	232	2.535228729248047	0.8737932443618774	5.590761184692383	15	0.22136473655700684	124	70	0.5645161290322581	136	25	0.18382352941176472	4	1	0.25	4	1	0.25
ADGRG1	231	2.497422933578491	0.7697587609291077	6.226335048675537	3	0.23776817321777344	120	89	0.7416666666666667	129	26	0.20155038759689922	1	0	0.0	1	0	0.0
NDRG1	232	2.4500246047973633	0.07918201386928558	7.189021110534668	155	0.2100253403186798	174	72	0.41379310344827586	192	15	0.078125	70	4	0.05714285714285714	80	4	0.05
MALAT1	232	2.4322357177734375	-0.9198077917098999	7.22443962097168	220	0.11795487999916077	194	82	0.422680412371134	215	33	0.15348837209302327	90	13	0.14444444444444443	102	14	0.13725490196078433
LTBR	232	2.3791728019714355	0.9365264177322388	5.892169952392578	9	0.1280129998922348	105	72	0.6857142857142857	118	17	0.1440677966101695	0	0		0	0	
ITGB1	232	2.3786098957061768	0.1951015293598175	5.8250250816345215	25	0.2421579509973526	157	78	0.4968152866242038	171	28	0.16374269005847952	10	4	0.4	10	4	0.4
LIF	232	2.3628547191619873	0.3623001277446747	3.947370767593384	12	0.0760309249162674	113	46	0.40707964601769914	116	10	0.08620689655172414	0	0		0	0	
B3GNT7	232	2.3532652854919434	0.5026413202285767	5.1385931968688965	14	0.2628769278526306	96	62	0.6458333333333334	100	22	0.22	6	2	0.3333333333333333	8	2	0.25
KRAS	232	2.2492685317993164	0.8503670692443848	4.211916923522949	0		77	42	0.5454545454545454	84	10	0.11904761904761904	0	0		0	0	
ERBB2	232	2.231562614440918	0.5494737029075623	7.627825736999512	9	0.40555843710899353	96	75	0.78125	104	23	0.22115384615384615	7	5	0.7142857142857143	7	5	0.7142857142857143
GSN	232	2.220909595489502	-1.7531428337097168	8.30725383758545	100	0.1684512197971344	157	79	0.5031847133757962	178	42	0.23595505617977527	33	17	0.5151515151515151	35	17	0.4857142857142857
RPL22	232	2.1822094917297363	-0.22476595640182495	7.699857234954834	105	0.38363775610923767	177	79	0.4463276836158192	195	29	0.14871794871794872	56	41	0.7321428571428571	65	44	0.676923076923077
JAG1	232	2.178393602371216	-0.8569831848144531	6.375030517578125	121	0.13439932465553284	183	84	0.45901639344262296	200	37	0.185	35	19	0.5428571428571428	44	19	0.4318181818181818
KRT14	232	2.1782875061035156	0.8419482111930847	4.675785541534424	34	0.07882033288478851	146	71	0.4863013698630137	159	15	0.09433962264150944	0	0		1	0	0.0
RPL37	232	2.1672539710998535	-1.058104157447815	8.791443824768066	182	0.23709306120872498	184	73	0.3967391304347826	203	28	0.13793103448275862	77	44	0.5714285714285714	87	47	0.5402298850574713
CXCL17	232	2.163067102432251	0.6647226810455322	5.788120269775391	21	0.2650832533836365	116	65	0.5603448275862069	129	19	0.14728682170542637	11	2	0.18181818181818182	11	2	0.18181818181818182
MECOM	232	2.0698790550231934	0.7092558741569519	3.8832333087921143	50	0.319289892911911	110	56	0.509090909090909	114	14	0.12280701754385964	29	17	0.5862068965517241	35	17	0.4857142857142857
KRT15	232	2.0479536056518555	0.04698767513036728	4.474606513977051	48	0.015254249796271324	134	62	0.4626865671641791	147	13	0.08843537414965986	7	0	0.0	10	0	0.0
FASN	232	2.04231858253479	0.7559927701950073	4.160722732543945	1	0.06176343560218811	91	48	0.5274725274725275	99	10	0.10101010101010101	0	0		0	0	
WNT7A	231	2.0191338062286377	0.3520349860191345	4.210453987121582	21	0.32621893286705017	74	31	0.4189189189189189	78	12	0.15384615384615385	13	10	0.7692307692307693	13	10	0.7692307692307693
STAT6	232	2.0080881118774414	0.3171118199825287	4.295388221740723	1	0.058815617114305496	81	30	0.37037037037037035	86	11	0.12790697674418605	0	0		0	0	
COL17A1	232	1.900038242340088	-0.19483529031276703	9.057987213134766	43	0.37205180525779724	124	81	0.6532258064516129	128	28	0.21875	28	20	0.7142857142857143	31	20	0.6451612903225806
KRT23	232	1.8656554222106934	0.22441822290420532	10.17578125	60	0.3039499521255493	103	74	0.7184466019417476	113	58	0.5132743362831859	29	7	0.2413793103448276	32	9	0.28125
CD59	232	1.8407554626464844	-0.030866170302033424	5.062513828277588	32	0.154002845287323	130	72	0.5538461538461539	144	24	0.16666666666666666	7	6	0.8571428571428571	8	6	0.75
CX3CL1	232	1.8314638137817383	0.42261746525764465	3.3994061946868896	0		78	33	0.4230769230769231	83	3	0.03614457831325301	0	0		0	0	
TNFRSF21	232	1.7874534130096436	-0.6026365160942078	8.437667846679688	20	0.21921171247959137	121	81	0.6694214876033058	130	32	0.24615384615384617	5	3	0.6	8	3	0.375
EPHB3	232	1.7862521409988403	0.10834867507219315	4.153676986694336	16	0.20630744099617004	105	61	0.580952380952381	112	14	0.125	9	3	0.3333333333333333	10	3	0.3
SEC61G	232	1.7832531929016113	0.48013371229171753	3.8168728351593018	30	0.0452604815363884	89	45	0.5056179775280899	100	4	0.04	0	0		0	0	
SOD1	232	1.7606687545776367	0.12819348275661469	6.331672191619873	3	0.3790549337863922	132	82	0.6212121212121212	143	29	0.20279720279720279	3	1	0.3333333333333333	3	1	0.3333333333333333
SQSTM1	232	1.7541790008544922	0.14962227642536163	3.653705596923828	38	0.3921775221824646	138	34	0.2463768115942029	151	18	0.11920529801324503	20	18	0.9	20	18	0.9
AHR	232	1.7520251274108887	-0.33047425746917725	4.820500373840332	4	-0.013740556314587593	106	71	0.6698113207547169	116	22	0.1896551724137931	1	0	0.0	1	0	0.0
CELSR1	232	1.7502576112747192	0.30002161860466003	4.13414192199707	7	0.07169829308986664	85	40	0.47058823529411764	97	6	0.061855670103092786	1	0	0.0	1	0	0.0
SRC	232	1.7382709980010986	-0.029974203556776047	4.964097023010254	2	0.14549998939037323	90	56	0.6222222222222222	95	21	0.22105263157894736	0	0		0	0	
NOTCH3	232	1.7376512289047241	0.12707746028900146	4.306373596191406	53	0.3090241551399231	146	51	0.3493150684931507	160	17	0.10625	28	18	0.6428571428571429	33	18	0.5454545454545454
CEACAM1	232	1.7261569499969482	0.250004380941391	5.224629878997803	8	0.08361951261758804	79	53	0.6708860759493671	86	19	0.22093023255813954	0	0		0	0	
GPX1	232	1.7235240936279297	-0.41090095043182373	5.298234939575195	95	0.2508116066455841	176	50	0.2840909090909091	193	19	0.09844559585492228	43	23	0.5348837209302325	50	24	0.48
PSCA	232	1.7151257991790771	-0.1369422823190689	8.412510871887207	65	0.27703428268432617	108	80	0.7407407407407407	116	49	0.4224137931034483	35	3	0.08571428571428572	39	5	0.1282051282051282
CD276	232	1.6673688888549805	-0.3497259318828583	4.044715404510498	16	0.3318127691745758	141	58	0.41134751773049644	151	12	0.07947019867549669	11	5	0.45454545454545453	12	5	0.4166666666666667
CYSTM1	232	1.6609411239624023	-0.3299121558666229	5.891450881958008	6	0.23171742260456085	103	76	0.7378640776699029	105	19	0.18095238095238095	1	0	0.0	3	0	0.0
MST1R	232	1.657004714012146	-0.047922417521476746	5.1318793296813965	2	0.3125128746032715	76	57	0.75	76	19	0.25	2	0	0.0	2	0	0.0
HDAC1	232	1.6514893770217896	-0.12247465550899506	3.5872161388397217	0		95	51	0.5368421052631579	101	9	0.0891089108910891	0	0		0	0	
ADGRA3	232	1.6502701044082642	-0.018918627873063087	5.299133777618408	0		81	61	0.7530864197530864	85	16	0.18823529411764706	0	0		0	0	
SOX4	232	1.6369214057922363	-0.35559746623039246	4.116338729858398	63	0.44572120904922485	119	34	0.2857142857142857	128	16	0.125	33	30	0.9090909090909091	42	33	0.7857142857142857
KRT1	232	1.5975573062896729	-0.014208797365427017	4.704681396484375	6	0.15437161922454834	94	62	0.6595744680851063	104	11	0.10576923076923077	1	0	0.0	2	0	0.0
KRT16	232	1.584902048110962	-0.47448787093162537	4.939931869506836	51	0.10185594856739044	141	49	0.3475177304964539	159	16	0.10062893081761007	15	0	0.0	17	0	0.0
MET	232	1.5837810039520264	-0.06786060333251953	4.9709649085998535	20	0.6142235994338989	88	58	0.6590909090909091	91	24	0.26373626373626374	19	19	1.0	19	19	1.0
EFNA5	232	1.5500258207321167	0.17444251477718353	3.5121240615844727	2	0.08936569094657898	61	32	0.5245901639344263	64	0	0.0	0	0		0	0	
BMP7	232	1.5482470989227295	-0.5696063041687012	4.903337001800537	2	0.27960169315338135	114	56	0.49122807017543857	124	13	0.10483870967741936	0	0		1	0	0.0
EIF5A	232	1.5208585262298584	0.016891006380319595	4.631857872009277	58	0.3930560350418091	148	52	0.35135135135135137	160	17	0.10625	30	25	0.8333333333333334	39	28	0.717948717948718
PPARG	232	1.5082480907440186	-0.32188910245895386	3.9302263259887695	2	0.20553433895111084	76	54	0.7105263157894737	79	17	0.21518987341772153	0	0		1	0	0.0
S100A4	232	1.5059802532196045	-1.32791006565094	5.088526248931885	115	0.2043384164571762	186	69	0.3709677419354839	204	23	0.11274509803921569	51	10	0.19607843137254902	60	10	0.16666666666666666
POU5F1	232	1.505568504333496	0.22160232067108154	3.5310370922088623	29	0.14154991507530212	90	28	0.3111111111111111	92	13	0.14130434782608695	5	0	0.0	11	0	0.0
YES1	232	1.5026189088821411	0.02575000189244747	3.7789905071258545	1	0.026614151895046234	63	47	0.746031746031746	69	9	0.13043478260869565	0	0		0	0	
H2AZ1	232	1.4959146976470947	-0.3596264719963074	4.302816867828369	53	0.17485810816287994	148	58	0.3918918918918919	163	11	0.06748466257668712	24	15	0.625	25	15	0.6
IL17RE	232	1.4730768203735352	-0.05865331366658211	3.367152452468872	2	0.12742841243743896	64	39	0.609375	65	6	0.09230769230769231	0	0		1	0	0.0
CXCL2	232	1.4685180187225342	-0.13386471569538116	4.39569616317749	57	0.13933619856834412	156	56	0.358974358974359	174	7	0.040229885057471264	19	0	0.0	19	0	0.0
RELA	232	1.467635154724121	0.1607900857925415	2.965972900390625	0		42	16	0.38095238095238093	48	0	0.0	0	0		0	0	
HDAC11	231	1.4566630125045776	0.1794537752866745	3.3302412033081055	0		47	27	0.574468085106383	47	1	0.02127659574468085	0	0		0	0	
VHL	232	1.4391475915908813	0.07844448834657669	2.733818531036377	3	0.2720101773738861	61	22	0.36065573770491804	64	7	0.109375	1	0	0.0	2	0	0.0
CD47	232	1.4219319820404053	0.12685619294643402	3.6478397846221924	3	0.05448435619473457	91	39	0.42857142857142855	95	8	0.08421052631578947	0	0		0	0	
PTK6	232	1.4085514545440674	-0.048230867832899094	3.8858578205108643	2	0.08797045052051544	67	48	0.7164179104477612	68	13	0.19117647058823528	1	0	0.0	1	0	0.0
TNFSF10	231	1.3805450201034546	-0.3321996331214905	4.422232627868652	8	0.05865398049354553	120	52	0.43333333333333335	130	13	0.1	2	0	0.0	3	0	0.0
CD81	232	1.375539779663086	-1.0207194089889526	4.414874076843262	72	0.369327187538147	178	55	0.3089887640449438	196	19	0.09693877551020408	33	27	0.8181818181818182	42	27	0.6428571428571429
TPM1	232	1.3755333423614502	-1.2099699974060059	6.799748420715332	96	0.25747454166412354	154	78	0.5064935064935064	170	32	0.18823529411764706	53	21	0.39622641509433965	56	21	0.375
SERPINA1	232	1.3734008073806763	-2.1617934703826904	5.1228790283203125	173	0.15077678859233856	178	66	0.3707865168539326	197	26	0.1319796954314721	74	26	0.35135135135135137	79	26	0.3291139240506329
CXCL16	232	1.3716151714324951	-0.2785990834236145	3.6529743671417236	6	-0.0008869932498782873	128	42	0.328125	141	6	0.0425531914893617	0	0		0	0	
MTRNR2L1	232	1.3707822561264038	-0.7738089561462402	8.109687805175781	91	0.24155721068382263	111	73	0.6576576576576577	126	27	0.21428571428571427	38	24	0.631578947368421	41	24	0.5853658536585366
PDGFA	232	1.3707664012908936	0.0611228384077549	3.0819218158721924	43	0.1657932698726654	119	33	0.2773109243697479	127	4	0.031496062992125984	14	0	0.0	21	0	0.0
SMAD3	232	1.3660333156585693	-0.12466777861118317	3.909876585006714	1	0.2206580489873886	67	49	0.7313432835820896	75	15	0.2	0	0		0	0	
ETV4	232	1.3656487464904785	0.18076832592487335	4.398159980773926	2	0.11752334237098694	101	62	0.6138613861386139	111	15	0.13513513513513514	1	0	0.0	1	0	0.0
PRSS2	232	1.3615343570709229	-0.11034703254699707	3.461939811706543	19	0.200564906001091	82	37	0.45121951219512196	85	7	0.08235294117647059	6	0	0.0	6	0	0.0
KRT6A	232	1.289337396621704	0.2017221748828888	3.45888614654541	71	0.11937994509935379	112	45	0.4017857142857143	126	14	0.1111111111111111	17	1	0.058823529411764705	22	1	0.045454545454545456
IL13RA1	232	1.2670904397964478	-0.4039642810821533	3.1022579669952393	1	0.07802589982748032	67	34	0.5074626865671642	68	6	0.08823529411764706	0	0		0	0	
PTGES2	232	1.260848045349121	0.13201075792312622	2.9309167861938477	1	0.02852812595665455	59	25	0.423728813559322	64	3	0.046875	0	0		0	0	
FGFR2	232	1.2120511531829834	-0.4934394061565399	3.6178438663482666	33	0.0640995129942894	133	64	0.48120300751879697	146	15	0.10273972602739725	4	0	0.0	6	0	0.0
NLRP2	232	1.1858689785003662	0.06375498324632645	2.8303465843200684	0		37	15	0.40540540540540543	41	6	0.14634146341463414	0	0		0	0	
KRT80	232	1.1855993270874023	-0.466766893863678	3.729241132736206	2	0.05798804759979248	49	19	0.3877551020408163	56	14	0.25	0	0		0	0	
DST	232	1.1691688299179077	-0.33010709285736084	3.0664284229278564	30	0.003460995387285948	80	34	0.425	93	11	0.11827956989247312	0	0		0	0	
TNFRSF1A	232	1.1572151184082031	-0.31870895624160767	2.9845783710479736	0		86	42	0.4883720930232558	93	4	0.043010752688172046	0	0		0	0	
BECN1	232	1.1528078317642212	-0.05905548855662346	3.1123886108398438	0		56	35	0.625	56	4	0.07142857142857142	0	0		0	0	
