stratum	score	donor	n_cells	rho	p
chan_sclc_malignant	DDR_DSB	PleuralEffusion	559	0.04202012501302313	0.3213421347356797
chan_sclc_malignant	DDR_DSB	RU1065	177	0.43133537346904066	2.051777568801727e-09
chan_sclc_malignant	DDR_DSB	RU1066	2762	-0.0007140051239125212	0.9700804656738282
chan_sclc_malignant	DDR_DSB	RU1080	2915	0.15956251341819505	4.444945374698936e-18
chan_sclc_malignant	DDR_DSB	RU1108	11056	0.07358421487902467	9.421806943160507e-15
chan_sclc_malignant	DDR_DSB	RU1124	891	0.11288797648097791	0.0007362033891201616
chan_sclc_malignant	DDR_DSB	RU1144	3617	0.22145580279922314	2.0013874544282392e-41
chan_sclc_malignant	DDR_DSB	RU1145	3422	0.02881826880447952	0.09188418433501844
chan_sclc_malignant	DDR_DSB	RU1152	1483	0.010261308036771567	0.6929628290212654
chan_sclc_malignant	DDR_DSB	RU1181	4362	-0.0006615056414708459	0.9651619418822259
chan_sclc_malignant	DDR_DSB	RU1195	267	0.19514555918404325	0.0013524605817970064
chan_sclc_malignant	DDR_DSB	RU1215	3923	-0.04325282988871016	0.006738548348019586
chan_sclc_malignant	DDR_DSB	RU1229	3437	0.0018431691900958251	0.9139811766850859
chan_sclc_malignant	DDR_DSB	RU1231	4942	0.05947003388870344	2.872440954929103e-05
chan_sclc_malignant	DDR_DSB	RU1293	5667	0.04048891919228637	0.0022993914712813633
chan_sclc_malignant	DDR_DSB	RU1311	145	0.31693811737690536	0.00010274055174018825
chan_sclc_malignant	DDR_DSB	RU1322	3098	0.06961959405503029	0.00010525530301818773
chan_sclc_malignant	DDR_DSB	RU426	1374	0.04023819545938559	0.13602036338806783
chan_sclc_malignant	DDR_DSB	RU779	216	-0.031073293763502027	0.64972656960314
chan_sclc_malignant	PROLIF	PleuralEffusion	559	-0.027578790976848268	0.5152307727884395
chan_sclc_malignant	PROLIF	RU1065	177	0.11948570459482166	0.11317752431702117
chan_sclc_malignant	PROLIF	RU1066	2762	-0.016441728402437145	0.3877209047865765
chan_sclc_malignant	PROLIF	RU1080	2915	0.011763926229430732	0.5254984405511606
chan_sclc_malignant	PROLIF	RU1108	11056	0.0530661254760656	2.3630396587842382e-08
chan_sclc_malignant	PROLIF	RU1124	891	-0.026789481494600816	0.4244779059537231
chan_sclc_malignant	PROLIF	RU1144	3617	0.13125894878190453	2.2687713294249146e-15
chan_sclc_malignant	PROLIF	RU1145	3422	-0.010140847807413405	0.553170146327557
chan_sclc_malignant	PROLIF	RU1152	1483	-0.002558855742518287	0.9215686709638287
chan_sclc_malignant	PROLIF	RU1181	4362	0.006097454274150226	0.6872444461960862
chan_sclc_malignant	PROLIF	RU1195	267	0.014664613368963679	0.8114853007016353
chan_sclc_malignant	PROLIF	RU1215	3923	-0.03441762142284123	0.031110223502053353
chan_sclc_malignant	PROLIF	RU1229	3437	0.002120963319385752	0.9010790434359393
chan_sclc_malignant	PROLIF	RU1231	4942	0.05913686751253147	3.184245843742409e-05
chan_sclc_malignant	PROLIF	RU1293	5667	-0.0654834157864205	8.065915120481277e-07
chan_sclc_malignant	PROLIF	RU1311	145	0.14537197250188416	0.08104759954799287
chan_sclc_malignant	PROLIF	RU1322	3098	0.059480137278695985	0.0009255142741529978
chan_sclc_malignant	PROLIF	RU426	1374	-0.009957797172611943	0.7122887993565908
chan_sclc_malignant	PROLIF	RU779	216	-0.061958639891862566	0.3648355412901157
chan_sclc_malignant	STING_SENSOR	PleuralEffusion	559	0.10855470725480147	0.010216110425830479
chan_sclc_malignant	STING_SENSOR	RU1065	177	0.3776902517321988	2.1894228506337152e-07
chan_sclc_malignant	STING_SENSOR	RU1066	2762	0.1760224554007302	1.1691211157723544e-20
chan_sclc_malignant	STING_SENSOR	RU1080	2915	0.23614046664093502	3.162479891073528e-38
chan_sclc_malignant	STING_SENSOR	RU1108	11056	0.09082078732081017	1.08699957661449e-21
chan_sclc_malignant	STING_SENSOR	RU1124	891	0.14508762925495486	1.3753741570971736e-05
chan_sclc_malignant	STING_SENSOR	RU1144	3617	0.22553871276377607	6.1026694619031955e-43
chan_sclc_malignant	STING_SENSOR	RU1145	3422	0.16981579569055724	1.4790165956023006e-23
chan_sclc_malignant	STING_SENSOR	RU1152	1483	0.13810116289009158	9.327638795416116e-08
chan_sclc_malignant	STING_SENSOR	RU1181	4362	0.11056734484724084	2.4278202492503157e-13
chan_sclc_malignant	STING_SENSOR	RU1195	267	0.34803175841753947	5.098732437876865e-09
chan_sclc_malignant	STING_SENSOR	RU1215	3923	0.028086175246030607	0.07858908760586265
chan_sclc_malignant	STING_SENSOR	RU1229	3437	0.056546695358160384	0.0009113607355546521
chan_sclc_malignant	STING_SENSOR	RU1231	4942	0.029443286760904623	0.038473952391229714
chan_sclc_malignant	STING_SENSOR	RU1293	5667	0.07834289582694322	3.518154870270729e-09
chan_sclc_malignant	STING_SENSOR	RU1311	145	0.377354239591127	2.8858691201203926e-06
chan_sclc_malignant	STING_SENSOR	RU1322	3098	0.03935514669390529	0.028490932683479103
chan_sclc_malignant	STING_SENSOR	RU426	1374	0.14628595245575274	5.127079114860514e-08
chan_sclc_malignant	STING_SENSOR	RU779	216	0.11866062914219949	0.08186230063139768
chan_sclc_malignant	STING_ISG	PleuralEffusion	559	0.05635323624549004	0.1833717844609808
chan_sclc_malignant	STING_ISG	RU1065	177	0.5545306046521402	1.1668464103870969e-15
chan_sclc_malignant	STING_ISG	RU1066	2762	0.045350867195376225	0.01714654631250225
chan_sclc_malignant	STING_ISG	RU1080	2915	0.23488758392019324	7.898175389232523e-38
chan_sclc_malignant	STING_ISG	RU1108	11056	0.08352206472604846	1.4112813002181804e-18
chan_sclc_malignant	STING_ISG	RU1124	891	0.17526601982033221	1.4012375998252618e-07
chan_sclc_malignant	STING_ISG	RU1144	3617	0.153386347387517	1.7490613907324138e-20
chan_sclc_malignant	STING_ISG	RU1145	3422	0.13822791212736257	4.581860946101646e-16
chan_sclc_malignant	STING_ISG	RU1152	1483	0.06651873470747711	0.010398225767980131
chan_sclc_malignant	STING_ISG	RU1181	4362	0.15748865440593257	1.2669052666708295e-25
chan_sclc_malignant	STING_ISG	RU1195	267	0.23342161222036428	0.00011833155363162125
chan_sclc_malignant	STING_ISG	RU1215	3923	0.025378508205796742	0.11199194668514749
chan_sclc_malignant	STING_ISG	RU1229	3437	0.13661991406345692	8.673943203843013e-16
chan_sclc_malignant	STING_ISG	RU1231	4942	-0.017133332565338718	0.2284945063014912
chan_sclc_malignant	STING_ISG	RU1293	5667	0.04580852468978667	0.0005616425307772566
chan_sclc_malignant	STING_ISG	RU1311	145	0.29409259756828354	0.00033013463227529434
chan_sclc_malignant	STING_ISG	RU1322	3098	0.06319994269462605	0.00043189200989745695
chan_sclc_malignant	STING_ISG	RU426	1374	0.05640164318375567	0.036579226669666495
chan_sclc_malignant	STING_ISG	RU779	216	0.12218170571512199	0.07313339486703148
chan_sclc_malignant	REACTOME_STING	PleuralEffusion	559	0.13313995168624138	0.0016057419100982163
chan_sclc_malignant	REACTOME_STING	RU1065	177	0.3215357639496081	1.2776664443137466e-05
chan_sclc_malignant	REACTOME_STING	RU1066	2762	0.07932790129510942	2.9962907694757677e-05
chan_sclc_malignant	REACTOME_STING	RU1080	2915	0.21218874919462558	4.9989219090732705e-31
chan_sclc_malignant	REACTOME_STING	RU1108	11056	0.10654212137419872	2.7964701361694953e-29
chan_sclc_malignant	REACTOME_STING	RU1124	891	0.20719760868485815	4.2660662480723786e-10
chan_sclc_malignant	REACTOME_STING	RU1144	3617	0.24581183135560417	6.38698541311704e-51
chan_sclc_malignant	REACTOME_STING	RU1145	3422	0.1486330936377472	2.3284429836711167e-18
chan_sclc_malignant	REACTOME_STING	RU1152	1483	0.07696347652499923	0.003019518071025596
chan_sclc_malignant	REACTOME_STING	RU1181	4362	0.07748310928783585	2.996880569174087e-07
chan_sclc_malignant	REACTOME_STING	RU1195	267	0.30417534581285044	4.030109271346387e-07
chan_sclc_malignant	REACTOME_STING	RU1215	3923	-0.03228910861183568	0.043148035094695586
chan_sclc_malignant	REACTOME_STING	RU1229	3437	0.07214889416762335	2.2980000056202842e-05
chan_sclc_malignant	REACTOME_STING	RU1231	4942	-0.05742200853810792	5.3669947961222334e-05
chan_sclc_malignant	REACTOME_STING	RU1293	5667	0.041289756886906843	0.0018777798617549972
chan_sclc_malignant	REACTOME_STING	RU1311	145	0.39782747971606547	7.229344323921245e-07
chan_sclc_malignant	REACTOME_STING	RU1322	3098	0.04262723600319219	0.017656721753584063
chan_sclc_malignant	REACTOME_STING	RU426	1374	0.11924539254613162	9.33941598683393e-06
chan_sclc_malignant	REACTOME_STING	RU779	216	0.0499979453463478	0.4647728643950836
chan_sclc_malignant	CGAS	PleuralEffusion	559	-0.030168378971663794	0.47656271586199683
chan_sclc_malignant	CGAS	RU1065	177	0.26264630184567017	0.00041284442358113435
chan_sclc_malignant	CGAS	RU1066	2762	0.09494734218163393	5.763736241490416e-07
chan_sclc_malignant	CGAS	RU1080	2915	0.017998710462156998	0.33133639089170125
chan_sclc_malignant	CGAS	RU1108	11056	-0.004740837406159773	0.6181783798814036
chan_sclc_malignant	CGAS	RU1124	891	0.04755251578287522	0.15612234218858498
chan_sclc_malignant	CGAS	RU1144	3617	0.09210216432262544	2.8723407268697075e-08
chan_sclc_malignant	CGAS	RU1145	3422	0.009255271977363354	0.5883508384492807
chan_sclc_malignant	CGAS	RU1152	1483	0.019178322862930905	0.46051607587656695
chan_sclc_malignant	CGAS	RU1181	4362	0.0033888579716897177	0.8229478634130185
chan_sclc_malignant	CGAS	RU1195	267	0.12963826496630582	0.03423347563775677
chan_sclc_malignant	CGAS	RU1215	3923	-0.0028434758391598742	0.8586904141482509
chan_sclc_malignant	CGAS	RU1229	3437	0.02802619122201093	0.1004270914074793
chan_sclc_malignant	CGAS	RU1231	4942	-0.006087799461913833	0.6687500587016539
chan_sclc_malignant	CGAS	RU1293	5667	-0.027337455884061744	0.03960165054712228
chan_sclc_malignant	CGAS	RU1322	3098	0.021491971399230078	0.23173885577912268
chan_sclc_malignant	CGAS	RU426	1374	0.05578315177348807	0.03868985823413703
chan_sclc_malignant	CGAS	RU779	216	0.10505883330159814	0.12371963724625305
chan_sclc_malignant	STING1	PleuralEffusion	559	0.042684093617261214	0.31374840448283386
chan_sclc_malignant	STING1	RU1065	177	0.3517700129732292	1.5772951344601789e-06
chan_sclc_malignant	STING1	RU1066	2762	0.10401366528620684	4.282150940421957e-08
chan_sclc_malignant	STING1	RU1080	2915	0.11407591502828833	6.550782535766537e-10
chan_sclc_malignant	STING1	RU1108	11056	0.05681332450652083	2.2598679012304466e-09
chan_sclc_malignant	STING1	RU1124	891	0.1400108385122938	2.7398288587214934e-05
chan_sclc_malignant	STING1	RU1144	3617	0.07884277670306178	2.059715622359158e-06
chan_sclc_malignant	STING1	RU1145	3422	-0.02581811826487905	0.13104223600368547
chan_sclc_malignant	STING1	RU1152	1483	0.09234357423760758	0.00036981299863019575
chan_sclc_malignant	STING1	RU1181	4362	0.13623775570656885	1.6034094683669505e-19
chan_sclc_malignant	STING1	RU1195	267	0.21972043276223036	0.00029720366598538355
chan_sclc_malignant	STING1	RU1215	3923	0.017819457282514262	0.26449309350743
chan_sclc_malignant	STING1	RU1229	3437	0.049968377871874144	0.0033873559503147374
chan_sclc_malignant	STING1	RU1231	4942	-0.013104515525148129	0.35702664194787265
chan_sclc_malignant	STING1	RU1293	5667	0.01471399674198572	0.26808748631765167
chan_sclc_malignant	STING1	RU1311	145	0.20150753115230224	0.015079827068116175
chan_sclc_malignant	STING1	RU1322	3098	0.002600865859008513	0.8849436445611459
chan_sclc_malignant	STING1	RU426	1374	0.08265324056548981	0.002167920057147944
chan_sclc_malignant	STING1	RU779	216	0.10830646396350138	0.11246518142878052
chan_sclc_malignant	H2AX	PleuralEffusion	559	0.03086575440225686	0.46642713754464904
chan_sclc_malignant	H2AX	RU1065	177	0.34771880307424446	2.114687043290428e-06
chan_sclc_malignant	H2AX	RU1066	2762	0.1871171632016334	3.5061004043880166e-23
chan_sclc_malignant	H2AX	RU1080	2915	0.11829838150815142	1.4861964383724973e-10
chan_sclc_malignant	H2AX	RU1108	11056	0.05753558799696275	1.4124413985951538e-09
chan_sclc_malignant	H2AX	RU1124	891	0.09119244032377284	0.006451289810112913
chan_sclc_malignant	H2AX	RU1144	3617	0.1543905099950531	9.807142573118989e-21
chan_sclc_malignant	H2AX	RU1145	3422	0.0798298512515594	2.930484158265312e-06
chan_sclc_malignant	H2AX	RU1152	1483	0.07301900158990375	0.004903165566038958
chan_sclc_malignant	H2AX	RU1181	4362	0.09235143949853059	9.919179384284778e-10
chan_sclc_malignant	H2AX	RU1195	267	0.20103864244486752	0.0009552799290436359
chan_sclc_malignant	H2AX	RU1215	3923	-0.00010581779246525315	0.9947135234119104
chan_sclc_malignant	H2AX	RU1229	3437	0.04616542375088242	0.006790453025572163
chan_sclc_malignant	H2AX	RU1231	4942	0.09036828862679307	1.962457503900201e-10
chan_sclc_malignant	H2AX	RU1293	5667	0.12069697112208708	7.698484682974805e-20
chan_sclc_malignant	H2AX	RU1311	145	0.2966742385767216	0.0002907131766849396
chan_sclc_malignant	H2AX	RU1322	3098	0.06559685065069823	0.0002586276968280452
chan_sclc_malignant	H2AX	RU426	1374	0.031312424931364484	0.24608889531344103
chan_sclc_malignant	H2AX	RU779	216	0.052756082302877046	0.44047504344854305
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU1134	45	0.22361062965114237	0.13978702111550342
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU1135	44	0.6392920585404621	2.997638918820201e-06
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU1262	715	0.09119734555401317	0.014712149725819326
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU255	205	0.49434824700693786	4.9555329220891246e-14
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU653	85	0.6683648260511048	2.7698297250607763e-12
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU666	682	0.17407721020413836	4.8155641015942735e-06
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU675	184	0.307108913236401	2.231538743306208e-05
chan_nsclc_malignant	HALLMARK_DNA_REPAIR	RU681	1014	0.3973608852472318	1.0788155403750621e-39
chan_nsclc_malignant	DDR_DSB	RU1134	45	0.26554668613518223	0.07789730526743731
chan_nsclc_malignant	DDR_DSB	RU1135	44	0.6400981535404141	2.8864525670144976e-06
chan_nsclc_malignant	DDR_DSB	RU1262	715	0.04051177026162028	0.2793357980595973
chan_nsclc_malignant	DDR_DSB	RU255	205	0.2647809275085081	0.0001247459158970056
chan_nsclc_malignant	DDR_DSB	RU653	85	0.4988251136261628	1.1805701660225323e-06
chan_nsclc_malignant	DDR_DSB	RU666	682	0.13539843113105007	0.0003914200402056159
chan_nsclc_malignant	DDR_DSB	RU675	184	0.1252912176856558	0.09014467105435515
chan_nsclc_malignant	DDR_DSB	RU681	1014	0.28312176815111284	3.814156794566937e-20
chan_nsclc_malignant	PROLIF	RU1134	45	0.32216956101682276	0.030906522657410583
chan_nsclc_malignant	PROLIF	RU1135	44	0.277559421453689	0.06813019758697157
chan_nsclc_malignant	PROLIF	RU1262	715	0.08166580795225795	0.028996874847217073
chan_nsclc_malignant	PROLIF	RU255	205	0.18046586110603732	0.009615078438358522
chan_nsclc_malignant	PROLIF	RU653	85	0.5027887878928734	9.406416252636696e-07
chan_nsclc_malignant	PROLIF	RU666	682	0.06373984325078759	0.09626994292903641
chan_nsclc_malignant	PROLIF	RU675	184	0.10073967270123176	0.1736240235711286
chan_nsclc_malignant	PROLIF	RU681	1014	0.22737369876835456	2.343153075384548e-13
chan_nsclc_malignant	STING_SENSOR	RU1134	45	0.13608403790382137	0.37274282686062554
chan_nsclc_malignant	STING_SENSOR	RU1135	44	0.41048974780775427	0.005646445358003933
chan_nsclc_malignant	STING_SENSOR	RU1262	715	0.03555374001872923	0.3424551254439073
chan_nsclc_malignant	STING_SENSOR	RU255	205	0.3526663442438243	2.1470307295945837e-07
chan_nsclc_malignant	STING_SENSOR	RU653	85	0.27304277246487507	0.011461776562400805
chan_nsclc_malignant	STING_SENSOR	RU666	682	0.21730205161758281	9.860810552097715e-09
chan_nsclc_malignant	STING_SENSOR	RU675	184	0.275397438011574	0.00015454850064497094
chan_nsclc_malignant	STING_SENSOR	RU681	1014	0.3247163338498979	2.5026525096350286e-26
chan_nsclc_malignant	STING_ISG	RU1134	45	0.19971708573721034	0.1883959103527282
chan_nsclc_malignant	STING_ISG	RU1135	44	0.4773756106845451	0.0010504287182490283
chan_nsclc_malignant	STING_ISG	RU1262	715	0.0247427535394444	0.5088996611430429
chan_nsclc_malignant	STING_ISG	RU255	205	0.3170321641649667	3.630466520164081e-06
chan_nsclc_malignant	STING_ISG	RU653	85	0.33588414612357664	0.0016740611953388414
chan_nsclc_malignant	STING_ISG	RU666	682	0.26343155118439665	2.733654687714747e-12
chan_nsclc_malignant	STING_ISG	RU675	184	0.3315721454056657	4.270757412550454e-06
chan_nsclc_malignant	STING_ISG	RU681	1014	0.3660334335394238	1.6672628284838636e-33
chan_nsclc_malignant	REACTOME_STING	RU1134	45	0.22451361466194972	0.1381530129978303
chan_nsclc_malignant	REACTOME_STING	RU1135	44	0.45201414782800425	0.0020683596256525936
chan_nsclc_malignant	REACTOME_STING	RU1262	715	0.11594199031853143	0.0019009717529226726
chan_nsclc_malignant	REACTOME_STING	RU255	205	0.3766007769472495	2.6155854311821414e-08
chan_nsclc_malignant	REACTOME_STING	RU653	85	0.2533858058931019	0.019292206778189228
chan_nsclc_malignant	REACTOME_STING	RU666	682	0.16335615747704546	1.8104415595697523e-05
chan_nsclc_malignant	REACTOME_STING	RU675	184	0.16892740859700975	0.021886804418828763
chan_nsclc_malignant	REACTOME_STING	RU681	1014	0.2606929507507633	3.2442652218043277e-17
chan_nsclc_malignant	CGAS	RU1134	45	0.24921666013308794	0.09875578353877683
chan_nsclc_malignant	CGAS	RU1135	44	0.19188284724471094	0.21210489300682928
chan_nsclc_malignant	CGAS	RU1262	715	0.02424528148006542	0.5174590598639289
chan_nsclc_malignant	CGAS	RU255	205	0.27092492712587257	8.527448897364766e-05
chan_nsclc_malignant	CGAS	RU653	85	0.007553548448027689	0.9452999628425183
chan_nsclc_malignant	CGAS	RU666	682	0.09669407034890812	0.011521575569957036
chan_nsclc_malignant	CGAS	RU675	184	0.16261031854892583	0.02742452040685526
chan_nsclc_malignant	CGAS	RU681	1014	0.15578941296842053	6.189515743731538e-07
chan_nsclc_malignant	STING1	RU1134	45	0.3912788948483153	0.007865106721151911
chan_nsclc_malignant	STING1	RU1135	44	0.4214971417614201	0.004378850667754297
chan_nsclc_malignant	STING1	RU1262	715	-0.023812688913224547	0.5249621452439918
chan_nsclc_malignant	STING1	RU255	205	0.19461170857095061	0.005171344083670359
chan_nsclc_malignant	STING1	RU653	85	0.322509202125408	0.002610452663038122
chan_nsclc_malignant	STING1	RU666	682	0.18361226345016016	1.3835396459689905e-06
chan_nsclc_malignant	STING1	RU675	184	0.1636538180343119	0.026434551484213642
chan_nsclc_malignant	STING1	RU681	1014	0.21002270706601248	1.4277662088292905e-11
chan_nsclc_malignant	H2AX	RU1134	45	0.5767624486117368	3.369626332717558e-05
chan_nsclc_malignant	H2AX	RU1262	715	0.0773238067896938	0.0387269358130185
chan_nsclc_malignant	H2AX	RU255	205	0.22049157659241095	0.0014888656040653661
chan_nsclc_malignant	H2AX	RU653	85	0.5757431797183902	8.191036972733077e-09
chan_nsclc_malignant	H2AX	RU666	682	0.16248687497191028	2.0084501618354184e-05
chan_nsclc_malignant	H2AX	RU675	184	0.2710303216926655	0.00019821910626820124
chan_nsclc_malignant	H2AX	RU681	1014	0.23808790478848574	1.5551094626710444e-14
chan_nsclc_label_in_sclc	HALLMARK_DNA_REPAIR	RU1293	88	-0.12917265063677705	0.23035161078568564
chan_nsclc_label_in_sclc	HALLMARK_DNA_REPAIR	RU1311	55	-0.14428341984002674	0.2932731042244701
chan_nsclc_label_in_sclc	DDR_DSB	RU1293	88	-0.10805150270621765	0.3163158206261291
chan_nsclc_label_in_sclc	DDR_DSB	RU1311	55	-0.1626609454541123	0.23540920898208745
chan_nsclc_label_in_sclc	PROLIF	RU1293	88	-0.008407278590136834	0.938034112519412
chan_nsclc_label_in_sclc	PROLIF	RU1311	55	-0.04586983432502231	0.7394805099413656
chan_nsclc_label_in_sclc	STING_SENSOR	RU1293	88	0.054394258842060075	0.614724971260755
chan_nsclc_label_in_sclc	STING_SENSOR	RU1311	55	-0.11076776797461796	0.4207681722529369
chan_nsclc_label_in_sclc	STING_ISG	RU1293	88	-0.050308795669328346	0.6415839031522262
chan_nsclc_label_in_sclc	STING_ISG	RU1311	55	0.009113803694114138	0.9473470526982588
chan_nsclc_label_in_sclc	REACTOME_STING	RU1293	88	-0.020989575168192488	0.8460931120385382
chan_nsclc_label_in_sclc	REACTOME_STING	RU1311	55	-0.2649853836682204	0.05056507554673812
chan_nsclc_label_in_sclc	H2AX	RU1293	88	-0.10313335792772577	0.3389730754109564
chan_nsclc_label_in_sclc	H2AX	RU1311	55	-0.05398176034206066	0.6954796161806952
chan_normal_epithelial	HALLMARK_DNA_REPAIR	RU675	169	0.5559390788480136	4.287168504567313e-15
chan_normal_epithelial	HALLMARK_DNA_REPAIR	RU682	173	0.6052965216602267	1.1343350993145674e-18
chan_normal_epithelial	HALLMARK_DNA_REPAIR	RU684	142	0.025310479627762835	0.7649467169387237
chan_normal_epithelial	HALLMARK_DNA_REPAIR	RU685	270	0.29771658055955785	6.26931079221358e-07
chan_normal_epithelial	DDR_DSB	RU675	169	0.4116648605316448	2.6905896125151146e-08
chan_normal_epithelial	DDR_DSB	RU682	173	0.5298451577355213	6.582688803926233e-14
chan_normal_epithelial	DDR_DSB	RU684	142	-0.07278135251151448	0.38936664805599563
chan_normal_epithelial	DDR_DSB	RU685	270	0.06564404603729561	0.2824656065760353
chan_normal_epithelial	PROLIF	RU675	169	0.3222884044698403	1.9265404932744633e-05
chan_normal_epithelial	PROLIF	RU682	173	0.3649130296435317	7.966847219065716e-07
chan_normal_epithelial	PROLIF	RU684	142	-0.10712907309142204	0.20445457828599847
chan_normal_epithelial	PROLIF	RU685	270	-0.015546690225598283	0.7992727963153816
chan_normal_epithelial	STING_SENSOR	RU675	169	0.45543269648673357	4.924152864843551e-10
chan_normal_epithelial	STING_SENSOR	RU682	173	0.48897371090431613	8.74187487993863e-12
chan_normal_epithelial	STING_SENSOR	RU684	142	0.059030597493086	0.4852883840300998
chan_normal_epithelial	STING_SENSOR	RU685	270	0.14830913003693122	0.014721232395494601
chan_normal_epithelial	STING_ISG	RU675	169	0.3151469151484684	3.001517540680249e-05
chan_normal_epithelial	STING_ISG	RU682	173	0.36753870269503075	6.545282018016838e-07
chan_normal_epithelial	STING_ISG	RU684	142	0.016097445530695503	0.8491993825707603
chan_normal_epithelial	STING_ISG	RU685	270	0.085682210515613	0.1603327005797601
chan_normal_epithelial	REACTOME_STING	RU675	169	0.505167020057647	2.4826195743465535e-12
chan_normal_epithelial	REACTOME_STING	RU682	173	0.4875390941513365	1.0259493731532646e-11
chan_normal_epithelial	REACTOME_STING	RU684	142	0.09187759445822333	0.27682788573031103
chan_normal_epithelial	REACTOME_STING	RU685	270	0.1284475024416993	0.03489611144425267
chan_normal_epithelial	CGAS	RU675	169	0.11415073962298233	0.13946644143515344
chan_normal_epithelial	CGAS	RU682	173	0.09365044666739017	0.2203700348280374
chan_normal_epithelial	CGAS	RU685	270	-0.07818897245626155	0.20027207820258694
chan_normal_epithelial	STING1	RU675	169	0.5240745046364851	2.627345659265058e-13
chan_normal_epithelial	STING1	RU682	173	0.5321540841570602	4.895328607083972e-14
chan_normal_epithelial	STING1	RU684	142	-0.015737492094170216	0.8525327345062725
chan_normal_epithelial	STING1	RU685	270	0.003119862500509168	0.9593041229102824
chan_normal_epithelial	H2AX	RU675	169	0.15831211473410778	0.03980509925191501
chan_normal_epithelial	H2AX	RU682	173	0.34589378306020657	3.1431788032225453e-06
chan_normal_epithelial	H2AX	RU684	142	-0.060938348406765035	0.47126902302331775
chan_normal_epithelial	H2AX	RU685	270	0.05156086926712907	0.39874638557261544
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1002	89	-0.0392695196735605	0.7148339228331043
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1005	746	0.49822122012910103	4.695298713916185e-48
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1006	102	0.317404628520665	0.0011515868597894326
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1007	163	0.13783425486107126	0.07932918972925729
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1009	308	0.41397811184031996	3.497235379914135e-14
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1011	75	0.13119455911499006	0.26188263700208025
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1013	220	0.39020674473445216	2.0469289259949545e-09
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1014	95	0.1347762862434357	0.19284913318637056
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1016	242	0.27716766884746	1.2119947166502504e-05
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1017	75	0.30460041372512625	0.007882301011181904
glasner_luad_epithelium	HALLMARK_DNA_REPAIR	HTA8_1019	119	0.4213915114144694	1.8195628745384727e-06
