stratum	score	donor	n_cells	rho	p
glasner_primary_epithelium	STING_ISG	HTA8_1005	336	0.14812074196459377	0.00652820580088136
glasner_primary_epithelium	STING_ISG	HTA8_1006	102	0.25256418136327996	0.010437193480164676
glasner_primary_epithelium	STING_ISG	HTA8_1007	163	0.07608172384788377	0.3344091192455099
glasner_primary_epithelium	STING_ISG	HTA8_1009	308	0.2850011751878283	3.63184356613612e-07
glasner_primary_epithelium	STING_ISG	HTA8_1011	75	0.21017759515333317	0.07031224322645672
glasner_primary_epithelium	STING_ISG	HTA8_1013	220	0.20960479044901328	0.001771838089772813
glasner_primary_epithelium	STING_ISG	HTA8_1014	95	-0.06166285370732857	0.5527635651859835
glasner_primary_epithelium	STING_ISG	HTA8_1016	242	0.33096389319358827	1.3550764735610095e-07
glasner_primary_epithelium	STING_ISG	HTA8_1017	75	-0.019586843929913143	0.8675321659038749
glasner_primary_epithelium	STING_ISG	HTA8_1019	119	0.3386949522387607	0.000164749042598521
glasner_primary_epithelium	STING_ISG	HTA8_1020	387	0.16463677190059633	0.0011519505517149583
glasner_primary_epithelium	STING_ISG	HTA8_1023	1727	0.19696115745464113	1.4534693286052577e-16
glasner_primary_epithelium	STING_ISG	HTA8_1024	224	0.21396340063875124	0.0012739366863839814
glasner_primary_epithelium	STING_ISG	HTA8_1026	128	0.30896951628641234	0.00038738528666826434
glasner_primary_epithelium	STING_ISG	HTA8_1027	502	0.27070993658724246	7.015971011357279e-10
glasner_primary_epithelium	STING_ISG	HTA8_1029	6552	0.09208305447593608	8.13867961234999e-14
glasner_primary_epithelium	REACTOME_STING	HTA8_1002	89	0.02802319162047458	0.7943360787732379
glasner_primary_epithelium	REACTOME_STING	HTA8_1005	336	0.2361639520630877	1.2150867723886099e-05
glasner_primary_epithelium	REACTOME_STING	HTA8_1006	102	0.3520894523756446	0.0002844864817582273
glasner_primary_epithelium	REACTOME_STING	HTA8_1007	163	0.05947384553476344	0.4507678478353335
glasner_primary_epithelium	REACTOME_STING	HTA8_1009	308	0.2999773105425965	7.993056747968776e-08
glasner_primary_epithelium	REACTOME_STING	HTA8_1011	75	0.39387219432090353	0.0004719292720806349
glasner_primary_epithelium	REACTOME_STING	HTA8_1013	220	0.21512616706324775	0.0013258226625151187
glasner_primary_epithelium	REACTOME_STING	HTA8_1014	95	0.11856519833469031	0.2524685819677203
glasner_primary_epithelium	REACTOME_STING	HTA8_1016	242	0.07824134969509076	0.22524157324415794
glasner_primary_epithelium	REACTOME_STING	HTA8_1017	75	0.2849982510280862	0.013199802392562535
glasner_primary_epithelium	REACTOME_STING	HTA8_1019	119	0.4121709560619426	3.1997594116451775e-06
glasner_primary_epithelium	REACTOME_STING	HTA8_1020	387	0.10705335781312494	0.03527143841110052
glasner_primary_epithelium	REACTOME_STING	HTA8_1023	1727	0.1794320792207348	5.807911492589795e-14
glasner_primary_epithelium	REACTOME_STING	HTA8_1024	224	0.3114441530623491	1.9947245170752238e-06
glasner_primary_epithelium	REACTOME_STING	HTA8_1026	128	0.3753113093637126	1.2702192979874912e-05
glasner_primary_epithelium	REACTOME_STING	HTA8_1027	502	0.3631587123928874	4.275929407637685e-17
glasner_primary_epithelium	REACTOME_STING	HTA8_1029	6552	0.05250684264204636	2.1162535819819895e-05
glasner_primary_epithelium	CGAS	HTA8_1002	89	0.029034201151650896	0.7870887646443837
glasner_primary_epithelium	CGAS	HTA8_1005	336	0.13758058958911834	0.011585918269812737
glasner_primary_epithelium	CGAS	HTA8_1006	102	0.2260599448905855	0.022335414844415927
glasner_primary_epithelium	CGAS	HTA8_1007	163	0.028824114486468533	0.7149281841255858
glasner_primary_epithelium	CGAS	HTA8_1009	308	0.05577814271828006	0.329222097444993
glasner_primary_epithelium	CGAS	HTA8_1011	75	0.1701151408771876	0.14452248821354752
glasner_primary_epithelium	CGAS	HTA8_1013	220	0.05872833636434044	0.3860142437113043
glasner_primary_epithelium	CGAS	HTA8_1014	95	0.0034322312322648593	0.9736662292608742
glasner_primary_epithelium	CGAS	HTA8_1016	242	0.08535354170526734	0.18572536357621364
glasner_primary_epithelium	CGAS	HTA8_1017	75	0.09309805116653351	0.42694018706391507
glasner_primary_epithelium	CGAS	HTA8_1019	119	0.3102019913709067	0.0005963168915773163
glasner_primary_epithelium	CGAS	HTA8_1020	387	0.010878410574581426	0.8310792601414114
glasner_primary_epithelium	CGAS	HTA8_1023	1727	0.05460545776160503	0.02325011833811385
glasner_primary_epithelium	CGAS	HTA8_1024	224	0.2106196629405688	0.0015229811652458661
glasner_primary_epithelium	CGAS	HTA8_1026	128	0.021787989043810588	0.8071426896090753
glasner_primary_epithelium	CGAS	HTA8_1027	502	0.21496691214605582	1.1658735190276066e-06
glasner_primary_epithelium	CGAS	HTA8_1029	6552	0.06515816910683418	1.3003677289191294e-07
glasner_primary_epithelium	STING1	HTA8_1002	89	0.041273705642760554	0.700952766163551
glasner_primary_epithelium	STING1	HTA8_1005	336	0.3413533277647424	1.2939419992162802e-10
glasner_primary_epithelium	STING1	HTA8_1006	102	0.24050822512168746	0.014894590107584336
glasner_primary_epithelium	STING1	HTA8_1007	163	0.012448279596622744	0.8746837437841727
glasner_primary_epithelium	STING1	HTA8_1009	308	0.22312606474306695	7.820590357821265e-05
glasner_primary_epithelium	STING1	HTA8_1011	75	0.5365117747981517	6.996124819891853e-07
glasner_primary_epithelium	STING1	HTA8_1013	220	0.21383310592553648	0.0014199039321563395
glasner_primary_epithelium	STING1	HTA8_1014	95	0.12914042573925588	0.2122976296548219
glasner_primary_epithelium	STING1	HTA8_1016	242	0.0947944797247638	0.14147137646364735
glasner_primary_epithelium	STING1	HTA8_1017	75	0.15050095865071098	0.19745364779861
glasner_primary_epithelium	STING1	HTA8_1019	119	0.37779207452406044	2.277396307679064e-05
glasner_primary_epithelium	STING1	HTA8_1020	387	0.10458482525085064	0.03974273626022008
glasner_primary_epithelium	STING1	HTA8_1023	1727	0.10101090308085932	2.6056341847411502e-05
glasner_primary_epithelium	STING1	HTA8_1024	224	0.22743195631601387	0.0006037939988430684
glasner_primary_epithelium	STING1	HTA8_1026	128	0.3517353461687305	4.675671773344974e-05
glasner_primary_epithelium	STING1	HTA8_1027	502	0.29079706854244575	3.068045911865327e-11
glasner_primary_epithelium	STING1	HTA8_1029	6552	0.16382021918450618	1.2155497553360116e-40
glasner_primary_epithelium	H2AX	HTA8_1002	89	0.05541308068135139	0.6060133695911897
glasner_primary_epithelium	H2AX	HTA8_1005	336	0.34769939021519175	5.5515435379804005e-11
glasner_primary_epithelium	H2AX	HTA8_1006	102	0.20462682580529196	0.03910852611505911
glasner_primary_epithelium	H2AX	HTA8_1007	163	0.015653703645142337	0.8427890645716425
glasner_primary_epithelium	H2AX	HTA8_1009	308	0.28298285356209046	4.424429203663104e-07
glasner_primary_epithelium	H2AX	HTA8_1011	75	0.30502975067477167	0.007790791852221879
glasner_primary_epithelium	H2AX	HTA8_1013	220	0.3460163593626757	1.389700509210611e-07
glasner_primary_epithelium	H2AX	HTA8_1014	95	0.2008469567265835	0.05098156622068731
glasner_primary_epithelium	H2AX	HTA8_1016	242	0.17744298972090258	0.005638880906433195
glasner_primary_epithelium	H2AX	HTA8_1017	75	0.3619249097396624	0.0014196602640925888
glasner_primary_epithelium	H2AX	HTA8_1019	119	0.3133912228313424	0.0005195642480647541
glasner_primary_epithelium	H2AX	HTA8_1020	387	0.05908828525193977	0.2461885922520467
glasner_primary_epithelium	H2AX	HTA8_1023	1727	0.13638785270956824	1.2674132244276666e-08
glasner_primary_epithelium	H2AX	HTA8_1024	224	0.23988721860782664	0.00029090737954936397
glasner_primary_epithelium	H2AX	HTA8_1026	128	0.21381061450191766	0.015377927576268973
glasner_primary_epithelium	H2AX	HTA8_1027	502	0.3264942617062921	6.209545542332077e-14
glasner_primary_epithelium	H2AX	HTA8_1029	6552	0.01508763376539468	0.22204954970233512
