dataset	module	gene	in_universe	detected_any_unit
GSE123902	IFN_hallmark	CXCL9	True	True
GSE123902	IFN_hallmark	DDX58	True	True
GSE123902	IFN_hallmark	DDX60	True	True
GSE123902	IFN_hallmark	DHX58	True	True
GSE123902	IFN_hallmark	EIF2AK2	True	True
GSE123902	IFN_hallmark	EIF4E3	True	True
GSE123902	IFN_hallmark	ELF1	True	True
GSE123902	IFN_hallmark	EPSTI1	True	True
GSE123902	IFN_hallmark	FAS	True	True
GSE123902	IFN_hallmark	FCGR1A	True	True
GSE123902	IFN_hallmark	FGL2	True	True
GSE123902	IFN_hallmark	FPR1	True	True
GSE123902	IFN_hallmark	GBP2	True	True
GSE123902	IFN_hallmark	GBP4	True	True
GSE123902	IFN_hallmark	GBP6	True	True
GSE123902	IFN_hallmark	GCH1	True	True
GSE123902	IFN_hallmark	GMPR	True	True
GSE123902	IFN_hallmark	GPR18	True	True
GSE123902	IFN_hallmark	GZMA	True	True
GSE123902	IFN_hallmark	HELZ2	True	True
GSE123902	IFN_hallmark	HERC6	True	True
GSE123902	IFN_hallmark	HIF1A	True	True
GSE123902	IFN_hallmark	HLA-A	True	True
GSE123902	IFN_hallmark	HLA-B	True	True
GSE123902	IFN_hallmark	HLA-C	True	True
GSE123902	IFN_hallmark	HLA-DMA	True	True
GSE123902	IFN_hallmark	HLA-DQA1	True	True
GSE123902	IFN_hallmark	HLA-DRB1	True	True
GSE123902	IFN_hallmark	HLA-G	True	True
GSE123902	IFN_hallmark	ICAM1	True	True
GSE123902	IFN_hallmark	IDO1	True	True
GSE123902	IFN_hallmark	IFI27	True	True
GSE123902	IFN_hallmark	IFI30	True	True
GSE123902	IFN_hallmark	IFI35	True	True
GSE123902	IFN_hallmark	IFI44	True	True
GSE123902	IFN_hallmark	IFI44L	True	True
GSE123902	IFN_hallmark	IFIH1	True	True
GSE123902	IFN_hallmark	IFIT1	True	True
GSE123902	IFN_hallmark	IFIT2	True	True
GSE123902	IFN_hallmark	IFIT3	True	True
GSE123902	IFN_hallmark	IFITM1	True	True
GSE123902	IFN_hallmark	IFITM2	True	True
GSE123902	IFN_hallmark	IFITM3	True	True
GSE123902	IFN_hallmark	IFNAR2	True	True
GSE123902	IFN_hallmark	IL10RA	True	True
GSE123902	IFN_hallmark	IL15	True	True
GSE123902	IFN_hallmark	IL15RA	True	True
GSE123902	IFN_hallmark	IL18BP	True	True
GSE123902	IFN_hallmark	IL2RB	True	True
GSE123902	IFN_hallmark	IL4R	True	True
GSE123902	IFN_hallmark	IL6	True	True
GSE123902	IFN_hallmark	IL7	True	True
GSE123902	IFN_hallmark	IRF1	True	True
GSE123902	IFN_hallmark	IRF2	True	True
GSE123902	IFN_hallmark	IRF4	True	True
GSE123902	IFN_hallmark	IRF5	True	True
GSE123902	IFN_hallmark	IRF7	True	True
GSE123902	IFN_hallmark	IRF8	True	True
GSE123902	IFN_hallmark	IRF9	True	True
GSE123902	IFN_hallmark	ISG15	True	True
GSE123902	IFN_hallmark	ISG20	True	True
GSE123902	IFN_hallmark	ISOC1	True	True
GSE123902	IFN_hallmark	ITGB7	True	True
GSE123902	IFN_hallmark	JAK2	True	True
GSE123902	IFN_hallmark	KLRK1	True	True
GSE123902	IFN_hallmark	LAMP3	True	True
GSE123902	IFN_hallmark	LAP3	True	True
GSE123902	IFN_hallmark	LATS2	True	True
GSE123902	IFN_hallmark	LCP2	True	True
GSE123902	IFN_hallmark	LGALS3BP	True	True
GSE123902	IFN_hallmark	LPAR6	True	True
GSE123902	IFN_hallmark	LY6E	True	True
GSE123902	IFN_hallmark	LYSMD2	True	True
GSE123902	IFN_hallmark	MARCHF1	False	False
GSE123902	IFN_hallmark	METTL7B	True	True
GSE123902	IFN_hallmark	MOV10	True	True
GSE123902	IFN_hallmark	MT2A	True	True
GSE123902	IFN_hallmark	MTHFD2	True	True
GSE123902	IFN_hallmark	MVB12A	True	True
GSE123902	IFN_hallmark	MVP	True	True
GSE123902	IFN_hallmark	MX1	True	True
GSE123902	IFN_hallmark	MX2	True	True
GSE123902	IFN_hallmark	MYD88	True	True
GSE123902	IFN_hallmark	NAMPT	True	True
GSE123902	IFN_hallmark	NCOA3	True	True
GSE123902	IFN_hallmark	NCOA7	True	True
GSE123902	IFN_hallmark	NFKB1	True	True
GSE123902	IFN_hallmark	NFKBIA	True	True
GSE123902	IFN_hallmark	NLRC5	True	True
GSE123902	IFN_hallmark	NMI	True	True
GSE123902	IFN_hallmark	NOD1	True	True
GSE123902	IFN_hallmark	NUB1	True	True
GSE123902	IFN_hallmark	NUP93	True	True
GSE123902	IFN_hallmark	OAS1	True	True
GSE123902	IFN_hallmark	OAS2	True	True
GSE123902	IFN_hallmark	OAS3	True	True
GSE123902	IFN_hallmark	OASL	True	True
GSE123902	IFN_hallmark	OGFR	True	True
GSE123902	IFN_hallmark	P2RY14	True	True
GSE123902	IFN_hallmark	PARP12	True	True
GSE123902	IFN_hallmark	PARP14	True	True
GSE123902	IFN_hallmark	PARP9	True	True
GSE123902	IFN_hallmark	PDE4B	True	True
GSE123902	IFN_hallmark	PELI1	True	True
GSE123902	IFN_hallmark	PFKP	True	True
GSE123902	IFN_hallmark	PIM1	True	True
GSE123902	IFN_hallmark	PLA2G4A	True	True
GSE123902	IFN_hallmark	PLSCR1	True	True
GSE123902	IFN_hallmark	PML	True	True
GSE123902	IFN_hallmark	PNP	True	True
GSE123902	IFN_hallmark	PNPT1	True	True
GSE123902	IFN_hallmark	PROCR	True	True
GSE123902	IFN_hallmark	PSMA2	True	True
GSE123902	IFN_hallmark	PSMA3	True	True
GSE123902	IFN_hallmark	PSMB10	True	True
GSE123902	IFN_hallmark	PSMB2	True	True
GSE123902	IFN_hallmark	PSMB8	True	True
GSE123902	IFN_hallmark	PSMB9	True	True
GSE123902	IFN_hallmark	PSME1	True	True
GSE123902	IFN_hallmark	PSME2	True	True
GSE123902	IFN_hallmark	PTGS2	True	True
GSE123902	IFN_hallmark	PTPN1	True	True
GSE123902	IFN_hallmark	PTPN2	True	True
GSE123902	IFN_hallmark	PTPN6	True	True
GSE123902	IFN_hallmark	RAPGEF6	True	True
GSE123902	IFN_hallmark	RBCK1	True	True
GSE123902	IFN_hallmark	RIPK1	True	True
GSE123902	IFN_hallmark	RIPK2	True	True
GSE123902	IFN_hallmark	RNF213	True	True
GSE123902	IFN_hallmark	RNF31	True	True
GSE123902	IFN_hallmark	RSAD2	True	True
GSE123902	IFN_hallmark	RTP4	True	True
GSE123902	IFN_hallmark	SAMD9	True	True
GSE123902	IFN_hallmark	SAMD9L	True	True
GSE123902	IFN_hallmark	SAMHD1	True	True
GSE123902	IFN_hallmark	SECTM1	True	True
GSE123902	IFN_hallmark	SELL	True	True
GSE123902	IFN_hallmark	SELP	True	True
GSE123902	IFN_hallmark	SERPING1	True	True
GSE123902	IFN_hallmark	SLAMF7	True	True
GSE123902	IFN_hallmark	SLC25A28	True	True
GSE123902	IFN_hallmark	SOCS1	True	True
GSE123902	IFN_hallmark	SOCS3	True	True
GSE123902	IFN_hallmark	SOD2	True	True
GSE123902	IFN_hallmark	SP110	True	True
GSE123902	IFN_hallmark	SPPL2A	True	True
GSE123902	IFN_hallmark	SRI	True	True
GSE123902	IFN_hallmark	SSPN	True	True
GSE123902	IFN_hallmark	ST3GAL5	True	True
GSE123902	IFN_hallmark	ST8SIA4	True	True
GSE123902	IFN_hallmark	STAT1	True	True
GSE123902	IFN_hallmark	STAT2	True	True
GSE123902	IFN_hallmark	STAT3	True	True
GSE123902	IFN_hallmark	STAT4	True	True
GSE123902	IFN_hallmark	TAP1	True	True
GSE123902	IFN_hallmark	TAPBP	True	True
GSE123902	IFN_hallmark	TDRD7	True	True
GSE123902	IFN_hallmark	TENT5A	False	False
GSE123902	IFN_hallmark	TMEM140	True	True
GSE123902	IFN_hallmark	TNFAIP2	True	True
GSE123902	IFN_hallmark	TNFAIP3	True	True
GSE123902	IFN_hallmark	TNFAIP6	True	True
GSE123902	IFN_hallmark	TNFSF10	True	True
GSE123902	IFN_hallmark	TOR1B	True	True
GSE123902	IFN_hallmark	TRAFD1	True	True
GSE123902	IFN_hallmark	TRIM14	True	True
GSE123902	IFN_hallmark	TRIM21	True	True
GSE123902	IFN_hallmark	TRIM25	True	True
GSE123902	IFN_hallmark	TRIM26	True	True
GSE123902	IFN_hallmark	TRIM5	True	True
GSE123902	IFN_hallmark	TXNIP	True	True
GSE123902	IFN_hallmark	UBA7	True	True
GSE123902	IFN_hallmark	UBE2L6	True	True
GSE123902	IFN_hallmark	UPP1	True	True
GSE123902	IFN_hallmark	USP18	True	True
GSE123902	IFN_hallmark	VAMP5	True	True
GSE123902	IFN_hallmark	VAMP8	True	True
GSE123902	IFN_hallmark	VCAM1	True	True
GSE123902	IFN_hallmark	WARS1	False	False
GSE123902	IFN_hallmark	XAF1	True	True
GSE123902	IFN_hallmark	XCL1	True	True
GSE123902	IFN_hallmark	ZBP1	True	True
GSE123902	IFN_hallmark	ZNFX1	True	True
GSE123902	MHC_I	HLA-A	True	True
GSE123902	MHC_I	HLA-B	True	True
GSE123902	MHC_I	HLA-C	True	True
GSE123902	MHC_I	HLA-E	True	True
GSE123902	MHC_I	HLA-F	True	True
GSE123902	MHC_I	HLA-G	True	True
GSE123902	MHC_I	B2M	True	True
GSE123902	MHC_I	TAP1	True	True
GSE123902	MHC_I	TAP2	True	True
GSE123902	MHC_I	TAPBP	True	True
GSE123902	MHC_I	TAPBPL	True	True
GSE123902	MHC_I	NLRC5	True	True
GSE123902	MHC_I	PSMB8	True	True
GSE123902	MHC_I	PSMB9	True	True
GSE123902	MHC_I	PSMB10	True	True
GSE123902	MHC_I	ERAP1	True	True
GSE123902	MHC_I	ERAP2	True	True
GSE123902	MHC_I	CALR	True	True
GSE123902	MHC_I	CANX	True	True
GSE123902	MHC_I	PDIA3	True	True
GSE123902	MHC_I	IRF1	True	True
GSE131907	NHEJ_KEGG	DCLRE1C	True	True
GSE131907	NHEJ_KEGG	DNTT	True	True
GSE131907	NHEJ_KEGG	FEN1	True	True
GSE131907	NHEJ_KEGG	LIG4	True	True
GSE131907	NHEJ_KEGG	MRE11	True	True
GSE131907	NHEJ_KEGG	NHEJ1	True	True
GSE131907	NHEJ_KEGG	POLL	True	True
GSE131907	NHEJ_KEGG	POLM	True	True
GSE131907	NHEJ_KEGG	PRKDC	True	True
GSE131907	NHEJ_KEGG	RAD50	True	True
GSE131907	NHEJ_KEGG	XRCC4	True	True
GSE131907	NHEJ_KEGG	XRCC5	True	True
GSE131907	NHEJ_KEGG	XRCC6	True	True
GSE131907	NHEJ_core	DCLRE1C	True	True
GSE131907	NHEJ_core	LIG4	True	True
GSE131907	NHEJ_core	NHEJ1	True	True
GSE131907	NHEJ_core	POLL	True	True
GSE131907	NHEJ_core	POLM	True	True
GSE131907	NHEJ_core	PRKDC	True	True
GSE131907	NHEJ_core	XRCC4	True	True
GSE131907	NHEJ_core	XRCC5	True	True
GSE131907	NHEJ_core	XRCC6	True	True
GSE131907	STING_core	CGAS	True	True
GSE131907	STING_core	STING1	True	True
GSE131907	STING_core	TBK1	True	True
GSE131907	STING_core	IRF3	True	True
GSE131907	STING_core	IFI16	True	True
GSE131907	STING_core	DDX41	True	True
GSE131907	IFN_hallmark	ADAR	True	True
GSE131907	IFN_hallmark	APOL6	True	True
GSE131907	IFN_hallmark	ARID5B	True	True
GSE131907	IFN_hallmark	ARL4A	True	True
GSE131907	IFN_hallmark	AUTS2	True	True
GSE131907	IFN_hallmark	B2M	True	True
GSE131907	IFN_hallmark	BANK1	True	True
GSE131907	IFN_hallmark	BATF2	True	True
GSE131907	IFN_hallmark	BPGM	True	True
GSE131907	IFN_hallmark	BST2	True	True
GSE131907	IFN_hallmark	BTG1	True	True
GSE131907	IFN_hallmark	C1R	True	True
GSE131907	IFN_hallmark	C1S	True	True
GSE131907	IFN_hallmark	CASP1	True	True
GSE131907	IFN_hallmark	CASP3	True	True
GSE131907	IFN_hallmark	CASP4	True	True
GSE131907	IFN_hallmark	CASP7	True	True
GSE131907	IFN_hallmark	CASP8	True	True
GSE131907	IFN_hallmark	CCL2	True	True
GSE131907	IFN_hallmark	CCL5	True	True
GSE131907	IFN_hallmark	CCL7	True	True
GSE131907	IFN_hallmark	CCRL2	True	True
GSE131907	IFN_hallmark	CD274	True	True
GSE131907	IFN_hallmark	CD38	True	True
GSE131907	IFN_hallmark	CD40	True	True
GSE131907	IFN_hallmark	CD47	True	True
GSE131907	IFN_hallmark	CD69	True	True
GSE131907	IFN_hallmark	CD74	True	True
GSE131907	IFN_hallmark	CD86	True	True
GSE131907	IFN_hallmark	CDKN1A	True	True
GSE131907	IFN_hallmark	CFB	True	True
GSE131907	IFN_hallmark	CFH	True	True
GSE131907	IFN_hallmark	CIITA	True	True
GSE131907	IFN_hallmark	CMKLR1	True	True
GSE131907	IFN_hallmark	CMPK2	True	True
GSE131907	IFN_hallmark	CMTR1	True	True
GSE131907	IFN_hallmark	CNP	True	True
GSE131907	IFN_hallmark	CSF1	True	True
GSE131907	IFN_hallmark	CSF2RB	True	True
GSE131907	IFN_hallmark	CXCL10	True	True
GSE131907	IFN_hallmark	CXCL11	True	True
GSE131907	IFN_hallmark	CXCL9	True	True
GSE131907	IFN_hallmark	DDX58	True	True
GSE131907	IFN_hallmark	DDX60	True	True
GSE131907	IFN_hallmark	DHX58	True	True
GSE131907	IFN_hallmark	EIF2AK2	True	True
GSE131907	IFN_hallmark	EIF4E3	True	True
GSE131907	IFN_hallmark	ELF1	True	True
GSE131907	IFN_hallmark	EPSTI1	True	True
GSE131907	IFN_hallmark	FAS	True	True
GSE131907	IFN_hallmark	FCGR1A	True	True
GSE131907	IFN_hallmark	FGL2	True	True
GSE131907	IFN_hallmark	FPR1	True	True
GSE131907	IFN_hallmark	GBP2	True	True
GSE131907	IFN_hallmark	GBP4	True	True
GSE131907	IFN_hallmark	GBP6	True	True
GSE131907	IFN_hallmark	GCH1	True	True
GSE131907	IFN_hallmark	GMPR	True	True
GSE131907	IFN_hallmark	GPR18	True	True
GSE131907	IFN_hallmark	GZMA	True	True
GSE131907	IFN_hallmark	HELZ2	True	True
GSE131907	IFN_hallmark	HERC6	True	True
GSE131907	IFN_hallmark	HIF1A	True	True
GSE131907	IFN_hallmark	HLA-A	True	True
GSE131907	IFN_hallmark	HLA-B	True	True
GSE131907	IFN_hallmark	HLA-C	True	True
GSE131907	IFN_hallmark	HLA-DMA	True	True
GSE131907	IFN_hallmark	HLA-DQA1	True	True
GSE131907	IFN_hallmark	HLA-DRB1	True	True
GSE131907	IFN_hallmark	HLA-G	True	True
GSE131907	IFN_hallmark	ICAM1	True	True
GSE131907	IFN_hallmark	IDO1	True	True
GSE131907	IFN_hallmark	IFI27	True	True
GSE131907	IFN_hallmark	IFI30	True	True
GSE131907	IFN_hallmark	IFI35	True	True
GSE131907	IFN_hallmark	IFI44	True	True
GSE131907	IFN_hallmark	IFI44L	True	True
GSE131907	IFN_hallmark	IFIH1	True	True
GSE131907	IFN_hallmark	IFIT1	True	True
GSE131907	IFN_hallmark	IFIT2	True	True
GSE131907	IFN_hallmark	IFIT3	True	True
GSE131907	IFN_hallmark	IFITM1	True	True
GSE131907	IFN_hallmark	IFITM2	True	True
GSE131907	IFN_hallmark	IFITM3	True	True
GSE131907	IFN_hallmark	IFNAR2	True	True
GSE131907	IFN_hallmark	IL10RA	True	True
GSE131907	IFN_hallmark	IL15	True	True
GSE131907	IFN_hallmark	IL15RA	True	True
GSE131907	IFN_hallmark	IL18BP	True	True
GSE131907	IFN_hallmark	IL2RB	True	True
GSE131907	IFN_hallmark	IL4R	True	True
GSE131907	IFN_hallmark	IL6	True	True
GSE131907	IFN_hallmark	IL7	True	True
GSE131907	IFN_hallmark	IRF1	True	True
GSE131907	IFN_hallmark	IRF2	True	True
GSE131907	IFN_hallmark	IRF4	True	True
GSE131907	IFN_hallmark	IRF5	True	True
GSE131907	IFN_hallmark	IRF7	True	True
GSE131907	IFN_hallmark	IRF8	True	True
GSE131907	IFN_hallmark	IRF9	True	True
GSE131907	IFN_hallmark	ISG15	True	True
GSE131907	IFN_hallmark	ISG20	True	True
GSE131907	IFN_hallmark	ISOC1	True	True
GSE131907	IFN_hallmark	ITGB7	True	True
GSE131907	IFN_hallmark	JAK2	True	True
GSE131907	IFN_hallmark	KLRK1	True	True
GSE131907	IFN_hallmark	LAMP3	True	True
GSE131907	IFN_hallmark	LAP3	True	True
GSE131907	IFN_hallmark	LATS2	True	True
GSE131907	IFN_hallmark	LCP2	True	True
GSE131907	IFN_hallmark	LGALS3BP	True	True
GSE131907	IFN_hallmark	LPAR6	True	True
GSE131907	IFN_hallmark	LY6E	True	True
GSE131907	IFN_hallmark	LYSMD2	True	True
GSE131907	IFN_hallmark	MARCHF1	False	False
GSE131907	IFN_hallmark	METTL7B	True	True
GSE131907	IFN_hallmark	MOV10	True	True
GSE131907	IFN_hallmark	MT2A	True	True
GSE131907	IFN_hallmark	MTHFD2	True	True
GSE131907	IFN_hallmark	MVB12A	True	True
GSE131907	IFN_hallmark	MVP	True	True
GSE131907	IFN_hallmark	MX1	True	True
GSE131907	IFN_hallmark	MX2	True	True
GSE131907	IFN_hallmark	MYD88	True	True
GSE131907	IFN_hallmark	NAMPT	True	True
GSE131907	IFN_hallmark	NCOA3	True	True
GSE131907	IFN_hallmark	NCOA7	True	True
GSE131907	IFN_hallmark	NFKB1	True	True
GSE131907	IFN_hallmark	NFKBIA	True	True
GSE131907	IFN_hallmark	NLRC5	True	True
GSE131907	IFN_hallmark	NMI	True	True
GSE131907	IFN_hallmark	NOD1	True	True
GSE131907	IFN_hallmark	NUB1	True	True
GSE131907	IFN_hallmark	NUP93	True	True
GSE131907	IFN_hallmark	OAS1	True	True
GSE131907	IFN_hallmark	OAS2	True	True
GSE131907	IFN_hallmark	OAS3	True	True
GSE131907	IFN_hallmark	OASL	True	True
GSE131907	IFN_hallmark	OGFR	True	True
GSE131907	IFN_hallmark	P2RY14	True	True
GSE131907	IFN_hallmark	PARP12	True	True
GSE131907	IFN_hallmark	PARP14	True	True
GSE131907	IFN_hallmark	PARP9	True	True
GSE131907	IFN_hallmark	PDE4B	True	True
GSE131907	IFN_hallmark	PELI1	True	True
GSE131907	IFN_hallmark	PFKP	True	True
GSE131907	IFN_hallmark	PIM1	True	True
GSE131907	IFN_hallmark	PLA2G4A	True	True
GSE131907	IFN_hallmark	PLSCR1	True	True
GSE131907	IFN_hallmark	PML	True	True
GSE131907	IFN_hallmark	PNP	True	True
GSE131907	IFN_hallmark	PNPT1	True	True
GSE131907	IFN_hallmark	PROCR	True	True
GSE131907	IFN_hallmark	PSMA2	True	True
GSE131907	IFN_hallmark	PSMA3	True	True
GSE131907	IFN_hallmark	PSMB10	True	True
GSE131907	IFN_hallmark	PSMB2	True	True
GSE131907	IFN_hallmark	PSMB8	True	True
GSE131907	IFN_hallmark	PSMB9	True	True
GSE131907	IFN_hallmark	PSME1	True	True
GSE131907	IFN_hallmark	PSME2	True	True
GSE131907	IFN_hallmark	PTGS2	True	True
GSE131907	IFN_hallmark	PTPN1	True	True
GSE131907	IFN_hallmark	PTPN2	True	True
GSE131907	IFN_hallmark	PTPN6	True	True
GSE131907	IFN_hallmark	RAPGEF6	True	True
GSE131907	IFN_hallmark	RBCK1	True	True
GSE131907	IFN_hallmark	RIPK1	True	True
GSE131907	IFN_hallmark	RIPK2	True	True
GSE131907	IFN_hallmark	RNF213	True	True
GSE131907	IFN_hallmark	RNF31	True	True
GSE131907	IFN_hallmark	RSAD2	True	True
GSE131907	IFN_hallmark	RTP4	True	True
GSE131907	IFN_hallmark	SAMD9	True	True
GSE131907	IFN_hallmark	SAMD9L	True	True
GSE131907	IFN_hallmark	SAMHD1	True	True
GSE131907	IFN_hallmark	SECTM1	True	True
GSE131907	IFN_hallmark	SELL	True	True
GSE131907	IFN_hallmark	SELP	True	True
GSE131907	IFN_hallmark	SERPING1	True	True
GSE131907	IFN_hallmark	SLAMF7	True	True
GSE131907	IFN_hallmark	SLC25A28	True	True
GSE131907	IFN_hallmark	SOCS1	True	True
GSE131907	IFN_hallmark	SOCS3	True	True
GSE131907	IFN_hallmark	SOD2	True	True
GSE131907	IFN_hallmark	SP110	True	True
GSE131907	IFN_hallmark	SPPL2A	True	True
GSE131907	IFN_hallmark	SRI	True	True
GSE131907	IFN_hallmark	SSPN	True	True
GSE131907	IFN_hallmark	ST3GAL5	True	True
GSE131907	IFN_hallmark	ST8SIA4	True	True
GSE131907	IFN_hallmark	STAT1	True	True
GSE131907	IFN_hallmark	STAT2	True	True
GSE131907	IFN_hallmark	STAT3	True	True
GSE131907	IFN_hallmark	STAT4	True	True
GSE131907	IFN_hallmark	TAP1	True	True
GSE131907	IFN_hallmark	TAPBP	True	True
GSE131907	IFN_hallmark	TDRD7	True	True
GSE131907	IFN_hallmark	TENT5A	False	False
GSE131907	IFN_hallmark	TMEM140	True	True
GSE131907	IFN_hallmark	TNFAIP2	True	True
GSE131907	IFN_hallmark	TNFAIP3	True	True
GSE131907	IFN_hallmark	TNFAIP6	True	True
GSE131907	IFN_hallmark	TNFSF10	True	True
GSE131907	IFN_hallmark	TOR1B	True	True
GSE131907	IFN_hallmark	TRAFD1	True	True
GSE131907	IFN_hallmark	TRIM14	True	True
GSE131907	IFN_hallmark	TRIM21	True	True
GSE131907	IFN_hallmark	TRIM25	True	True
GSE131907	IFN_hallmark	TRIM26	True	True
GSE131907	IFN_hallmark	TRIM5	True	True
GSE131907	IFN_hallmark	TXNIP	True	True
GSE131907	IFN_hallmark	UBA7	True	True
GSE131907	IFN_hallmark	UBE2L6	True	True
GSE131907	IFN_hallmark	UPP1	True	True
GSE131907	IFN_hallmark	USP18	True	True
GSE131907	IFN_hallmark	VAMP5	True	True
GSE131907	IFN_hallmark	VAMP8	True	True
GSE131907	IFN_hallmark	VCAM1	True	True
GSE131907	IFN_hallmark	WARS1	False	False
GSE131907	IFN_hallmark	XAF1	True	True
GSE131907	IFN_hallmark	XCL1	True	True
GSE131907	IFN_hallmark	ZBP1	True	True
GSE131907	IFN_hallmark	ZNFX1	True	True
GSE131907	MHC_I	HLA-A	True	True
GSE131907	MHC_I	HLA-B	True	True
GSE131907	MHC_I	HLA-C	True	True
GSE131907	MHC_I	HLA-E	True	True
GSE131907	MHC_I	HLA-F	True	True
GSE131907	MHC_I	HLA-G	True	True
GSE131907	MHC_I	B2M	True	True
GSE131907	MHC_I	TAP1	True	True
GSE131907	MHC_I	TAP2	True	True
GSE131907	MHC_I	TAPBP	True	True
GSE131907	MHC_I	TAPBPL	True	True
GSE131907	MHC_I	NLRC5	True	True
GSE131907	MHC_I	PSMB8	True	True
GSE131907	MHC_I	PSMB9	True	True
GSE131907	MHC_I	PSMB10	True	True
GSE131907	MHC_I	ERAP1	True	True
GSE131907	MHC_I	ERAP2	True	True
GSE131907	MHC_I	CALR	True	True
GSE131907	MHC_I	CANX	True	True
GSE131907	MHC_I	PDIA3	True	True
GSE131907	MHC_I	IRF1	True	True
GSE189357	NHEJ_KEGG	DCLRE1C	True	True
GSE189357	NHEJ_KEGG	DNTT	True	False
GSE189357	NHEJ_KEGG	FEN1	True	True
GSE189357	NHEJ_KEGG	LIG4	True	True
GSE189357	NHEJ_KEGG	MRE11	True	True
GSE189357	NHEJ_KEGG	NHEJ1	True	True
GSE189357	NHEJ_KEGG	POLL	True	True
GSE189357	NHEJ_KEGG	POLM	True	True
GSE189357	NHEJ_KEGG	PRKDC	True	True
GSE189357	NHEJ_KEGG	RAD50	True	True
GSE189357	NHEJ_KEGG	XRCC4	True	True
GSE189357	NHEJ_KEGG	XRCC5	True	True
GSE189357	NHEJ_KEGG	XRCC6	True	True
GSE189357	NHEJ_core	DCLRE1C	True	True
GSE189357	NHEJ_core	LIG4	True	True
GSE189357	NHEJ_core	NHEJ1	True	True
GSE189357	NHEJ_core	POLL	True	True
GSE189357	NHEJ_core	POLM	True	True
GSE189357	NHEJ_core	PRKDC	True	True
GSE189357	NHEJ_core	XRCC4	True	True
GSE189357	NHEJ_core	XRCC5	True	True
GSE189357	NHEJ_core	XRCC6	True	True
GSE189357	STING_core	CGAS	True	True
GSE189357	STING_core	STING1	True	True
GSE189357	STING_core	TBK1	True	True
GSE189357	STING_core	IRF3	True	True
GSE189357	STING_core	IFI16	True	True
GSE189357	STING_core	DDX41	True	True
