dataset	unit_id	gene	umi
GSE123902	LX255B	GZMA	4.0
GSE123902	LX255B	HELZ2	5.0
GSE123902	LX255B	HERC6	6.0
GSE123902	LX255B	HIF1A	34.0
GSE123902	LX255B	HLA-A	1502.0
GSE123902	LX255B	HLA-B	1221.0
GSE123902	LX255B	HLA-C	1025.0
GSE123902	LX255B	HLA-DMA	43.0
GSE123902	LX255B	HLA-DQA1	54.0
GSE123902	LX255B	HLA-DRB1	245.0
GSE123902	LX255B	HLA-E	191.0
GSE123902	LX255B	HLA-F	66.0
GSE123902	LX255B	HLA-G	89.0
GSE123902	LX255B	ICAM1	141.0
GSE123902	LX255B	IDO1	3.0
GSE123902	LX255B	IFI16	86.0
GSE123902	LX255B	IFI27	844.0
GSE123902	LX255B	IFI30	51.0
GSE123902	LX255B	IFI35	7.0
GSE123902	LX255B	IFI44	1.0
GSE123902	LX255B	IFI44L	7.0
GSE123902	LX255B	IFIH1	3.0
GSE123902	LX255B	IFIT1	6.0
GSE123902	LX255B	IFIT2	4.0
GSE123902	LX255B	IFIT3	13.0
GSE123902	LX255B	IFITM1	60.0
GSE123902	LX255B	IFITM2	557.0
GSE123902	LX255B	IFITM3	1433.0
GSE123902	LX255B	IFNAR2	46.0
GSE123902	LX255B	IL10RA	3.0
GSE123902	LX255B	IL15	1.0
GSE123902	LX255B	IL15RA	12.0
GSE123902	LX255B	IL18BP	0.0
GSE123902	LX255B	IL2RB	1.0
GSE123902	LX255B	IL4R	18.0
GSE123902	LX255B	IL6	82.0
GSE123902	LX255B	IL7	5.0
GSE123902	LX255B	IRF1	54.0
GSE123902	LX255B	IRF2	10.0
GSE123902	LX255B	IRF3	29.0
GSE123902	LX255B	IRF4	1.0
GSE123902	LX255B	IRF5	3.0
GSE123902	LX255B	IRF7	24.0
GSE123902	LX255B	IRF8	3.0
GSE123902	LX255B	IRF9	5.0
GSE123902	LX255B	ISG15	259.0
GSE123902	LX255B	ISG20	17.0
GSE123902	LX255B	ISOC1	11.0
GSE123902	LX255B	ITGB7	4.0
GSE123902	LX255B	JAK2	14.0
GSE123902	LX255B	KLRK1	0.0
GSE123902	LX255B	LAMP3	7.0
GSE123902	LX255B	LAP3	20.0
GSE123902	LX255B	LATS2	9.0
GSE123902	LX255B	LCP2	11.0
GSE123902	LX255B	LGALS3BP	145.0
GSE123902	LX255B	LIG4	2.0
GSE123902	LX255B	LPAR6	5.0
GSE123902	LX255B	LY6E	412.0
GSE123902	LX255B	LYSMD2	7.0
GSE123902	LX255B	MCM6	8.0
GSE123902	LX255B	METTL7B	1.0
GSE123902	LX255B	MKI67	3.0
GSE123902	LX255B	MOV10	5.0
GSE123902	LX255B	MRE11	12.0
GSE123902	LX255B	MT2A	1187.0
GSE123902	LX255B	MTHFD2	49.0
GSE123902	LX255B	MVB12A	19.0
GSE123902	LX255B	MVP	28.0
GSE123902	LX255B	MX1	10.0
GSE123902	LX255B	MX2	44.0
GSE123902	LX255B	MYD88	18.0
GSE123902	LX255B	NAMPT	183.0
GSE123902	LX255B	NCOA3	9.0
GSE123902	LX255B	NCOA7	66.0
GSE123902	LX255B	NFKB1	15.0
GSE123902	LX255B	NFKBIA	749.0
GSE123902	LX255B	NLRC5	2.0
GSE123902	LX255B	NMI	34.0
GSE123902	LX255B	NOD1	3.0
GSE123902	LX255B	NUB1	42.0
GSE123902	LX255B	NUP93	12.0
GSE123902	LX255B	OAS1	16.0
GSE123902	LX255B	OAS2	3.0
GSE123902	LX255B	OAS3	15.0
GSE123902	LX255B	OASL	1.0
GSE123902	LX255B	OGFR	15.0
GSE123902	LX255B	P2RY14	2.0
GSE123902	LX255B	PARP12	2.0
GSE123902	LX255B	PARP14	21.0
GSE123902	LX255B	PARP9	14.0
GSE123902	LX255B	PCNA	49.0
GSE123902	LX255B	PDE4B	9.0
GSE123902	LX255B	PDIA3	125.0
GSE123902	LX255B	PELI1	10.0
GSE123902	LX255B	PFKP	26.0
GSE123902	LX255B	PIM1	4.0
GSE123902	LX255B	PLA2G4A	6.0
GSE123902	LX255B	PLSCR1	34.0
GSE123902	LX255B	PML	11.0
GSE123902	LX255B	PNP	16.0
GSE123902	LX255B	PNPT1	12.0
GSE123902	LX255B	POLL	1.0
GSE123902	LX255B	POLM	5.0
GSE123902	LX255B	PRKDC	76.0
GSE123902	LX255B	PROCR	8.0
GSE123902	LX255B	PSMA2	372.0
GSE123902	LX255B	PSMA3	127.0
GSE123902	LX255B	PSMB10	0.0
GSE123902	LX255B	PSMB2	119.0
GSE123902	LX255B	PSMB8	117.0
GSE123902	LX255B	PSMB9	100.0
GSE123902	LX255B	PSME1	269.0
GSE123902	LX255B	PSME2	166.0
GSE123902	LX255B	PTGS2	8.0
GSE123902	LX255B	PTPN1	32.0
GSE123902	LX255B	PTPN2	34.0
GSE123902	LX255B	PTPN6	8.0
GSE123902	LX255B	RAD50	39.0
GSE123902	LX255B	RAPGEF6	6.0
GSE123902	LX255B	RBCK1	60.0
GSE123902	LX255B	RIPK1	7.0
GSE123902	LX255B	RIPK2	46.0
GSE123902	LX255B	RNF213	68.0
GSE123902	LX255B	RNF31	0.0
GSE123902	LX255B	RSAD2	2.0
GSE123902	LX255B	RTP4	0.0
GSE123902	LX255B	SAMD9	1.0
GSE123902	LX255B	SAMD9L	4.0
GSE123902	LX255B	SAMHD1	25.0
GSE123902	LX255B	SECTM1	14.0
GSE123902	LX255B	SELL	6.0
GSE123902	LX255B	SELP	0.0
GSE123902	LX255B	SERPING1	10.0
GSE123902	LX255B	SLAMF7	2.0
GSE123902	LX255B	SLC25A28	1.0
GSE123902	LX255B	SOCS1	5.0
GSE123902	LX255B	SOCS3	29.0
GSE123902	LX255B	SOD2	246.0
GSE123902	LX255B	SP110	5.0
GSE123902	LX255B	SPPL2A	10.0
GSE123902	LX255B	SRI	203.0
GSE123902	LX255B	SSPN	4.0
GSE123902	LX255B	ST3GAL5	56.0
GSE123902	LX255B	ST8SIA4	6.0
GSE123902	LX255B	STAT1	28.0
GSE123902	LX255B	STAT2	9.0
GSE123902	LX255B	STAT3	46.0
GSE123902	LX255B	STAT4	1.0
GSE123902	LX255B	STING1	32.0
GSE123902	LX255B	TAP1	30.0
GSE123902	LX255B	TAP2	14.0
GSE123902	LX255B	TAPBP	77.0
GSE123902	LX255B	TAPBPL	4.0
GSE123902	LX255B	TBK1	9.0
GSE123902	LX255B	TDRD7	4.0
GSE123902	LX255B	TMEM140	1.0
GSE123902	LX255B	TNFAIP2	106.0
GSE123902	LX255B	TNFAIP3	97.0
GSE123902	LX255B	TNFAIP6	1.0
GSE123902	LX255B	TNFSF10	40.0
GSE123902	LX255B	TOP2A	29.0
GSE123902	LX255B	TOR1B	0.0
GSE123902	LX255B	TRAFD1	8.0
GSE123902	LX255B	TRIM14	12.0
GSE123902	LX255B	TRIM21	3.0
GSE123902	LX255B	TRIM25	23.0
GSE123902	LX255B	TRIM26	10.0
GSE123902	LX255B	TRIM5	8.0
GSE123902	LX255B	TXNIP	107.0
GSE123902	LX255B	UBA7	5.0
GSE123902	LX255B	UBE2L6	28.0
GSE123902	LX255B	UPP1	68.0
GSE123902	LX255B	USP18	3.0
GSE123902	LX255B	VAMP5	152.0
GSE123902	LX255B	VAMP8	528.0
GSE123902	LX255B	VCAM1	1.0
GSE123902	LX255B	XAF1	1.0
GSE123902	LX255B	XCL1	0.0
GSE123902	LX255B	XRCC4	16.0
GSE123902	LX255B	XRCC5	67.0
GSE123902	LX255B	XRCC6	81.0
GSE123902	LX255B	ZBP1	0.0
GSE123902	LX255B	ZNFX1	19.0
GSE123902	LX653	ADAR	226.0
GSE123902	LX653	APOL6	82.0
GSE123902	LX653	ARID5B	63.0
GSE123902	LX653	ARL4A	117.0
GSE123902	LX653	AUTS2	134.0
GSE123902	LX653	B2M	5686.0
GSE123902	LX653	BANK1	22.0
GSE123902	LX653	BATF2	8.0
GSE123902	LX653	BPGM	26.0
GSE123902	LX653	BST2	562.0
GSE123902	LX653	BTG1	699.0
GSE123902	LX653	C1R	36.0
GSE123902	LX653	C1S	35.0
GSE123902	LX653	CALR	516.0
GSE123902	LX653	CANX	289.0
GSE123902	LX653	CASP1	26.0
GSE123902	LX653	CASP3	37.0
GSE123902	LX653	CASP4	99.0
GSE123902	LX653	CASP7	14.0
GSE123902	LX653	CASP8	28.0
GSE123902	LX653	CCL2	277.0
GSE123902	LX653	CCL5	18.0
GSE123902	LX653	CCNB1	3.0
GSE123902	LX653	CCRL2	2.0
GSE123902	LX653	CD274	7.0
GSE123902	LX653	CD38	8.0
GSE123902	LX653	CD40	47.0
GSE123902	LX653	CD47	529.0
GSE123902	LX653	CD69	5.0
GSE123902	LX653	CD74	6930.0
GSE123902	LX653	CD86	4.0
GSE123902	LX653	CDK1	11.0
GSE123902	LX653	CDKN1A	449.0
GSE123902	LX653	CFB	1.0
GSE123902	LX653	CFH	15.0
GSE123902	LX653	CGAS	1.0
GSE123902	LX653	CIITA	9.0
GSE123902	LX653	CLDN4	950.0
GSE123902	LX653	CMKLR1	6.0
GSE123902	LX653	CMPK2	14.0
GSE123902	LX653	CMTR1	27.0
GSE123902	LX653	CNP	43.0
GSE123902	LX653	CSF1	19.0
GSE123902	LX653	CSF2RB	1.0
GSE123902	LX653	CXCL10	1.0
GSE123902	LX653	CXCL11	0.0
GSE123902	LX653	CXCL9	1.0
GSE123902	LX653	DCLRE1C	14.0
GSE123902	LX653	DDX41	38.0
GSE123902	LX653	DDX58	7.0
GSE123902	LX653	DDX60	18.0
GSE123902	LX653	DHX58	3.0
GSE123902	LX653	EIF2AK2	73.0
GSE123902	LX653	EIF4E3	27.0
GSE123902	LX653	ELF1	58.0
GSE123902	LX653	EPSTI1	6.0
GSE123902	LX653	ERAP1	40.0
GSE123902	LX653	ERAP2	105.0
GSE123902	LX653	FAS	41.0
GSE123902	LX653	FCGR1A	1.0
GSE123902	LX653	FEN1	6.0
GSE123902	LX653	FGL2	4.0
GSE123902	LX653	FPR1	0.0
GSE123902	LX653	GBP2	7.0
GSE123902	LX653	GBP4	20.0
GSE123902	LX653	GBP6	3.0
GSE123902	LX653	GCH1	29.0
GSE123902	LX653	GMPR	17.0
GSE123902	LX653	GPR18	0.0
GSE123902	LX653	GZMA	4.0
GSE123902	LX653	HELZ2	60.0
GSE123902	LX653	HERC6	16.0
GSE123902	LX653	HIF1A	127.0
GSE123902	LX653	HLA-A	2204.0
GSE123902	LX653	HLA-B	3563.0
GSE123902	LX653	HLA-C	1193.0
GSE123902	LX653	HLA-DMA	455.0
GSE123902	LX653	HLA-DQA1	107.0
GSE123902	LX653	HLA-DRB1	1203.0
GSE123902	LX653	HLA-E	785.0
GSE123902	LX653	HLA-F	92.0
GSE123902	LX653	HLA-G	25.0
GSE123902	LX653	ICAM1	321.0
GSE123902	LX653	IFI16	39.0
GSE123902	LX653	IFI27	2881.0
GSE123902	LX653	IFI30	17.0
GSE123902	LX653	IFI35	59.0
GSE123902	LX653	IFI44	30.0
GSE123902	LX653	IFI44L	55.0
GSE123902	LX653	IFIH1	28.0
GSE123902	LX653	IFIT1	48.0
GSE123902	LX653	IFIT2	26.0
GSE123902	LX653	IFIT3	38.0
GSE123902	LX653	IFITM1	3.0
GSE123902	LX653	IFITM2	362.0
GSE123902	LX653	IFITM3	1598.0
GSE123902	LX653	IFNAR2	93.0
GSE123902	LX653	IL10RA	8.0
GSE123902	LX653	IL15	11.0
GSE123902	LX653	IL15RA	5.0
GSE123902	LX653	IL18BP	4.0
GSE123902	LX653	IL2RB	1.0
GSE123902	LX653	IL4R	39.0
GSE123902	LX653	IL6	25.0
GSE123902	LX653	IL7	2.0
GSE123902	LX653	IRF1	279.0
GSE123902	LX653	IRF2	49.0
GSE123902	LX653	IRF3	67.0
GSE123902	LX653	IRF4	16.0
GSE123902	LX653	IRF5	6.0
GSE123902	LX653	IRF7	77.0
GSE123902	LX653	IRF8	7.0
GSE123902	LX653	IRF9	8.0
GSE123902	LX653	ISG15	258.0
GSE123902	LX653	ISG20	65.0
GSE123902	LX653	ISOC1	55.0
GSE123902	LX653	ITGB7	0.0
GSE123902	LX653	JAK2	7.0
GSE123902	LX653	KLRK1	0.0
GSE123902	LX653	LAMP3	59.0
GSE123902	LX653	LAP3	32.0
GSE123902	LX653	LATS2	27.0
GSE123902	LX653	LCP2	5.0
GSE123902	LX653	LGALS3BP	924.0
GSE123902	LX653	LIG4	18.0
GSE123902	LX653	LPAR6	10.0
GSE123902	LX653	LY6E	453.0
GSE123902	LX653	LYSMD2	18.0
GSE123902	LX653	MCM6	4.0
GSE123902	LX653	METTL7B	2.0
GSE123902	LX653	MKI67	1.0
GSE123902	LX653	MOV10	18.0
GSE123902	LX653	MRE11	18.0
GSE123902	LX653	MT2A	2788.0
GSE123902	LX653	MTHFD2	13.0
GSE123902	LX653	MVB12A	58.0
GSE123902	LX653	MVP	102.0
GSE123902	LX653	MX1	95.0
GSE123902	LX653	MX2	30.0
GSE123902	LX653	MYD88	19.0
GSE123902	LX653	NAMPT	240.0
GSE123902	LX653	NCOA3	65.0
GSE123902	LX653	NCOA7	236.0
GSE123902	LX653	NFKB1	82.0
GSE123902	LX653	NFKBIA	1232.0
GSE123902	LX653	NLRC5	12.0
GSE123902	LX653	NMI	36.0
GSE123902	LX653	NOD1	25.0
GSE123902	LX653	NUB1	61.0
GSE123902	LX653	NUP93	29.0
GSE123902	LX653	OAS1	18.0
GSE123902	LX653	OAS2	24.0
GSE123902	LX653	OAS3	34.0
GSE123902	LX653	OASL	2.0
GSE123902	LX653	OGFR	42.0
GSE123902	LX653	P2RY14	7.0
GSE123902	LX653	PARP12	36.0
GSE123902	LX653	PARP14	201.0
GSE123902	LX653	PARP9	36.0
GSE123902	LX653	PCNA	55.0
GSE123902	LX653	PDE4B	34.0
GSE123902	LX653	PDIA3	192.0
GSE123902	LX653	PELI1	164.0
GSE123902	LX653	PFKP	35.0
GSE123902	LX653	PIM1	29.0
GSE123902	LX653	PLA2G4A	13.0
GSE123902	LX653	PLSCR1	60.0
GSE123902	LX653	PML	30.0
GSE123902	LX653	PNP	47.0
GSE123902	LX653	PNPT1	31.0
GSE123902	LX653	POLL	16.0
GSE123902	LX653	POLM	20.0
GSE123902	LX653	PRKDC	57.0
GSE123902	LX653	PROCR	18.0
GSE123902	LX653	PSMA2	197.0
GSE123902	LX653	PSMA3	160.0
GSE123902	LX653	PSMB10	1.0
GSE123902	LX653	PSMB2	173.0
GSE123902	LX653	PSMB8	104.0
GSE123902	LX653	PSMB9	88.0
GSE123902	LX653	PSME1	362.0
GSE123902	LX653	PSME2	467.0
GSE123902	LX653	PTGS2	40.0
GSE123902	LX653	PTPN1	34.0
GSE123902	LX653	PTPN2	80.0
GSE123902	LX653	PTPN6	13.0
GSE123902	LX653	RAD50	90.0
GSE123902	LX653	RAPGEF6	29.0
GSE123902	LX653	RBCK1	109.0
GSE123902	LX653	RIPK1	30.0
GSE123902	LX653	RIPK2	11.0
GSE123902	LX653	RNF213	345.0
GSE123902	LX653	RSAD2	17.0
GSE123902	LX653	RTP4	6.0
GSE123902	LX653	SAMD9	14.0
GSE123902	LX653	SAMD9L	20.0
GSE123902	LX653	SAMHD1	20.0
GSE123902	LX653	SECTM1	30.0
GSE123902	LX653	SELL	3.0
GSE123902	LX653	SELP	2.0
GSE123902	LX653	SERPING1	81.0
GSE123902	LX653	SLAMF7	3.0
GSE123902	LX653	SLC25A28	24.0
GSE123902	LX653	SOCS1	84.0
GSE123902	LX653	SOCS3	460.0
GSE123902	LX653	SOD2	151.0
GSE123902	LX653	SP110	22.0
GSE123902	LX653	SPPL2A	61.0
GSE123902	LX653	SRI	366.0
GSE123902	LX653	SSPN	26.0
GSE123902	LX653	ST3GAL5	186.0
GSE123902	LX653	ST8SIA4	2.0
GSE123902	LX653	STAT1	79.0
GSE123902	LX653	STAT2	35.0
GSE123902	LX653	STAT3	283.0
GSE123902	LX653	STAT4	11.0
GSE123902	LX653	STING1	123.0
GSE123902	LX653	TAP1	51.0
GSE123902	LX653	TAP2	27.0
GSE123902	LX653	TAPBP	255.0
GSE123902	LX653	TAPBPL	12.0
GSE123902	LX653	TBK1	15.0
GSE123902	LX653	TDRD7	12.0
GSE123902	LX653	TMEM140	11.0
GSE123902	LX653	TNFAIP2	68.0
GSE123902	LX653	TNFAIP3	50.0
GSE123902	LX653	TNFAIP6	0.0
GSE123902	LX653	TNFSF10	121.0
GSE123902	LX653	TOP2A	31.0
GSE123902	LX653	TOR1B	7.0
GSE123902	LX653	TRAFD1	35.0
GSE123902	LX653	TRIM14	37.0
GSE123902	LX653	TRIM21	15.0
GSE123902	LX653	TRIM25	39.0
GSE123902	LX653	TRIM26	21.0
GSE123902	LX653	TRIM5	27.0
GSE123902	LX653	TXNIP	507.0
GSE123902	LX653	UBA7	14.0
GSE123902	LX653	UBE2L6	106.0
GSE123902	LX653	UPP1	106.0
GSE123902	LX653	USP18	10.0
GSE123902	LX653	VAMP5	118.0
GSE123902	LX653	VAMP8	1376.0
GSE123902	LX653	VCAM1	1.0
GSE123902	LX653	XAF1	52.0
GSE123902	LX653	XCL1	0.0
GSE123902	LX653	XRCC4	6.0
GSE123902	LX653	XRCC5	137.0
GSE123902	LX653	XRCC6	115.0
GSE123902	LX653	ZBP1	0.0
GSE123902	LX653	ZNFX1	39.0
GSE123902	LX661	ADAR	71.0
GSE123902	LX661	APOL6	44.0
GSE123902	LX661	ARID5B	58.0
GSE123902	LX661	ARL4A	73.0
GSE123902	LX661	AUTS2	36.0
GSE123902	LX661	B2M	5491.0
GSE123902	LX661	BANK1	11.0
GSE123902	LX661	BATF2	5.0
GSE123902	LX661	BPGM	16.0
GSE123902	LX661	BST2	179.0
GSE123902	LX661	BTG1	984.0
GSE123902	LX661	C1R	52.0
GSE123902	LX661	C1S	47.0
GSE123902	LX661	CALR	375.0
GSE123902	LX661	CANX	124.0
GSE123902	LX661	CASP1	20.0
GSE123902	LX661	CASP3	22.0
GSE123902	LX661	CASP4	74.0
GSE123902	LX661	CASP7	12.0
GSE123902	LX661	CASP8	39.0
GSE123902	LX661	CCL2	3.0
GSE123902	LX661	CCL5	90.0
GSE123902	LX661	CCL7	0.0
GSE123902	LX661	CCNB1	7.0
GSE123902	LX661	CCRL2	9.0
GSE123902	LX661	CD274	1.0
GSE123902	LX661	CD38	6.0
GSE123902	LX661	CD40	16.0
GSE123902	LX661	CD47	136.0
GSE123902	LX661	CD69	109.0
GSE123902	LX661	CD74	5172.0
GSE123902	LX661	CD86	12.0
GSE123902	LX661	CDK1	3.0
GSE123902	LX661	CDKN1A	95.0
GSE123902	LX661	CFB	5.0
GSE123902	LX661	CFH	22.0
GSE123902	LX661	CGAS	20.0
GSE123902	LX661	CIITA	17.0
GSE123902	LX661	CLDN4	306.0
GSE123902	LX661	CMKLR1	0.0
GSE123902	LX661	CMPK2	4.0
GSE123902	LX661	CMTR1	4.0
GSE123902	LX661	CNP	17.0
GSE123902	LX661	CSF1	10.0
GSE123902	LX661	CSF2RB	3.0
GSE123902	LX661	CXCL10	5.0
GSE123902	LX661	CXCL11	0.0
GSE123902	LX661	CXCL9	9.0
GSE123902	LX661	DCLRE1C	9.0
GSE123902	LX661	DDX41	22.0
GSE123902	LX661	DDX58	2.0
GSE123902	LX661	DDX60	15.0
GSE123902	LX661	DHX58	5.0
GSE123902	LX661	EIF2AK2	42.0
GSE123902	LX661	EIF4E3	1.0
GSE123902	LX661	ELF1	68.0
GSE123902	LX661	EPSTI1	12.0
GSE123902	LX661	ERAP1	23.0
GSE123902	LX661	ERAP2	3.0
GSE123902	LX661	FAS	9.0
GSE123902	LX661	FCGR1A	2.0
GSE123902	LX661	FEN1	5.0
GSE123902	LX661	FGL2	9.0
GSE123902	LX661	FPR1	13.0
GSE123902	LX661	GBP2	43.0
GSE123902	LX661	GBP4	9.0
GSE123902	LX661	GBP6	0.0
GSE123902	LX661	GCH1	8.0
GSE123902	LX661	GMPR	13.0
GSE123902	LX661	GPR18	1.0
GSE123902	LX661	GZMA	12.0
GSE123902	LX661	HELZ2	24.0
GSE123902	LX661	HERC6	9.0
GSE123902	LX661	HIF1A	34.0
GSE123902	LX661	HLA-A	1300.0
GSE123902	LX661	HLA-B	1759.0
GSE123902	LX661	HLA-C	1156.0
GSE123902	LX661	HLA-DMA	343.0
GSE123902	LX661	HLA-DQA1	130.0
GSE123902	LX661	HLA-DRB1	566.0
GSE123902	LX661	HLA-E	461.0
GSE123902	LX661	HLA-F	100.0
GSE123902	LX661	HLA-G	18.0
GSE123902	LX661	ICAM1	190.0
GSE123902	LX661	IDO1	3.0
GSE123902	LX661	IFI16	66.0
GSE123902	LX661	IFI27	1024.0
GSE123902	LX661	IFI30	44.0
GSE123902	LX661	IFI35	29.0
GSE123902	LX661	IFI44	15.0
GSE123902	LX661	IFI44L	27.0
GSE123902	LX661	IFIH1	21.0
GSE123902	LX661	IFIT1	7.0
GSE123902	LX661	IFIT2	9.0
GSE123902	LX661	IFIT3	13.0
GSE123902	LX661	IFITM1	94.0
GSE123902	LX661	IFITM2	204.0
GSE123902	LX661	IFITM3	720.0
GSE123902	LX661	IFNAR2	6.0
GSE123902	LX661	IL10RA	13.0
GSE123902	LX661	IL15	9.0
GSE123902	LX661	IL15RA	4.0
GSE123902	LX661	IL18BP	2.0
GSE123902	LX661	IL2RB	6.0
GSE123902	LX661	IL4R	30.0
GSE123902	LX661	IL6	6.0
GSE123902	LX661	IL7	10.0
GSE123902	LX661	IRF1	166.0
GSE123902	LX661	IRF2	30.0
GSE123902	LX661	IRF3	47.0
GSE123902	LX661	IRF4	17.0
GSE123902	LX661	IRF5	0.0
GSE123902	LX661	IRF7	41.0
GSE123902	LX661	IRF8	12.0
GSE123902	LX661	IRF9	11.0
GSE123902	LX661	ISG15	126.0
GSE123902	LX661	ISG20	79.0
GSE123902	LX661	ISOC1	19.0
GSE123902	LX661	ITGB7	6.0
GSE123902	LX661	JAK2	5.0
GSE123902	LX661	KLRK1	0.0
GSE123902	LX661	LAMP3	32.0
GSE123902	LX661	LAP3	44.0
GSE123902	LX661	LATS2	10.0
GSE123902	LX661	LCP2	10.0
GSE123902	LX661	LGALS3BP	498.0
GSE123902	LX661	LIG4	1.0
GSE123902	LX661	LPAR6	2.0
GSE123902	LX661	LY6E	221.0
GSE123902	LX661	LYSMD2	16.0
GSE123902	LX661	MCM6	3.0
GSE123902	LX661	METTL7B	6.0
GSE123902	LX661	MKI67	5.0
GSE123902	LX661	MOV10	8.0
GSE123902	LX661	MRE11	6.0
GSE123902	LX661	MT2A	306.0
GSE123902	LX661	MTHFD2	23.0
GSE123902	LX661	MVB12A	31.0
GSE123902	LX661	MVP	114.0
GSE123902	LX661	MX1	33.0
GSE123902	LX661	MX2	53.0
GSE123902	LX661	MYD88	7.0
GSE123902	LX661	NAMPT	131.0
GSE123902	LX661	NCOA3	30.0
GSE123902	LX661	NCOA7	116.0
GSE123902	LX661	NFKB1	61.0
GSE123902	LX661	NFKBIA	676.0
GSE123902	LX661	NHEJ1	0.0
GSE123902	LX661	NLRC5	6.0
GSE123902	LX661	NMI	24.0
GSE123902	LX661	NOD1	10.0
GSE123902	LX661	NUB1	20.0
GSE123902	LX661	NUP93	8.0
GSE123902	LX661	OAS1	7.0
GSE123902	LX661	OAS2	7.0
GSE123902	LX661	OAS3	6.0
GSE123902	LX661	OASL	9.0
GSE123902	LX661	OGFR	19.0
GSE123902	LX661	P2RY14	2.0
GSE123902	LX661	PARP12	4.0
GSE123902	LX661	PARP14	64.0
GSE123902	LX661	PARP9	21.0
GSE123902	LX661	PCNA	29.0
GSE123902	LX661	PDE4B	19.0
GSE123902	LX661	PDIA3	229.0
GSE123902	LX661	PELI1	85.0
GSE123902	LX661	PFKP	9.0
GSE123902	LX661	PIM1	20.0
GSE123902	LX661	PLA2G4A	1.0
GSE123902	LX661	PLSCR1	38.0
GSE123902	LX661	PML	13.0
GSE123902	LX661	PNP	18.0
GSE123902	LX661	PNPT1	7.0
GSE123902	LX661	POLL	7.0
GSE123902	LX661	POLM	14.0
GSE123902	LX661	PRKDC	35.0
GSE123902	LX661	PROCR	5.0
GSE123902	LX661	PSMA2	60.0
GSE123902	LX661	PSMA3	71.0
GSE123902	LX661	PSMB10	2.0
GSE123902	LX661	PSMB2	98.0
GSE123902	LX661	PSMB8	115.0
GSE123902	LX661	PSMB9	144.0
GSE123902	LX661	PSME1	239.0
GSE123902	LX661	PSME2	170.0
GSE123902	LX661	PTGS2	15.0
GSE123902	LX661	PTPN1	61.0
GSE123902	LX661	PTPN2	43.0
GSE123902	LX661	PTPN6	22.0
GSE123902	LX661	RAD50	33.0
GSE123902	LX661	RAPGEF6	5.0
GSE123902	LX661	RBCK1	72.0
GSE123902	LX661	RIPK1	11.0
GSE123902	LX661	RIPK2	27.0
GSE123902	LX661	RNF213	126.0
GSE123902	LX661	RNF31	0.0
GSE123902	LX661	RSAD2	7.0
GSE123902	LX661	RTP4	5.0
