dataset	unit_id	gene	umi
GSE205335	P1030	RBCK1	857
GSE205335	P1030	RIPK1	78
GSE205335	P1030	RIPK2	173
GSE205335	P1030	RNF213	1626
GSE205335	P1030	RNF31	142
GSE205335	P1030	RSAD2	27
GSE205335	P1030	RTP4	149
GSE205335	P1030	SAMD9	39
GSE205335	P1030	SAMD9L	64
GSE205335	P1030	SAMHD1	78
GSE205335	P1030	SECTM1	205
GSE205335	P1030	SELL	35
GSE205335	P1030	SELP	0
GSE205335	P1030	SERPING1	55
GSE205335	P1030	SLAMF7	4
GSE205335	P1030	SLC25A28	37
GSE205335	P1030	SOCS1	97
GSE205335	P1030	SOCS3	444
GSE205335	P1030	SOD2	599
GSE205335	P1030	SP110	149
GSE205335	P1030	SPPL2A	218
GSE205335	P1030	SRI	2011
GSE205335	P1030	SSPN	18
GSE205335	P1030	ST3GAL5	137
GSE205335	P1030	ST8SIA4	3
GSE205335	P1030	STAT1	273
GSE205335	P1030	STAT2	130
GSE205335	P1030	STAT3	935
GSE205335	P1030	STAT4	7
GSE205335	P1030	TAP1	317
GSE205335	P1030	TAP2	149
GSE205335	P1030	TAPBP	687
GSE205335	P1030	TAPBPL	97
GSE205335	P1030	TBK1	107
GSE205335	P1030	TDRD7	51
GSE205335	P1030	TENT5A	125
GSE205335	P1030	TMEM140	44
GSE205335	P1030	TMEM173	151
GSE205335	P1030	TNFAIP2	295
GSE205335	P1030	TNFAIP3	231
GSE205335	P1030	TNFAIP6	0
GSE205335	P1030	TNFSF10	431
GSE205335	P1030	TOP2A	181
GSE205335	P1030	TOR1B	96
GSE205335	P1030	TRAFD1	214
GSE205335	P1030	TRIM14	97
GSE205335	P1030	TRIM21	40
GSE205335	P1030	TRIM25	107
GSE205335	P1030	TRIM26	117
GSE205335	P1030	TRIM5	53
GSE205335	P1030	TXNIP	313
GSE205335	P1030	UBA7	28
GSE205335	P1030	UBE2L6	512
GSE205335	P1030	UPP1	859
GSE205335	P1030	USP18	48
GSE205335	P1030	VAMP5	2867
GSE205335	P1030	VAMP8	3453
GSE205335	P1030	VCAM1	2
GSE205335	P1030	XAF1	31
GSE205335	P1030	XCL1	4
GSE205335	P1030	XRCC4	28
GSE205335	P1030	XRCC5	778
GSE205335	P1030	XRCC6	561
GSE205335	P1030	ZBP1	60
GSE205335	P1030	ZNFX1	142
GSE205335	P1037	ADAR	1508
GSE205335	P1037	APOL6	280
GSE205335	P1037	ARID5B	2767
GSE205335	P1037	ARL4A	989
GSE205335	P1037	AUTS2	524
GSE205335	P1037	B2M	117686
GSE205335	P1037	BANK1	155
GSE205335	P1037	BATF2	75
GSE205335	P1037	BPGM	166
GSE205335	P1037	BST2	178
GSE205335	P1037	BTG1	13006
GSE205335	P1037	C1R	104
GSE205335	P1037	C1S	27
GSE205335	P1037	CALR	11836
GSE205335	P1037	CANX	5397
GSE205335	P1037	CASP1	325
GSE205335	P1037	CASP3	191
GSE205335	P1037	CASP4	3791
GSE205335	P1037	CASP7	190
GSE205335	P1037	CASP8	407
GSE205335	P1037	CCL2	0
GSE205335	P1037	CCL5	73
GSE205335	P1037	CCL7	1
GSE205335	P1037	CCNB1	317
GSE205335	P1037	CCRL2	25
GSE205335	P1037	CD274	20
GSE205335	P1037	CD38	1
GSE205335	P1037	CD3D	9
GSE205335	P1037	CD3E	9
GSE205335	P1037	CD40	194
GSE205335	P1037	CD47	4919
GSE205335	P1037	CD69	13
GSE205335	P1037	CD74	27099
GSE205335	P1037	CD86	1
GSE205335	P1037	CD8A	19
GSE205335	P1037	CDK1	368
GSE205335	P1037	CDKN1A	3012
GSE205335	P1037	CFB	97
GSE205335	P1037	CFH	2291
GSE205335	P1037	CGAS	180
GSE205335	P1037	CIITA	189
GSE205335	P1037	CLDN4	11473
GSE205335	P1037	CMKLR1	0
GSE205335	P1037	CMPK2	55
GSE205335	P1037	CMTR1	160
GSE205335	P1037	CNP	881
GSE205335	P1037	CSF1	25
GSE205335	P1037	CSF2RB	1
GSE205335	P1037	CXCL10	77
GSE205335	P1037	CXCL11	4
GSE205335	P1037	CXCL9	0
GSE205335	P1037	DCLRE1C	536
GSE205335	P1037	DDX41	919
GSE205335	P1037	DDX58	50
GSE205335	P1037	DDX60	47
GSE205335	P1037	DHX58	136
GSE205335	P1037	DNTT	0
GSE205335	P1037	EIF2AK2	988
GSE205335	P1037	EIF4E3	111
GSE205335	P1037	ELF1	1536
GSE205335	P1037	EPCAM	5864
GSE205335	P1037	EPSTI1	7
GSE205335	P1037	ERAP1	230
GSE205335	P1037	ERAP2	108
GSE205335	P1037	FAS	333
GSE205335	P1037	FCGR1A	0
GSE205335	P1037	FEN1	366
GSE205335	P1037	FGL2	3
GSE205335	P1037	FPR1	0
GSE205335	P1037	GBP2	144
GSE205335	P1037	GBP4	14
GSE205335	P1037	GBP6	0
GSE205335	P1037	GCH1	66
GSE205335	P1037	GMPR	62
GSE205335	P1037	GNLY	31
GSE205335	P1037	GPR18	0
GSE205335	P1037	GZMA	8
GSE205335	P1037	HELZ2	290
GSE205335	P1037	HERC6	67
GSE205335	P1037	HIF1A	1896
GSE205335	P1037	HLA-A	19119
GSE205335	P1037	HLA-B	19811
GSE205335	P1037	HLA-C	11187
GSE205335	P1037	HLA-DMA	2793
GSE205335	P1037	HLA-DQA1	75
GSE205335	P1037	HLA-DRB1	6772
GSE205335	P1037	HLA-E	7995
GSE205335	P1037	HLA-F	612
GSE205335	P1037	HLA-G	2
GSE205335	P1037	ICAM1	210
GSE205335	P1037	IDO1	37
GSE205335	P1037	IFI16	621
GSE205335	P1037	IFI27	832
GSE205335	P1037	IFI30	2827
GSE205335	P1037	IFI35	507
GSE205335	P1037	IFI44	155
GSE205335	P1037	IFI44L	26
GSE205335	P1037	IFIH1	227
GSE205335	P1037	IFIT1	32
GSE205335	P1037	IFIT2	76
GSE205335	P1037	IFIT3	272
GSE205335	P1037	IFITM1	25
GSE205335	P1037	IFITM2	1639
GSE205335	P1037	IFITM3	4810
GSE205335	P1037	IFNAR2	431
GSE205335	P1037	IL10RA	11
GSE205335	P1037	IL15	35
GSE205335	P1037	IL15RA	402
GSE205335	P1037	IL18BP	17
GSE205335	P1037	IL2RB	9
GSE205335	P1037	IL4R	298
GSE205335	P1037	IL6	9
GSE205335	P1037	IL7	2
GSE205335	P1037	IRF1	2704
GSE205335	P1037	IRF2	360
GSE205335	P1037	IRF3	887
GSE205335	P1037	IRF4	1
GSE205335	P1037	IRF5	14
GSE205335	P1037	IRF7	207
GSE205335	P1037	IRF8	2
GSE205335	P1037	IRF9	186
GSE205335	P1037	ISG15	1571
GSE205335	P1037	ISG20	2233
GSE205335	P1037	ISOC1	633
GSE205335	P1037	ITGB7	76
GSE205335	P1037	JAK2	46
GSE205335	P1037	KLRD1	9
GSE205335	P1037	KLRK1	3
GSE205335	P1037	KRT18	59997
GSE205335	P1037	KRT19	8063
GSE205335	P1037	KRT8	25465
GSE205335	P1037	LAMP3	102
GSE205335	P1037	LAP3	1760
GSE205335	P1037	LATS2	22
GSE205335	P1037	LCP2	9
GSE205335	P1037	LGALS3BP	9549
GSE205335	P1037	LIG4	89
GSE205335	P1037	LPAR6	0
GSE205335	P1037	LY6E	16336
GSE205335	P1037	LYSMD2	2152
GSE205335	P1037	MCM6	229
GSE205335	P1037	METTL7B	352
GSE205335	P1037	MKI67	510
GSE205335	P1037	MOV10	524
GSE205335	P1037	MRE11	343
GSE205335	P1037	MT2A	8179
GSE205335	P1037	MTHFD2	2836
GSE205335	P1037	MVB12A	1671
GSE205335	P1037	MVP	799
GSE205335	P1037	MX1	248
GSE205335	P1037	MX2	10
GSE205335	P1037	MYD88	247
GSE205335	P1037	NAMPT	7204
GSE205335	P1037	NCOA3	768
GSE205335	P1037	NCOA7	10980
GSE205335	P1037	NFKB1	554
GSE205335	P1037	NFKBIA	30151
GSE205335	P1037	NHEJ1	459
GSE205335	P1037	NKG7	43
GSE205335	P1037	NLRC5	186
GSE205335	P1037	NMI	564
GSE205335	P1037	NOD1	30
GSE205335	P1037	NUB1	526
GSE205335	P1037	NUP93	373
GSE205335	P1037	OAS1	859
GSE205335	P1037	OAS2	8
GSE205335	P1037	OAS3	166
GSE205335	P1037	OASL	301
GSE205335	P1037	OGFR	657
GSE205335	P1037	P2RY14	0
GSE205335	P1037	PARP12	183
GSE205335	P1037	PARP14	415
GSE205335	P1037	PARP9	156
GSE205335	P1037	PCNA	674
GSE205335	P1037	PDE4B	154
GSE205335	P1037	PDIA3	4981
GSE205335	P1037	PELI1	305
GSE205335	P1037	PFKP	1085
GSE205335	P1037	PIM1	195
GSE205335	P1037	PLA2G4A	8
GSE205335	P1037	PLSCR1	397
GSE205335	P1037	PML	448
GSE205335	P1037	PNP	876
GSE205335	P1037	PNPT1	597
GSE205335	P1037	POLL	588
GSE205335	P1037	POLM	497
GSE205335	P1037	PRKDC	1188
GSE205335	P1037	PROCR	25
GSE205335	P1037	PSMA2	8288
GSE205335	P1037	PSMA3	3879
GSE205335	P1037	PSMB10	1921
GSE205335	P1037	PSMB2	3735
GSE205335	P1037	PSMB8	5162
GSE205335	P1037	PSMB9	1695
GSE205335	P1037	PSME1	7936
GSE205335	P1037	PSME2	3224
GSE205335	P1037	PTGS2	30
GSE205335	P1037	PTPN1	600
GSE205335	P1037	PTPN2	1910
GSE205335	P1037	PTPN6	682
GSE205335	P1037	PTPRC	5
GSE205335	P1037	RAD50	1808
GSE205335	P1037	RAPGEF6	396
GSE205335	P1037	RBCK1	4458
GSE205335	P1037	RIPK1	111
GSE205335	P1037	RIPK2	380
GSE205335	P1037	RNF213	994
GSE205335	P1037	RNF31	329
GSE205335	P1037	RSAD2	20
GSE205335	P1037	RTP4	225
GSE205335	P1037	SAMD9	179
GSE205335	P1037	SAMD9L	101
GSE205335	P1037	SAMHD1	276
GSE205335	P1037	SECTM1	27
GSE205335	P1037	SELL	6
GSE205335	P1037	SELP	0
GSE205335	P1037	SERPING1	40
GSE205335	P1037	SLAMF7	11
GSE205335	P1037	SLC25A28	703
GSE205335	P1037	SOCS1	934
GSE205335	P1037	SOCS3	933
GSE205335	P1037	SOD2	2141
GSE205335	P1037	SP110	434
GSE205335	P1037	SPPL2A	612
GSE205335	P1037	SRI	1396
GSE205335	P1037	SSPN	5
GSE205335	P1037	ST3GAL5	133
GSE205335	P1037	ST8SIA4	1
GSE205335	P1037	STAT1	661
GSE205335	P1037	STAT2	389
GSE205335	P1037	STAT3	1886
GSE205335	P1037	STAT4	8
GSE205335	P1037	TAP1	877
GSE205335	P1037	TAP2	214
GSE205335	P1037	TAPBP	2221
GSE205335	P1037	TAPBPL	335
GSE205335	P1037	TBK1	409
GSE205335	P1037	TDRD7	39
GSE205335	P1037	TENT5A	1635
GSE205335	P1037	TMEM140	10
GSE205335	P1037	TMEM173	1390
GSE205335	P1037	TNFAIP2	5283
GSE205335	P1037	TNFAIP3	4000
GSE205335	P1037	TNFAIP6	21
GSE205335	P1037	TNFSF10	369
GSE205335	P1037	TOP2A	677
GSE205335	P1037	TOR1B	153
GSE205335	P1037	TRAFD1	206
GSE205335	P1037	TRIM14	308
GSE205335	P1037	TRIM21	70
GSE205335	P1037	TRIM25	779
GSE205335	P1037	TRIM26	256
GSE205335	P1037	TRIM5	107
GSE205335	P1037	TXNIP	1980
GSE205335	P1037	UBA7	231
GSE205335	P1037	UBE2L6	2151
GSE205335	P1037	UPP1	387
GSE205335	P1037	USP18	264
GSE205335	P1037	VAMP5	538
GSE205335	P1037	VAMP8	11028
GSE205335	P1037	VCAM1	0
GSE205335	P1037	XAF1	5
GSE205335	P1037	XCL1	0
GSE205335	P1037	XRCC4	229
GSE205335	P1037	XRCC5	3084
GSE205335	P1037	XRCC6	3422
GSE205335	P1037	ZBP1	4
GSE205335	P1037	ZNFX1	233
GSE205335	P1056	ADAR	1493
GSE205335	P1056	APOL6	524
GSE205335	P1056	ARID5B	3257
GSE205335	P1056	ARL4A	612
GSE205335	P1056	AUTS2	371
GSE205335	P1056	B2M	86079
GSE205335	P1056	BANK1	59
GSE205335	P1056	BATF2	1
GSE205335	P1056	BPGM	1412
GSE205335	P1056	BST2	267
GSE205335	P1056	BTG1	6856
GSE205335	P1056	C1R	138
GSE205335	P1056	C1S	93
GSE205335	P1056	CALR	6866
GSE205335	P1056	CANX	3437
GSE205335	P1056	CASP1	827
GSE205335	P1056	CASP3	527
GSE205335	P1056	CASP4	1715
GSE205335	P1056	CASP7	400
GSE205335	P1056	CASP8	301
GSE205335	P1056	CCL2	157
GSE205335	P1056	CCL5	248
GSE205335	P1056	CCL7	6
GSE205335	P1056	CCNB1	673
GSE205335	P1056	CCRL2	15
GSE205335	P1056	CD274	17
GSE205335	P1056	CD38	33
GSE205335	P1056	CD3D	171
GSE205335	P1056	CD3E	85
GSE205335	P1056	CD40	66
GSE205335	P1056	CD47	1113
GSE205335	P1056	CD69	111
GSE205335	P1056	CD74	656
GSE205335	P1056	CD86	60
GSE205335	P1056	CD8A	26
GSE205335	P1056	CDK1	522
GSE205335	P1056	CDKN1A	4300
GSE205335	P1056	CFB	177
GSE205335	P1056	CFH	512
GSE205335	P1056	CGAS	76
GSE205335	P1056	CIITA	10
GSE205335	P1056	CLDN4	12939
GSE205335	P1056	CMKLR1	2
GSE205335	P1056	CMPK2	79
GSE205335	P1056	CMTR1	128
GSE205335	P1056	CNP	949
GSE205335	P1056	CSF1	42
GSE205335	P1056	CSF2RB	224
GSE205335	P1056	CXCL10	16
GSE205335	P1056	CXCL11	5
GSE205335	P1056	CXCL9	2
GSE205335	P1056	DCLRE1C	928
GSE205335	P1056	DDX41	700
GSE205335	P1056	DDX58	83
GSE205335	P1056	DDX60	159
GSE205335	P1056	DHX58	80
GSE205335	P1056	DNTT	0
GSE205335	P1056	EIF2AK2	973
GSE205335	P1056	EIF4E3	75
GSE205335	P1056	ELF1	1555
GSE205335	P1056	EPCAM	311
GSE205335	P1056	EPSTI1	73
GSE205335	P1056	ERAP1	272
GSE205335	P1056	ERAP2	112
GSE205335	P1056	FAS	268
GSE205335	P1056	FCGR1A	5
GSE205335	P1056	FEN1	350
GSE205335	P1056	FGL2	12
GSE205335	P1056	FPR1	1
GSE205335	P1056	GBP2	211
GSE205335	P1056	GBP4	111
GSE205335	P1056	GBP6	1271
GSE205335	P1056	GCH1	392
GSE205335	P1056	GMPR	4
GSE205335	P1056	GNLY	124
GSE205335	P1056	GPR18	3
GSE205335	P1056	GZMA	104
GSE205335	P1056	HELZ2	580
GSE205335	P1056	HERC6	119
GSE205335	P1056	HIF1A	468
GSE205335	P1056	HLA-A	14356
GSE205335	P1056	HLA-B	16975
GSE205335	P1056	HLA-C	8490
GSE205335	P1056	HLA-DMA	147
GSE205335	P1056	HLA-DQA1	65
GSE205335	P1056	HLA-DRB1	281
GSE205335	P1056	HLA-E	10682
GSE205335	P1056	HLA-F	595
GSE205335	P1056	HLA-G	0
GSE205335	P1056	ICAM1	327
GSE205335	P1056	IDO1	1422
GSE205335	P1056	IFI16	1284
GSE205335	P1056	IFI27	3296
GSE205335	P1056	IFI30	750
GSE205335	P1056	IFI35	347
GSE205335	P1056	IFI44	173
GSE205335	P1056	IFI44L	88
GSE205335	P1056	IFIH1	107
GSE205335	P1056	IFIT1	802
GSE205335	P1056	IFIT2	4807
GSE205335	P1056	IFIT3	397
GSE205335	P1056	IFITM1	294
GSE205335	P1056	IFITM2	212
GSE205335	P1056	IFITM3	7519
GSE205335	P1056	IFNAR2	331
GSE205335	P1056	IL10RA	37
GSE205335	P1056	IL15	20
GSE205335	P1056	IL15RA	33
GSE205335	P1056	IL18BP	10
GSE205335	P1056	IL2RB	73
GSE205335	P1056	IL4R	201
GSE205335	P1056	IL6	4
GSE205335	P1056	IL7	7
GSE205335	P1056	IRF1	1583
GSE205335	P1056	IRF2	536
GSE205335	P1056	IRF3	682
GSE205335	P1056	IRF4	9
GSE205335	P1056	IRF5	103
GSE205335	P1056	IRF7	538
GSE205335	P1056	IRF8	11
GSE205335	P1056	IRF9	872
GSE205335	P1056	ISG15	5242
GSE205335	P1056	ISG20	696
GSE205335	P1056	ISOC1	514
GSE205335	P1056	ITGB7	93
GSE205335	P1056	JAK2	105
GSE205335	P1056	KLRD1	17
GSE205335	P1056	KLRK1	28
GSE205335	P1056	KRT18	9823
GSE205335	P1056	KRT19	14440
GSE205335	P1056	KRT8	25718
GSE205335	P1056	LAMP3	36
GSE205335	P1056	LAP3	935
GSE205335	P1056	LATS2	150
GSE205335	P1056	LCP2	24
GSE205335	P1056	LGALS3BP	2845
GSE205335	P1056	LIG4	75
GSE205335	P1056	LPAR6	7249
GSE205335	P1056	LY6E	11828
GSE205335	P1056	LYSMD2	145
GSE205335	P1056	MCM6	168
GSE205335	P1056	METTL7B	9
GSE205335	P1056	MKI67	665
GSE205335	P1056	MOV10	348
GSE205335	P1056	MRE11	205
GSE205335	P1056	MT2A	1411
GSE205335	P1056	MTHFD2	1258
GSE205335	P1056	MVB12A	1372
GSE205335	P1056	MVP	641
GSE205335	P1056	MX1	876
GSE205335	P1056	MX2	318
GSE205335	P1056	MYD88	515
GSE205335	P1056	NAMPT	8336
GSE205335	P1056	NCOA3	1164
GSE205335	P1056	NCOA7	1601
GSE205335	P1056	NFKB1	574
GSE205335	P1056	NFKBIA	7806
GSE205335	P1056	NHEJ1	279
GSE205335	P1056	NKG7	210
GSE205335	P1056	NLRC5	81
GSE205335	P1056	NMI	507
GSE205335	P1056	NOD1	40
GSE205335	P1056	NUB1	424
GSE205335	P1056	NUP93	383
GSE205335	P1056	OAS1	961
GSE205335	P1056	OAS2	411
GSE205335	P1056	OAS3	352
GSE205335	P1056	OASL	644
GSE205335	P1056	OGFR	562
GSE205335	P1056	P2RY14	2
GSE205335	P1056	PARP12	145
GSE205335	P1056	PARP14	486
GSE205335	P1056	PARP9	351
GSE205335	P1056	PCNA	1465
GSE205335	P1056	PDE4B	64
GSE205335	P1056	PDIA3	3239
GSE205335	P1056	PELI1	389
GSE205335	P1056	PFKP	898
GSE205335	P1056	PIM1	1794
GSE205335	P1056	PLA2G4A	68
GSE205335	P1056	PLSCR1	851
GSE205335	P1056	PML	604
GSE205335	P1056	PNP	795
GSE205335	P1056	PNPT1	335
GSE205335	P1056	POLL	289
GSE205335	P1056	POLM	406
GSE205335	P1056	PRKDC	1342
GSE205335	P1056	PROCR	944
GSE205335	P1056	PSMA2	7459
GSE205335	P1056	PSMA3	2887
GSE205335	P1056	PSMB10	1394
GSE205335	P1056	PSMB2	3298
GSE205335	P1056	PSMB8	2944
GSE205335	P1056	PSMB9	1486
GSE205335	P1056	PSME1	4358
GSE205335	P1056	PSME2	3659
GSE205335	P1056	PTGS2	2435
GSE205335	P1056	PTPN1	549
GSE205335	P1056	PTPN2	1694
GSE205335	P1056	PTPN6	286
GSE205335	P1056	PTPRC	88
GSE205335	P1056	RAD50	1697
GSE205335	P1056	RAPGEF6	268
GSE205335	P1056	RBCK1	1995
GSE205335	P1056	RIPK1	164
GSE205335	P1056	RIPK2	324
GSE205335	P1056	RNF213	1643
GSE205335	P1056	RNF31	226
GSE205335	P1056	RSAD2	161
GSE205335	P1056	RTP4	148
GSE205335	P1056	SAMD9	493
GSE205335	P1056	SAMD9L	151
GSE205335	P1056	SAMHD1	139
GSE205335	P1056	SECTM1	213
GSE205335	P1056	SELL	26
GSE205335	P1056	SELP	1
GSE205335	P1056	SERPING1	244
GSE205335	P1056	SLAMF7	60
GSE205335	P1056	SLC25A28	272
GSE205335	P1056	SOCS1	573
GSE205335	P1056	SOCS3	1517
GSE205335	P1056	SOD2	2032
GSE205335	P1056	SP110	314
GSE205335	P1056	SPPL2A	836
GSE205335	P1056	SRI	3122
GSE205335	P1056	SSPN	47
GSE205335	P1056	ST3GAL5	51
GSE205335	P1056	ST8SIA4	5
GSE205335	P1056	STAT1	863
GSE205335	P1056	STAT2	344
GSE205335	P1056	STAT3	1715
GSE205335	P1056	STAT4	25
GSE205335	P1056	TAP1	1913
GSE205335	P1056	TAP2	396
GSE205335	P1056	TAPBP	1440
GSE205335	P1056	TAPBPL	296
GSE205335	P1056	TBK1	354
GSE205335	P1056	TDRD7	53
GSE205335	P1056	TENT5A	603
GSE205335	P1056	TMEM140	19
GSE205335	P1056	TMEM173	963
GSE205335	P1056	TNFAIP2	1650
GSE205335	P1056	TNFAIP3	550
GSE205335	P1056	TNFAIP6	5
GSE205335	P1056	TNFSF10	9380
GSE205335	P1056	TOP2A	867
GSE205335	P1056	TOR1B	155
GSE205335	P1056	TRAFD1	208
GSE205335	P1056	TRIM14	264
GSE205335	P1056	TRIM21	105
GSE205335	P1056	TRIM25	641
GSE205335	P1056	TRIM26	415
GSE205335	P1056	TRIM5	259
GSE205335	P1056	TXNIP	4357
GSE205335	P1056	UBA7	72
GSE205335	P1056	UBE2L6	698
GSE205335	P1056	UPP1	2465
GSE205335	P1056	USP18	225
GSE205335	P1056	VAMP5	915
GSE205335	P1056	VAMP8	11159
GSE205335	P1056	VCAM1	16
GSE205335	P1056	XAF1	302
GSE205335	P1056	XCL1	156
GSE205335	P1056	XRCC4	276
GSE205335	P1056	XRCC5	3053
GSE205335	P1056	XRCC6	2446
GSE205335	P1056	ZBP1	17
GSE205335	P1056	ZNFX1	373
GSE205335	P1062	ADAR	793
GSE205335	P1062	APOL6	268
GSE205335	P1062	ARID5B	373
GSE205335	P1062	ARL4A	560
GSE205335	P1062	AUTS2	211
GSE205335	P1062	B2M	24913
GSE205335	P1062	BANK1	35
GSE205335	P1062	BATF2	15
GSE205335	P1062	BPGM	60
GSE205335	P1062	BST2	1103
GSE205335	P1062	BTG1	1855
GSE205335	P1062	C1R	19
GSE205335	P1062	C1S	21
GSE205335	P1062	CALR	2890
GSE205335	P1062	CANX	1701
GSE205335	P1062	CASP1	143
GSE205335	P1062	CASP3	189
GSE205335	P1062	CASP4	342
GSE205335	P1062	CASP7	138
GSE205335	P1062	CASP8	232
GSE205335	P1062	CCL2	2
GSE205335	P1062	CCL5	514
GSE205335	P1062	CCL7	0
GSE205335	P1062	CCNB1	509
GSE205335	P1062	CCRL2	13
GSE205335	P1062	CD274	64
GSE205335	P1062	CD38	404
GSE205335	P1062	CD3D	848
GSE205335	P1062	CD3E	1157
GSE205335	P1062	CD40	177
GSE205335	P1062	CD47	761
GSE205335	P1062	CD69	852
GSE205335	P1062	CD74	17354
GSE205335	P1062	CD86	17
GSE205335	P1062	CD8A	224
GSE205335	P1062	CDK1	407
GSE205335	P1062	CDKN1A	1067
GSE205335	P1062	CFB	587
GSE205335	P1062	CFH	166
GSE205335	P1062	CGAS	98
GSE205335	P1062	CIITA	127
GSE205335	P1062	CLDN4	3924
GSE205335	P1062	CMKLR1	2
GSE205335	P1062	CMPK2	161
GSE205335	P1062	CMTR1	100
GSE205335	P1062	CNP	188
GSE205335	P1062	CSF1	58
GSE205335	P1062	CSF2RB	8
GSE205335	P1062	CXCL10	36
GSE205335	P1062	CXCL11	0
GSE205335	P1062	CXCL9	0
GSE205335	P1062	DCLRE1C	105
GSE205335	P1062	DDX41	227
GSE205335	P1062	DDX58	107
GSE205335	P1062	DDX60	125
GSE205335	P1062	DHX58	70
GSE205335	P1062	DNTT	0
GSE205335	P1062	EIF2AK2	435
GSE205335	P1062	EIF4E3	139
GSE205335	P1062	ELF1	486
GSE205335	P1062	EPCAM	1747
GSE205335	P1062	EPSTI1	249
GSE205335	P1062	ERAP1	160
GSE205335	P1062	ERAP2	45
GSE205335	P1062	FAS	215
GSE205335	P1062	FCGR1A	1
GSE205335	P1062	FEN1	424
GSE205335	P1062	FGL2	26
GSE205335	P1062	FPR1	0
GSE205335	P1062	GBP2	327
GSE205335	P1062	GBP4	214
GSE205335	P1062	GBP6	38
GSE205335	P1062	GCH1	126
GSE205335	P1062	GMPR	29
GSE205335	P1062	GNLY	299
GSE205335	P1062	GPR18	46
GSE205335	P1062	GZMA	525
GSE205335	P1062	HELZ2	132
GSE205335	P1062	HERC6	60
GSE205335	P1062	HIF1A	840
GSE205335	P1062	HLA-A	9535
GSE205335	P1062	HLA-B	10451
GSE205335	P1062	HLA-C	7583
GSE205335	P1062	HLA-DMA	986
GSE205335	P1062	HLA-DQA1	1250
GSE205335	P1062	HLA-DRB1	4063
GSE205335	P1062	HLA-E	2064
GSE205335	P1062	HLA-F	559
GSE205335	P1062	HLA-G	70
GSE205335	P1062	ICAM1	884
GSE205335	P1062	IDO1	33
GSE205335	P1062	IFI16	799
GSE205335	P1062	IFI27	3834
GSE205335	P1062	IFI30	378
GSE205335	P1062	IFI35	419
GSE205335	P1062	IFI44	108
GSE205335	P1062	IFI44L	139
GSE205335	P1062	IFIH1	117
GSE205335	P1062	IFIT1	77
GSE205335	P1062	IFIT2	47
GSE205335	P1062	IFIT3	84
GSE205335	P1062	IFITM1	1858
GSE205335	P1062	IFITM2	675
GSE205335	P1062	IFITM3	2304
GSE205335	P1062	IFNAR2	304
GSE205335	P1062	IL10RA	178
GSE205335	P1062	IL15	33
GSE205335	P1062	IL15RA	57
GSE205335	P1062	IL18BP	13
GSE205335	P1062	IL2RB	187
GSE205335	P1062	IL4R	214
GSE205335	P1062	IL6	130
GSE205335	P1062	IL7	46
GSE205335	P1062	IRF1	1110
GSE205335	P1062	IRF2	276
GSE205335	P1062	IRF3	234
GSE205335	P1062	IRF4	135
GSE205335	P1062	IRF5	122
GSE205335	P1062	IRF7	384
GSE205335	P1062	IRF8	115
GSE205335	P1062	IRF9	578
GSE205335	P1062	ISG15	723
GSE205335	P1062	ISG20	903
GSE205335	P1062	ISOC1	103
GSE205335	P1062	ITGB7	156
GSE205335	P1062	JAK2	71
GSE205335	P1062	KLRD1	64
GSE205335	P1062	KLRK1	127
GSE205335	P1062	KRT18	6330
GSE205335	P1062	KRT19	8345
GSE205335	P1062	KRT8	5393
GSE205335	P1062	LAMP3	67
GSE205335	P1062	LAP3	698
GSE205335	P1062	LATS2	24
GSE205335	P1062	LCP2	412
GSE205335	P1062	LGALS3BP	1083
GSE205335	P1062	LIG4	40
GSE205335	P1062	LPAR6	34
GSE205335	P1062	LY6E	3063
GSE205335	P1062	LYSMD2	189
GSE205335	P1062	MCM6	341
GSE205335	P1062	METTL7B	29
GSE205335	P1062	MKI67	1423
GSE205335	P1062	MOV10	184
GSE205335	P1062	MRE11	159
GSE205335	P1062	MT2A	4524
GSE205335	P1062	MTHFD2	682
GSE205335	P1062	MVB12A	211
GSE205335	P1062	MVP	934
GSE205335	P1062	MX1	858
GSE205335	P1062	MX2	207
GSE205335	P1062	MYD88	166
GSE205335	P1062	NAMPT	1052
GSE205335	P1062	NCOA3	224
GSE205335	P1062	NCOA7	1227
GSE205335	P1062	NFKB1	547
GSE205335	P1062	NFKBIA	4180
GSE205335	P1062	NHEJ1	55
GSE205335	P1062	NKG7	572
GSE205335	P1062	NLRC5	109
GSE205335	P1062	NMI	240
GSE205335	P1062	NOD1	53
GSE205335	P1062	NUB1	287
GSE205335	P1062	NUP93	160
GSE205335	P1062	OAS1	289
GSE205335	P1062	OAS2	244
GSE205335	P1062	OAS3	182
GSE205335	P1062	OASL	137
GSE205335	P1062	OGFR	416
GSE205335	P1062	P2RY14	1
GSE205335	P1062	PARP12	139
GSE205335	P1062	PARP14	449
GSE205335	P1062	PARP9	305
GSE205335	P1062	PCNA	712
GSE205335	P1062	PDE4B	111
GSE205335	P1062	PDIA3	1737
GSE205335	P1062	PELI1	446
GSE205335	P1062	PFKP	444
GSE205335	P1062	PIM1	648
GSE205335	P1062	PLA2G4A	7
GSE205335	P1062	PLSCR1	538
GSE205335	P1062	PML	358
GSE205335	P1062	PNP	295
GSE205335	P1062	PNPT1	192
GSE205335	P1062	POLL	90
GSE205335	P1062	POLM	101
GSE205335	P1062	PRKDC	1014
