contrast_id	accession	gene	module	module_short	n_genes	delta_mean	delta_median	frac_genes_down	frac_genes_up	p_sample	p_gene_mw	p_gene_wilcoxon	n_kd	n_ctrl	q_sample_bh
GSE256329_Cldn7KO_vs_WT_large_intestine	GSE256329	CLDN7	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	85	0.17355260418599627	0.11533346955795665	0.29411764705882354	0.7058823529411765	0.3392223479461532	0.00016251020176115692	0.00012718240663124822	2	2	0.5653705799102553
GSE256329_Cldn7KO_vs_WT_large_intestine	GSE256329	CLDN7	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	180	0.19979826379905674	0.11535756372795847	0.35555555555555557	0.6444444444444445	0.19586037754810995	1.8080150793025313e-07	1.634846516312914e-06	2	2	0.5653705799102553
GSE256329_Cldn7KO_vs_WT_large_intestine	GSE256329	CLDN7	HALLMARK_DNA_REPAIR	DNA_REPAIR	137	0.06698153684496333	0.05700010236754416	0.40875912408759124	0.5912408759124088	0.256015002102961	0.012112069467445004	0.004226339375269209	2	2	0.5653705799102553
GSE207704_T47D_CLDN4KO_vs_WT	GSE207704	CLDN4	NHEJ_CORE	NHEJ_CORE	11	0.055105277331146674	0.07081758226765356	0.45454545454545453	0.5454545454545454		0.8469145693096201	1.0	1	1	
GSE207704_T47D_CLDN4KO_vs_WT	GSE207704	CLDN4	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	3	0.11397727760784981	0.16942173196562482	0.3333333333333333	0.6666666666666666				1	1	
GSE207704_T47D_CLDN4KO_vs_WT	GSE207704	CLDN4	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	60	-0.37259196936972083	-0.2226880985478621	0.7166666666666667	0.2833333333333333		0.00011451259261904913	0.0002462985454291489	1	1	
GSE207704_T47D_CLDN4KO_vs_WT	GSE207704	CLDN4	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	114	-0.20855670767071377	-0.07813197303019259	0.6140350877192983	0.38596491228070173		0.013449338213305864	0.007385186396773255	1	1	
GSE207704_T47D_CLDN4KO_vs_WT	GSE207704	CLDN4	HALLMARK_DNA_REPAIR	DNA_REPAIR	133	-0.05035753710217339	-0.0031059407633691194	0.5037593984962406	0.49624060150375937		0.7635866075706311	0.5922183314488976	1	1	
GSE207704_MCF7_CLDN4KO_vs_WT	GSE207704	CLDN4	NHEJ_CORE	NHEJ_CORE	11	0.05288695664283072	0.10769418571341305	0.36363636363636365	0.6363636363636364		0.5815973319467311	0.51953125	1	1	
GSE207704_MCF7_CLDN4KO_vs_WT	GSE207704	CLDN4	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	3	0.28582740260781314	0.2427268392098032	0.0	1.0				1	1	
GSE207704_MCF7_CLDN4KO_vs_WT	GSE207704	CLDN4	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	60	0.015159590540068546	0.046679615954189346	0.43333333333333335	0.5666666666666667		0.9620968301177499	0.7460057700658305	1	1	
GSE207704_MCF7_CLDN4KO_vs_WT	GSE207704	CLDN4	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	114	-0.021519906492101892	0.021851707874251503	0.4824561403508772	0.5175438596491229		0.7472213758874677	0.9133177216893924	1	1	
GSE207704_MCF7_CLDN4KO_vs_WT	GSE207704	CLDN4	HALLMARK_DNA_REPAIR	DNA_REPAIR	133	0.04174573267774484	0.052326184349605676	0.38345864661654133	0.6165413533834586		0.2772223946516431	0.006424646132314814	1	1	
GSE50927_naiveLung_Cldn4KO_vs_WT	GSE50927	CLDN4	NHEJ_CORE	NHEJ_CORE	12	-0.02619891958333333	-0.0150246665	0.5833333333333334	0.4166666666666667		0.647698008072684	0.7333984375	1	0	
GSE50927_naiveLung_Cldn4KO_vs_WT	GSE50927	CLDN4	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	2	-0.12148083300000001	-0.12148083300000001	0.5	0.5				1	0	
GSE50927_naiveLung_Cldn4KO_vs_WT	GSE50927	CLDN4	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	87	0.29617212856321834	0.186874897	0.20689655172413793	0.7931034482758621		7.1260047043458624e-09	1.0614233827031627e-07	1	0	
GSE50927_naiveLung_Cldn4KO_vs_WT	GSE50927	CLDN4	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	182	0.24874786707692306	0.168144945	0.2802197802197802	0.7197802197802198		5.859213909302901e-11	7.997322220493723e-09	1	0	
GSE50927_naiveLung_Cldn4KO_vs_WT	GSE50927	CLDN4	HALLMARK_DNA_REPAIR	DNA_REPAIR	141	0.06770708813475178	0.060488652	0.3900709219858156	0.6028368794326241		0.009552012356993116	0.0008549611145272668	1	0	
GSE22493_CLDN4KD_vs_CLDN4OE	GSE22493	CLDN4	NHEJ_CORE	NHEJ_CORE	9	-0.08031481481481484	0.35941666666666655	0.4444444444444444	0.5555555555555556	0.746679007800353	0.6956068736037645	0.65234375	3	0	0.8256684055633609
GSE22493_CLDN4KD_vs_CLDN4OE	GSE22493	CLDN4	NHEJ_53BP1_SHIELDIN	NHEJ_53BP1	3	0.14838333333333334	-0.12278333333333334	0.6666666666666666	0.3333333333333333	0.7366388452345528			3	0	0.8256684055633609
GSE22493_CLDN4KD_vs_CLDN4OE	GSE22493	CLDN4	HALLMARK_INTERFERON_ALPHA_RESPONSE	IFN_ALPHA	68	-0.0542511861438727	-0.02120833333333333	0.5441176470588235	0.45588235294117646	0.8256684055633609	0.7258684881890998	0.37561685012069446	3	0	0.8256684055633609
GSE22493_CLDN4KD_vs_CLDN4OE	GSE22493	CLDN4	HALLMARK_INTERFERON_GAMMA_RESPONSE	IFN_GAMMA	147	-0.10067874568006657	-0.06495000000000002	0.54421768707483	0.4557823129251701	0.7772925559406327	0.688474796700927	0.36137929788567036	3	0	0.8256684055633609
GSE22493_CLDN4KD_vs_CLDN4OE	GSE22493	CLDN4	HALLMARK_DNA_REPAIR	DNA_REPAIR	115	0.1470460569036227	0.2065	0.391304347826087	0.6086956521739131	0.42458643531400464	0.00570239898429481	0.008153755914570345	3	0	0.8256684055633609
