interaction_name	prob_high_207422	prob_low_207422	delta_prob_207422	pval_high_207422	pval_low_207422	sig_high_207422	sig_low_207422	sig_207422	detected_207422	prob_high_131907	prob_low_131907	delta_prob_131907	pval_high_131907	pval_low_131907	sig_high_131907	sig_low_131907	sig_131907	detected_131907	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	ligand_class	arm_207422	arm_131907	concordance	sig_either	mean_delta	abs_mean_delta	key_pair	n_mal_high_207422	n_mal_low_207422	n_tnk_207422	n_patients_207422	n_mal_high_131907	n_mal_low_131907	n_tnk_131907	n_patients_131907	n_patients_pair
HLA-DOA_CD4	0.0185064912159165	0.0	0.0185064912159165	0.0099009900990099	1.0	True	False	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	MHC-II	Cell-Cell Contact	HLA-DOA	CD4	HLA-DOA	CD4	other	high	ns	only_207422_undetected_131907	True	0.00925324560795825	0.00925324560795825	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMB2_CD44	0.0	0.0027172208134183	-0.0027172208134183	1.0	0.0396039603960396	False	True	True	True	0.0833186161574963	0.0965180175729651	-0.0131994014154687	0.99009900990099	0.0198019801980198	False	True	True	True	LAMININ	ECM-Receptor	LAMB2	CD44	LAMB2	CD44	other	low	low	both_sig_same	True	-0.0079583111144435	0.0079583111144435	False	4203	4204	33760	12	10379	10379	34741	32	44
THBS1_CD47	0.0277401611489062	0.0122129156366208	0.0155272455122853	0.0099009900990099	1.0	True	False	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	THBS	ECM-Receptor	THBS1	CD47	THBS1	CD47	other	high	ns	only_207422_undetected_131907	True	0.00776362275614265	0.00776362275614265	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMB3_ITGA1_ITGB1	0.1190334912638237	0.1331634100125727	-0.014129918748749	0.9603960396039604	0.0495049504950495	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMB3	ITGA1_ITGB1	LAMB3	ITGB1|ITGA1	other	low	ns	only_207422_undetected_131907	True	-0.0070649593743745	0.0070649593743745	False	4203	4204	33760	12	10379	10379	34741	32	44
SFTPD_ADGRE5	0.0199887468593532	0.0111212292505917	0.0088675176087614	0.0891089108910891	0.9306930693069309	False	False	False	True	0.0993929199031243	0.1216427775977861	-0.0222498576946617	1.0	0.0099009900990099	False	True	True	True	ADGRE	Cell-Cell Contact	SFTPD	ADGRE5	SFTPD	ADGRE5	other	ns	low	only_131907	True	-0.00669117004295015	0.00669117004295015	False	4203	4204	33760	12	10379	10379	34741	32	44
LPAR1_ADGRE5	0.0316394839074369	0.0431954073520595	-0.0115559234446225	0.99009900990099	0.0198019801980198	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	ADGRE	Cell-Cell Contact	LPAR1	ADGRE5	LPAR1	ADGRE5	other	low	ns	only_207422_undetected_131907	True	-0.00577796172231125	0.00577796172231125	False	4203	4204	33760	12	10379	10379	34741	32	44
CLEC2B_KLRB1	0.0028623640794373	0.0045641388020369	-0.0017017747225995	0.9504950495049505	0.0594059405940594	False	False	False	True	0.0771893037258475	0.0862994138898025	-0.009110110163955	0.9702970297029704	0.0396039603960396	False	True	True	True	CLEC	Cell-Cell Contact	CLEC2B	KLRB1	CLEC2B	KLRB1	other	ns	low	only_131907	True	-0.00540594244327725	0.00540594244327725	False	4203	4204	33760	12	10379	10379	34741	32	44
LPAR2_ADGRE5	0.0388416719899666	0.0533387220702711	-0.0144970500803044	1.0	0.0099009900990099	False	True	True	True	0.0063037591214134	0.0022023394260417	0.0041014196953716	0.0099009900990099	1.0	True	False	True	True	ADGRE	Cell-Cell Contact	LPAR2	ADGRE5	LPAR2	ADGRE5	other	low	high	both_sig_discordant	True	-0.0051978151924664	0.0051978151924664	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DRB3_CD4	0.0038040269165987	0.0087506495344905	-0.0049466226178918	0.9801980198019802	0.0396039603960396	False	True	True	True										MHC-II	Cell-Cell Contact	HLA-DRB3	CD4	HLA-DRB3	CD4	other	low	ns	only_207422_undetected_131907	True	-0.0049466226178918	0.0049466226178918	False	4203	4204	33760	12	10379	10379	34741	32	44
FN1_ITGA4_ITGB1	0.0011028356814378	0.0	0.0011028356814378	0.0099009900990099	1.0	True	False	True	True	0.0243897647395548	0.0200794935283113	0.0043102712112435	0.0099009900990099	1.0	True	False	True	True	FN1	ECM-Receptor	FN1	ITGA4_ITGB1	FN1	ITGA4|ITGB1	other	high	high	both_sig_same	True	0.00270655344634065	0.00270655344634065	False	4203	4204	33760	12	10379	10379	34741	32	44
PPIA_BSG	0.5306440173045823	0.5466570149614048	-0.0160129976568225	1.0	0.0099009900990099	False	True	True	True	0.6581906146632787	0.646486356074425	0.0117042585888537	0.0099009900990099	1.0	True	False	True	True	CypA	Secreted Signaling	PPIA	BSG	PPIA	BSG	other	low	high	both_sig_discordant	True	-0.0021543695339844	0.0021543695339844	False	4203	4204	33760	12	10379	10379	34741	32	44
FN1_ITGA4_ITGB7	0.0005132521804363	0.0	0.0005132521804363	0.0099009900990099	1.0	True	False	True	True	0.0143410426409834	0.0117851757504305	0.0025558668905529	0.0099009900990099	1.0	True	False	True	True	FN1	ECM-Receptor	FN1	ITGA4_ITGB7	FN1	ITGA4|ITGB7	other	high	high	both_sig_same	True	0.0015345595354946	0.0015345595354946	False	4203	4204	33760	12	10379	10379	34741	32	44
THBS3_CD47	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0018622488539091	0.0	0.0018622488539091	0.0099009900990099	1.0	True	False	True	True	THBS	ECM-Receptor	THBS3	CD47	THBS3	CD47	other	ns	high	only_131907_undetected_207422	True	0.00093112442695455	0.00093112442695455	False	4203	4204	33760	12	10379	10379	34741	32	44
PVR_CD226	0.0020793526266817	0.0038174056630845	-0.0017380530364027	0.99009900990099	0.0198019801980198	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	PVR	Cell-Cell Contact	PVR	CD226	PVR	CD226	barrier|inhibitory	low	ns	only_207422_undetected_131907	True	-0.00086902651820135	0.00086902651820135	False	4203	4204	33760	12	10379	10379	34741	32	44
CLEC2D_KLRB1	0.0	0.0015451174345123	-0.0015451174345123	1.0	0.0099009900990099	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CLEC	Cell-Cell Contact	CLEC2D	KLRB1	CLEC2D	KLRB1	other	low	ns	only_207422_undetected_131907	True	-0.00077255871725615	0.00077255871725615	False	4203	4204	33760	12	10379	10379	34741	32	44
TNFSF9_TNFRSF9	0.0016313803039411	0.0001922469094732	0.0014391333944678	0.0099009900990099	1.0	True	False	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CD137	Secreted Signaling	TNFSF9	TNFRSF9	TNFSF9	TNFRSF9	other	high	ns	only_207422_undetected_131907	True	0.0007195666972339	0.0007195666972339	False	4203	4204	33760	12	10379	10379	34741	32	44
LAMB2_ITGA1_ITGB1	0.0	0.0010899515346906	-0.0010899515346906	1.0	0.0396039603960396	False	True	True	True	0.0	0.0	0.0	1.0	1.0	False	False	False	False	LAMININ	ECM-Receptor	LAMB2	ITGA1_ITGB1	LAMB2	ITGB1|ITGA1	other	low	ns	only_207422_undetected_131907	True	-0.0005449757673453	0.0005449757673453	False	4203	4204	33760	12	10379	10379	34741	32	44
ITGAV_ITGB1_ADGRE5	0.3107417042581072	0.3199150342827129	-0.0091733300246057	0.9702970297029704	0.0396039603960396	False	True	True	True	0.1228711267504957	0.114565991392762	0.0083051353577337	0.0099009900990099	1.0	True	False	True	True	ADGRE	Cell-Cell Contact	ITGAV_ITGB1	ADGRE5	ITGAV|ITGB1	ADGRE5	other	low	high	both_sig_discordant	True	-0.0004340973334359998	0.0004340973334359998	False	4203	4204	33760	12	10379	10379	34741	32	44
HLA-DQA2_CD4	0.0	0.0	0.0	1.0	1.0	False	False	False	False	9.237135710809474e-05	0.0	9.237135710809474e-05	0.0099009900990099	1.0	True	False	True	True	MHC-II	Cell-Cell Contact	HLA-DQA2	CD4	HLA-DQA2	CD4	other	ns	high	only_131907_undetected_207422	True	4.618567855404737e-05	4.618567855404737e-05	False	4203	4204	33760	12	10379	10379	34741	32	44
CCL5_CCR5	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CCL	Secreted Signaling	CCL5	CCR5	CCL5	CCR5	recruit	ns	ns	not_differential	False	0.0	0.0	True	4203	4204	33760	12	10379	10379	34741	32	44
CXCL10_CXCR3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CXCL	Secreted Signaling	CXCL10	CXCR3	CXCL10	CXCR3	recruit	ns	ns	not_differential	False	0.0	0.0	True	4203	4204	33760	12	10379	10379	34741	32	44
CXCL9_CXCR3	0.0	0.0	0.0	1.0	1.0	False	False	False	False	0.0	0.0	0.0	1.0	1.0	False	False	False	False	CXCL	Secreted Signaling	CXCL9	CXCR3	CXCL9	CXCR3	recruit	ns	ns	not_differential	False	0.0	0.0	True	4203	4204	33760	12	10379	10379	34741	32	44
