cohort	sample_id	CLAUDIN7	ECADHERIN	EMA	KU80	HLADQA1	EPITHELIAL_ZMEAN
LUAD	TCGA-50-5045	-0.14158	-0.010613	0.3033209	-0.16841		-0.4955674466523489
LUAD	TCGA-50-5049	-0.26181	-1.3475	-0.6724529	0.22473		-1.2599141997379721
LUAD	TCGA-50-5051	1.2951	1.0421	0.3228865	-0.14518		0.4390021559515447
LUAD	TCGA-50-5066	-0.57761	-1.6762	-0.848117	-0.05164		-1.5399824630301648
LUAD	TCGA-50-5068	0.57982	-0.066548	1.829419	-0.015889		0.09006288771338895
LUAD	TCGA-50-5072	1.8477	0.83679	0.894528	0.15893		0.6939321456597097
LUAD	TCGA-50-5930	1.9299	-0.25481	2.018508	-0.76642		0.5629579311086678
LUAD	TCGA-50-5931	-0.58579	-1.267	-2.031935	1.0116		-1.651620399072833
LUAD	TCGA-50-5932	0.38918	-0.41919	-0.9563213	-0.65066		-0.731513733139704
LUAD	TCGA-50-5933	0.63308	-0.4398	0.4943899	0.33511		-0.32679195934420774
LUAD	TCGA-50-5936	0.029978	0.3509	2.110393	0.34184		0.10514864181550816
LUAD	TCGA-50-5939	-0.61472	-1.9731	0.2706184	-0.11621		-1.41734728447671
LUAD	TCGA-50-5941	-0.16464	0.52398	1.873817	0.42905		0.04547567479744519
LUAD	TCGA-50-5942	0.74039	0.047508		0.51404		
LUAD	TCGA-50-5944	0.38519	0.91415		0.26334		
LUAD	TCGA-50-5946	0.7568	0.34204	1.124479	-0.21902		0.15325019195519038
LUAD	TCGA-50-6590	-1.0156	-2.1919	-1.876807	0.2832		-2.125087163047658
LUAD	TCGA-50-6591	-1.0212	-1.9891	-3.279956	0.63395		-2.3621097128637296
LUAD	TCGA-50-6592	0.56175	-0.87653	-0.9198696	-0.53835		-0.8314244030006313
LUAD	TCGA-50-6593	0.36497	0.25187	0.6663958	0.5047		-0.1279482698706882
LUAD	TCGA-50-6594	0.48008	-0.18765	0.9381292	-0.52391		-0.19031409928377585
LUAD	TCGA-50-6595	0.057305	-0.79079	-0.5995883	-0.16972		-0.9155975583881819
LUAD	TCGA-50-6597	0.51215	2.2812	2.163915	0.40184		1.0227892068562816
LUAD	TCGA-50-6673	0.14598	0.52568	1.035235	0.48819		-0.0244611991530805
LUAD	TCGA-50-7109	0.56148	1.229	3.514697	-0.40042		0.9447410462111933
LUAD	TCGA-50-8457	0.16027	0.64567	1.094819	-0.0010363		0.039231587043627746
LUAD	TCGA-50-8459	0.45699	0.43081	-0.6582181	0.05286		-0.3202452278019131
LUAD	TCGA-50-8460	-1.2206	0.47414	2.746671	0.14344		-0.17213776393278538
LUAD	TCGA-53-7624	1.1095	2.2244	0.7275368	-0.096153		0.9047927569314064
LUAD	TCGA-53-7626	0.51304	0.052606	1.199091	-0.31117		-0.02974122852758874
LUAD	TCGA-53-7813	0.97605	0.8116	1.044192	-0.54299		0.3936706373385633
LUAD	TCGA-53-A4EZ	1.4932	0.45221	-0.3635994	-0.029647		0.13831398751793256
LUAD	TCGA-55-1592	0.42851	0.46762	0.1827822	0.12202		-0.13040906542537575
LUAD	TCGA-55-1594	0.25657	0.35437	-1.894109	0.10196		-0.6976793266406532
LUAD	TCGA-55-1596	1.041	0.93491	1.696958	0.18131		0.6090337580087183
LUAD	TCGA-55-5899	-0.50142	-0.50613	-0.8153291	-0.042501		-1.0639846873405867
LUAD	TCGA-55-6543	0.18557	0.47375	2.017388	-0.15385		0.18858789561176503
LUAD	TCGA-55-6712	-0.10627	0.76488	1.426057	0.6768		0.05851325238474639
LUAD	TCGA-55-6969	-0.79753	-1.5166	-1.611932	-0.10218		-1.7310959124927539
LUAD	TCGA-55-6970	0.96244	-0.33074		0.12951		
LUAD	TCGA-55-6971	0.56534	-0.29304	2.601318	-0.23136		0.1706684741331935
LUAD	TCGA-55-6978	-0.2023	-0.068659		-0.20645		
LUAD	TCGA-55-6979	-0.45449	-0.087281	-1.835694	0.19228		-1.1152468051793478
LUAD	TCGA-55-6981	-0.67455	1.2722	0.777037	0.27535		-0.10573616698409782
LUAD	TCGA-55-6982	-0.75646	0.01566	4.524161	-0.13879		0.2221259761010191
LUAD	TCGA-55-7573	0.10197	1.1036	2.786399	0.18019		0.5651822335739268
LUAD	TCGA-55-7574	-0.089858	-0.40449	0.08010702	-0.71222		-0.6741128470947304
LUAD	TCGA-55-7728	1.1646	1.5618	1.463095	-0.45314		0.8390508939725735
LUAD	TCGA-55-7815	1.6914	0.51825	2.998281	-0.36027		0.9826362570178467
LUAD	TCGA-55-7910	0.86001	0.79272	2.327712	-0.42567		0.6281687604656851
LUAD	TCGA-55-7911	0.048946	0.69185	2.789636	0.1594		0.391212462200357
LUAD	TCGA-55-8505	0.89753	0.50738	1.679879	-0.1397		0.39099997217357013
LUAD	TCGA-55-8506	-0.49733	-0.57756	2.398464	-0.16754		-0.37640491184480646
LUAD	TCGA-55-8507	0.72345	0.55595	3.524404	-0.16674		0.7537658973789657
LUAD	TCGA-55-8620	1.1836	0.27721	0.7903777	0.24886		0.21336820454666758
LUAD	TCGA-55-A494	1.0109	0.85507	0.6700141	0.29568		0.33997839800502244
LUAD	TCGA-62-8394	0.04638	1.188	-0.5175206	0.17084		-0.15665123815042378
LUAD	TCGA-62-8395	1.3557	1.4324	0.4582088	0.069742		0.6384521029769664
LUAD	TCGA-62-8398	1.8878	0.86843	2.310868	0.48903		1.0349455935192335
LUAD	TCGA-62-A46O	1.519	0.45293	1.930139	0.13218		0.6570156080584065
LUAD	TCGA-62-A46P	1.3114	0.85941	2.096179	-0.018623		0.7696833467509304
LUAD	TCGA-62-A46R	-0.2484	0.13651	1.505149	-0.087091		-0.21328258983733742
LUAD	TCGA-62-A46S	1.0549	0.72461	2.483683	-0.36033		0.7095713704077581
LUAD	TCGA-62-A46V	-0.17762	0.55682	3.782025	0.16124		0.4763272140331867
LUAD	TCGA-62-A471	1.6237	0.17524	1.493831	0.14258		0.4946207312252116
LUAD	TCGA-64-1676	-0.49717	-0.20042	1.088548	-0.17702		-0.5249835864357825
LUAD	TCGA-64-1677	0.88163	0.075614	0.5397337	-0.24174		-0.030352141627493
LUAD	TCGA-64-1678	1.5438	-0.52024	-2.009358	-0.75812		-0.5739950001382005
LUAD	TCGA-64-1679	-0.39288	-0.43406	-1.714287	-0.18401		-1.1959392190125666
LUAD	TCGA-64-1680	0.11272	0.20609	1.929271	0.094814		0.041217503460486436
LUAD	TCGA-64-1681	-0.20297	0.98628	1.854424	0.17118		0.20093288681115287
LUAD	TCGA-64-5774	0.93593	-0.57946	-0.04951716	0.077459		-0.38745320039929454
LUAD	TCGA-64-5778	-0.083843	-0.29991	-0.4521733	0.23257		-0.7505946838158671
LUAD	TCGA-64-5779	0.047313	0.82719	-2.642596	0.23138		-0.7635355462574419
LUAD	TCGA-64-5781	0.16758	-0.08261	3.324614	-0.97853		0.2624856172349295
LUAD	TCGA-64-5815	-0.059902	-0.57191	1.283678	-0.082251		-0.45899494320804574
LUAD	TCGA-67-3771	0.27134	0.06371	2.080217	0.12557		0.08006961012864104
LUAD	TCGA-67-6215	0.40906	0.63179	6.128326	-0.082593		1.243108564344867
LUAD	TCGA-67-6216	-0.083276	-0.10773	1.214359	0.29449		-0.3083466970832266
LUAD	TCGA-67-6217	0.20783	0.71933	1.874147	0.11707		0.2575195976434063
LUAD	TCGA-69-7760	0.55601	1.1164	0.3260391	-0.20502		0.19295685270202687
LUAD	TCGA-69-7761	0.86198	1.332	2.402181	-0.50533		0.8484019283139436
LUAD	TCGA-69-7763	1.1262	0.53097	1.868849	-0.12901		0.5267938292956263
LUAD	TCGA-69-7764	1.3476	1.0793	2.225282	-0.33459		0.8945434314860056
LUAD	TCGA-69-7765	0.16098	0.47395		-0.1782		
LUAD	TCGA-69-8255	0.46796	-0.58435	-0.463711	-0.20644		-0.6551168495730189
LUAD	TCGA-69-A59K	-1.0492	0.90593	0.4134275	-0.19297		-0.46351295970282713
LUAD	TCGA-71-6725	1.0709	2.026		0.17824		
LUAD	TCGA-71-8520	-0.57611	0.8622	1.813272	0.056962		0.0064094877184777506
LUAD	TCGA-73-4658	-0.32636	-0.27153	0.7229841	-0.31347		-0.5693572731595988
LUAD	TCGA-73-4659	0.095335	-0.33557	0.8122476	-0.50683		-0.41692047024788037
LUAD	TCGA-73-4670	1.378	0.088281	0.07209695	0.138		0.055170051783472486
LUAD	TCGA-73-4675	2.2384	0.99509	1.832595	0.1283		1.1068334220502292
LUAD	TCGA-73-4676	-0.14123	-0.15067	0.4061225	-0.36566		-0.5253482980963637
LUAD	TCGA-73-7498	2.3069	0.98139	2.092818	-0.11585		1.1848651121917886
LUAD	TCGA-73-7499	-0.86452	-0.75509	-0.4456818	-0.25275		-1.210648818425107
LUAD	TCGA-73-A9RS	2.4885	0.66545	2.484942	0.29974		1.2204346988590598
LUAD	TCGA-75-5122	-0.61043	-1.8349	0.174054	0.069993		-1.3851571073421878
LUAD	TCGA-75-5125	-0.26672	0.67271	0.1203525	0.04518		-0.32547253404810966
LUAD	TCGA-75-6203	-0.32111	0.36939	0.7381549	-0.68452		-0.32280312875928335
LUAD	TCGA-75-6205	-0.71937	0.17673	1.654442	0.84487		-0.3400787823383274
LUAD	TCGA-75-6206	0.3021	0.71058	0.8183784	0.25378		0.05505430433852051
LUAD	TCGA-75-6207	0.027526	1.3713	-0.09020433	0.60441		0.0001291551492895726
LUAD	TCGA-75-6211	-0.079584	-0.35049	-0.3288487	0.64853		-0.7406913551996017
LUAD	TCGA-75-6212	0.21052	0.37202	2.934969	0.40276		0.3631265500368901
LUAD	TCGA-75-6214	0.67718	0.62624	0.8783311	-0.54054		0.17602184158034154
LUAD	TCGA-75-7027	0.65922	0.36255	-1.039242	-0.26916		-0.3552974050428208
LUAD	TCGA-75-7030	0.59466	0.96434	0.9822452	0.15095		0.2956606099095914
LUAD	TCGA-75-7031	0.10851	1.1061	2.051975	0.16219		0.4056300233368791
LUAD	TCGA-78-7143	0.41277	1.1545	1.133085	-0.24691		0.333091271059576
LUAD	TCGA-78-7145	-0.45283	0.89251	0.9229574	-0.0029483		-0.1338670848832149
LUAD	TCGA-78-7146	0.34317	1.3669	0.2973708	-0.44935		0.2017733563055868
LUAD	TCGA-78-7147	0.33718	1.6543	1.536401	-0.007676		0.5825875339286277
LUAD	TCGA-78-7148	1.0845	0.58413	2.07225	0.12365		0.5764257794387052
LUAD	TCGA-78-7149	2.2513	1.127	3.859515	-0.092228		1.6109283896494995
LUAD	TCGA-78-7150	1.1983	0.79008	0.2842342	-0.031317		0.29958982847852766
LUAD	TCGA-78-7152	1.0923	0.015041	2.917018	-0.4168		0.5525269187568552
LUAD	TCGA-78-7153	1.7271	0.78564	1.142142	-0.23503		0.6847846442550646
LUAD	TCGA-78-7154	-0.1309	0.85302	-0.1785972	-0.50832		-0.27344139702781073
LUAD	TCGA-78-7155	1.4079	1.0229	-3.165169	0.14997		-0.3000856288166383
LUAD	TCGA-78-7156	3.5057	2.0104	1.979612	-0.45853		1.9926420899510895
LUAD	TCGA-78-7158	1.0565	0.39612	1.465108	0.087016		0.36056513124312656
LUAD	TCGA-78-7159	1.6969	0.49567	1.578666	-0.60915		0.6612553556460307
LUAD	TCGA-78-7160	1.3569	-0.18945	2.647956	-0.30299		0.5142181475743147
LUAD	TCGA-78-7161	1.6842	1.3614	2.844536	-0.074527		1.2632085455747757
LUAD	TCGA-78-7162	2.4816	1.6763	2.18303	-0.18914		1.531370222405757
LUAD	TCGA-78-7163	-0.40984	0.95541	1.374134	-0.70587		0.005875490878826421
LUAD	TCGA-78-7166	1.8766	0.82647	2.865147	-0.62059		1.137950080540601
LUAD	TCGA-78-7167	2.6436	1.779	1.296053	0.22935		1.433472838947253
LUAD	TCGA-78-7535	0.31984	0.39289	2.234976	0.44747		0.2563288656686901
LUAD	TCGA-78-7536	-0.16509	0.3457	1.872993	0.085328		-0.02197758640232017
LUAD	TCGA-78-7537	1.9041	1.278	3.960072	-0.17771		1.5610211520264439
LUAD	TCGA-78-7539	0.47215	0.26988	2.28069	0.033618		0.2767817587598116
LUAD	TCGA-78-7540	0.39663	1.9172	0.9976506	-0.3038		0.5841219261975474
LUAD	TCGA-78-7542	0.74019	0.19416	2.083895	-0.59571		0.30425164954765227
LUAD	TCGA-78-7633	3.5798	1.7548	2.522506	0.12346		2.0444134578069217
LUAD	TCGA-78-8662	1.2555	-1.6645	2.354351	0.061067		-0.14380143006384927
LUAD	TCGA-80-5607	0.74817	0.3494	0.7932424	-0.39913		0.07933151418619358
LUAD	TCGA-80-5608	0.12999	0.19897	-0.03131793	-0.68791		-0.38997883100025876
LUAD	TCGA-80-5611	-0.45395	-0.98865	0.7747455	0.10608		-0.8752165855638698
LUAD	TCGA-83-5908	-0.42531	-0.034251	-0.481041	-0.3114		-0.7839257509192935
LUAD	TCGA-86-6562	1.225	1.2214	3.089044	-0.060676		1.0940761282015838
LUAD	TCGA-86-6851	-0.57055	0.15312	-1.534667	-0.19636		-1.001120217623841
LUAD	TCGA-86-7701	0.62321	-0.069186	-0.3280467	-0.26417		-0.37341295959881454
LUAD	TCGA-86-7711	0.60225	-1.1192	2.874111	-0.48939		-0.06605655844920988
LUAD	TCGA-86-7713	2.7654	1.4541	2.404366	-0.13618		1.6023218207963212
LUAD	TCGA-86-7953	1.106	0.80445	-2.06087	-0.71795		-0.24954420889764206
LUAD	TCGA-86-7954	0.5372	1.3208	1.282517	-0.35641		0.47508426555943517
LUAD	TCGA-86-7955	3.4612	0.94852	0.2007097	-0.52005		1.1817883600455568
LUAD	TCGA-86-8054	2.776	0.011781	0.2264585	0.16652		0.5802388053583108
LUAD	TCGA-86-8055	-0.7173	0.36646	1.614673	-0.066802		-0.2767188145519561
LUAD	TCGA-86-8056	0.93027	1.6854	3.860469	0.17342		1.3303069241963386
LUAD	TCGA-86-8073	0.24017	1.0078	0.5391024	0.20998		0.08195262407769277
LUAD	TCGA-86-8074	1.2582	0.66509	1.144778	0.052008		0.4657109961722576
LUAD	TCGA-86-8075	-0.09639	0.58335	1.524642	0.15453		0.01572906214267637
LUAD	TCGA-86-8076	0.027673	-2.8347	1.821504	-0.65103		-1.1588300800082922
LUAD	TCGA-86-8278	-0.18104	0.56083	1.402709	-0.35153		-0.0512601677242702
LUAD	TCGA-86-8279	-0.45048	0.43795	2.072756	-0.22941		-0.049016075457607
LUAD	TCGA-86-8280	0.40771	0.89289	1.868685	0.16886		0.39592747189891525
LUAD	TCGA-86-8281	1.7909	1.1045	3.25409	0.074588		1.2970275824358326
LUAD	TCGA-86-8358	-1.1579	-1.0011	-0.001739791	0.033153		-1.3138070520186576
LUAD	TCGA-86-8359	0.96374	-0.20195	2.256527	-0.12587		0.27654623945926254
LUAD	TCGA-86-8585	-0.18017	0.28668	1.758938	0.034324		-0.07509917445659182
LUAD	TCGA-86-8668	-1.0338	0.56518	3.649834	0.27291		0.13191718676154326
LUAD	TCGA-86-8669	1.6397	1.2587	1.417341	-0.24285		0.8914051759977063
LUAD	TCGA-86-8671	-0.55585	0.35746	-0.1778748	-0.24325		-0.6177547340517814
LUAD	TCGA-86-8673	0.0099511	-0.22989	3.151191	-0.61625		0.10998983809448275
LUAD	TCGA-86-A456	-0.032798	0.064151	2.63554	-0.17866		0.09038367095076527
LUAD	TCGA-86-A4D0	1.8265	0.38473	0.139447	0.1532		0.3483939373348169
LUAD	TCGA-86-A4JF	0.76245	-0.37466	3.205041	0.061289		0.34714011427407865
LUAD	TCGA-86-A4P7	-0.76325	-0.27803	2.54034	0.075417		-0.33102966714475324
LUAD	TCGA-86-A4P8	-0.14934	-0.58222	0.1569661	-0.12642		-0.7460674053571837
LUAD	TCGA-91-6828	0.082575	0.74186	-0.6847508	0.63298		-0.3482198450819633
LUAD	TCGA-91-6829	0.093988	-2.1696	-0.4763953	0.055241		-1.3936072718023667
LUAD	TCGA-91-6830	1.1843	1.6853	0.5826454	-0.15439		0.6975393511815566
LUAD	TCGA-91-6831	-0.43316	-1.016	-2.928544	-0.00086427		-1.6993182835120415
LUAD	TCGA-91-6835	-0.70771	-0.19143	0.2690409	0.32526		-0.7816537297557865
LUAD	TCGA-91-6836	0.97446	0.38459		-0.1048		
LUAD	TCGA-91-6840	-0.16526	1.0929	-1.855023	0.34823		-0.5678205644664205
LUAD	TCGA-91-6847	0.27552	0.74324	-3.82875	0.8175		-0.9734473999488312
LUAD	TCGA-91-6848	-1.0052	-3.3912	-2.661246	-0.16696		-2.7466481249375825
LUAD	TCGA-91-6849	1.1907	-0.41838	0.3373874	-0.39497		-0.14629848543503274
LUAD	TCGA-91-7771	1.7237	1.7015	1.456985	-0.53843		1.0980880087470144
LUAD	TCGA-91-8496	0.93059	0.96135	2.988051	-0.11188		0.8643625664854863
LUAD	TCGA-91-8497	1.2548	0.10495	1.724797	-0.026501		0.38228586331360964
LUAD	TCGA-91-8499	1.0441	0.26151	-1.527586	0.25461		-0.358606776954922
LUAD	TCGA-91-A4BC	-1.0322	-0.92578	0.9162087	-0.032225		-1.0350991003840528
LUAD	TCGA-91-A4BD	0.28957	0.42424	1.619399	-0.21634		0.1203186718988747
LUAD	TCGA-93-7348	-0.26192	-0.364	2.183983	-0.62638		-0.25610389315836785
LUAD	TCGA-93-A4JN	0.46161	0.41231	1.437108	4.47e-05		0.13933416532866041
LUAD	TCGA-93-A4JO	0.032282	0.14945	1.395623	-0.075159		-0.12838320448179605
LUAD	TCGA-93-A4JP	0.66186	0.89905	1.392658	-0.16792		0.3871090152464017
LUAD	TCGA-93-A4JQ	-0.44272	0.13471	0.3290335	-0.062922		-0.5470949517125966
LUAD	TCGA-95-7039	0.17891	1.3548	0.5209995	-0.10877		0.18577520951053858
LUAD	TCGA-95-7043	0.057062	1.443	1.466075	0.33807		0.3833383955552812
LUAD	TCGA-95-7567	0.98834	1.0854	0.8586612	0.27477		0.46013686714516905
LUAD	TCGA-95-7944	0.20039	-0.62348	0.7469856	-0.63144		-0.5007175810863976
LUAD	TCGA-95-7947	0.84711	0.65634	1.253954	-0.37835		0.3338400091045555
