sample	origin	n_cells	n_epithelial	n_malignant	n_tnk	n_cd8	n_b	frac_tnk	frac_cd8	frac_b	frac_immune	epi_TACSTD2_mean	epi_TACSTD2_pct	mal_TACSTD2_mean	mal_TACSTD2_pct	epi_CLDN4_mean	epi_CLDN4_pct	mal_CLDN4_mean	mal_CLDN4_pct
LUNG_T34	tLung	3280	2486	0	366	38	37	0.11158536585365854	0.011585365853658536	0.011280487804878048	0.2274390243902439	1.6938832449052441	89.25985518905874			1.6615277661072394	91.2711182622687		
NS_02	mBrain	2313	181	181	977	83	142	0.4223951578037181	0.03588413316039775	0.061392131431041934	0.8811067877215737	0.01148862730209854	1.1049723756906076	0.01148862730209854	1.1049723756906076	1.126727726322637	58.5635359116022	1.126727726322637	58.5635359116022
NS_03	mBrain	2990	2720	2713	145	19	16	0.048494983277591976	0.006354515050167224	0.005351170568561873	0.08695652173913043	0.8362990149580374	63.345588235294116	0.8384568082144717	63.509030593439	2.2591043359195635	92.90441176470588	2.264933208146411	93.14412089937338
NS_04	mBrain	1904	1234	1229	131	19	4	0.06880252100840337	0.009978991596638655	0.0021008403361344537	0.2542016806722689	1.0998100033914446	71.71799027552674	1.103156427846967	71.84703010577705	1.9450026040361683	89.05996758508914	1.9523515591538418	89.34092758340114
NS_06	mBrain	1070	84	83	383	174	30	0.3579439252336449	0.16261682242990655	0.028037383177570093	0.7990654205607477	1.5090958122673317	70.23809523809523	1.5272776895235645	71.08433734939759	1.4339378997289092	60.71428571428571	1.434511918266367	60.24096385542169
NS_07	mBrain	5730	5112	5108	166	6	54	0.028970331588132635	0.0010471204188481676	0.009424083769633508	0.09319371727748692	0.9862988967644628	73.0829420970266	0.9870712529874577	73.14017227877838	1.5918841671460384	90.33646322378716	1.5931307483262624	90.40720438527799
NS_12	mBrain	3182	2815	2811	22	2	9	0.0069138906348208675	0.0006285355122564425	0.0028284098051539913	0.09993714644877436	1.0301864823458644	67.10479573712256	1.031405834444343	67.1647100675916	1.7272570831994951	86.28774422735347	1.728830943634575	86.33938100320171
NS_13	mBrain	4845	1363	1352	1780	67	656	0.3673890608875129	0.013828689370485037	0.13539731682146544	0.7100103199174407	0.8011271770596443	61.5553925165077	0.8061071751409876	61.834319526627226	0.9884188447668796	71.9002201027146	0.9959480312401604	72.41124260355029
NS_16	mBrain	1317	81	79	385	102	256	0.29233105542900534	0.0774487471526196	0.19438116932422173	0.6271829916476841	0.12401218660259045	13.580246913580247	0.12715173563050414	13.924050632911392	0.11415406689619823	12.345679012345679	0.10313755860663223	11.39240506329114
NS_17	mBrain	2409	1117	1112	410	68	70	0.170195101701951	0.028227480282274803	0.029057700290577002	0.47114985471149856	1.310925497448149	70.36705461056401	1.3168199466273223	70.68345323741008	2.2911415616148254	87.91405550581915	2.3008201233302157	88.21942446043165
NS_19	mBrain	3300	756	755	370	45	74	0.11212121212121212	0.013636363636363636	0.022424242424242423	0.7136363636363636	1.0976367110148666	68.91534391534393	1.0990905344731645	69.00662251655629	1.006959762453429	67.06349206349206	1.0082934839931024	67.1523178807947
