ModelID	CellLineName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	sig_NHEJ	sig_STING	PRKDC	LIG4	XRCC4	XRCC5	XRCC6	NHEJ1	DCLRE1C	PAXX	CGAS	STING1	TBK1	IRF3	MKI67	EPCAM
ACH-000586	NCI-H1876	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.044175512639209	0.26882886789902427	-0.0750141758517684	7.906229208802054	4.473137487772256	2.6507645591169022	8.137144854691698	8.507041388487409	2.114367024952	3.465974464504069	6.415826257472914	0.3673710656485294	2.405992359675837	5.223422549934937	6.4307870508650105	6.367720513401452	8.402841532551294
ACH-002490	NCI-H1882	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.090853430451113	-0.038550128313882964	-0.38784560313541033	7.377557603233406	5.049195105622275	3.710393192170516	8.295814842840135	8.517944910671002	1.8155754288625725	2.807354922057604	3.937344392150232	0.070389327891398	2.0942360698457656	5.146899560343589	5.96139181179108	5.292045492492862	8.631540867341485
ACH-000870	NCI-H1930	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.1667154449664223	1.2317992332945022	-0.6030807363869847	8.130107178658832	5.322649262131017	3.4154882710497003	8.342296945950567	9.180829136522894	4.41006969175638	3.414135532984451	6.279099802133753	0.4222330006830478	0.3103401206121505	5.012568673503056	5.982080909763738	5.7998644108818525	7.644072577802162
ACH-000729	NCI-H1963	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	3.6322682154995127	0.9107311270022787	-0.6194694151027752	8.102238193930738	4.675251386050259	3.1795110502715103	8.580899204225744	9.023588038809535	4.040892430646901	2.733354340613827	6.425089989874059	0.1243281350022017	0.632268215499513	5.200849574637213	5.770036138597918	5.54318652456517	7.887708033029806
ACH-000298	NCI-H2029	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.810507370724526	0.03648249420815641	0.653300984707407	8.218878015704146	2.8257856274647914	2.786596361890807	7.725468512632615	8.432500143053392	2.929790997718597	2.711494906650088	6.504779270773945	4.04788732939655	4.7554217347342425	5.18824265626441	6.064796645911805	6.368069876532083	8.370948898825132
ACH-000394	NCI-H2081	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.338602690352632	-0.09144419469021142	-1.1579415636417343	7.405822220511669	3.241840183564671	2.503348735167504	7.922851956581007	7.888195285971792	2.996388746447621	3.1160319934471103	6.537917249034083	0.137503523749935	0.7824085649273732	4.390942772802543	5.234194722953812	6.104126950527225	8.563539503172189
ACH-000290	NCI-H209	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.313790025443685	0.6987510704988565	-0.8375559002557602	7.691603953045512	3.740927560318628	2.498250867527825	8.332081317101965	9.218853804333625	3.8135246892978105	3.521050736900963	6.584361252518709	0.1110313123887439	2.794935662803536	4.7414669864011465	5.050936965225225	6.878847931023527	8.421307468009088
ACH-000639	NCI-H211	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	1.6690267655096307	-0.47456106446117535	0.19223683632562422	7.277891787150186	3.297191416565856	2.6758159311722696	7.99655822604146	8.06420384242763	2.594548549550354	2.3362833878644325	4.89384755813292	4.125155131322289	0.0285691521967709	4.984589350362456	6.567423757707283	5.540709262671431	9.405290406263102
ACH-000525	NCI-H2171	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.073498932290183	0.1037197901243182	-0.767877750849203	6.6151514178698845	2.364572432295856	1.6088092426755238	8.20148683991767	9.51682281119053	4.180307019969433	2.414135532984451	6.905808168366878	0.1243281350022017	1.8914191868460783	4.697662633470518	5.535741941075111	6.3159646698060286	7.922197848396367
ACH-000399	NCI-H2196	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	7.545968369105292	0.5460820585636592	0.8084764845681625	7.787445524776417	3.190614860209497	2.6182386555954547	8.041221075253103	9.089026681001704	3.880685525261125	3.304511041809953	6.659211024068188	4.612352498752662	5.1622906135458	5.206721357430888	6.075746538060905	5.647890091059215	8.691603953045512
ACH-000610	NCI-H2227	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.114367024952	0.535718742848938	-0.22490159649454258	7.399598369120114	3.663344619366085	2.8914191868460786	8.873659424065794	8.317096000176333	4.993221467368938	3.1292830169449664	4.9140860970127225	0.3103401206121505	2.6848187375532224	5.237640195035385	5.989593184938768	5.821710215034674	6.266599165535096
ACH-000912	NCI-H2286	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	0.9411063109464316	0.6045861025552088	0.6797272542344142	7.695158678475356	2.550900664647523	5.284292026394312	7.866351657076781	8.343807528479257	4.256255873202732	3.028569152196771	5.798828178091108	3.715893370547605	5.287250643254617	5.344473459456363	5.938521045865967	6.808127587455465	0.8718436485093178
ACH-003121	NCI-H2679	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.414135532984451	-1.027574921002794	-1.4329635215284748	6.796753476973698	1.5058909297299574	3.588564737401352	6.860342096974779	8.065496917951375	3.875780063068488	1.82781902461732	2.6803243568440163	1.5410191531335593	2.2479275134435857	3.77082904603249	4.1945598860226125	3.581351247168777	7.931860310469373
ACH-000800	NCI-H446	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	0.7048719644563528	-0.15298922792885672	-0.7481697702034291	7.789729251375769	1.3673710656485294	3.082361969557473	7.722466024471091	8.463033855317493	4.01435529297707	2.8011586560936985	5.050936965225225	0.4436066514756145	0.2387868595871165	4.646162657157894	6.015470807639381	5.902797157880231	2.9597701552114675
ACH-000871	NCI-H510	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	8.014578464922891	0.511127902781335	1.0460138313436973	7.881481089790884	3.682573297347578	3.48155728070859	8.198297694860146	8.313381914445758	3.942045259916047	3.063502942306158	6.021479727410452	3.424922088210688	4.1586601753464985	5.7051485282530185	6.92148393743373	6.182493674945368	9.484359707760118
ACH-000816	NCI-H524	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	4.606442228131607	0.18183906719032913	-0.9490113918591707	8.150204239167996	2.8914191868460786	3.282439805006387	7.537296067090842	8.833522636424775	4.034743949324734	1.5360529002402097	6.431288654291593	0.5655971758542251	2.807354922057604	3.8094144442358986	5.544114402209474	5.220716891998917	5.192194165283345
ACH-000767	NCI-H526	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.461561300001896	0.5372625624792781	-0.3713277811737224	8.015303535416633	3.957914598632985	3.358958825832329	8.192194165283345	8.673450422713534	3.773996325111173	2.790772037862	5.898933871780176	0.1634987322828795	2.3868109464722167	4.84197311892718	6.185073637876762	6.031880365587182	8.529469598138546
ACH-000358	NCI-H69	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	4.549053029337288	0.41596043296692037	-0.0995793524024048	8.337577304856818	3.704871964456353	3.1858665453113337	7.487518506065784	8.927037168720295	2.790772037862	3.1747259877061333	6.662490363913776	0.3561438102252753	2.485426827170241	5.640389560054945	5.92765946070309	6.170325694415555	7.461397589926158
ACH-000775	NCI-H727	Lung	Lung Neuroendocrine Tumor	Lung Carcinoid	SCLC_NET	8.956985924612576	0.33508166963575936	0.07482299964098293	7.305514592326264	2.778208576398088	3.950468414150123	7.940460428863655	8.231029128655406	4.137503523749935	2.871843648509318	6.325710207515785	1.5210507369009632	1.1176950426697545	5.4063325778217095	6.547819956577703	6.659353759170051	9.284847229418633
ACH-003071	NCI-H748	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	4.993221467368938	0.6384227447534689	-0.6735406417555959	7.63973863860673	5.372255648445787	4.301587646603187	8.884170519108435	9.005596480923936	2.389566811762726	3.8094144442358986	3.3936907641874536	0.0565835283663675	0.8875252707415875	5.292045492492862	5.494735604862797	6.075746538060905	7.723148957047578
ACH-003061	NCI-H774	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	5.731454807698346	0.32523729799878076	0.5293773760415785	7.2896500598547185	6.0798047546352585	4.1626934322112366	7.524189078449365	7.524659241412916	3.0	3.4841381312016693	5.173127433480656	3.286881147788161	1.948600847493356	6.249634957310189	5.844234987758751	4.084064264788474	10.298864478668811
ACH-000355	NCI-H82	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	0.722466024471091	0.6692343497266385	-1.0515510210556875	8.21582417877804	3.594548549550354	3.5921580021253603	8.322423936089843	8.842067434296148	4.454833906898869	2.339137384919585	5.79259510251225	0.2387868595871165	0.5360529002402097	4.2720231890610485	5.648753032989572	5.9595383411126495	1.480265122054463
ACH-000297	NCI-H889	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.15704371014558	-0.3818076213659801	-0.8077721394061766	7.94198659350525	2.4462562298895643	2.381283372503784	7.452776616756319	7.933867661889563	2.935459747805289	2.671293372481576	6.110613805500896	0.0565835283663675	0.9560566524124028	4.671293372481576	5.778471434199833	5.541948425333732	7.809028507711892
ACH-000670	SBC-5	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	1.807354922057604	-0.2691841057512776	0.017766096193853914	7.910732661902912	2.82781902461732	2.851998837112446	6.371036052299704	8.60481264994841	3.4646682670034443	2.765534746362977	5.4015622072560685	3.901108243014512	1.3161457422933562	4.502712485966061	6.327866971402036	5.882398504053875	1.250961573533219
ACH-000659	SCLC-21H	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.321206566969903	-0.5168233825534608	-0.6524912458733966	6.017031080527841	3.1009776477248208	2.7420062108667365	7.770168320103429	7.228241497033135	4.227278994468321	1.7990873060740036	6.392832579020938	0.1890338243900171	4.548436624696042	3.8669079781431663	5.821710215034674	4.739848102699328	8.144301348327696
ACH-001386	SCLC-22H	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.463851292611099	0.4188128201244792	-1.1093006072375768	6.744699314207836	3.916476644437717	3.682573297347578	9.209136522806563	7.939873012307947	4.5867647433551415	3.257010618206024	4.186659017202113	0.070389327891398	4.082361969557474	4.321206566969903	4.440287820840419	4.731726322715782	9.045268215138533
ACH-000790	SHP-77	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	6.3446509891484455	0.6094231464183021	-0.36082661767120916	7.8743666501409	4.531069492725954	3.671293372481576	7.728260672709072	9.05088256393406	3.513490745588118	3.1795110502715103	5.431622959713292	0.070389327891398	4.357552004618084	4.609991295212678	5.880195728943098	5.85872702377863	6.59051219998164
ACH-000603	BEN	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	8.753350480643723	-1.2924166876567655	-0.5403435885454162	4.997292407636508	2.944858445807539	2.6982184782244136	6.678635347822744	7.384999544730041	2.6415460290875235	2.063502942306158	5.634593268445757	2.0461417816447205	0.2387868595871165	4.309612772454123	6.229972385112252	4.053980168187652	8.833237990736135
ACH-000826	CAL-12T	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	8.59245703726808	0.04355912334105693	-0.05763168121046648	7.3688556343879315	2.937344392150232	3.7147950111181625	7.346159110158654	8.565444856259417	3.41006969175638	2.5360529002402097	6.112700132749362	2.797012977836145	2.6016965164809576	4.445594291341182	6.245077275359671	5.83035674741922	8.429574122091468
ACH-002996	CI34601	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	0.7570232465074596	-0.06451893354724952	-0.13157988803947912	7.997856908579222	3.4892860226258766	4.042644337408494	7.770762987054897	8.78682503184014	3.4154882710497003	2.060047383669939	3.144046369616707	3.704871964456353	4.20945336562895	4.811471030529836	4.843983844048327	4.31397137105902	0.8559896973084807
ACH-000662	COR-L23	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	7.970911158577129	-0.6135420392412606	0.10158642981268967	6.779785005301132	2.032100843167024	4.368768349090335	6.994013939259718	7.954021780269008	2.596935142387232	2.2898344651775093	5.395062799517578	3.608809242675524	2.526068811667588	4.402585758232587	6.37833821198591	4.575917361118149	8.634593268445757
ACH-000867	ChaGo-K-1	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	7.581049900945041	-0.9043545283165727	-0.20007968552017105	5.677508242264722	2.817623257511431	2.350497247084133	5.6504773698971045	8.245029723651799	3.854993016757	2.333423733725192	5.968090752045256	2.361768359419153	1.7739963251111732	4.205548911173033	6.567880042052731	4.7938958825488776	7.341541061147701
ACH-000868	HCC-1195	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	8.80135269277206	-0.8815735594283052	-0.32255607147517357	7.127117349726852	1.9855004303048849	2.5921580021253603	6.424250286084049	7.876455553980429	2.9392265777282085	2.6507645591169022	5.376429311069923	3.6322682154995127	5.000901402741532	3.715893370547605	5.279842693520347	5.3377110921282895	8.797596684170076
ACH-000901	HCC-1359	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	other_NSCLC	2.867896463992655	0.25387144543266815	-0.03213191317866493	7.883193124793445	2.38404980679516	3.48155728070859	8.155728997248767	8.90080644290863	3.743084055549586	2.6182386555954547	5.487357715311548	4.1026581313637385	4.108524456778169	4.514122260170708	5.261530815243406	5.810443103845175	0.8559896973084807
ACH-000891	HCC-1438	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	1.599317793698226	0.0798490161184004	0.7659340036580647	7.1829901801094005	2.0806576633452254	3.583759753639499	7.961218150034518	8.592718642182502	4.198494153639083	2.611172380044005	5.4564776293518165	4.083213368248981	5.836681593327116	4.473137487772256	6.7201416325836405	5.269407240854037	0.8875252707415875
ACH-000731	HCC-2279	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	5.9342805936400245	-0.6785121370959516	0.16534852453514842	5.298291730620124	2.266036893995317	3.720278465233327	7.265568166923749	8.717984804721977	3.62760683812965	1.613531652917927	4.969933274697856	3.39231742277876	6.12267271882414	3.693765712217783	6.238595812107411	5.140778655782796	3.4905701304462013
ACH-000840	HCC-366	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	1.835924074254375	0.14392721075092016	0.9600394219262621	7.074355575997316	3.6915341649192	3.821710215034674	7.125878364429871	8.771819567898307	3.517275693209581	2.3305584000308026	6.324090516037983	3.759155833800272	5.081083928687635	5.075532631167357	6.938403423670239	6.3795516533654935	5.358255586705128
ACH-000143	HCC2429	Lung	Non-Small Cell Lung Cancer	NUT Carcinoma of the Lung	other_NSCLC	0.4750848829487829	0.011554580627992583	-0.4744688990168827	7.625562739966372	2.176322772640463	3.662205499653616	8.077777073288276	8.678459295613061	3.631104282365877	3.177917792195843	3.955126781261366	2.38404980679516	0.3103401206121505	5.214901910160696	5.3150589663166246	5.636044526028037	7.770696925052418
ACH-000825	HOP-92	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	7.353499735245657	-0.58238371593349	-0.4096532343913691	6.820051284638133	1.7782085763980875	3.400537929583729	6.541328977045604	7.73843008775478	3.3673710656485296	3.23112515787905	5.715618859074816	2.538538163629804	5.203592714207708	3.3950627995175777	5.7636771418966	4.652486494918165	3.4462562298895643
ACH-000672	IA-LM	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	6.011227255423254	-0.47455132499157743	0.587467382409136	7.591484946344135	2.91456452349394	3.4356285940520905	6.746581499785813	8.03182524092711	3.089159131911238	2.18269229751619	5.2931497367418645	4.185073637876762	5.792855352362489	4.4376272483189485	6.296090262683962	4.727375938594897	5.032100843167024
ACH-002035	LCAM1	Lung	Non-Small Cell Lung Cancer	Poorly Differentiated Non-Small Cell Lung Cancer	other_NSCLC	1.5410191531335593	-0.11161379844758687	0.1309252193867244	7.143638309922037	2.837943241891028	4.434294617959925	7.335390354693925	8.515305605451724	4.04788732939655	2.4594316186372973	3.683696454306516	3.316145742293356	4.276496665640356	5.17951105027151	5.24031432933371	5.388533979091799	2.344828496997441
ACH-000627	LCLC-103H	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	7.908272516291422	0.03227295969392921	-0.06287932843661827	7.122879749755239	2.361768359419153	3.733354340613827	7.380850637553213	8.80687179595802	3.261530815243406	3.4168397419128294	5.463033855317493	3.936402377725064	2.3978029618624896	4.646162657157894	5.641546029087524	5.146084938616191	3.016139702655253
ACH-000596	LCLC-97TM1	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	9.30108459093582	-0.7784396523861955	0.37293175040936755	5.32876467228402	2.389566811762726	3.323370069061269	7.1936731952876976	7.929435960177519	3.003602236680196	2.3701642805402097	6.015693807105145	3.4672794804599825	5.334139178838237	4.664482840364682	5.968090752045256	5.146899560343589	8.598387538813276
ACH-000444	LU99	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	other_NSCLC	1.6735564239901446	0.5686916634126371	0.24790192355726598	7.433627167084783	2.389566811762726	4.48413813120167	7.623076720832633	9.170776341026352	3.507160349117523	3.598126959919604	6.310703657225108	4.587364990936461	3.734438666137167	4.537296067090842	5.841218373923888	7.224194663970433	3.405992359675837
ACH-000438	Lu-65	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	other_NSCLC	7.421644094048272	0.018380354153162488	0.3290332863407394	6.190417325459974	3.782408564927373	3.740927560318628	7.478081976557074	8.813396421234522	3.682573297347578	2.4776773275653072	5.475084882948782	3.745237332129749	4.929317594911761	4.340562269026414	6.204766750654613	6.360890967772036	6.811599469883661
ACH-000980	NCI-H1155	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	5.060047383669939	0.955393451758248	-0.15143881283848776	8.230885072833999	4.047014819517589	2.9653225483672547	8.252523521040633	9.791846622578008	4.568640195419223	2.678071905112638	5.938521045865967	0.1243281350022017	3.581351247168777	5.050501697446727	6.157245867371566	7.15279185163912	2.1795110502715103
ACH-000510	NCI-H1299	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	1.819668183496456	0.2339706818224993	0.2988045038106467	8.333021139878324	1.859969548221026	4.334139178838237	7.68362628260773	8.548282482376232	3.5496691707264905	2.563158130402808	5.930264245235024	4.017031080527841	3.1618876823768938	4.842476062993939	6.05484847699562	5.9429835981871015	0.7824085649273732
ACH-000015	NCI-H1581	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	1.15704371014558	-0.5625564268857867	-0.4224961489500577	7.558650301637325	2.090853430451113	2.587364990936461	6.979225104878398	8.062369999224595	3.215678596607928	2.541019153133559	5.620586410451877	3.0089887832272546	0.1505596765753814	5.088311235888661	5.372255648445787	5.615004241635032	6.805808348701467
ACH-000035	NCI-H1650	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	7.974471952285043	0.26559725326204153	1.0522335861359262	7.275938239064431	2.5285713188707577	4.38543103719352	7.326968711587891	8.759189130476615	3.896271848807375	2.353323291162897	6.59618975614441	3.0443941193584534	5.325170512376046	5.377817853083645	7.062423969074437	6.051589620762657	7.949476570386656
ACH-000434	NCI-H1915	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	1.6182386555954549	-0.5122683133770985	0.37551780250596617	5.731726322715782	2.232660756790275	4.874305165982231	5.87455108689664	8.409560654982776	3.097610796626422	2.9467308601403097	5.727920454563199	3.305970520984386	4.24031432933371	5.231509210867047	5.7964939294258375	4.562547724199122	6.00786824333334
ACH-000904	NCI-H2106	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	6.494095544940635	0.9869356042997601	0.040944549684120396	8.40049523556183	3.857980995127572	3.2524762141352173	8.291078584966007	9.255359100374326	4.748461233004035	2.811471030529836	6.234194722953812	0.9781956296816516	1.5008020530571575	5.445263208140443	6.522934560943456	6.113117036390723	7.372516856396207
ACH-000929	NCI-H2110	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	8.915401388260412	-0.13139077216850473	0.5129040267559278	7.53954658023841	3.673556423990145	3.142413437873741	6.998872453994275	8.206037546246591	2.104336659814736	4.0522419811811385	5.627898615871748	3.793895882548878	4.416164164733128	4.2630344058337934	6.867772940293715	5.489607156748714	8.784700272420455
ACH-000924	NCI-H2172	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	2.957914598632985	0.04343482930041476	-0.6919006202225685	7.093813673402728	2.0143552929770703	3.787641414483326	7.506684447730761	8.425131962236877	4.614709844115208	2.4356285940520905	5.694880192799191	1.6461626571578936	0.8073549220576041	4.548436624696042	5.603181229013857	5.39780296186249	1.584962500721156
ACH-000186	NCI-H2444	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	9.399705168175638	-0.5323782026325965	-0.1264689675370822	6.9593064897596575	3.4905701304462013	3.19377174339668	6.738767836800191	8.021313150478768	2.9726926540042644	3.314696525656286	4.001802242633985	3.4154882710497003	3.793895882548878	4.3750394313469245	5.54101915313356	5.447909748742077	7.67581593117227
ACH-000251	NCI-H2887	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	9.220378327695228	-0.14181206174549182	-0.05555931893027383	5.983905662627891	2.6205864104518777	4.487357715311548	7.141187525005	8.210720041530504	3.689299160535892	2.1667154449664223	6.84799690655495	3.84197311892718	4.679198570566922	4.396433531250992	5.252476214135217	5.857980995127572	5.526068811667588
ACH-001075	NCI-H292	Lung	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	other_NSCLC	8.258141995893771	-0.6866861912759327	0.002021970226131764	6.2925977202664525	3.0942360698457656	3.132576842670008	7.077136160331983	7.234194722953812	3.440952198029637	2.634593268445757	5.365272599764531	2.144046369616707	5.053111336459563	4.575917361118149	5.765269520690589	5.772413554748482	7.528415039279976
ACH-000463	NCI-H460	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	4.671859468247477	0.04946446865298727	-0.3719822828596667	6.9000214670377815	2.241840183564671	3.8904466926799057	7.771423440756639	8.70628879383778	4.044394119358453	1.9634741239748856	6.211596319969322	1.4436066514756145	2.070389327891398	5.003602236680195	5.611172380044005	5.8607145495496855	1.1176950426697545
ACH-000628	NCI-H596	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	7.769507291436245	-0.42138413829384547	0.5269123348407161	7.195839700193106	2.584962500721156	3.2063306478710496	7.17951105027151	7.731726322715782	3.2883585621936606	2.821710215034674	5.5456595400254685	3.782408564927373	6.5869148286651225	4.192194165283345	6.314333993919012	5.366322214245816	5.20906339534927
ACH-000378	NCI-H647	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	6.661350569233997	0.051021305389405386	0.16119741490396491	7.361768359419154	3.29130885982897	3.71259578044703	7.533018185570101	8.57088031712497	3.455491620628468	2.606442228131608	5.343763122149601	3.944858445807539	4.989139007368233	4.4276061727819	5.611762560064872	5.605257262939004	6.58014548442338
ACH-000853	NCI-H661	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	2.097610796626422	0.11603471313606697	0.05245725155020298	8.124793378762366	2.475084882948783	2.996388746447621	7.53403046657407	8.900927170527185	4.04788732939655	2.797012977836145	4.942045259916046	4.008092420948722	2.3701642805402097	4.873321062914816	5.671010241278451	6.760354030276473	6.017253838968937
ACH-000789	NCI-H810	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	6.785419772149728	0.4770250405069679	-0.41158558800745854	7.225159225777366	4.257764968571387	3.3015876466031866	8.025637912102804	8.503348735167505	4.040892430646901	3.1160319934471103	5.896756218474805	0.0565835283663675	0.2750070474998697	5.270528942380718	6.34002810238993	6.098032082960526	8.700231622118293
ACH-000813	T3M-10	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	5.012568673503056	-0.11963363594032271	0.3635111563204522	7.279099802133753	2.350497247084133	3.4436066514756147	7.943511145389242	7.97527478760954	3.16349873228288	2.7548875021634687	6.281141833671971	2.935459747805289	5.934988201783478	3.982765462583646	6.663771557482411	5.639232163249277	7.668104938266769
ACH-002034	T3M-11	Lung	Non-Small Cell Lung Cancer	NUT Carcinoma of the Lung	other_NSCLC	0.6507645591169022	-0.2801564063408275	-1.319089109876689	7.578636862471741	2.438292851579147	3.016139702655253	7.824831485078066	8.861273048185303	3.583759753639499	2.3305584000308026	3.7516779456875775	0.01435529297707	0.0840642647884745	4.622930350920177	4.869377924031328	6.006746832440585	7.1626934322112366
ACH-003153	ABM-T0794	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	4.0522419811811385	0.05651858845297883	0.5420343507539228	7.85049941375812	3.674686619927999	3.831877241191673	7.618899347904063	8.441616269406559	2.8155754288625725	3.228049047884462	4.418189947945766	3.468583317006828	3.3868109464722167	4.993674361750585	6.639376888638463	6.571676809970931	7.455327220304561
ACH-003154	ABM-T0795	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	0.1890338243900171	0.7040525738548942	0.2566759917190527	7.963589719907874	3.5197934862411	4.405992359675837	8.618458919985443	9.206794603695007	3.6848187375532224	3.374343989038501	4.01435529297707	3.261530815243406	4.560103513464738	4.987775616142913	5.675251386050259	6.871720462321232	1.883620816285672
ACH-003152	ABM-T0796	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	0.2986583155645151	-0.6709965272487641	0.06623000039608948	6.765799923285126	3.33771109212829	2.7845039829295666	7.384913230748688	8.284430847182573	3.920293300211007	1.232660756790275	3.953265239014844	0.8237493603082727	7.047560200025687	4.877253453876608	5.525755692829486	5.131342539123261	0.0
ACH-003156	ABM-T0797	Lung	Non-Cancerous	Immortalized Epithelial Cells, Lung	other_lung	6.021923838554758	0.6449654596649157	0.5698040665362578	7.8615212004182755	3.933572638261024	4.676944359106912	8.307929374022443	8.9316239677501	3.323370069061269	3.9990980337056072	3.547203024756932	4.229587922740652	3.017921907997262	5.333423733725192	6.174326515173915	6.920650594563984	8.342252493099929
ACH-003157	ABM-T0822	Lung	Non-Cancerous	Immortalized MPLC Cells	other_lung	0.1634987322828795	-0.316357650233621	0.5652027396132548	6.198494153639083	3.9467308601403097	3.663344619366085	7.674898433133296	8.265990028140525	3.303050084681673	3.176322772640463	3.269033146455237	1.726831217032493	6.524659241412916	5.304511041809953	6.107060110203349	5.004501392234941	0.6507645591169022
ACH-000530	DMS 114	Lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	0.9855004303048848	0.8861431178789742	-0.29138035248568334	8.492934712055126	2.550900664647523	3.750606504835592	8.17876442962612	8.842821735360785	5.087887100933117	3.4620523187964327	5.651051691178929	3.613531652917927	0.137503523749935	5.1965283609369415	5.346247774082776	6.428108883179305	4.344118334521428
