ModelID	CellLineName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	sig_NHEJ	sig_STING	PRKDC	LIG4	XRCC4	XRCC5	XRCC6	NHEJ1	DCLRE1C	PAXX	CGAS	STING1	TBK1	IRF3	MKI67	EPCAM
ACH-000578	HCC-1171	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.614378575081137	0.10822750134522807	0.09291641149260171	7.595220177927569	2.523561956057013	3.548436624696042	7.752949249054722	8.0378763614621	3.824767853143294	3.5310694927259543	5.316145742293356	1.1505596765753812	5.398487190018967	4.526068811667588	6.322829497628894	5.570766496527611	8.14067642036902
ACH-000712	HCC-1833	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.312746845558241	-0.16461002231989275	0.3453499246493679	7.4276899700137	2.553360503335328	2.713695814843359	7.662846365159479	8.263785613890802	4.189033824390017	2.063502942306158	5.813524689297811	3.625270489374693	0.4750848829487829	5.031659854308054	6.951984033953466	5.780310099043375	8.744800207852558
ACH-000314	HCC-2108	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	4.928844036712568	-0.6476593477119772	0.43663756213693095	5.806324057390029	1.922197848396367	4.119356177039675	7.111031312388744	8.792692701707756	3.1127001327493624	1.956056652412403	4.809414444235898	2.839959587489532	4.408032466130653	4.7938958825488776	6.5219929564016725	5.990728003718974	2.713695814843359
ACH-000575	HCC-364	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.328315891666071	0.24138936469138278	0.461949001128187	7.424754167004552	2.1176950426697547	3.955126781261366	7.290387539763883	9.07325790957134	3.4449320489421824	3.2265085298086795	6.215290305651234	2.8011586560936985	5.289834465177509	4.774523529590232	6.348728154231077	5.849999259466098	5.146084938616191
ACH-000667	HCC-44	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.751410160064371	-1.3744093160392916	-0.06364304494309009	6.744968348248875	2.3757345385831563	2.6758159311722696	6.253422057636538	7.548975993158341	2.140778655782796	2.0942360698457656	4.563158130402808	3.7803100990433753	3.673556423990145	4.404630684217612	5.556429415449573	4.317593504623472	4.368768349090335
ACH-000339	HCC-461	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.4329594072761065	0.5640207547042552	0.10042984687466809	7.067165427017112	3.3701642805402097	3.794935662803536	7.970911158577129	8.614636235347577	4.069530325162305	3.912649864897204	5.777682717073553	3.4475791965488827	3.454175893185802	4.319039815562536	6.240123484034022	6.636334602442182	3.382667252745041
ACH-000562	HCC-78	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.728600810643192	-0.7228256359598378	0.7009883487910551	6.737416365937063	1.6415460290875237	3.582556003014061	7.017365205292732	7.814870815885983	2.594548549550354	2.910732661902913	5.476381687567235	3.496973580998276	6.135452784185173	4.613531652917927	6.55964476258667	5.648177795724818	8.839802161931408
ACH-000012	HCC-827	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.083532513265412	-0.07529242646249365	1.6459347810402216	6.810700154187216	2.4828482830684653	4.214901910160696	7.569779675014743	8.456641898642161	3.871843648509318	1.8678964639926547	5.870611313044545	2.669026765509631	3.4154882710497003	8.077883864438322	6.493134922305505	5.69181329717138	8.358079723348917
ACH-000029	HCC-827-GR5	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.249540152313218	-0.4685844111695329	1.5810498525265462	6.44939629708678	2.5084286525318573	4.248686626873828	7.458775699080244	8.203054294704952	2.8619553641448694	2.541019153133559	4.61706334388818	1.8639384504239715	5.494415610397496	8.005849075696688	6.090430042321621	5.163901213814542	9.068160231542544
ACH-000150	HCC2935	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.901002620158811	-0.002466357379567727	0.10086455031072422	5.651051691178929	1.8914191868460783	3.2357270598380583	7.3403842354553985	9.550708313002518	3.4208865749755315	3.8509993947164736	6.091065077930535	2.0250287944915226	5.801676029253588	4.36667191611176	6.035843815994525	5.715344295358907	9.51621217996458
ACH-000066	HCC4006	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.705701496845794	-0.04424688671024439	0.21575475856710358	6.158862106208455	3.168321115739723	3.91169158187234	7.941399798149854	8.339538275836162	3.553360503335328	2.713695814843359	5.536985375791937	2.4276061727818994	6.2193621578077165	4.297191416565856	6.09887428674445	5.784242222057781	8.593054921669879
ACH-000872	HCC515	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	4.513490745588118	-0.34317720305226984	-0.7508553401359193	6.540089281982523	2.9523335663696857	2.6599245584023783	7.261060621633375	7.726286289720674	3.711494906650088	1.752748591407134	7.968033135278104	2.845991770664573	0.4005379295837288	4.837438714856374	4.817623257511431	5.335926240928362	7.647746217208096
ACH-000861	HOP-62	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	4.627606838129649	0.40999437869660155	0.0906210438683261	7.824449651364088	3.1210154009613658	4.160274831408593	7.511752653767379	9.070335655202507	3.73768676140986	2.6959938131099	5.54936113292434	3.828834649468056	4.053980168187652	4.475733430966398	5.72328550477764	5.338780943894699	3.0303360783709588
ACH-000787	LXF-289	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.530757457461217	-0.1805796315261639	0.22437287083443547	7.407522709912798	3.710393192170516	3.0373822220030804	6.94766615679601	7.99791334652704	3.565597175854225	2.584962500721156	5.800641097329084	3.773996325111173	2.424922088210688	5.129283016944966	5.904002316283692	4.960697039304312	2.4672794804599825
ACH-000851	MOR/CPR	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.696202521253611	-0.4574720580487883	-0.9960191096210993	7.159467729266766	3.0107798387532423	3.2600256559614555	6.637494325206311	7.735928284277653	2.839959587489532	2.7484612330040354	6.368244526376844	2.5777309314900805	0.3673710656485294	3.607626220845488	5.58766502110098	5.537296067090842	8.499128346499322
ACH-000666	NCI-H1355	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.263034405833794	-0.05176058355751005	0.2026164069648414	7.74153440048218	2.104336659814736	3.263034405833794	7.272863023201902	8.418232121529552	4.118525848935668	2.541019153133559	5.753551054600655	3.6217588567097327	1.5801454844233804	4.5915597458278015	6.715893370547605	5.843230150496545	5.9701634246609965
ACH-000845	NCI-H1373	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.982594354827899	-0.23088426234967727	0.43677549725032494	6.497133303671109	2.7845039829295666	3.424922088210688	7.508587112089476	8.219023275395251	3.507160349117523	3.0874628412503395	5.232660756790275	3.768713657030485	6.25304379464515	4.203201156316611	6.191799501065075	6.234961094839504	8.888560617713651
ACH-000327	NCI-H1395	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.016139702655253	-1.6985676713747841	-1.018278540371695	6.333781500631152	2.424922088210688	2.324810603420484	5.537606691495291	7.715687491840029	1.879705766282288	2.250961573533219	4.073820233291672	1.2387868595871168	0.1634987322828795	3.997292407636508	5.728192635498048	4.084914659767938	8.571449285453562
ACH-000852	NCI-H1435	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.144556281982275	0.49961158174602205	-0.433096137004344	8.842978831788326	3.787641414483326	3.639232163249277	7.881236347427875	8.303278456777964	3.400537929583729	3.3978029618624896	5.26566192452189	0.0426443374084937	1.3219280948873624	4.854993016757	6.395234212223879	6.609843591599456	9.20178086744061
ACH-000589	NCI-H1437	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.278356528010724	-0.605624489742951	-0.1356397326084334	6.246027980528104	2.498250867527825	3.9001422603598166	6.55704241526372	8.320033313924005	2.266036893995317	2.521050736900963	6.39557697654977	1.5753123306874368	3.793895882548878	4.76659516172927	5.846744023244868	5.546585829008101	8.452241240430817
ACH-000892	NCI-H1563	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.8399595874895318	-0.4551835439700832	-0.43393306212291044	7.147917191084018	3.880685525261125	2.84197311892718	7.048650342922418	8.277054876148728	2.990954860396993	2.0	5.23035674505615	0.8559896973084807	5.261906859828068	3.868884273028773	5.869131119644294	5.095080491901415	0.84799690655495
ACH-000869	NCI-H1568	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.339627347580395	0.27368581536492803	0.004451912473449199	7.637784110291324	2.3978029618624896	3.771885578515366	7.311793717753649	8.30560578958543	3.422233000683048	3.768713657030485	6.754219433135143	2.060047383669939	0.9486008474933558	5.132988042627442	6.493775408460703	6.088947204618769	9.52385595362096
ACH-000916	NCI-H1573	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.778898476008376	-0.05350871579507493	0.043765168729272295	5.92148393743373	3.948600847493356	3.710393192170516	7.239646260305385	8.38404980679516	3.7311832415722	2.7548875021634687	5.816855662366487	1.7048719644563528	4.426264754702098	4.818134760810847	5.985500430304885	7.027021314622255	8.804776377955827
ACH-000744	NCI-H1623	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.588864518190148	-0.2645144030423884	0.3470665005139857	7.507636093570603	2.4776773275653072	2.4462562298895643	7.074890720126339	8.287850871625862	3.451540833017832	2.4462562298895643	6.835039798994764	2.5993177936982264	1.0565835283663676	5.166313747889934	7.046141781644721	5.377817853083645	7.67008968093448
ACH-000766	NCI-H1648	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.380677507222886	-0.5392651097741915	0.8010909726778187	6.719046503929944	2.6848187375532224	3.314696525656286	6.49553528064453	8.060263598738292	3.2675357980687347	2.948600847493356	5.313608657030487	3.71699089440494	4.716442236843321	5.104336659814735	6.651338766105931	4.800123352826528	8.619596417247081
ACH-000893	NCI-H1651	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.492333914544719	0.14200137099958648	0.6316915648883665	6.972003303808356	3.364572432295856	3.4462562298895643	6.859224161978204	8.860155834623363	3.228049047884462	3.356143810225275	6.544268990480814	3.428946344769483	5.690975738343275	5.135452784185173	6.023920648618705	4.773468927905194	1.5945485495503542
ACH-000448	NCI-H1666	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.976478203534362	-0.8605534854990716	0.021330944326160388	7.128870759465125	1.9068905956085185	3.0874628412503395	7.04788732939655	7.260872501273102	2.9240998856407416	2.6229303509201767	5.204375511319093	2.472487771462744	3.704871964456353	4.602884408718419	6.067595696940041	4.297925052503806	7.768051961361916
ACH-000021	NCI-H1693	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.397118409042582	-0.20888674616009825	-0.19935244285033035	6.190022174802645	2.935459747805289	5.554895775419012	7.099926350556032	7.558114538598396	3.996388746447621	2.032100843167024	5.318316841334983	3.740927560318628	3.241840183564671	3.776103988073164	6.013015535839256	4.961623328286945	7.938579853367896
ACH-000675	NCI-H1734	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.9066501263953795	0.35243471573403495	0.6968035245807448	7.265286857565172	3.852997587613317	3.7092906357233577	7.290111028974175	8.613089583038295	3.412781525338476	3.249445341085839	6.502235114856796	0.2016338611696504	6.497293008662791	4.95837871156634	7.388189537156084	6.058749412335524	8.396604781181859
ACH-000282	NCI-H1755	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.779325391448742	0.7600576297444019	0.4743206719490235	7.562929258340634	3.021479727410452	4.331275267146615	7.852248589565401	8.794513342451687	4.410748128185948	3.4841381312016693	6.181698911096105	3.364572432295856	1.8678964639926547	5.058749412335524	6.914444931746792	5.80967167790706	5.34801990922869
ACH-000379	NCI-H1781	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.610046680169242	-0.10900374609073145	0.3518616396316038	6.477839200781846	3.140778655782796	3.0143552929770703	7.172127436878001	8.604404967635453	3.228049047884462	3.396433531250992	6.092757140919852	4.377817853083645	5.178316271701453	4.835924074254375	5.431288654291593	6.5505928897043	8.987718780204565
ACH-000496	NCI-H1792	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.153298682854903	-0.0009668453351870908	0.38528524295799377	7.632195497182963	1.9068905956085185	4.329123596291566	7.255972741999607	8.650046478846795	3.18269229751619	3.1538053360790355	5.2471680003747725	4.00539998774259	4.624685810525398	5.168722254360655	5.490570130446201	6.027021314622255	4.340562269026414
ACH-000888	NCI-H1793	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.454587186925478	0.01532180324967991	0.47264653178432536	7.144964082152017	3.1811025507537978	3.533563348214512	7.245077275359671	8.512305910151634	3.4918530963296748	2.807354922057604	5.908572758751745	2.8619553641448694	4.812498225333564	5.261906859828068	6.001577085389535	4.569248029867182	5.915042791371977
ACH-000033	NCI-H1819	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.275239901744591	-0.41399545085387585	-0.38763529218953663	7.26566192452189	3.176322772640463	3.812498225333564	7.102868054251107	8.502314687678354	2.803227036434928	1.232660756790275	5.725741156503952	2.678071905112638	3.680324356844016	4.762348815644129	4.838951766951944	5.544423562189419	8.433585441150495
ACH-000733	NCI-H1838	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.839707698350368	0.19706773007361533	0.43488229027785963	6.85124932023306	3.399171093819823	3.559491813205038	7.3384244147835584	8.571032063954204	4.032982416699428	2.839959587489532	6.214124805352848	4.180307019969433	4.2712762591759255	5.140369670651527	5.678916986679839	5.314696525656286	9.246408087246383
ACH-000414	NCI-H1944	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.127633279725874	-0.05419862360426403	0.7368802211873873	6.993447932331477	3.18269229751619	4.19377174339668	7.279842693520347	8.071301458226378	3.316145742293356	2.454175893185802	6.215872702903665	3.2735158897021166	2.8196681834964554	5.88508622529017	6.457298788825798	4.813011548605618	5.053545817727984
ACH-000587	NCI-H1975	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.45022149589718	0.10720404062531343	0.14229530450207226	7.0571253042715245	1.752748591407134	4.377123749129487	7.2563502379240195	8.88468949063651	3.878725341480105	2.671293372481576	6.04176864995163	3.017921907997262	5.287250643254617	4.358255586705128	5.910732661902912	6.255311886359598	7.232372956468633
ACH-000886	NCI-H2009	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.349612971824522	0.4684542536249975	0.5975968694350998	7.409051438538562	3.5801454844233804	3.9049657186840254	7.911631668043519	8.932450997932952	3.365972427593384	3.082361969557473	6.010556078374215	4.009884588931844	5.951867504326902	4.428946344769483	6.349966746971192	6.76394266044725	9.53377746290374
ACH-000781	NCI-H2023	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.599317793698226	0.014605662051489145	0.07963686419623026	6.576975554206532	3.040892430646901	3.788685710613534	7.663700409903016	8.406034891331943	3.963474123974886	2.3978029618624896	5.850749425896496	2.8639384504239715	1.1826922975161902	4.999549087340949	6.423241995973661	5.7873802222963375	5.332707933640605
ACH-000521	NCI-H2030	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.070389327891398	0.311016041162691	0.1973579721145774	7.580070090781133	1.5897634869849773	3.408711861029429	8.043191372276796	8.967572118284883	4.544732655932624	3.517275693209581	4.834407841806995	3.37851162325373	0.3895668117627256	5.173527238122508	6.57198012018773	5.8770079932140185	3.5447326559326235
ACH-000590	NCI-H2073	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.471187460386985	-0.6906871475849323	0.5619989304131028	7.899417348675079	2.2265085298086795	2.606442228131608	6.570311124318804	7.912530114323083	3.3854310371935203	1.992768430768924	5.470536865092583	3.049630767724601	5.984817174293587	5.681168120416691	5.360013042204331	5.401903471607959	8.638870286246128
ACH-000451	NCI-H2085	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.717950543348598	-0.1760031446948158	-0.22376098703395006	7.561631630375841	2.9726926540042644	3.619413010597937	7.310521900369323	8.260825467349976	3.852997587613317	2.885574364371426	3.82273014794452	0.1110313123887439	5.077670274232752	4.284662185483165	6.307246355226617	6.126807703142035	7.883865154509794
ACH-000841	NCI-H2087	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.3387809438947	0.13426593346881938	0.47703774207997507	8.442528868732527	2.003602236680196	4.290571850852079	7.504620392403552	8.646414703462552	3.3854310371935203	2.634593268445757	5.212569338850806	3.565597175854225	7.22901103701185	4.590961241342599	5.677226328235317	6.084702108011991	8.828136484194108
ACH-000311	NCI-H2122	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.631649992945023	-0.49414930692997194	-0.3020310937631021	6.79766152585376	2.925999418556223	3.974529312483882	6.871474058385383	8.078577814298392	2.759155833800272	2.8094144442358986	4.783980413683795	0.0285691521967709	4.718635616271338	4.699884728697476	5.8376910004285625	5.464668267003445	8.232612794056818
ACH-000785	NCI-H2126	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.608365723163637	-0.5371778940122401	0.5513630776538948	6.158256228811341	3.736604875314249	2.9708536543404835	6.6649094418288	8.10789706166461	2.55581615506164	2.797012977836145	6.282810439572558	1.9373443921502325	2.773996325111173	5.199672344836364	7.24412594328373	4.20006486151431	9.181251663951729
ACH-000447	NCI-H2228	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.435461914479276	-0.02524788633573068	0.67242290204886	6.901832305785489	2.912649864897204	4.469885976274464	7.627315001365048	7.699607153893178	3.771885578515366	2.794935662803536	5.466300829179342	3.0669502439246266	7.384999544730041	5.266411766036114	5.614415386508126	5.056583528366367	6.377991326905882
ACH-000718	NCI-H2291	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.779932707234156	0.09183393970396553	0.4912530790085766	7.67659182018062	1.875780063068488	4.010779838753242	6.876271360550127	9.153754678762684	3.241840183564671	3.2675357980687347	5.727103603522661	3.636914580355878	4.67072705449947	4.60821785302146	6.44857062600553	6.671717965129234	9.158811626142636
ACH-000900	NCI-H23	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.292781749227846	0.2516014688494342	0.310602144163504	7.912949197852795	2.575312330687437	3.353323291162897	7.726763112373624	8.452611906738912	4.003602236680195	3.358958825832329	5.420886574975532	4.865423978313134	1.550900664647523	5.354028938054387	5.721919445551544	6.031439309319335	2.408711861029429
ACH-000951	NCI-H2342	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.997687581487513	-0.6158651433964965	0.05462911920552224	6.592307527444548	2.127633279725874	3.5285713188707577	6.7775512222878	8.315783574589462	1.989139007368233	3.258518924711301	5.864433796365624	1.6780719051126378	3.548436624696042	4.794935662803536	6.314515271175127	5.632268215499513	8.632268215499513
ACH-000875	NCI-H2347	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.640027973286244	-0.016105673160915202	0.5235448550462058	6.798698596643957	2.2479275134435857	4.701549056943071	7.310703657225108	8.701653013735667	2.957914598632985	3.12267271882414	5.522934560943456	4.269033146455237	5.0557162635125446	4.87921563716567	5.884597920990064	6.032100843167024	8.843795457570762
ACH-000121	NCI-H2405	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.188737187185129	0.06691934369870282	0.4190654991664989	7.427522370682553	2.543495883425772	4.37016428054021	7.578712331048165	7.711150711243257	4.3008558712687615	2.6205864104518777	5.504620392403552	3.12267271882414	5.328405658958567	4.715344295358907	6.1661128574014255	5.825785627464791	6.578485913474387
ACH-000337	NCI-H3122	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.350497247084133	0.08229152210712454	-0.09322005854765306	7.220233204382192	3.5447326559326235	4.1001366712854495	7.818198685973845	8.950789158842461	2.7092906357233577	2.7311832415722	4.812498225333564	1.250961573533219	4.7349805234358895	4.673556423990145	5.884353706847985	5.781097381486317	8.29664094468348
ACH-000837	NCI-H322	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.851686585733419	0.4018464059851382	0.263271800918261	6.968666793195208	3.701549056943071	4.207892851641333	7.48163800221041	8.756656390385881	3.333423733725192	2.759155833800272	6.991408466764788	4.048759311919856	2.2172307162206693	5.174326515173915	5.907852071845964	6.545196172415611	9.322581668013784
ACH-000109	NCI-H3255	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	10.91513244895065	-0.43753660069369904	0.3220368209993668	6.471512648045499	2.327687364176047	3.583759753639499	7.290571850852079	8.300489844363108	3.3015876466031866	2.6599245584023783	5.130519083027338	1.9068905956085185	6.20006486151431	4.33699741660501	6.527789751572327	6.040454121349624	8.848685528878226
ACH-000860	NCI-H358	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.9341036373619165	0.08607872774479401	0.34310749361500176	7.856363275069203	2.381283372503784	3.569248029867182	7.868822554774999	8.902224354776301	3.269033146455237	2.140778655782796	5.988002937508055	3.742006210866737	4.903038270112912	4.3377110921282895	6.2511509905939375	5.189429245809757	9.276659499350671
ACH-000638	NCI-H441	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.106484424292539	0.0550963918223652	0.5602150544983971	7.468338937393998	2.5160151470036647	4.130930869826448	7.334943630726618	8.610581958492531	2.817623257511431	3.4342946179599254	5.574707046415546	3.382667252745041	6.131342539123261	4.804260115634738	6.070389327891398	5.976821852360685	9.293816474965949
ACH-000343	NCI-H522	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.6461626571578936	-0.36884167547693486	-0.06649591219367995	7.676098120912218	2.021479727410452	1.6870606883398924	7.882092764115696	8.359969131898872	4.143230134776893	1.9855004303048849	5.631395353695602	3.699329525673156	1.3504972470841332	4.562547724199122	6.131548329729257	5.355439197248685	5.857732233157667
ACH-000945	NCI-H650	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.15704371014558	-0.23892068585189302	0.7903144960121977	6.452035273546196	3.2047667506546134	3.6205864104518777	7.408966551654309	8.029066318949456	3.678071905112638	3.040892430646901	4.813011548605618	3.500802053057157	3.4620523187964327	5.431288654291593	6.761950079161545	5.044831233447812	3.1342209397606338
ACH-000416	NCI-H838	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.5459683691052926	-0.288989358745801	0.8152071946751356	5.55704241526372	1.922197848396367	5.085764553778314	7.177319866495129	8.07804403634318	3.5058909297299574	2.883620816285672	5.758889432720965	3.694880192799191	2.4828482830684653	5.659353759170051	6.813652945957973	4.45022149589718	0.9411063109464316
ACH-002497	NCI-H920	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.420549772116318	0.4412739359987984	0.2772938453317317	7.505573400282018	3.065227622775619	4.999098033705607	7.924575003392735	8.784961950204856	3.970853654340484	4.401903471607959	2.333423733725192	4.59215800212536	3.1292830169449664	5.579542224936903	5.036942844798256	4.683696454306515	8.060587860595636
