nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_samples_A	n_samples_B	n_cells_mpr	mean_prop_A	mean_prop_B	logFC_B_minus_A	t	p	testable	BH_FDR	SpatialFDR	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
18	31	31	0	1.0	0.0	0.0		T	3	1	2	31	9.015506671474937e-05	0.0006441965446358893				False					False		
19	31	31	0	1.0	0.0	0.0		NK	3	1	2	31	0.00013523260007212407	0.0006463157404620594				False					False		
20	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
21	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
22	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
23	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
24	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
25	31	31	0	1.0	0.0	0.05644179508090019		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
26	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
27	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
28	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
29	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
30	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
31	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
32	31	31	0	1.0	0.0	0.0676901713013649		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
33	31	31	0	1.0	0.0	0.08431469649076462		T	2	0	2	31	0.0	0.0007164747675902165				False					False		
34	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
35	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
36	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
37	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
38	31	31	0	1.0	0.0	0.08431469649076462		T	1	0	1	31	0.0	0.000724976613657624				False					False		
39	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
40	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
41	31	31	0	1.0	0.0	0.05828770995140076		T	1	0	1	31	0.0	0.000724976613657624				False					False		
42	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
43	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
44	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
45	31	31	0	1.0	0.0	0.06366115063428879		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
46	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.00013523260007212407	0.0006548175865294668				False					False		
47	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
48	31	31	0	1.0	0.0	0.08431469649076462		T	1	0	1	31	0.0	0.000724976613657624				False					False		
49	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
50	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
51	31	31	0	1.0	0.0	0.05644179508090019		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
52	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
53	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
54	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
55	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
56	31	31	0	1.0	0.0	0.0		T	3	1	2	31	9.015506671474937e-05	0.0006697020828381118				False					False		
57	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
58	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.00027046520014424813	0.0005846585594013096				False					False		
59	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
60	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.00018031013342949875	0.0006314312441534144				False					False		
61	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
62	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
63	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
64	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
65	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
66	31	30	0	0.967741935483871	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
67	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
68	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
69	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
70	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
71	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
72	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
73	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
74	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
75	31	31	0	1.0	0.0	0.06299909204244614		T	1	0	1	31	0.0	0.000724976613657624				False					False		
76	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
77	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
78	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
79	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
80	31	31	0	1.0	0.0	0.08431469649076462		T	1	0	1	31	0.0	0.000724976613657624				False					False		
81	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
82	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
83	31	30	0	0.967741935483871	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
84	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
85	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
86	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
87	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
88	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
89	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
90	31	31	0	1.0	0.0	0.06299909204244614		T	1	0	1	31	0.0	0.000724976613657624				False					False		
91	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
92	31	31	0	1.0	0.0	0.06299909204244614		T	1	0	1	31	0.0	0.000724976613657624				False					False		
93	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
94	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
95	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
96	31	30	0	0.967741935483871	0.0	0.0		T	2	1	1	31	0.00022538766678687343	0.0006080449017773621				False					False		
97	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
98	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
99	31	31	0	1.0	0.0	0.06299909204244614		T	1	0	1	31	0.0	0.000724976613657624				False					False		
100	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
101	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
102	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
103	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
104	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
105	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
106	31	31	0	1.0	0.0	0.06299909204244614		T	1	0	1	31	0.0	0.000724976613657624				False					False		
107	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
108	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
109	31	30	0	0.967741935483871	0.0	0.07529196888208389		T	1	0	1	31	0.0	0.000724976613657624				False					False		
110	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
111	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
112	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
113	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
114	31	30	0	0.967741935483871	0.0	0.06938546895980835		T	1	0	1	31	0.0	0.000724976613657624				False					False		
115	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
116	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
117	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
118	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
119	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.00022538766678687343	0.0006080449017773621				False					False		
120	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
121	31	31	0	1.0	0.0	0.06299909204244614		T	1	0	1	31	0.0	0.000724976613657624				False					False		
122	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
123	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
124	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
125	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
126	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
127	31	31	0	1.0	0.0	0.0676901713013649		T	1	0	1	31	0.0	0.000724976613657624				False					False		
128	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
129	31	31	0	1.0	0.0	0.06613974273204803		T	1	0	1	31	0.0	0.000724976613657624				False					False		
130	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
131	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
132	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
133	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
134	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
135	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
136	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
137	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
138	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
139	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
140	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
141	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
142	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
143	31	31	0	1.0	0.0	0.0		T	3	1	2	31	9.015506671474937e-05	0.0006101891603662594				False					False		
144	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
145	31	31	0	1.0	0.0	0.1313513219356537		T	1	0	1	31	0.0	0.000724976613657624				False					False		
146	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
147	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
148	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
149	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
150	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
151	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
152	31	30	0	0.967741935483871	0.0	0.07197945564985275		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
153	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
154	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
155	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
156	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
157	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
158	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
159	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
160	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
161	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
162	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
163	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
164	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
165	31	31	0	1.0	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
166	31	29	0	0.9354838709677419	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
167	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
168	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
169	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
170	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
171	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
172	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
173	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
174	31	30	0	0.967741935483871	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
175	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
176	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
177	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
178	31	29	0	0.9354838709677419	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
179	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
180	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
181	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
182	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
183	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
184	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
185	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
186	31	29	0	0.9354838709677419	0.0	0.0		T	2	1	1	31	4.5077533357374686e-05	0.0007015902712815715				False					False		
187	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
188	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
189	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
190	31	30	0	0.967741935483871	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
191	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
192	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
193	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
194	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
195	31	31	0	1.0	0.0	0.0		T	2	1	1	31	9.015506671474937e-05	0.0006782039289055192				False					False		
196	31	31	0	1.0	0.0	0.0		T	1	0	1	31	0.0	0.000724976613657624				False					False		
197	31	31	0	1.0	0.0	0.04944944754242897		T	4	1	3	31	0.0005670158764445405	0.00019422681251599994				False					False		
198	31	31	0	1.0	0.0	0.0		T	5	1	4	31	0.0006750189005292148	0.00012352915669846512				False					False		
199	31	31	0	1.0	0.0	0.0		T	4	1	3	31	0.000729020412571552	8.52583180137678e-05				False					False		
200	31	31	0	1.0	0.0	0.0		T	4	1	3	31	0.0005400151204233718	0.00019821729410008705				False					False		
201	31	31	0	1.0	0.0	0.0		T	3	1	2	31	0.0006210173884868776	0.00019926637687113648				False					False		
202	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.000729020412571552	0.00010311404413281089				False					False		
203	31	31	0	1.0	0.0	0.02547711692750454		T	3	1	2	31	0.0006480181445080463	0.0001665261544434485				False					False		
204	31	31	0	1.0	0.0	0.029927486553788185		T	4	1	3	31	0.0005400151204233718	0.00023786104966824577				False					False		
205	31	31	0	1.0	0.0	0.044297996908426285		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
206	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0007830219246138892	5.1557022066405446e-05				False					False		
207	31	31	0	1.0	0.0	0.0523764006793499		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
208	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
209	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
210	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0008100226806350577	2.5778511033202723e-05				False					False		
211	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0006750189005292148	0.00015467106619921633				False					False		
212	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0008100226806350577	2.5778511033202723e-05				False					False		
213	31	31	0	1.0	0.0	0.04290832579135895		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
214	31	31	0	1.0	0.0	0.05806908756494522		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
215	31	31	0	1.0	0.0	0.04290832579135895		T	2	1	1	31	0.0008100226806350577	2.5778511033202723e-05				False					False		
216	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.000729020412571552	0.00010311404413281089				False					False		
217	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.000729020412571552	0.00010311404413281089				False					False		
218	31	31	0	1.0	0.0	0.04290832579135895		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
219	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
220	31	31	0	1.0	0.0	0.0523764006793499		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
221	31	31	0	1.0	0.0	0.045842062681913376		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
222	31	31	0	1.0	0.0	0.05124666169285774		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
223	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.000729020412571552	0.00010311404413281089				False					False		
224	31	31	0	1.0	0.0	0.03209695219993591		T	2	1	1	31	0.0006750189005292148	0.00015467106619921633				False					False		
225	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
226	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
227	31	31	0	1.0	0.0	0.05806908756494522		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
228	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
229	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
230	31	31	0	1.0	0.0	0.054617613554000854		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
231	31	31	0	1.0	0.0	0.05124666169285774		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
232	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0007020196565503834	0.0001288925551660136				False					False		
233	31	31	0	1.0	0.0	0.05806908756494522		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
234	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
235	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
236	31	31	0	1.0	0.0	0.0523764006793499		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
237	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
238	31	31	0	1.0	0.0	0.0523764006793499		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
239	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
240	31	31	0	1.0	0.0	0.045842062681913376		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
241	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
242	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
243	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
244	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
245	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
246	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
247	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
248	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
249	31	31	0	1.0	0.0	0.0		T	2	1	1	31	0.0007020196565503834	0.0001288925551660136				False					False		
250	31	31	0	1.0	0.0	0.05806908756494522		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
251	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
252	31	31	0	1.0	0.0	0.045842062681913376		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
253	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
254	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
255	31	31	0	1.0	0.0	0.0523764006793499		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
256	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
257	31	31	0	1.0	0.0	0.05806908756494522		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
258	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
259	31	31	0	1.0	0.0	0.0		T	1	1	0	31	0.0008370234366562264	0.0				False					False		
