nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_samples_A	n_samples_B	n_cells_mpr	mean_prop_A	mean_prop_B	logFC_B_minus_A	t	p	testable	BH_FDR	SpatialFDR	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
2483	31	0	0	0.0	0.0	0.14607954025268555		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2484	31	0	0	0.0	0.0	0.10457997024059296		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2485	31	0	0	0.0	0.0	0.2250426858663559		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2486	31	0	0	0.0	0.0	0.10457415878772736		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2487	31	0	0	0.0	0.0	0.16262467205524445		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2488	31	0	0	0.0	0.0	0.06250914186239243		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2489	31	0	0	0.0	0.0	0.03751833364367485		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2490	31	0	0	0.0	0.0	0.08522462099790573		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2491	31	0	0	0.0	0.0	0.06652998924255371		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2492	31	0	0	0.0	0.0	0.16124354302883148		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2493	31	0	0	0.0	0.0	0.3022478520870209		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2494	31	0	0	0.0	0.0	0.16895483434200287		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2495	31	0	0	0.0	0.0	0.1534298211336136		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2496	31	0	0	0.0	0.0	0.13763166964054108		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2497	31	0	0	0.0	0.0	0.10053284466266632		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2498	31	0	0	0.0	0.0	0.1045459434390068		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2499	31	0	0	0.0	0.0	0.14965496957302094		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2500	31	0	0	0.0	0.0	0.20476295053958893		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2501	31	0	0	0.0	0.0	0.13616608083248138		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2502	31	0	0	0.0	0.0	0.03548648580908775		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2503	31	0	0	0.0	0.0	0.1434452086687088		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2504	31	0	0	0.0	0.0	0.138685405254364		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2505	31	0	0	0.0	0.0	0.14965496957302094		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2506	31	0	0	0.0	0.0	0.06782453507184982		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2507	31	0	0	0.0	0.0	0.14759962260723114		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2508	31	0	0	0.0	0.0	0.1700364500284195		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2509	31	1	0	0.03225806451612903	0.0	0.26604971289634705		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2510	31	0	0	0.0	0.0	0.06574120372533798		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2511	31	0	0	0.0	0.0	0.11116497963666916		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2512	31	0	0	0.0	0.0	0.03548648580908775		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2513	31	0	0	0.0	0.0	0.06443934142589569		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2514	31	0	0	0.0	0.0	0.1811022311449051		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2515	31	0	0	0.0	0.0	0.14845804870128632		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2516	31	0	0	0.0	0.0	0.07331402599811554		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2517	31	0	0	0.0	0.0	0.08426064997911453		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2518	31	0	0	0.0	0.0	0.03880474716424942		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2519	31	0	0	0.0	0.0	0.13682633638381958		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2520	31	0	0	0.0	0.0	0.041744209825992584		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2521	31	0	0	0.0	0.0	0.16122983396053314		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2522	31	0	0	0.0	0.0	0.1958494931459427		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2523	31	0	0	0.0	0.0	0.1374976933002472		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2524	31	0	0	0.0	0.0	0.11682877689599991		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2525	31	0	0	0.0	0.0	0.1904473453760147		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2526	31	0	0	0.0	0.0	0.2123836725950241		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2527	31	0	0	0.0	0.0	0.12239312380552292		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2528	31	0	0	0.0	0.0	0.03357825055718422		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2529	31	0	0	0.0	0.0	0.12067466229200363		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2530	31	0	0	0.0	0.0	0.17623426020145416		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2531	31	2	0	0.06451612903225806	0.0	0.26604968309402466		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2532	31	0	0	0.0	0.0	0.16060851514339447		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2533	31	0	0	0.0	0.0	0.17087726294994354		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2534	31	0	0	0.0	0.0	0.14942744374275208		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2535	31	0	0	0.0	0.0	0.12991145253181458		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2536	31	0	0	0.0	0.0	0.08426064997911453		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2537	31	0	0	0.0	0.0	0.12616674602031708		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2538	31	0	0	0.0	0.0	0.07406656444072723		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2539	31	0	0	0.0	0.0	0.05053829401731491		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2540	31	0	0	0.0	0.0	0.054640982300043106		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2541	31	0	0	0.0	0.0	0.12418674677610397		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2542	31	0	0	0.0	0.0	0.06152132526040077		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2543	31	0	0	0.0	0.0	0.06174284964799881		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2544	31	0	0	0.0	0.0	0.17106841504573822		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2545	31	0	0	0.0	0.0	0.09470027685165405		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2546	31	0	0	0.0	0.0	0.06727133691310883		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2547	31	0	0	0.0	0.0	0.03236978501081467		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2548	31	0	0	0.0	0.0	0.2180740088224411		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2549	31	0	0	0.0	0.0	0.08987405151128769		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2550	31	0	0	0.0	0.0	0.21720421314239502		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2551	31	0	0	0.0	0.0	0.1400453746318817		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2552	31	0	0	0.0	0.0	0.31947061419487		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2553	31	0	0	0.0	0.0	0.15457183122634888		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2554	31	0	0	0.0	0.0	0.16999036073684692		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2555	31	0	0	0.0	0.0	0.09175994247198105		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2556	31	0	0	0.0	0.0	0.13443215191364288		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2557	31	0	0	0.0	0.0	0.10517928004264832		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2558	31	0	0	0.0	0.0	0.3187468945980072		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2559	31	0	0	0.0	0.0	0.042672209441661835		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2560	31	0	0	0.0	0.0	0.07364726066589355		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2561	31	0	0	0.0	0.0	0.19139620661735535		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2562	31	0	0	0.0	0.0	0.30718764662742615		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2563	31	0	0	0.0	0.0	0.1489448845386505		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2564	31	0	0	0.0	0.0	0.14229823648929596		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2565	31	0	0	0.0	0.0	0.054640982300043106		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2566	31	0	0	0.0	0.0	0.2455558180809021		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2567	31	0	0	0.0	0.0	0.15367387235164642		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2568	31	0	0	0.0	0.0	0.0		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2569	31	0	0	0.0	0.0	0.07364726066589355		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2570	31	0	0	0.0	0.0	0.07364726066589355		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2571	31	0	0	0.0	0.0	0.26731717586517334		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2572	31	0	0	0.0	0.0	0.04673038795590401		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2573	31	0	0	0.0	0.0	0.04811123386025429		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2574	31	0	0	0.0	0.0	0.04673038795590401		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2575	31	0	0	0.0	0.0	0.22445562481880188		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2576	31	0	0	0.0	0.0	0.2444460093975067		Myeloid	1	0	1	31	0.0	0.000424378490855328				False					False		
2577	31	0	0	0.0	0.0	0.03099355660378933		Myeloid	3	0	3	31	0.0	0.0006405588197566496				False					False		
2578	31	0	0	0.0	0.0	0.06412414461374283		Myeloid	2	0	2	31	0.0	0.000715593305295461				False					False		
2579	31	0	0	0.0	0.0	0.016544755548238754		Myeloid	2	0	2	31	0.0	0.0007782487078458285				False					False		
2580	31	0	0	0.0	0.0	0.011629040353000164		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0007058647298499819				False					False		
2581	31	0	0	0.0	0.0	0.08486073464155197		Myeloid	3	0	3	31	0.0	0.0007494989670022277				False					False		
2582	31	0	0	0.0	0.0	0.0		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0006780178842720407				False					False		
2583	31	0	0	0.0	0.0	0.07905315607786179		Myeloid	4	1	3	31	5.400151204233719e-05	0.0007018742482658948				False					False		
2584	31	0	0	0.0	0.0	0.06861504912376404		Myeloid	3	0	3	31	0.0	0.0006977375791764179				False					False		
2585	31	0	0	0.0	0.0	0.028181852772831917		Myeloid	2	0	2	31	0.0	0.0007921721306347992				False					False		
2586	31	0	0	0.0	0.0	0.06679372489452362		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0007485378934825533				False					False		
2587	31	0	0	0.0	0.0	0.058356743305921555		Myeloid	3	0	3	31	0.0	0.000748596071736568				False					False		
2588	31	0	0	0.0	0.0	0.010258753784000874		Myeloid	3	0	3	31	0.0	0.0007464695589378149				False					False		
2589	31	0	0	0.0	0.0	0.0330410860478878		Myeloid	2	0	2	31	0.0	0.0007773458125801688				False					False		
2590	31	0	0	0.0	0.0	0.08012865483760834		Myeloid	2	0	2	31	0.0	0.0007852104192403139				False					False		
2591	31	0	0	0.0	0.0	0.0642111599445343		Myeloid	3	0	3	31	0.0	0.0007346726489475974				False					False		
2592	31	0	0	0.0	0.0	0.06336002796888351		Myeloid	3	0	3	31	0.0	0.0006702114558659102				False					False		
2593	31	0	0	0.0	0.0	0.032280534505844116		Myeloid	3	0	3	31	0.0	0.0006838141563874474				False					False		
2594	31	0	0	0.0	0.0	0.10756928473711014		Myeloid	3	0	3	31	0.0	0.000774316404515756				False					False		
2595	31	0	0	0.0	0.0	0.08100733906030655		Myeloid	3	0	3	31	0.0	0.0006444911230867221				False					False		
2596	31	0	0	0.0	0.0	0.05438632145524025		Myeloid	3	0	3	31	0.0	0.0007673546931212708				False					False		
2597	31	0	0	0.0	0.0	0.06336002796888351		Myeloid	3	0	3	31	0.0	0.0007386049522776698				False					False		
2598	31	0	0	0.0	0.0	0.015454988926649094		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0006880090037309388				False					False		
2599	31	0	0	0.0	0.0	0.02243882790207863		Myeloid	5	2	3	31	8.077576139866913e-05	0.0007079330643947204	3.1314603941692507	0.9813645706828509	0.35870195039324426	True	0.7020178332251881	0.7065323832293037			False		
2600	31	1	0	0.03225806451612903	0.0	0.051044564694166183		Myeloid	1	0	1	31	0.0	0.0007991338420292843				False					False		
2601	31	0	0	0.0	0.0	0.033404264599084854		Myeloid	3	1	2	31	5.377500537750054e-05	0.0006758913714732878				False					False		
2602	31	0	0	0.0	0.0	0.0330410860478878		Myeloid	1	0	1	31	0.0	0.0007991338420292843				False					False		
2603	31	0	0	0.0	0.0	0.03782785311341286		Myeloid	3	0	3	31	0.0	0.0007534312703323003				False					False		
2604	31	0	0	0.0	0.0	0.036310166120529175		Myeloid	2	0	2	31	0.0	0.0007225550166899464				False					False		
2605	31	0	0	0.0	0.0	0.04730380326509476		Myeloid	2	0	2	31	0.0	0.0007573635736623728				False					False		
2606	31	0	0	0.0	0.0	0.015454988926649094		Myeloid	3	0	3	31	0.0	0.0007068258033696563				False					False		
2607	31	0	0	0.0	0.0	0.054944563657045364		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2608	31	0	0	0.0	0.0	0.028910361230373383		Myeloid	6	2	4	31	0.00016155152279733826	0.00059345498391955	1.8770792600358401	1.1113436724589845	0.2987348103084139	True	0.7020178332251881	0.7065323832293037			False		
2609	31	0	0	0.0	0.0	0.04351191595196724		Myeloid	3	0	3	31	0.0	0.0007325461361488445				False					False		
2610	31	0	0	0.0	0.0	0.11064953356981277		Myeloid	2	0	2	31	0.0	0.000764325285056858				False					False		
2611	31	0	0	0.0	0.0	0.11895783990621567		Myeloid	2	0	2	31	0.0	0.0007782487078458285				False					False		
2612	31	0	0	0.0	0.0	0.025367431342601776		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2613	31	0	0	0.0	0.0	0.10397221148014069		Myeloid	3	0	3	31	0.0	0.0006950288933794387				False					False		
2614	31	0	0	0.0	0.0	0.05133992061018944		Myeloid	2	0	2	31	0.0	0.0007852104192403139				False					False		
2615	31	0	0	0.0	0.0	0.013292105868458748		Myeloid	2	0	2	31	0.0	0.0007573635736623728				False					False		
2616	31	0	0	0.0	0.0	0.05486020818352699		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0006998059137211564				False					False		
2617	31	0	0	0.0	0.0	0.01898842863738537		Myeloid	3	1	2	31	4.5077533357374686e-05	0.0006480445258953468				False					False		
2618	31	0	0	0.0	0.0	0.06126775965094566		Myeloid	3	0	3	31	0.0	0.0007603929817267855				False					False		
2619	31	0	0	0.0	0.0	0.029205862432718277		Myeloid	3	1	2	31	2.7000756021168594e-05	0.0006967765056567437				False					False		
2620	31	0	0	0.0	0.0	0.11153167486190796		Myeloid	3	0	3	31	0.0	0.0007494989670022277				False					False		
2621	31	0	0	0.0	0.0	0.03996121510863304		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0007067676251156416				False					False		
2622	31	1	0	0.03225806451612903	0.0	0.039806678891181946		Myeloid	2	0	2	31	0.0	0.0007921721306347992				False					False		
2623	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.0007673546931212708				False					False		
2624	31	0	0	0.0	0.0	0.10397221148014069		Myeloid	3	0	3	31	0.0	0.0007416343603420827				False					False		
2625	31	0	0	0.0	0.0	0.04500530660152435		Myeloid	3	0	3	31	0.0	0.0007494989670022277				False					False		
2626	31	0	0	0.0	0.0	0.13139598071575165		Myeloid	2	0	2	31	0.0	0.0007852104192403139				False					False		
2627	31	1	0	0.03225806451612903	0.0	0.03640260174870491		Myeloid	1	0	1	31	0.0	0.0007991338420292843				False					False		
2628	31	1	0	0.03225806451612903	0.0	0.012360612861812115		Myeloid	2	0	2	31	0.0	0.0007782487078458285				False					False		
2629	31	0	0	0.0	0.0	0.04526861384510994		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2630	31	0	0	0.0	0.0	0.17492510378360748		Myeloid	3	0	3	31	0.0	0.0007634223897911982				False					False		
2631	31	0	0	0.0	0.0	0.030106861144304276		Myeloid	3	0	3	31	0.0	0.0007673546931212708				False					False		
2632	31	0	0	0.0	0.0	0.039218708872795105		Myeloid	2	0	2	31	0.0	0.000764325285056858				False					False		
2633	31	0	0	0.0	0.0	0.07609138637781143		Myeloid	4	1	3	31	2.7000756021168594e-05	0.000687106108465279				False					False		
2634	31	0	0	0.0	0.0	0.0828896015882492		Myeloid	3	0	3	31	0.0	0.000756460678396713				False					False		
2635	31	0	0	0.0	0.0	0.1497192084789276		Myeloid	3	0	3	31	0.0	0.0007416343603420827				False					False		
2636	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0007573635736623728				False					False		
2637	31	0	0	0.0	0.0	0.039806678891181946		Myeloid	2	0	2	31	0.0	0.0007782487078458285				False					False		
2638	31	0	0	0.0	0.0	0.047049589455127716		Myeloid	5	1	4	31	5.377500537750054e-05	0.0006342227682422966				False					False		
2639	31	0	0	0.0	0.0	0.023517217487096786		Myeloid	3	0	3	31	0.0	0.0007603929817267855				False					False		
2640	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.000717719818094214				False					False		
2641	31	1	0	0.03225806451612903	0.0	0.023506471887230873		Myeloid	6	2	4	31	0.00035078332161035507	0.0003475831400857694	-0.013221671904322108	-0.009841561351237009	0.992530447833261	True	0.9925304478332609	0.9925304478332609			False		
2642	31	0	0	0.0	0.0	0.051702599972486496		Myeloid	2	0	2	31	0.0	0.0007573635736623728				False					False		
2643	31	0	0	0.0	0.0	0.0		Myeloid	5	2	3	31	7.207828937854329e-05	0.0006035073934774411	3.065558530076446	1.4641831568063863	0.18534665159865352	True	0.7020178332251881	0.7065323832293037			False		
2644	31	0	0	0.0	0.0	0.05353585630655289		Myeloid	3	0	3	31	0.0	0.0007673546931212708				False					False		
2645	31	0	0	0.0	0.0	0.050524625927209854		Myeloid	3	0	3	31	0.0	0.0007603929817267855				False					False		
2646	31	0	0	0.0	0.0	0.04170672968029976		Myeloid	2	0	2	31	0.0	0.0007773458125801688				False					False		
2647	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2648	31	0	0	0.0	0.0	0.11388465017080307		Myeloid	2	0	2	31	0.0	0.0007573635736623728				False					False		
2649	31	0	0	0.0	0.0	0.07037273794412613		Myeloid	3	0	3	31	0.0	0.0007534312703323003				False					False		
2650	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.000764325285056858				False					False		
2651	31	0	0	0.0	0.0	0.05395783856511116		Myeloid	2	0	2	31	0.0	0.0007504018622678874				False					False		
2652	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2653	31	0	0	0.0	0.0	0.11936578154563904		Myeloid	2	0	2	31	0.0	0.0007434401508734023				False					False		
2654	31	0	0	0.0	0.0	0.06209222227334976		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0006541033420241722				False					False		
2655	31	0	0	0.0	0.0	0.025847146287560463		Myeloid	2	0	2	31	0.0	0.0007852104192403139				False					False		
2656	31	0	0	0.0	0.0	0.025847146287560463		Myeloid	2	0	2	31	0.0	0.0007782487078458285				False					False		
2657	31	0	0	0.0	0.0	0.05797769874334335		Myeloid	3	1	2	31	0.0005915250591525059	0.00033037197034657174				False					False		
2658	31	0	0	0.0	0.0	0.025847146287560463		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2659	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0007573635736623728				False					False		
2660	31	0	0	0.0	0.0	0.07654371112585068		Myeloid	2	0	2	31	0.0	0.0007782487078458285				False					False		
2661	31	0	0	0.0	0.0	0.05301444232463837		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2662	31	0	0	0.0	0.0	0.025847146287560463		Myeloid	2	0	2	31	0.0	0.0007712869964513432				False					False		
2663	31	1	0	0.03225806451612903	0.0	0.0		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0006928442023266712				False					False		
2664	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0007225550166899464				False					False		
2665	31	1	0	0.03225806451612903	0.0	0.037513457238674164		Myeloid	5	2	3	31	0.0002157795415045121	0.00048370306250466576	1.1645265531946531	0.9027008282000294	0.38803336938706623	True	0.7020178332251881	0.7065323832293037			False		
2666	31	0	0	0.0	0.0	0.037513457238674164		Myeloid	7	3	4	31	0.00015285405077721242	0.000544420618218084	1.832499038550992	1.428167445970596	0.19353053082302324	True	0.7020178332251881	0.7065323832293037	0.7	0.1881204043741873	True	0.6270680145806243	0.6632802123388964
2667	31	0	0	0.0	0.0	0.03240441158413887		Myeloid	2	0	2	31	0.0	0.000590282500194726				False					False		
2668	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.000590282500194726				False					False		
2669	31	0	0	0.0	0.0	0.006606542970985174		Myeloid	7	2	5	31	0.00013455076677616968	0.0005322924690858181	1.9839884264921128	1.1824989766619014	0.26982709796413507	True	0.7020178332251881	0.7065323832293037	0.08571428571428573	0.8717434402332361	True	0.9698761906328204	0.9569094134725773
2670	31	0	0	0.0	0.0	0.036336254328489304		Myeloid	2	0	2	31	0.0	0.0006181293457726673				False					False		
2671	31	0	0	0.0	0.0	0.01898842863738537		Myeloid	3	1	2	31	2.7000756021168594e-05	0.0006062742575284351				False					False		
2672	31	0	0	0.0	0.0	0.028052184730768204		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0005705628052903489				False					False		
2673	31	0	0	0.0	0.0	0.02367481030523777		Myeloid	3	0	3	31	0.0	0.0006381115846904633				False					False		
2674	31	0	0	0.0	0.0	0.010662038810551167		Myeloid	2	0	2	31	0.0	0.0006877464597175201				False					False		
2675	31	0	0	0.0	0.0	0.0		Myeloid	4	2	2	31	7.207828937854329e-05	0.0005735340351007471	2.992067436340367	1.0690635959522419	0.31991904668176685	True	0.7020178332251881	0.7065323832293037			False		
2676	31	0	0	0.0	0.0	0.01898842863738537		Myeloid	2	0	2	31	0.0	0.0006250910571671525				False					False		
2677	31	0	0	0.0	0.0	0.014840876683592796		Myeloid	1	0	1	31	0.0	0.0005833207888002409				False					False		
2678	31	0	0	0.0	0.0	0.025847146287560463		Myeloid	2	0	2	31	0.0	0.0006250910571671525				False					False		
2679	31	0	0	0.0	0.0	0.045810453593730927		Myeloid	4	1	3	31	5.400151204233719e-05	0.0006770568107523664				False					False		
2680	31	0	0	0.0	0.0	0.052204571664333344		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0006849795956665261				False					False		
2681	31	0	0	0.0	0.0	0.014840876683592796		Myeloid	1	0	1	31	0.0	0.0005833207888002409				False					False		
2682	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.0005824178935345811				False					False		
2683	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.000590282500194726				False					False		
2684	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.0005893796049290664				False					False		
2685	31	0	0	0.0	0.0	0.014840876683592796		Myeloid	3	0	3	31	0.0	0.0006072353310481094				False					False		
2686	31	0	0	0.0	0.0	0.036538250744342804		Myeloid	2	0	2	31	0.0	0.000639014479956123				False					False		
2687	31	0	0	0.0	0.0	0.02513768896460533		Myeloid	4	1	3	31	2.7000756021168594e-05	0.0006501710386940996				False					False		
2688	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.0006559673108095063				False					False		
2689	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0006250910571671525				False					False		
2690	31	0	0	0.0	0.0	0.011575469747185707		Myeloid	5	1	4	31	5.377500537750054e-05	0.0005687711459587894				False					False		
2691	31	0	0	0.0	0.0	0.013292105868458748		Myeloid	2	0	2	31	0.0	0.0006459761913506084				False					False		
2692	31	0	0	0.0	0.0	0.023713896051049232		Myeloid	4	1	3	31	5.377500537750054e-05	0.0005473179699768672				False					False		
2693	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.0006441704008192888				False					False		
2694	31	0	0	0.0	0.0	0.01898842863738537		Myeloid	3	1	2	31	0.00010800302408467438	0.0005637472814012533				False					False		
2695	31	0	0	0.0	0.0	0.020945895463228226		Myeloid	3	0	3	31	0.0	0.0006033030277180369				False					False		
2696	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.000590282500194726				False					False		
2697	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0006250910571671525				False					False		
2698	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.0005933119082591388				False					False		
2699	31	2	0	0.06451612903225806	0.0	0.01631728745996952		Myeloid	8	3	5	31	0.0008347606833093043	0.00023438996553670495	-1.8324075770811543	-1.121759197181301	0.3374957477456126	True	0.7020178332251881	0.7065323832293037			False		
2700	31	0	0	0.0	0.0	0.012138426303863525		Myeloid	4	1	3	31	5.377500537750054e-05	0.0005666305019602763				False					False		
2701	31	0	0	0.0	0.0	0.015355270355939865		Myeloid	1	0	1	31	0.0	0.0005833207888002409				False					False		
2702	31	0	0	0.0	0.0	0.0		Myeloid	3	0	3	31	0.0	0.0005893796049290664				False					False		
2703	31	0	0	0.0	0.0	0.05076201632618904		Myeloid	5	2	3	31	9.885253873487523e-05	0.0005547754137160441	2.4884339975006515	1.0671894437033693	0.32010582137781374	True	0.7020178332251881	0.7065323832293037			False		
2704	31	0	0	0.0	0.0	0.0		Myeloid	2	0	2	31	0.0	0.0006877464597175201				False					False		
2705	31	0	0	0.0	0.0	0.04493240267038345		Myeloid	2	0	2	31	0.0	0.000611167634378182				False					False		
2706	31	0	0	0.0	0.0	0.06688336282968521		Myeloid	3	0	3	31	0.0	0.0006907758677819327				False					False		
