gene,spearman_rank,spearman_r,spearman_p,pearson_r,pearson_p,mean_log2_expr,pct_expressed,match,ensembl,spearman_q,pearson_q,pearson_rank
MPZL3,13,0.8030852994555354,5.6756815511918664e-14,0.7946144384487681,1.6038522992942181e-13,2.9857951511136123,100.0,ensembl,ENSG00000160588,1.166134263325652e-11,2.3799386063415872e-11,18
CDH1,14,0.7986777288047705,9.804585122789926e-14,0.8017062950296006,6.744264046716718e-14,5.1687710139245615,100.0,ensembl,ENSG00000039068,1.8705747759265636e-11,1.1258705792987721e-11,16
GPRC5A,15,0.7914830178895514,2.326200345004284e-13,0.7777616542704029,1.1044258103967135e-12,3.6032813125821663,100.0,ensembl,ENSG00000013588,4.127396118561847e-11,1.34087333616801e-10,22
TSPAN1,16,0.7909644801659321,2.472419988655543e-13,0.7851716409423423,4.829669766130573e-13,4.400251870836173,100.0,ensembl,ENSG00000117472,4.127396118561847e-11,6.45002397266738e-11,20
EPCAM,17,0.7899922219341458,2.77053121632598e-13,0.8061479463428091,3.850409049455882e-14,7.2106387671625525,100.0,ensembl,ENSG00000119888,4.3529934581215845e-11,7.911109670074354e-12,13
PVRL4,18,0.7872698988851439,3.798631599280714e-13,0.8033633594638029,5.4807573011276934e-14,3.1794957951989034,100.0,ensembl,ENSG00000143217,5.6367472231548814e-11,9.759401834208045e-12,15
SLC52A3,19,0.7819548872180451,6.943348163173973e-13,0.8102812044017921,2.255789979713749e-14,1.9352844092863393,100.0,ensembl,ENSG00000101276,9.760885759914569e-11,5.021012529846187e-12,12
GPR110,20,0.776899144412756,1.2135500456545418e-12,0.6514970637621521,4.058738212586052e-08,1.0157992159701275,98.24561403508771,ensembl,ENSG00000153292,1.6206960859716404e-10,2.463838583140306e-06,44
MUC16,21,0.7733341975628727,1.7835709443880513e-12,0.736027694344041,6.875803645519213e-11,0.9858468139833512,100.0,symbol,,2.268532377362136e-10,6.559025548993507e-09,28
F2RL1,22,0.7708711433756806,2.317810428844014e-12,0.7976450716027006,1.1122613502919902e-13,3.8041958747601443,100.0,ensembl,ENSG00000164251,2.8140325706556186e-10,1.7475588627234738e-11,17
GPR56,23,0.767889551464869,3.169209725323749e-12,0.7910931368718526,2.435344089118012e-13,4.187191556925216,100.0,ensembl,ENSG00000205336,3.6804170331911885e-10,3.423581085281164e-11,19
SEMA4B,24,0.7613430127041743,6.19920608071894e-12,0.7459929096172349,2.7580263424658338e-11,5.056678565504714,100.0,ensembl,ENSG00000185033,6.899199767333454e-10,2.946675344290497e-09,25
CDCP1,25,0.7509074410163339,1.730391097187653e-11,0.7395641740626295,4.99559140963714e-11,2.9765768884942023,100.0,ensembl,ENSG00000163814,1.8487498482352885e-09,4.941935057459556e-09,27
SLC34A2,26,0.7475369458128078,2.3850103564349374e-11,0.7344271096231746,7.932187135974719e-11,3.9496249781134405,100.0,ensembl,ENSG00000157765,2.450139485399122e-09,7.30581787592706e-09,29
ILDR1,27,0.7465646875810216,2.613853472719317e-11,0.7260369441293913,1.6505915928414627e-10,1.8906482128082958,100.0,ensembl,ENSG00000145103,2.585778750234554e-09,1.4695767148265157e-08,30
MUC1,28,0.7363883847549909,6.656938728126519e-11,0.749278922798307,2.0218360815531065e-11,5.012119150644213,100.0,ensembl,ENSG00000185499,6.350244051009261e-09,2.2501350724284782e-09,24
CXADR,29,0.7329530723360125,9.039901426078931e-11,0.745092425189247,3.0005129645349067e-11,4.283256107888189,100.0,ensembl,ENSG00000154639,8.326060934157526e-09,3.082450049335668e-09,26
PCDH1,30,0.7313974591651543,1.0367496082500496e-10,0.7802501232792043,8.395500323080972e-13,3.593355518316233,100.0,ensembl,ENSG00000156453,9.230527345452943e-09,1.0678276839499655e-10,21
ACKR2,31,0.7261472647135079,1.6350490852456537e-10,0.667050371381987,1.464118755300975e-08,0.9977085063419829,98.24561403508771,ensembl,ENSG00000144648,1.4087793892552066e-08,9.77665298852226e-07,40
CDH3,32,0.7234249416645061,2.0622826046222744e-10,0.7732819093225883,1.7935799131383591e-12,5.180578377805429,100.0,ensembl,ENSG00000062038,1.7213615115456547e-08,2.0828921513011117e-10,23
TMPRSS13,33,0.7074150894477573,7.656927021534226e-10,0.7038031858571309,1.0171241610157753e-09,1.9956085976095088,100.0,ensembl,ENSG00000137747,6.19747032561149e-08,8.232541315373139e-08,33
GPR160,34,0.7054057557687322,8.971920935714179e-10,0.7251163726814136,1.7858661591572633e-10,3.144006679571581,100.0,ensembl,ENSG00000173890,7.04823553508605e-08,1.53872532616421e-08,31
CX3CL1,35,0.6934145709100337,2.249400215202353e-09,0.7171480953658003,3.486064179945598e-10,4.477370805639495,100.0,ensembl,ENSG00000006210,1.7166137070872815e-07,2.909774195198341e-08,32
ITGB8,36,0.6874949361632493,3.484325863640558e-09,0.6954191841143988,1.9349953075357033e-09,2.6760486844366196,100.0,ensembl,ENSG00000105855,2.5851762171622026e-07,1.4356590184521843e-07,36
NIPAL1,37,0.6840808918848846,4.46389444954915e-09,0.6919020475179968,2.517995992996144e-09,1.3203625157460626,100.0,ensembl,ENSG00000163293,3.222449209390751e-07,1.8177208911601892e-07,37
SEMA4A,38,0.6835623541612652,4.633717873252409e-09,0.6954229027606145,1.9344527633625036e-09,3.0154065341831937,100.0,ensembl,ENSG00000196189,3.2570159051203116e-07,1.4356590184521843e-07,35
GJB3,39,0.6692161852088311,1.2642487888514814e-08,0.6209388838034852,2.560978647787167e-07,2.0098894655855513,96.49122807017544,ensembl,ENSG00000188910,8.658483371852069e-07,1.2214953514713433e-05,56
CD9,40,0.6687192118226601,1.3076931025713136e-08,0.6359393798136924,1.063280539957594e-07,6.207947567857478,100.0,ensembl,ENSG00000010278,8.732120692419946e-07,5.916713171305695e-06,48
CDH6,41,0.6630801140782991,1.9101946954383356e-08,0.6215299393786965,2.4759578008713895e-07,2.6460271576413144,100.0,ensembl,ENSG00000113361,1.2444219589062913e-06,1.2024151429322693e-05,55
PLXNB1,42,0.6504407570650765,4.340566762491008e-08,0.6820674382442812,5.158152096299491e-09,4.932426274360696,100.0,ensembl,ENSG00000164050,2.7341384043790017e-06,3.532672884414344e-07,39
CD55,43,0.6499222193414571,4.48556684848701e-08,0.6415253484581566,7.571526649407634e-08,4.60298915169633,100.0,ensembl,ENSG00000196352,2.7341384043790017e-06,4.302882485227189e-06,47
PPAP2C,44,0.6498574021260046,4.504009352028307e-08,0.6515702704377035,4.039859287774017e-08,3.1228174800940316,100.0,ensembl,ENSG00000141934,2.7341384043790017e-06,2.463838583140306e-06,43
SLC39A8,45,0.6490147783251231,4.7503552090626645e-08,0.6427639483732135,7.015856437854884e-08,3.8286287300130124,100.0,ensembl,ENSG00000138821,2.819599725201417e-06,4.128915169622762e-06,45
MPZL2,46,0.6453850142597874,5.963997717315554e-08,0.6629245346401027,1.9300499266083027e-08,3.972126184571278,100.0,ensembl,ENSG00000149573,3.463008239771705e-06,1.2573569156026285e-06,41
TMEM184A,47,0.6427923256416904,7.003587212618159e-08,0.6051513115093698,6.153409936121779e-07,1.761876480530631,100.0,ensembl,ENSG00000164855,3.980123711681511e-06,2.650928699900205e-05,62
SLC15A1,48,0.6419497018408089,7.376645853704277e-08,0.5908383650968246,1.3089152453169805e-06,1.5505511650593717,100.0,ensembl,ENSG00000088386,4.104796057342526e-06,5.066829884408196e-05,68
ITGB4,49,0.641042260824475,7.799275007856566e-08,0.6096629449121115,4.813171331455517e-07,3.959142066466889,100.0,ensembl,ENSG00000132470,4.251400723670386e-06,2.107537807593063e-05,61
TMEM62,50,0.6385143894218305,9.099940695375964e-08,0.5897792900308113,1.3821094321685117e-06,2.5369428361802906,100.0,ensembl,ENSG00000137842,4.86118831946984e-06,5.273734704745849e-05,69
FZD5,51,0.6368939590355198,1.0038236484473712e-07,0.6351343361005386,1.1159818721528364e-07,2.9999076612086766,100.0,ensembl,ENSG00000163251,5.257280323535154e-06,5.9615751610404516e-06,50
CLDN9,52,0.6361809696655432,1.0479275146270656e-07,0.6183512624378713,2.966491758349219e-07,3.426966139237752,100.0,ensembl,ENSG00000213937,5.3827199837863315e-06,1.3900876292194322e-05,57
FZD6,53,0.6354679802955665,1.0938489668857946e-07,0.635176533118147,1.1131595747329487e-07,4.027486220542752,100.0,ensembl,ENSG00000164930,5.512586019909354e-06,5.9615751610404516e-06,49
PTPRJ,54,0.6336530982628986,1.2194254517859596e-07,0.6576148922084473,2.7369957439462358e-08,3.176552206648422,100.0,ensembl,ENSG00000149177,6.03163959577833e-06,1.7405989600191418e-06,42
SPINT2,55,0.6280140005185377,1.7016581905365477e-07,0.7032214069586639,1.0643047987346347e-09,5.023912127162476,100.0,ensembl,ENSG00000167642,8.219280634787875e-06,8.361053286530027e-08,34
SVOPL,56,0.627536139258371,1.7498592875331238e-07,0.5511073364908531,8.893798957419745e-06,0.40846959487926215,94.73684210526315,ensembl,ENSG00000157703,8.219280634787875e-06,0.00025681460632969247,91
IGSF9,57,0.6274954627949183,1.754020951639494e-07,0.6885229211597093,3.231734503271702e-09,4.72353833168492,100.0,ensembl,ENSG00000085552,8.219280634787875e-06,2.2715691732207148e-07,38
ADAM28,58,0.6253564946849883,1.986440727914627e-07,0.5776930394591903,2.5373547588729806e-06,1.7104590494189873,100.0,ensembl,ENSG00000042980,9.147902041827534e-06,8.688813539679142e-05,77
SLC37A1,59,0.6199766658024372,2.7052757985367335e-07,0.6248339295145854,2.0474640962452893e-07,3.245273784020648,100.0,ensembl,ENSG00000160190,1.2042986096486024e-05,1.0127364076057718e-05,54
SCNN1G,60,0.6173248071275433,3.143451162454082e-07,0.556837492056291,6.8491118840875685e-06,1.5809908046094516,91.22807017543859,ensembl,ENSG00000166828,1.37641935326473e-05,0.00021027560738388383,86
SLC28A3,61,0.6151577515351263,3.550076966953535e-07,0.5550385705507048,7.438373783438064e-06,0.9549788522181245,96.49122807017544,ensembl,ENSG00000197506,1.52939606108595e-05,0.00022577154972230762,87
TMEM63A,62,0.6141431164117189,3.75696704852391e-07,0.5892467231362583,1.4203447690710138e-06,3.8289923195728286,100.0,ensembl,ENSG00000196187,1.5736199043806065e-05,5.343297011533349e-05,70
MANSC1,63,0.6140782991962666,3.770560609522981e-07,0.6425458672703438,7.11082357928293e-08,3.777514095463195,100.0,ensembl,ENSG00000111261,1.5736199043806065e-05,4.128915169622762e-06,46
CD24,64,0.6119393310863366,4.245909594212098e-07,0.5929382954904918,1.174374887861548e-06,8.456908852004629,100.0,symbol,,1.744742234790848e-05,4.7526595840578705e-05,66
IL17RE,65,0.6103837179154783,4.626298911780032e-07,0.6285045068774433,1.6534808294146006e-07,2.2324721030295844,100.0,ensembl,ENSG00000163701,1.8722491505097677e-05,8.493167875704611e-06,52
AQP2,66,0.6099470379991548,4.7386863591979537e-07,0.40363955058132434,0.001848621074818583,0.319382113309799,70.17543859649122,ensembl,ENSG00000167580,1.889109144092199e-05,0.017325146985405035,230
GABRP,67,0.6083095670210008,5.183317401690514e-07,0.5699405486440882,3.6994450441369682e-06,1.843109066573636,100.0,ensembl,ENSG00000094755,2.0359765852816707e-05,0.0001219903421344425,80
SIGIRR,68,0.6070780399274047,5.543160669833935e-07,0.615752529001665,3.4338172963816576e-07,4.54423996032419,100.0,ensembl,ENSG00000185187,2.145765528858904e-05,1.528620999772568e-05,60
ANO9,69,0.6017630282603059,7.381763312361587e-07,0.5331642441724104,1.955015472090055e-05,2.6954854525529863,100.0,ensembl,ENSG00000185101,2.8166699724739712e-05,0.0004926270118823148,103
ERMP1,70,0.6010500388903293,7.667913320736385e-07,0.5817095565646118,2.0791071502824703e-06,4.271889855700937,100.0,ensembl,ENSG00000099219,2.874195397528359e-05,7.306967366321682e-05,75
APLP2,71,0.600855587243972,7.747737499889249e-07,0.6163544576269359,3.31980272537542e-07,7.546434172033871,100.0,ensembl,ENSG00000084234,2.874195397528359e-05,1.5029140812674148e-05,59
CELSR2,72,0.5989110707803993,8.589912299726751e-07,0.6308030108819377,1.444309310662851e-07,3.6437567523406638,100.0,ensembl,ENSG00000143126,3.142966541447966e-05,7.564216017216619e-06,51
ENTPD3,73,0.5976795436868032,9.16680853365881e-07,0.5937287473108904,1.1271694682232696e-06,2.231763813329083,100.0,ensembl,ENSG00000168032,3.308722377486849e-05,4.6317994609605434e-05,65
MFSD6,74,0.5951516722841587,1.0466347723116192e-06,0.5811647724028606,2.136375771609032e-06,3.2380209305902126,100.0,ensembl,ENSG00000151690,3.727415302459113e-05,7.410726864893147e-05,76
CD47,75,0.5917811770806326,1.2468204426396904e-06,0.581736877444382,2.0762732162112523e-06,5.352784993848215,100.0,ensembl,ENSG00000196776,4.381917634592912e-05,7.306967366321682e-05,74
GPR39,76,0.5908089188488462,1.3109003825223853e-06,0.6173491261708238,3.139146440847667e-07,1.0861121451786222,98.24561403508771,ensembl,ENSG00000183840,4.547292106126352e-05,1.445631059224848e-05,58
DSC2,77,0.5900959294788696,1.3598347299726926e-06,0.5918769198736404,1.2406711569937067e-06,2.615314872441932,100.0,ensembl,ENSG00000134755,4.643732173651119e-05,4.9460188960152095e-05,67
SLC6A20,78,0.5899014778325123,1.373473761581574e-06,0.568025948636788,4.054525941021205e-06,0.909568658188293,100.0,ensembl,ENSG00000163817,4.643732173651119e-05,0.00013206876571301998,81
RAET1L,79,0.5888300103778487,1.450949315150732e-06,0.46978853554191774,0.00022699118377067406,0.49741143833817214,82.45614035087719,ensembl,ENSG00000155918,4.844357025959507e-05,0.0035875352180560383,149
CEACAM6,80,0.5875660509567291,1.5475895233432116e-06,0.5260287879613572,2.6414605891787688e-05,1.8070671554363495,92.98245614035088,ensembl,ENSG00000086548,5.103224218332986e-05,0.0006413946576087719,107
GPR97,81,0.5842044792277765,1.8346761510108335e-06,0.5174713273108007,3.7562384410503155e-05,0.7517904529716102,92.98245614035088,ensembl,ENSG00000182885,5.976121950426752e-05,0.0008800800768460871,109
ERBB4,82,0.5757713248638838,2.78845967500683e-06,0.5353379860136384,1.7813324195141595e-05,1.933236848620346,100.0,ensembl,ENSG00000178568,8.973464809570172e-05,0.00045313703738307813,102
TSPAN14,83,0.5736323567539539,3.09511018425205e-06,0.5722733282603369,3.3059802117567702e-06,4.711274023397025,100.0,ensembl,ENSG00000108219,9.756615265721079e-05,0.00011177560943800422,78
QSOX1,84,0.5735675395385015,3.104875692947554e-06,0.6270676739562195,1.7983553612890895e-07,6.505453588589541,100.0,ensembl,ENSG00000116260,9.756615265721079e-05,9.063032396232374e-06,53
SORL1,85,0.571363754213119,3.4545106831962165e-06,0.58402379215597,1.851434544928013e-06,2.810306151073449,100.0,ensembl,ENSG00000137642,0.00010729067482345457,6.774221465072223e-05,72
TNFSF15,86,0.566632097485092,4.332723307988685e-06,0.5531287500712454,8.11529040796587e-06,1.3490920455156803,100.0,ensembl,ENSG00000181634,0.00013301958569698595,0.0002381971503261191,90
TMEM211,87,0.565043730885796,4.671369081242666e-06,0.4987544067866198,7.856941374922383e-05,0.46552986004250113,78.94736842105263,ensembl,ENSG00000206069,0.00014178666836362684,0.001577886497174262,125
PIGR,88,0.5647523982369718,4.736095512358399e-06,0.5609602273184426,5.658430961417847e-06,2.1379812395119253,98.24561403508771,ensembl,ENSG00000162896,0.00014213607992707061,0.0001799246321184175,83
TMEM213,89,0.563425753714596,5.041537125900892e-06,0.3244288013964157,0.013812020748170468,0.4140375257193852,87.71929824561403,ensembl,ENSG00000214128,0.00014962161848090314,0.07727073925122592,372
SLC6A6,90,0.5562613430127041,7.0329384087835695e-06,0.5831326190654597,1.9362006860460497e-06,3.464328109411362,100.0,ensembl,ENSG00000131389,0.00020540358210763832,6.988637881660809e-05,73
AQP5,91,0.5561317085817993,7.074926826620263e-06,0.5543427098433331,7.678692831085173e-06,4.725562799097931,100.0,ensembl,ENSG00000161798,0.00020540358210763832,0.0002278865394647611,89
SLC43A2,92,0.55347420274825,7.988758001092024e-06,0.5468164367214196,1.0781601970118203e-05,3.4102746801891666,100.0,symbol,ENSG00000167703;ENSG00000278550,0.00022944056581630966,0.00030313325118090233,93
CELSR1,93,0.5518537723619393,8.598584207401339e-06,0.5421266084771262,1.3266150785342686e-05,3.2793687868647035,100.0,ensembl,ENSG00000075275,0.00024432785551030823,0.000357918068158084,97
CEACAM1,94,0.5513352346383199,8.802682062173613e-06,0.537158258044053,1.6470040248230228e-05,2.032562950881975,100.0,ensembl,ENSG00000079385,0.0002474943556638497,0.00042299497599060517,101
ENPP5,95,0.5508166969147006,9.011271684170164e-06,0.585481305526551,1.720228921003329e-06,3.08808087543597,100.0,ensembl,ENSG00000112796,0.00025071986112935944,6.381571455555405e-05,71
CLDN1,96,0.550427793621986,9.17071611429402e-06,0.5547466576758295,7.53832339214192e-06,4.655054062147712,100.0,ensembl,ENSG00000163347,0.0002525255952709209,0.00022623440202709067,88
BTC,97,0.5480943738656987,1.0183726251760037e-05,0.558115111839867,6.45729286125508e-06,1.8870405386430604,100.0,ensembl,ENSG00000174808,0.00027755849814745977,0.00020055150270246883,85
LY75,98,0.547835105003889,1.0302476415160215e-05,0.5019928162323651,6.936319862950163e-05,1.6332140041347667,100.0,symbol,,0.00027795873237265587,0.001425146950303068,123
TSPAN6,99,0.5465387606948405,1.0915746475500326e-05,0.5978426828779998,9.088357581941592e-07,5.992457352236754,100.0,ensembl,ENSG00000000003,0.00028867285976298386,3.792969234588436e-05,64
GJB1,100,0.5403618257116842,1.433134440156499e-05,0.41787723870680143,0.0012190567539992377,1.2449434573190323,91.22807017543859,ensembl,ENSG00000169562,0.0003752845185939224,0.012620544922216913,209
CLDN16,101,0.5397416992817025,1.4724090108732231e-05,0.39616614291968294,0.002283819098143542,0.9263147307915826,98.24561403508771,ensembl,ENSG00000113946,0.0003818256765089689,0.020270572326174817,243
ABCA4,102,0.5393440497796215,1.4981158267581276e-05,0.3843913937726453,0.003155903041503958,0.9726346124938867,100.0,ensembl,ENSG00000198691,0.00038475647819913067,0.025857107435144393,262
SLC6A14,103,0.536395705873078,1.7020921936898707e-05,0.38909660606397384,0.0027771681586677825,0.6274422457785073,87.71929824561403,ensembl,ENSG00000268104,0.00043297983327101377,0.02337497463003278,254
ITGA2,104,0.5338994036816178,1.894594799539139e-05,0.48593444884344017,0.00012713477055795695,2.229590692850623,100.0,ensembl,ENSG00000164171,0.00047740214241217367,0.0022427661184775114,136
SLC44A3,105,0.5332512315270936,1.9477743309651385e-05,0.5472615833335056,1.0569741022471786e-05,3.69197892511988,100.0,ensembl,ENSG00000143036,0.00048242313275251525,0.0003003380667130015,92
PROM1,106,0.5331215970961888,1.9585746640639567e-05,0.5602130300139473,5.8588184882005874e-06,4.140194914337547,100.0,ensembl,ENSG00000007062,0.00048242313275251525,0.000184104755082162,84
UPK1B,107,0.5330005996389383,1.9687054088365466e-05,0.5126368889449678,4.563924148139752e-05,2.0279419074163823,96.49122807017544,ensembl,ENSG00000114638,0.00048242313275251525,0.00101585344997344,115
SPNS2,108,0.5317604355716878,2.0753737035361134e-05,0.567207251523277,4.215842034617314e-06,2.8752257237280334,100.0,ensembl,ENSG00000183018,0.0005035378333866651,0.0001356688442706367,82
PVRL2,109,0.5309826289862587,2.1449769101214977e-05,0.5700485120197432,3.6803119392010466e-06,7.0219536691203865,100.0,ensembl,ENSG00000130202,0.0005064640244891897,0.0001219903421344425,79
PCDH7,110,0.5307233601244491,2.1686537691336468e-05,0.5429420836623805,1.2799169015204849e-05,3.1511497644092126,100.0,ensembl,ENSG00000169851,0.0005064640244891897,0.0003488426575470628,96
ABCA13,111,0.5306585429089966,2.174610646435045e-05,0.28921137531550095,0.029110523257025508,0.3658591671254829,100.0,ensembl,ENSG00000179869,0.0005064640244891897,0.12819181325250953,455
GPR132,112,0.5305937256935442,2.1805826587890984e-05,0.47963191750662093,0.00015996432515033473,1.7310751234475477,100.0,ensembl,ENSG00000183484,0.0005064640244891897,0.002720770759993783,142
P2RX4,113,0.5296862846772102,2.265799827211292e-05,0.5982058364677859,8.915973048711328e-07,3.3020913191628054,100.0,ensembl,ENSG00000135124,0.0005217199429725311,3.7800895258901515e-05,63
AREG,114,0.5262509722582318,2.6170913873730195e-05,0.4489800343848188,0.0004598290367183561,2.1863515171671306,100.0,ensembl,ENSG00000109321,0.0005974573586045585,0.00599123588816941,172
GRIK2,115,0.5248249935182785,2.7771794143227475e-05,0.5091924913462877,5.2339222497398836e-05,1.466171436676935,100.0,ensembl,ENSG00000164418,0.0006286310352250897,0.0011183845063244184,120
DPP10,116,0.5245882532280732,2.8046168987590498e-05,0.4850260367832653,0.00013145068069504582,1.1709965256940202,87.71929824561403,ensembl,ENSG00000175497,0.0006295068686206236,0.0022900537963156976,139
PTPRF,117,0.5235286492092299,2.9305187648773457e-05,0.5393176478427792,1.4998372691692551e-05,6.428794133310726,100.0,ensembl,ENSG00000142949,0.0006522846350822826,0.00038893838310204664,100
TRPV6,118,0.5224016354402496,3.070145715778248e-05,0.47891201481141477,0.0001641705602451797,0.7632201942640265,91.22807017543859,ensembl,ENSG00000165125,0.0006721605907248935,0.0027344784112016103,144
RNF43,119,0.5217137671765621,3.158359919227312e-05,0.5438847039817652,1.227839077065617e-05,2.1694260146998925,98.24561403508771,ensembl,ENSG00000108375,0.0006858519792078171,0.00033809878091157347,95
HLA-DMB,120,0.5200933367902515,3.375501289087635e-05,0.5328819809963109,1.978684045136092e-05,3.7869316713799703,100.0,symbol,ENSG00000241674;ENSG00000242092;ENSG00000241296;ENSG00000242574;ENSG00000234154;ENSG00000239329;ENSG00000226264;ENSG00000242386,0.0007270938663833125,0.0004939313163138787,104
TACR1,121,0.5194451646357272,3.4661537423560785e-05,0.4237632736461593,0.0010208062528780087,1.1462626783268908,98.24561403508771,ensembl,ENSG00000115353,0.0007406477316666469,0.01092831097353,202
F3,122,0.5165932071558206,3.8923553053261234e-05,0.5167388338422252,3.869471567808003e-05,3.633850385561452,100.0,ensembl,ENSG00000117525,0.0008186205527973288,0.0008987268310969718,110
UNC93A,123,0.5143534895295623,4.2604023858212e-05,0.4671130687794787,0.0002491905364538255,0.9458642925717706,84.21052631578947,ensembl,ENSG00000112494,0.0008890261541037831,0.0038252179475182064,153
MUC4,124,0.5133606651028081,4.4335978308040015e-05,0.49129642264234263,0.00010419634676552435,0.8594332878482914,100.0,ensembl,ENSG00000145113,0.0009179953338044564,0.001919368566970452,133
SERINC2,125,0.5126393570132227,4.563473798925351e-05,0.5054782619946258,6.057087221540633e-05,6.522754411921668,100.0,ensembl,ENSG00000168528,0.0009352952508945246,0.0012639437475574242,122
ATP1B1,126,0.5125097225823179,4.587183746431401e-05,0.5404907087023104,1.4250947275524464e-05,6.633907574000597,100.0,ensembl,ENSG00000143153,0.0009352952508945246,0.00037317921738162595,99
VIPR1,127,0.5095281306715064,5.164859127119488e-05,0.42600914194887013,0.0009531602344745643,0.6561472145448447,98.24561403508771,ensembl,ENSG00000114812,0.0010451014188284963,0.01030725095660551,200
TMEM231,128,0.5056390977443609,6.019106749201935e-05,0.5157956335670101,4.019915627880163e-05,2.9615338684651924,100.0,ensembl,ENSG00000205084,0.0012028243598891535,0.0009177089437664885,112
PTAFR,129,0.5055742805289085,6.034386530331208e-05,0.4858837741426115,0.00012737206672926136,2.567098439043844,100.0,ensembl,ENSG00000169403,0.0012028243598891535,0.0022427661184775114,137
ITGA3,130,0.5049261083743842,6.189159931673619e-05,0.4794626884368112,0.00016094413331299803,4.417103231235203,100.0,ensembl,ENSG00000005884,0.0012245367538889064,0.002720770759993783,143
TMEM37,131,0.5036945812807881,6.493337220687651e-05,0.48490493946578234,0.0001320360481589732,4.770291867386294,100.0,ensembl,ENSG00000171227,0.0012752723320924055,0.0022900537963156976,140
LPAR3,132,0.5018148820326679,6.9842075000292e-05,0.5105059373351024,4.9684162055666555e-05,3.0566095400736013,100.0,ensembl,ENSG00000171517,0.0013616655644217513,0.0010877573512351258,117
ALPPL2,133,0.5007456659432851,7.278427462956792e-05,0.3890206883737162,0.0027829434415389083,1.0994364364031313,91.22807017543859,ensembl,ENSG00000163286,0.0014087449096780863,0.02337497463003278,255
MMEL1,134,0.5001944516463572,7.434518835500703e-05,0.428700443126942,0.0008774309865390667,1.100194045889809,100.0,symbol,ENSG00000142606;ENSG00000277131,0.0014286043028505309,0.00972455670143505,198
CLDN6,135,0.49987036556909514,7.527723170747773e-05,0.5448429281405236,1.176919180117674e-05,4.568775985740492,100.0,ensembl,ENSG00000184697,0.0014361820420762358,0.00032745324271815694,94
HLA-DMA,136,0.4991573761991185,7.736565243586841e-05,0.4889219100035869,0.00011384029282287879,5.103075392790117,100.0,symbol,ENSG00000204257;ENSG00000243215;ENSG00000242361;ENSG00000239463;ENSG00000242685;ENSG00000243189;ENSG00000243719,0.001460089506646129,0.002054509608985873,135
GPR113,137,0.49902774176821363,7.775103791402371e-05,0.4951081964749107,9.02705552437948e-05,0.74313153949537,100.0,ensembl,ENSG00000173567,0.001460089506646129,0.0017346234032818413,130
CLCA4,138,0.4988873899871123,7.817027310011099e-05,0.36985042869970686,0.004631472656305014,0.36134625678408444,64.91228070175438,ensembl,ENSG00000016602,0.001460089506646129,0.03398533918953487,290
