file	size_bytes	size_mb	role	decision
P11_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P11_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P11_T1-matrix.mtx.gz	20779423	20.779	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P12_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P12_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P12_B1-matrix.mtx.gz	15980369	15.980	background_matrix	SKIP_BACKGROUND
P12_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P12_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P12_T1-matrix.mtx.gz	31516450	31.516	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P13_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P13_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P13_B1-matrix.mtx.gz	47734403	47.734	background_matrix	SKIP_BACKGROUND
P13_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P13_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P13_T1-matrix.mtx.gz	85177195	85.177	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P14_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P14_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P14_B1-matrix.mtx.gz	11759364	11.759	background_matrix	SKIP_BACKGROUND
P14_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P14_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P14_T1-matrix.mtx.gz	15002465	15.002	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P15_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P15_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P15_B1-matrix.mtx.gz	85897142	85.897	background_matrix	SKIP_BACKGROUND
P15_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P15_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P15_B2-matrix.mtx.gz	81327840	81.328	background_matrix	SKIP_BACKGROUND
P15_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P15_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P15_T1-matrix.mtx.gz	82361097	82.361	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P15_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P15_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P15_T2-matrix.mtx.gz	103948105	103.948	cd235a_tumor_matrix	USE
P16_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P16_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P16_B1-matrix.mtx.gz	98937714	98.938	background_matrix	SKIP_BACKGROUND
P16_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P16_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P16_B2-matrix.mtx.gz	132782501	132.783	background_matrix	SKIP_BACKGROUND
P16_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P16_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P16_T1-matrix.mtx.gz	54381261	54.381	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P16_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P16_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P16_T2-matrix.mtx.gz	70107293	70.107	cd235a_tumor_matrix	USE
P17_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P17_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P17_B1-matrix.mtx.gz	43117294	43.117	background_matrix	SKIP_BACKGROUND
P17_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P17_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P17_B2-matrix.mtx.gz	175196340	175.196	background_matrix	SKIP_BACKGROUND
P17_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P17_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P17_T1-matrix.mtx.gz	97272784	97.273	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P17_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P17_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P17_T2-matrix.mtx.gz	249911715	249.912	cd235a_tumor_matrix	USE
P17_T3-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P17_T3-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P17_T3-matrix.mtx.gz	315240030	315.240	cd235a_tumor_matrix	USE
P18_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P18_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P18_B1-matrix.mtx.gz	321663255	321.663	background_matrix	SKIP_BACKGROUND
P18_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P18_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P18_B2-matrix.mtx.gz	215819743	215.820	background_matrix	SKIP_BACKGROUND
P18_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P18_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P18_T1-matrix.mtx.gz	184384576	184.385	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P18_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P18_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P18_T2-matrix.mtx.gz	200911926	200.912	cd235a_tumor_matrix	USE
P19_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P19_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P19_B1-matrix.mtx.gz	46881627	46.882	background_matrix	SKIP_BACKGROUND
P19_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P19_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P19_T1-matrix.mtx.gz	258117875	258.118	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P19_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P19_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P19_T2-matrix.mtx.gz	158775906	158.776	cd235a_tumor_matrix	USE
P1_B1-barcodes.tsv.gz	2550196	2.550	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P1_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P1_B1-matrix.mtx.gz	34315151	34.315	background_matrix	SKIP_BACKGROUND
P1_T1-barcodes.tsv.gz	2550196	2.550	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P1_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P1_T1-matrix.mtx.gz	25361978	25.362	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P20_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P20_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P20_B1-matrix.mtx.gz	284604760	284.605	background_matrix	SKIP_BACKGROUND
P20_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P20_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P20_B2-matrix.mtx.gz	323301644	323.302	background_matrix	SKIP_BACKGROUND
P20_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P20_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P20_T1-matrix.mtx.gz	270612821	270.613	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P20_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P20_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P20_T2-matrix.mtx.gz	170138859	170.139	cd235a_tumor_matrix	USE
P21_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P21_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P21_B1-matrix.mtx.gz	157590942	157.591	background_matrix	SKIP_BACKGROUND
P21_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P21_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P21_B2-matrix.mtx.gz	20327566	20.328	background_matrix	SKIP_BACKGROUND
P21_B3-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P21_B3-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P21_B3-matrix.mtx.gz	33600898	33.601	background_matrix	SKIP_BACKGROUND
P21_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P21_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P21_T1-matrix.mtx.gz	65766151	65.766	cd235a_tumor_matrix	USE
P21_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P21_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P21_T2-matrix.mtx.gz	11438961	11.439	cd235a_tumor_matrix	USE
P22_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P22_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P22_B1-matrix.mtx.gz	346179091	346.179	background_matrix	SKIP_BACKGROUND
P22_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P22_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P22_B2-matrix.mtx.gz	28082466	28.082	background_matrix	SKIP_BACKGROUND
P22_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P22_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P22_T1-matrix.mtx.gz	41101825	41.102	cd235a_tumor_matrix	USE
P22_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P22_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P22_T2-matrix.mtx.gz	138490194	138.490	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P23_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P23_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P23_B1-matrix.mtx.gz	186371141	186.371	background_matrix	SKIP_BACKGROUND
P23_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P23_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P23_B2-matrix.mtx.gz	65796586	65.797	background_matrix	SKIP_BACKGROUND
P23_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P23_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P23_T1-matrix.mtx.gz	305629639	305.630	cd235a_tumor_matrix	USE
P23_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P23_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P23_T2-matrix.mtx.gz	621157360	621.157	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P24_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P24_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P24_B1-matrix.mtx.gz	260768026	260.768	background_matrix	SKIP_BACKGROUND
P24_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P24_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P24_B2-matrix.mtx.gz	93869779	93.870	background_matrix	SKIP_BACKGROUND
P24_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P24_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P24_T1-matrix.mtx.gz	349635696	349.636	cd235a_tumor_matrix	USE
P24_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P24_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P24_T2-matrix.mtx.gz	136727917	136.728	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P2_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P2_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P2_B1-matrix.mtx.gz	21897218	21.897	background_matrix	SKIP_BACKGROUND
P2_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P2_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P2_T1-matrix.mtx.gz	11956721	11.957	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P3_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P3_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P3_B1-matrix.mtx.gz	52322740	52.323	background_matrix	SKIP_BACKGROUND
P3_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P3_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P3_T1-matrix.mtx.gz	54481118	54.481	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P4_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P4_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P4_B1-matrix.mtx.gz	36366408	36.366	background_matrix	SKIP_BACKGROUND
P4_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P4_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P4_B2-matrix.mtx.gz	175849939	175.850	background_matrix	SKIP_BACKGROUND
P4_B3-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P4_B3-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P4_B3-matrix.mtx.gz	203201541	203.202	background_matrix	SKIP_BACKGROUND
P4_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P4_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P4_T1-matrix.mtx.gz	43354767	43.355	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P4_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P4_T2-features.tsv.gz	304728	0.305	shared_features	USE
P4_T2-matrix.mtx.gz	37760678	37.761	cd235a_tumor_matrix	USE
P4_T3-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P4_T3-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P4_T3-matrix.mtx.gz	47286405	47.286	cd235a_tumor_matrix	USE
P5_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P5_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P5_B1-matrix.mtx.gz	38624753	38.625	background_matrix	SKIP_BACKGROUND
P5_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P5_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P5_T1-matrix.mtx.gz	60615100	60.615	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P6_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P6_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P6_B1-matrix.mtx.gz	14297995	14.298	background_matrix	SKIP_BACKGROUND
P6_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P6_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P6_T1-matrix.mtx.gz	27884218	27.884	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P7_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P7_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P7_B1-matrix.mtx.gz	8510879	8.511	background_matrix	SKIP_BACKGROUND
P7_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P7_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P7_T1-matrix.mtx.gz	14446951	14.447	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P8_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P8_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P8_B1-matrix.mtx.gz	79536381	79.536	background_matrix	SKIP_BACKGROUND
P8_B2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P8_B2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P8_B2-matrix.mtx.gz	172838973	172.839	background_matrix	SKIP_BACKGROUND
P8_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P8_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P8_T1-matrix.mtx.gz	42033838	42.034	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
P8_T2-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P8_T2-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P8_T2-matrix.mtx.gz	248247778	248.248	cd235a_tumor_matrix	USE
P9_B1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P9_B1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P9_B1-matrix.mtx.gz	49506082	49.506	background_matrix	SKIP_BACKGROUND
P9_T1-barcodes.tsv.gz	20921369	20.921	cellranger_whitelist	SKIP_WHITELIST_BARCODES
P9_T1-features.tsv.gz	304728	0.305	shared_features_copy	SKIP_DUPLICATE_FEATURES
P9_T1-matrix.mtx.gz	52928446	52.928	other_tumor_or_facs_matrix	SKIP_NOT_CD235A_TUMOR
