model	role	feature	estimator	rho	p	n	df	k_covariates	ci_low	ci_high	call	fdr_primary4
ABS_ESTPUR	sensitivity_rna_purity	GEP18_logmean	onesided_rank	-0.04345191351866889	0.3322257156542633	502	498	2	-0.13064470254041954	0.044407882539648606	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	GEP18_logmean	onesided_value	-0.07235794319556205	0.1060852189251329	502	498	2	-0.15903940821232185	0.015430553014514133	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	GEP18_logmean	twosided_rank	-0.06916784548476568	0.12243837010799456	502	498	2	-0.15591276467778226	0.01863577501280243	WEAK_NEGATIVE	
ABS_ESTPUR	sensitivity_rna_purity	ESTIMATE_ImmuneScore	onesided_rank	0.028364907819276648	0.526865249287275	502	498	2	-0.05947361064514183	0.11576754275314673	NOT_INVERSE	
ABS_ESTPUR	sensitivity_rna_purity	ESTIMATE_ImmuneScore	onesided_value	0.0036731207572894098	0.9347038228957696	502	498	2	-0.08404453747523725	0.09133428979966665	NOT_INVERSE	
ABS_ESTPUR	sensitivity_rna_purity	ESTIMATE_ImmuneScore	twosided_rank	0.0752897761548553	0.09262616336276326	502	498	2	-0.012483228319211469	0.16191139164676524	NOT_INVERSE	
IMMUNE	estimate_immunescore_residual	CD8	onesided_rank	-0.12231445580492055	0.00549067262794871	515	512	1	-0.20661583259348648	-0.03621042478620884	WEAK_NEGATIVE	0.007320896837264946
IMMUNE	estimate_immunescore_residual	CD8	onesided_value	-0.15431605752992208	0.00044621837666553385	515	512	1	-0.2376316308600984	-0.06874648454334668	WEAK_NEGATIVE	0.0005949578355540451
IMMUNE	estimate_immunescore_residual	CD8	twosided_rank	-0.17674850464912914	5.5973068449880876e-05	515	512	1	-0.25927223648409026	-0.09166261446745003	WEAK_NEGATIVE	8.448848941135496e-05
IMMUNE	estimate_immunescore_residual	CYT	onesided_rank	-0.13953802476605798	0.0015172060140316345	515	512	1	-0.2233299137414906	-0.05369898953699642	WEAK_NEGATIVE	0.0031923939534503646
IMMUNE	estimate_immunescore_residual	CYT	onesided_value	-0.17127730703443395	9.518620002534231e-05	515	512	1	-0.2540017958550972	-0.0860651260712021	WEAK_NEGATIVE	0.00038074480010136924
IMMUNE	estimate_immunescore_residual	CYT	twosided_rank	-0.21082658499509313	1.418129579643549e-06	515	512	1	-0.291989599057999	-0.12664878332303958	WEAK_NEGATIVE	5.672518318574196e-06
IMMUNE	estimate_immunescore_residual	GEP18_zmean	onesided_rank	-0.053936468739094655	0.22218602331147067	515	512	1	-0.13977154866859326	0.03270317266490293	WEAK_NEGATIVE	0.22218602331147067
IMMUNE	estimate_immunescore_residual	GEP18_zmean	onesided_value	-0.09112446881317247	0.03890378463881366	515	512	1	-0.17622272902365105	-0.004674219376523701	WEAK_NEGATIVE	0.03890378463881366
IMMUNE	estimate_immunescore_residual	GEP18_zmean	twosided_rank	-0.11359267363842505	0.00995463413249261	515	512	1	-0.19813324072226524	-0.027374521758845752	WEAK_NEGATIVE	0.00995463413249261
IMMUNE	estimate_immunescore_residual	xCell_T_cell_CD8	onesided_rank	-0.13889441974473518	0.0015961969767251823	515	512	1	-0.2227062320722087	-0.053044533742150374	WEAK_NEGATIVE	0.0031923939534503646
IMMUNE	estimate_immunescore_residual	xCell_T_cell_CD8	onesided_value	-0.16311590758330932	0.00020401458433587987	515	512	1	-0.24613072550445997	-0.07772532397423651	WEAK_NEGATIVE	0.00040802916867175974
IMMUNE	estimate_immunescore_residual	xCell_T_cell_CD8	twosided_rank	-0.1754848385437616	6.336636705851622e-05	515	512	1	-0.25805537496633507	-0.09036930164972203	WEAK_NEGATIVE	8.448848941135496e-05
IMMUNE	estimate_immunescore_residual	CD8B	onesided_rank	-0.1273485001459561	0.003828662575107721	515	512	1	-0.2115060596033827	-0.04131647242906192	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	CD8B	onesided_value	-0.15561681610401287	0.00039848843684142914	515	512	1	-0.23888873695965515	-0.07007282806800261	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	CD8B	twosided_rank	-0.16069050248873626	0.0002541571503912808	515	512	1	-0.24378948802963538	-0.07524920245307389	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	GEP18_ssGSEA	onesided_rank	-0.06946698773774256	0.11572070599758566	515	512	1	-0.1550226991381658	0.017122974428515108	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	GEP18_ssGSEA	onesided_value	-0.10547400270414399	0.016751596080224165	515	512	1	-0.19022582362458645	-0.019161711122248785	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	GEP18_ssGSEA	twosided_rank	-0.12991177007025037	0.003171098722348596	515	512	1	-0.21399448166186136	-0.04391813324782764	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	GEP18_logmean	onesided_rank	-0.0649229973796882	0.14159597885994482	515	512	1	-0.15056466402828653	0.02168585610262371	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	GEP18_logmean	onesided_value	-0.10202942803641697	0.020690998855159175	515	512	1	-0.18686755350739934	-0.01568071082509551	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	GEP18_logmean	twosided_rank	-0.13376816003687553	0.0023734971534742516	515	512	1	-0.21773620962218776	-0.04783448021272637	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	ESTIMATE_ImmuneScore	onesided_rank	-1.876853677337466e-16	0.9999999999999966	515	512	1	-0.08648708737975215	0.08648708737975176	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	ESTIMATE_ImmuneScore	onesided_value	-0.04000867996833744	0.3653522241864039	515	512	1	-0.12605957170678558	0.04663979201484242	WEAK_NEGATIVE	
IMMUNE	estimate_immunescore_residual	ESTIMATE_ImmuneScore	twosided_rank	-0.0017319678583938688	0.9687541683029218	515	512	1	-0.08820584263310534	0.08476781713474187	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	CD8	onesided_rank	-0.13189359910442405	0.00312905103669932	502	498	2	-0.21707355155996597	-0.04472023800486968	WEAK_NEGATIVE	0.004172068048932427
ABS_IMMUNE	sensitivity_abs_plus_immune	CD8	onesided_value	-0.16895010109205294	0.00014722538073016068	502	498	2	-0.25289398004544394	-0.08248150445509814	WEAK_NEGATIVE	0.00019630050764021424
ABS_IMMUNE	sensitivity_abs_plus_immune	CD8	twosided_rank	-0.18993818535316073	1.9071016119284365e-05	502	498	2	-0.2730804028576263	-0.10397945783530169	WEAK_NEGATIVE	2.5428021492379153e-05
ABS_IMMUNE	sensitivity_abs_plus_immune	CYT	onesided_rank	-0.14467488904931908	0.0011785769940771264	502	498	2	-0.2294544735952185	-0.057716529429209434	WEAK_NEGATIVE	0.0023571539881542527
ABS_IMMUNE	sensitivity_abs_plus_immune	CYT	onesided_value	-0.18109569939646913	4.640887219726854e-05	502	498	2	-0.26458458115471717	-0.09491235683223927	WEAK_NEGATIVE	0.00011675883469967176
ABS_IMMUNE	sensitivity_abs_plus_immune	CYT	twosided_rank	-0.2172198799320502	9.404882259283725e-07	502	498	2	-0.29921105385714375	-0.1320444941550629	WEAK_NEGATIVE	3.76195290371349e-06
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_zmean	onesided_rank	-0.05752991382654328	0.1990537680366509	502	498	2	-0.14449156580398223	0.030313600840719594	WEAK_NEGATIVE	0.1990537680366509
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_zmean	onesided_value	-0.10313162179676195	0.021084136210554643	502	498	2	-0.18911194296018177	-0.015581952224703932	WEAK_NEGATIVE	0.021084136210554643
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_zmean	twosided_rank	-0.12148006943059855	0.006534963338386475	502	498	2	-0.20696591977496773	-0.03415330528928408	WEAK_NEGATIVE	0.006534963338386475
ABS_IMMUNE	sensitivity_abs_plus_immune	xCell_T_cell_CD8	onesided_rank	-0.15733185833649518	0.0004135877875587587	502	498	2	-0.24168799201378438	-0.0706155193359355	WEAK_NEGATIVE	0.0016543511502350348
ABS_IMMUNE	sensitivity_abs_plus_immune	xCell_T_cell_CD8	onesided_value	-0.17874490016090025	5.837941734983588e-05	502	498	2	-0.26232376082212056	-0.09250424677404197	WEAK_NEGATIVE	0.00011675883469967176
ABS_IMMUNE	sensitivity_abs_plus_immune	xCell_T_cell_CD8	twosided_rank	-0.1986146040717175	7.651964586943907e-06	502	498	2	-0.2814040805861013	-0.1128901831286449	WEAK_NEGATIVE	1.5303929173887814e-05
ABS_IMMUNE	sensitivity_abs_plus_immune	CD8B	onesided_rank	-0.1323158933502299	0.0030336094135562214	502	498	2	-0.21748305588432526	-0.045149165076211396	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	CD8B	onesided_value	-0.16426100050985945	0.0002252429534646624	502	498	2	-0.24837397375521578	-0.07768946305146547	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	CD8B	twosided_rank	-0.16619236670333884	0.00018931512475025056	502	498	2	-0.25023613643808346	-0.07966274456784009	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_ssGSEA	onesided_rank	-0.07572436001427528	0.0907529135034138	502	498	2	-0.16233697920402643	0.012046218298469503	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_ssGSEA	onesided_value	-0.11859871142683702	0.007938239737804165	502	498	2	-0.2041659748327308	-0.031232946130897145	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_ssGSEA	twosided_rank	-0.14139082643114054	0.001526388418749637	502	498	2	-0.22627589960263972	-0.0543744077460365	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_logmean	onesided_rank	-0.06942494419462651	0.12105163620198277	502	498	2	-0.15616481385923192	0.0183775242405096	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_logmean	onesided_value	-0.1147197999758161	0.010250184898779182	502	498	2	-0.20039445017782564	-0.027303885229639165	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	GEP18_logmean	twosided_rank	-0.14327587929305816	0.0013166963176108183	502	498	2	-0.22810062301657466	-0.05629254818631834	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	ESTIMATE_ImmuneScore	onesided_rank	2.3816907412404173e-17	0.9999999999999996	502	498	2	-0.08769058764520302	0.08769058764520307	NOT_INVERSE	
ABS_IMMUNE	sensitivity_abs_plus_immune	ESTIMATE_ImmuneScore	onesided_value	-0.04525372990484699	0.3125485111777595	502	498	2	-0.1324188364162978	0.04260593197514608	WEAK_NEGATIVE	
ABS_IMMUNE	sensitivity_abs_plus_immune	ESTIMATE_ImmuneScore	twosided_rank	0.0220658478644142	0.6225550949318006	502	498	2	-0.06575196767935619	0.10954447055586165	NOT_INVERSE	
