rec_key	pmid	pmcid	doi	year	open_access	cited_by	pub_type	arms	queries	n_queries	title	journal_authors	abstract	has_cldn4	has_pdl1	has_loss	has_rise	has_trop2	has_trop2_adc	has_top1	has_icd	has_lookalike	has_combo_trial	is_reviewish	sent_a_causal	sent_b_causal	bucket
PMID:41386505	41386505		10.1016/j.canlet.2025.218218	2026	N	0		B	B07	1	NCAPH promotes immune evasion via inhibiting PD-L1 protein degradation in head and neck squamous cell carcinoma.	Liu B, Xiang X, Cheng Y, Fei J, Wu M, Qu L, Zhao X, Chen X, Li Y, Du J, Mu D, Zhai H, Shen Q, Chen Y, Yang C.	Head and neck squamous cell carcinoma (HNSCC) is an epithelial carcinoma characterized by its distinct geographical distribution, exhibiting a higher prevalence in Southeast Asia. Despite the approval of immune checkpoint blockade (ICB) therapy for treating advanced recurrent HNSCC, the extent of patient benefit remains limited. Elucidating the molecular regulatory mechanisms of immunosuppressive tumor microenvironment in HNSCC is crucial for improving current treatment status and patient outcomes. Our findings show that knockdown of NCAPH suppresses cell proliferation, migration, and xenograft tumor growth, while enhancing radiotherapy-induced cellular apoptosis. Importantly, we found that NCAPH binds to PD-L1 and disrupts its degradation, competing with HIP1R (Huntingtin-interacting protein 1-related) and leading to the stabilization of PD-L1 protein, which contributes to the formation of immunosuppressive tumor microenvironment. To inhibit the interaction between NCAPH and PD-L1, we created a peptide known as NPIDP (NCAPH and PD-L1 Interaction Disrupting Peptide) that effectively disrupts the interaction between NCAPH and PD-L1. Furthermore, topotecan, a well-characterized topoisomerase I inhibitor, was identified to bind NCAPH and promote its proteasomal degradation. Notably, we demonstrated that NPIDP and topotecan suppress tumor immune evasion both in vitro and in vivo. In summary, our findings reveal the critical role of NCAPH in regulating tumor immune surveillance, suggesting that NCAPH could serve as a potential biomarker and therapeutic target for HNSCC in the future.	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:42311444	42311444	PMC13271423	10.2147/itt.s598469	2026	Y	0		B	B07	1	Irinotecan Modulates Immune Checkpoints in Neuroblastoma.	Lapidus T, Zorde-Khvalevsky E, Jolani A, Goldstein G, Peled A.	<h4>Background</h4>Neuroblastoma (NBL) is the most common extracranial solid tumor in children, with a 50% survival rate in high-risk cases. Chemotherapy combination with immunotherapy is central to HR-NBL treatment.<h4>Aim</h4>This study aimed to explore how Irinotecan influences the immune landscape of NBL cells, particularly focusing on the modulation of immune checkpoints relevant to future chemo-immunotherapy strategies.<h4>Methods</h4>Two neuroblastoma cell lines, SK-N-BE(2) and SH-SY5Y, were exposed to sub-lethal doses of Irinotecan and IFN-γ. Flow cytometry assessed the expression of immune markers, including GD2, CD47, MHC I, and PD-L1. We also examined phagocytosis by macrophages and T-cell-mediated killing. In vivo studies using a neuroblastoma mouse model assessed the effects of Irinotecan and PBMC injections. Soluble CD47 was also measured in cell culture supernatants and exploratory patient plasma samples.<h4>Results</h4>Treatment exposure was associated with modulation of several immune-related markers, including GD2, CD47, PD-L1, and MHC class I. While Irinotecan reduced macrophage-mediated phagocytosis, this effect was reversed by the addition of anti-CD47 antibodies. T-cell-mediated killing was enhanced when NBL cells were pre-treated with Irinotecan. In vivo studies showed that the combination of PBMCs and Irinotecan resulted in reduced tumor burden compared to either treatment alone. Furthermore, CD47 expression was detectable in-patient plasma, suggesting that soluble CD47 may warrant exploration in larger future cohorts.<h4>Conclusion</h4>This pilot study suggests that irinotecan may modulate key immune checkpoints in neuroblastoma. These results supports further investigation of rational chemo-immunotherapy combinations, including GD2 and CD47-targeted combination strategies.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:41506382	41506382		10.1016/j.jconrel.2026.114609	2026	N	0		B	B07	1	Targeted nanoparticle delivery of irinotecan enhances tumor response to PD-L1 blockade in colorectal cancer.	Baião A, Castro F, Viegas J, Barros AS, Dias S, Oliveira C, Sarmento B.	Colorectal cancer (CRC) remains a leading cause of cancer mortality, with limited therapeutic options in advanced stages. CD44v6, a splice variant overexpressed in CRC, promotes tumor progression and immune evasion, representing a relevant target for selective drug delivery. In this work, irinotecan-loaded poly(lactic-co-glycolic acid) (PLGA) nanoparticles functionalized with CD44v6 ligands (Iri@NP-v6) were developed to improve irinotecan delivery and therapeutic responses in CRC. Iri@NP-v6 showed controlled physicochemical properties, high drug loading, and sustained release. In vitro, targeted NPs achieved selective uptake and enhanced cytotoxicity in CD44v6<sup>+</sup> CRC cell lines. In immune-stromal co-culture spheroids, Iri@NP-v6 combined with anti-PD-L1 reduced viability, promoted Th1-associated cytokines, and limited tumor-supportive MCP-1 production. While NP monotherapy induced mixed inflammatory signals, PD-L1 blockade redirected this response toward a Th1-dominated profile. In immunocompetent mice with MC38 tumors, combination therapy significantly reduced tumor burden and increased CD4<sup>+</sup> and CD8<sup>+</sup> T cell infiltration without systemic toxicity. Importantly, free irinotecan triggered broad systemic inflammation, whereas NP-based delivery limited systemic cytokine release while maintaining intratumoral immune activation. These findings demonstrate that CD44v6-targeted irinotecan NPs in combination with PD-L1 blockade, reshape the CRC immune microenvironment while reducing systemic inflammation, supporting their potential as a tumor-selective chemo-immunotherapy platform.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:42357265	42357265		10.3390/pharmaceutics18060649	2026	N	0		B|M	B07|M01	2	Camptothecin Nanowires Induce the cGAS-STING Pathway to Remold Tumor-Associated Macrophages for Antitumor Immunity.	Zhang C, Wu H, Chen X, Yin W, Huang S, Wen D, Song X, Xu X, Zhang C, Tai S.	<b>Background/Objectives</b>: This study aimed to develop a novel tumor-associated macrophage (TAM)-targeting nanoplatform to improve the solubility and bioavailability of camptothecin (CPT) and achieve active targeted drug delivery for enhanced anti-tumor immunotherapy. <b>Methods</b>: We constructed a sialic acid-disulfide bond-camptothecin (SA-SS-CPT) nanowire system. Sialic acid was used as a targeting ligand to specifically recognize the overexpressed Siglec-E receptor on TAMs. Upon cellular internalization, the disulfide bond was designed to respond to intracellular glutathione (GSH), enabling controlled drug release. <b>Results</b>: The SA-SS-CPT nanowires significantly improved CPT solubility and enabled targeted delivery to TAMs. Following GSH-responsive cleavage and CPT release, the nanowires induced DNA damage in TAMs, activating the cGAS-STING signaling pathway. This promoted TAM polarization toward the M1 phenotype, enhanced pro-inflammatory and anti-tumor immune responses, and inhibited tumor immune escape. Furthermore, SA-SS-CPT synergistically improved the efficacy of PD-L1 blockade immunotherapy, remodeling the tumor immune microenvironment. <b>Conclusions</b>: The SA-SS-CPT nanoplatform effectively targets TAMs, repolarizes them to an anti-tumor M1 phenotype, and activates the cGAS-STING pathway. It shows strong potential for overcoming tumor immune escape and synergizing with PD-L1 checkpoint blockade to achieve significant tumor clearance.	N	Y	N	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:42399012	42399012		10.1016/j.jtho.2026.103898	2026	N	0		B	B07	1	Leveraging Vulnerabilities of Molecular Subtypes to Identify Rational Combination Therapies-The Next Wave in Extensive-Stage SCLC?	Sethakorn N, Chiang AC.	"The current landscape of extensive-stage SCLC treatment is dynamic, with exciting active agents including bispecific T-cell engagers, antibody-drug conjugates, and novel combinations. The foundation of SCLC frontline treatment is platinum-etoposide doublet plus anti-PD-L1 inhibitor, but most patients will develop refractory disease. Identifying effective treatments with manageable toxicity remains a major unmet clinical need. The study by Ponce et al, entitled ""Combination of Lurbinectedin Plus Irinotecan: Preclinical and Early Clinical Results in Relapsed Small Cell Lung Cancer Patients,"" made significant contributions to the field. This study revealed that lurbinectedin and irinotecan induced synergistic antitumor activity in specific molecular subtypes of SCLC in preclinical models and then tested this combination in a phase I-II dose-escalation study in 26 patients with relapsed SCLC. This commentary will discuss how this work highlighted several impactful themes in SCLC: (1) innovative use of patient-derived xenografts; (2) synergistic combinations; (3) optimal sequencing of therapies; and (4) appropriate patient selection including the potential for biomarker-directed option for neuroendocrine subtypes."	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
DOI:10.20944/preprints202603.0844.v1			10.20944/preprints202603.0844.v1	2026	N	0		B|M	B07|M01	2	Camptothecin Nanowires Remold Tumor-Associated Macrophages Polarization Through the cGAS-STING Signaling-Mediated Antitumor Immunity	Zhang C, Wu H, Chen X, Yin W, Huang S, Wen D, Song X, Xu X, Zhang C, Tai S.	This study successfully developed a novel tumor-associated macrophages (TAMs)-targeting nanoplatform-sialic acid-disulfide bond-camptothecin (SA-SS-CPT) nanowires. This system significantly improved the solubility and bioavailability of camptothecin (CPT) and achieved active targeted drug delivery by utilizing sialic acid as a targeting ligand to specifically recognize the highly expressed Siglec-E receptor on TAMs. Upon internalization into TAMs, the disulfide bond in the SA-SS-CPT nanowires was cleaved in response to intracellular glutathione (GSH), leading to the controlled re-lease of CPT. SA-SS-CPT induced DNA damage in TAMs, thereby activating the cGAS-STING signaling pathway, promoting the polarization of TAMs toward the M1 phenotype, enhancing pro-inflammatory and anti-tumor immune responses, and effec-tively inhibiting tumor immune escape. Furthermore, the SA-SS-CPT nanowires syner-gistically enhanced the efficacy of PD-L1 blockade immunotherapy, collectively remod-eling the tumor immune microenvironment and ultimately facilitating significant tumor clearance.	N	Y	N	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:40562041	40562041	PMC12281371	10.1016/j.xcrm.2025.102201	2025	Y	2		B	B07	1	Impact of the tumor immune contexture in microsatellite-stable metastatic colorectal cancer treated with avelumab, cetuximab, and irinotecan.	Huyghe N, Benidovskaya E, Masoodi T, Sinapi I, De Cuyper A, Vempalli F, Beyaert S, Bouzin C, Osorio FM, Ferraro L, van Baren N, Helaers R, Goffette P, Ghaye B, van Maanen A, Castella ML, Ceccarelli M,	The treatment of patients with microsatellite-stable (MSS) metastatic colorectal cancer (mCRC) remains a significant clinical challenge. Cetuximab, an anti-epidermal growth factor receptor (EGFR) monoclonal antibody (mAb), induces immunogenic cell death, potentially synergizing with immune checkpoint inhibitors. The phase 2, proof-of-concept, single-arm AVETUXIRI trial (ClinicalTrials.gov: NCT03608046) evaluates the safety and efficacy of cetuximab, irinotecan (a topoisomerase I inhibitor), and avelumab (an anti-programmed cell death ligand 1 [PD-L1]) in 57 patients with RAS wild-type or mutated MSS mCRC refractory to chemotherapy and anti-EGFR mAbs. Exploratory objectives include investigating the tumor immune microenvironment within mCRC biopsies performed during the trial and correlating it with treatment activity. A manageable safety profile is observed. Although the overall efficacy endpoints are not met, biomarkers associated with clinical efficacy are identified. Patients exhibiting a high Immunoscore, strong cytotoxic and T cell proximity to tumor cells, and a high genetic immunoediting score within mCRC biopsies before treatment demonstrate significant therapeutic survival benefit, independent of RAS tumor mutation status.	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:41323782	41323782	PMC12664724	10.7150/jca.124262	2025	Y	0		B	B07	1	Dasatinib inhibits PD-L1 expression via a proteasomal pathway in pancreatic ductal adenocarcinoma cells.	Ko CC, Li HY, Yang PM.	Pancreatic ductal adenocarcinoma (PDAC) is an aggressive malignancy with a 5-year survival rate of below 8%. Standard chemotherapy regimens, including gemcitabine and FOLFIRINOX (fluorouracil, leucovorin, irinotecan, and oxaliplatin), offer limited clinical benefits. Although immune checkpoint inhibitors (ICIs) have revolutionized cancer immunotherapy, PDAC remains largely unresponsive to ICI monotherapy. In this study, we demonstrate that dasatinib, a multi-targeted tyrosine kinase inhibitor, reduces programmed death ligand 1 (PD-L1) expression in PDAC cells via a proteasome-dependent degradation pathway. Moreover, PD-L1 levels were correlated with dasatinib sensitivity, suggesting its utility as a predictive biomarker. These findings not only elucidate a novel mechanism of dasatinib's action but also provide a strong rationale for combining dasatinib with ICIs to overcome immune resistance and enhance therapeutic efficacy against PDAC.	N	Y	N	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:41217090	41217090		10.1002/adma.202516767	2026	N	1		B	B07	1	Tumor-Targeting Co-Delivery of T-Cell Antigen and Camptothecin Guided by Cascade-Responsive Peptide Self-Assembly to Reshape Tumor Antigenicity for Cancer Immunotherapy.	Ding Y, Zhu X, Wen J, Xiong J, Zhang S, Yang Z, Hu ZW.	Antigen presentation deficiency restricted by class I major histocompatibility complex (MHC-I) causes low antigenicity and antigen escape in tumors, thereby limiting T-cell immunotherapy outcomes. Here, a combined tumor immunotherapy is developed, in which tumors can present exogenous non-tumor antigens, and adoptively transferred CD8<sup>+</sup> T cells specific for these antigens are re-targeted to attack tumors. The approach leverages a cascade-responsive peptide self-assembly to co-deliver suitable antigens and the chemotherapeutic drug camptothecin (CPT) to tumors. As a proof-of-concept, to re-target ovalbumin (OVA)-specific OT-I CD8<sup>+</sup> T cells against tumors, PSA (Nap-GFFpYE-ss-Ag) and CPSA (CPT-GFFpYE-ss-Ag) are constructed, containing an OVA-derived epitope OVA<sub>257-264</sub> and/or CPT. The design enables the release of a unique N-terminal extended OVA<sub>257-264</sub> and CPT into the cytosol. As a result, the extended antigen is efficiently presented on the tumor surface by MHC-I, and CPT further enhances this presentation. When combined with adoptively transferred OT-I CD8<sup>+</sup> T cells, the approach effectively facilitates CD8<sup>+</sup> T cell infiltration and tumor inhibition. Additionally, CPSA treatment sensitizes immune responses to programmed cell death-ligand 1 (PD-L1) blockade, allowing the approach to synergize with an anti-PD-L1 antibody for improved tumor eradication.	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:41826057	41826057		10.1002/ijc.70449	2026	N	0		B	B07	1	Treatment patterns and clinical outcomes in real-world patients with small-cell lung cancer in South Korea: A single-center experience.	Park S, Kang D, Lee J, Jung HA, Sun JM, Lee SH, Ahn JS, Lee H, Lim H, Pundole X, Cho J, Ahn MJ.	We examined treatment patterns and overall survival (OS) among patients with small-cell lung cancer (SCLC) in South Korea. This retrospective cohort study included patients with SCLC treated at Samsung Medical Center between January 1, 2018 and December 31, 2021, with follow-up through March 13, 2023. The first systemic therapy after initial diagnosis was defined as first-line, with subsequent lines identified by initiation of new regimens. Survival outcomes were estimated from the start of each treatment line. Among 515 patients, 343 had extensive-stage (ES) and 172 had limited-stage (LS) at diagnosis. Platinum-based regimen without anti-PD-L1 was the most common first-line regimen for both groups; however, use of anti-PD-L1 containing platinum regimens increased markedly from 2020 onward in patients with ES-SCLC. In the second line setting, 64% of patients with ES-SCLC received platinum-based therapy and 31% irinotecan monotherapy, whereas taxanes were predominantly used in patients with LS-SCLC (51.7%). Median OS for ES-SCLC following first-line treatment was 11.3 months (95% CI: 9.7, 12.2) [11.4 months (95% CI: 9.6, 12.8) with anti-PD-L1 vs. 11.1 months (95% CI: 9.2, 12.5) without], and 29.8 months (95% CI: 23.6, 46.6) months following first definitive therapy for LS-SCLC. Median OS declined to 6.9 months (95% CI: 6.3, 7.9) after second line therapy in ES-SCLC and 12.1 months (95% CI: 7.9, 17.1) in patients with LS-SCLC following 1L therapy after initial definitive therapy. These findings characterize the evolving SCLC treatment landscape, underscore the limited effectiveness of current treatment options, and highlight the persistent poor prognosis in this population.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:39156107	39156107	PMC11327024	10.3389/fphar.2024.1450875	2024	Y	11		B|M	B07|M01	2	Oncoproteins E6 and E7 upregulate topoisomerase I to activate the cGAS-PD-L1 pathway in cervical cancer development.	Luo Y, Niu M, Liu Y, Zhang M, Deng Y, Mu D, Xu J, Hong S.	<b>Background:</b> Cervical cancer (CC) stands as a significant health threat to women globally, with high-risk human papillomaviruses as major etiologic agents. The DNA damage repair (DDR) protein topoisomerase I (TOP1) has been linked to various cancers, yet its distinct roles and mechanisms in CC are not fully elucidated. <b>Methods:</b> We investigated TOP1 expression in cervical intraepithelial neoplasia (CIN) and CC tissues utilizing qRT-PCR and IHC, correlating findings with patient prognosis. Subsequent knockdown studies were performed <i>in vitro</i> and <i>in vivo</i> to evaluate the influence of TOP1 on tumor growth, DNA repair, and inflammatory responses. <b>Results:</b> TOP1 was highly expressed in CIN and CC, negatively correlating with patient prognosis. Inhibition of TOP1 impeded CC cell growth and disrupted DNA repair. TOP1 was shown to regulate tumor-promoting inflammation and programmed death-ligand 1 (PD-L1) production in a cGAS-dependent manner. HPV oncoproteins E6 and E7 upregulated TOP1 and activated the cGAS-PD-L1 pathway. <b>Conclusions:</b> TOP1 acts as a DNA repair mediator, promoting CC development and immune evasion. Targeting the TOP1-cGAS-PD-L1 axis could be a potential therapeutic strategy for CC.	N	Y	Y	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:40499141	40499141	PMC12351279	10.1158/1078-0432.ccr-25-0634	2025	Y	5		B	B07|B11	2	Preclinical Evaluation of DB-1419, a Novel Bifunctional and Bispecific Anti-B7-H3 × PD-L1 Antibody-Drug Conjugate.	Li C, Yao J, Yang J, Zhang Y, Qiu Y, Zhu Z, Hua H.	<h4>Purpose</h4>We developed a bifunctional B7-H3 × PD-L1-targeting bispecific antibody-drug conjugate (named DB-1419) conjugated with a novel topoisomerase I inhibitor, P1003 (drug-to-antibody ratio, 8), and assessed its preclinical profiles.<h4>Experimental design</h4>The pharmacologic activities of DB-1419 were assessed in multiple cancer cell lines and immunodeficient and immunocompetent cell line-/patient-derived xenograft (PDX) models. The mechanisms of action behind the efficacy, pharmacokinetics in cynomolgus monkeys, and the safety profiles in vitro and in cynomolgus monkeys were also explored.<h4>Results</h4>With high stability in circulation, DB-1419 displayed efficient cellular internalization and trafficked to the lysosome within 48 hours to release the payload P1003. In vitro, we observed inhibitory effects on the proliferation of lung cancer cell lines and beyond, mechanically by P1003-mediated direct cytotoxicity, antibody-mediated antibody-dependent cellular cytotoxicity, and bystander effects. Excellent tumor growth inhibition of DB-1419 was revealed in liver cancer cell line-derived xenografts and lung cancer PDX, along with the verification of DNA damage and apoptosis induced by P1003 using tumor tissues. Furthermore, DB-1419 has driven a robust antitumor response in immunocompetent PDX; the blockade of the interaction between PD-1 and PD-L1 and significant induction of markers of immunogenic cell death were also found, suggesting the activation of tumor-specific immunity. DB-1419 was well tolerated in cynomolgus monkeys (highest nonseverely toxic dose, 120 mg/kg) and did not elicit the production of inflammatory cytokines in vitro.<h4>Conclusions</h4>DB-1419 demonstrated potent antitumor activity against multiple tumors, with favorable pharmacokinetic and safety profiles. These preclinical data potentially position DB-1419 as a promising treatment approach, currently in the ongoing phase I/IIa study in advanced tumors (NCT06554795).	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:40931050	40931050		10.1038/s41388-025-03567-x	2025	N	5		B	B07	1	A novel FAP-targeting antibody-exatecan conjugate improves immune checkpoint blockade by reversing immunosuppressive microenvironment in pancreatic cancer.	Wei X, Wu J, Cao W, Chen Q, Shao Z, Hu C, Zhang Y, Weng W, Meng T, Meng X, Liang T, Zhang Q.	Pancreatic cancer is a highly aggressive malignancy with a dismal prognosis, characterized by a complex tumor microenvironment that promotes immunosuppression and limits the efficacy of immune checkpoint blockade (ICB) therapy. Fibroblast activation protein (FAP) is overexpressed in the tumor stroma and represents a promising target for therapeutic intervention. Here, we developed a novel antibody-drug conjugate (ADC) targeting FAP, and investigated its anti-tumor activity and ability to enhance ICB efficacy in pancreatic cancer. We conjugated a humanized anti-FAP antibody with the potent topoisomerase I inhibitor exatecan to generate a novel FAP-targeting ADC (FAP-ADC) with a drug-to-antibody ratio of eight. The cytotoxicity and internalization of FAP-ADC were evaluated in vitro using FAP-expressing cell lines, and its anti-tumor activity was assessed in vivo using cell-derived xenograft models. Mechanistic studies revealed that FAP-ADC synergistically improved the efficacy of anti-PD-L1 antibody in vivo by leading to an increased level of M1-polarized macrophages and reduced abundance of myeloid-derived suppressor cells and regulatory T cells in the tumor microenvironment. Furthermore, FAP-ADC treatment enhanced the infiltration of CD8<sup>+</sup> T cells into the tumor and upregulated the expression of pro-inflammatory cytokines. Combination therapy with FAP-ADC and anti-PD-L1 antibodies resulted in superior anti-tumor efficacy compared to either monotherapy. Collectively, our novel FAP-targeting ADC exerts potent anti-tumor activity in pancreatic cancer by selectively depleting FAP-expressing cells and reversing the immunosuppressive tumor microenvironment. The combination of FAP-ADC with ICB therapy represents a promising therapeutic strategy to improve the treatment outcomes for patients with this fatal cancer.	N	Y	N	Y	N	N	Y	N	N	Y	N	N	N	MECH_top1_payload_pdl1
PMID:40249885	40249885		10.1200/po-24-00567	2025	N	0		B	B07	1	Exploring the Prognostic and Predictive Impact of Genomic Loss of Heterozygosity and Homologous Recombination Deficiency Alterations in Patients With Metastatic Colorectal Cancer.	Moretto R, Germani MM, Carullo M, Conca V, Minelli A, Giordano M, Bruno R, Rossini D, Gusmaroli E, De Grandis MC, Antoniotti C, Salvatore L, Passardi A, Tamberi S, Scartozzi M, Pietrantonio F, Lonardi	<h4>Purpose</h4>Genomic loss-of-heterozygosity (gLOH) consists in the loss of chromosomal regions and is associated with homologous recombination repair (HRR) system deficiency. We explored the role of gLOH and HRR-related gene alterations in metastatic colorectal cancer (mCRC).<h4>Methods</h4>FoundationOne CDx assay was used to determine the percentage of gLOH and the presence of alterations in 27 HRR-related genes in archival chemo-naïve tumor tissues of patients with mCRC treated with first-line oxaliplatin- or irinotecan-based doublets and triplet ± anti-PD-L1.<h4>Results</h4>Overall, 243 samples were analyzed. None of the nine deficient mismatch repair/microsatellite instability high tumors were gLOH-high, while 16 (7%) of 234 proficient mismatch repair/microsatellite stable (pMMR/MSS) tumors were gLOH-high. In the pMMR/MSS population, six (3%) and 18 (8%) had at least a biallelic or monoallelic HRR-related gene alteration, respectively. Among patients receiving FOLFOXIRI alone (n = 68) or with an anti-PD-L1 (N = 90), higher benefit from the addition of the immune checkpoint inhibitor (ICI) was observed in the gLOH-high subgroup (n = 12), in terms of both progression-free survival (PFS; <i>P</i><sub>int</sub> = .02) and overall survival (OS; <i>P</i><sub>int</sub> = .03). No differences in PFS or OS were reported between patients treated with first-line oxaliplatin- (n = 40) versus irinotecan-based doublets (n = 25) or with the triplet FOLFOXIRI (n = 68) versus doublets (n = 65), according to the gLOH <i>status</i>. Among patients not receiving an anti-PD-L1, longer PFS was observed in the gLOH-low group (n = 138) versus the gLOH-high (n = 6) group (5.1 <i>v</i> 12.1 months; hazard ratio, 8.73 [95% CI, 3.64 to 20.9]; <i>P</i> < .001), and this was confirmed in the multivariate analysis (<i>P</i> < .001). No prognostic impact of monoallelic or biallelic HRR-related gene alterations was shown.<h4>Conclusion</h4>In pMMR/MSS mCRC, gLOH-high was associated with worse prognosis and higher benefit from the addition of anti-PD-L1 agents to chemotherapy. If confirmed in larger series, these results may inform the design of clinical trials.	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:41117014	41117014		10.1039/d5tb01381j	2025	N	3		B	B07	1	Based on multi-pathway induction of tumor immunogenic death and three-mode highly integrated strategy: a nanocomposite system loaded with irinotecan for colorectal cancer therapy.	Lei X, Wang Y, Zhang X, Du S, She J.	Irinotecan (CPT-11), a first-line chemotherapeutic agent for colorectal cancer, faces challenges like tumor drug resistance and severe toxicities such as neutropenia and diarrhea. Current nanocarriers for CPT-11 have limitations in achieving high drug loading and stimuli-responsive drug release. In this study, we developed a novel nanosystem (ICP@PDA-PP@HA NPs) by first coordinating CPT-11 and curcumin (Cur) with Fe<sup>3+</sup> to form infinite coordination polymer nanoparticles (CPT11-Fe(III)-Cur ICPs), which were subsequently surface-modified with polydopamine (PDA) to yield ICP@PDA NPs. These NPs were then encapsulated in micelles composed of aldehyde-modified poly(ethylene glycol) (PEG) and poly(ethyleneimine) (PEI), followed by further modification with hyaluronic acid. The resulting nanosystem achieves efficient tumor targeting and ultra-sensitive pH-responsive drug release. CPT-11 induces immunogenic cell death (ICD) in tumor cells, while Cur enhances CPT-11 intracellular accumulation and reduces resistance. PDA-mediated photothermal therapy, when combined with dual-drug chemotherapy, synergistically induces ICD through non-repetitive multiple pathways, thereby enhancing the antitumor immune response. <i>In vivo</i> experiments showed that low-dose ICP@PDA-PP@HA NPs achieved a tumor inhibition rate of 95.8% after 21 days, and when combined with anti-PD-L1, the tumor inhibition rate reached 100% with no recurrence within 90 days.	N	Y	N	Y	N	N	Y	Y	N	N	N	N	N	MECH_top1_payload_pdl1
PMID:40812610	40812610		10.1016/j.actbio.2025.08.021	2025	N	7		B	B07	1	MIL-100(Fe)-based Co-delivery platform as cascade synergistic chemotherapy and immunotherapy agents for colorectal cancer via the cGAS-STING pathway.	Wang P, Liu H, Guo L, Tang Y, Lan T, Zhou R, Xu H, Wang L, Wang X, Chen B, Wang Y, Wang S, Liu C, Chen J, Xu C, Wang Q, Tian H.	Colorectal cancer (CRC) remains a major global health burden as the third most commonly diagnosed malignancy and the second leading cause of cancer-related mortality worldwide. While combination chemotherapy and immune agonists hold potential to overcome tumor heterogeneity through multi-pathway modulation, their therapeutic efficacy remains limited by off-target drug distribution and immunosuppressive tumor microenvironment (TME). To address this, we developed a tumor-targeted chemo-immunotherapy platform by encapsulating irinotecan (CPT-11) and resiquimod (R848) in hyaluronic acid (HA) coated MIL-100(Fe) metal-organic frameworks (CRMH NPs), enabling CD44-mediated delivery and synergistic anti-tumor responses. The system enabled controlled drug release in the acidic TME, promoting immunogenic cell death (ICD), inducing the cGAS-STING pathway and activating immune cells. In vitro, CRMH NPs induced significant ICD, as evidenced by the release of damage-associated molecular patterns (DAMPs) like high mobility group box 1 (HMGB1) and calreticulin (CRT), and matured dendritic cells (DCs), which triggered by TLR7 agonist, enhancing immune responses. It also activated the cGAS-STING pathway, which could efficiently induce the targeted cells to produce type I interferon (IFN) and proinflammatory cytokines, thereby enhancing T cell activation and recruitment. In vivo, CRMH NPs significantly reduced tumor growth in CT26 mouse models, activated innate immune signaling, and increased immune cell infiltration, demonstrating superior anti-tumor effects compared to free drugs and other nanoparticle formulations. Furthermore, CRMH NPs upregulated PD-L1 expression on tumor cells, suggesting potential synergy with immune checkpoint blockade therapy. Combining CRMH NPs with anti-PD-L1 therapy enhanced anti-tumor immunity, particularly in distant tumors, highlighting a promising approach to overcoming immune evasion and achieving durable tumor regression. These findings supported CRMH NPs as a versatile and effective platform for chemo-immunotherapy in CRC. STATEMENT OF SIGNIFICANCE: Colorectal cancer (CRC) remains a major global health challenge with limited treatment efficacy due to tumor heterogeneity and immunosuppression. This study introduces a novel tumor-targeted nanoparticle platform, CRMH NPs, which co-deliver the chemotherapeutic drug irinotecan (CPT-11) and the immune agonist resiquimod (R848) using hyaluronic acid-coated MIL-100(Fe) metal-organic frameworks. CRMH NPs enhance drug delivery, induce immunogenic cell death, and activate the cGAS-STING pathway, synergizing chemotherapy and immunotherapy. Demonstrating superior tumor suppression and immune activation in preclinical models, this platform overcomes key limitations of current therapies, such as off-target effects and immune evasion. Its combination with anti-PD-L1 therapy further improves outcomes, offering a promising strategy for durable CRC treatment. This work advances nanomedicine and immuno-oncology, providing a transformative approach for cancer therapy.	N	Y	N	Y	N	N	Y	Y	N	Y	N	N	N	MECH_top1_payload_pdl1
