cohort	unit_id	unit	malig_def	n_cells	n_malignant	n_tnk	frac_tnk	cldn4_mean	cldn4_pct	pass_floor	floor_rule	rho_source	q_pct	q_mean
GSE131907	EBUS_51	sample	author_malig	3275	1285	1143	0.3490076335877862	1.581328884787959	85.36964980544747	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q3	Q2
GSE131907	NS_02	sample	author_malig	2313	181	977	0.4223951578037181	1.126727726322637	58.5635359116022	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q1	Q1
GSE131907	NS_03	sample	author_malig	2990	2713	145	0.0484949832775919	2.264933208146411	93.14412089937338	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q4	Q4
GSE131907	NS_04	sample	author_malig	1904	1229	131	0.0688025210084033	1.9523515591538416	89.34092758340114	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q4	Q3
GSE131907	NS_06	sample	author_malig	1070	83	383	0.3579439252336449	1.434511918266367	60.24096385542169	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q1	Q2
GSE131907	NS_07	sample	author_malig	5730	5108	166	0.0289703315881326	1.5931307483262624	90.407204385278	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q4	Q3
GSE131907	NS_12	sample	author_malig	3182	2811	22	0.0069138906348208	1.728830943634575	86.33938100320171	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q3	Q3
GSE131907	NS_13	sample	author_malig	4845	1352	1780	0.3673890608875129	0.9959480312401604	72.41124260355029	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q2	Q1
GSE131907	NS_16	sample	author_malig	1317	79	385	0.2923310554290053	0.1031375586066322	11.39240506329114	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q1	Q1
GSE131907	NS_17	sample	author_malig	2409	1112	410	0.170195101701951	2.300820123330216	88.21942446043165	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q3	Q4
GSE131907	NS_19	sample	author_malig	3300	755	370	0.1121212121212121	1.0082934839931024	67.1523178807947	True	author_malig>0 locked PR#320; CellChat ≥20/≥20	PR #320; not re-audited	Q2	Q1
GSE205335	P0031	patient	author_malig	6428	319	3824	0.5948973242065961	0.9488405678584309	59.24764890282132	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q2	Q2
GSE205335	P1006	patient	author_malig	6090	1282	2998	0.4922824302134647	1.3380774788530891	74.18096723868955	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q3	Q3
GSE205335	P1015	patient	author_malig	1195	291	473	0.3958158995815899	0.7684376084668274	41.580756013745706	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q1	Q1
GSE205335	P1016	patient	author_malig	6924	5336	763	0.1101964182553437	1.4550707508198382	82.64617691154422	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q4	Q3
GSE205335	P1017	patient	author_malig	6266	2186	2370	0.3782317267794446	1.4468339255966445	64.31838975297347	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q3	Q3
GSE205335	P1018	patient	author_malig	5029	1180	2546	0.5062636707098827	1.456712726949631	67.03389830508475	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q3	Q3
GSE205335	P1025	patient	author_malig	1222	980	128	0.1047463175122749	1.6940450124805284	92.85714285714286	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q4	Q4
GSE205335	P1027	patient	author_malig	4600	1318	2619	0.5693478260869566	2.119879172945015	78.07283763277694	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q3	Q4
GSE205335	P1030	patient	author_malig	861	603	140	0.1626016260162601	1.6170852017252315	61.69154228855721	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q3	Q4
GSE205335	P1037	patient	author_malig	4983	3671	611	0.1226168974513345	0.954375637171382	86.05284663579407	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q4	Q2
GSE205335	P1056	patient	author_malig	5103	2386	1354	0.265334117185969	0.8104878252251735	49.70662196144174	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q2	Q1
GSE205335	P1062	patient	author_malig	3057	188	1934	0.6326463853451095	0.9858522627525454	45.21276595744681	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q1	Q3
GSE205335	P1063	patient	author_malig	4297	131	3144	0.7316732604142425	0.736917035356666	35.11450381679389	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q1	Q1
GSE205335	P1072	patient	author_malig	1273	406	586	0.4603299293008641	0.9359386543482128	58.86699507389162	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q2	Q2
GSE205335	P1076	patient	author_malig	6975	849	2089	0.2994982078853047	0.9238031801089972	59.36395759717315	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q2	Q2
GSE205335	P1079	patient	author_malig	1277	543	501	0.3923257635082224	0.9667483711478282	51.38121546961326	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q2	Q2
GSE205335	P1084	patient	author_malig	3534	196	2350	0.6649688737973967	2.256213852289076	86.73469387755102	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q4	Q4
GSE205335	P1089	patient	author_malig	1609	1063	272	0.1690490988191423	2.151441746784373	87.77046095954844	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q4	Q4
GSE205335	P1090	patient	author_malig	976	566	247	0.2530737704918033	0.6880064512464571	38.16254416961131	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q1	Q1
GSE205335	P1115	patient	author_malig	4397	3769	271	0.0616329315442347	1.6229821464124854	88.8829928362961	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q4	Q4
GSE205335	P1119	patient	author_malig	2386	1222	621	0.2602682313495389	0.5610693021147378	36.08837970540098	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q1	Q1
GSE205335	P4001	patient	author_malig	2308	27	1801	0.7803292894280762	0.7331695459652892	48.14814814814815	True	≥20 author-mal and ≥20 T/NK locked PR#320	PR #320; not re-audited	Q1	Q1
GSE148071	P1	patient	putative_epithelial	5317	3347	147	0.02764716945646041	1.2112348079681396	75.20167314012548	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q2	Q2
GSE148071	P4	patient	putative_epithelial	4558	112	304	0.06669591926283458	0.4866436123847961	25.89285714285714	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q1	Q1
GSE148071	P5	patient	putative_epithelial	2454	1456	36	0.014669926650366748	1.0497490167617798	71.77197802197803	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q2	Q2
GSE148071	P6	patient	putative_epithelial	3119	2273	88	0.028214171208720745	2.016552448272705	79.36647602287725	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q3	Q4
GSE148071	P7	patient	putative_epithelial	3059	240	1060	0.34651847008826414	0.990540325641632	58.75	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q2	Q1
GSE148071	P8	patient	putative_epithelial	1342	422	66	0.04918032786885246	1.9458234310150144	90.28436018957346	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q4	Q4
GSE148071	P9	patient	putative_epithelial	3520	2126	62	0.017613636363636363	1.4679841995239258	78.36312323612418	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q3	Q3
GSE148071	P10	patient	putative_epithelial	3740	2533	70	0.01871657754010695	1.1124194860458374	71.41729174891434	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q2	Q2
GSE148071	P11	patient	putative_epithelial	574	106	46	0.08013937282229965	0.0347214601933956	2.83018867924528	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q1	Q1
GSE148071	P12	patient	putative_epithelial	891	288	46	0.051627384960718295	1.7519652843475342	81.94444444444444	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q4	Q4
GSE148071	P13	patient	putative_epithelial	938	165	90	0.09594882729211088	1.691848635673523	83.63636363636363	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q4	Q3
GSE148071	P14	patient	putative_epithelial	1808	690	31	0.017146017699115043	0.5735201835632324	34.92753623188406	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q1	Q1
GSE148071	P18	patient	putative_epithelial	3314	1892	88	0.026554013277006638	1.310255765914917	67.23044397463002	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q2	Q2
GSE148071	P19	patient	putative_epithelial	453	173	48	0.10596026490066225	1.6047793626785278	77.45664739884393	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q3	Q3
GSE148071	P22	patient	putative_epithelial	644	153	231	0.358695652173913	2.254498243331909	86.27450980392157	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q4	Q4
GSE148071	P23	patient	putative_epithelial	2387	1466	32	0.013405948889819858	0.7032957077026367	40.7912687585266	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q1	Q1
GSE148071	P24	patient	putative_epithelial	386	88	64	0.16580310880829016	1.0395163297653198	47.72727272727273	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q1	Q1
GSE148071	P26	patient	putative_epithelial	570	69	82	0.14385964912280702	1.7525181770324707	63.76811594202898	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q2	Q4
GSE148071	P27	patient	putative_epithelial	707	34	87	0.12305516265912306	1.5466817617416382	50.0	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q1	Q3
GSE148071	P28	patient	putative_epithelial	2373	693	64	0.0269700800674252	1.7190701961517334	81.81818181818183	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q4	Q3
GSE148071	P32	patient	putative_epithelial	595	381	79	0.13277310924369748	2.588397741317749	90.02624671916011	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q4	Q4
GSE148071	P38	patient	putative_epithelial	1358	179	150	0.11045655375552282	1.4660454988479614	80.44692737430168	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q3	Q2
GSE148071	P39	patient	putative_epithelial	1896	511	227	0.11972573839662447	1.3962640762329102	79.84344422700586	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q3	Q2
GSE148071	P40	patient	putative_epithelial	1155	284	373	0.3229437229437229	1.7053195238113403	80.28169014084507	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q3	Q3
GSE148071	P42	patient	putative_epithelial	1001	151	454	0.45354645354645357	0.0997324883937835	9.271523178807941	True	≥25 putative epi and ≥25 T/NK (given n=25)	given n=25 partial; not re-audited	Q1	Q1
