#Archive/File	Name	Time	Size	Type
Archive	GSE176022_RAW.tar	07/21/2021 15:55:13	11386880	TAR
File	GSM5266306_NY016-014_1.txt.gz	04/26/2021 13:22:21	78190	TXT
File	GSM5266307_NY016-014_10.txt.gz	04/26/2021 13:22:21	68722	TXT
File	GSM5266308_NY016-014_11.txt.gz	04/26/2021 13:22:21	103504	TXT
File	GSM5266309_NY016-014_12.txt.gz	04/26/2021 13:22:21	102119	TXT
File	GSM5266310_NY016-014_13.txt.gz	04/26/2021 13:22:21	95417	TXT
File	GSM5266311_NY016-014_14.txt.gz	04/26/2021 13:22:22	68510	TXT
File	GSM5266312_NY016-014_15.txt.gz	04/26/2021 13:22:22	117008	TXT
File	GSM5266313_NY016-014_16.txt.gz	04/26/2021 13:22:22	123056	TXT
File	GSM5266314_NY016-014_2.txt.gz	04/26/2021 13:22:22	76113	TXT
File	GSM5266315_NY016-014_21.txt.gz	04/26/2021 13:22:23	119526	TXT
File	GSM5266316_NY016-014_22.txt.gz	04/26/2021 13:22:23	118267	TXT
File	GSM5266317_NY016-014_23.txt.gz	04/26/2021 13:22:23	107181	TXT
File	GSM5266318_NY016-014_24.txt.gz	04/26/2021 13:22:24	111007	TXT
File	GSM5266319_NY016-014_25.txt.gz	04/26/2021 13:22:24	99535	TXT
File	GSM5266320_NY016-014_3.txt.gz	04/26/2021 13:22:24	89921	TXT
File	GSM5266321_NY016-014_31.txt.gz	04/26/2021 13:22:24	97341	TXT
File	GSM5266322_NY016-014_32.txt.gz	04/26/2021 13:22:25	120916	TXT
File	GSM5266323_NY016-014_4.txt.gz	04/26/2021 13:22:25	85698	TXT
File	GSM5266324_NY016-014_5.txt.gz	04/26/2021 13:22:25	93099	TXT
File	GSM5266325_NY016-014_6.txt.gz	04/26/2021 13:22:25	81009	TXT
File	GSM5266326_NY016-014_7.txt.gz	04/26/2021 13:22:25	71796	TXT
File	GSM5266327_NY016-014_8.txt.gz	04/26/2021 13:22:25	70072	TXT
File	GSM5266328_NY016-014_9.txt.gz	04/26/2021 13:22:25	85443	TXT
File	GSM5266329_NY016-014_CEF.txt.gz	04/26/2021 13:22:26	86792	TXT
File	GSM5266330_NY016-014_No_Pep.txt.gz	04/26/2021 13:22:26	131461	TXT
File	GSM5266331_NY016-025_1.txt.gz	04/26/2021 13:22:26	138398	TXT
File	GSM5266332_NY016-025_10.txt.gz	04/26/2021 13:22:27	140417	TXT
File	GSM5266333_NY016-025_11.txt.gz	04/26/2021 13:22:27	132649	TXT
File	GSM5266334_NY016-025_12.txt.gz	04/26/2021 13:22:27	139944	TXT
File	GSM5266335_NY016-025_13.txt.gz	04/26/2021 13:22:27	133655	TXT
File	GSM5266336_NY016-025_14.txt.gz	04/26/2021 13:22:27	136970	TXT
File	GSM5266337_NY016-025_15.txt.gz	04/26/2021 13:22:28	114195	TXT
File	GSM5266338_NY016-025_16.txt.gz	04/26/2021 13:22:28	130307	TXT
File	GSM5266339_NY016-025_17.txt.gz	04/26/2021 13:22:28	126402	TXT
File	GSM5266340_NY016-025_2.txt.gz	04/26/2021 13:22:29	139290	TXT
File	GSM5266341_NY016-025_3.txt.gz	04/26/2021 13:22:29	136735	TXT
File	GSM5266342_NY016-025_4.txt.gz	04/26/2021 13:22:29	135900	TXT
File	GSM5266343_NY016-025_5.txt.gz	04/26/2021 13:22:29	141769	TXT
File	GSM5266344_NY016-025_6.txt.gz	04/26/2021 13:22:29	148421	TXT
File	GSM5266345_NY016-025_7.txt.gz	04/26/2021 13:22:29	133033	TXT
File	GSM5266346_NY016-025_8.txt.gz	04/26/2021 13:22:31	132746	TXT
File	GSM5266347_NY016-025_9.txt.gz	04/26/2021 13:22:31	118021	TXT
File	GSM5266348_NY016-025_CEF.txt.gz	04/26/2021 13:22:31	155252	TXT
File	GSM5266349_NY016-025_NoPep.txt.gz	04/26/2021 13:22:31	130485	TXT
File	GSM5266350_MD01-005_HIV.txt.gz	04/26/2021 13:22:32	123820	TXT
File	GSM5266351_MD01-005_MP1_H1N1_1.txt.gz	04/26/2021 13:22:32	123140	TXT
File	GSM5266352_MD01-005_MP1_H1N1_2.txt.gz	04/26/2021 13:22:32	131693	TXT
File	GSM5266353_MD01-005_MP1_H1N1_3.txt.gz	04/26/2021 13:22:32	121039	TXT
File	GSM5266354_MD01-005_MP1_H3N2_1.txt.gz	04/26/2021 13:22:32	123918	TXT
File	GSM5266355_MD01-005_MP1_H3N2_2.txt.gz	04/26/2021 13:22:33	123128	TXT
File	GSM5266356_MD01-005_MP1_H3N2_3.txt.gz	04/26/2021 13:22:33	122894	TXT
File	GSM5266357_MD01-005_NP_H1N1_1.txt.gz	04/26/2021 13:22:33	118143	TXT
File	GSM5266358_MD01-005_NP_H1N1_2.txt.gz	04/26/2021 13:22:33	103629	TXT
File	GSM5266359_MD01-005_NP_H1N1_3.txt.gz	04/26/2021 13:22:34	128118	TXT
File	GSM5266360_MD01-005_NP_H3N2_1.txt.gz	04/26/2021 13:22:34	138905	TXT
File	GSM5266361_MD01-005_NP_H3N2_2.txt.gz	04/26/2021 13:22:34	143811	TXT
File	GSM5266362_MD01-005_NP_H3N2_3.txt.gz	04/26/2021 13:22:34	140293	TXT
