#Archive/File	Name	Time	Size	Type
Archive	GSE308745_RAW.tar	02/06/2026 00:29:51	1642833920	TAR
File	GSM9252500_G7_PBMC1_matrix.mtx.gz	09/19/2025 01:31:13	47134375	MTX
File	GSM9252502_G7_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:26	1204176	CSV
File	GSM9252503_G21_PBMC1_barcodes.tsv.gz	09/19/2025 01:29:55	39027	TSV
File	GSM9252503_G21_PBMC1_features.tsv.gz	09/19/2025 01:29:55	335454	TSV
File	GSM9252503_G21_PBMC1_matrix.mtx.gz	09/19/2025 01:31:18	53236357	MTX
File	GSM9252505_G21_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:26	1214336	CSV
File	GSM9252506_G34_PBMC1_barcodes.tsv.gz	09/19/2025 01:29:54	41900	TSV
File	GSM9252506_G34_PBMC1_features.tsv.gz	09/19/2025 01:29:56	335454	TSV
File	GSM9252506_G34_PBMC1_matrix.mtx.gz	09/19/2025 01:31:32	61038875	MTX
File	GSM9252508_G34_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:27	1469056	CSV
File	GSM9252509_G35_PBMC1_barcodes.tsv.gz	09/19/2025 01:29:55	45629	TSV
File	GSM9252509_G35_PBMC1_features.tsv.gz	09/19/2025 01:29:56	335454	TSV
File	GSM9252509_G35_PBMC1_matrix.mtx.gz	09/19/2025 01:31:33	62525853	MTX
File	GSM9252511_G35_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:27	1768705	CSV
File	GSM9252512_G47_PBMC1_barcodes.tsv.gz	09/19/2025 01:29:56	38479	TSV
File	GSM9252512_G47_PBMC1_features.tsv.gz	09/19/2025 01:29:58	335454	TSV
File	GSM9252512_G47_PBMC1_matrix.mtx.gz	09/19/2025 01:31:18	51389200	MTX
File	GSM9252514_G47_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:28	1383315	CSV
File	GSM9252515_I354_PBMC1_barcodes.tsv.gz	09/19/2025 01:29:59	36944	TSV
File	GSM9252515_I354_PBMC1_features.tsv.gz	09/19/2025 01:30:00	335454	TSV
File	GSM9252515_I354_PBMC1_matrix.mtx.gz	09/19/2025 01:31:13	48604806	MTX
File	GSM9252517_I354_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:28	1107721	CSV
File	GSM9252518_I504_PBMC1_barcodes.tsv.gz	09/19/2025 01:31:09	34141	TSV
File	GSM9252518_I504_PBMC1_features.tsv.gz	09/19/2025 01:31:11	335454	TSV
File	GSM9252518_I504_PBMC1_matrix.mtx.gz	09/19/2025 01:32:20	45844327	MTX
File	GSM9252520_I504_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:28	1253924	CSV
File	GSM9252521_I516_PBMC1_barcodes.tsv.gz	09/19/2025 01:31:14	35908	TSV
File	GSM9252521_I516_PBMC1_features.tsv.gz	09/19/2025 01:31:15	335454	TSV
File	GSM9252521_I516_PBMC1_matrix.mtx.gz	09/19/2025 01:32:16	40374923	MTX
File	GSM9252523_I516_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:29	1404588	CSV
File	GSM9252524_I520_PBMC1_barcodes.tsv.gz	09/19/2025 01:31:15	47749	TSV
File	GSM9252524_I520_PBMC1_features.tsv.gz	09/19/2025 01:31:16	335454	TSV
File	GSM9252524_I520_PBMC1_matrix.mtx.gz	09/19/2025 01:32:38	54823331	MTX
File	GSM9252526_I520_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:29	1863533	CSV
File	GSM9252527_I530_PBMC1_barcodes.tsv.gz	09/19/2025 01:31:17	31198	TSV
File	GSM9252527_I530_PBMC1_features.tsv.gz	09/19/2025 01:31:18	335454	TSV
File	GSM9252527_I530_PBMC1_matrix.mtx.gz	09/19/2025 01:32:15	37317596	MTX
File	GSM9252529_I530_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:30	1287404	CSV
File	GSM9252530_I541_PBMC1_barcodes.tsv.gz	09/19/2025 01:31:18	34289	TSV
File	GSM9252530_I541_PBMC1_features.tsv.gz	09/19/2025 01:31:20	335454	TSV
File	GSM9252530_I541_PBMC1_matrix.mtx.gz	09/19/2025 01:32:35	49522759	MTX
File	GSM9252532_I541_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:30	1494204	CSV
File	GSM9252533_I618_PBMC1_barcodes.tsv.gz	09/19/2025 01:31:35	27494	TSV
File	GSM9252533_I618_PBMC1_features.tsv.gz	09/19/2025 01:31:36	335454	TSV
File	GSM9252533_I618_PBMC1_matrix.mtx.gz	09/19/2025 01:32:28	33423109	MTX
File	GSM9252535_I618_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:31	950742	CSV
File	GSM9252536_I628_PBMC1_barcodes.tsv.gz	09/19/2025 01:32:16	25312	TSV
File	GSM9252536_I628_PBMC1_features.tsv.gz	09/19/2025 01:32:17	335454	TSV
File	GSM9252536_I628_PBMC1_matrix.mtx.gz	09/19/2025 01:33:07	32337707	MTX
File	GSM9252538_I628_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:31	815714	CSV
File	GSM9252539_I644_PBMC1_barcodes.tsv.gz	09/19/2025 01:32:18	33793	TSV
File	GSM9252539_I644_PBMC1_features.tsv.gz	09/19/2025 01:32:20	335454	TSV
File	GSM9252539_I644_PBMC1_matrix.mtx.gz	09/19/2025 01:33:23	41503858	MTX
File	GSM9252541_I644_PBMC1_TCR_filtered_contig_annotations.csv.gz	09/22/2025 10:07:31	1393627	CSV
