gene	rho	z	p	I2	k	n_pos	n_neg	epithelial_leak	fdr
AARSD1	-0.03297276039622506	-0.032984717557661934	0.8393075785268752	0.16194291594156754	4	3	1	False	0.9997275492196568
AASDH	-0.14547656416990323	-0.14651605704924853	0.3151552653056494	0.0	4	1	3	False	0.9997275492196568
AASDHPPT	-0.004838315584099525	-0.0048383533384864195	0.97353895822813	0.0	4	3	1	False	0.9997275492196568
AASS	-0.07394514421611875	-0.07408036260824682	0.6754842205483079	0.1700734216742983	3	1	2	False	0.9997275492196568
AATBC	0.12042606749644832	0.1210133433703294	0.44405983334899	0.0	3	2	1	False	0.9997275492196568
AATF	-0.15663129773055656	-0.1579313869251913	0.27893137450193983	0.0	4	1	3	False	0.9997275492196568
AATK	-0.2114808433187186	-0.21472101328206256	0.21910031405671015	0.25946655169715893	4	1	3	False	0.9997275492196568
AB015752.1					1	0	1	False	
AB015752.3					0	0	0	False	
AB019440.50					0	0	0	False	
ABALON	-0.05749973661888399	-0.057563231544329144	0.8104862649125246	0.5245911230296473	3	1	2	False	0.9997275492196568
ABAT	0.10012334138593686	0.10045993654246013	0.4910003524891081	0.0	4	3	1	False	0.9997275492196568
ABC12-49244600F4.4					0	0	0	False	
ABC13-47488600E17.1					0	0	0	False	
ABC13-47656900H15.1					0	0	0	False	
ABC7-42404400C24.1					0	0	0	False	
ABC7-481722F1.2					0	0	0	False	
ABCA1	-0.050004716159218296	-0.050046457258775205	0.8650467403649732	0.7297545035912867	4	2	2	False	0.9997275492196568
ABCA10	-0.2237780417906325	-0.2276298001584891	0.14996438994083847	0.0	3	0	3	False	0.9997275492196568
ABCA12	-0.07029993715450952	-0.07041609110663799	0.753508651749183	0.4588173999781211	3	1	2	False	0.9997275492196568
ABCA13	-0.10006522766969908	-0.10040123470032691	0.5772424806473884	0.1949517377904192	3	2	1	False	0.9997275492196568
ABCA2	0.13308981156210017	0.13388407208275296	0.5234572640327713	0.47197335313002003	4	3	1	False	0.9997275492196568
ABCA3	0.051199148525439955	0.05124395603096366	0.7565685304633066	0.184599920822894	4	3	1	False	0.9997275492196568
ABCA4	0.010485934250431355	0.010486318602116023	0.9471220239320864	0.0	3	2	1	False	0.9997275492196568
ABCA5	0.04244242066604269	0.04246793292560341	0.833007984891432	0.4292321019072861	4	2	2	False	0.9997275492196568
ABCA6	-0.22777502208094344	-0.23184147770183733	0.1119644531147199	0.0	4	0	4	False	0.9997275492196568
ABCA7	-0.04588020619275742	-0.04591243942219106	0.7529440161666159	0.0	4	2	2	False	0.9997275492196568
ABCA8	-0.231496242335767	-0.23576985684506213	0.3774204639467512	0.613596451486683	3	1	2	False	0.9997275492196568
ABCA9	-0.3007255011800546	-0.31031704914598557	0.049690653859012675	0.0	3	0	3	False	0.9997275492196568
ABCA9-AS1	0.011696196773114119	0.011696730167441624	0.9410289911913745	0.0	3	2	1	False	0.9997275492196568
ABCB1	-0.19910218396562582	-0.201797503642225	0.1665257075301365	0.0	4	1	3	False	0.9997275492196568
ABCB10	-0.012355945865357267	-0.01235657471456849	0.9416381137689458	0.21323470820995105	4	2	2	False	0.9997275492196568
ABCB11	0.04763053631975877	0.04766660471987138	0.8153594123265917	0.0	2	1	1	False	0.9997275492196568
ABCB4	-0.046790596358720966	-0.04682478843713821	0.7974556361806509	0.31465167575167924	4	2	2	False	0.9997275492196568
ABCB5	0.06417205783204648	0.06426036410345551	0.6844353289243861	0.0	3	2	1	False	0.9997275492196568
ABCB6	-0.09585544443423148	-0.0961506554185228	0.5431144279289014	0.0	3	1	2	False	0.9997275492196568
ABCB7	-0.10468727418429627	-0.10507224627297401	0.5534937464466414	0.27866614312655424	4	2	2	False	0.9997275492196568
ABCB8	-0.038601998694897284	-0.038621189652650205	0.791183924322509	0.0	4	2	2	False	0.9997275492196568
ABCB9	-0.04428705797321306	-0.04431604613880542	0.8350766739075819	0.4862212281152272	4	2	2	False	0.9997275492196568
ABCC1	-0.11821270707680516	-0.1187680149799195	0.5573304484893347	0.4344293777933976	4	2	2	False	0.9997275492196568
ABCC10	-0.08822299983321695	-0.08845296334086104	0.54424720003483	0.0	4	2	2	False	0.9997275492196568
ABCC11	-0.18790698726451033	-0.19016666100185137	0.3515316142148095	0.0	2	0	2	False	0.9997275492196568
ABCC12					1	0	1	False	
ABCC2	-0.20782040936556814	-0.21089228886906097	0.5944552568257808	0.8240952245230228	3	2	1	False	0.9997275492196568
ABCC3	0.3880628177953977	0.4095173820163589	0.005865139184149488	0.02891741891473205	4	4	0	False	0.8466595601986626
ABCC4	0.15570361425811513	0.15698051320870435	0.2818359518378484	0.0	4	3	1	False	0.9997275492196568
ABCC5	0.21271695875342894	0.21601535614809358	0.2333237887799422	0.3063851450209547	4	3	1	False	0.9997275492196568
ABCC5-AS1	0.24846084927212844	0.25377172320150815	0.21378586619195938	0.0	2	2	0	False	0.9997275492196568
ABCC6	0.2931280564719898	0.3019849445948633	0.038423840826550634	0.0	4	4	0	False	0.9997275492196568
ABCC8	0.33058575076942	0.34348573162635804	0.3118048443133774	0.5433912340165558	2	1	1	False	0.9997275492196568
ABCC9	-0.33195493188943964	-0.34502368855893517	0.054730371468638433	0.0	3	0	3	False	0.9997275492196568
ABCD1	-0.04272358460453039	-0.04274960763011395	0.7694636449805566	0.0	4	1	3	False	0.9997275492196568
ABCD2	-0.16275660976061904	-0.16421701782303788	0.29899098551158276	0.0	3	1	2	False	0.9997275492196568
ABCD3	-0.12124025741957309	-0.12183959718719702	0.4035543366814571	0.0	4	2	2	False	0.9997275492196568
ABCD4	-0.005553552760467895	-0.005553609855653427	0.9714951012977852	0.09602671794076661	4	1	3	False	0.9997275492196568
ABCE1	-0.07408770124601718	-0.07422370492938529	0.6108559082653626	0.0	4	1	3	False	0.9997275492196568
ABCF1	-0.029616906937639437	-0.02962557109832775	0.8390547748697141	0.0	4	1	3	False	0.9997275492196568
ABCF2	0.023622243407312383	0.02362663869801199	0.8874173677152184	0.19777114818197766	4	2	2	False	0.9997275492196568
ABCF3	-0.21956215488631972	-0.22319604089648104	0.19803380963106465	0.24947258150465473	4	1	3	False	0.9997275492196568
ABCG1	-0.15917955422318378	-0.1605448083493731	0.2710534763955633	0.0	4	1	3	False	0.9997275492196568
ABCG2	-0.2854915793047435	-0.2936508467124449	0.04409687661978668	0.0	4	0	4	False	0.9997275492196568
ABCG4	-0.11017982765176584	-0.11062894965442711	0.7279008523868749	0.4666579637218513	2	1	1	False	0.9997275492196568
ABCG5					1	1	0	False	
ABCG8	0.07106020592403012	0.07118017703678037	0.6557507939865368	0.015602536136257578	3	2	1	False	0.9997275492196568
ABHD1	-0.1272464706235073	-0.12793999819288912	0.41842105140571495	0.0	3	0	3	False	0.9997275492196568
ABHD10	0.04422993512791155	0.04425881118082165	0.7615674265533277	0.0	4	3	1	False	0.9997275492196568
ABHD11	0.4417826521754669	0.47444359053316815	0.001143457454448482	0.0	4	4	0	False	0.42118348011447826
ABHD11-AS1					1	0	1	False	
ABHD12	0.10686033479230993	0.10726989529696407	0.6167048494493828	0.49290949295061526	4	2	2	False	0.9997275492196568
ABHD12B	-0.18727223817342942	-0.18950876045549608	0.3740703289080407	0.0	2	1	1	False	0.9997275492196568
ABHD13	-0.11355630484415305	-0.11404822060401405	0.4342879162024633	0.0	4	1	3	False	0.9997275492196568
ABHD14A	-0.18450917265748357	-0.18664679668582676	0.21929729848842938	0.062318747581305345	4	1	3	False	0.9997275492196568
ABHD14A-ACY1	-0.07147455761829043	-0.07159664398930837	0.8490853633979437	0.45437443121259635	2	1	1	False	0.9997275492196568
ABHD14B	-0.07516285360804471	-0.07530487837935124	0.6330986186824406	0.11786458359213593	4	1	3	False	0.9997275492196568
ABHD15	-0.13148161790102444	-0.1322472341820266	0.3645964827451098	0.0	4	1	3	False	0.9997275492196568
ABHD15-AS1					1	0	1	False	
ABHD16A	-0.2159805108873267	-0.21943607828166792	0.22369478620324756	0.19669078238252397	3	1	2	False	0.9997275492196568
ABHD16B	-0.019532234899462386	-0.019534719370788815	0.9016728396227809	0.0	3	1	2	False	0.9997275492196568
ABHD17A	-0.07491015787935289	-0.07505075179534079	0.6068870608814634	0.0	4	1	2	False	0.9997275492196568
ABHD17B	-0.03353608314628759	-0.0335486639665436	0.8180932830666041	0.0	4	2	2	False	0.9997275492196568
ABHD17C	-0.195248800492538	-0.1977882416158189	0.17510939164403083	0.0	4	1	3	False	0.9997275492196568
ABHD18	0.04288326013724978	0.042909576246952255	0.7970424635669289	0.19745680505783	4	1	3	False	0.9997275492196568
ABHD2	-0.0003929807591530555	-0.00039298077938290475	0.9978503895004078	0.0	4	1	3	False	0.9997275492196568
ABHD3	-0.09010853356079815	-0.09035360879581543	0.5356310590280261	0.0	4	2	2	False	0.9997275492196568
ABHD4	-0.31413131193186594	-0.32512246721780313	0.025818739811548058	0.0	4	1	3	False	0.9997275492196568
ABHD5	0.23770333995692972	0.2423384992486424	0.09663533611028698	0.0	4	4	0	False	0.9997275492196568
ABHD6	-0.04278020844519284	-0.042806335153084095	0.76916640554014	0.0	4	1	3	False	0.9997275492196568
ABHD8	-0.08848196929696445	-0.08871397026834926	0.5430599154773343	0.0	4	2	2	False	0.9997275492196568
ABI1	-0.17999398738714417	-0.1819764746629932	0.4140355189142213	0.5295449100810923	4	1	3	False	0.9997275492196568
ABI2	0.14636226617422554	0.14742102819401012	0.31217552524629366	0.0	4	3	1	False	0.9997275492196568
ABI3	-0.07713826904552705	-0.07729181654967097	0.6527543316999957	0.23702484978146918	4	2	2	False	0.9997275492196568
ABI3BP	-0.14012987168459665	-0.14105804658654855	0.3723235679617326	0.0	3	0	3	False	0.9997275492196568
ABITRAM					1	1	0	False	
ABL1	0.046134305551193036	0.0461670777667402	0.8235350624518489	0.45819026879618935	4	2	2	False	0.9997275492196568
ABL2	0.14056990625453553	0.14150692317637661	0.44682079950999765	0.3383315159979597	4	3	1	False	0.9997275492196568
ABLIM1	-0.1326132575900301	-0.13339895603040666	0.4006021313639355	0.1266432556221617	4	2	2	False	0.9997275492196568
ABLIM2	-0.09635856280737584	-0.09665846420716553	0.5075502265370802	0.0	4	0	4	False	0.9997275492196568
ABLIM3	-0.026613488328703288	-0.02661977424753432	0.9036712157467838	0.5177054209393034	4	2	2	False	0.9997275492196568
ABO	0.24918829829058664	0.2545471838784942	0.08096962653241013	0.0	4	3	1	False	0.9997275492196568
ABR	0.03177524763497706	0.03178594825105327	0.8600502228685185	0.29971275469782516	4	3	1	False	0.9997275492196568
ABRA	-0.32809120509080514	-0.3406876983797812	0.0951130109116052	0.0	2	0	2	False	0.9997275492196568
ABRACL	-0.11057396961944571	-0.11102795270554028	0.4465559556404165	0.0	4	1	3	False	0.9997275492196568
ABRAXAS1	-0.23439824366271145	-0.23883837200932437	0.24197509985421328	0.0	2	0	2	False	0.9997275492196568
ABRAXAS2	-0.2068056361995673	-0.20983194333431168	0.30396752154396345	0.0	2	0	2	False	0.9997275492196568
ABT1	-0.05741992686444109	-0.05748315741451269	0.6935185267861457	0.0	4	2	2	False	0.9997275492196568
ABTB1	-0.19662212883832195	-0.1992163981603826	0.17201467665132164	0.0	4	1	3	False	0.9997275492196568
ABTB2	0.041088556474859365	0.04111170277756951	0.7948535618523616	0.0	3	2	1	False	0.9997275492196568
AC000032.1					1	0	1	False	
AC000035.1					1	0	1	False	
AC000036.1					1	1	0	False	
AC000058.1					0	0	0	False	
AC000061.1					1	1	0	False	
AC000067.1					0	0	0	False	
AC000068.1					1	1	0	False	
AC000068.2					1	0	1	False	
AC000068.3					1	1	0	False	
AC000093.1					1	0	0	False	
AC000099.1					0	0	0	False	
AC000123.1					0	0	0	False	
AC000124.1					1	1	0	False	
AC000372.1					0	0	0	False	
AC000403.1					1	0	1	False	
AC000403.4					0	0	0	False	
AC001226.1					1	1	0	False	
AC001226.2					1	0	1	False	
AC001226.7					0	0	0	False	
AC002056.2					0	0	0	False	
AC002064.1					1	1	0	False	
AC002064.2					0	0	0	False	
AC002066.1					1	0	1	False	
AC002070.1					1	0	1	False	
AC002074.1					1	0	1	False	
AC002076.1					1	1	0	False	
AC002091.1					1	0	1	False	
AC002091.2					1	1	0	False	
AC002094.2					1	1	0	False	
AC002094.3					0	0	0	False	
AC002101.1					0	0	0	False	
AC002115.1					1	0	1	False	
AC002115.9					0	0	0	False	
AC002116.2					1	0	1	False	
AC002127.2					0	0	0	False	
AC002128.2					1	1	0	False	
AC002306.1					1	1	0	False	
AC002310.1					1	1	0	False	
AC002310.2					1	0	1	False	
AC002310.4					0	0	0	False	
AC002310.5					1	1	0	False	
AC002331.1					0	0	0	False	
AC002347.1					1	1	0	False	
AC002347.2					0	0	0	False	
AC002351.1					0	0	0	False	
AC002368.1					0	0	0	False	
AC002375.1					1	1	0	False	
AC002378.1					0	0	0	False	
AC002383.1					0	0	0	False	
AC002384.1					1	0	1	False	
AC002386.1					0	0	0	False	
AC002398.1					1	0	1	False	
AC002398.2					1	0	1	False	
AC002401.1					1	1	0	False	
AC002401.2					0	0	0	False	
AC002401.3					1	0	0	False	
AC002401.4					1	1	0	False	
AC002428.1					0	0	0	False	
AC002428.2					0	0	0	False	
AC002429.2					1	1	0	False	
AC002429.5					0	0	0	False	
AC002451.1					1	1	0	False	
AC002454.1					1	0	1	False	
AC002456.1					1	1	0	False	
AC002463.1					1	1	0	False	
AC002464.1					1	1	0	False	
AC002465.1					0	0	0	False	
AC002467.1					1	1	0	False	
AC002470.1					1	1	0	False	
AC002472.1					0	0	0	False	
AC002480.2					1	1	0	False	
AC002480.3					1	0	1	False	
AC002480.4					1	1	0	False	
AC002511.1					0	0	0	False	
AC002511.2					0	0	0	False	
AC002511.3					0	0	0	False	
AC002546.1					0	0	0	False	
AC002550.1					1	0	1	False	
AC002550.2					1	1	0	False	
AC002553.1					1	0	1	False	
AC002553.2					1	0	1	False	
AC002558.2					1	1	0	False	
AC002563.1					1	0	1	False	
AC002985.1					0	0	0	False	
AC002996.1					1	1	0	False	
AC003001.1					0	0	0	False	
AC003002.1					0	0	0	False	
AC003002.2					1	0	1	False	
AC003002.3					1	0	1	False	
AC003002.6					0	0	0	False	
AC003005.1					0	0	0	False	
AC003005.2					1	0	1	False	
AC003006.1					1	0	1	False	
AC003009.1					0	0	0	False	
AC003035.1					1	1	0	False	
AC003035.2					0	0	0	False	
AC003043.1					0	0	0	False	
AC003043.2					1	0	1	False	
AC003070.1					0	0	0	False	
AC003070.2					1	0	1	False	
AC003084.1					0	0	0	False	
AC003087.1					1	1	0	False	
AC003088.1					0	0	0	False	
AC003090.1					0	0	0	False	
AC003092.1					1	1	0	False	
AC003092.2					1	0	1	False	
AC003098.1					1	1	0	False	
AC003101.1					0	0	0	False	
AC003101.2					1	1	0	False	
AC003102.1					1	1	0	False	
AC003666.1					0	0	0	False	
AC003681.1					1	0	1	False	
AC003682.1					1	0	1	False	
AC003684.1					1	0	0	False	
AC003685.1					0	0	0	False	
AC003688.1					0	0	0	False	
AC003688.2					0	0	0	False	
AC003956.1					1	1	0	False	
AC003958.2					0	0	0	False	
AC003965.1					1	1	0	False	
AC003965.2					1	0	0	False	
AC003973.1					0	0	0	False	
AC003973.2					0	0	0	False	
AC003975.1					1	0	0	False	
AC003982.1					0	0	0	False	
AC003984.1					0	0	0	False	
AC003985.1					0	0	0	False	
AC003985.2					1	0	1	False	
AC003986.1					0	0	0	False	
AC003986.2					1	1	0	False	
AC003986.3					0	0	0	False	
AC003988.1					0	0	0	False	
AC003991.1					1	0	1	False	
AC003991.2					1	0	1	False	
AC004009.1					0	0	0	False	
AC004009.3					0	0	0	False	
AC004012.1					1	1	0	False	
AC004014.1					0	0	0	False	
AC004023.1					0	0	0	False	
AC004034.1					1	0	1	False	
AC004039.1					1	0	1	False	
AC004052.1					1	0	1	False	
AC004053.1					1	1	0	False	
AC004054.1					1	1	0	False	
AC004063.1					0	0	0	False	
AC004066.2					1	1	0	False	
AC004067.1					1	0	1	False	
AC004069.1					1	1	0	False	
AC004069.2					0	0	0	False	
AC004076.1					1	1	0	False	
AC004076.2					1	0	1	False	
AC004076.7					0	0	0	False	
AC004076.9					0	0	0	False	
AC004080.1					1	0	1	False	
AC004080.2					1	1	0	False	
AC004080.3					0	0	0	False	
AC004112.1					1	1	0	False	
AC004130.1					1	0	1	False	
AC004147.2					0	0	0	False	
AC004147.3					0	0	0	False	
AC004148.1					1	0	1	False	
AC004148.2					1	1	0	False	
AC004149.1					0	0	0	False	
AC004156.1					1	1	0	False	
AC004156.3					0	0	0	False	
AC004158.1					1	0	1	False	
AC004158.3					0	0	0	False	
AC004160.2					1	0	1	False	
AC004217.1					0	0	0	False	
AC004221.1					1	1	0	False	
AC004221.2					0	0	0	False	
AC004223.2					1	1	0	False	
AC004223.3					0	0	0	False	
AC004223.4					1	0	1	False	
AC004231.1					1	1	0	False	
AC004231.3					0	0	0	False	
AC004232.2					1	1	0	False	
AC004233.2					1	1	0	False	
AC004233.3					1	1	0	False	
AC004233.4					1	0	1	False	
AC004241.1					1	1	0	False	
AC004241.2					1	1	0	False	
AC004253.1					1	1	0	False	
AC004253.2					0	0	0	False	
AC004257.1					1	0	1	False	
AC004263.1					1	1	0	False	
AC004264.1					1	1	0	False	
AC004381.1					1	0	1	False	
AC004381.6					1	1	0	False	
AC004408.1					0	0	0	False	
AC004415.1					0	0	0	False	
AC004448.1					0	0	0	False	
AC004448.2					1	0	1	False	
AC004448.3					0	0	0	False	
AC004449.1					1	0	1	False	
AC004449.6					0	0	0	False	
AC004466.1					1	1	0	False	
AC004466.3					1	0	1	False	
AC004470.1					0	0	0	False	
AC004471.1					1	1	0	False	
AC004471.10					0	0	0	False	
AC004471.2					1	0	1	False	
AC004477.2					1	0	1	False	
AC004477.3					1	1	0	False	
AC004485.1					0	0	0	False	
AC004490.1					1	0	1	False	
AC004492.1					1	0	1	False	
AC004494.1					1	0	1	False	
AC004510.3					0	0	0	False	
AC004520.1					1	1	0	False	
AC004522.2					1	0	1	False	
AC004528.1					1	0	1	False	
AC004528.2					1	0	1	False	
AC004540.1					1	0	1	False	
AC004540.2					1	0	1	False	
AC004540.5					1	0	1	False	
AC004542.1					1	0	1	False	
AC004542.2					1	0	1	False	
AC004543.1					0	0	0	False	
AC004551.1					1	0	1	False	
AC004554.2					1	1	0	False	
AC004556.1					1	0	1	False	
AC004584.1					1	0	1	False	
AC004585.1					1	1	0	False	
AC004590.1					1	1	0	False	
AC004593.1					1	0	1	False	
AC004593.3					1	0	1	False	
AC004594.1					1	0	1	False	
AC004596.1					1	1	0	False	
AC004597.1					0	0	0	False	
AC004637.1					0	0	0	False	
AC004672.1					0	0	0	False	
AC004674.1					1	1	0	False	
AC004687.1					1	1	0	False	
AC004690.2					0	0	0	False	
AC004691.1					0	0	0	False	
AC004691.2					0	0	0	False	
AC004692.2					0	0	0	False	
AC004702.1					1	1	0	False	
AC004702.2					0	0	0	False	
AC004704.1					1	1	0	False	
AC004706.1					1	1	0	False	
AC004707.1					1	0	1	False	
AC004754.1					1	0	1	False	
AC004754.3					0	0	0	False	
AC004771.1					1	0	1	False	
AC004771.2					1	1	0	False	
AC004771.3					1	1	0	False	
AC004771.4					1	0	1	False	
AC004771.5					1	0	1	False	
AC004775.1					1	0	1	False	
AC004775.5					0	0	0	False	
AC004784.1					1	1	0	False	
AC004791.2					0	0	0	False	
AC004801.3					1	0	1	False	
AC004801.4					0	0	0	False	
AC004801.5					0	0	0	False	
AC004801.6					1	0	1	False	
AC004803.1					1	1	0	False	
AC004805.1					0	0	0	False	
AC004812.2					1	0	1	False	
AC004816.1					1	1	0	False	
AC004816.2					1	0	1	False	
AC004817.1					1	1	0	False	
AC004817.2					1	0	1	False	
AC004817.3					1	1	0	False	
AC004817.4					1	1	0	False	
AC004824.1					1	0	1	False	
AC004825.2					1	0	1	False	
AC004828.1					0	0	0	False	
AC004830.1					0	0	0	False	
AC004832.1					1	1	0	False	
AC004832.3					1	0	1	False	
AC004832.6					1	1	0	False	
AC004834.1					1	0	1	False	
AC004835.1					0	0	0	False	
AC004837.2					1	1	0	False	
AC004837.3					0	0	0	False	
AC004839.1					1	1	0	False	
AC004846.1					1	0	1	False	
AC004846.2					1	0	1	False	
AC004852.2					0	0	0	False	
AC004854.2					1	1	0	False	
AC004862.1					0	0	0	False	
AC004865.2					1	1	0	False	
AC004869.1					0	0	0	False	
AC004869.2					0	0	0	False	
AC004870.3					0	0	0	False	
AC004870.4					0	0	0	False	
AC004872.1					0	0	0	False	
AC004875.1					0	0	0	False	
AC004877.1					1	0	1	False	
AC004882.1					0	0	0	False	
AC004882.2					0	0	0	False	
AC004884.2					1	1	0	False	
AC004888.1					0	0	0	False	
AC004889.1					1	1	0	False	
AC004895.1					1	1	0	False	
AC004895.4					0	0	0	False	
AC004901.1					0	0	0	False	
AC004906.1					1	0	1	False	
AC004908.1					1	1	0	False	
AC004908.3					1	0	1	False	
AC004918.1					1	0	0	False	
AC004920.1					0	0	0	False	
AC004921.1					1	0	1	False	
AC004922.1					1	0	1	False	
AC004923.4					1	1	0	False	
AC004930.1					1	0	1	False	
AC004936.1					0	0	0	False	
AC004941.1					1	0	1	False	
AC004943.1					1	0	1	False	
AC004943.2					1	0	1	False	
AC004943.3					1	0	1	False	
AC004944.1					0	0	0	False	
AC004946.1					0	0	0	False	
AC004947.1					1	1	0	False	
AC004947.2					0	0	0	False	
AC004948.1					1	0	1	False	
AC004949.1					1	1	0	False	
AC004951.1					1	0	1	False	
AC004951.6					1	1	0	False	
AC004969.1					1	0	1	False	
AC004973.1					1	0	1	False	
AC004975.2					0	0	0	False	
AC004982.1					1	1	0	False	
AC004982.2					1	1	0	False	
AC004988.1					1	0	1	False	
AC004990.1					1	0	1	False	
AC004994.1					1	0	1	False	
AC004997.1					1	0	1	False	
AC005005.3					1	1	0	False	
AC005008.2					0	0	0	False	
AC005009.1					1	0	1	False	
AC005009.2					1	0	1	False	
AC005013.1					1	1	0	False	
AC005013.5					0	0	0	False	
AC005014.2					1	0	1	False	
AC005014.3					1	1	0	False	
AC005019.2					1	0	1	False	
AC005019.3					0	0	0	False	
AC005020.2					0	0	0	False	
AC005021.1					1	1	0	False	
AC005034.2					1	1	0	False	
AC005034.3					1	0	1	False	
AC005034.4					1	1	0	False	
AC005037.1					1	1	0	False	
AC005041.1					1	0	1	False	
AC005041.3					1	0	1	False	
AC005042.2					0	0	0	False	
AC005046.1					1	1	0	False	
AC005050.1					1	0	0	False	
AC005064.1					1	0	1	False	
AC005070.3					1	0	1	False	
AC005076.1					1	1	0	False	
AC005082.1					1	0	1	False	
AC005082.12					0	0	0	False	
AC005086.1					1	0	1	False	
AC005090.1					0	0	0	False	
AC005091.1					1	1	0	False	
AC005096.1					1	0	1	False	
AC005104.1					1	1	0	False	
AC005144.1					0	0	0	False	
AC005150.1					1	1	0	False	
AC005152.3					0	0	0	False	
AC005154.4					1	0	1	False	
AC005154.5					1	1	0	False	
AC005154.6					1	0	1	False	
AC005162.1					0	0	0	False	
AC005162.2					0	0	0	False	
AC005162.3					1	0	1	False	
AC005165.1					1	1	0	False	
AC005180.1					1	0	1	False	
AC005180.2					1	0	1	False	
AC005186.1					1	1	0	False	
AC005197.1					1	1	0	False	
AC005208.1					0	0	0	False	
AC005209.1					0	0	0	False	
AC005220.1					1	0	1	False	
AC005224.1					1	0	1	False	
AC005224.2					0	0	0	False	
AC005224.3					1	0	1	False	
AC005224.4					1	1	0	False	
AC005225.2					1	0	1	False	
AC005225.3					1	1	0	False	
AC005229.4					1	1	0	False	
AC005232.1					1	0	1	False	
AC005234.1					0	0	0	False	
AC005237.1					1	1	0	False	
AC005244.2					0	0	0	False	
AC005253.1					1	1	0	False	
AC005253.2					1	0	1	False	
AC005256.1					1	1	0	False	
AC005258.1					1	1	0	False	
AC005261.1					1	0	1	False	
AC005261.2					1	1	0	False	
AC005261.3					1	0	1	False	
AC005262.2					0	0	0	False	
AC005264.1					1	1	0	False	
AC005276.1					0	0	0	False	
AC005277.1					1	0	1	False	
AC005277.2					1	1	0	False	
AC005280.2					1	0	1	False	
AC005281.1					0	0	0	False	
AC005288.1					1	0	1	False	
AC005291.1					1	1	0	False	
AC005291.2					1	0	0	False	
AC005301.8					0	0	0	False	
AC005301.9					0	0	0	False	
AC005303.1					1	1	0	False	
AC005304.1					1	0	1	False	
AC005304.2					1	0	1	False	
AC005304.3					1	1	0	False	
AC005307.1					1	0	1	False	
AC005323.1					1	1	0	False	
AC005323.2					0	0	0	False	
AC005324.1					0	0	0	False	
AC005324.2					0	0	0	False	
AC005324.3					1	0	1	False	
AC005324.4					0	0	0	False	
AC005324.5					1	0	1	False	
AC005329.1					1	0	1	False	
AC005329.2					1	1	0	False	
AC005329.3					1	1	0	False	
AC005330.1					1	0	1	False	
AC005332.1					1	1	0	False	
AC005332.3					1	1	0	False	
AC005332.4					1	1	0	False	
