	TACSTD2	CD8A	CD274	CLDN4	EPCAM
TCGA-AC-A62V-01	4369.42	18.7207	0.832	7457.51	7075.19
TCGA-AC-A62X-01	24096.2	12.0745	84.5217	17650.5	9044.24
TCGA-AC-A62Y-01	16838.5	136.794	4.5323	12346.1	9325.5
TCGA-AC-A6IV-01	3126.3	387.389	25.3967	3018.63	1947.68
TCGA-AC-A6IW-01	8032.08	629.502	50.373	12455.9	5742.52
TCGA-AC-A6IX-01	8682.53	222.04	22.605	6270.35	3335.34
TCGA-AC-A6NO-01	3029.26	87.3863	19.3752	7303.68	3552.0
TCGA-AC-A7VB-01	7424.93	247.878	18.7299	7358.5	5264.56
TCGA-AC-A7VC-01	120.506	33.0923	4.3707	83.043	25.5997
TCGA-AC-A8OP-01	7695.17	124.759	12.4241	4824.69	2555.74
TCGA-AC-A8OQ-01	11227.4	388.941	34.3961	19622.2	2725.23
TCGA-AC-A8OR-01	17062.7	26.6798	6.917	5655.14	5081.52
TCGA-AC-A8OS-01	6296.31	421.861	34.2406	2479.37	3762.07
TCGA-AN-A03X-01	1489.4	103.971	2.5514	6332.0	2183.38
TCGA-AN-A03Y-01	81.4577	291.533	6.7881	4625.94	1527.69
TCGA-AN-A041-01	3687.58	35.8566	18.9243	3704.52	3784.53
TCGA-AN-A046-01	5054.9	702.764	67.3987	5909.5	4275.27
TCGA-AN-A049-01	4637.88	141.513	11.9709	1475.84	3811.46
TCGA-AN-A04A-01	4042.37	85.4342	10.8543	4280.46	6334.03
TCGA-AN-A04C-01	9143.82	138.322	3.9014	10144.4	11185.7
TCGA-AN-A04D-01	2616.47	15.8365	5.4708	13019.0	12325.4
TCGA-AN-A0AJ-01	4262.88	396.86	52.3364	4020.04	4821.83
TCGA-AN-A0AK-01	1730.06	78.5055	13.4341	5219.56	8393.37
TCGA-AN-A0AL-01	16777.0	112.319	10.0644	14165.9	11213.8
TCGA-AN-A0AM-01	6148.24	185.845	41.144	1641.23	7252.85
TCGA-AN-A0AR-01	2400.5	27.049	3.9672	6693.72	9543.23
TCGA-AN-A0AS-01	7201.17	71.6378	6.7583	4023.43	2012.62
TCGA-AN-A0AT-01	5721.53	188.239	24.5027	6208.42	8623.23
TCGA-AN-A0FD-01	9365.0	125.118	27.7516	9328.32	9470.37
TCGA-AN-A0FF-01	6633.29	179.258	13.9873	4265.39	4267.97
TCGA-AN-A0FJ-01	4714.89	108.043	7.8031	5488.6	7592.44
TCGA-AN-A0FK-01	8686.33	58.8071	6.3273	3312.18	3141.71
TCGA-AN-A0FL-01	16776.1	17.0428	4.6062	21475.4	7778.9
TCGA-AN-A0FN-01	2449.06	543.487	45.5154	1158.79	1794.99
TCGA-AN-A0FS-01	4672.47	58.4976	30.1351	2493.11	1343.42
TCGA-AN-A0FT-01	17373.7	146.552	7.4729	8645.32	4395.31
TCGA-AN-A0FV-01	5483.63	14.5943	5.7609	1909.17	9869.61
TCGA-AN-A0FW-01	8979.73	152.215	5.3026	3418.9	5276.36
TCGA-AN-A0FX-01	7253.27	98.2456	11.4833	3581.5	2945.45
TCGA-AN-A0FY-01	4435.43	61.505	13.3351	4655.33	4280.31
TCGA-AN-A0FZ-01	4556.8	19.6251	2.0128	5365.71	3833.69
TCGA-AN-A0G0-01	3017.81	49.5347	12.6035	8153.59	9864.73
TCGA-AN-A0XL-01	5341.17	97.3095	19.0876	4394.27	3839.23
TCGA-AN-A0XN-01	2427.9	107.098	40.8468	1583.06	2577.83
TCGA-AN-A0XO-01	9862.84	24.7317	14.2136	6153.08	2210.22
TCGA-AN-A0XP-01	14331.5	21.2219	57.8778	3196.78	2233.76
TCGA-AN-A0XR-01	7709.38	24.3902	59.1153	3673.01	4351.38
TCGA-AN-A0XS-01	5244.98	402.454	20.5967	3990.87	3268.67
TCGA-AN-A0XT-01	6646.25	62.1225	11.648	6253.24	3947.37
TCGA-AN-A0XU-01	6378.36	220.193	42.3846	2282.91	6779.81
TCGA-AN-A0XV-01	10254.5	223.152	19.5258	5678.52	5203.63
TCGA-AN-A0XW-01	3183.04	594.048	63.0228	1650.26	3688.39
TCGA-AO-A03L-01	9112.23	245.392	26.1266	3944.45	9764.07
TCGA-AO-A03M-01	5454.23	654.283	72.6981	7213.42	4111.45
TCGA-AO-A03N-01	15848.8	37.0556	2.5038	4278.42	9597.4
TCGA-AO-A03O-01	1124.45	173.799	48.9083	2690.39	6169.0
TCGA-AO-A03P-01	4514.9	58.4356	8.6819	3627.68	2939.48
TCGA-AO-A03R-01	5944.92	446.67	30.0451	3073.28	4215.66
TCGA-AO-A03T-01	7160.3	236.534	12.8551	4895.74	6780.82
TCGA-AO-A03U-01	19798.6	165.09	41.5014	7262.74	5536.16
TCGA-AO-A03V-01	16363.9	140.392	6.6667	4876.47	9571.76
TCGA-AO-A0J2-01	5559.2	221.114	122.525	7369.43	6805.81
TCGA-AO-A0J3-01	1108.14	73.5449	8.1993	4768.74	7389.53
TCGA-AO-A0J4-01	21263.4	259.002	63.4759	15727.0	10284.9
TCGA-AO-A0J5-01	5910.57	107.373	8.6908	6723.86	5841.32
TCGA-AO-A0J6-01	10595.5	561.69	57.1903	17071.8	3844.26
TCGA-AO-A0J7-01	4964.55	26.4948	5.7286	3211.24	5093.81
TCGA-AO-A0J8-01	6976.39	166.343	27.5568	3877.0	3538.55
TCGA-AO-A0J9-01	6393.16	402.523	10.175	1978.43	3671.96
TCGA-AO-A0JA-01	4886.5	159.576	18.3583	6070.26	7940.34
TCGA-AO-A0JB-01	10759.2	187.415	2.736	4047.88	10456.9
TCGA-AO-A0JC-01	2435.2	3521.45	67.8634	743.433	679.947
TCGA-AO-A0JD-01	6982.97	167.811	26.7143	4269.02	11914.2
TCGA-AO-A0JE-01	865.314	661.663	89.2495	5628.4	4819.47
TCGA-AO-A0JF-01	6657.19	361.645	16.9101	2145.66	2576.48
TCGA-AO-A0JG-01	8183.9	870.257	26.6218	4563.04	3877.6
TCGA-AO-A0JI-01	1478.99	164.332	40.8936	8824.31	4264.29
TCGA-AO-A0JJ-01	9130.0	611.091	33.4894	2954.99	4581.2
TCGA-AO-A0JL-01	13688.2	133.88	4.8906	6182.32	11746.6
TCGA-AO-A0JM-01	6412.85	72.4401	15.2505	2417.21	6268.52
TCGA-AO-A124-01	10454.2	108.51	16.8921	5759.93	7629.23
TCGA-AO-A125-01	8985.78	11.7318	4.1629	5896.92	5206.64
