analysis_id,family,cohort,label,definition,adjustment,n,n_lines_in_filter,spearman_rho,spearman_p,pearson_r,pearson_p,ci95_lo,ci95_hi,resid_df,n_adjusters,unadjusted_spearman_same_n,delta_vs_0.69,rounds_to_0.69,n_equals_118,eligible_for_histology_max,null_p_same_size_from_S1_lung,partial_status,q_bh_within_eligible,is_histology_max
LUAD_Primary,histology,LUAD_Primary,LUAD Primary,LUAD and PrimaryOrMetastasis = Primary,none,11,11,0.8727272727272729,0.00045461505140964023,0.8227811528813909,0.0018694334867766019,0.5165876777251185,0.9903846153846154,,0,,0.18272727272727296,False,False,False,0.05638872225554889,,,False
LUAD_Metastatic,histology,LUAD_Metastatic,LUAD Metastatic,LUAD and PrimaryOrMetastasis = Metastatic,none,11,11,0.6818181818181819,0.020842853610945084,0.8052775820829016,0.0027803373064410504,0.09608644859813087,0.9345794392523364,,0,,-0.008181818181818068,False,False,False,0.500499900019996,,,False
S1_Lung_CLDN4pep_ge2,peptide_qc,S1_Lung,"S1 Lung, CLDN4 peptides ≥ 2","S1 Lung complete cases whose TMT plex identified CLDN4 with at least 2 peptides. Peptide count is a plex-level depth, not a per-line abundance filter.",none,25,25,0.8292307692307692,3.012259525211754e-07,0.8132656490865539,7.744603086499525e-07,0.5984428672337612,0.9264186068150451,,0,,0.13923076923076927,False,False,False,0.023395320935812838,,,False
partial::S1_Lung_CLDN4pep_ge2::OncotreeSubtype,peptide_qc,S1_Lung_CLDN4pep_ge2,"S1 Lung, CLDN4 peptides ≥ 2 | subtype","Peptide ≥ 2 set, Spearman partial adjusted for Oncotree subtype.",OncotreeSubtype,25,25,0.8301092326373812,1.7571308798351075e-06,0.8132656490865539,7.744603086499525e-07,0.5594038178345694,0.9315054612060392,20.0,3,0.8292307692307692,0.1401092326373813,False,False,False,,ok,,False
S1_Lung_CLDN4pep_ge3,peptide_qc,S1_Lung,"S1 Lung, CLDN4 peptides ≥ 3","S1 Lung complete cases whose TMT plex identified CLDN4 with at least 3 peptides. Peptide count is a plex-level depth, not a per-line abundance filter.",none,11,11,0.8363636363636365,0.0013331850799508565,0.8137820082604981,0.002304160896787491,0.407689094603748,0.9906542056074766,,0,,0.14636363636363658,False,False,False,0.12337532493501299,,,False
partial::S1_Lung::OncotreeSubtype,partial_histology,S1_Lung,S1 Lung | OncotreeSubtype,"Spearman partial (rank, then residual Pearson) within S1_Lung.",OncotreeSubtype,45,45,0.7034432805105604,2.905004207001783e-07,0.6871878120527255,1.8535570143264805e-07,0.5145016704127525,0.837331297212038,39.0,4,0.6931488801054019,0.01344328051056043,False,False,True,,ok,1.4525021035008914e-06,False
partial::S1_Lung::OncotreePrimaryDisease,partial_histology,S1_Lung,S1 Lung | OncotreePrimaryDisease,"Spearman partial (rank, then residual Pearson) within S1_Lung.",OncotreePrimaryDisease,45,45,0.6840224916225828,4.2665067251636905e-07,0.6871878120527255,1.8535570143264805e-07,0.49097940999129164,0.8158640765366,41.0,2,0.6931488801054019,-0.005977508377417173,False,False,True,,ok,1.7066026900654762e-06,False
partial::S1_Lung::PrimaryOrMetastasis,partial_histology,S1_Lung,S1 Lung | PrimaryOrMetastasis,"Spearman partial (rank, then residual Pearson) within S1_Lung.",PrimaryOrMetastasis,45,45,0.6919654429931065,1.9691602754673362e-07,0.6871878120527255,1.8535570143264805e-07,0.4771085671870959,0.8242765146395504,42.0,1,0.6931488801054019,0.0019654429931065254,True,False,True,,ok,1.3127735169782242e-06,False
partial::S1_Lung::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,S1_Lung,S1 Lung | OncotreeSubtype + PrimaryOrMetastasis,"Spearman partial (rank, then residual Pearson) within S1_Lung.",OncotreeSubtype + PrimaryOrMetastasis,45,45,0.6950156844517589,6.483482770634942e-07,0.6871878120527255,1.8535570143264805e-07,0.48089197538170175,0.8375613873059812,38.0,5,0.6931488801054019,0.005015684451758928,False,False,True,,ok,1.9325917043832328e-06,False
partial::S1_Lung::EPCAM,partial_epithelial,S1_Lung,S1 Lung | EPCAM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,EPCAM,45,45,0.5530866962259663,9.876251602725452e-05,0.6871878120527255,1.8535570143264805e-07,,,42.0,1,0.6931488801054019,-0.13691330377403366,False,False,False,,ok,,False
partial::S1_Lung::CDH1,partial_epithelial,S1_Lung,S1 Lung | CDH1,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,CDH1,45,45,0.3887434776483317,0.009110999876901218,0.6871878120527255,1.8535570143264805e-07,,,42.0,1,0.6931488801054019,-0.3012565223516682,False,False,False,,ok,,False
partial::S1_Lung::VIM,partial_epithelial,S1_Lung,S1 Lung | VIM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,VIM,45,45,0.6401557141295107,2.8786607043033587e-06,0.6871878120527255,1.8535570143264805e-07,,,42.0,1,0.6931488801054019,-0.04984428587048928,False,False,False,,ok,,False
partial::Oncotree_NSCLC::OncotreeSubtype,partial_histology,Oncotree_NSCLC,Oncotree NSCLC | OncotreeSubtype,"Spearman partial (rank, then residual Pearson) within Oncotree_NSCLC.",OncotreeSubtype,35,35,0.7506100772272868,7.505717594977341e-07,0.7437063817000543,3.0686191982928465e-07,0.5564772626306494,0.8702696988575992,30.0,3,0.7266106442577032,0.06061007722728684,False,False,True,,ok,1.9325917043832328e-06,False
partial::Oncotree_NSCLC::PrimaryOrMetastasis,partial_histology,Oncotree_NSCLC,Oncotree NSCLC | PrimaryOrMetastasis,"Spearman partial (rank, then residual Pearson) within Oncotree_NSCLC.",PrimaryOrMetastasis,35,35,0.7215676498734507,1.4686008670145472e-06,0.7437063817000543,3.0686191982928465e-07,0.4873886814904153,0.842235226265362,32.0,1,0.7266106442577032,0.03156764987345073,False,False,True,,ok,3.1631085272920163e-06,False
partial::Oncotree_NSCLC::OncotreeSubtype + PrimaryOrMetastasis,partial_histology,Oncotree_NSCLC,Oncotree NSCLC | OncotreeSubtype + PrimaryOrMetastasis,"Spearman partial (rank, then residual Pearson) within Oncotree_NSCLC.",OncotreeSubtype + PrimaryOrMetastasis,35,35,0.7443511625059659,1.5815542636460083e-06,0.7437063817000543,3.0686191982928465e-07,0.5355991151595164,0.8712438880396411,29.0,4,0.7266106442577032,0.054351162505965944,False,False,True,,ok,3.1631085272920163e-06,False
partial::Oncotree_NSCLC::EPCAM,partial_epithelial,Oncotree_NSCLC,Oncotree NSCLC | EPCAM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,EPCAM,35,35,0.5597856802255726,0.000576725341256945,0.7437063817000543,3.0686191982928465e-07,,,32.0,1,0.7266106442577032,-0.13021431977442732,False,False,False,,ok,,False
partial::Oncotree_NSCLC::CDH1,partial_epithelial,Oncotree_NSCLC,Oncotree NSCLC | CDH1,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,CDH1,35,35,0.45651369137972114,0.0066508958478314825,0.7437063817000543,3.0686191982928465e-07,,,32.0,1,0.7266106442577032,-0.2334863086202788,False,False,False,,ok,,False
partial::Oncotree_NSCLC::VIM,partial_epithelial,Oncotree_NSCLC,Oncotree NSCLC | VIM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,VIM,35,35,0.7030743615987005,3.538507372819132e-06,0.7437063817000543,3.0686191982928465e-07,,,32.0,1,0.7266106442577032,0.013074361598700568,False,False,False,,ok,,False
partial::Oncotree_LUAD::PrimaryOrMetastasis,partial_histology,Oncotree_LUAD,Oncotree LUAD | PrimaryOrMetastasis,"Spearman partial (rank, then residual Pearson) within Oncotree_LUAD.",PrimaryOrMetastasis,22,22,0.782309579477907,2.7859156244056954e-05,0.7932845666934566,1.0611960424713108e-05,0.5227653092319307,0.9084648465428599,19.0,1,0.7820440429136083,0.09230957947790708,False,False,True,,ok,4.286024037547224e-05,False
partial::Oncotree_LUAD::EPCAM,partial_epithelial,Oncotree_LUAD,Oncotree LUAD | EPCAM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,EPCAM,22,22,0.6617832449174285,0.001084808716645307,0.7932845666934566,1.0611960424713108e-05,,,19.0,1,0.7820440429136083,-0.028216755082571487,False,False,False,,ok,,False
partial::Oncotree_LUAD::CDH1,partial_epithelial,Oncotree_LUAD,Oncotree LUAD | CDH1,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,CDH1,22,22,0.6447601723024594,0.0016024829137451767,0.7932845666934566,1.0611960424713108e-05,,,19.0,1,0.7820440429136083,-0.045239827697540536,False,False,False,,ok,,False
partial::Oncotree_LUAD::VIM,partial_epithelial,Oncotree_LUAD,Oncotree LUAD | VIM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,VIM,22,22,0.7536338894520499,7.989455047496126e-05,0.7932845666934566,1.0611960424713108e-05,,,19.0,1,0.7820440429136083,0.06363388945204995,False,False,False,,ok,,False
partial::NSCLC_Primary::OncotreeSubtype,partial_histology,NSCLC_Primary,NSCLC Primary | OncotreeSubtype,"Spearman partial (rank, then residual Pearson) within NSCLC_Primary.",OncotreeSubtype,17,17,0.8456984993534001,7.127376261040661e-05,0.7955672685454248,0.00013421099838869916,0.550516201380202,0.9596466321194821,13.0,2,0.8210784313725491,0.1556984993534002,False,False,True,,ok,9.503168348054215e-05,True
partial::NSCLC_Primary::EPCAM,partial_epithelial,NSCLC_Primary,NSCLC Primary | EPCAM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,EPCAM,17,17,0.7138877836325128,0.0018958595762329628,0.7955672685454248,0.00013421099838869916,,,14.0,1,0.8210784313725491,0.02388778363251287,False,False,False,,ok,,False
partial::NSCLC_Primary::CDH1,partial_epithelial,NSCLC_Primary,NSCLC Primary | CDH1,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,CDH1,17,17,0.610523223552342,0.012008564702352892,0.7955672685454248,0.00013421099838869916,,,14.0,1,0.8210784313725491,-0.07947677644765794,False,False,False,,ok,,False
partial::NSCLC_Primary::VIM,partial_epithelial,NSCLC_Primary,NSCLC Primary | VIM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,VIM,17,17,0.7539570687220049,0.0007416316090345069,0.7955672685454248,0.00013421099838869916,,,14.0,1,0.8210784313725491,0.0639570687220049,False,False,False,,ok,,False
partial::S1_Lung_Primary::OncotreeSubtype,partial_histology,S1_Lung_Primary,S1 Lung Primary | OncotreeSubtype,"Spearman partial (rank, then residual Pearson) within S1_Lung_Primary.",OncotreeSubtype,20,20,0.7239588339600717,0.0006815994937176362,0.7338037507557921,0.0002309009519804639,0.30929304606078556,0.9254256221623747,16.0,2,0.7443609022556391,0.03395883396007171,False,False,True,,ok,0.0007174731512817222,False
partial::S1_Lung_Primary::OncotreePrimaryDisease,partial_histology,S1_Lung_Primary,S1 Lung Primary | OncotreePrimaryDisease,"Spearman partial (rank, then residual Pearson) within S1_Lung_Primary.",OncotreePrimaryDisease,20,20,0.7277382625145423,0.00041284734175528075,0.7338037507557921,0.0002309009519804639,0.3834449519667633,0.9125197498221645,17.0,1,0.7443609022556391,0.037738262514542376,False,False,True,,ok,0.00045871926861697855,False
partial::S1_Lung_Primary::EPCAM,partial_epithelial,S1_Lung_Primary,S1 Lung Primary | EPCAM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,EPCAM,20,20,0.6071663441870584,0.005835091188810463,0.7338037507557921,0.0002309009519804639,,,17.0,1,0.7443609022556391,-0.08283365581294155,False,False,False,,ok,,False
partial::S1_Lung_Primary::CDH1,partial_epithelial,S1_Lung_Primary,S1 Lung Primary | CDH1,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,CDH1,20,20,0.547692398612137,0.015206943099973285,0.7338037507557921,0.0002309009519804639,,,17.0,1,0.7443609022556391,-0.14230760138786291,False,False,False,,ok,,False
partial::S1_Lung_Primary::VIM,partial_epithelial,S1_Lung_Primary,S1 Lung Primary | VIM,Epithelial-program partial. Reported because it shrinks ρ. Not eligible for the maximum.,VIM,20,20,0.6642414437001074,0.001923318507452918,0.7338037507557921,0.0002309009519804639,,,17.0,1,0.7443609022556391,-0.025758556299892543,False,False,False,,ok,,False
