	protein	R2A	R9A	R13A	R25A	R31A	R40A	R41A	R70A	R77A	R96A	R101A	R102A	R111A	R113A	R116A	R138A	R141A	R37A	R43A	R87A	R97A	R99A	R108A	R124A	R133	R136A	R137A	R139A	R145A	R146A	NR10A	NR17A	NR20A	NR66A	NR68A	NR85A	NR88A	NR89A	NR100A	NR103A	NR104A	NR118A	NR125A	NR142A	NR51A	NR60A	NR128A	NR148A	p_val	foldchange	log_pval
3375	O15553_MEFV	13.91826147	13.30302564	12.50169225	12.64181408	9.197937341	13.35050068	8.483194372	10.32717302	13.75319813	11.89624453	12.89474392	13.3088517	14.4379103	12.40620706	12.79432989	13.61151476	13.10558977	15.01929835	12.96604556	10.57198531	13.72444389	13.19782529	13.22148142	11.87978032	13.85757673	10.31808385	11.57499086	13.09587288	12.99837636	14.76127458	14.26443397	12.61052919	13.34071469	13.17816081	14.41387656	12.70545971	12.8317563	14.76177892	13.55668662	14.21848239	13.74287426	13.58707818	13.00842363	13.49489435	11.33925212	13.78178732	12.4645822	13.94280374	0.0306665044312042	-0.765113354011111	1.51333572492256
3376	Q96CW1_AP2M1	12.7652392	11.81976355	14.44028188	12.93832679	12.6165948	13.392404	12.51146019	12.47481535	13.00086606	11.64299542	12.25662131	12.50990153	12.43193555	13.43866832	13.71757547	15.46604359	14.98026021	12.99972772	10.41207212	13.50226774	13.09799437	10.24368089	14.38779978	12.30631474	13.20564963	12.10814621	11.76868161	13.57594346	11.93675272	12.24525427	12.74197431	12.69540162	12.11679789	11.97983905	12.55457142	14.15978217	13.25222868	13.17489044	12.73051159	11.29299714	14.22787049	11.27259014	11.36932936	14.77539368	12.31668578	14.25097087	10.8452925	12.38146139	0.700420176182133	0.132101920444445	0.154641352196871
3377	Q8IXW5_RPAP2	14.30975196	14.35601537	14.33565273	14.66357134	12.74380106	11.5919379	12.91982812	12.82337078	13.05866964	13.20317832	11.99870137	14.03958266	12.63116129	13.23367192	12.8965412	14.60067854	13.77209168	15.38115073	15.1247167	13.58595686	14.90810231	13.67546416	14.54729714	12.98057342	16.30369886	13.42107032	13.84856746	12.64777588	15.05294754	14.43124066	14.89410707	14.07939924	13.82123396	13.56417714	14.52664318	13.38496784	12.93087539	12.57347567	14.04975419	12.93393411	13.05359546	14.20944158	14.63065853	14.76334244	13.84556027	13.7255876	12.56799685	12.87266402	0.765408402019079	0.0791470117777777	0.116106774760467
3378	Q96QE2_MYCT	13.74077286	15.93568856	12.9911544	14.88773007	13.82127293	12.76488514	13.40764899	13.02072298	16.15543661	14.96869032	13.10735541	13.03007435	13.48612573	14.63577023	13.97326162	14.15866655	11.57252281	14.64168347	13.16116354	15.15870071	13.83836124	13.84000155	11.39906192	15.66646162	11.90757697	13.71114017	13.561555	13.49688398	11.65106304	12.90140352	12.54246859	15.20369945	13.50776437	14.63759147	12.98199903	14.51817195	14.34166593	14.45993357	12.72394351	11.44940609	12.80933006	15.71059321	13.32377519	11.84295225	12.97226213	13.99601447	17.47447451	14.45407881	0.7275332885258	-0.14413460088889	0.138147130600038
3379	Q12983_BNIP3	9.152446598	13.0876942	12.48346077	11.44834458	10.46879469	10.99657643	10.00491648	8.623907683	10.87812988	9.99963283	11.81712908	12.17364623	10.23937525	10.85157397	9.191306561	10.47813394	11.72079639	13.34508616	12.80204527	14.11203606	17.7964833	11.94982998	13.35470261	10.88430452	12.89519215	10.55203283	10.34732415	12.43035824	13.89634489	11.48443728	13.27406387	13.1626497	10.07634745	13.13002674	11.27257932	13.37407619	12.57997275	12.44921184	15.40697188	12.40654528	12.36796894	12.83767048	12.53077093	12.68418484	11.36692478	10.83437725	12.08859205	12.35311129	0.0679617175764223	-0.80646776548889	1.16773565386808
3380	Q9Y2I1_NISCH	13.24096609	12.71122666	12.09894186	11.67838921	12.84808409	14.78441921	12.71963506	13.33724629	14.25685005	13.97095207	12.9145731	13.17853055	12.7294078	11.5713626	13.07151595	12.53321824	12.34613321	11.52680401	15.07449217	14.03898986	14.68608844	12.73754142	11.76381983	11.75984818	10.9878949	12.79719409	11.91453182	14.5065812	13.89564508	12.89863401	10.79253578	13.79512903	12.85232601	13.04222332	8.37897594	12.78415437	10.24380496	11.42524666	13.17387005	11.95625721	12.78440603	13.46691046	9.126736492	10.91142939	12.7597834	14.06810383	13.96634115	13.44910378	0.0854779071027037	0.787242909333333	1.06814611992952
3381	Q12824_SNF5	14.69619605	11.7665897	13.1605702	13.32620004	14.11153846	15.05132839	13.0073251	14.93192181	13.34802488	14.66126357	16.43801865	13.96235294	14.92082723	14.74282501	13.66650155	15.41715415	11.86883845	13.30858523	15.66905509	14.61290852	13.89564679	16.11247773	14.79985271	14.1039256	16.52092875	12.00559038	13.42578084	15.41619063	11.82994576	14.46355961	12.45205539	13.8315816	14.00864456	13.16631321	12.7857906	15.2533531	14.49085889	13.14600462	12.3028996	14.83766367	12.71248691	13.0558947	15.85213043	15.61289496	14.0811294	13.46430881	14.80922321	14.16074326	0.421717699493418	0.284509854	0.374978171261603
3382	Q8WWY3_PRP31	15.12539238	13.84129983	11.7291488	12.63252295	14.07483988	12.28610107	11.558534	11.82223274	13.65776481	11.5880477	13.1963849	10.47729127	12.85927507	13.5984544	13.26239551	15.52191402	12.2639931	14.96092068	12.5324501	12.9842494	15.97383569	14.47305519	12.18027282	13.57273991	12.58086081	11.54478199	14.03993755	13.47648015	13.05644139	14.96687656	12.00376457	14.57204265	10.87907304	12.33700736	11.54337231	12.45291459	14.30280067	12.27767211	13.42879789	10.00698015	14.83934043	12.49060153	11.60706289	13.32804336	12.58343949	13.56823932	13.30627419	12.18559849	0.163309377522432	0.543892875666666	0.786988876565745
3383	Q8NEM2_SHCBP	15.65123182	12.24120274	13.74418728	12.74082706	14.2056628	15.65302447	13.65319484	14.07080817	13.76314896	14.76060899	14.23204122	13.73238937	14.26294702	13.46578419	14.82262131	13.60611487	14.16788381	14.5049396	14.20480775	13.68630747	13.94334161	15.86578193	13.66060158	13.40560477	14.37338802	13.67492327	14.70268236	14.66419905	14.12535488	13.65933054	13.71933935	14.83709006	14.62251084	13.04673553	13.25821562	13.88243494	15.05453674	14.9047114	13.61057366	13.92492034	14.39001129	13.79643089	14.45147823	14.92722801	14.93151911	13.34035667	14.36928245	13.98339395	0.768560338695613	-0.0613224461111113	0.114322030917819
3384	Q9Y4K0_LOXL2	14.10178995	16.62640513	13.84351501	13.67591428	15.78328288	12.35594618	11.52229427	13.65972126	12.10671005	13.87955147	12.6431666	14.06258155	13.49056934	14.6293439	17.36968042	15.45558742	15.71926836	14.10702927	15.29828881	14.891569	13.4387549	16.62073519	13.51868254	14.49580875	16.66939895	12.66477549	13.91337228	14.92372645	14.48677134	10.05564568	15.3564825	13.81183922	13.08359626	14.23798936	15.45840692	12.38885233	12.23929272	14.52745299	16.28238257	14.33265507	13.41080666	14.74583523	14.07704468	13.89395813	12.79709358	15.13037546	13.36356032	14.84116607	0.819640374716798	0.090396775666667	0.0863766568047132
3385	P56537_IF6	14.30562821	13.07482683	15.29738093	14.10401637	15.05730163	17.57907242	14.02446836	14.80749428	17.80445144	13.99391939	13.98876432	14.98690315	16.05229089	13.24563289	14.07676819	13.49438666	17.35079542	15.93435152	15.54130871	14.41325159	15.24851572	13.49522294	18.76342889	13.10999327	18.62156481	12.71016586	14.48949162	16.66224857	14.13221007	12.40931721	13.32876012	16.04758442	13.79349471	15.45708752	13.14617512	13.8896321	13.62562812	14.9445804	14.28216323	12.24404004	15.21779722	15.76493331	15.90657654	13.57913459	17.90345389	14.32088409	18.95131789	13.40330871	0.709214241929236	0.192141737555556	0.149222551794787
3386	Q92466_DDB2	13.96032058	13.96391553	14.97743584	13.01255891	13.31681581	13.49705332	19.00030579	13.26196066	12.55266178	13.84451005	12.63710288	12.31015622	13.86886677	12.16903406	13.33085884	11.97557569	12.15993749	18.97949333	12.87390248	11.17904294	13.63400364	20.53993854	12.87308892	14.20766606	13.33191584	21.88526036	21.4687024	9.853792958	13.10870584	13.45073355	14.02729353	13.98157927	12.77732192	14.54578022	12.77311417	11.10367775	13.17643796	20.22202967	11.83225457	10.8143105	15.43492403	19.02736626	13.80096462	11.54107842	13.49086862	18.38466764	14.10235421	23.60787974	0.640639601988836	-0.461595158511111	0.19338621835152
3387	O00635_TRI38	14.16718158	15.01562575	15.09060439	14.19702951	12.74640735	12.21834023	13.63895405	12.43544688	13.59010626	13.74132441	11.91577351	13.49963944	13.42234721	14.31191087	12.92522543	16.38722005	15.53578992	13.87096099	12.96775574	14.60699945	14.50900666	16.96706623	13.48656384	14.32337978	14.32832051	14.21552485	16.60079959	11.88326766	16.54711451	13.84488825	15.12875257	14.09647662	13.62649149	14.12832786	15.21648415	14.63426844	14.08935743	12.8148354	14.26169531	13.36210155	18.00661847	13.5522528	15.50253488	14.39820547	14.0905871	14.27997001	12.87647194	13.39831723	0.587118840063486	-0.203855765555556	0.231273983317907
3388	O60240_PLIN1	10.82467401	12.5249364	13.02319094	14.46430147	14.86653215	14.19008278	12.34737191	13.10142539	12.86027069	13.63228461	13.37345842	12.93052166	12.71451056	13.37450182	13.16920219	14.11685891	11.00224209	13.01375581	13.68106782	16.22698513	14.90912172	12.78389483	12.20248951	13.30942981	11.74309644	12.47769995	13.88804728	15.0371912	11.64985188	13.54115516	10.91343522	11.84999304	15.41851822	14.47090507	12.94475073	15.02620906	12.17566478	12.41600758	14.31111678	16.72802297	12.81345515	12.72155465	14.26999149	12.28467996	14.40035919	13.47114294	13.35648282	15.14638835	0.384201741283089	-0.362810359777779	0.415440671155941
3389	Q9BVC6_TM109	12.86453715	13.09131095	11.81447238	14.68340747	12.10333902	12.05217353	13.75934832	12.75973223	13.9513373	9.921917335	12.43914746	13.27105075	15.62488328	11.52694293	11.23380569	13.90903599	12.38077776	12.41809452	10.82560779	10.61528453	14.65074103	12.48937461	11.50423421	12.39970756	13.14480488	11.98662161	11.65078433	12.38885479	12.05651397	14.21075657	13.36664623	9.631105244	12.91687115	12.35671237	14.30736679	13.13380746	12.44525621	11.59993518	12.97875975	15.72345649	11.33469091	10.94624164	11.16220613	12.31533022	9.156452227	12.90098444	10.02167443	11.72372298	0.296292822926193	0.478663339777777	0.528278868267844
3390	Q702N8_XIRP1	11.92264608	11.40472323	13.20953974	11.21852006	12.97823314	11.36503908	9.727779509	11.56865329	12.93534543	12.47540191	12.82789656	12.49979387	13.22344522	11.45526615	11.70658487	12.50046579	12.4852267	11.4961404	13.22208687	12.56179218	13.20454462	12.76418904	11.98606878	14.80256597	14.08855112	13.12284253	14.25727061	13.39131978	11.72776935	14.07339444	12.30112346	12.91898021	12.89290446	13.00635099	12.0510765	11.67477658	13.7487555	12.61236051	12.3375819	11.46948746	10.53537188	12.61271904	11.31884706	14.05931659	12.51567447	11.89199378	10.77749818	12.85512591	0.439349473302435	0.230106295077778	0.357189889899987
3391	P51531_SMCA2	14.60809923	12.48746519	13.90487273	9.978337636	12.71135516	13.64245623	11.7954981	15.89719137	14.4875677	14.02896639	10.60213781	13.36115691	12.96062649	14.39666862	15.04889024	12.45662706	14.24187728	10.54650476	14.11191961	11.46758074	10.61028348	14.25738765	14.16147887	12.79007824	15.04989785	12.96363963	13.56283771	12.15189133	13.40111903	16.13640755	13.8749796	13.38568371	13.60610599	13.3865705	14.09296435	13.87076297	12.19308223	12.47017339	11.5230266	14.37678784	12.4416583	12.00618057	14.64295338	13.15668659	14.28062899	15.15491682	11.41392846	13.40141939	0.932771875035461	-0.0325565179111109	0.0302245572474191
3392	Q9NZV1_CRIM1	12.74225484	13.6668331	12.75034532	11.68108813	17.55623212	12.85950246	15.45911423	13.32295715	14.43642568	13.53495795	12.78390682	13.404262	12.52144147	13.74327482	14.45203623	13.82523831	12.55122885	12.48515329	15.00299123	10.51912939	13.32261381	11.85033813	13.61872358	15.01397031	12.02205816	15.42107595	12.11205567	13.31306255	13.04018121	12.61893555	14.45611887	14.09515418	13.71165443	14.04167193	12.36892306	13.07635642	12.71370022	13.18907188	15.27135666	12.75866023	15.35024025	15.2144445	13.8164407	11.96415988	11.61163504	13.51259945	12.5495684	11.61966289	0.960017368676395	-0.0190325557777768	0.0177209096145141
3393	Q9P2J9_PDP2	12.0300426	12.75860052	12.72109359	12.73736696	11.48958828	14.13696249	11.78063575	12.61725239	12.35501111	14.05515711	12.66334993	12.3818389	12.68076773	12.1368422	12.88154415	12.88814641	13.11409906	12.79574328	13.14575756	12.16274204	12.31061778	14.45151612	13.89841481	11.91593509	13.89645212	11.60228783	14.71331498	11.64654106	12.79489732	12.97427199	12.69874199	13.09690593	12.94044112	13.70919195	13.16027266	14.26078689	11.88166606	15.17864556	12.54383875	13.11096122	11.63221459	13.38758554	13.15627182	12.89627593	11.06117817	11.47491081	12.56865332	11.88444429	0.938040057212525	-0.022272883555555	0.0277786155069593
3394	Q14249_NUCG	13.21755943	12.85293835	14.57279193	13.33971153	16.38920422	13.31027652	13.97484273	13.02273647	13.57056549	12.60329461	12.98393917	12.48585766	14.89359632	15.67899776	12.36516677	14.68343944	15.7141486	13.42592489	14.09042871	13.82704837	11.13442194	13.58204003	12.18937004	13.39145664	13.73813408	13.09407498	13.34671252	14.31034604	12.87130544	15.59765079	12.99424239	13.86682427	14.72226012	12.18621901	13.34171201	16.42385016	13.42087436	16.24110805	12.98832036	12.96529577	13.40835921	12.85576694	11.86522846	13.57625832	13.84013808	13.69673946	12.14304654	13.82424745	0.782365963625934	0.099683217888888	0.106590051537139
3395	Q01196_RUNX1	16.76810322	11.24128671	13.15857604	11.6269423	14.58022238	12.92553557	13.22756176	12.22660462	12.53271078	15.78529915	13.77883234	13.14829344	13.568177	12.46972138	12.01575787	12.6759418	10.99261586	10.44779727	13.67213361	13.85134188	12.08297247	14.98567172	16.84992786	11.43617918	13.13076872	12.84372703	11.69318646	14.88166738	13.17023942	13.61334183	13.71792105	12.16234484	11.16895426	13.93874094	11.39999753	11.79830238	11.42297565	13.73938245	10.85857097	11.89825759	10.61336021	13.05052563	11.45676698	13.39130587	13.46712967	12.91490856	12.88961376	12.00945577	0.0307597747408679	0.851676006666667	1.51201684927231
3396	P51159_RB27A	12.81687687	14.08615288	12.69772365	13.05697783	14.07231769	11.73841766	11.66723227	13.22869856	12.81189687	12.45550515	13.5343911	13.26170958	13.0718334	13.73567364	12.7141767	11.17598597	12.16975074	14.48157169	14.45414443	11.77848577	12.56393072	12.99409648	14.1867029	13.67125907	14.0393174	12.29410823	13.21349937	12.71463127	14.941442	13.46322934	14.60495562	13.84779103	12.96344143	13.6032907	13.09626381	12.75305354	11.39684676	12.21626208	13.78169401	15.11889952	12.44312486	15.01270583	15.5280646	14.74828869	12.21674903	13.02223075	14.15712847	11.963998	0.275226329975208	-0.367763621777778	0.560310020959958
3397	Q86X51_CX067	12.49237858	14.8912091	13.18750328	13.85174281	12.41266238	14.45446342	15.28623095	14.31328532	14.05658638	14.93809802	13.24182855	15.2480847	13.21810016	15.40093292	14.24860167	13.46836921	16.75646012	14.00432052	13.39819745	10.60923434	13.55494567	12.38711935	14.3119438	13.9565248	15.73093613	13.34026002	11.89445391	11.44635129	15.17984564	14.65234634	16.81533475	14.04662751	15.63971928	14.64430619	14.2360826	14.30808192	13.37856219	13.38510981	15.07529985	15.99049987	13.36721359	16.0895625	16.11166778	15.78500231	11.89499593	12.93217353	12.80114957	12.89253561	0.198120983083192	-0.546339705111112	0.703069525699947
3398	P04183_KITH	14.1806459	13.09682756	10.41189785	11.44532191	12.22684411	9.769624066	10.2651963	8.813111574	12.42911647	8.974386527	11.40837751	11.86826993	8.049781814	10.8307372	13.24504147	10.13627066	12.29065555	11.84261285	10.59166559	12.01070478	11.88614663	9.989330582	12.1601187	9.915723267	11.368173	10.73712945	10.86133607	12.14774641	9.094072576	9.728479938	8.697979806	11.49818769	10.33466609	11.6604341	8.763863136	10.91211684	12.09280951	9.507291036	12.70967808	12.05740396	10.68387529	13.27007601	12.12174584	10.95774193	10.20803533	9.907555746	11.79959508	9.388443771	0.736968399206787	0.13853936118889	0.132551134046446
3399	P25440_BRD2	12.85064893	14.68932919	13.34221053	13.24424912	12.98065915	13.8895491	12.42591351	13.95564522	13.75969581	16.47284411	13.06203516	14.96687058	13.83596036	13.35383827	13.68205844	14.22500449	15.24982486	13.86935203	12.93419653	14.03434005	14.32302324	13.10277157	14.74890324	12.48845661	14.53838869	12.41260764	13.05792716	12.37067236	13.25887246	13.63392188	14.10112565	14.41564012	14.30687998	14.6121517	13.7924531	13.72361475	13.00478309	12.28183466	16.33138402	17.20595479	13.30837954	15.70440242	14.19467594	14.1768445	13.97880821	12.81532659	14.28631752	13.37891477	0.137557566615056	-0.509090509777778	0.861515515424908
3400	O15394_NCAM2	14.69929833	14.61310755	14.72902035	14.3598424	15.01463398	15.62046361	15.03350137	15.4440876	14.09833826	14.86262018	14.96868377	14.30632648	15.19960742	14.38076677	15.86905432	14.84328939	13.69155603	12.80955096	16.69991023	14.54073928	18.10232427	16.05690277	15.17156729	13.03628811	15.27825435	14.26872302	14.24821308	14.95566774	13.23846687	15.32175762	13.76555781	14.33545264	14.85430259	13.36247558	14.57090671	15.9489209	15.15260245	14.3288599	14.04002761	15.47197215	15.2972298	14.01782213	13.86197182	14.46112557	14.93469043	15.79322835	13.80472088	16.32999301	0.555706229996372	0.163648761666666	0.255154734332346
3401	Q15434_RBMS2	12.44038454	11.66990745	12.41519198	16.11326995	15.13656242	12.09791786	11.76114491	9.654757068	15.13641676	13.25615273	12.45668638	10.22398486	11.82322542	13.97718308	14.82360934	12.06530709	8.977108609	12.87044197	11.95752589	11.89604347	14.61385187	12.96215535	12.11584355	14.24076555	11.47068828	13.78312758	11.54956518	13.96594159	11.61852256	12.07941057	11.78123193	13.46942818	12.59722516	14.62593165	11.25165034	11.99031733	8.781271131	11.99661464	11.82503848	11.91563303	13.64079331	14.29126287	11.32175596	12.87282591	12.69099008	12.88429041	12.84645067	13.5032117	0.682800773044766	0.178094085177777	0.165705995862977
3402	Q9Y530_OARD1	14.22707507	14.52769104	14.99439912	15.5145533	12.46151062	13.9124252	14.54329104	17.22335202	15.86681956	15.34287609	13.51901823	14.54637731	14.42807956	14.18071607	13.21228389	13.61523524	14.44473898	16.34570209	13.50219846	15.14873061	14.46408814	14.2583576	14.15399568	13.9521287	13.45977853	14.02398398	13.94902486	11.94062809	14.46359077	12.45064167	14.93448754	14.10455409	15.01816784	14.97021328	15.30984103	14.02638869	13.48477866	16.36677466	15.29074694	14.61762848	13.84295064	14.26893984	14.55432028	14.35940937	14.45378422	14.37012685	12.8561647	13.40829269	0.54885103774969	-0.168533049333332	0.260545510307055
