case_id	cohort	CLDN4_protein	ImmuneScore	GEP18	CD8A	quartile	tacstd2_gate
C3L-00415	LSCC	23.341795351126	8259.383	-0.2675598555744643	7.7928	Q3	none
C3L-00445	LSCC	22.8310756672023	6793.207	-0.5230123177315786	7.0931	Q1	none
C3L-00568	LSCC	23.2254556671526	8672.287	0.5832150929511228	9.2417	Q2	none
C3L-00603	LSCC		7953.441	0.2684804978424153	9.4319		none
C3L-00904	LSCC		8722.277	0.6130875686868187	9.6815		none
C3L-00923	LSCC	23.1493725083431	10178.986	0.5946787930109521	9.4418	Q2	none
C3L-00927	LSCC	23.7815691449603	7639.183	-0.19860613308697883	6.915	Q3	none
C3L-00965	LSCC	23.1531527228414	6566.936	-0.45377707630211106	8.3921	Q2	none
C3L-00993	LSCC	23.5695982132843	5587.678	-0.9746059941605041	6.7853	Q3	none
C3L-01000	LSCC	22.79936032215	9179.497	0.6921095210191363	9.5719	Q1	none
C3L-01285	LSCC	22.995685338783	4336.494	-1.2870170194089854	7.1529	Q2	none
C3L-01455	LSCC	22.4740539575817	9967.585	1.1521043230359964	10.0218	Q1	none
C3L-01606	LSCC	22.7046902335154	8359.364	0.13072925804230962	8.1521	Q1	none
C3L-01663	LSCC	23.813399349746	8316.293	0.2618949118793825	8.1723	Q4	none
C3L-01838	LSCC		8084.188	-0.4154379341761448	7.5133		none
C3L-01884	LSCC	23.2115673843999	7808.358	0.22074032977519942	8.3822	Q2	none
C3L-02127	LSCC	24.5677458415024	7031.187	-0.033845773900654325	8.1512	Q4	none
C3L-02130	LSCC	23.3465314285032	8524.22	0.020134183854682616	8.3925	Q3	none
C3L-02163	LSCC		4994.674	-0.7463388939931913	7.4538		none
C3L-02164	LSCC	21.5292435671238	10896.868	0.8504401501719951	9.2516	Q1	none
C3L-02168	LSCC	24.0485068781566	7909.089	-0.2548711936546147	7.583	Q4	none
C3L-02170	LSCC	23.3209524342765	9744.675	0.1374703471668077	8.8019	Q2	none
C3L-02349	LSCC		8108.208	0.43292449796960236	8.6422		none
C3L-02358	LSCC	23.2177146621091	6676.464	-0.5848553172131731	7.6126	Q2	none
C3L-02546	LSCC	23.0973358298884	8965.244	0.4913733747222021	8.8323	Q2	none
C3L-02552	LSCC	22.5548587541889	9414.895	0.47784517168882146	8.7922	Q1	none
C3L-02619	LSCC	23.0861812835521	8135.902	-0.5022812616370954	7.3997	Q2	none
C3L-02625	LSCC		9750.545	1.0762050180555545	9.6018		none
C3L-02627	LSCC	23.6479950617919	7980.1	0.2849208016527891	8.482	Q3	none
C3L-02629	LSCC	23.4265497797893	9894.326	0.735355268571454	9.5119	Q3	none
C3L-02646	LSCC	23.8107027726688	7414.18	-0.24169416191583334	7.9315	Q4	none
C3L-02648	LSCC		8056.701	0.10249352479632644	7.9724		none
C3L-02649	LSCC		6100.622	-0.7191224896747263	7.0239		none
C3L-02650	LSCC	23.3649199464823	9412.736	0.3100069187592141	8.5924	Q3	none
C3L-02660	LSCC	22.4242054248842	8922.612	0.07643835875252909	8.9615	Q1	none
C3L-02665	LSCC	24.067984656329	8264.179	0.2981741094656846	8.5849	Q4	none
C3L-02669	LSCC	22.9251366897478	7683.01	0.21897719210564592	8.1823	Q1	none
C3L-02891	LSCC	23.2160790889662	9378.037	0.5387365875159165	8.3824	Q2	none
C3L-02951	LSCC	22.9859922351152	9265.965	0.25337159716536073	7.5532	Q1	none
C3L-02963	LSCC	22.7252917556342	9544.678	0.33929438787070626	7.9311	Q1	none
C3L-02964	LSCC	23.7795421751231	9473.423	0.7993134101398326	9.5417	Q3	none
C3L-02968	LSCC	23.8963403726374	9705.244	0.5850422275145584	8.8221	Q4	none
C3L-02969	LSCC		10334.539	1.6379496064534098	10.6517		none
C3L-03272	LSCC	22.820214080924	7818.031	0.02541012668236568	8.5721	Q1	none
C3L-03678	LSCC		6987.016	-0.09244104544211797	8.0219		none
C3L-03961	LSCC	23.403090153716	9586.249	0.5746341313082808	8.552	Q3	none
C3L-03962	LSCC	23.6841690926988	5329.551	-1.38222675418367	6.6541	Q3	none
C3L-03963	LSCC		9889.599	0.7859751098507484	9.9316		none
C3L-03965	LSCC		7115.069	-0.44965538105594277	7.6936		none
C3L-04013	LSCC	23.5207659093024	4597.709	-1.372203835265649	6.7344	Q3	none
C3L-04014	LSCC	23.3201685319148	7592.101	-0.035984081206420715	8.0128	Q2	none
C3L-04071	LSCC		9840.928	1.008840790649793	9.1125		none
C3L-04391	LSCC	23.3349487474016	8197.119	0.14732567069878588	6.6032	Q2	none
C3N-00211	LSCC		7140.634	-0.5264870729902731	6.446		none
C3N-00221	LSCC	23.7848181205506	4988.409	-1.2913535442304154	6.777	Q4	none
C3N-00247	LSCC	22.3033178851605	11388.346	2.0508743841740102	11.1017	Q1	none
C3N-00497	LSCC		10507.332	1.320985105618449	10.4267		none
C3N-00555	LSCC	23.7092231221	7720.89	-0.4367715492742652	8.1429	Q3	none
C3N-01017	LSCC		7428.904	-0.39834240940263965	8.8019		none
C3N-01020	LSCC		10384.542	0.7381769119891568	9.272		none
C3N-01025	LSCC	23.5956467045868	6033.961	-1.0727072551182582	7.0344	Q3	none
C3N-01028	LSCC		9208.621	0.3436759016249407	8.8119		none
C3N-01194	LSCC		9933.672	1.0248859618774109	9.9918		none
C3N-01411	LSCC	23.0982505758457	6712.241	-0.7396214160210777	8.1825	Q2	none
C3N-01846	LSCC	23.7945118702108	6976.467	-0.6860482695093577	7.7231	Q4	none
C3N-01892	LSCC		8797.714	0.5901231136040711	9.1821		none
C3N-01893	LSCC	23.7116684907201	9983.613	0.8089470248133213	9.5319	Q3	none
C3N-02252	LSCC		8789.702	0.9040814731874595	8.7621		none
C3N-02283	LSCC	24.0201077396716	2110.664	-1.7993772301186008	7.6141	Q4	none
C3N-02284	LSCC	23.8436131868963	4334.302	-1.845951540902	6.8493	Q4	none
C3N-02285	LSCC	23.3423600998019	8121.224	-0.20711301694696246	7.6719	Q3	none
C3N-02288	LSCC	23.8393771945847	7990.761	-0.1749887649195236	8.4325	Q4	none
C3N-02289	LSCC	23.6214719809024	8842.926	0.0122004893763908	7.9524	Q3	none
C3N-02300	LSCC	22.9360743273508	7963.141	0.10984581197181892	8.7025	Q1	none
C3N-02339	LSCC	23.8886025924563	7740.632	-0.42625885066131586	6.5216	Q4	none
C3N-02374	LSCC	23.1399887462924	7414.409	-0.47697333192656405	8.0115	Q2	none
C3N-02375	LSCC	23.2647180631334	7092.818	-0.04351672184122018	8.2421	Q2	none
C3N-02425	LSCC	24.5894811362765	6465.132	-0.9366907422923723	7.4429	Q4	none
C3N-02426	LSCC	22.3264901416447	9322.928	0.6450957553392632	9.4018	Q1	none
C3N-02434	LSCC	24.6953990611267	5941.645	-0.5178839647069097	7.7532	Q4	none
C3N-02435	LSCC		6659.487	-0.20363063370662973	7.5518		none
C3N-02494	LSCC	23.1467451072339	8976.606	0.46932334033409506	8.3318	Q2	none
C3N-02523	LSCC	22.9412708067395	6907.034	-0.765270783222893	6.1477	Q1	none
C3N-02575	LSCC	24.5810988499524	4637.175	-1.59992383934922	6.112	Q4	none
C3N-02675	LSCC	23.8807709636174	10556.834	1.342021855856212	9.8918	Q4	none
C3N-03051	LSCC	24.7252071327146	7693.499	-0.4595818553627602	6.8544	Q4	none
C3N-03072	LSCC		6400.169	-0.9838276335604118	5.9272		none
C3N-03076	LSCC	23.6769181145934	7528.236	-0.4323076378078683	7.6429	Q3	none
C3N-03092	LSCC	22.7618305408409	10136.719	1.2025266375130266	9.222	Q1	none
C3N-03093	LSCC	22.4777237000922	10169.094	1.1553147806142436	9.4418	Q1	none
C3N-03204	LSCC	23.3385931020081	5996.253	-0.7765618459907797	7.0644	Q2	none
C3N-03424	LSCC		10116.944	0.680270262355587	9.6643		none
C3N-03425	LSCC		8020.425	-0.0597675263836898	7.7225		none
C3N-03441	LSCC		8922.842	-0.04432538728761534	8.2128		none
C3N-03486	LSCC	23.1665366577791	8782.851	0.6989706874466398	8.5228	Q2	none
C3N-03662	LSCC		6290.012	-0.4861507785857444	7.5806		none
C3N-03848	LSCC	23.3630820274328	10303.099	0.5737102903330658	8.6516	Q3	none
C3N-03851	LSCC		6512.201	-0.05744885760271089	8.5321		none
C3N-03875	LSCC	22.6527275004646	8150.873	0.20832654629099728	7.863	Q1	none
C3N-03877	LSCC	24.2506401336499	5593.807	-0.9131323526261946	7.3217	Q4	none
C3N-03880	LSCC	22.7056761170918	9205.822	1.0131044484095773	9.6518	Q1	none
C3N-03882	LSCC	24.32715616234	5055.524	-1.5198758409803377	6.3847	Q4	none
C3N-03886	LSCC	23.4210929266287	4835.229	-1.0519928289127594	7.0698	Q3	none
C3N-04124	LSCC		8691.201	0.6695763409114117	8.1916		none
C3N-04127	LSCC	23.034891537651	9746.152	0.13076931567964173	8.0221	Q2	none
C3N-04155	LSCC	24.0322947186033	5383.495	-0.9554945367179317	6.8151	Q4	none
C3N-04162	LSCC	22.8935911945634	6420.992	0.03533643625462045	8.3621	Q1	none
