sample,patient,fov,bandwidth,outcome,n_points,usable,rho_marginal,rho_partial,beta_tacstd2,beta_cldn4,rho_tac_cld_field
LUAD-5 R1,Lung5,6,20,imm_frac,142,True,-0.4665406514372652,-0.6876201859108952,-0.6667335489838008,0.560128240434593,0.6325077379917057
LUAD-5 R1,Lung5,6,20,cd8_density,142,True,-0.24179226664733872,-0.679054908994883,-0.5324196352712537,0.5643281424056098,0.6325077379917057
LUAD-5 R1,Lung5,7,20,imm_frac,246,True,-0.09987272741781798,-0.15359113816334893,-0.1780352735511297,0.16717248281083155,0.49170755889993
LUAD-5 R1,Lung5,7,20,cd8_density,246,True,-0.11906952141277567,-0.06030252289335688,-0.1553631753903728,0.043039167778555126,0.49170755889993
LUAD-5 R1,Lung5,8,20,imm_frac,247,True,-0.17813123757994215,-0.20113255724655976,-0.0847968688905737,0.05907127661703378,0.5323488470616716
LUAD-5 R1,Lung5,8,20,cd8_density,247,True,-0.29067785454996276,-0.18969733594255367,-0.21549316012222286,0.13932998544590172,0.5323488470616716
LUAD-5 R1,Lung5,9,20,imm_frac,123,True,0.2237040667603926,-0.4484654676919491,-0.2689216154892992,0.9408157267720364,0.6495014897266901
LUAD-5 R1,Lung5,9,20,cd8_density,123,True,0.08247721864470081,-0.1379959749653162,-0.2019533239034688,0.5203054477922838,0.6495014897266901
LUAD-5 R1,Lung5,10,20,imm_frac,232,True,-0.44052448685376866,-0.4329194251548953,-0.29821156206361266,0.11034832336704045,0.27690668071014374
LUAD-5 R1,Lung5,10,20,cd8_density,232,True,-0.1831053312842359,-0.1799942272605153,-0.13830765027832118,-0.023299986221319985,0.27690668071014374
LUAD-5 R1,Lung5,11,20,imm_frac,217,True,0.1692503182589007,0.08962168315796812,0.165625956749211,0.042490414963888515,0.6192895427876192
LUAD-5 R1,Lung5,11,20,cd8_density,217,True,-0.02167766309553381,0.12447360483606051,0.16495602724319233,-0.45269909382745693,0.6192895427876192
LUAD-5 R1,Lung5,12,20,imm_frac,238,True,0.12081420182180728,0.04322823742476508,0.1377149834016415,0.05593412687549855,0.543475967792975
LUAD-5 R1,Lung5,12,20,cd8_density,238,True,-0.05152301408854197,0.04223778195236364,0.1449893660974358,-0.22006501031776068,0.543475967792975
LUAD-5 R1,Lung5,13,20,imm_frac,215,True,0.574629911371924,0.37811704736018187,-0.048058917243415475,0.6716570818967332,0.8181868675891715
LUAD-5 R1,Lung5,13,20,cd8_density,215,True,-0.5603165591295621,-0.167506097752708,-0.3306980261635721,0.13035892491602408,0.8181868675891715
LUAD-5 R1,Lung5,15,20,imm_frac,169,True,-0.39123359278164155,-0.38458878340279196,-0.37153587652555664,0.03995793109684229,0.28268111978519217
LUAD-5 R1,Lung5,15,20,cd8_density,169,True,-0.031629237263722576,0.016968802936627607,-0.02356783916321692,-0.11712195857308647,0.28268111978519217
LUAD-5 R1,Lung5,16,20,imm_frac,232,True,0.07007353704971486,0.159503261569737,0.091367597784431,0.24580646883962584,0.7483725391080724
LUAD-5 R1,Lung5,16,20,cd8_density,232,True,0.1083273536704323,0.13859576567837398,-0.09214286354763884,0.2193268979710487,0.7483725391080724
LUAD-5 R1,Lung5,17,20,imm_frac,232,True,0.42621900971030646,0.28166769183661594,0.07719104962631111,0.3592190612320922,0.664478780062619
LUAD-5 R1,Lung5,17,20,cd8_density,232,True,0.06994219528852852,0.25257885541029707,0.2333810989359626,-0.3509245680296247,0.664478780062619
LUAD-5 R1,Lung5,19,20,imm_frac,64,True,-0.06836080586080585,-0.09782790837816323,-0.007347736789129421,0.6044595137284162,0.03456959706959707
LUAD-5 R1,Lung5,19,20,cd8_density,64,True,-0.45410154817282095,-0.45379474036399275,0.09747813125427433,0.1090484718122808,0.03456959706959707
LUAD-5 R1,Lung5,22,20,imm_frac,145,True,-0.6477405133049913,-0.5295529546936429,-0.39497785759079734,-0.3593008406145467,0.4849354432372854
LUAD-5 R1,Lung5,22,20,cd8_density,145,True,-0.050080537276935774,-0.015373270240557015,-0.03079345850523503,-0.2979479238915702,0.4849354432372854
LUAD-5 R1,Lung5,26,20,imm_frac,209,True,-0.10433382407066617,-0.12652630931974426,-0.0773651936240239,0.0878587402790209,0.1722448604027551
LUAD-5 R1,Lung5,26,20,cd8_density,209,True,-0.2136129630976145,-0.21228501902104124,-0.2272461487562344,0.16691457205390495,0.1722448604027551
LUAD-5 R1,Lung5,27,20,imm_frac,235,True,-0.3067472976596669,-0.3650761352969301,-0.46356298783557653,0.23573998526290174,0.46666481733196474
LUAD-5 R1,Lung5,27,20,cd8_density,235,True,-0.07474328050396298,-0.04976963535403657,-0.07761487447065991,0.1382785381288752,0.46666481733196474
LUAD-5 R1,Lung5,28,20,imm_frac,226,True,0.18122594310813092,0.04897936699495998,-0.06913448689758593,0.43638487164679823,0.4435450209868361
LUAD-5 R1,Lung5,28,20,cd8_density,226,True,0.03994859029854088,-0.05379076167743146,-0.0253767202513549,-0.0019095404483917898,0.4435450209868361
LUAD-5 R1,Lung5,29,20,imm_frac,199,True,0.4477478300593879,0.4052067990558598,0.4145998311450946,-0.019358978148887797,0.3694411451195371
LUAD-5 R1,Lung5,29,20,cd8_density,199,True,-0.03935707572420377,-0.23685864316541852,-0.03262454219687561,0.12826324686260843,0.3694411451195371
LUAD-5 R1,Lung5,1,50,imm_frac,138,True,0.27460735315270474,0.26564671844223214,0.06269961886586346,-0.14533446004144093,-0.12011488873008225
LUAD-5 R1,Lung5,1,50,cd8_density,138,True,0.11706915013847378,0.2405968771710375,-0.09112740780291007,0.5721924602556642,-0.12011488873008225
LUAD-5 R1,Lung5,2,50,imm_frac,250,True,0.10329266068257091,-0.029133054904999164,-0.05604387365844051,0.2565145740037464,0.4877911006576105
LUAD-5 R1,Lung5,2,50,cd8_density,250,True,0.3907922538439171,0.26567770946603614,-0.16734764723827308,0.49121467918737144,0.4877911006576105
LUAD-5 R1,Lung5,3,50,imm_frac,241,True,0.07140358698261377,0.22620758429913618,0.11366874567152095,-0.29291860901787337,0.7749236994616098
LUAD-5 R1,Lung5,3,50,cd8_density,241,True,0.5395517138447418,0.45563505020102224,0.2505909619066247,-0.04356168002240283,0.7749236994616098
LUAD-5 R1,Lung5,4,50,imm_frac,208,True,0.010396163714241517,-0.205731776145329,-0.5444379088104305,0.7006731825704381,0.5497511641676401
LUAD-5 R1,Lung5,4,50,cd8_density,208,True,-0.3192406373184405,-0.5512599586299138,-0.652058724589367,0.43212778120369516,0.5497511641676401
LUAD-5 R1,Lung5,5,50,imm_frac,228,True,-0.5366136905081318,-0.4262038417892398,-0.2853286452639686,0.7276036640603952,0.6882087970054988
LUAD-5 R1,Lung5,5,50,cd8_density,228,True,-0.03416798915679312,-0.11049169194921558,-0.8518602740902609,0.7937035736609469,0.6882087970054988
LUAD-5 R1,Lung5,6,50,imm_frac,107,True,-0.33568447657673545,-0.7928699239311187,-1.1831231089347687,1.0577622500639159,0.7371519818178256
LUAD-5 R1,Lung5,6,50,cd8_density,107,True,0.20549971590352475,-0.5461982210493666,-1.6292315543179026,2.0126750989449196,0.7371519818178256
LUAD-5 R1,Lung5,7,50,imm_frac,250,True,-0.025205011280180482,-0.0375839650161164,-0.006047911763010883,0.06320432215192874,0.32290270244323904
LUAD-5 R1,Lung5,7,50,cd8_density,250,True,-0.1583262325699977,0.02618442344806997,-0.05446283286554389,-0.3776280936911788,0.32290270244323904
LUAD-5 R1,Lung5,8,50,imm_frac,250,True,0.10655978495655931,0.059687846163573394,0.12570762268511262,0.17742504086398606,0.7238181730907693
LUAD-5 R1,Lung5,8,50,cd8_density,250,True,-0.22839570385157185,0.05797883959944413,0.03513005544677795,-0.2362271302460131,0.7238181730907693
LUAD-5 R1,Lung5,9,50,imm_frac,131,True,0.5019164042064805,0.0359911248719653,0.01877208863198268,0.7108937733919797,0.6568995889606576
LUAD-5 R1,Lung5,9,50,cd8_density,131,True,0.3919948326262687,0.2186440619787907,0.11244478133175165,0.4016693924131223,0.6568995889606576
LUAD-5 R1,Lung5,10,50,imm_frac,217,True,-0.45622237254376946,-0.44600781944338896,-0.48738197832206526,0.5045933298448592,0.4701341619808622
LUAD-5 R1,Lung5,10,50,cd8_density,217,True,-0.06903238596523366,-0.17939805921295393,-0.25841588706459456,0.5715951549619745,0.4701341619808622
LUAD-5 R1,Lung5,11,50,imm_frac,205,True,0.3235113036453037,0.17843761656120996,0.483675226772131,-0.03804009838642272,0.8787786769929378
LUAD-5 R1,Lung5,11,50,cd8_density,205,True,0.1898657874475284,0.30673384431420625,0.6999464674721324,-0.6582402305669229,0.8787786769929378
LUAD-5 R1,Lung5,12,50,imm_frac,250,True,0.4379225267604281,0.3244659581528563,0.012333097410298954,0.3524180890165866,0.6743174770796333
LUAD-5 R1,Lung5,12,50,cd8_density,250,True,0.01688714304588096,0.20922546417967247,0.353921378210728,-0.5470865307293848,0.6743174770796333
LUAD-5 R1,Lung5,13,50,imm_frac,233,True,0.7959675246562918,0.35423672745610546,0.4343223766158242,0.3722366024943399,0.9148926279679573
LUAD-5 R1,Lung5,13,50,cd8_density,233,True,-0.34760300047335646,-0.3713929349071439,-1.1685206831349457,0.8164542215942534,0.9148926279679573
LUAD-5 R1,Lung5,15,50,imm_frac,159,True,-0.21793945545736804,-0.3758528825555709,-0.09032738443079591,0.3707283051008798,0.7223101265822784
LUAD-5 R1,Lung5,15,50,cd8_density,159,True,0.8311835157528852,0.6078783652844335,0.25209938606925464,-0.05462474464948406,0.7223101265822784
LUAD-5 R1,Lung5,16,50,imm_frac,223,True,0.30711861765673426,0.2559213708168046,0.16619042049342392,0.4100684632314498,0.9069831362432258
LUAD-5 R1,Lung5,16,50,cd8_density,223,True,0.46673371213545883,0.4574141474093816,0.24047244489605382,0.0764390078395533,0.9069831362432258
LUAD-5 R1,Lung5,17,50,imm_frac,248,True,0.5780135036685857,0.25266849204813063,-0.23008871541854836,0.8516893181087245,0.6503899888439745
LUAD-5 R1,Lung5,17,50,cd8_density,248,True,0.12018060488001371,0.27285463686037814,0.15493246081616885,-0.11743924569305525,0.6503899888439745
LUAD-5 R1,Lung5,19,50,imm_frac,108,True,-0.5452189735821734,-0.194976170372291,-0.051490921154074484,0.6186835281158598,-0.6504044128154562
LUAD-5 R1,Lung5,19,50,cd8_density,108,True,-0.3664143592444005,-0.2351923570260807,-0.24766774479271522,-0.3600127096344313,-0.6504044128154562
LUAD-5 R1,Lung5,22,50,imm_frac,154,True,-0.5656505417416233,-0.526953677834777,-0.4910009263414194,-0.03233193706563686,0.3516975118493145
LUAD-5 R1,Lung5,22,50,cd8_density,154,True,-0.2652159984228296,-0.37520351474858427,-0.41132662051705954,0.3650269687083071,0.3516975118493145
LUAD-5 R1,Lung5,26,50,imm_frac,224,True,-0.17606128550074743,-0.178604156382797,-0.22185924773545032,0.24090556032990865,-0.01742899850523169
LUAD-5 R1,Lung5,26,50,cd8_density,224,True,-0.14252575079898203,-0.14161174208661956,-0.23003750826262762,0.3290760372863961,-0.01742899850523169
LUAD-5 R1,Lung5,27,50,imm_frac,239,True,-0.2736814809605851,-0.2871396145968051,-0.316533815514078,0.15188014658558294,0.4405734678808762
LUAD-5 R1,Lung5,27,50,cd8_density,239,True,0.0765414505961058,0.17017161421467733,0.13167646010944298,-0.12929858671043923,0.4405734678808762
LUAD-5 R1,Lung5,28,50,imm_frac,240,True,0.1745967811941179,0.011522481778722367,-0.007527880793265944,0.376641246054386,0.4052856820430909
LUAD-5 R1,Lung5,28,50,cd8_density,240,True,0.2893010295317626,0.1816239880777977,0.09450520446133208,0.2910702289035012,0.4052856820430909
LUAD-5 R1,Lung5,29,50,imm_frac,202,True,0.6102325032885614,0.3212928526112878,0.4191875111584256,0.25159696966911355,0.8015274066190532
LUAD-5 R1,Lung5,29,50,cd8_density,202,True,0.2851347984982351,0.07374780666736189,-0.3556214675650236,0.3105712554849312,0.8015274066190532
LUAD-5 R1,Lung5,1,100,imm_frac,141,True,-0.4469240977781582,-0.5597799165253666,-0.5080158626898729,0.0036606604552631467,-0.5417398005051586
LUAD-5 R1,Lung5,1,100,cd8_density,141,True,-0.6052228263196198,-0.41290180847219865,-0.07200540765006815,0.6382524192866165,-0.5417398005051586
LUAD-5 R1,Lung5,2,100,imm_frac,250,True,0.512405894494312,0.3502314355850041,0.14529803388541468,0.5953542110060033,0.4010456487303797
LUAD-5 R1,Lung5,2,100,cd8_density,250,True,0.2649715355445687,0.01969093873827015,-0.21183410413155823,0.6902960914381299,0.4010456487303797
LUAD-5 R1,Lung5,3,100,imm_frac,235,True,0.574072327480189,0.6169470553076053,0.778488600479841,-0.5796719250231003,0.6868456822658048
LUAD-5 R1,Lung5,3,100,cd8_density,235,True,0.78174799116018,0.6796771668804226,0.6235417613941721,0.03180179896670644,0.6868456822658048
LUAD-5 R1,Lung5,4,100,imm_frac,187,True,-0.14739465387452794,-0.3426016454371072,-0.519120261403297,0.6649045689856243,0.41009656498775965
LUAD-5 R1,Lung5,4,100,cd8_density,187,True,0.001620427293647852,-0.12953375172318657,-0.3282968863248022,0.34663992425227924,0.41009656498775965
LUAD-5 R1,Lung5,5,100,imm_frac,197,True,-0.39021312262791596,-0.47265579246627915,-1.006976227986433,1.4427037526670687,0.7054927185456555
LUAD-5 R1,Lung5,5,100,cd8_density,197,True,-0.3886450750120076,-0.4962227985597458,-1.4098227667612442,1.402034627769307,0.7054927185456555
LUAD-5 R1,Lung5,6,100,imm_frac,84,True,-0.015308291991495396,-0.46818185213719715,-1.3125501396841945,1.7253013494769196,0.5584894198643313
LUAD-5 R1,Lung5,6,100,cd8_density,84,True,0.5316796598157335,0.09634197522438062,0.4217378060977603,0.3282920648306678,0.5584894198643313
LUAD-5 R1,Lung5,7,100,imm_frac,250,True,0.407175922814765,0.39945420548202487,0.5990372788372419,-0.2604106736881244,0.5735481207699323
LUAD-5 R1,Lung5,7,100,cd8_density,250,True,0.10401305620889933,0.49312462308244115,0.5822794958001088,-0.7681845870764532,0.5735481207699323
LUAD-5 R1,Lung5,8,100,imm_frac,250,True,0.09836432582921326,-0.08659955364800656,-0.12540713788279495,0.6879053654232948,0.8912202755244083
LUAD-5 R1,Lung5,8,100,cd8_density,250,True,-0.22908385734171746,-0.02207378293081501,0.26115968243518006,-0.370518351596779,0.8912202755244083
LUAD-5 R1,Lung5,9,100,imm_frac,171,True,0.6673386612907097,-0.05344869502335029,-0.5283266334972365,1.2799802782225254,0.7580795353637172
LUAD-5 R1,Lung5,9,100,cd8_density,171,True,0.10942712458300334,0.3806722155744331,0.13628602414197138,-0.6567039772659042,0.7580795353637172
LUAD-5 R1,Lung5,10,100,imm_frac,208,True,-0.2954185402697988,-0.37182157917191416,-0.3461706421928962,0.7214634107883693,0.34529638934673257
LUAD-5 R1,Lung5,10,100,cd8_density,208,True,0.15223658873544457,0.09792567117549805,0.059894100450592916,0.426557920895473,0.34529638934673257
LUAD-5 R1,Lung5,11,100,imm_frac,179,True,0.5092252003431466,-0.016059270568144168,0.37182492572338294,0.22275579768298792,0.9525579059694934
LUAD-5 R1,Lung5,11,100,cd8_density,179,True,0.21279894545226288,0.2596484780576202,1.4557874522065564,-1.2151797136988538,0.9525579059694934
LUAD-5 R1,Lung5,12,100,imm_frac,250,True,0.5878024288388614,0.12224631475980391,0.06148107512668653,0.6364325052097692,0.8230929774876398
LUAD-5 R1,Lung5,12,100,cd8_density,250,True,0.12372025152402437,0.3766182608382961,0.4626963536363413,-0.15989599154487447,0.8230929774876398
LUAD-5 R1,Lung5,13,100,imm_frac,245,True,0.7525879444140712,-0.23325562992163879,-0.5280925626676118,1.284500116940447,0.9130070420811269
LUAD-5 R1,Lung5,13,100,cd8_density,245,True,0.4030755044920808,-0.016022339823130182,0.3049112867765865,0.41121977455760267,0.9130070420811269
LUAD-5 R1,Lung5,15,100,imm_frac,144,True,0.07681456474559924,-0.09297173101464204,0.19525269643447563,0.2026380266124141,0.9169359376255928
LUAD-5 R1,Lung5,15,100,cd8_density,144,True,0.9196567800016077,0.547907356018609,0.8952250157445484,0.028819887299680342,0.9169359376255928
LUAD-5 R1,Lung5,16,100,imm_frac,192,True,0.6299677183083309,0.04557977474352827,0.5210592693916097,0.2898795250887707,0.870479884979519
LUAD-5 R1,Lung5,16,100,cd8_density,192,True,0.4148146515476223,0.1971121905527566,0.8947662632236992,-0.6591168235160397,0.870479884979519
LUAD-5 R1,Lung5,17,100,imm_frac,250,True,0.5850836653386453,0.3673075637876023,-0.19515506920489645,0.9587083724065155,0.5362173474775596
LUAD-5 R1,Lung5,17,100,cd8_density,250,True,0.07878999663994622,0.13862475956640047,-0.6667814196852014,0.7941678777634967,0.5362173474775596
LUAD-5 R1,Lung5,19,100,imm_frac,131,True,-0.7783270164949555,-0.8146654734804825,-0.836806387137339,0.5098772603135616,-0.22644531041477609
LUAD-5 R1,Lung5,19,100,cd8_density,131,True,-0.16422890087012224,-0.12981287276992765,-0.08612878318321607,0.09015828982213042,-0.22644531041477609
LUAD-5 R1,Lung5,22,100,imm_frac,154,True,-0.6854037802804407,-0.7901447110583582,-1.0148291452677014,0.4363692958885833,0.27715649309577206
LUAD-5 R1,Lung5,22,100,cd8_density,154,True,0.04870006653687868,-0.05071550590806964,-0.26022416599759346,0.40875717132599104,0.27715649309577206
LUAD-5 R1,Lung5,26,100,imm_frac,200,True,-0.45693992349808754,-0.41881254170821614,-0.34712358189480774,0.5497888305541949,-0.21056776419410492
LUAD-5 R1,Lung5,26,100,cd8_density,200,True,-0.3445571139278482,-0.2850241414247881,-0.3388601605490394,0.5764837124009077,-0.21056776419410492
LUAD-5 R1,Lung5,27,100,imm_frac,221,True,-0.37509866921631624,-0.31177750351711336,-0.4816502819467266,0.26684118914637445,0.3752176281588046
LUAD-5 R1,Lung5,27,100,cd8_density,221,True,0.04680867622044092,0.2314925277481062,0.10241471835771487,-0.3752141194645056,0.3752176281588046
LUAD-5 R1,Lung5,28,100,imm_frac,230,True,0.5692385078373307,0.4452464856417455,0.45618430203151406,0.17862643722971458,0.5011527299357184
LUAD-5 R1,Lung5,28,100,cd8_density,230,True,0.5931630169716365,0.4650426251726159,0.4406688798541388,0.31408291136190064,0.5011527299357184
LUAD-5 R1,Lung5,29,100,imm_frac,159,True,0.5184529496059231,-0.27302702236811827,-0.2577688860459377,0.9205177897797758,0.8844757582994986
LUAD-5 R1,Lung5,29,100,cd8_density,159,True,0.34250955337950806,0.20922965905585866,0.11745277586878997,-0.29374444736823363,0.8844757582994986
LUAD-5 R2,Lung5,1,10,imm_frac,7,False,,,,,
LUAD-5 R2,Lung5,1,10,cd8_density,7,False,,,,,
LUAD-5 R2,Lung5,2,10,imm_frac,35,False,,,,,
LUAD-5 R2,Lung5,2,10,cd8_density,35,False,,,,,
LUAD-5 R2,Lung5,3,10,imm_frac,52,True,0.042254225567736496,0.12075924356386701,-0.022035821564255462,-0.022635575089468955,0.399897549731068
LUAD-5 R2,Lung5,3,10,cd8_density,52,True,,,,,0.399897549731068
LUAD-5 R2,Lung5,4,10,imm_frac,8,False,,,,,
LUAD-5 R2,Lung5,4,10,cd8_density,8,False,,,,,
LUAD-5 R2,Lung5,5,10,imm_frac,15,False,,,,,
LUAD-5 R2,Lung5,5,10,cd8_density,15,False,,,,,
LUAD-5 R2,Lung5,7,10,imm_frac,55,True,-0.0634134774851443,0.01934442675231115,-0.029821333162130842,-0.10432321044460832,0.4865800865800867
LUAD-5 R2,Lung5,7,10,cd8_density,55,True,,,,,0.4865800865800867
LUAD-5 R2,Lung5,8,10,imm_frac,78,True,-0.07022008263585976,-0.05713469715313026,-0.05121781874719841,-0.054265900546334234,0.1963479558416267
LUAD-5 R2,Lung5,8,10,cd8_density,78,True,,,,,0.1963479558416267
LUAD-5 R2,Lung5,9,10,imm_frac,27,False,,,,,
LUAD-5 R2,Lung5,9,10,cd8_density,27,False,,,,,
LUAD-5 R2,Lung5,10,10,imm_frac,52,True,-0.1535667889262676,0.11662295766475976,0.2747886339073842,-0.2768860510191978,0.6448390677025526
LUAD-5 R2,Lung5,10,10,cd8_density,52,True,,,,,0.6448390677025526
LUAD-5 R2,Lung5,11,10,imm_frac,76,True,-0.31911479124973985,-0.36776601794541436,-0.09434257863081874,0.09135623212627668,0.11289131920710867
LUAD-5 R2,Lung5,11,10,cd8_density,76,True,-0.09987827025505876,-0.10326694591010453,-0.04095014691085298,0.06815413169657177,0.11289131920710867
LUAD-5 R2,Lung5,12,10,imm_frac,43,True,0.24478951073951852,0.10399265529285164,0.0029983619734863937,0.20336367904349248,0.4818785865297493
LUAD-5 R2,Lung5,12,10,cd8_density,43,True,0.08703882797784891,0.17620662802767073,0.14507285684982296,-0.16053064260992417,0.4818785865297493
LUAD-5 R2,Lung5,13,10,imm_frac,11,False,,,,,
LUAD-5 R2,Lung5,13,10,cd8_density,11,False,,,,,
LUAD-5 R2,Lung5,14,10,imm_frac,0,False,,,,,
LUAD-5 R2,Lung5,14,10,cd8_density,0,False,,,,,
LUAD-5 R2,Lung5,15,10,imm_frac,0,False,,,,,
LUAD-5 R2,Lung5,15,10,cd8_density,0,False,,,,,
LUAD-5 R2,Lung5,16,10,imm_frac,88,True,-0.1396915001079741,-0.20045650372901364,-0.10643552671466631,0.39980425948148546,0.21163396851114794
LUAD-5 R2,Lung5,16,10,cd8_density,88,True,0.08230211170042097,0.056807380400941014,0.018058668842365268,0.09006787844168884,0.21163396851114794
LUAD-5 R2,Lung5,17,10,imm_frac,97,True,0.10664504711299971,-0.03350136139432502,0.07789570020398437,0.21474874029896657,0.33993004418262146
LUAD-5 R2,Lung5,17,10,cd8_density,97,True,0.3068384616580854,0.26264000873908566,0.1291797814357234,0.09758230144741677,0.33993004418262146
LUAD-5 R2,Lung5,19,10,imm_frac,0,False,,,,,
