sample,patient,fov,bandwidth,outcome,n_points,usable,rho_marginal,rho_partial,beta_tacstd2,beta_cldn4,rho_tac_cld_field
LUAD-9 R2,Lung9,39,100,cd8_density,250,True,-0.2919448951183219,-0.2941049743906775,-0.2597435029450183,0.033071606742230066,0.8437970527528441
LUAD-9 R2,Lung9,40,100,imm_frac,245,True,-0.039438102310096375,0.08688172739486064,0.22129589415615136,-0.399679536335487,0.5176582428253189
LUAD-9 R2,Lung9,40,100,cd8_density,245,True,-0.05877893740462999,0.03208414478691711,0.21118785984387003,-0.4054182176909692,0.5176582428253189
LUAD-9 R2,Lung9,41,100,imm_frac,226,True,0.23632243057450653,0.5959720014833282,0.8010500405160869,0.8073796562740579,-0.6927943030161268
LUAD-9 R2,Lung9,41,100,cd8_density,226,True,-0.172078541447377,0.09656088131986271,0.1750236136894012,0.47296012815934774,-0.6927943030161268
LUAD-9 R2,Lung9,42,100,imm_frac,247,True,0.5366060706447472,0.6329081293377228,0.46047574319952145,-0.8519793477829459,0.31196545803775916
LUAD-9 R2,Lung9,42,100,cd8_density,247,True,0.579992164032911,0.5532582656786746,0.35564374093828405,-0.037706355942573516,0.31196545803775916
LUAD-9 R2,Lung9,43,100,imm_frac,229,True,0.616708802574121,0.6585424837734315,0.6112811915515498,-0.6130697905243722,0.2571053131214214
LUAD-9 R2,Lung9,43,100,cd8_density,229,True,-0.04433163790432985,0.015519611079645732,-0.1020646050013752,-0.058420104174972655,0.2571053131214214
LUAD-9 R2,Lung9,44,100,imm_frac,244,True,-0.6367198245418385,-0.1413172777063052,0.03299939812428663,-0.9689648775716155,0.6807908834450598
LUAD-9 R2,Lung9,44,100,cd8_density,244,True,-0.6305085725850753,-0.1280179912509189,0.004649986388791192,-0.91243028615336,0.6807908834450598
LUAD-9 R2,Lung9,45,100,imm_frac,226,True,-0.4998661520668459,0.018149710098924497,-0.05289384069244042,-0.6300830600501379,0.852795342611724
LUAD-9 R2,Lung9,45,100,cd8_density,226,True,-0.5366969448884384,-0.053923562813085524,0.2617094735985364,-0.8028851544140309,0.852795342611724
LUAD-12,Lung12,1,10,imm_frac,3,False,,,,,
LUAD-12,Lung12,1,10,cd8_density,3,False,,,,,
LUAD-12,Lung12,2,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,2,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,3,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,3,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,4,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,4,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,5,10,imm_frac,2,False,,,,,
LUAD-12,Lung12,5,10,cd8_density,2,False,,,,,
LUAD-12,Lung12,6,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,6,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,7,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,7,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,8,10,imm_frac,1,False,,,,,
LUAD-12,Lung12,8,10,cd8_density,1,False,,,,,
LUAD-12,Lung12,9,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,9,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,10,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,10,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,11,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,11,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,12,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,12,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,13,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,13,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,14,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,14,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,15,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,15,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,16,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,16,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,17,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,17,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,18,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,18,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,19,10,imm_frac,23,False,,,,,
LUAD-12,Lung12,19,10,cd8_density,23,False,,,,,
LUAD-12,Lung12,20,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,20,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,21,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,21,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,22,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,22,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,23,10,imm_frac,2,False,,,,,
LUAD-12,Lung12,23,10,cd8_density,2,False,,,,,
LUAD-12,Lung12,24,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,24,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,25,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,25,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,26,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,26,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,27,10,imm_frac,2,False,,,,,
LUAD-12,Lung12,27,10,cd8_density,2,False,,,,,
LUAD-12,Lung12,28,10,imm_frac,0,False,,,,,
LUAD-12,Lung12,28,10,cd8_density,0,False,,,,,
LUAD-12,Lung12,1,20,imm_frac,148,True,-0.2023195637768984,-0.1529280464869806,-0.06640295484162659,-0.2684078548947254,0.19206550750174917
LUAD-12,Lung12,1,20,cd8_density,148,True,0.03405702059394569,0.06500545994619195,-0.049827562015251854,-0.003850018935557248,0.19206550750174917
LUAD-12,Lung12,2,20,imm_frac,99,True,-0.2568336425479283,-0.24878242865327319,-0.30747954137333994,0.09186286732938424,0.6441805813234385
LUAD-12,Lung12,2,20,cd8_density,99,True,-0.0932185264709877,0.06514075708192464,-0.1200845055339479,-0.018730092421042756,0.6441805813234385
LUAD-12,Lung12,3,20,imm_frac,126,True,-0.44774503187101616,-0.40311505552866167,-0.3963169604524573,-0.3493250129733676,0.24094488188976382
LUAD-12,Lung12,3,20,cd8_density,126,True,-0.235542140228303,-0.23048105504042912,0.1017150570301077,-0.07435199202277265,0.24094488188976382
LUAD-12,Lung12,4,20,imm_frac,115,True,-0.07175854590005978,-0.0843853697732056,-0.053927448846609764,-0.07871033735646688,-0.3428706699281938
LUAD-12,Lung12,4,20,cd8_density,115,True,0.1471473842942206,0.055394054312029324,-0.1253247034525934,0.012608158520282685,-0.3428706699281938
LUAD-12,Lung12,5,20,imm_frac,138,True,-0.25609547271735134,-0.19382998234426585,-0.18607755203495366,-0.10095119559453433,0.28376283422643034
LUAD-12,Lung12,5,20,cd8_density,138,True,-0.006096624935620579,0.07823272299738701,-0.000895842639776096,-0.21513156843658954,0.28376283422643034
LUAD-12,Lung12,6,20,imm_frac,112,True,-0.3048740902723204,-0.16758919885902976,-0.3129169587813497,-0.0812817707939991,0.5694553592783681
LUAD-12,Lung12,6,20,cd8_density,112,True,-0.33191217912165183,-0.19245737072550712,-0.33014827145253167,0.12747631868971998,0.5694553592783681
LUAD-12,Lung12,7,20,imm_frac,92,True,-0.3830349645648394,-0.38189934440550893,-0.35996940546725475,-0.07531936124917588,0.03316739361620147
LUAD-12,Lung12,7,20,cd8_density,92,True,0.08037978807553138,0.09306105082633506,-0.15734135173143302,-0.07676898968419582,0.03316739361620147
LUAD-12,Lung12,8,20,imm_frac,143,True,-0.3679067187640379,-0.2472147501205941,-0.3698142536481531,-0.15090424891533663,0.38354427262877966
LUAD-12,Lung12,8,20,cd8_density,143,True,-0.030283227918261865,0.07726465438760252,0.1461449580652611,-0.3135706260485135,0.38354427262877966
LUAD-12,Lung12,9,20,imm_frac,140,True,0.07481139708294157,0.14814597656286585,0.23592942160946784,-0.27609960645645865,0.36079683365769394
LUAD-12,Lung12,9,20,cd8_density,140,True,0.10416594350883128,0.0241664361590941,-0.125615083261837,0.04872221657332322,0.36079683365769394
LUAD-12,Lung12,10,20,imm_frac,87,True,-0.08824815921848801,-0.0679532880514548,0.04402482802078755,-0.214757591981902,0.43221914412772466
LUAD-12,Lung12,10,20,cd8_density,87,True,0.06180807343271309,0.040777854017719495,0.19793088411403945,0.012444080040066523,0.43221914412772466
LUAD-12,Lung12,11,20,imm_frac,38,False,,,,,
LUAD-12,Lung12,11,20,cd8_density,38,False,,,,,
LUAD-12,Lung12,12,20,imm_frac,28,False,,,,,
LUAD-12,Lung12,12,20,cd8_density,28,False,,,,,
LUAD-12,Lung12,13,20,imm_frac,117,True,-0.2592725801375713,-0.1875608930054743,-0.2349224818614131,-0.3129026535854855,0.2474336495376822
LUAD-12,Lung12,13,20,cd8_density,117,True,-0.34424866794545994,-0.31044719938988874,-0.23033401696031267,-0.005309123890997189,0.2474336495376822
LUAD-12,Lung12,14,20,imm_frac,82,True,-0.48550842938148264,-0.4941400931756886,-0.6996716126795179,0.37276483598136906,0.6773652877091021
LUAD-12,Lung12,14,20,cd8_density,82,True,-0.04403866542567922,-0.1529723575009326,-0.3329232536329079,0.22161087727650491,0.6773652877091021
LUAD-12,Lung12,15,20,imm_frac,46,True,0.5855942534951318,0.5977060040695673,0.13506993633627762,-0.07581619324782614,-0.05531914893617021
LUAD-12,Lung12,15,20,cd8_density,46,True,0.5244678154481734,0.5508324647455374,0.23206999931458405,0.05569647102465589,-0.05531914893617021
LUAD-12,Lung12,16,20,imm_frac,1,False,,,,,
LUAD-12,Lung12,16,20,cd8_density,1,False,,,,,
LUAD-12,Lung12,17,20,imm_frac,69,True,-0.26094263792473515,-0.23970799010507957,-0.22439270023253885,-0.06301500019450247,0.3097186700767264
LUAD-12,Lung12,17,20,cd8_density,69,True,-0.11039574067494415,-0.10445133971630413,0.13007107387599876,-0.11990572551451052,0.3097186700767264
LUAD-12,Lung12,18,20,imm_frac,63,True,-0.3619431643625192,-0.49245166058700407,-0.6801838336604312,0.3118728952068839,0.5343701996927803
LUAD-12,Lung12,18,20,cd8_density,63,True,0.41188626997671096,0.3967236894846436,0.12705847241282994,-0.2086874634318094,0.5343701996927803
LUAD-12,Lung12,19,20,imm_frac,170,True,-0.15835192276794952,0.020870758629253052,-0.08361926851674617,-0.24900323735247246,0.6479405963568861
LUAD-12,Lung12,19,20,cd8_density,170,True,-0.22315236067921052,-0.11864587895073099,-0.028528349969670068,-0.1146297858403782,0.6479405963568861
LUAD-12,Lung12,20,20,imm_frac,16,False,,,,,
LUAD-12,Lung12,20,20,cd8_density,16,False,,,,,
LUAD-12,Lung12,21,20,imm_frac,99,True,-0.2753246753246753,-0.2607731154434215,-0.22718363027260635,-0.0830326930735313,0.24390847247990102
LUAD-12,Lung12,21,20,cd8_density,99,True,-0.1793137482442307,-0.19365188141027911,-0.28107428152501157,0.15329756788819487,0.24390847247990102
LUAD-12,Lung12,22,20,imm_frac,54,True,-0.38349533066514196,-0.29063465180676573,-0.3078643656969859,-0.40390411313045416,0.2767676767676767
LUAD-12,Lung12,22,20,cd8_density,54,True,0.141454766100737,0.09290777165237904,-0.15489812745468667,-0.032975899278843236,0.2767676767676767
LUAD-12,Lung12,23,20,imm_frac,38,False,,,,,
LUAD-12,Lung12,23,20,cd8_density,38,False,,,,,
LUAD-12,Lung12,24,20,imm_frac,80,True,-0.5541490857946555,-0.13643735525946002,0.05934792383067861,-0.7170291462009706,0.725925925925926
LUAD-12,Lung12,24,20,cd8_density,80,True,-0.22311996617989072,-0.47757565588068346,-0.07266171999169267,0.04564536397115938,0.725925925925926
LUAD-12,Lung12,25,20,imm_frac,70,True,-0.13806316157816464,-0.024170015077509942,0.025674095119428027,-0.466321740199891,0.2877613507129735
LUAD-12,Lung12,25,20,cd8_density,70,True,0.3583286869790162,0.38828729176430593,0.3770445540848023,-0.184035320669453,0.2877613507129735
LUAD-12,Lung12,26,20,imm_frac,73,True,-0.5066024929038628,-0.3322575306489945,-0.2912958867382195,-0.32178425827242046,0.7274774774774776
LUAD-12,Lung12,26,20,cd8_density,73,True,0.33282677487014284,0.27993319937184574,-0.11268713244135342,-0.25311503336328206,0.7274774774774776
LUAD-12,Lung12,27,20,imm_frac,159,True,-0.07761225220921901,-0.07161358194459495,-0.14928082428269204,0.05821114955123016,0.4474982087413423
LUAD-12,Lung12,27,20,cd8_density,159,True,-0.21654165577799533,-0.18156972370756375,-0.18671397319152297,0.17472492809185491,0.4474982087413423
LUAD-12,Lung12,28,20,imm_frac,165,True,-0.37068362140357447,-0.36439206519324047,-0.3346661729894848,-0.09280753670569616,0.08960809980498491
LUAD-12,Lung12,28,20,cd8_density,165,True,-0.2526293711306184,-0.24402407030359308,-0.2301903531027051,-0.23060315016647162,0.08960809980498491
LUAD-12,Lung12,1,50,imm_frac,222,True,-0.46168269196493944,-0.43116070632592396,-0.4473427766130478,-0.17001741341376683,0.22079374994173204
LUAD-12,Lung12,1,50,cd8_density,222,True,-0.27879474880455657,-0.20213737274763569,-0.2727242436103684,-0.25586668133458945,0.22079374994173204
LUAD-12,Lung12,2,50,imm_frac,241,True,-0.40399591920716027,-0.23102245406689573,-0.3149976696861848,-0.16068906789208012,0.7591517780597374
LUAD-12,Lung12,2,50,cd8_density,241,True,-0.38235485751517445,-0.1473225594332914,-0.3813013824948591,-0.027475250757776758,0.7591517780597374
LUAD-12,Lung12,3,50,imm_frac,226,True,-0.6606884721843204,-0.4496474790839871,-0.4432721792398538,-0.34583720381145516,0.6445996907203098
LUAD-12,Lung12,3,50,cd8_density,226,True,-0.47733686824899957,-0.2621674668260296,-0.23969155002241282,-0.3900380204260083,0.6445996907203098
LUAD-12,Lung12,4,50,imm_frac,232,True,-0.2929198964421696,-0.3492802488626618,-0.314010628456028,-0.4783437241280708,-0.12532265721550903
LUAD-12,Lung12,4,50,cd8_density,232,True,0.15992592516632936,0.11516030765131827,-0.06299846964187751,-0.4210727431619379,-0.12532265721550903
LUAD-12,Lung12,5,50,imm_frac,236,True,-0.3441969808323481,-0.3192793420014068,-0.25297227015767887,-0.2484911702054109,0.14928218307641042
LUAD-12,Lung12,5,50,cd8_density,236,True,-0.14640178575504298,-0.12410263570988656,-0.09644436724456172,-0.3159877057712384,0.14928218307641042
LUAD-12,Lung12,6,50,imm_frac,249,True,-0.7149063350174893,-0.41145135014241346,-0.45059552658352037,-0.2746230246549283,0.7813773804897007
LUAD-12,Lung12,6,50,cd8_density,249,True,-0.22443995336183445,0.018169364363311194,-0.11101280953964107,-0.16387489104465638,0.7813773804897007
LUAD-12,Lung12,7,50,imm_frac,239,True,-0.4783393692204915,-0.33133876252551575,-0.36749685837018503,-0.19104267866210883,0.5565609507401287
LUAD-12,Lung12,7,50,cd8_density,239,True,-0.3338288034879223,-0.003695120098966012,-0.19714081121518712,-0.5334531645265831,0.5565609507401287
LUAD-12,Lung12,8,50,imm_frac,244,True,-0.7381146508390848,-0.6633210433859527,-0.4642643606999575,-0.4490929810487313,0.44300872747398895
LUAD-12,Lung12,8,50,cd8_density,244,True,-0.4474265723289923,-0.35015473960887883,-0.4829478089317659,-0.11952985512719472,0.44300872747398895
LUAD-12,Lung12,9,50,imm_frac,247,True,0.32718586850227904,0.34403500687499966,0.2801239908625554,0.0008543546170880212,0.559330375202668
LUAD-12,Lung12,9,50,cd8_density,247,True,0.327432400336778,0.35131421336761076,0.287563290295793,-0.1092235181974058,0.559330375202668
LUAD-12,Lung12,10,50,imm_frac,245,True,-0.16067532170805152,0.1500729351895974,0.11436648907124672,-0.548136343247144,0.5376526940244312
LUAD-12,Lung12,10,50,cd8_density,245,True,-0.4646525063444011,-0.19287428217877278,-0.11681515936109188,-0.5870448400263624,0.5376526940244312
LUAD-12,Lung12,11,50,imm_frac,245,True,-0.769795755167321,-0.4850320862612032,-0.40435891780992317,-0.45745547635134104,0.6982537597206017
LUAD-12,Lung12,11,50,cd8_density,245,True,-0.2823580771772924,-0.03116763816982562,-0.07753123655605074,-0.28068916175132946,0.6982537597206017
LUAD-12,Lung12,12,50,imm_frac,203,True,-0.5423395715404633,-0.10914940125955305,-0.006473040940356829,-0.8423145868331531,0.7495717986750864
LUAD-12,Lung12,12,50,cd8_density,203,True,0.25239921847878793,-0.14801769659309316,-0.07105505795642521,0.3652641958143351,0.7495717986750864
LUAD-12,Lung12,13,50,imm_frac,243,True,-0.4457030982117917,-0.21546002277631454,-0.26901760731729435,-0.4001051378457347,0.4833297371797124
LUAD-12,Lung12,13,50,cd8_density,243,True,-0.32460806107105167,-0.17308780389207828,-0.19127316340008044,-0.1333744533609202,0.4833297371797124
LUAD-12,Lung12,14,50,imm_frac,244,True,-0.4691638889921481,-0.22027433763480478,-0.3541419819553316,-0.2238138702756419,0.6522756279196559
LUAD-12,Lung12,14,50,cd8_density,244,True,-0.2162042716297205,0.04519204650990324,-0.11665499741500428,-0.25812520916008624,0.6522756279196559
LUAD-12,Lung12,15,50,imm_frac,209,True,-0.4537094484462906,-0.04449271059849292,0.022893310406114288,-0.6457369313199877,0.6852147852147853
LUAD-12,Lung12,15,50,cd8_density,209,True,-0.42245911982754086,0.08496830648679828,-0.018901475259098875,-0.6041157763075803,0.6852147852147853
LUAD-12,Lung12,16,50,imm_frac,121,True,-0.2854152553854491,-0.20559196435944332,-0.07962362628425923,-0.5242063807230197,0.22623628234656543
LUAD-12,Lung12,16,50,cd8_density,121,True,-0.01757891884568486,-0.014021157194355949,-0.01709077910693046,-0.12355359775327393,0.22623628234656543
LUAD-12,Lung12,17,50,imm_frac,236,True,-0.1901856509652298,-0.04537256842319497,-0.09002267277563328,-0.2718385246245112,0.5905900934417323
LUAD-12,Lung12,17,50,cd8_density,236,True,-0.20528057626205679,-0.04369360912713224,-0.15913367658260885,-0.1873795376507269,0.5905900934417323
LUAD-12,Lung12,18,50,imm_frac,246,True,-0.5899899843417172,-0.30341864269451,-0.4856162482700613,-0.13149662129229298,0.8222065482655981
LUAD-12,Lung12,18,50,cd8_density,246,True,-0.29649613177946205,-0.07180603544683986,-0.1437621295286205,-0.1434873488246857,0.8222065482655981
LUAD-12,Lung12,19,50,imm_frac,248,True,-0.6783870495695724,-0.12497891922062988,-0.30271974163972326,-0.560682803375184,0.8209229762198854
LUAD-12,Lung12,19,50,cd8_density,248,True,-0.46649809372005446,-0.1905727458386187,-0.19202425582119068,-0.35430928863130123,0.8209229762198854
LUAD-12,Lung12,20,50,imm_frac,170,True,-0.4802718596002712,-0.4348957052135844,-0.380701769284326,-0.06755862349502006,0.4655650612783263
LUAD-12,Lung12,20,50,cd8_density,170,True,-0.442875898412931,-0.2772613797790619,-0.25139790875647605,-0.30299693494112634,0.4655650612783263
LUAD-12,Lung12,21,50,imm_frac,249,True,-0.4804174115818111,-0.006671275993975129,-0.03168813170424699,-0.6517663359942811,0.6758818499805674
LUAD-12,Lung12,21,50,cd8_density,249,True,-0.10176059075009716,-0.2827620931659907,-0.3302928694989793,0.3499170953487905,0.6758818499805674
LUAD-12,Lung12,22,50,imm_frac,247,True,-0.6221471186894185,-0.25854394540050185,-0.17316482341371822,-0.6618063589224382,0.6390103746930116
LUAD-12,Lung12,22,50,cd8_density,247,True,0.3185097646980126,0.26531243820244155,0.3974945283345892,-0.13272566605752661,0.6390103746930116
LUAD-12,Lung12,23,50,imm_frac,231,True,-0.47113358904963104,-0.1878163458020487,-0.1800748239589646,-0.3532708328162039,0.8506775832862791
LUAD-12,Lung12,23,50,cd8_density,231,True,-0.3367919936135828,-0.28222151113667693,-0.474171855832678,0.16997178156880624,0.8506775832862791
LUAD-12,Lung12,24,50,imm_frac,193,True,-0.7405654078307783,-0.57755358224307,-0.4321989065998076,-0.28479180819579375,0.821440494631697
LUAD-12,Lung12,24,50,cd8_density,193,True,-0.5686127877784306,-0.5225252031566104,-0.7355047759643121,0.1527841023937006,0.821440494631697
LUAD-12,Lung12,25,50,imm_frac,227,True,-0.5617181232290115,-0.2604923849964682,-0.38773457630692637,-0.2902885242211812,0.7097219970905003
LUAD-12,Lung12,25,50,cd8_density,227,True,0.0630887479507314,0.20889081968724107,0.25089887433698105,-0.4026971112447981,0.7097219970905003
LUAD-12,Lung12,26,50,imm_frac,234,True,-0.6787058435127106,-0.48060019960908196,-0.5182442121697041,-0.26246122783783715,0.6319493126725344
LUAD-12,Lung12,26,50,cd8_density,234,True,-0.10723619667095151,0.15561012510343827,0.13079961682466848,-0.4603247955759515,0.6319493126725344
LUAD-12,Lung12,27,50,imm_frac,222,True,-0.291248393859842,0.06941476412339558,-0.5549644220730251,-0.24616633128947527,0.8381635902079058
LUAD-12,Lung12,27,50,cd8_density,222,True,-0.5652258796547903,-0.31573143084588645,-0.3558167502266075,-0.22941992330302485,0.8381635902079058
LUAD-12,Lung12,28,50,imm_frac,239,True,-0.5099882212299145,-0.4625014146489006,-0.5381379145192872,-0.21417111632850716,0.24267430821701064
LUAD-12,Lung12,28,50,cd8_density,239,True,-0.12322263633486867,-0.045806295649932216,-0.1602923487778121,-0.533575952169214,0.24267430821701064
LUAD-12,Lung12,1,100,imm_frac,186,True,-0.30479418524959323,-0.36567900492233213,-0.4155065969273402,-0.3609620356912311,-0.23265622013250095
LUAD-12,Lung12,1,100,cd8_density,186,True,0.15648634661917393,-0.10523256339006373,-0.09241203392716055,-0.7981279981033182,-0.23265622013250095
LUAD-12,Lung12,2,100,imm_frac,228,True,-0.4147732507692292,-0.25279028405500803,-0.38091359429789423,0.0330110357722319,0.8641904185275147
LUAD-12,Lung12,2,100,cd8_density,228,True,-0.37496266491980673,0.021439934434325795,-0.07204065470398699,-0.3811161086076562,0.8641904185275147
LUAD-12,Lung12,3,100,imm_frac,217,True,-0.5435474475871043,-0.40061614202181783,-0.5860010291807003,-0.09676636577940316,0.711409640308723
LUAD-12,Lung12,3,100,cd8_density,217,True,-0.645124884322872,-0.45626403605774696,-0.5224601639860786,-0.2524857944750488,0.711409640308723
LUAD-12,Lung12,4,100,imm_frac,229,True,-0.0808679663845393,-0.08779348170357389,-0.19390008819640464,-0.49066854203641747,0.00895945959449602
LUAD-12,Lung12,4,100,cd8_density,229,True,0.34453848690455974,0.44002606577426645,0.2770460741582914,-0.6530645314853472,0.00895945959449602
LUAD-12,Lung12,5,100,imm_frac,235,True,-0.20648746613405825,-0.23641823649279903,-0.1485618482821047,0.09669322642386205,0.4024707111616595
LUAD-12,Lung12,5,100,cd8_density,235,True,-0.18303882678206515,-0.17406345873488893,0.05148338192789507,0.052389276556782355,0.4024707111616595
LUAD-12,Lung12,6,100,imm_frac,250,True,-0.7784000384006143,-0.15694964537909784,-0.4380094199727105,-0.35735161826234135,0.8873940383046128
LUAD-12,Lung12,6,100,cd8_density,250,True,-0.2774256228099649,-0.2701997076644352,-0.7143390124533919,0.51186141233753,0.8873940383046128
LUAD-12,Lung12,7,100,imm_frac,250,True,-0.5415918974703595,-0.5886866599222503,-0.6374523641775895,0.1623804973580042,0.7714226467623481
LUAD-12,Lung12,7,100,cd8_density,250,True,-0.5146822829165267,0.2087924024893079,0.05734910107202772,-0.7212199262854577,0.7714226467623481
LUAD-12,Lung12,8,100,imm_frac,238,True,-0.747039284968794,-0.5814143371793861,-0.49887935909727277,-0.43504165164717334,0.5792355393510618
LUAD-12,Lung12,8,100,cd8_density,238,True,-0.4623290765381944,-0.2483368740876037,-0.2811991206588648,-0.3538468274156647,0.5792355393510618
LUAD-12,Lung12,9,100,imm_frac,245,True,0.62395449983272,0.5989343641089112,0.6590788831713776,-0.0916363769232159,0.4522688883630222
LUAD-12,Lung12,9,100,cd8_density,245,True,0.6787921566067452,0.6753439079078347,0.7265565932417294,-0.22349950461004178,0.4522688883630222
LUAD-12,Lung12,10,100,imm_frac,250,True,0.16911822589161427,0.3712629526316254,0.41199294803124975,-0.3724692369244057,0.5264520712331398
LUAD-12,Lung12,10,100,cd8_density,250,True,-0.5987297076753227,-0.344289254024911,-0.09414856873666465,-0.7120740104337702,0.5264520712331398
LUAD-12,Lung12,11,100,imm_frac,250,True,-0.8698265252244036,-0.599940932942768,-0.6526939094309546,-0.21955262014147175,0.8458338213411414
LUAD-12,Lung12,11,100,cd8_density,250,True,-0.38645187923006763,0.018204973019473464,-0.18023752408249566,-0.2970347216453607,0.8458338213411414
LUAD-12,Lung12,12,100,imm_frac,235,True,-0.4378771486957566,0.1682323835886178,0.22707396170006158,-0.9318039822971513,0.7526875456554503
LUAD-12,Lung12,12,100,cd8_density,235,True,0.46832459522686715,-0.028510482060132243,0.1255323575583628,0.4835472538726839,0.7526875456554503
LUAD-12,Lung12,13,100,imm_frac,241,True,-0.40602431329515454,-0.09535462648204868,-0.13547430501205615,-0.5053216216435997,0.5822056856760743
LUAD-12,Lung12,13,100,cd8_density,241,True,-0.13411491375467235,0.2318302869720203,0.28564239069614916,-0.5227106288165168,0.5822056856760743
LUAD-12,Lung12,14,100,imm_frac,250,True,-0.7182984687755004,-0.375212921987251,-0.5998952455682476,-0.11920708646478884,0.8477215955455286
LUAD-12,Lung12,14,100,cd8_density,250,True,-0.3375970815533048,0.029894016234095332,-0.16447512556155405,-0.361299685579096,0.8477215955455286
LUAD-12,Lung12,15,100,imm_frac,250,True,-0.6882177314837037,-0.13036721968179074,-0.23210735630119494,-0.5372805572720674,0.8297662362597802
LUAD-12,Lung12,15,100,cd8_density,250,True,-0.7820957135314165,-0.15301160977295836,-0.20782350857226764,-0.6835477167791161,0.8297662362597802
LUAD-12,Lung12,16,100,imm_frac,191,True,-0.5336284100303114,-0.3839940932002414,-0.27080125398247146,-0.6772826674118216,0.40442787269220165
LUAD-12,Lung12,16,100,cd8_density,191,True,-0.04805559382750068,0.28696531760322724,0.1696716551699751,-0.7208928655014845,0.40442787269220165
LUAD-12,Lung12,17,100,imm_frac,230,True,-0.28065016434106993,-0.013914346332976344,-0.013119643911114129,-0.4959059725752803,0.4618716388984093
LUAD-12,Lung12,17,100,cd8_density,230,True,-0.16314913489775837,0.030737531433187935,0.17095645564589904,-0.45223489037868153,0.4618716388984093
LUAD-12,Lung12,18,100,imm_frac,250,True,-0.6219213747419958,-0.23001669667240515,-0.8222893196192623,0.15782128420353933,0.9443674938799019
LUAD-12,Lung12,18,100,cd8_density,250,True,-0.21431498103969662,0.05297929038738904,0.12170348248276369,-0.3869043277937659,0.9443674938799019
LUAD-12,Lung12,19,100,imm_frac,250,True,-0.8610827053232851,-0.4313393719210774,-0.2650747588225688,-0.6606795906457932,0.8655909374549992
LUAD-12,Lung12,19,100,cd8_density,250,True,-0.3088657418518696,-0.21678978580807556,-0.14739983835254886,-0.2099547176621767,0.8655909374549992
LUAD-12,Lung12,20,100,imm_frac,199,True,-0.4016811329374143,-0.3541346744375058,-0.3858198118983869,-0.24179799198143953,0.36308512258261
LUAD-12,Lung12,20,100,cd8_density,199,True,-0.31294045987513325,-0.18011945369368648,-0.12059653909629585,-0.43194774083659,0.36308512258261
LUAD-12,Lung12,21,100,imm_frac,243,True,-0.5289875071295836,0.3141148525012737,0.34280230842246834,-1.108811149595599,0.8329444469533888
LUAD-12,Lung12,21,100,cd8_density,243,True,0.19302229113456137,-0.1699020416819907,-0.2996064844505982,0.5302254297203645,0.8329444469533888
LUAD-12,Lung12,22,100,imm_frac,250,True,-0.8107587001392021,-0.4809751328417607,-0.28751956378240656,-0.6295604159816578,0.750320741131858
LUAD-12,Lung12,22,100,cd8_density,250,True,0.4784912398598377,0.22937785061927754,0.27681686170630904,0.09912545675875745,0.750320741131858
LUAD-12,Lung12,23,100,imm_frac,250,True,-0.14910459367349876,0.004087565488449505,0.12656415330612902,-0.33071314244393907,0.8868366316587559
