gene,cut,metric,radius,n_sections_usable,high_mean,low_mean,delta,ratio,median_section_ratio,sections_high_lt_low,patients_high_lt_low,sections_defined,sign_p_sections,sign_p_patients,wilcoxon_p_sections,wilcoxon_p_patients
tac,detected,imm_frac,10,8,0.03821405850050407,0.07798484689242138,-0.03977078839191731,0.490019023224084,0.4359188591283708,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,imm_frac,20,8,0.060212750110682445,0.09941581884989525,-0.03920306873921281,0.6056656858763668,0.6502488439599667,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,imm_frac,50,8,0.12330320403616507,0.14977571322822336,-0.02647250919205829,0.8232523242822396,0.8450032304529749,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,imm_frac,100,8,0.18269126178285616,0.19469487720470935,-0.012003615421853187,0.9383465266565173,0.9775731115161376,5,3,8,0.36328125,0.5,0.7421875,0.4375
tac,detected,imm_n,10,8,0.03486319633932945,0.08864670741665898,-0.053783511077329524,0.39328247326169463,0.3989918076132275,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,imm_n,20,8,0.39123217572759206,0.6471144999329432,-0.2558823242053512,0.6045795230490635,0.630225478441232,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,imm_n,50,8,5.24997427699373,6.334797880078075,-1.0848236030843452,0.82875166285953,0.8475634329064301,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,imm_n,100,8,31.04049919704297,32.6754287758214,-1.6349295787784328,0.9499645562420831,0.9875781696603364,4,3,8,0.63671875,0.5,0.84375,0.625
tac,detected,cd8_n,10,8,0.0036185658461662866,0.007167268536452281,-0.0035487026902859945,0.5048737643584144,0.48464668252018406,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,cd8_n,20,8,0.03231429917489022,0.044522421215884116,-0.012208122040993898,0.7257983346907817,0.7525739183904798,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,cd8_n,50,8,0.3351821068540909,0.3694217316962661,-0.03423962484217519,0.9073156181555486,0.9687113880377081,6,4,8,0.14453125,0.1875,0.3125,0.125
tac,detected,cd8_n,100,8,1.7711279919888203,1.8179784796917,-0.046850487702879695,0.9742293496725963,0.996951618607258,4,3,8,0.63671875,0.5,0.9453125,0.8125
tac,detected,cd8_frac,10,8,0.0036764842863623174,0.005993245351287912,-0.002316761064925595,0.6134379740639624,0.4250099922068381,6,4,8,0.14453125,0.1875,0.0546875,0.125
tac,detected,cd8_frac,20,8,0.004598236546336453,0.006240968779491045,-0.001642732233154592,0.7367824946420325,0.7101408617971137,7,5,8,0.03515625,0.03125,0.0234375,0.0625
tac,detected,cd8_frac,50,8,0.007241980416633226,0.008107115080306967,-0.0008651346636737419,0.8932869886385054,0.9720863794117786,5,4,8,0.36328125,0.1875,0.3828125,0.125
tac,detected,cd8_frac,100,8,0.009580588323027536,0.010026440487569774,-0.00044585216454223753,0.9555323581589119,0.9824259164752595,5,4,8,0.36328125,0.1875,0.4609375,0.1875
tac,detected,cd8nk_n,10,8,0.004389474555729681,0.00968616792770615,-0.0052966933719764695,0.45316936362151045,0.37549211077045097,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,cd8nk_n,20,8,0.03948532349125196,0.059385550639940415,-0.019900227148688457,0.6648978255780568,0.7242248524183398,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,detected,cd8nk_n,50,8,0.42056546078468354,0.4905278053093802,-0.06996234452469668,0.857373335889551,0.9670538685574088,6,5,8,0.14453125,0.03125,0.078125,0.0625
tac,detected,cd8nk_n,100,8,2.3096395270718038,2.4268586694724457,-0.1172191424006419,0.9516992300066146,0.9946651093939012,4,3,8,0.63671875,0.5,0.9453125,0.4375
tac,q4q1,imm_frac,10,8,0.043094840611556315,0.07798484689242138,-0.03489000628086507,0.5526053115293645,0.5713390452772329,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,q4q1,imm_frac,20,8,0.06788711988883675,0.09941581884989525,-0.031528698961058504,0.6828603402778116,0.7776459316277995,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,q4q1,imm_frac,50,8,0.1323335678120019,0.14977571322822336,-0.017442145416221466,0.8835449016380666,0.9650391213721612,5,4,8,0.36328125,0.1875,0.546875,0.3125
tac,q4q1,imm_frac,100,8,0.19304678920620688,0.19469487720470935,-0.0016480879985024677,0.9915350212488149,1.0018687766821839,4,3,8,0.63671875,0.5,0.9453125,0.8125
tac,q4q1,imm_n,10,8,0.04260832680303618,0.08864670741665898,-0.046038380613622795,0.48065323625352147,0.5102381784022381,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,q4q1,imm_n,20,8,0.4395929761022055,0.6471144999329432,-0.20752152383073774,0.6793125113836237,0.7777406366169468,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,q4q1,imm_n,50,8,5.558272559233249,6.334797880078075,-0.7765253208448266,0.8774190849424139,0.9677741113392639,5,4,8,0.36328125,0.1875,0.1953125,0.1875
tac,q4q1,imm_n,100,8,32.32609036440226,32.6754287758214,-0.34933841141914,0.9893088346654647,1.0037562816849368,4,3,8,0.63671875,0.5,1.0,0.8125
tac,q4q1,cd8_n,10,8,0.004238218143539233,0.007167268536452281,-0.0029290503929130483,0.5913296148991655,0.49452530221853297,7,4,8,0.03515625,0.1875,0.015625,0.125
tac,q4q1,cd8_n,20,8,0.0330379814820731,0.044522421215884116,-0.011484439733811018,0.7420526687413452,0.8358977789091592,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,q4q1,cd8_n,50,8,0.3325673275389617,0.3694217316962661,-0.0368544041573044,0.900237584865187,0.9291509628334889,6,4,8,0.14453125,0.1875,0.25,0.1875
tac,q4q1,cd8_n,100,8,1.7653318433449408,1.8179784796917,-0.05264663634675926,0.9710411113581019,0.9948116745518814,4,2,8,0.63671875,0.8125,0.84375,0.8125
tac,q4q1,cd8_frac,10,8,0.003949777473281417,0.005993245351287912,-0.002043467878006495,0.659038174105893,0.6470257906280765,6,4,8,0.14453125,0.1875,0.25,0.1875
tac,q4q1,cd8_frac,20,8,0.00466417056636225,0.006240968779491045,-0.001576798213128795,0.7473472038010445,0.8230428008721931,7,5,8,0.03515625,0.03125,0.0546875,0.0625
tac,q4q1,cd8_frac,50,8,0.007220390494321407,0.008107115080306967,-0.0008867245859855606,0.8906239053964452,0.9740477992749599,5,4,8,0.36328125,0.1875,0.3828125,0.1875
tac,q4q1,cd8_frac,100,8,0.009630876743569092,0.010026440487569774,-0.00039556374400068206,0.9605479387733782,1.0060333687113874,4,3,8,0.63671875,0.5,0.7421875,0.3125
tac,q4q1,cd8nk_n,10,8,0.00513971354220209,0.00968616792770615,-0.00454645438550406,0.5306240383775034,0.47880603620309253,8,5,8,0.00390625,0.03125,0.0078125,0.0625
tac,q4q1,cd8nk_n,20,8,0.04084913747406678,0.059385550639940415,-0.018536413165873636,0.6878632433963361,0.7150492471097523,7,4,8,0.03515625,0.1875,0.015625,0.125
tac,q4q1,cd8nk_n,50,8,0.4233068789488087,0.4905278053093802,-0.06722092636057153,0.8629620469360045,0.9280214531521613,5,4,8,0.36328125,0.1875,0.1484375,0.125
tac,q4q1,cd8nk_n,100,8,2.32824903975351,2.4268586694724457,-0.09860962971893583,0.9593673785130752,1.0301883827277014,3,3,8,0.85546875,0.5,1.0,0.3125
cld,median,imm_frac,10,8,0.04092544646089622,0.08004848485879826,-0.03912303839790204,0.5112582272242476,0.6877357623309837,8,5,8,0.00390625,0.03125,0.0078125,0.0625
cld,median,imm_frac,20,8,0.0651536580739158,0.09840000147646227,-0.03324634340254648,0.6621306615478135,0.806074070213127,5,4,8,0.36328125,0.1875,0.25,0.1875
cld,median,imm_frac,50,8,0.12839003061992071,0.14861118610448704,-0.020221155484566322,0.8639324803561622,0.9285409571277505,5,4,8,0.36328125,0.1875,0.25,0.1875
cld,median,imm_frac,100,8,0.18663715245872356,0.19457259418798933,-0.007935441729265774,0.9592160357300945,0.9537239630838454,5,4,8,0.36328125,0.1875,0.84375,0.4375
cld,median,imm_n,10,8,0.04160378023021363,0.08857475056680862,-0.04697097033659499,0.46970248252444646,0.619949335012774,7,5,8,0.03515625,0.03125,0.015625,0.0625
cld,median,imm_n,20,8,0.4265189553773767,0.6447584159107183,-0.21823946053334153,0.6615174689498557,0.809001420075253,5,4,8,0.36328125,0.1875,0.25,0.1875
cld,median,imm_n,50,8,5.426643993091856,6.3339813669415825,-0.9073373738497263,0.8567508615378447,0.9374875575353951,5,4,8,0.36328125,0.1875,0.25,0.1875
cld,median,imm_n,100,8,31.448567538938146,32.86604819655942,-1.4174806576212724,0.9568709736825111,0.9713688330373652,5,4,8,0.36328125,0.1875,0.546875,0.3125
cld,median,cd8_n,10,8,0.004211507272451268,0.00755410992715251,-0.003342602654701242,0.5575120448424263,0.4359163199701438,6,5,8,0.14453125,0.03125,0.03125,0.0625
cld,median,cd8_n,20,8,0.03184163194096869,0.04819610858559087,-0.016354476644622182,0.6606681094267502,0.682195329577727,5,4,8,0.36328125,0.1875,0.109375,0.1875
cld,median,cd8_n,50,8,0.3198756003277167,0.39355509135125666,-0.07367949102353993,0.812784810455471,0.9247871619886059,7,4,8,0.03515625,0.1875,0.0546875,0.1875
cld,median,cd8_n,100,8,1.7031026091800208,1.898665005243415,-0.19556239606339432,0.8970000523929588,0.9939682039789366,4,3,8,0.63671875,0.5,0.3125,0.3125
cld,median,cd8_frac,10,8,0.0038490460192719695,0.006480707384414219,-0.0026316613651422493,0.5939237479736756,0.4811979658522111,7,4,8,0.03515625,0.1875,0.0390625,0.125
cld,median,cd8_frac,20,8,0.004408286943547797,0.006819756463207299,-0.0024114695196595015,0.6463994670968941,0.7034703157340005,5,3,8,0.36328125,0.5,0.109375,0.3125
cld,median,cd8_frac,50,8,0.006932229020678116,0.008646452544040558,-0.0017142235233624419,0.8017425626716768,0.9176624294649977,6,4,8,0.14453125,0.1875,0.109375,0.1875
cld,median,cd8_frac,100,8,0.009259652286419947,0.010475637531310722,-0.0012159852448907753,0.8839225544740064,0.9866139949729305,4,3,8,0.63671875,0.5,0.3125,0.3125
cld,median,cd8nk_n,10,8,0.00501351146071982,0.010154314747261684,-0.005140803286541864,0.4937321311683602,0.42876788552892986,8,5,8,0.00390625,0.03125,0.0078125,0.0625
cld,median,cd8nk_n,20,8,0.040419184459131535,0.06296765874247222,-0.022548474283340683,0.6419038799654219,0.8237772384131729,5,3,8,0.36328125,0.5,0.1953125,0.3125
cld,median,cd8nk_n,50,8,0.415231565155342,0.5124627598089834,-0.09723119465364138,0.8102668090655337,1.0124742293203202,4,3,8,0.63671875,0.5,0.3125,0.3125
cld,median,cd8nk_n,100,8,2.277724621257213,2.498501485642929,-0.2207768643857162,0.9116362885296005,1.0288429421286551,4,3,8,0.63671875,0.5,0.3125,0.3125
