	TACSTD2	CLDN4	TACSTD2_CLDN4_mean
TCGA-22-0944-01	13.15	13.3658	13.2579
TCGA-77-6844-01	14.3967	11.9136	13.155149999999999
TCGA-66-2786-01	13.982	12.8634	13.422699999999999
TCGA-56-8082-01	12.9953	12.7188	12.857050000000001
TCGA-98-A539-01	13.1587	10.6618	11.91025
TCGA-O2-A52S-01	8.9177	10.1151	9.5164
TCGA-33-4586-01	11.2103	11.5707	11.3905
TCGA-21-1077-01	12.8165	12.741	12.778749999999999
TCGA-60-2713-01	12.7619	10.5967	11.679300000000001
TCGA-L3-A524-01	13.0066	13.747	13.3768
TCGA-39-5021-01	10.9455	11.7855	11.3655
TCGA-85-A5B5-01	12.3127	11.5558	11.934249999999999
TCGA-58-A46L-01	12.4035	11.16	11.781749999999999
TCGA-77-8144-01	12.8983	8.6742	10.78625
TCGA-J1-A4AH-01	12.3501	12.9348	12.64245
TCGA-56-7580-01	13.4408	11.2801	12.36045
TCGA-63-A5MY-01	13.9926	11.6802	12.8364
TCGA-33-AASL-01	13.5518	13.4821	13.516950000000001
TCGA-85-A512-01	13.1105	13.2435	13.177
TCGA-85-8354-01	13.2151	12.4129	12.814
TCGA-O2-A5IB-01	10.5688	11.6607	11.11475
TCGA-77-7335-01	13.6931	11.3404	12.51675
