n	rho	p	cohort	predictor	target	label	role	validation	ci95_low	ci95_high	q_bh
143	0.19659869947901518	0.018604605126476013	NSCLC	CLDN4	sig_STING_CORE	STING core	rna_primary		0.027503587220547396	0.346343954146979	0.03720921025295203
143	0.18171595775498248	0.029851721401390287	NSCLC	CLDN4	sig_HLA_ABC	HLA-A/B/C	rna_primary		0.00920532005796587	0.3373920280683215	0.039802295201853716
143	0.11899627162003369	0.15691192208561985	NSCLC	CLDN4	HLA-A	HLA-A	hla_gene		-0.05141383367190884	0.27761799626501565	0.15691192208561985
143	0.15353457421191546	0.06713590831901031	NSCLC	CLDN4	HLA-B	HLA-B	hla_gene		-0.0220007955373832	0.3129496463778139	0.10070386247851547
143	0.24690618312000645	0.0029507462413578232	NSCLC	CLDN4	HLA-C	HLA-C	hla_gene		0.07277950413146618	0.40571319157440594	0.00885223872407347
143	0.16605552967862544	0.04746909508156097	NSCLC	CLDN4	sig_MHC1	MHC-I (HLA-A/B/C+B2M)	replication		-0.01323643474136379	0.3255526346519377	
143	0.23667519590974492	0.004428150922106572	NSCLC	CLDN4	sig_IFNG	Hallmark IFN-γ	replication		0.06977462782626759	0.3924366245291906	
143	0.2715356535341199	0.0010363990310288018	NSCLC	CLDN4	sig_STING_ISG	STING-adjacent ISG	secondary		0.1108077409252469	0.42231969353347304	
143	0.1584838604435943	0.05868788044303938	NSCLC	CLDN4	sig_HLA_II	HLA class II	secondary		-0.014748869040439507	0.31300788048162065	
143	0.29973581208303574	0.00027599773839704646	NSCLC	CLDN4	STING1	STING1	secondary		0.13943675988551762	0.43821081764434544	
143	-0.12299086669625879	0.14335506273310003	NSCLC	CLDN4	CGAS	CGAS	secondary		-0.28617197306339404	0.046056946111334145	
143	-0.1287060653382362	0.12552944296109234	NSCLC	CLDN4	TBK1	TBK1	secondary		-0.28252998287157866	0.02621560575150168	
143	0.2343302417223328	0.004848667214438635	NSCLC	CLDN4	IKBKE	IKBKE	secondary		0.06961133758551424	0.3776381246492157	
143	0.20722613688128666	0.013015931529999171	NSCLC	CLDN4	IRF3	IRF3 RNA	secondary		0.03221229632522984	0.3613838013373929	
143	0.16731884385093015	0.04578333442240317	NSCLC	CLDN4	H2AX	H2AX transcript (not γH2AX)	control		0.000488760445781458	0.3277534080179686	
143	0.6674371791466219	8.81112211265072e-20	NSCLC	CLDN4	TACSTD2	TACSTD2	companion		0.5593342424824413	0.7530464246168324	
143	0.060934558344522854	0.46971168391930873	NSCLC	CLDN4	B2M	B2M	secondary		-0.11453912359823723	0.22941525840012034	
143	0.08500592499119572	0.3127685458985171	NSCLC	CLDN4	HLA-E	HLA-E	secondary		-0.09461438046435798	0.24857053472504811	
60	0.058849680466796346	0.6551307499474516	SCLC_NET	CLDN4	sig_DNA_REPAIR	Hallmark DNA repair	rna_primary				
60	0.033787163100861356	0.7977331235761939	SCLC_NET	CLDN4	sig_DSB	DSB-response RNA	rna_primary				
60	0.3752709085857184	0.0031318654262543354	SCLC_NET	CLDN4	sig_STING_CORE	STING core	rna_primary				
60	0.2973603778827453	0.02103518121862637	SCLC_NET	CLDN4	sig_HLA_ABC	HLA-A/B/C	rna_primary				
60	0.24206724090025014	0.06240322140749353	SCLC_NET	CLDN4	HLA-A	HLA-A	hla_gene				
60	0.19881351004390035	0.1277951729874312	SCLC_NET	CLDN4	HLA-B	HLA-B	hla_gene				
60	0.33764934704084476	0.008330374428589976	SCLC_NET	CLDN4	HLA-C	HLA-C	hla_gene				
60	0.29280355654348433	0.02318669630692693	SCLC_NET	CLDN4	sig_MHC1	MHC-I (HLA-A/B/C+B2M)	replication				
60	0.35598777438177276	0.005245674163161067	SCLC_NET	CLDN4	sig_IFNG	Hallmark IFN-γ	replication				
60	0.2543484301194777	0.04986579366419203	SCLC_NET	CLDN4	sig_STING_ISG	STING-adjacent ISG	secondary				
60	-0.06460217564079462	0.6238561599026414	SCLC_NET	CLDN4	sig_HLA_II	HLA class II	secondary				
60	0.3534364189896378	0.005603291991809555	SCLC_NET	CLDN4	STING1	STING1	secondary				
60	0.23401063317191892	0.07192611899009829	SCLC_NET	CLDN4	CGAS	CGAS	secondary				
60	0.18800188953880176	0.1502965703931628	SCLC_NET	CLDN4	TBK1	TBK1	secondary				
60	0.2538840022725975	0.05029925627941535	SCLC_NET	CLDN4	IKBKE	IKBKE	secondary				
60	0.20739094192831345	0.11183688212099223	SCLC_NET	CLDN4	IRF3	IRF3 RNA	secondary				
60	0.09280355654348432	0.48065115408260567	SCLC_NET	CLDN4	H2AX	H2AX transcript (not γH2AX)	control				
60	0.36990607984022494	0.003626401814035375	SCLC_NET	CLDN4	TACSTD2	TACSTD2	companion				
60	0.2430119477632676	0.061356463178699104	SCLC_NET	CLDN4	B2M	B2M	secondary				
60	-0.0360100027785496	0.7847354230767716	SCLC_NET	CLDN4	HLA-E	HLA-E	secondary				
80	0.1431786216596343	0.20515072985639057	LUAD	CLDN4	sig_DNA_REPAIR	Hallmark DNA repair	rna_primary				
80	0.05365682137834037	0.6364210050216208	LUAD	CLDN4	sig_DSB	DSB-response RNA	rna_primary				
80	0.20091420534458512	0.07393445449690113	LUAD	CLDN4	sig_STING_CORE	STING core	rna_primary				
80	0.15037505860290673	0.18305351150427931	LUAD	CLDN4	sig_HLA_ABC	HLA-A/B/C	rna_primary				
80	0.015518049695264888	0.8913300719786131	LUAD	CLDN4	HLA-A	HLA-A	hla_gene				
80	0.16458040318799816	0.14460574918065236	LUAD	CLDN4	HLA-B	HLA-B	hla_gene				
80	0.2769104547585561	0.012896535548237244	LUAD	CLDN4	HLA-C	HLA-C	hla_gene				
80	0.10893108298171592	0.3361294268745976	LUAD	CLDN4	sig_MHC1	MHC-I (HLA-A/B/C+B2M)	replication				
80	0.24917955930614163	0.025818077581211504	LUAD	CLDN4	sig_IFNG	Hallmark IFN-γ	replication				
80	0.21054852320675108	0.060842581409258335	LUAD	CLDN4	sig_STING_ISG	STING-adjacent ISG	secondary				
80	0.13059071729957805	0.24825096313194794	LUAD	CLDN4	sig_HLA_II	HLA class II	secondary				
80	0.37222222222222223	0.0006741025632393293	LUAD	CLDN4	STING1	STING1	secondary				
80	-0.16379608413363853	0.14655601197368975	LUAD	CLDN4	CGAS	CGAS	secondary				
80	-0.11537740271917488	0.3081395669888692	LUAD	CLDN4	TBK1	TBK1	secondary				
80	0.2300294774387685	0.04010370894591748	LUAD	CLDN4	IKBKE	IKBKE	secondary				
80	0.17205813408345055	0.12697999708474145	LUAD	CLDN4	IRF3	IRF3 RNA	secondary				
80	0.2574542897327708	0.02113799971858699	LUAD	CLDN4	H2AX	H2AX transcript (not γH2AX)	control				
80	0.7561387264786419	5.108416933686581e-16	LUAD	CLDN4	TACSTD2	TACSTD2	companion				
80	0.002039381153305204	0.985675780938865	LUAD	CLDN4	B2M	B2M	secondary				
80	0.10532176114668164	0.3524799476832535	LUAD	CLDN4	HLA-E	HLA-E	secondary				
27	-0.38888888888888884	0.044982943992233675	LUSC	CLDN4	sig_DNA_REPAIR	Hallmark DNA repair	rna_primary				
27	-0.5702075702075702	0.0019008141178243276	LUSC	CLDN4	sig_DSB	DSB-response RNA	rna_primary				
27	0.16605616605616605	0.40778704222160084	LUSC	CLDN4	sig_STING_CORE	STING core	rna_primary				
27	0.15934065934065933	0.4272698804948474	LUSC	CLDN4	sig_HLA_ABC	HLA-A/B/C	rna_primary				
27	0.2692307692307693	0.1744642257936707	LUSC	CLDN4	HLA-A	HLA-A	hla_gene				
27	0.08485958485958486	0.673872639876004	LUSC	CLDN4	HLA-B	HLA-B	hla_gene				
27	0.1105006105006105	0.5832156945576858	LUSC	CLDN4	HLA-C	HLA-C	hla_gene				
27	0.12332112332112331	0.5399952074079588	LUSC	CLDN4	sig_MHC1	MHC-I (HLA-A/B/C+B2M)	replication				
27	0.18315018315018314	0.3605001915341344	LUSC	CLDN4	sig_IFNG	Hallmark IFN-γ	replication				
27	0.231990231990232	0.24426745093738403	LUSC	CLDN4	sig_STING_ISG	STING-adjacent ISG	secondary				
27	-0.005494505494505494	0.9783006546733849	LUSC	CLDN4	sig_HLA_II	HLA class II	secondary				
27	0.16727716727716724	0.40429895070397465	LUSC	CLDN4	STING1	STING1	secondary				
27	-0.14013127930016964	0.4857148769240725	LUSC	CLDN4	CGAS	CGAS	secondary				
27	0.184981684981685	0.355633529323599	LUSC	CLDN4	TBK1	TBK1	secondary				
27	0.2063492063492063	0.3017664228757721	LUSC	CLDN4	IKBKE	IKBKE	secondary				
27	0.17887667887667885	0.3720072345861573	LUSC	CLDN4	IRF3	IRF3 RNA	secondary				
27	0.23870573870573872	0.230493362467322	LUSC	CLDN4	H2AX	H2AX transcript (not γH2AX)	control				
27	0.5317460317460317	0.0043096289274127475	LUSC	CLDN4	TACSTD2	TACSTD2	companion				
27	0.0995115995115995	0.6214200250421621	LUSC	CLDN4	B2M	B2M	secondary				
27	0.19963369963369965	0.3181153267971536	LUSC	CLDN4	HLA-E	HLA-E	secondary				
36	-0.47722007722007725	0.0032505030838085127	other_NSCLC	CLDN4	sig_DNA_REPAIR	Hallmark DNA repair	rna_primary				
36	-0.5724581724581724	0.00026404417347527734	other_NSCLC	CLDN4	sig_DSB	DSB-response RNA	rna_primary				
36	0.13153153153153155	0.4444689367085009	other_NSCLC	CLDN4	sig_STING_CORE	STING core	rna_primary				
36	0.2918918918918919	0.08409831649513388	other_NSCLC	CLDN4	sig_HLA_ABC	HLA-A/B/C	rna_primary				
36	0.28262548262548265	0.09488913402255278	other_NSCLC	CLDN4	HLA-A	HLA-A	hla_gene				
36	0.17374517374517376	0.31086218493915085	other_NSCLC	CLDN4	HLA-B	HLA-B	hla_gene				
36	0.25971685971685976	0.1260932045916096	other_NSCLC	CLDN4	HLA-C	HLA-C	hla_gene				
36	0.3027027027027027	0.07273605578490215	other_NSCLC	CLDN4	sig_MHC1	MHC-I (HLA-A/B/C+B2M)	replication				
36	0.29832689832689835	0.07718103674768842	other_NSCLC	CLDN4	sig_IFNG	Hallmark IFN-γ	replication				
36	0.3951093951093951	0.017081808495917037	other_NSCLC	CLDN4	sig_STING_ISG	STING-adjacent ISG	secondary				
36	0.32895752895752894	0.05011334950581111	other_NSCLC	CLDN4	sig_HLA_II	HLA class II	secondary				
36	0.23963963963963963	0.1592192406297776	other_NSCLC	CLDN4	STING1	STING1	secondary				
36	-0.007207207207207207	0.9667238292927839	other_NSCLC	CLDN4	CGAS	CGAS	secondary				
36	-0.47078507078507076	0.003757474276946693	other_NSCLC	CLDN4	TBK1	TBK1	secondary				
36	0.2947612329734002	0.08095701396947767	other_NSCLC	CLDN4	IKBKE	IKBKE	secondary				
36	0.2751608751608752	0.10432733320077506	other_NSCLC	CLDN4	IRF3	IRF3 RNA	secondary				
36	0.002574002574002574	0.9881127808591806	other_NSCLC	CLDN4	H2AX	H2AX transcript (not γH2AX)	control				
36	0.5088803088803089	0.001527794990153803	other_NSCLC	CLDN4	TACSTD2	TACSTD2	companion				
36	0.14105534105534107	0.4118866396684127	other_NSCLC	CLDN4	B2M	B2M	secondary				
36	0.1812097812097812	0.2902036593643636	other_NSCLC	CLDN4	HLA-E	HLA-E	secondary				
