ModelID	CellLineName	CCLEName	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	TACSTD2	sig_DNA_REPAIR	sig_DSB	sig_STING_CORE	sig_STING_ISG	sig_HLA_ABC	sig_MHC1	sig_HLA_II	sig_IFNG	HLA-A	HLA-B	HLA-C	B2M	STING1	CGAS	H2AX
ACH-000851	MOR/CPR	MORCPR_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.696202521253611	6.603181229013857	-0.6506803298053281	-0.6500200621394746	-0.86349729716292	-0.5194168429103032	0.5498257201210017	0.4242750766763355	-0.5328669915492	-0.5168284866685027	8.975733350143779	8.15071198009	8.058045856641883	9.928607199308953	0.3673710656485294	2.5777309314900805	6.0716768737518585
ACH-000666	NCI-H1355	NCIH1355_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.263034405833794	4.462706750670158	0.02523499836707428	0.2216206368142719	0.10399300061793397	0.4600940664137827	-0.17144920894968776	-0.20958834178675553	-0.4854775593544068	0.0737285841508384	7.980310976769021	5.915042791371977	6.428443926153613	9.362447971121384	1.5801454844233804	3.6217588567097327	6.428443926153613
ACH-000845	NCI-H1373	NCIH1373_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.982594354827899	7.475247047287838	-0.31604503326591865	-0.3919804589802763	0.4314038215850693	0.2952181713883612	0.31395205212295246	0.322759420285089	1.7402231833831616	0.19074323056318315	8.673167714560098	7.487920404567112	7.442611803689344	10.388017285345136	6.25304379464515	3.768713657030485	5.9233869155047145
ACH-000327	NCI-H1395	NCIH1395_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.016139702655253	0.3561438102252753	-1.0996414051028756	-1.593017073541437	-0.7848928300064535	0.1204861484690265	1.7936033923029777	1.6756449064351315	-0.21438630099207354	-0.3968429901560673	11.453939346180318	11.285922327637056	10.537606691495291	11.869709500954263	0.1634987322828795	1.2387868595871168	4.246408087246385
ACH-000852	NCI-H1435	NCIH1435_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.144556281982275	8.705943353973835	0.23258563497523738	0.12497587315636477	-0.17092496310363864	0.017582816950700724	-0.19054987953832891	-0.11641851495045864	-0.4941291596019655	-0.17508153294486342	8.621575724778275	3.2854022188622483	7.658425728482588	10.017504401109417	1.3219280948873624	0.0426443374084937	5.48058827023386
ACH-000589	NCI-H1437	NCIH1437_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.278356528010724	6.179909090014935	-0.26737213921455066	-0.40266755542097254	-0.091899113792304	-0.027527775715737692	0.011653832244725085	0.05294224100546654	-0.550230640780891	-0.16778673260332233	8.648573295981492	4.8283269264148165	7.6783536539741695	10.125413470483316	3.793895882548878	1.5753123306874368	7.117383366931484
ACH-000892	NCI-H1563	NCIH1563_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.8399595874895318	5.00943675560809	-0.3752616755304072	-0.6458147755999517	-0.3387230491279836	-0.45471513716273454	1.8793748336011762	1.7347670836828721	-0.08941691758133519	0.14590166312492112	11.6920051692716	11.24685933393956	10.833996921139216	11.837982650636018	5.261906859828068	0.8559896973084807	6.192194165283345
ACH-000869	NCI-H1568	NCIH1568_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.339627347580395	6.552745936748446	0.2798092249410678	0.30600036572705713	-0.06437522814632841	-0.4622653428214032	0.08126614146632549	0.049918243666183484	-0.050181036412319406	-0.022837307884147555	6.545041683467464	6.728872863263439	9.108106223686129	9.788832504151074	0.9486008474933558	2.060047383669939	6.623076720832633
ACH-000916	NCI-H1573	NCIH1573_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.778898476008376	7.812113112983306	-0.11363748816074405	-0.18153507254475554	0.1081061755005576	0.49236449995939047	0.036312848503798546	0.0614803876316138	0.015032068029807943	0.23538742458545597	8.104179380706974	7.126084935885105	6.63560930201924	10.064742764750257	4.426264754702098	1.7048719644563528	7.058965822002304
ACH-000744	NCI-H1623	NCIH1623_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.588864518190148	6.357727932310624	-0.4030897512126931	-0.3664466580651742	0.17933025447215473	-0.4918318842061962	-0.4630248453367934	-0.3614387328144703	-0.48773880874382364	-0.16543563049046575	6.477839200781846	6.321206566969903	6.02945288578697	9.76970563184041	1.0565835283663676	2.5993177936982264	6.702103406629387
ACH-000766	NCI-H1648	NCIH1648_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.380677507222886	9.097847785326554	-0.05373168599263029	-0.2692942428710031	1.0566496084622397	2.43294511829403	0.7155536273990113	0.8190510882339901	1.2703861695085354	0.7661783799909163	8.906108924072878	8.656031509895087	8.795974694206668	11.576862213493849	4.716442236843321	3.71699089440494	5.627898615871748
ACH-000893	NCI-H1651	NCIH1651_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.492333914544719	0.1890338243900171	0.26995373657032073	0.45176455887123257	0.6219788041937192	0.22116260931871598	1.0468716378901408	0.8981725777536842	-0.4957456732230612	0.5256706859419297	10.69714133444375	8.647026632654853	8.784503982929566	10.544771287994667	5.690975738343275	3.428946344769483	6.610581958492531
ACH-000448	NCI-H1666	NCIH1666_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.976478203534362	8.693591496830619	-0.5233504425897442	-0.9962578573784879	0.31722584355781036	0.23874114222726786	-0.3288141549364049	-0.24202949815937513	-0.1760459699703711	0.0929224182961535	7.516251583327849	4.184280294419382	7.369815424283912	9.883972039471622	3.704871964456353	2.472487771462744	5.4212232992251375
ACH-000021	NCI-H1693	NCIH1693_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.397118409042582	5.864681405572597	0.18819703240625907	-0.2155847672472017	0.13249815287434796	0.3736553716621372	0.1260210765525842	0.1496116795820594	-0.049766642675839	-0.08690521111180588	7.197413299139368	7.081297014138268	8.330782459271322	10.191799501065075	3.241840183564671	3.740927560318628	5.944155663440363
ACH-000675	NCI-H1734	NCIH1734_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.9066501263953795	1.4698859762744636	0.37868301270069166	0.40398118169095093	0.7115192806844368	0.2597753704687252	0.24148860645127157	0.21902530175644624	0.9912965637696244	0.5053980182837629	8.904453991263397	7.24412594328373	6.898208352508718	10.087064984454816	6.497293008662791	0.2016338611696504	6.381802483168775
ACH-000282	NCI-H1755	NCIH1755_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.779325391448742	4.305970520984387	0.1532240031655911	0.27968302589926086	0.5772361696626597	-0.28540871502026743	0.10577157819251244	0.11769417343417972	-0.468822717493625	0.07918342128429101	9.42477515822422	5.832383716549126	6.544114402209474	10.089847680689164	1.8678964639926547	3.364572432295856	6.936284582661443
ACH-000379	NCI-H1781	NCIH1781_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.610046680169242	8.715447262875877	0.20075172483907192	-0.07993830337834358	0.32244612251122434	0.3793289886888999	0.7102949095324985	0.6133693881573024	1.2394776081672574	0.511761127583993	8.237018704328017	8.597717383685458	9.609344980232798	10.347510643287686	5.178316271701453	4.377817853083645	5.673556423990145
ACH-000496	NCI-H1792	NCIH1792_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.153298682854903	4.558879853475442	0.11915447030509072	-0.2216753788582199	0.4724702163351754	0.017935306476087653	0.41497525418546916	0.5197248547078965	-0.2560644618422107	0.41900183049362805	8.82899327628554	6.854494418154875	8.414050944726041	11.126575424581477	4.624685810525398	4.00539998774259	6.448074996441805
ACH-000888	NCI-H1793	NCIH1793_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.454587186925478	8.835545165508693	-0.3086053682486265	-0.19046532856558973	0.48993324228608043	-0.2344951202573912	-1.1556567383033525	-0.811545494435759	-0.5140782148608499	0.09937244615319868	3.5921580021253603	3.891419186846079	7.000112706147543	10.192416116469978	4.812498225333564	2.8619553641448694	5.791553633388596
ACH-000033	NCI-H1819	NCIH1819_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.275239901744591	7.580899204225743	0.14596453227065295	0.1353967758719452	-0.6187337114407968	-0.42805192311707535	0.5330891154688643	0.24682848215260816	0.20473813921957226	-0.2830220641970951	8.868390453054454	7.038918989292302	8.97513145692134	8.9237731513984	3.680324356844016	2.678071905112638	5.95489421979703
ACH-000733	NCI-H1838	NCIH1838_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.839707698350368	7.210330413537888	0.19570831043558753	0.3529834121590144	0.5741750005317001	-0.09892881056427576	0.8241158623331047	0.7186934405073276	-0.26644940319439087	0.19767587160210748	9.466912564022314	8.971256135872146	8.566967329006122	10.469133019829592	4.2712762591759255	4.180307019969433	6.210232990095849
ACH-000414	NCI-H1944	NCIH1944_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	5.127633279725874	0.7048719644563528	-0.10755434753727577	-0.24980208951314847	0.7384231649369858	0.4550690020462249	-0.17952734811459856	-0.12344282825367683	-0.5323246004836389	0.04309516944393106	7.20955084173053	5.088311235888661	7.964571911559719	9.92432261656933	2.8196681834964554	3.2735158897021166	6.032100843167024
ACH-000587	NCI-H1975	NCIH1975_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.45022149589718	5.3125199674749455	-0.03326527218798738	0.08950955069459114	0.18790068556272582	0.435476126812691	0.5864548476702308	0.5922083820215925	0.10476788032641698	0.3271885056852187	9.285332856856376	8.853434323633527	7.356231862655397	10.784553057806097	5.287250643254617	3.017921907997262	6.174126737420928
ACH-000886	NCI-H2009	NCIH2009_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.349612971824522	8.03842520687726	-0.10953618142491912	-0.004005180832204224	0.5830278652130755	0.22111985326000042	1.4287923210295717	1.0209524042413238	-0.4317455202107639	0.1788198866048476	10.754887502163468	10.175175262129516	9.93110683302934	9.547453685127524	5.951867504326902	4.009884588931844	6.2761244052742375
ACH-000781	NCI-H2023	NCIH2023_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.599317793698226	1.7782085763980875	-0.04332329263514435	-0.11745913690398452	0.11425139268994386	0.057530505894900795	0.2576331173749254	0.17182335366616158	-0.08458669282399849	0.14352102639681014	8.00876474486344	6.562242424221073	8.622198278523644	9.725638921090177	1.1826922975161902	2.8639384504239715	6.079378111118652
ACH-000521	NCI-H2030	NCIH2030_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.070389327891398	0.4329594072761062	0.1000799471325891	0.41897982069145184	0.027503408010557152	0.48662597632984145	0.6950423271633155	0.5243673120288532	-0.2997535202011041	0.2622865853200914	9.015888903366054	9.003124332259471	8.253563880693019	9.874858429102035	0.3895668117627256	3.37851162325373	5.935931139752267
ACH-000590	NCI-H2073	NCIH2073_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.471187460386985	6.330737650206952	-0.9620110484708243	-1.1929828503526498	0.38103222491231203	0.4695725823299818	-0.3501505044310205	-0.49614419497917317	0.16580804651307948	-0.2633560241920358	7.087038456766948	6.457298788825798	5.914564523493939	8.432959407276106	5.984817174293587	3.049630767724601	5.414812060565847
ACH-000451	NCI-H2085	NCIH2085_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.717950543348598	8.03804103701151	-0.19796064628866586	0.1385298662426166	0.19459952093845356	-0.5558457320559856	0.16839869010422828	-0.08728539477388475	-0.4699139956894056	-0.07729063345385646	6.77597234930845	7.362119166725657	8.879950768412602	8.554512110538711	5.077670274232752	0.1110313123887439	6.371558862611963
ACH-000841	NCI-H2087	NCIH2087_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.3387809438947	8.132319783167718	0.03371649028830504	0.5229120322047283	0.4829208692553265	0.31622537700393305	0.9594224206918621	0.976843451944462	0.18350333665882176	0.33451266412251995	10.177544117674206	9.32535043318951	8.298841573112032	11.42385125550734	7.22901103701185	3.565597175854225	5.922911406258192
ACH-000311	NCI-H2122	NCIH2122_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.631649992945023	7.302227645681221	-0.5188987497007529	-1.1289995741613443	-0.0769608702032248	-0.06995476116441972	0.0650951913884068	0.09414393570807976	-0.5201245666643688	-0.1332958989518573	8.406460138944789	4.9415758618182375	8.219023275395251	10.13224265638462	4.718635616271338	0.0285691521967709	5.163498732282879
ACH-000785	NCI-H2126	NCIH2126_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.608365723163637	8.774490584953922	-0.21071592230105202	-0.26530143874703277	0.3285085395820229	0.18975241244198368	-0.31633894821390174	-0.1092960275992357	-0.12254979685886425	0.18668632668136612	7.216842842837263	4.803227036434928	7.308976041868697	10.635808795988089	2.773996325111173	1.9373443921502325	5.195741293246449
ACH-000447	NCI-H2228	NCIH2228_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	6.435461914479276	5.212569338850806	-0.04270762767749884	-0.1985597261869545	0.7114781501902709	0.5804454514138511	1.4261290711697872	1.3977443002949947	3.928321512882684	0.8105376950741316	10.24174486494015	10.589463892956095	10.19377174339668	11.855725021187205	7.384999544730041	3.0669502439246266	5.479618608469416
ACH-000718	NCI-H2291	NCIH2291_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	9.779932707234156	8.58942643932765	-0.2562744906251396	-0.34337226031872115	0.4743631068078005	0.5491619544735312	1.4042757480842056	1.3400607594569556	0.35512381492673545	0.33742311615578663	10.76834976197003	10.02707662314038	9.877268793781454	11.60408986146918	4.67072705449947	3.636914580355878	7.266036893995317
ACH-000900	NCI-H23	NCIH23_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.292781749227846	0.4436066514756145	-0.20435192642040484	0.14604593526873724	-0.029319298214092803	0.14597859555470688	0.20997606930485738	-0.0003723292866604777	-0.39242431819300805	-0.2530721767481456	8.385085853547684	7.678494507773734	6.967283907835657	8.894120494291556	1.550900664647523	4.865423978313134	5.627315001365048
ACH-000951	NCI-H2342	NCIH2342_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.997687581487513	7.909533114946893	-0.03996042343928218	-0.342636103075774	-0.06050734229145667	0.25776348682484457	-0.18729261506481806	-1.3396560835742928	-0.48822418453200545	-0.09759008211954988	6.852498298789891	5.614415386508126	7.91778975904161	2.548436624696042	3.548436624696042	1.6780719051126378	5.683696454306515
ACH-000875	NCI-H2347	NCIH2347_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	8.640027973286244	9.138297402341518	-0.023441567383524216	-0.3950595377689766	0.8055280378738191	0.6254781561830625	0.2903324010784322	-0.006235913619942357	-0.5531813250306264	0.2657629366469144	9.161711364597371	7.979110755015785	6.31124879044183	8.491131568412214	5.0557162635125446	4.269033146455237	6.074890720126339
ACH-000121	NCI-H2405	NCIH2405_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.188737187185129	1.3448284969974411	0.1902898513388911	-0.07990745692893883	0.6114890968110216	0.9403169043664246	0.8231170698981695	0.8402698864699442	1.3696129984902925	0.6117476376117797	9.45682667923924	9.363192983765376	8.256774802804644	11.2145619783118	5.328405658958567	3.12267271882414	6.081083928687635
ACH-000337	NCI-H3122	NCIH3122_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.350497247084133	7.42097076340615	-0.34308263382496484	-0.19822517582649138	-0.13570153263300924	-0.2556348130531409	-0.7504145536597457	-0.8779920298861221	0.09251010648346376	-0.2875370374570203	6.963705306579481	4.386810946472217	5.165911938935689	7.935400812980595	4.7349805234358895	1.250961573533219	4.7230123963923685
ACH-000837	NCI-H322	NCIH322_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.851686585733419	7.898389766534846	-0.23250489388058512	-0.007319028999070005	0.4738669627262775	-0.8203995879852687	-1.0740800712794596	-0.9367896812696992	-0.46374274033790547	-0.28670208172004463	3.6982184782244136	4.944858445807539	6.5470487505718	9.05636676102453	2.2172307162206693	4.048759311919856	6.920650594563984
ACH-000109	NCI-H3255	NCIH3255_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	10.91513244895065	9.574479999326677	0.043003036192410506	-0.22171528304406046	0.4241820912129522	0.6052168594474419	0.5284082300262223	0.4326645759253837	0.933530225942631	0.4815353644920332	9.200628917208723	7.33404976759958	8.310021950913274	10.07761687174007	6.20006486151431	1.9068905956085185	5.328405658958567
ACH-000860	NCI-H358	NCIH358_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	7.9341036373619165	7.492414035336726	0.02983546588645784	0.445872938283139	0.3046131574865924	0.23501028683981193	0.5071784488464616	0.4298052809487304	-0.33274077753392073	0.11186232335096397	9.83810087041245	7.108210793326365	7.593727245584596	10.157220599267408	4.903038270112912	3.742006210866737	6.954079959320971
