ligand	vs	n	rho	p
NECTIN4	tnk_ifn_minus_cyto	12	-0.25874125874125875	0.41677476889913817
NPNT	tnk_cyto	12	0.2937062937062937	0.3541476412329215
NPNT	tnk_ifn	12	-0.027972027972027972	0.9312343512018807
NPNT	tnk_ifn_minus_cyto	12	-0.30069930069930073	0.34225952894002437
NUCB2	tnk_cyto	12	-0.034965034965034975	0.9140933424107599
NUCB2	tnk_ifn	12	-0.25874125874125875	0.41677476889913817
NUCB2	tnk_ifn_minus_cyto	12	-0.27272727272727276	0.39109677094189615
OCLN	tnk_cyto	12	-0.34965034965034975	0.26523878689278996
OCLN	tnk_ifn	12	-0.5244755244755246	0.08001937592027474
OCLN	tnk_ifn_minus_cyto	12	-0.027972027972027972	0.9312343512018807
OMG	tnk_cyto	12	-0.32471277510267493	0.3031066884187855
OMG	tnk_ifn	12	-0.6046375812256706	0.03728122540893314
OMG	tnk_ifn_minus_cyto	12	0.03732330748306609	0.9083200595067416
PCSK9	tnk_cyto	12	0.23817899923503774	0.4559885528370966
PCSK9	tnk_ifn	12	-0.30472901372718064	0.33550782167645415
PCSK9	tnk_ifn_minus_cyto	12	-0.5183895865703763	0.08422878043475898
PDCD1LG2	tnk_cyto	12	0.19931981224774045	0.5345578860001882
PDCD1LG2	tnk_ifn	12	0.2883018712869103	0.36348304736055875
PDCD1LG2	tnk_ifn_minus_cyto	12	-0.08898205903916986	0.7833160832034807
PDGFA	tnk_cyto	12	-0.14685314685314685	0.6487957097846665
PDGFA	tnk_ifn	12	-0.027972027972027972	0.9312343512018807
PDGFA	tnk_ifn_minus_cyto	12	-0.16783216783216784	0.6020994277865379
PLAU	tnk_cyto	12	0.3846153846153847	0.21702022575997731
PLAU	tnk_ifn	12	0.46153846153846156	0.13094806950717272
PLAU	tnk_ifn_minus_cyto	12	-0.18881118881118883	0.5567370561768314
PLXNA1	tnk_cyto	12	-0.034965034965034975	0.9140933424107599
PLXNA1	tnk_ifn	12	-0.34965034965034975	0.26523878689278996
PLXNA1	tnk_ifn_minus_cyto	12	-0.2517482517482518	0.4299187850328841
PRNP	tnk_cyto	12	0.4685314685314686	0.12445479118883407
PRNP	tnk_ifn	12	0.5944055944055945	0.04152149441031857
PRNP	tnk_ifn_minus_cyto	12	-0.14685314685314685	0.6487957097846665
PSEN1	tnk_cyto	12	0.02097902097902098	0.9484022252365222
PSEN1	tnk_ifn	12	0.41958041958041964	0.1745190081300594
PSEN1	tnk_ifn_minus_cyto	12	0.22377622377622378	0.4844516614553987
PTDSS1	tnk_cyto	12	0.5664335664335665	0.054842119775407906
PTDSS1	tnk_ifn	12	0.8811188811188813	0.00015267406467669862
PTDSS1	tnk_ifn_minus_cyto	12	-0.08391608391608392	0.7954145018538978
PTPRC	tnk_cyto	12	-0.27272727272727276	0.39109677094189615
PTPRC	tnk_ifn	12	-0.5384615384615385	0.07089431754922311
PTPRC	tnk_ifn_minus_cyto	12	-0.013986013986013986	0.9655902689187796
PVR	tnk_cyto	12	0.4265734265734266	0.16669998762494498
PVR	tnk_ifn	12	0.21678321678321683	0.49855598552418845
PVR	tnk_ifn_minus_cyto	12	-0.5034965034965035	0.09515736659412467
RECK	tnk_cyto	12	-0.32867132867132864	0.2969041156887641
RECK	tnk_ifn	12	-0.18181818181818185	0.5717012385276553
RECK	tnk_ifn_minus_cyto	12	0.31468531468531474	0.3191387855033045
S100A4	tnk_cyto	12	0.5034965034965035	0.09515736659412467
S100A4	tnk_ifn	12	-0.013986013986013986	0.9655902689187796
S100A4	tnk_ifn_minus_cyto	12	-0.7972027972027973	0.0019003677255282697
S100A8	tnk_cyto	12	-0.30069930069930073	0.34225952894002437
S100A8	tnk_ifn	12	-0.37762237762237766	0.22620604493502647
S100A8	tnk_ifn_minus_cyto	12	-0.10489510489510491	0.7456094809807079
S100A9	tnk_cyto	12	-0.3636363636363637	0.24526500073077723
S100A9	tnk_ifn	12	-0.034965034965034975	0.9140933424107599
S100A9	tnk_ifn_minus_cyto	12	0.14685314685314685	0.6487957097846665
SDC2	tnk_cyto	12	-0.3916083916083916	0.20806346369535322
SDC2	tnk_ifn	12	-0.4055944055944056	0.19083587400450036
SDC2	tnk_ifn_minus_cyto	12	0.08391608391608392	0.7954145018538978
SECTM1	tnk_cyto	12	0.37762237762237766	0.22620604493502647
SECTM1	tnk_ifn	12	0.4755244755244756	0.118175957013032
SECTM1	tnk_ifn_minus_cyto	12	-0.16783216783216784	0.6020994277865379
SIRPA	tnk_cyto	12	0.30069930069930073	0.34225952894002437
SIRPA	tnk_ifn	12	0.2797202797202798	0.37856866966230307
SIRPA	tnk_ifn_minus_cyto	12	-0.07692307692307693	0.8121826980280591
SLPI	tnk_cyto	12	-0.034965034965034975	0.9140933424107599
SLPI	tnk_ifn	12	-0.5174825174825175	0.08486877113393476
SLPI	tnk_ifn_minus_cyto	12	-0.43356643356643365	0.15910576941219534
SPON2	tnk_cyto	12	-0.25874125874125875	0.41677476889913817
SPON2	tnk_ifn	12	-0.2377622377622378	0.45680085263992326
SPON2	tnk_ifn_minus_cyto	12	-0.18181818181818185	0.5717012385276553
SPP1	tnk_cyto	12	0.5324001159371432	0.07475628173890238
SPP1	tnk_ifn	12	0.3887921899277822	0.21164296722004278
SPP1	tnk_ifn_minus_cyto	12	-0.26269742562687987	0.40942819487836374
ST14	tnk_cyto	12	-0.09090909090909093	0.7787253962454419
ST14	tnk_ifn	12	0.1398601398601399	0.6646331617926677
ST14	tnk_ifn_minus_cyto	12	-0.02097902097902098	0.9484022252365222
TFPI	tnk_cyto	12	-0.5034965034965035	0.09515736659412467
TFPI	tnk_ifn	12	-0.2517482517482518	0.4299187850328841
TFPI	tnk_ifn_minus_cyto	12	0.2797202797202798	0.37856866966230307
TGFA	tnk_cyto	12	0.5034965034965035	0.09515736659412467
TGFA	tnk_ifn	12	0.7202797202797203	0.008239768712338435
TGFA	tnk_ifn_minus_cyto	12	-0.16083916083916086	0.6175234895401425
TGFB1	tnk_cyto	12	0.5314685314685316	0.07536233505348361
TGFB1	tnk_ifn	12	0.3916083916083916	0.20806346369535322
TGFB1	tnk_ifn_minus_cyto	12	-0.31468531468531474	0.3191387855033045
TGFBI	tnk_cyto	12	0.6304738215045117	0.027960259651026286
TGFBI	tnk_ifn	12	0.416813248661316	0.17767537372520567
TGFBI	tnk_ifn_minus_cyto	12	-0.4903685278368424	0.10554805393017472
TGM2	tnk_cyto	12	-0.3846153846153847	0.21702022575997731
TGM2	tnk_ifn	12	-0.034965034965034975	0.9140933424107599
TGM2	tnk_ifn_minus_cyto	12	0.2027972027972028	0.5273023541661079
TGOLN2	tnk_cyto	12	-0.44755244755244755	0.1445863013033476
TGOLN2	tnk_ifn	12	-0.5384615384615385	0.07089431754922311
TGOLN2	tnk_ifn_minus_cyto	12	0.02097902097902098	0.9484022252365222
THBS1	tnk_cyto	12	-0.32867132867132864	0.2969041156887641
THBS1	tnk_ifn	12	-0.46153846153846156	0.13094806950717272
THBS1	tnk_ifn_minus_cyto	12	0.1258741258741259	0.696683109395766
TIMP1	tnk_cyto	12	-0.0979020979020979	0.7621216559962992
TIMP1	tnk_ifn	12	-0.31468531468531474	0.3191387855033045
TIMP1	tnk_ifn_minus_cyto	12	-0.15384615384615385	0.6330906812462617
TIMP2	tnk_cyto	12	0.013986013986013986	0.9655902689187796
TIMP2	tnk_ifn	12	0.08391608391608392	0.7954145018538978
TIMP2	tnk_ifn_minus_cyto	12	-0.23076923076923078	0.470531995381542
TIMP3	tnk_cyto	12	-0.5104895104895105	0.08991373630263919
TIMP3	tnk_ifn	12	0.0	1.0
TIMP3	tnk_ifn_minus_cyto	12	0.5314685314685316	0.07536233505348361
TNC	tnk_cyto	12	-0.2447552447552448	0.44326193645018325
TNC	tnk_ifn	12	-0.31468531468531474	0.3191387855033045
TNC	tnk_ifn_minus_cyto	12	0.04895104895104895	0.8799185788786748
TNFSF9	tnk_cyto	12	0.5524475524475525	0.06251148327961523
TNFSF9	tnk_ifn	12	0.44755244755244755	0.1445863013033476
TNFSF9	tnk_ifn_minus_cyto	12	-0.25874125874125875	0.41677476889913817
TSLP	tnk_cyto	12	0.2537898243342131	0.42606072918826854
TSLP	tnk_ifn	12	0.6163467162402317	0.03281844159669357
TSLP	tnk_ifn_minus_cyto	12	0.1595250324386482	0.6204381188090293
TSPAN3	tnk_cyto	12	-0.32867132867132864	0.2969041156887641
TSPAN3	tnk_ifn	12	-0.44055944055944063	0.1517350357167303
TSPAN3	tnk_ifn_minus_cyto	12	-0.013986013986013986	0.9655902689187796
TSPAN33	tnk_cyto	12	-0.02097902097902098	0.9484022252365222
TSPAN33	tnk_ifn	12	0.013986013986013986	0.9655902689187796
TSPAN33	tnk_ifn_minus_cyto	12	0.07692307692307693	0.8121826980280591
TYROBP	tnk_cyto	12	-0.15384615384615385	0.6330906812462617
TYROBP	tnk_ifn	12	-0.22377622377622378	0.4844516614553987
TYROBP	tnk_ifn_minus_cyto	12	-0.16783216783216784	0.6020994277865379
ULBP2	tnk_cyto	12	0.45884483676161686	0.13350686946394802
ULBP2	tnk_ifn	12	0.39579745461116567	0.2028076432500999
ULBP2	tnk_ifn_minus_cyto	12	-0.15761845537612793	0.6246756664067578
VSIG10	tnk_cyto	12	-0.2027972027972028	0.5273023541661079
VSIG10	tnk_ifn	12	0.2657342657342658	0.4038330883147116
VSIG10	tnk_ifn_minus_cyto	12	0.2937062937062937	0.3541476412329215
WNT7B	tnk_cyto	12	0.6573426573426573	0.020185498509854093
WNT7B	tnk_ifn	12	0.2657342657342658	0.4038330883147116
WNT7B	tnk_ifn_minus_cyto	12	-0.5244755244755246	0.08001937592027474
