term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	note	contrast	rank_kind	n_sig	n_cell	n_genes_ranked	fdr_bh_headline	role	cell_iname	pert_id	guide
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.44221660699172455	1.8396894028852278	0.000999000999000999	84	0.3728157109642858	USP18,IFIT3,RIPK2,CSF1,IFIT2,IRF9,DDX60,DHX58,TRIM25,LPAR6,TDRD7,ELF1,CMTR1,TRIM14,MX1,RSAD2,ADAR,IFI44,LGALS3BP,ISG20,OASL,WARS,HERC6,TRAFD1,IFIH1	43		XPR025_A549.311_96H:D23	signature	1	1	12326		secondary	A549	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.2766834918613771	-0.9257542673874188	0.21078921078921078	20	-0.08151164150000001	HLA-B,TAPBP,TAP2,PSMB10,PSMB8,HLA-E,B2M,CALR	8		XPR025_A549.311_96H:D23	signature	1	1	12326	0.21078921078921078	headline	A549	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.15052645909025825	-0.711447409104607	0.5914085914085914	181	-0.026821449731491743	HIF1A,CFH,IL15RA,PSMA2,ITGB7,CXCL9,TRIM25,CD38,IRF8,IL18BP,IRF4,PSMB2,IL10RA,TXNIP,SOCS1,TNFAIP2,PTGS2,IFI27,IFIT2,PSMA3,MTHFD2,SLC25A28,IFIT1,IL4R,SRI	39		XPR025_AGS.311_96H:L07	signature	1	1	12326	0.5914085914085914	headline	AGS	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.3037663326705469	1.2927618757695005	0.03496503496503497	84	0.09563153625357143	EIF2AK2,IL15,CD74,TRIM26,ELF1,CASP8,PARP12,STAT2,TDRD7,IFITM3,MX1,CMTR1,TRIM5,CD47,TRIM21,IRF1,OASL,ISG20,OAS1,HERC6,IRF7,IFITM2,PSME2,UBA7,PROCR	32		XPR025_AGS.311_96H:L07	signature	1	1	12326		secondary	AGS	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.18868515777536715	0.5951322372176626	0.4355644355644356	20	-0.018223424404999983	CALR,ERAP1,IRF1,TAP1,B2M,TAP2	6		XPR025_AGS.311_96H:L07	signature	1	1	12326	0.5914085914085914	headline	AGS	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.14402654455201916	-0.8082142570881908	0.03396603396603397	181	0.16826552574033146	PLSCR1,IFI30,NCOA3,CASP4,PFKP,MVP,IFNAR2,STAT3,RIPK2,FPR1,HLA-B,NAMPT,TRAFD1,AUTS2,BTG1,NFKBIA,HLA-A,SOCS3,PSMB8,NUP93,BPGM,LGALS3BP,TNFAIP3,PIM1,ICAM1	26		XPR025_AGS.311_96H:D23	signature	1	1	12326	0.04895104895104895	headline	AGS	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.1665826145320093	0.6350312211387136	0.8731268731268731	84	0.17766807599999998	STAT2,PSMA3,IL4R,MX1,IRF7,TRIM25,IRF1,RNF31,HERC6,GMPR,IFI44,CCRL2,CD47,RSAD2,IFIT2,IL7,IFIH1,ISG15,TMEM140,CSF1,IFI44L,USP18,SLC25A28,ISG20	24		XPR025_AGS.311_96H:D23	signature	1	1	12326		secondary	AGS	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.3366061252850256	-1.2196679665525347	0.04895104895104895	20	-0.13019305600000003	TAP2,HLA-C,HLA-F,CALR,B2M,HLA-E,ERAP2,PDIA3,HLA-B,HLA-A,PSMB8	11		XPR025_AGS.311_96H:D23	signature	1	1	12326	0.04895104895104895	headline	AGS	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.26826012514333586	1.31127675554408	0.004995004995004995	181	0.06319338669861486	PLSCR1,ICAM1,PSMB8,RBCK1,IFITM3,PSMB9,IFITM2,CASP4,MX2,TNFAIP3,NMI,STAT3,CFB,RNF31,MVP,CASP7,STAT1,VAMP8,CCL7,PSME1,MX1,B2M,VCAM1,HLA-G,TAP1	51		XPR025_BICR6.311_96H:L07	signature	1	1	12326	0.00999000999000999	headline	BICR6	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.3168416401438027	1.3591424913877843	0.01898101898101898	84	0.06355710759701545	PLSCR1,PSMB8,IFITM3,PSMB9,IFITM2,NMI,RNF31,SELL,PSME1,MX1,B2M,HLA-C,TAP1,IFITM1,BST2,TMEM140,UBE2L6,STAT2,CD47,OGFR,LGALS3BP,IRF1,IRF9,CNP	24		XPR025_BICR6.311_96H:L07	signature	1	1	12326		secondary	BICR6	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.5306497219369337	1.6722246800789538	0.01098901098901099	20	0.3414290455500001	PSMB8,PSMB9,B2M,HLA-G,HLA-C,TAP1,HLA-F,HLA-B,HLA-E,IRF1	10		XPR025_BICR6.311_96H:L07	signature	1	1	12326	0.01098901098901099	headline	BICR6	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5297357294475741	2.5147942109844075	0.000999000999000999	181	0.603200463123757	PTGS2,IRF1,IFIT3,RSAD2,RTP4,CDKN1A,OASL,KLRK1,APOL6,ISG20,PSMB10,IFI35,IL15RA,ZBP1,ST8SIA4,CXCL11,CCL2,SLAMF7,UPP1,WARS,IFIT1,CD38,IFIH1,IL18BP,TRIM21	95		XPR025_BICR6.311_96H:D23	signature	1	1	12326	0.001998001998001998	headline	BICR6	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5327153045030052	2.2314345178787507	0.000999000999000999	84	0.6967586854404763	SAMD9,TMEM140,IRF1,IFIT3,RSAD2,RTP4,OASL,ISG20,LPAR6,IFI35,CXCL11,HLA-C,CCRL2,WARS,IFIH1,GMPR,TRIM21,IFI27,IRF7,RIPK2,IFIT2,IL15,CXCL10,PSME2,CASP1	47		XPR025_BICR6.311_96H:D23	signature	1	1	12326		secondary	BICR6	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.5369916935949136	1.6669735771867646	0.01098901098901099	20	0.537808152675	IRF1,TAPBPL,PSMB10,HLA-C,HLA-F	5		XPR025_BICR6.311_96H:D23	signature	1	1	12326	0.01098901098901099	headline	BICR6	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.20402337436143828	-0.9887051680452417	0.24075924075924077	181	-0.044550047650828664	SRI,CD86,WARS,TNFSF10,MVP,IL2RB,CCL5,ARL4A,ISG15,STAT3,OAS2,HLA-DMA,XCL1,TAPBP,IRF8,SLC25A28,OAS3,LGALS3BP,OASL,PTGS2,NCOA3,IFI44L,PARP12,IRF9,C1R	41		XPR025_ES2.311_96H:L07	signature	1	1	12326	0.26573426573426573	headline	ES2	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.2289251478308479	-0.9805794469461954	0.24675324675324675	84	-0.030464582130952378	SLC25A28,LGALS3BP,OASL,IFI44L,ELF1,PARP12,CSF1,OAS1,IFITM1,IRF9,LAP3,TENT5A,TDRD7,TRAFD1,CMTR1,ADAR	16		XPR025_ES2.311_96H:L07	signature	1	1	12326		secondary	ES2	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.300551322866186	0.9416138332007246	0.26573426573426573	20	0.1816348372	ERAP2,PSMB8,PSMB10,HLA-B,PDIA3,HLA-A,HLA-C	7		XPR025_ES2.311_96H:L07	signature	1	1	12326	0.26573426573426573	headline	ES2	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.3200773209880399	1.5363755556180603	0.001998001998001998	181	0.18526355438287292	JAK2,ARID5B,RTP4,SECTM1,CFB,CASP7,IRF1,IDO1,ISOC1,APOL6,IL15,TOR1B,CCL7,GZMA,IL7,CXCL11,STAT4,CXCL10,TNFAIP2,CD40,IFIH1,SERPING1,PSMA2,PLA2G4A,IFIT2	52		XPR025_ES2.311_96H:D23	signature	1	1	12326	0.003996003996003996	headline	ES2	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.3414409744857719	1.4395972821279812	0.015984015984015984	84	0.21540702731904754	RTP4,IRF1,IL15,SELL,IL7,CXCL11,LPAR6,CXCL10,CSF1,IFIH1,TRIM5,IFIT2,IFI27,LAP3,WARS,IL4R,PSMB9,IRF2,SAMD9,USP18,STAT2,NMI,UBA7,IFITM1,CCRL2	32		XPR025_ES2.311_96H:D23	signature	1	1	12326		secondary	ES2	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.3225985757802681	0.993333220359168	0.24475524475524477	20	0.19971674629999997	IRF1,TAPBPL,CALR,PDIA3,PSMB9,ERAP2,ERAP1,HLA-F,B2M,HLA-G,TAP1,TAP2,CANX	13		XPR025_ES2.311_96H:D23	signature	1	1	12326	0.24475524475524477	headline	ES2	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5897584663603656	3.0312649984502356	0.000999000999000999	181	0.36219074713259664	UBE2L6,DDX60,FAS,BST2,DHX58,PARP12,IRF7,PSMB8,IL15RA,APOL6,OASL,IFIT2,EIF2AK2,TDRD7,SP110,IL7,IFIT3,HERC6,TRIM14,TAP1,STAT1,IFIH1,PSMB9,DDX58,ISG20	96		XPR025_HT29.311_96H:L07	signature	1	1	12326	0.001998001998001998	headline	HT29	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.690359435428168	3.1185878233123914	0.000999000999000999	84	0.5557842503488095	SAMD9,UBE2L6,DDX60,UBA7,BST2,DHX58,PARP12,IRF7,PSMB8,OASL,IFIT2,EIF2AK2,TDRD7,SP110,TRIM5,IL7,IFIT3,HERC6,TRIM14,TAP1,IFIH1,PSMB9,ISG20,OAS1,ISG15	60		XPR025_HT29.311_96H:L07	signature	1	1	12326		secondary	HT29	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.5881183723064448	1.9174734510261477	0.002997002997002997	20	0.3846751565	PSMB8,TAP1,ERAP1,PSMB9,TAPBPL,HLA-G,PSMB10,ERAP2,HLA-F,TAPBP,TAP2,HLA-B,IRF1	13		XPR025_HT29.311_96H:L07	signature	1	1	12326	0.002997002997002997	headline	HT29	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.24286985271206793	0.9842443953507128	0.5304695304695305	181	0.34897081566187843	CASP3,NCOA3,FCGR1A,PTPN1,IL18BP,CCL7,PML,PTPN6,PLA2G4A,RBCK1,IL15RA,AUTS2,SRI,NOD1,SOCS1,UPP1,TRIM21,CSF2RB,PLSCR1,ZBP1,ICAM1,ISOC1,PELI1,WARS,SSPN	88		XPR025_HT29.311_96H:D23	signature	1	1	12326	0.7482517482517482	headline	HT29	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.3430982919703702	1.2889395144822475	0.08791208791208792	84	0.4315393273809524	CCRL2,CSF1,CD47,TRIM21,PLSCR1,WARS,SAMD9,CASP1,GMPR,IFIT2,HLA-C,TRIM5,IL15,IFIH1,IRF9,TMEM140,IFI44,LAMP3,STAT2,EIF2AK2,SP110,UBE2L6,TRIM25,SLC25A28,RNF31	49		XPR025_HT29.311_96H:D23	signature	1	1	12326		secondary	HT29	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.20848274963299865	0.6158724209258595	0.7482517482517482	20	0.293989239	CALR,ERAP1,HLA-C,HLA-F,TAPBPL,HLA-G,CANX,PSMB9,PSMB8,TAP1	10		XPR025_HT29.311_96H:D23	signature	1	1	12326	0.7482517482517482	headline	HT29	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.2609662107242538	1.340420831148101	0.003996003996003996	181	0.04713419107845307	CASP7,PSME1,PSMB10,JAK2,PLA2G4A,CDKN1A,P2RY14,SLAMF7,CXCL11,PTPN1,VAMP8,PELI1,XCL1,GZMA,SAMHD1,GCH1,CXCL9,RIPK1,IDO1,PTGS2,HLA-DMA,CASP8,IL6,CCL5,VAMP5	57		XPR025_MCF7.311_96H:L07	signature	1	1	12326	0.007992007992007992	headline	MCF7	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.16518538167808372	0.7437570321399152	0.33666333666333664	84	-0.0140306148642857	PSME1,CD47,CNP,CXCL11,CASP8,ELF1,TXNIP,TMEM140,SLC25A28,IFIT3,PSME2,TENT5A,CXCL10,PARP12,GBP2,RIPK2,IL15,IRF1,IFI35,LPAR6,CD74,SP110,CSF1,IRF2	24		XPR025_MCF7.311_96H:L07	signature	1	1	12326		secondary	MCF7	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.4816046225145172	1.568177125099007	0.012987012987012988	20	0.11775941463000002	ERAP2,PSMB10	2		XPR025_MCF7.311_96H:L07	signature	1	1	12326	0.012987012987012988	headline	MCF7	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.19814707178591864	-1.0294000400891763	0.12687312687312688	181	0.04966162206077347	IRF9,LGALS3BP,RTP4,OAS2,PTPN6,IFI27,RIPK2,HERC6,CD69,IFI35,PSMB2,TDRD7,IFI44,TRIM25,ISG15,MTHFD2,XAF1,NOD1,TRIM21,IFI44L,PSME1,IFIT1,PTPN2,IFIT3,PLSCR1	30		XPR025_MCF7.311_96H:D23	signature	1	1	12326	0.13886113886113885	headline	MCF7	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.3766251263380529	-1.7303618327647954	0.000999000999000999	84	-0.17899859760714282	IFIH1,IRF7,MX1,USP18,ELF1,PSMA3,IFITM2,RSAD2,IRF9,LGALS3BP,RTP4,IFI27,RIPK2,HERC6,IFITM1,IFI35,TDRD7,TENT5A,IFI44,TRIM25,OAS1,ISG15,TRIM21,IFI44L,PSME1	30		XPR025_MCF7.311_96H:D23	signature	1	1	12326		secondary	MCF7	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.3773847180805287	1.1710771881595645	0.13886113886113885	20	0.2522808888	TAPBPL,TAP1,IRF1,HLA-C,HLA-G,HLA-F,PSMB9,ERAP1,PSMB8,HLA-B	10		XPR025_MCF7.311_96H:D23	signature	1	1	12326	0.13886113886113885	headline	MCF7	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.10061446719077985	0.4547917849487781	0.8771228771228772	181	0.08482380403314925	HLA-DRB1,PSMB9,DDX58,PLA2G4A,HLA-DQA1,PML,IFI35,IFI27,GPR18,CCL7,CIITA,UBE2L6,CASP8,RIPK1,B2M,IFI30,FCGR1A,IL7,TRIM25,DDX60,BST2,ZBP1,HLA-DMA,SERPING1,IRF8	53		XPR025_PC3.311B_96H:L07	signature	1	1	12326	0.8771228771228772	headline	PC3	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.14730356652777485	0.5912928250413879	0.7802197802197802	84	0.09035049445238094	PSMB9,IFI35,TRIM5,IFI27,IFITM1,UBE2L6,CASP8,B2M,IFI30,IL7,TRIM25,DDX60,TMEM140,BST2,LAMP3,CD74,RIPK2,IRF1	18		XPR025_PC3.311B_96H:L07	signature	1	1	12326		secondary	PC3	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.35628552020796106	1.0781572322309454	0.23476523476523475	20	0.29081652525	PSMB9,ERAP1,B2M,HLA-G,HLA-F,IRF1,PSMB8,TAPBPL,PDIA3,HLA-B,HLA-C,PSMB10,CANX	13		XPR025_PC3.311B_96H:L07	signature	1	1	12326	0.4695304695304695	headline	PC3	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.34107181383338725	-1.4570415864836634	0.005994005994005994	181	-0.27938211291712717	CCL7,P2RY14,PTPN2,ISG20,MT2A,SECTM1,IFIT1,CCL2,TNFAIP3,FPR1,STAT4,PSMA2,ITGB7,IL6,DHX58,IRF2,PSMB9,APOL6,IRF4,TDRD7,PML,BPGM,IFI44,DDX60,SERPING1	58		XPR025_PC3.311B_96H:D23	signature	1	1	12326	0.00999000999000999	headline	PC3	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.36442461757471295	-1.4258935291529407	0.02197802197802198	84	-0.2970840532380952	UBA7,GBP2,ISG20,CSF1,DHX58,IRF2,PSMB9,SELL,TDRD7,TMEM140,IFI44,DDX60,RSAD2,PSME2,LPAR6,IFIT2,LAMP3,RTP4,EIF2AK2,NMI,LAP3,MX1,PSME1,IL7,CASP1	28		XPR025_PC3.311B_96H:D23	signature	1	1	12326		secondary	PC3	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.4396381363235036	1.5472576974487362	0.00999000999000999	20	0.13336095650000002	HLA-C,HLA-B,PDIA3,HLA-E,CALR,HLA-G,HLA-A,TAPBP,HLA-F,TAP1	10		XPR025_PC3.311B_96H:D23	signature	1	1	12326	0.00999000999000999	headline	PC3	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.18166223315618726	-0.8196216993455236	0.7352647352647352	181	-0.10081039445447515	CFB,C1R,PSMB10,ARL4A,IFIT2,PSMB9,IL15,CXCL10,TNFAIP6,RSAD2,STAT2,CXCL9,CMTR1,BTG1,SSPN,BANK1,CD69,DDX60,FCGR1A,DDX58,SECTM1,VAMP5,TRIM25,SOCS1,TRIM14	39		XPR025_U251MG.311_96H:L07	signature	1	1	12326	0.7352647352647352	headline	U251MG	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.141663113871146	0.6712949449802431	0.23276723276723277	84	-0.06696011026428572	IFITM2,IFI35,ADAR,UBE2L6,LPAR6,CNP,PSME2,USP18,IFITM3,MX1,LGALS3BP,PSMB8	12		XPR025_U251MG.311_96H:L07	signature	1	1	12326		secondary	U251MG	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.41786588613405057	-1.2630113321836112	0.11788211788211789	20	-0.40641617620000003	TAPBP,HLA-F,B2M,HLA-E,TAPBPL,HLA-A,HLA-B,TAP1,HLA-C,PSMB10,PSMB9,CALR,CANX,ERAP1,HLA-G	15		XPR025_U251MG.311_96H:L07	signature	1	1	12326	0.23576423576423577	headline	U251MG	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.275050530144038	1.2313590189827912	0.08791208791208792	181	0.4637872060331492	ICAM1,ZBP1,IL7,LAP3,CD38,SOD2,IRF7,STAT4,PLA2G4A,RIPK1,CCL7,PTGS2,SLAMF7,CASP1,PSMB9,SECTM1,RIPK2,CSF2RB,CXCL11,IRF1,XCL1,IDO1,PSMB10,PELI1,KLRK1	76		XPR025_U251MG.311_96H:D23	signature	1	1	12326	0.08791208791208792	headline	U251MG	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.26949357992575274	1.0932579813793706	0.3036963036963037	84	0.39593623845238085	IL7,LAP3,CCRL2,IRF7,CSF1,CASP1,PSMB9,RIPK2,CXCL11,IRF1,LPAR6,IRF9,TMEM140,PROCR,ISG20,IFIH1,DHX58,RTP4,RNF31,IFIT2,IL4R,TAP1,IFI27,RSAD2	24		XPR025_U251MG.311_96H:D23	signature	1	1	12326		secondary	U251MG	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.3186946117129788	-1.1879335938093554	0.06393606393606394	20	-0.1370233035	TAPBP,PSMB8,HLA-C,HLA-F,CANX,HLA-A,HLA-B,B2M,HLA-G,ERAP2	10		XPR025_U251MG.311_96H:D23	signature	1	1	12326	0.08791208791208792	headline	U251MG	BRDN0001498879	D23
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.24115492716958709	1.2763412177694085	0.004995004995004995	181	-0.022349997464088438	MX2,MTHFD2,PTPN1,ADAR,STAT3,IL6,PNP,IFITM2,CDKN1A,NUP93,WARS,LGALS3BP,IRF5,MX1,RSAD2,BANK1,PIM1,IFNAR2,BST2,PSMB2,SP110,UPP1,IRF7,PTPN2,XAF1	54		XPR025_YAPC.311_96H:L07	signature	1	1	12326	0.00999000999000999	headline	YAPC	BRDN0001498584	L07
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.34487861562667044	1.6160043168099623	0.000999000999000999	84	0.10656419558333334	ADAR,IFITM2,TENT5A,WARS,LGALS3BP,SELL,MX1,RSAD2,BST2,SP110,OAS1,IRF7,PROCR,IFI44,USP18,LAMP3,IFITM1,OASL,IFI27,TRAFD1,IFI44L,TRIM14,LAP3,PARP12,SAMD9	31		XPR025_YAPC.311_96H:L07	signature	1	1	12326		secondary	YAPC	BRDN0001498584	L07
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.2437415897583686	-0.7432657608466405	0.5234765234765235	20	-0.08690965735	CANX,HLA-F,ERAP1,TAP2,PSMB9,TAPBPL	6		XPR025_YAPC.311_96H:L07	signature	1	1	12326	0.5234765234765235	headline	YAPC	BRDN0001498584	L07
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.24432658690978373	1.1100903698031466	0.2037962037962038	181	0.12324059066740324	STAT4,CXCL10,FPR1,CD40,CD86,IFNAR2,CMKLR1,BPGM,TXNIP,SOCS1,MARCH1,IL2RB,CXCL9,TNFAIP6,SLAMF7,CIITA,IDO1,XCL1,IL10RA,HLA-DQA1,DHX58,ARID5B,RBCK1,CFB,SOCS3	42		XPR025_YAPC.311_96H:D23	signature	1	1	12326	0.24975024975024976	headline	YAPC	BRDN0001498879	D23
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.2684743893355351	-1.2772881398900706	0.012987012987012988	84	-0.060262114960714284	PLSCR1,NMI,RNF31,OASL,LAMP3,PSMA3,IFIT3,TRIM5,USP18,IFI35,LGALS3BP,IFIH1,PSME2,IFITM3,SP110,IFI30,STAT2,OAS1,IFI44,TDRD7,SLC25A28,B2M,ADAR,SAMD9,TRIM25	28		XPR025_YAPC.311_96H:D23	signature	1	1	12326		secondary	YAPC	BRDN0001498879	D23
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	-0.2612293142598436	-0.8694119397077085	0.24975024975024976	20	-0.041196535500000034	HLA-G,ERAP2,HLA-B,HLA-E,CANX,B2M,CALR,HLA-A	8		XPR025_YAPC.311_96H:D23	signature	1	1	12326	0.24975024975024976	headline	YAPC	BRDN0001498879	D23
