term	symbol	in_matrix	max_fpkm	log2FC_MCF7	log2FC_T47D	log2FC_mean	dir_MCF7	dir_T47D
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF7	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF8	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	IRF9	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISG15	1	50.6308	0.105038	-1.90557	-0.900264	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISG20	1	17.6551	0.967285	-0.61477	0.176257	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	ISOC1	1	69.1496	-0.211525	0.166905	-0.0223102	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	ITGB7	1	3.00379	-0.948621	-0.493372	-0.720997	DOWN	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	JAK2	1	12.1464	0.939502	-0.912896	0.013303	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	KLRK1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	LAP3	1	63.0471	-0.0304796	0.14292	0.0562203	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	LATS2	1	6.60745	-0.39875	0.0231833	-0.187783	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	LCP2	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	LGALS3BP	1	9.08893	1.11412	-1.20969	-0.0477853	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	LY6E	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	LYSMD2	1	35.4127	-0.048374	0.649657	0.300641	FLAT	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	MARCHF1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	METTL7B	1	3.24849	0.44023	0.510249	0.475239	UP	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	MT2A	1	233.152	-0.85812	0.193841	-0.33214	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	MTHFD2	1	155.121	0.333879	0.134698	0.234289	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	MVP	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	MX1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	MX2	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	MYD88	1	4.24161	-0.184126	-0.10523	-0.144678	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	NAMPT	1	49.0448	0.325096	-0.980366	-0.327635	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	NCOA3	1	254.272	0.0466011	-0.0298931	0.00835399	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	NFKB1	1	10.3842	-0.174071	-0.0415996	-0.107835	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	NFKBIA	1	56.2763	-0.546977	-0.313568	-0.430272	DOWN	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	NLRC5	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	NMI	1	11.382	0.679329	-0.281149	0.19909	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	NOD1	1	18.8469	0.469789	-1.00889	-0.26955	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	NUP93	1	47.8222	-0.267973	0.470457	0.101242	DOWN	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	OAS2	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	OAS3	1	7.1991	-0.532691	-1.14101	-0.836852	DOWN	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	OASL	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	OGFR	1	37.4745	0.209443	-0.225884	-0.00822018	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	P2RY14	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	PARP12	1	2.86806	0.124936	-0.421566	-0.148315	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	PARP14	1	10.4567	0.107413	-0.202551	-0.0475691	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PDE4B	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	PELI1	1	5.6286	1.07374	0.31903	0.696383	UP	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	PFKP	1	152.765	0.471747	0.14666	0.309204	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PIM1	1	8.70214	0.266042	-0.0120403	0.127001	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PLA2G4A	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	PLSCR1	1	11.4673	0.0457943	0.180802	0.113298	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PML	1	3.00361	0.394209	-0.316506	0.0388516	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	PNP	1	89.2699	0.119019	0.222151	0.170585	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PNPT1	1	161.638	0.39068	0.285147	0.337914	UP	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMA2	1	390.117	0.176691	-0.310224	-0.0667669	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMA3	1	100.34	-0.0729802	0.190591	0.0588055	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB10	1	22.8328	0.357413	-0.0427146	0.157349	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB2	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB8	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSMB9	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSME1	1	169.28	-0.414675	-0.23389	-0.324282	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PSME2	1	109.702	-0.117364	-0.354203	-0.235783	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTGS2	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN1	1	48.05	-0.145096	0.19162	0.023262	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN2	1	68.4463	0.0207452	0.178896	0.0998205	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	PTPN6	1	2.73604	-0.309787	0.261871	-0.023958	DOWN	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	RAPGEF6	1	31.7756	0.281071	-0.269169	0.00595097	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	RBCK1	1	21.0014	0.121213	-0.108621	0.00629591	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIPK1	1	13.9285	-0.307861	-0.23072	-0.26929	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	RIPK2	1	24.2253	0.185815	-0.0122197	0.0867978	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	RNF213	1	7.02718	-0.31174	-0.286712	-0.299226	DOWN	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	RNF31	1	6.23844	0.0703154	-0.220195	-0.0749398	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	RSAD2	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	RTP4	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	SAMD9L	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	SAMHD1	1	10.8961	0.47317	0.111653	0.292411	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	SECTM1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	SELP	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	SERPING1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	SLAMF7	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	SLC25A28	1	10.2605	0.0400115	-0.490169	-0.225079	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOCS1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOCS3	1	6.03821	-1.11033	0.0326053	-0.538863	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	SOD2	1	30.9824	0.228968	0.0615997	0.145284	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	SP110	1	2.90795	0.846318	-0.0471476	0.399585	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	SPPL2A	1	135.978	-0.166514	0.536639	0.185063	FLAT	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	SRI	1	62.7487	-0.219665	-0.554513	-0.387089	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	SSPN	1	2.24069	-0.0388292	-0.459502	-0.249166	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	ST3GAL5	1	3.96974	0.232257	0.380416	0.306337	FLAT	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	ST8SIA4	1	26.6858	-1.82385	0.204953	-0.809451	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT1	1	34.9779	-0.0531648	0.104113	0.0254743	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT2	1	8.83472	-0.281091	0.0154908	-0.1328	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT3	1	11.8871	0.561869	0.0419096	0.301889	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	STAT4	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	TAP1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	TAPBP	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	TDRD7	1	12.4733	0.0824828	-0.00947233	0.0365052	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP2	1	4.48773	-2.17303	-1.35523	-1.76413	DOWN	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP3	1	4.57688	0.854106	0.670948	0.762527	UP	UP
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFAIP6	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	TNFSF10	1	2.44629	-1.60514	0.0860363	-0.759549	DOWN	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	TOR1B	1	11.0002	-0.0854539	0.0694278	-0.00801305	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRAFD1	1	39.0898	-0.200713	-0.035525	-0.118119	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM14	1	3.03428	0.887708	-0.0990199	0.394344	UP	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM21	1	11.2586	0.64643	-0.922704	-0.138137	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM25	1	16.2147	-0.116495	-0.225012	-0.170753	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	TRIM26	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	TXNIP	1	124.746	0.265714	-0.707932	-0.221109	UP	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	UBE2L6	1	4.50552	0.0959017	-0.345771	-0.124935	FLAT	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	UPP1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	USP18	1	15.5443	-0.392744	-0.347802	-0.370273	DOWN	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	VAMP5	1	9.87503	-0.266268	-0.347191	-0.30673	DOWN	DOWN
HALLMARK_INTERFERON_GAMMA_RESPONSE	VAMP8	1	109.874	-0.0040076	-0.198091	-0.101049	FLAT	FLAT
HALLMARK_INTERFERON_GAMMA_RESPONSE	VCAM1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	WARS1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	XAF1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	XCL1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	ZBP1	0						
HALLMARK_INTERFERON_GAMMA_RESPONSE	ZNFX1	1	14.4871	-0.254092	-0.122218	-0.188155	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	ADAR	1	52.6027	0.0460881	-0.0842627	-0.0190873	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	B2M	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	BATF2	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	BST2	1	8.22435	-0.730416	-3.59137	-2.16089	DOWN	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	C1S	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	CASP1	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	CASP8	1	3.97192	0.614373	-0.066536	0.273918	UP	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	CCRL2	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	CD47	1	43.8661	-0.637115	-0.129806	-0.38346	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	CD74	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	CMPK2	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	CMTR1	1	44.1782	0.211082	-0.216097	-0.00250746	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	CNP	1	24.9706	0.311535	0.103071	0.207303	UP	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	CSF1	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	CXCL10	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	CXCL11	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	DDX60	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	DHX58	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	EIF2AK2	1	12.8619	-0.0650468	0.184433	0.0596933	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	ELF1	1	38.4286	-0.553259	-0.0964125	-0.324836	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	EPSTI1	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	GBP2	1	7.38002	-0.793783	-0.227136	-0.510459	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	GBP4	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	GMPR	1	16.4528	0.374649	0.0983885	0.236519	UP	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	HELZ2	1	10.5116	0.00535538	-0.445501	-0.220073	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	HERC6	1	6.08454	0.368238	0.240041	0.304139	UP	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	HLA-C	1	10.8526	1.28676	-0.498937	0.393911	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI27	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI30	1	100.487	-0.108426	0.717372	0.304473	FLAT	UP
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI35	1	2.8439	0.0660632	-1.85552	-0.894726	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI44	1	6.45941	-1.14046	-2.76079	-1.95063	DOWN	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFI44L	1	1.57567	-0.906921	0.238723	-0.334099	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFIH1	1	3.83419	1.1228	-0.401838	0.36048	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFIT2	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFIT3	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFITM1	1	10.783	-0.426151	0.181626	-0.122262	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFITM2	1	81.1973	-1.0669	0.653112	-0.206892	DOWN	UP
HALLMARK_INTERFERON_ALPHA_RESPONSE	IFITM3	1	83.025	-1.17308	0.143917	-0.514583	DOWN	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	IL15	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	IL4R	1	3.27696	-0.391694	-0.662946	-0.52732	DOWN	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	IL7	1	2.16135	0.458357	-1.46307	-0.502357	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF1	1	4.0123	-0.154147	-0.477468	-0.315808	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF2	1	6.25746	0.0291634	-0.189308	-0.0800723	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF7	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	IRF9	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	ISG15	1	50.6308	0.105038	-1.90557	-0.900264	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	ISG20	1	17.6551	0.967285	-0.61477	0.176257	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	LAMP3	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	LAP3	1	63.0471	-0.0304796	0.14292	0.0562203	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	LGALS3BP	1	9.08893	1.11412	-1.20969	-0.0477853	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	LPAR6	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	LY6E	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	MOV10	1	25.0327	-0.399173	0.336378	-0.0313978	DOWN	UP
HALLMARK_INTERFERON_ALPHA_RESPONSE	MVB12A	1	14.1343	0.230793	-0.184456	0.0231683	FLAT	FLAT
HALLMARK_INTERFERON_ALPHA_RESPONSE	MX1	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	NCOA7	1	5.31893	0.11995	0.369553	0.244752	FLAT	UP
HALLMARK_INTERFERON_ALPHA_RESPONSE	NMI	1	11.382	0.679329	-0.281149	0.19909	UP	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	NUB1	1	30.636	-0.0527221	-0.416781	-0.234751	FLAT	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	OAS1	1	1.96057	-1.07286	-0.612497	-0.84268	DOWN	DOWN
HALLMARK_INTERFERON_ALPHA_RESPONSE	OASL	0						
HALLMARK_INTERFERON_ALPHA_RESPONSE	OGFR	1	37.4745	0.209443	-0.225884	-0.00822018	FLAT	FLAT
