gene	T47D	MCF7
LIN52	both_KO_above_both_WT	both_KO_above_both_WT
LIN54	both_KO_above_both_WT	both_KO_above_both_WT
LIN7A	both_KO_above_both_WT	both_KO_below_both_WT
LIN7B	overlap	overlap
LIN7C	both_KO_above_both_WT	both_KO_above_both_WT
LIN9	both_KO_below_both_WT	both_KO_above_both_WT
LINC00032	both_KO_above_both_WT	overlap
LINC00094	overlap	both_KO_above_both_WT
LINC00116	overlap	both_KO_above_both_WT
LINC00265-2P	overlap	overlap
LINC00265-3P	overlap	overlap
LINC00266-2P	overlap	overlap
LINC00282	overlap	both_KO_below_both_WT
LINC00328-2P	overlap	overlap
LINC00339	both_KO_below_both_WT	overlap
LINC00431	overlap	overlap
LINC00634	both_KO_below_both_WT	both_KO_above_both_WT
LINC00643	overlap	both_KO_below_both_WT
LINC00672	overlap	overlap
LINC00674	overlap	overlap
LINC00675	both_KO_above_both_WT	both_KO_below_both_WT
LINC00680	overlap	both_KO_below_both_WT
LINC00694	overlap	both_KO_above_both_WT
LINC00854	overlap	overlap
LINC00888	both_KO_below_both_WT	both_KO_above_both_WT
LINC00890	overlap	overlap
LINC00933	overlap	overlap
LINC00959	both_KO_below_both_WT	both_KO_below_both_WT
LINC00993	both_KO_above_both_WT	both_KO_above_both_WT
LINC01085	overlap	both_KO_below_both_WT
LINC01125	both_KO_below_both_WT	overlap
LINC01225	overlap	overlap
LINC01347	overlap	both_KO_above_both_WT
LINC01399	both_KO_below_both_WT	overlap
LINC01529	overlap	both_KO_above_both_WT
LINC01556	overlap	overlap
LINC01835	overlap	overlap
LINC01881	overlap	overlap
LINC02210	both_KO_above_both_WT	both_KO_above_both_WT
LINC02210-CRHR1	overlap	overlap
LINC02495	overlap	overlap
LINGO1	overlap	both_KO_below_both_WT
LINGO2	overlap	overlap
LINGO3	both_KO_below_both_WT	overlap
LINGO4	overlap	both_KO_below_both_WT
LINS1	both_KO_below_both_WT	overlap
LIPA	both_KO_below_both_WT	both_KO_above_both_WT
LIPC	overlap	overlap
LIPE	overlap	overlap
LIPF	overlap	overlap
LIPG	overlap	overlap
LIPH	both_KO_below_both_WT	both_KO_below_both_WT
LIPI	overlap	overlap
LIPJ	overlap	overlap
LIPK	overlap	overlap
LIPM	overlap	overlap
LIPN	overlap	overlap
LIPT1	overlap	both_KO_above_both_WT
LIPT1P1	overlap	overlap
LIPT2	overlap	both_KO_above_both_WT
LITAF	both_KO_below_both_WT	both_KO_below_both_WT
LIX1	overlap	overlap
LIX1L	both_KO_above_both_WT	overlap
LKAAEAR1	overlap	overlap
LLGL1	both_KO_above_both_WT	both_KO_below_both_WT
LLGL2	both_KO_below_both_WT	overlap
LLPH	both_KO_above_both_WT	both_KO_above_both_WT
LLPHP1	overlap	overlap
LLPHP2	overlap	both_KO_below_both_WT
LMAN1	overlap	both_KO_above_both_WT
LMAN1L	both_KO_above_both_WT	overlap
LMAN2	both_KO_below_both_WT	both_KO_above_both_WT
LMAN2L	overlap	both_KO_above_both_WT
LMBR1	both_KO_below_both_WT	both_KO_above_both_WT
LMBR1L	overlap	both_KO_above_both_WT
LMBRD1	overlap	both_KO_below_both_WT
LMBRD2	both_KO_above_both_WT	both_KO_above_both_WT
LMCD1	both_KO_below_both_WT	both_KO_above_both_WT
LMF1	both_KO_below_both_WT	overlap
LMF2	both_KO_below_both_WT	both_KO_above_both_WT
LMLN	overlap	both_KO_above_both_WT
LMNA	both_KO_below_both_WT	both_KO_below_both_WT
LMNB1	overlap	both_KO_below_both_WT
LMNB2	overlap	both_KO_above_both_WT
LMNTD1	both_KO_below_both_WT	overlap
LMNTD2	overlap	overlap
LMO1	overlap	both_KO_above_both_WT
LMO2	overlap	both_KO_below_both_WT
LMO3	both_KO_below_both_WT	both_KO_below_both_WT
LMO4	both_KO_above_both_WT	both_KO_below_both_WT
LMO7	both_KO_below_both_WT	both_KO_below_both_WT
LMO7DN	overlap	overlap
LMOD1	overlap	both_KO_below_both_WT
LMOD2	overlap	both_KO_below_both_WT
LMOD3	both_KO_below_both_WT	both_KO_below_both_WT
LMTK2	both_KO_below_both_WT	overlap
LMTK3	both_KO_below_both_WT	both_KO_above_both_WT
LMX1A	overlap	both_KO_above_both_WT
LMX1B	overlap	both_KO_below_both_WT
LNP1	overlap	both_KO_above_both_WT
LNPEP	both_KO_below_both_WT	overlap
LNPK	both_KO_below_both_WT	both_KO_above_both_WT
LNX1	overlap	overlap
LNX2	both_KO_above_both_WT	both_KO_below_both_WT
LO000005.1	both_KO_above_both_WT	both_KO_below_both_WT
LONP1	both_KO_below_both_WT	both_KO_above_both_WT
LONP2	overlap	both_KO_above_both_WT
LONRF1	overlap	overlap
LONRF2	both_KO_above_both_WT	both_KO_above_both_WT
LONRF2P2	overlap	overlap
LONRF3	overlap	both_KO_above_both_WT
LOR	overlap	overlap
LOX	overlap	both_KO_above_both_WT
LOXHD1	overlap	overlap
LOXL1	overlap	both_KO_below_both_WT
LOXL2	both_KO_below_both_WT	overlap
LOXL3	both_KO_above_both_WT	both_KO_above_both_WT
LOXL4	overlap	overlap
LPA	overlap	overlap
LPAL2	overlap	overlap
LPAR1	overlap	overlap
LPAR2	both_KO_below_both_WT	both_KO_below_both_WT
LPAR3	both_KO_below_both_WT	both_KO_above_both_WT
LPAR4	overlap	overlap
LPAR5	overlap	overlap
LPAR6	both_KO_above_both_WT	overlap
LPCAT1	both_KO_below_both_WT	both_KO_below_both_WT
LPCAT2	both_KO_above_both_WT	overlap
LPCAT2BP	overlap	overlap
LPCAT3	overlap	both_KO_below_both_WT
LPCAT4	overlap	both_KO_above_both_WT
LPGAT1	both_KO_below_both_WT	both_KO_below_both_WT
LPIN1	overlap	both_KO_below_both_WT
LPIN2	both_KO_below_both_WT	overlap
LPIN3	both_KO_below_both_WT	both_KO_above_both_WT
LPL	overlap	overlap
LPO	both_KO_above_both_WT	both_KO_above_both_WT
LPP	both_KO_above_both_WT	overlap
LPXN	both_KO_below_both_WT	both_KO_below_both_WT
LRAT	overlap	overlap
LRBA	overlap	both_KO_below_both_WT
LRCH1	both_KO_above_both_WT	both_KO_below_both_WT
LRCH2	overlap	overlap
LRCH3	both_KO_above_both_WT	both_KO_below_both_WT
LRCH4	both_KO_below_both_WT	both_KO_below_both_WT
LRCOL1	overlap	overlap
LRFN1	both_KO_above_both_WT	both_KO_above_both_WT
LRFN2	both_KO_below_both_WT	overlap
LRFN3	overlap	both_KO_above_both_WT
LRFN4	overlap	both_KO_above_both_WT
LRFN5	both_KO_below_both_WT	both_KO_below_both_WT
LRG1	both_KO_below_both_WT	both_KO_above_both_WT
LRGUK	overlap	overlap
LRIF1	both_KO_above_both_WT	both_KO_below_both_WT
LRIG1	both_KO_below_both_WT	both_KO_above_both_WT
LRIG2	overlap	both_KO_above_both_WT
LRIG3	both_KO_above_both_WT	both_KO_above_both_WT
LRIT1	overlap	overlap
LRIT2	overlap	overlap
LRIT3	overlap	both_KO_above_both_WT
LRMDA	overlap	both_KO_above_both_WT
LRMP	overlap	overlap
LRP1	overlap	both_KO_above_both_WT
LRP10	both_KO_below_both_WT	both_KO_below_both_WT
LRP11	both_KO_below_both_WT	both_KO_below_both_WT
LRP12	both_KO_above_both_WT	both_KO_above_both_WT
LRP1B	both_KO_below_both_WT	both_KO_above_both_WT
LRP2	both_KO_below_both_WT	both_KO_below_both_WT
LRP2BP	both_KO_above_both_WT	overlap
LRP3	both_KO_below_both_WT	both_KO_below_both_WT
LRP4	both_KO_below_both_WT	both_KO_above_both_WT
LRP5	both_KO_below_both_WT	both_KO_below_both_WT
LRP5L	both_KO_below_both_WT	overlap
LRP6	both_KO_above_both_WT	both_KO_below_both_WT
LRP8	both_KO_above_both_WT	both_KO_above_both_WT
LRPAP1	both_KO_above_both_WT	both_KO_above_both_WT
LRPPRC	overlap	both_KO_above_both_WT
LRR1	both_KO_above_both_WT	overlap
LRRC1	both_KO_below_both_WT	both_KO_below_both_WT
LRRC10	both_KO_above_both_WT	both_KO_below_both_WT
LRRC10B	both_KO_below_both_WT	both_KO_above_both_WT
LRRC14	overlap	overlap
LRRC14B	overlap	overlap
LRRC15	overlap	overlap
LRRC17	both_KO_below_both_WT	overlap
LRRC18	overlap	overlap
LRRC19	overlap	overlap
LRRC2	both_KO_below_both_WT	overlap
LRRC20	both_KO_below_both_WT	both_KO_above_both_WT
LRRC23	both_KO_below_both_WT	overlap
LRRC24	overlap	both_KO_below_both_WT
LRRC25	overlap	overlap
LRRC26	both_KO_below_both_WT	both_KO_below_both_WT
LRRC27	both_KO_below_both_WT	overlap
LRRC28	both_KO_below_both_WT	both_KO_above_both_WT
LRRC29	overlap	overlap
LRRC3	both_KO_above_both_WT	both_KO_below_both_WT
LRRC30	overlap	overlap
LRRC31	overlap	overlap
LRRC32	overlap	overlap
LRRC34	overlap	both_KO_below_both_WT
LRRC34P1	overlap	overlap
LRRC34P2	overlap	overlap
LRRC36	overlap	overlap
LRRC37A	overlap	overlap
LRRC37A11P	overlap	overlap
LRRC37A12P	overlap	overlap
LRRC37A13P	both_KO_above_both_WT	overlap
LRRC37A14P	overlap	overlap
LRRC37A15P	both_KO_above_both_WT	both_KO_below_both_WT
LRRC37A16P	both_KO_below_both_WT	both_KO_above_both_WT
LRRC37A17P	overlap	both_KO_above_both_WT
LRRC37A2	both_KO_above_both_WT	both_KO_above_both_WT
LRRC37A3	both_KO_below_both_WT	both_KO_below_both_WT
LRRC37A4P	overlap	both_KO_above_both_WT
LRRC37A5P	both_KO_below_both_WT	overlap
LRRC37A6P	both_KO_below_both_WT	overlap
LRRC37A7P	both_KO_above_both_WT	both_KO_above_both_WT
LRRC37A9P	overlap	overlap
LRRC37B	overlap	both_KO_above_both_WT
LRRC37BP1	overlap	overlap
LRRC38	overlap	overlap
LRRC39	overlap	overlap
LRRC3B	overlap	overlap
LRRC3C	overlap	overlap
LRRC4	overlap	overlap
LRRC40	overlap	both_KO_above_both_WT
LRRC41	both_KO_below_both_WT	both_KO_below_both_WT
LRRC42	both_KO_below_both_WT	both_KO_above_both_WT
LRRC43	overlap	both_KO_below_both_WT
LRRC45	both_KO_below_both_WT	both_KO_above_both_WT
LRRC46	overlap	overlap
LRRC47	both_KO_above_both_WT	both_KO_below_both_WT
LRRC49	both_KO_above_both_WT	both_KO_above_both_WT
LRRC4B	both_KO_below_both_WT	overlap
LRRC4C	both_KO_above_both_WT	overlap
LRRC52	overlap	overlap
LRRC53	both_KO_below_both_WT	overlap
LRRC55	overlap	overlap
LRRC56	both_KO_above_both_WT	both_KO_below_both_WT
LRRC57	overlap	both_KO_below_both_WT
LRRC58	both_KO_above_both_WT	both_KO_above_both_WT
LRRC59	both_KO_above_both_WT	both_KO_above_both_WT
LRRC6	both_KO_above_both_WT	both_KO_above_both_WT
LRRC61	both_KO_below_both_WT	overlap
LRRC63	overlap	overlap
LRRC66	both_KO_above_both_WT	overlap
LRRC69	both_KO_above_both_WT	overlap
LRRC6P1	overlap	overlap
LRRC7	overlap	both_KO_above_both_WT
LRRC70	overlap	overlap
LRRC71	both_KO_above_both_WT	both_KO_above_both_WT
LRRC72	overlap	overlap
LRRC73	both_KO_below_both_WT	both_KO_above_both_WT
LRRC74A	overlap	overlap
LRRC74B	both_KO_above_both_WT	overlap
LRRC75A	both_KO_below_both_WT	both_KO_above_both_WT
LRRC75B	both_KO_above_both_WT	both_KO_below_both_WT
LRRC77P	overlap	overlap
LRRC8A	overlap	overlap
LRRC8B	both_KO_above_both_WT	overlap
LRRC8C	both_KO_above_both_WT	both_KO_above_both_WT
LRRC8D	overlap	both_KO_above_both_WT
LRRC8E	both_KO_below_both_WT	both_KO_below_both_WT
LRRC9	overlap	overlap
LRRCC1	overlap	both_KO_above_both_WT
LRRD1	both_KO_above_both_WT	both_KO_above_both_WT
LRRFIP1	both_KO_above_both_WT	both_KO_above_both_WT
LRRFIP1P1	overlap	both_KO_below_both_WT
LRRFIP2	both_KO_above_both_WT	both_KO_above_both_WT
LRRIQ1	overlap	overlap
LRRIQ3	overlap	overlap
LRRIQ4	both_KO_above_both_WT	both_KO_below_both_WT
LRRK1	both_KO_above_both_WT	both_KO_below_both_WT
LRRK2	both_KO_below_both_WT	overlap
LRRN1	overlap	both_KO_below_both_WT
LRRN2	both_KO_above_both_WT	overlap
LRRN3	both_KO_below_both_WT	overlap
LRRN4	overlap	overlap
LRRN4CL	overlap	overlap
LRRTM1	overlap	overlap
LRRTM2	both_KO_above_both_WT	both_KO_below_both_WT
LRRTM3	both_KO_above_both_WT	overlap
LRRTM4	both_KO_above_both_WT	both_KO_below_both_WT
LRSAM1	both_KO_below_both_WT	overlap
LRTM1	both_KO_below_both_WT	overlap
LRTM2	both_KO_below_both_WT	overlap
LRTOMT	both_KO_below_both_WT	overlap
LRWD1	both_KO_below_both_WT	both_KO_above_both_WT
LSAMP	both_KO_above_both_WT	both_KO_above_both_WT
LSG1	both_KO_above_both_WT	both_KO_above_both_WT
LSM1	both_KO_above_both_WT	overlap
LSM10	overlap	both_KO_above_both_WT
LSM11	both_KO_below_both_WT	both_KO_above_both_WT
LSM12	both_KO_above_both_WT	both_KO_above_both_WT
LSM12P1	overlap	both_KO_above_both_WT
LSM14A	both_KO_above_both_WT	both_KO_below_both_WT
LSM14B	overlap	both_KO_above_both_WT
LSM1P1	overlap	overlap
LSM1P2	overlap	overlap
LSM2	overlap	overlap
LSM3	overlap	both_KO_above_both_WT
LSM3P2	overlap	overlap
LSM3P3	overlap	overlap
LSM3P4	both_KO_above_both_WT	overlap
LSM3P5	overlap	overlap
LSM4	both_KO_below_both_WT	both_KO_above_both_WT
LSM5	both_KO_below_both_WT	overlap
LSM6	overlap	both_KO_above_both_WT
LSM6P2	overlap	overlap
LSM7	both_KO_below_both_WT	overlap
LSM8	both_KO_below_both_WT	both_KO_above_both_WT
LSMEM1	both_KO_below_both_WT	overlap
LSMEM2	both_KO_below_both_WT	overlap
LSP1	overlap	overlap
LSP1P1	overlap	overlap
LSP1P2	overlap	overlap
LSP1P3	overlap	overlap
LSR	overlap	both_KO_below_both_WT
LSS	both_KO_below_both_WT	both_KO_below_both_WT
LST1	overlap	both_KO_below_both_WT
LTA	overlap	overlap
LTA4H	both_KO_below_both_WT	both_KO_above_both_WT
LTB	overlap	both_KO_below_both_WT
LTB4R	overlap	both_KO_below_both_WT
LTB4R2	both_KO_below_both_WT	overlap
LTBP1	both_KO_below_both_WT	both_KO_above_both_WT
LTBP2	overlap	overlap
LTBP3	both_KO_below_both_WT	both_KO_above_both_WT
LTBP4	both_KO_below_both_WT	both_KO_above_both_WT
LTBR	both_KO_below_both_WT	both_KO_below_both_WT
LTC4S	overlap	overlap
LTF	both_KO_below_both_WT	both_KO_below_both_WT
LTK	overlap	both_KO_below_both_WT
LTN1	overlap	both_KO_below_both_WT
LTV1	both_KO_above_both_WT	both_KO_above_both_WT
LTV1P1	both_KO_above_both_WT	overlap
LUC7L	both_KO_below_both_WT	overlap
LUC7L2	both_KO_below_both_WT	both_KO_below_both_WT
LUC7L3	overlap	both_KO_above_both_WT
LUM	both_KO_below_both_WT	overlap
LURAP1	overlap	both_KO_above_both_WT
LURAP1L	both_KO_above_both_WT	both_KO_above_both_WT
LUZP1	overlap	both_KO_below_both_WT
LUZP2	overlap	both_KO_below_both_WT
LUZP4	overlap	overlap
LUZP4P1	overlap	overlap
LUZP6	overlap	overlap
LVRN	overlap	both_KO_above_both_WT
LXN	both_KO_below_both_WT	both_KO_above_both_WT
LY6D	overlap	overlap
LY6E	both_KO_below_both_WT	both_KO_below_both_WT
LY6G5B	overlap	overlap
LY6G5C	overlap	both_KO_below_both_WT
LY6G6C	overlap	both_KO_below_both_WT
LY6G6D	overlap	overlap
LY6G6E	overlap	both_KO_below_both_WT
LY6G6F	overlap	overlap
LY6H	overlap	overlap
LY6K	overlap	overlap
LY6L	overlap	overlap
LY75	overlap	overlap
LY75-CD302	both_KO_above_both_WT	overlap
LY86	overlap	overlap
LY9	overlap	overlap
LY96	overlap	overlap
LYAR	both_KO_above_both_WT	both_KO_above_both_WT
LYARP1	overlap	both_KO_above_both_WT
LYG1	both_KO_above_both_WT	both_KO_above_both_WT
LYG2	overlap	overlap
LYL1	both_KO_above_both_WT	overlap
LYN	both_KO_below_both_WT	both_KO_below_both_WT
LYNX1	overlap	overlap
LYPD1	both_KO_below_both_WT	both_KO_above_both_WT
LYPD2	overlap	overlap
LYPD3	both_KO_below_both_WT	both_KO_below_both_WT
LYPD4	both_KO_below_both_WT	overlap
LYPD5	overlap	overlap
LYPD6	both_KO_below_both_WT	both_KO_above_both_WT
LYPD6B	overlap	overlap
LYPD8	overlap	overlap
LYPLA1	both_KO_above_both_WT	overlap
LYPLA1P1	overlap	overlap
LYPLA1P2	overlap	overlap
LYPLA1P3	overlap	overlap
LYPLA2	both_KO_above_both_WT	both_KO_above_both_WT
LYPLA2P1	overlap	overlap
LYPLA2P2	overlap	overlap
LYPLA2P3	overlap	overlap
LYPLAL1	both_KO_above_both_WT	both_KO_above_both_WT
LYRM1	both_KO_below_both_WT	both_KO_above_both_WT
LYRM2	both_KO_above_both_WT	overlap
LYRM4	both_KO_below_both_WT	both_KO_above_both_WT
LYRM7	both_KO_above_both_WT	overlap
LYRM9	both_KO_below_both_WT	overlap
LYSMD1	both_KO_above_both_WT	overlap
LYSMD2	both_KO_above_both_WT	overlap
LYSMD3	both_KO_above_both_WT	both_KO_above_both_WT
LYSMD4	overlap	both_KO_above_both_WT
LYST	overlap	both_KO_below_both_WT
LYVE1	overlap	overlap
LYZ	overlap	overlap
LYZL1	overlap	both_KO_below_both_WT
LYZL2	both_KO_below_both_WT	both_KO_below_both_WT
LYZL4	overlap	overlap
LYZL6	overlap	overlap
LZIC	overlap	overlap
LZTFL1	both_KO_above_both_WT	overlap
LZTR1	both_KO_below_both_WT	both_KO_below_both_WT
LZTS1	overlap	overlap
LZTS2	both_KO_below_both_WT	overlap
LZTS3	overlap	both_KO_above_both_WT
M1AP	both_KO_below_both_WT	both_KO_above_both_WT
M6PR	overlap	both_KO_below_both_WT
MAATS1	overlap	overlap
MAB21L1	both_KO_above_both_WT	overlap
MAB21L2	overlap	overlap
MAB21L3	both_KO_above_both_WT	overlap
MACC1	both_KO_below_both_WT	both_KO_below_both_WT
MACF1	both_KO_below_both_WT	both_KO_above_both_WT
MACROD1	both_KO_below_both_WT	overlap
MACROD2	overlap	both_KO_below_both_WT
MAD1L1	overlap	both_KO_below_both_WT
MAD2L1	both_KO_above_both_WT	both_KO_above_both_WT
MAD2L1BP	overlap	overlap
MAD2L2	overlap	both_KO_above_both_WT
MADCAM1	both_KO_above_both_WT	overlap
MADD	both_KO_below_both_WT	both_KO_below_both_WT
MAEA	both_KO_above_both_WT	overlap
MAEL	overlap	overlap
MAF	both_KO_above_both_WT	overlap
MAF1	both_KO_below_both_WT	both_KO_above_both_WT
MAFA	both_KO_below_both_WT	both_KO_below_both_WT
MAFB	both_KO_above_both_WT	both_KO_below_both_WT
MAFF	overlap	both_KO_above_both_WT
MAFG	both_KO_below_both_WT	both_KO_above_both_WT
MAFK	both_KO_below_both_WT	overlap
MAG	overlap	overlap
MAGEA1	overlap	overlap
MAGEA10	both_KO_above_both_WT	overlap
MAGEA11	both_KO_above_both_WT	overlap
MAGEA12	overlap	both_KO_above_both_WT
MAGEA13P	overlap	overlap
MAGEA2	overlap	both_KO_above_both_WT
MAGEA2B	overlap	overlap
MAGEA3	overlap	overlap
MAGEA4	overlap	both_KO_above_both_WT
MAGEA5	overlap	overlap
MAGEA6	overlap	both_KO_above_both_WT
MAGEA7P	overlap	overlap
MAGEA8	overlap	overlap
MAGEA9	overlap	overlap
MAGEA9B	overlap	both_KO_above_both_WT
MAGEB1	overlap	both_KO_above_both_WT
MAGEB10	both_KO_below_both_WT	overlap
MAGEB16	overlap	overlap
MAGEB17	both_KO_above_both_WT	overlap
MAGEB18	overlap	overlap
MAGEB2	both_KO_below_both_WT	overlap
MAGEB3	overlap	overlap
MAGEB4	overlap	overlap
MAGEB5	overlap	overlap
MAGEB6	overlap	overlap
MAGEB6P1	overlap	overlap
MAGEC1	overlap	overlap
MAGEC2	both_KO_below_both_WT	overlap
MAGEC3	both_KO_below_both_WT	both_KO_below_both_WT
MAGED1	both_KO_below_both_WT	both_KO_below_both_WT
MAGED2	both_KO_above_both_WT	both_KO_below_both_WT
MAGED4	overlap	overlap
MAGED4B	overlap	both_KO_above_both_WT
MAGEE1	overlap	both_KO_above_both_WT
MAGEE2	overlap	overlap
MAGEF1	both_KO_above_both_WT	both_KO_above_both_WT
MAGEH1	both_KO_above_both_WT	both_KO_above_both_WT
MAGEL2	overlap	overlap
MAGI1	both_KO_below_both_WT	both_KO_below_both_WT
MAGI2	overlap	overlap
MAGI3	both_KO_above_both_WT	both_KO_below_both_WT
MAGIX	both_KO_below_both_WT	overlap
MAGOH	overlap	overlap
MAGOH2P	overlap	overlap
MAGOH3P	overlap	overlap
MAGOHB	both_KO_above_both_WT	both_KO_below_both_WT
MAGT1	overlap	both_KO_above_both_WT
MAIP1	both_KO_above_both_WT	both_KO_above_both_WT
MAJIN	overlap	overlap
MAK	both_KO_below_both_WT	both_KO_above_both_WT
MAK16	both_KO_above_both_WT	overlap
MAL	overlap	overlap
MAL2	overlap	both_KO_above_both_WT
MALL	both_KO_below_both_WT	both_KO_above_both_WT
MALRD1	both_KO_above_both_WT	both_KO_below_both_WT
MALSU1	both_KO_below_both_WT	both_KO_above_both_WT
MALT1	overlap	both_KO_below_both_WT
MAMDC2	both_KO_above_both_WT	both_KO_below_both_WT
MAMDC4	both_KO_below_both_WT	both_KO_above_both_WT
MAML1	both_KO_below_both_WT	both_KO_below_both_WT
MAML2	overlap	both_KO_below_both_WT
MAML3	overlap	both_KO_above_both_WT
MAMLD1	both_KO_above_both_WT	both_KO_below_both_WT
MAMSTR	both_KO_below_both_WT	overlap
MAN1A1	both_KO_below_both_WT	both_KO_above_both_WT
MAN1A2	both_KO_above_both_WT	both_KO_above_both_WT
MAN1A2P1	overlap	overlap
MAN1B1	overlap	both_KO_above_both_WT
MAN1C1	overlap	overlap
MAN2A1	both_KO_below_both_WT	both_KO_below_both_WT
MAN2A2	both_KO_below_both_WT	both_KO_below_both_WT
MAN2B1	both_KO_below_both_WT	overlap
MAN2B2	both_KO_above_both_WT	overlap
MAN2C1	both_KO_below_both_WT	both_KO_above_both_WT
MANBA	both_KO_above_both_WT	both_KO_below_both_WT
MANBAL	both_KO_below_both_WT	overlap
MANEA	both_KO_above_both_WT	both_KO_above_both_WT
MANEAL	overlap	both_KO_below_both_WT
MANF	overlap	both_KO_above_both_WT
MANSC1	overlap	both_KO_below_both_WT
MANSC4	both_KO_below_both_WT	overlap
MAOA	both_KO_above_both_WT	overlap
MAOB	both_KO_above_both_WT	both_KO_below_both_WT
MAP10	both_KO_below_both_WT	both_KO_below_both_WT
MAP1A	both_KO_above_both_WT	both_KO_below_both_WT
MAP1B	both_KO_above_both_WT	both_KO_above_both_WT
MAP1LC3A	overlap	both_KO_below_both_WT
MAP1LC3B	both_KO_above_both_WT	overlap
MAP1LC3B2	both_KO_above_both_WT	overlap
MAP1LC3BP1	overlap	overlap
MAP1LC3C	both_KO_below_both_WT	both_KO_below_both_WT
MAP1S	overlap	both_KO_above_both_WT
MAP2	both_KO_above_both_WT	both_KO_below_both_WT
MAP2K1	overlap	both_KO_above_both_WT
MAP2K2	overlap	both_KO_above_both_WT
MAP2K3	overlap	both_KO_below_both_WT
MAP2K4	overlap	both_KO_above_both_WT
MAP2K4P1	overlap	overlap
MAP2K5	both_KO_above_both_WT	overlap
MAP2K6	overlap	overlap
MAP2K7	both_KO_below_both_WT	overlap
MAP3K1	both_KO_above_both_WT	both_KO_below_both_WT
MAP3K10	both_KO_below_both_WT	both_KO_above_both_WT
MAP3K11	both_KO_below_both_WT	both_KO_below_both_WT
MAP3K12	both_KO_above_both_WT	both_KO_below_both_WT
MAP3K13	overlap	both_KO_above_both_WT
MAP3K14	both_KO_below_both_WT	both_KO_above_both_WT
MAP3K15	overlap	both_KO_above_both_WT
MAP3K19	overlap	overlap
MAP3K2	both_KO_above_both_WT	both_KO_above_both_WT
MAP3K20	both_KO_above_both_WT	both_KO_above_both_WT
MAP3K21	both_KO_above_both_WT	both_KO_above_both_WT
MAP3K3	both_KO_below_both_WT	both_KO_above_both_WT
MAP3K4	both_KO_below_both_WT	both_KO_above_both_WT
MAP3K5	both_KO_above_both_WT	both_KO_above_both_WT
MAP3K6	overlap	both_KO_below_both_WT
MAP3K7	both_KO_above_both_WT	overlap
MAP3K7CL	overlap	overlap
MAP3K8	overlap	both_KO_above_both_WT
MAP3K9	both_KO_above_both_WT	overlap
MAP4	overlap	both_KO_below_both_WT
MAP4K1	both_KO_below_both_WT	both_KO_below_both_WT
MAP4K2	overlap	both_KO_above_both_WT
MAP4K3	both_KO_below_both_WT	both_KO_above_both_WT
MAP4K4	both_KO_above_both_WT	both_KO_above_both_WT
MAP4K5	both_KO_above_both_WT	overlap
MAP6	overlap	overlap
MAP6D1	both_KO_above_both_WT	both_KO_above_both_WT
MAP7	both_KO_below_both_WT	both_KO_above_both_WT
MAP7D1	overlap	both_KO_above_both_WT
MAP7D2	both_KO_below_both_WT	both_KO_above_both_WT
MAP7D3	both_KO_above_both_WT	both_KO_above_both_WT
MAP9	both_KO_above_both_WT	both_KO_above_both_WT
MAPK1	both_KO_below_both_WT	both_KO_below_both_WT
MAPK10	both_KO_below_both_WT	both_KO_below_both_WT
MAPK11	both_KO_below_both_WT	both_KO_below_both_WT
MAPK12	overlap	overlap
MAPK13	overlap	both_KO_below_both_WT
MAPK14	overlap	overlap
MAPK15	both_KO_above_both_WT	overlap
MAPK1IP1L	both_KO_above_both_WT	both_KO_below_both_WT
MAPK3	both_KO_below_both_WT	both_KO_below_both_WT
MAPK4	overlap	overlap
MAPK6	both_KO_above_both_WT	both_KO_above_both_WT
MAPK6PS2	both_KO_above_both_WT	overlap
MAPK6PS3	overlap	both_KO_below_both_WT
MAPK6PS6	both_KO_below_both_WT	overlap
MAPK7	both_KO_below_both_WT	both_KO_above_both_WT
MAPK8	both_KO_below_both_WT	both_KO_above_both_WT
MAPK8IP1	both_KO_below_both_WT	both_KO_above_both_WT
MAPK8IP1P1	overlap	overlap
MAPK8IP1P2	overlap	overlap
MAPK8IP2	both_KO_below_both_WT	both_KO_above_both_WT
MAPK8IP3	both_KO_below_both_WT	both_KO_above_both_WT
MAPK9	both_KO_below_both_WT	both_KO_above_both_WT
MAPKAP1	both_KO_above_both_WT	both_KO_above_both_WT
