a	b	c	d	n_hi	n_lo	p_contact_hi	p_contact_hi_lo	p_contact_hi_hi	p_contact_lo	p_contact_lo_lo	p_contact_lo_hi	or	or_lo	or_hi	sample	patient	fov
52	110	57	105	162	162	0.32098765432098764	0.2539588274217902	0.3963098627017977	0.35185185185185186	0.2825207039748451	0.4280464878515725	0.8708133971291866	0.549024385865187	1.3812063583016858	Lung12	Lung12	12
37	325	28	334	362	362	0.10220994475138122	0.07506568738073967	0.1377083656520483	0.07734806629834254	0.0540538408456659	0.10951859050167131	1.358021978021978	0.8121098006025145	2.270904367146503	Lung12	Lung12	13
21	219	24	216	240	240	0.0875	0.05794139771629913	0.13005605636864778	0.1	0.06812304903363428	0.14448054280631428	0.863013698630137	0.46654191034145737	1.596411013703276	Lung12	Lung12	14
17	131	24	124	148	148	0.11486486486486487	0.07296363044724141	0.1762539752681884	0.16216216216216217	0.11146031697656603	0.22995863540538994	0.6704834605597965	0.3437468546352002	1.3077881726694516	Lung12	Lung12	15
9	57	18	48	66	66	0.13636363636363635	0.07343237343346894	0.23929814820406514	0.2727272727272727	0.180032031620791	0.3904245444026678	0.42105263157894735	0.17333656564244668	1.02278084201377	Lung12	Lung12	16
42	271	60	253	313	313	0.134185303514377	0.1008276698482026	0.176413702496843	0.19169329073482427	0.15192675866847816	0.2389360573253812	0.6535055350553506	0.4251344454815202	1.0045515927655972	Lung12	Lung12	17
33	196	41	188	229	229	0.14410480349344978	0.10448582681482135	0.1954674461398397	0.17903930131004367	0.1348059698383581	0.2338635462618577	0.7720258835241414	0.4681900827848091	1.273038423381508	Lung12	Lung12	18
26	299	66	259	325	325	0.08	0.05517632107196069	0.11463674394171153	0.20307692307692307	0.16292633804810916	0.25016494967217917	0.3412384716732543	0.21044363054836102	0.553324870163457	Lung12	Lung12	19
18	90	23	85	108	108	0.16666666666666666	0.10810385411647243	0.24812853168630572	0.21296296296296297	0.14630847191772375	0.2993360825235575	0.7391304347826086	0.372832564441487	1.465306015960061	Lung12	Lung12	20
57	307	85	279	364	364	0.1565934065934066	0.12286799600217585	0.19749163705727146	0.23351648351648352	0.19297502057413762	0.2796240546799935	0.6094270933128952	0.41983462358884044	0.8846373338363142	Lung12	Lung12	21
39	256	66	229	295	295	0.13220338983050847	0.09823839433623736	0.17562441458996303	0.22372881355932203	0.17989683558037944	0.27466370753008446	0.5285866477272727	0.342424743784786	0.8159569342662959	Lung12	Lung12	22
62	167	100	129	229	229	0.27074235807860264	0.2173248304934418	0.3317248238638552	0.4366812227074236	0.37401063275986507	0.501441176538817	0.47892215568862273	0.3238176422869229	0.7083197493180567	Lung12	Lung12	23
21	159	43	137	180	180	0.11666666666666667	0.07758508751636231	0.17176870400851563	0.2388888888888889	0.182465027117642	0.30622523667466617	0.42079859587538393	0.23806112601896706	0.7438066905412641	Lung12	Lung12	24
37	284	78	243	321	321	0.11526479750778816	0.08479027616867228	0.15483913090234325	0.24299065420560748	0.19929037220066692	0.2927697580289589	0.40587757313109424	0.26479393135052176	0.6221313439117915	Lung12	Lung12	25
74	266	86	254	340	340	0.21764705882352942	0.1770708581387441	0.26453248479590946	0.2529411764705882	0.20967089917175075	0.3017320258960712	0.8216471411085854	0.5760159257101628	1.1720231930386027	Lung12	Lung12	26
37	239	87	189	276	276	0.13405797101449277	0.09884668218914305	0.1793163929219198	0.31521739130434784	0.2632595774486289	0.37224850998369	0.33631510604530374	0.2189077085245444	0.5166919489341875	Lung12	Lung12	27
48	323	105	266	371	371	0.1293800539083558	0.09899011612441952	0.16736665964433187	0.2830188679245283	0.23958539926989966	0.3308998403619876	0.3764705882352941	0.2579447006148484	0.5494592580052786	Lung12	Lung12	28
35	340	28	347	375	375	0.09333333333333334	0.06787487674017484	0.12703930375109118	0.07466666666666667	0.05216148224490744	0.10579793931808881	1.275735294117647	0.7592325582859648	2.1436126821690404	Lung13	Lung13	1
22	504	75	451	526	526	0.04182509505703422	0.027780339799665887	0.06251381603860727	0.14258555133079848	0.11529184530081674	0.17506210199211	0.2624867724867725	0.16049878476865637	0.4292824137568045	Lung13	Lung13	2
26	312	30	308	338	338	0.07692307692307693	0.053032061270571806	0.11032313013971881	0.08875739644970414	0.06287844972281875	0.12387939367599518	0.8555555555555555	0.49447058081531725	1.4803212507305163	Lung13	Lung13	3
12	396	17	391	408	408	0.029411764705882353	0.01690317641532319	0.05069951355091625	0.041666666666666664	0.026174677317645684	0.0657091925973896	0.696969696969697	0.32853857336041403	1.4785684174781342	Lung13	Lung13	4
61	367	82	346	428	428	0.1425233644859813	0.11257821972380186	0.1788286294542301	0.19158878504672897	0.1571122157447634	0.23155251687942105	0.7013358144480627	0.48809036090520375	1.0077476713846807	Lung13	Lung13	5
26	590	59	557	616	616	0.04220779220779221	0.02896399270928394	0.06112612063580293	0.09577922077922078	0.07498140471159201	0.12158752515694216	0.41602987647227807	0.2585462440563357	0.6694386868750088	Lung13	Lung13	6
6	242	19	229	248	248	0.024193548387096774	0.011134068463583651	0.05176896264803571	0.07661290322580645	0.04959243405341423	0.11655009363065386	0.29882557633753803	0.11725945064656566	0.7615311566025755	Lung13	Lung13	7
32	247	39	240	279	279	0.11469534050179211	0.08242495674046171	0.15743226369670169	0.13978494623655913	0.10396964476565951	0.18538524503838621	0.7972594207412022	0.48350800337767597	1.3146061275517338	Lung13	Lung13	8
57	496	103	450	553	553	0.10307414104882459	0.08040970441722531	0.13121528911774047	0.18625678119349007	0.1560126327064124	0.22082990204673825	0.5020748512370811	0.35457989875290646	0.7109234255278574	Lung13	Lung13	9
50	679	101	628	729	729	0.06858710562414266	0.05240971390213246	0.0892874823269026	0.13854595336076816	0.11535615741276183	0.1655252772656189	0.4578661106169527	0.3207647692435136	0.653567334548337	Lung13	Lung13	10
42	395	50	387	437	437	0.09610983981693363	0.07189105924794781	0.12736781287301355	0.11441647597254005	0.08787230406395445	0.147680783484952	0.8229873417721519	0.5334726650658189	1.2696211241369373	Lung13	Lung13	11
25	250	34	241	275	275	0.09090909090909091	0.062334613187605435	0.13075565741764142	0.12363636363636364	0.08983910209451222	0.16780394686231487	0.7088235294117647	0.41065378724702745	1.223489984631544	Lung13	Lung13	12
54	291	66	279	345	345	0.1565217391304348	0.12198717063547491	0.19862138063822637	0.19130434782608696	0.1532881535542931	0.23611953176764094	0.7844423617619494	0.5282677228827657	1.1648446275852156	Lung13	Lung13	13
49	465	67	447	514	514	0.09533073929961089	0.0728611600519901	0.12380438400627018	0.1303501945525292	0.10396389231733162	0.16222097965896382	0.7030332209918151	0.4756929599104299	1.0390225449440993	Lung13	Lung13	14
54	504	76	482	558	558	0.0967741935483871	0.07492919621668562	0.1241333153524114	0.13620071684587814	0.11021678081364908	0.16715961851313624	0.6795112781954887	0.46912068451199546	0.9842575534165351	Lung13	Lung13	15
35	400	61	374	435	435	0.08045977011494253	0.058419406176908883	0.10984540736857085	0.14022988505747128	0.11073969583813592	0.1760188976953851	0.5364754098360656	0.34589805210934194	0.8320540217086743	Lung13	Lung13	16
72	390	99	363	462	462	0.15584415584415584	0.12562249806211395	0.19174203099669052	0.21428571428571427	0.17930548614801156	0.2539782738253355	0.676923076923077	0.4839633486074604	0.9468172608307768	Lung13	Lung13	17
56	343	65	334	399	399	0.14035087719298245	0.10968753505168417	0.17787363042874288	0.16290726817042606	0.12991719805997498	0.20232654240774234	0.8389324960753533	0.569245362083561	1.2363872942155105	Lung13	Lung13	18
33	562	64	531	595	595	0.05546218487394958	0.03976150216787197	0.07686633397444012	0.10756302521008404	0.08513780788640246	0.13502324972883337	0.4871830516014235	0.3148727031765935	0.7537881924129866	Lung13	Lung13	19
42	367	58	351	409	409	0.10268948655256724	0.0768722313041141	0.13590090008574582	0.14180929095354522	0.11132586801404112	0.17895883197743254	0.6925678849948322	0.4535875422729669	1.0574591024317943	Lung13	Lung13	20
9	173	31	151	182	182	0.04945054945054945	0.02623092582262255	0.09129711956656911	0.17032967032967034	0.12266811788205162	0.23162069581735695	0.2534029461122506	0.1169105074080033	0.5492496313806298	Lung5_Rep1	Lung5	1
22	367	75	314	389	389	0.056555269922879174	0.0376413220300508	0.08414211434735931	0.1928020565552699	0.15667910397039958	0.23493318963598014	0.2509718437783833	0.15244462344701434	0.41317866740911174	Lung5_Rep1	Lung5	2
40	551	72	519	591	591	0.0676818950930626	0.05009463766697958	0.09085313733732409	0.1218274111675127	0.09787090513347427	0.15066853797205165	0.5232909860859044	0.349133092076391	0.7843239794033702	Lung5_Rep1	Lung5	3
45	454	106	393	499	499	0.09018036072144289	0.06807975557095126	0.11854283094535926	0.2124248496993988	0.17880334081803556	0.2504403812606468	0.3674881555980384	0.25283312313985157	0.5341370736070374	Lung5_Rep1	Lung5	4
45	450	102	393	495	495	0.09090909090909091	0.06863561261977465	0.11948342155860985	0.20606060606060606	0.1727572430746003	0.24389124814986854	0.38529411764705884	0.2645552436358434	0.5611363246980926	Lung5_Rep1	Lung5	5
67	212	141	138	279	279	0.24014336917562723	0.19376431607165967	0.29358125119991557	0.5053763440860215	0.4470353814980881	0.5635712619376725	0.309313528703332	0.2155193388463693	0.4439270255329978	Lung5_Rep1	Lung5	6
10	676	59	627	686	686	0.014577259475218658	0.007936926740236425	0.02662405073633211	0.08600583090379009	0.06726198550010004	0.10936058988532177	0.15720589710159463	0.07972047497879751	0.3100043507027526	Lung5_Rep1	Lung5	7
17	762	65	714	779	779	0.021822849807445442	0.013668936916475543	0.034669833021146575	0.0834403080872914	0.06600434169742717	0.10496460016769601	0.24506359781950332	0.14229733280151372	0.4220470320410702	Lung5_Rep1	Lung5	8
47	228	71	204	275	275	0.1709090909090909	0.13102737851856036	0.21985857250166044	0.2581818181818182	0.21003787406168278	0.3129888192294186	0.5922905856189771	0.3914442721130623	0.8961892223359589	Lung5_Rep1	Lung5	9
38	419	95	362	457	457	0.08315098468271334	0.061178078629179726	0.1120736417016237	0.20787746170678337	0.17318335934343648	0.24744186199074858	0.3455847255369928	0.23127317566563604	0.5163971229293935	Lung5_Rep1	Lung5	10
52	359	102	309	411	411	0.12652068126520682	0.0978022651862552	0.16215623463632775	0.24817518248175183	0.20887446010368016	0.2921399029688757	0.4388005898738325	0.3040119633872961	0.6333499363915802	Lung5_Rep1	Lung5	11
33	496	85	444	529	529	0.062381852551984876	0.04476075295456135	0.08631309713522144	0.16068052930056712	0.1318492058766526	0.19440460013248784	0.34753320683111955	0.22791073399992878	0.529941384201586	Lung5_Rep1	Lung5	12
39	332	89	282	371	371	0.10512129380053908	0.07785576459560128	0.14048072740528658	0.2398921832884097	0.19924654684159826	0.2858692994251982	0.3722079328550156	0.2473902813687907	0.560000758775486	Lung5_Rep1	Lung5	13
45	191	51	185	236	236	0.1906779661016949	0.14566921266026525	0.24559568884139246	0.21610169491525424	0.16836104882409894	0.27293687447194315	0.854635047736372	0.5455016638613303	1.3389529550638055	Lung5_Rep1	Lung5	14
13	230	41	202	243	243	0.053497942386831275	0.03152740364763877	0.08936631929047213	0.16872427983539096	0.1268757444724346	0.2208841144816477	0.2784729586426299	0.14510501448903834	0.5344211498703099	Lung5_Rep1	Lung5	15
38	312	63	287	350	350	0.10857142857142857	0.080128227963315	0.1455139803016261	0.18	0.14329286231851304	0.2236555123214388	0.5548433048433048	0.3597324542590434	0.8557779240784232	Lung5_Rep1	Lung5	16
7	405	30	382	412	412	0.01699029126213592	0.008253830876084346	0.03465096748944714	0.07281553398058252	0.05147809142111867	0.10204575034940164	0.22008230452674898	0.09553556209835103	0.5069967633198309	Lung5_Rep1	Lung5	17
23	129	30	122	152	152	0.1513157894736842	0.10299446940668536	0.21682770901037404	0.19736842105263158	0.14189466065483167	0.2677623243863897	0.7250645994832041	0.3991399154109479	1.317128788992371	Lung5_Rep1	Lung5	18
37	249	65	221	286	286	0.12937062937062938	0.0953343682269462	0.17323163472087083	0.22727272727272727	0.18250613466017218	0.27926884864105167	0.5052208835341365	0.3245927032873751	0.7863643839616198	Lung5_Rep1	Lung5	19
48	146	82	112	194	194	0.24742268041237114	0.19199724360578463	0.31265698482746707	0.422680412371134	0.3553300571976631	0.4930334821186385	0.44904777814901436	0.2912328175240997	0.6923804424749636	Lung5_Rep1	Lung5	20
14	48	15	47	62	62	0.22580645161290322	0.13955057139297955	0.34405857540782725	0.24193548387096775	0.15245763680948543	0.3615274425324505	0.9138888888888889	0.39769192453814184	2.1001002275932965	Lung5_Rep1	Lung5	21
9	127	22	114	136	136	0.0661764705882353	0.03520277178641907	0.12098537251398939	0.16176470588235295	0.10932043649705381	0.23279235397445108	0.36721546170365066	0.1624259628194179	0.8302071477584276	Lung5_Rep1	Lung5	22
24	56	29	51	80	80	0.3	0.21064429162615705	0.407683602879673	0.3625	0.26570633724259446	0.47189409023016365	0.7536945812807881	0.389294130711524	1.4591936457243042	Lung5_Rep1	Lung5	23
20	69	20	69	89	89	0.2247191011235955	0.1504438211830463	0.32177552876352933	0.2247191011235955	0.1504438211830463	0.32177552876352933	1.0	0.49463991449466405	2.021672676823147	Lung5_Rep1	Lung5	24
57	40	55	42	97	97	0.5876288659793815	0.488152877328067	0.6804283431206368	0.5670103092783505	0.46771404416848805	0.6612010067628736	1.0881818181818181	0.6154752552069561	1.9239435857146128	Lung5_Rep1	Lung5	25
39	378	83	334	417	417	0.09352517985611511	0.06917044476183457	0.12530082423818825	0.19904076738609114	0.16354113605350862	0.2400349362739419	0.4151845477146682	0.2760931300432219	0.6243480547091051	Lung5_Rep1	Lung5	26
30	729	100	659	759	759	0.039525691699604744	0.027824698907910353	0.05586449685697713	0.13175230566534915	0.1095336527669006	0.1576798814714	0.2711934156378601	0.1779394908672381	0.4133195409680148	Lung5_Rep1	Lung5	27
22	474	106	390	496	496	0.04435483870967742	0.029470945690974422	0.06624257635280906	0.21370967741935484	0.17990557029494403	0.25191443028123855	0.17076665870551708	0.10584252499549485	0.27551545776792247	Lung5_Rep1	Lung5	28
8	287	18	277	295	295	0.02711864406779661	0.013804008397806804	0.0525910316501651	0.061016949152542375	0.03894083002450338	0.09437929675838094	0.4289585753000387	0.1835186098907827	1.0026528613798136	Lung5_Rep1	Lung5	29
55	60	61	54	115	115	0.4782608695652174	0.38914955162077935	0.5687776388579755	0.5304347826086957	0.43971596277968295	0.6191859705500602	0.8114754098360656	0.483559761121637	1.3617600009587443	Lung5_Rep1	Lung5	30
18	168	39	147	186	186	0.0967741935483871	0.062092570930009666	0.14777502394908956	0.20967741935483872	0.15734710578165073	0.2737575625313008	0.40384615384615385	0.22146483914730655	0.7364226150041431	Lung5_Rep2	Lung5	1
37	456	97	396	493	493	0.07505070993914807	0.05493687047069871	0.10173600072205166	0.19675456389452334	0.16406376569532194	0.23413477484556677	0.3312533912099837	0.22161517291117644	0.49513220483370934	Lung5_Rep2	Lung5	2
38	552	112	478	590	590	0.06440677966101695	0.04728081653404221	0.0871685046317367	0.18983050847457628	0.16023107881653564	0.22344295142991388	0.2938017598343685	0.19935805873631357	0.43298713194205396	Lung5_Rep2	Lung5	3
108	240	180	168	348	348	0.3103448275862069	0.26402968786962483	0.36080148615868785	0.5172413793103449	0.4648379279681101	0.5692683289384071	0.42	0.3082039369874548	0.5723483019854487	Lung5_Rep2	Lung5	4
56	507	111	452	563	563	0.0994671403197158	0.07739402096159545	0.12696924383760066	0.19715808170515098	0.16639352743269023	0.23202747765938495	0.4497752190059882	0.31841991044959245	0.6353175193920841	Lung5_Rep2	Lung5	5
44	691	97	638	735	735	0.05986394557823129	0.044893639560628515	0.07941121820590763	0.13197278911564625	0.10940585305160078	0.1583668332725044	0.4188162979097975	0.2886701134291136	0.6076385577682658	Lung5_Rep2	Lung5	7
25	740	113	652	765	765	0.032679738562091505	0.022231799777755856	0.04779770955160406	0.1477124183006536	0.12433029241103205	0.17461503000648543	0.19492944271705334	0.12481475917205655	0.30443104557532036	Lung5_Rep2	Lung5	8
104	160	96	168	264	264	0.3939393939393939	0.33692278914160734	0.45399841204596025	0.36363636363636365	0.3079482796986942	0.4232361218281784	1.1375	0.8000632042617414	1.6172550407363782	Lung5_Rep2	Lung5	9
51	378	117	312	429	429	0.11888111888111888	0.09158606150270959	0.1529412667393078	0.2727272727272727	0.23273891976139016	0.3167498539609137	0.35978835978835977	0.2506558014320847	0.5164359376468375	Lung5_Rep2	Lung5	10
54	372	140	286	426	426	0.1267605633802817	0.09846701201828106	0.1617255798574238	0.3286384976525822	0.28573783791263174	0.3746021570994843	0.2965437788018433	0.2090187175005416	0.42071932024866954	Lung5_Rep2	Lung5	11
63	473	120	416	536	536	0.11753731343283583	0.0929549130132081	0.14756304632893968	0.22388059701492538	0.19062688443347925	0.2610641301159738	0.4617336152219873	0.331226419665507	0.6436622164417523	Lung5_Rep2	Lung5	12
57	253	135	175	310	310	0.18387096774193548	0.14470774829391558	0.23077338613823106	0.43548387096774194	0.3814117879833204	0.49113538230895437	0.2920509442248573	0.2028063769478635	0.42056741659833313	Lung5_Rep2	Lung5	13
83	169	99	153	252	252	0.32936507936507936	0.27427958958823795	0.3895749203898109	0.39285714285714285	0.33459858741807547	0.4543333141960483	0.7590102205486821	0.5271167160287683	1.0929202155408737	Lung5_Rep2	Lung5	14
71	194	108	157	265	265	0.2679245283018868	0.21819601436901054	0.3242855063480213	0.4075471698113208	0.3501148056343337	0.467621735139118	0.5320255822833142	0.3689651308554228	0.7671489702771175	Lung5_Rep2	Lung5	15
87	434	154	367	521	521	0.16698656429942418	0.1374224340244627	0.2014257060619939	0.29558541266794625	0.2580140680211191	0.33614919952474615	0.47772158716859175	0.3548415959028614	0.643154346846511	Lung5_Rep2	Lung5	16
39	452	81	410	491	491	0.07942973523421588	0.05864651673071743	0.10674297356274214	0.164969450101833	0.13476500068857217	0.20037577971469228	0.4367420517862996	0.29137828116412556	0.6546253860666645	Lung5_Rep2	Lung5	17
92	170	128	134	262	262	0.3511450381679389	0.2958756424055763	0.41071655384963734	0.48854961832061067	0.4286250657241745	0.5488051032185343	0.5665441176470588	0.3989320245930679	0.8045787689466477	Lung5_Rep2	Lung5	18
66	190	86	170	256	256	0.2578125	0.20808509106250064	0.31470109867771046	0.3359375	0.28088230961874894	0.39584381891494247	0.6866585067319462	0.4687831627309443	1.005795306556181	Lung5_Rep2	Lung5	19
67	125	100	92	192	192	0.3489583333333333	0.28509874156217146	0.4187435473080174	0.5208333333333334	0.45045598828311517	0.5903933511830657	0.49312	0.32720230315405124	0.7431712187108707	Lung5_Rep2	Lung5	20
42	79	37	84	121	121	0.34710743801652894	0.26817156951865984	0.4354528633626873	0.30578512396694213	0.23071844479394094	0.3928044834607433	1.206979131029764	0.7046350337030481	2.067451308921574	Lung5_Rep2	Lung5	21
10	137	39	108	147	147	0.06802721088435375	0.03736716429228684	0.12069002947919266	0.2653061224489796	0.2005734668615306	0.3419930399906906	0.2021336327905671	0.09652727823379348	0.4232793698601121	Lung5_Rep2	Lung5	22
29	162	84	107	191	191	0.1518324607329843	0.10784236666714009	0.2095518653654443	0.4397905759162304	0.3712706987487919	0.5106846947606023	0.22802763080540858	0.1400220961826098	0.37134567920563305	Lung5_Rep2	Lung5	23
23	68	22	69	91	91	0.25274725274725274	0.17472595343886432	0.350798710843476	0.24175824175824176	0.16541685277480106	0.33902001880897653	1.0608288770053476	0.5408537148631161	2.08070662244271	Lung5_Rep2	Lung5	24
51	78	65	64	129	129	0.3953488372093023	0.3151759967239364	0.4815744188085473	0.5038759689922481	0.4187389371363667	0.588788825251319	0.6437869822485207	0.39295878884275615	1.0547204701368962	Lung5_Rep2	Lung5	25
38	225	97	166	263	263	0.1444866920152091	0.1071106472627294	0.19209907116198394	0.3688212927756654	0.31278769718372057	0.4286319315398367	0.2890263459335624	0.18889230419736897	0.4422426260226161	Lung5_Rep2	Lung5	26
33	728	104	657	761	761	0.04336399474375821	0.03104176086846957	0.060273355882502135	0.1366622864651774	0.11407531598029891	0.16289915821148143	0.28636147506339815	0.19089052930802747	0.42958073770209165	Lung5_Rep2	Lung5	27
54	596	133	517	650	650	0.08307692307692308	0.06422952446686517	0.10682352569084885	0.20461538461538462	0.17537952329825093	0.2373222686954062	0.35219760811424533	0.2513131976638753	0.49357994850433573	Lung5_Rep2	Lung5	28
46	515	67	494	561	561	0.08199643493761141	0.06203521605836849	0.1076435044891266	0.11942959001782531	0.09514869619820675	0.1488871538524977	0.6585712215620925	0.4436318690004641	0.9776485509189894	Lung5_Rep2	Lung5	29
37	138	66	109	175	175	0.21142857142857144	0.15746256170815207	0.2777918757381692	0.37714285714285717	0.3086984394985246	0.45086533089941416	0.4427975406236276	0.2755171831608556	0.7116422276568553	Lung5_Rep2	Lung5	30
7	187	30	164	194	194	0.03608247422680412	0.01758608255370182	0.07259515334410734	0.15463917525773196	0.11051858590332236	0.2121718897094912	0.20463458110516933	0.08755034994799905	0.47829976475205593	Lung5_Rep3	Lung5	1
16	320	34	302	336	336	0.047619047619047616	0.02952057243070933	0.07594503272180878	0.10119047619047619	0.07331900780517953	0.13807830200032983	0.4441176470588235	0.24018847470956928	0.8211904616471071	Lung5_Rep3	Lung5	2
15	443	32	426	458	458	0.03275109170305677	0.019946144691685663	0.05332919473204749	0.06986899563318777	0.04992310223435485	0.09697055134730605	0.45076185101580135	0.24065573152619743	0.8443025438979537	Lung5_Rep3	Lung5	3
38	384	105	317	422	422	0.09004739336492891	0.06630729639418038	0.12118401492909099	0.24881516587677724	0.20995632202635914	0.2922059843335643	0.29875992063492063	0.2003138040305568	0.44558831384465314	Lung5_Rep3	Lung5	4
15	433	43	405	448	448	0.033482142857142856	0.020393633932918875	0.05450340963279088	0.09598214285714286	0.07203973580923725	0.12679454593905684	0.32627960685321444	0.17850083719379578	0.5964027033257433	Lung5_Rep3	Lung5	5
56	212	56	212	268	268	0.208955223880597	0.16456256440592223	0.2615738326723763	0.208955223880597	0.16456256440592223	0.2615738326723763	1.0	0.6593748466250164	1.5165880304935193	Lung5_Rep3	Lung5	6
10	604	40	574	614	614	0.016286644951140065	0.008870102421217479	0.029718429008197444	0.06514657980456026	0.04820380533604278	0.08749699564595649	0.23758278145695363	0.11770675751156513	0.47954407408832583	Lung5_Rep3	Lung5	7
19	696	41	674	715	715	0.026573426573426574	0.017076856186897655	0.04113012571286996	0.057342657342657345	0.042548110420763896	0.07686846202023005	0.4487664704233249	0.2578378599208836	0.7810774765118088	Lung5_Rep3	Lung5	8
30	218	64	184	248	248	0.12096774193548387	0.08606217368206504	0.16743685110176737	0.25806451612903225	0.20758613319104396	0.3159238826284236	0.3956422018348624	0.2457973775009557	0.6368365418061849	Lung5_Rep3	Lung5	9
26	407	59	374	433	433	0.06004618937644342	0.041302995999749	0.08652732052688215	0.13625866050808313	0.10712752721931196	0.17178730140506815	0.4049473202015575	0.2500086329902509	0.6559066788098362	Lung5_Rep3	Lung5	10
32	313	88	257	345	345	0.0927536231884058	0.0664680431430097	0.12800876237559813	0.25507246376811593	0.2119466214640654	0.303592809612962	0.2985768225384839	0.19288161210250612	0.4621908640508453	Lung5_Rep3	Lung5	11
17	451	36	432	468	468	0.03632478632478633	0.022800920348644595	0.05739887551505204	0.07692307692307693	0.05607824696916751	0.10465705063918239	0.4523281596452328	0.250314223376097	0.8173757018219084	Lung5_Rep3	Lung5	12
5	304	27	282	309	309	0.016181229773462782	0.0069308466203427295	0.037313908552882316	0.08737864077669903	0.06074533996142599	0.12414567197560543	0.17178362573099415	0.06525612315140071	0.4522121855265755	Lung5_Rep3	Lung5	13
38	185	38	185	223	223	0.17040358744394618	0.12673887299932646	0.22523184136699786	0.17040358744394618	0.12673887299932646	0.22523184136699786	1.0	0.6103758607062494	1.6383347775957704	Lung5_Rep3	Lung5	14
30	233	45	218	263	263	0.11406844106463879	0.08107922299768594	0.15816982962379436	0.17110266159695817	0.1304038102853423	0.2212714907172	0.6237482117310443	0.3792596671864624	1.0258455229999295	Lung5_Rep3	Lung5	15
38	352	82	308	390	390	0.09743589743589744	0.07181224994876838	0.13091290656085375	0.21025641025641026	0.1727384119992124	0.2534268280363755	0.4054878048780488	0.2680492307389951	0.6133961267171775	Lung5_Rep3	Lung5	16
38	376	71	343	414	414	0.09178743961352658	0.067602842842314	0.12347817924835387	0.17149758454106281	0.13824867756275566	0.21078693784748598	0.4882379382679053	0.32071166177225224	0.7432728920639424	Lung5_Rep3	Lung5	17
11	235	8	238	246	246	0.044715447154471545	0.025148803161992986	0.07828313131168954	0.032520325203252036	0.016568704702468132	0.0628480137303309	1.3925531914893616	0.5503173607817237	3.523792868123539	Lung5_Rep3	Lung5	18
32	186	52	166	218	218	0.14678899082568808	0.10593519136559673	0.19987580170333177	0.23853211009174313	0.18679410633661803	0.29932571970142	0.5492142266335814	0.33728230150490307	0.8943139482589723	Lung5_Rep3	Lung5	19
36	161	78	119	197	197	0.18274111675126903	0.1350186187571645	0.24260036057779397	0.39593908629441626	0.33026331666543374	0.46559570855643273	0.3411371237458194	0.21523603529832763	0.5406833341650701	Lung5_Rep3	Lung5	20
24	64	23	65	88	88	0.2727272727272727	0.19065350395100786	0.3738140140364836	0.26136363636363635	0.18093113139383873	0.3617597624930273	1.059782608695652	0.5433874513231763	2.0669214479628857	Lung5_Rep3	Lung5	21
