cohort,group,n,target,feature,spearman_rho,p,q_BH
LUAD,ALK_driven,25,CLDN4,GZMB,0.06769230769230769,0.7478295709921494,0.841308267366168
LUAD,ALK_driven,25,CLDN4,PRF1,0.1576923076923077,0.45155541117112874,0.753026978608473
LUAD,ALK_driven,25,CLDN4,IFNG,-0.3876923076923077,0.055507752242562186,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,TBX21,-0.033846153846153845,0.872398699612784,0.923716270178242
LUAD,ALK_driven,25,CLDN4,CXCL9,-0.08076923076923077,0.7011275748533197,0.814212667571597
LUAD,ALK_driven,25,CLDN4,CXCL10,-0.2561538461538462,0.21647833224140892,0.5195479973793814
LUAD,ALK_driven,25,CLDN4,CXCL11,-0.1753846153846154,0.40171841124929525,0.7230931402487315
LUAD,ALK_driven,25,CLDN4,STAT1,-0.19692307692307692,0.3454303211962489,0.6840199834383428
LUAD,ALK_driven,25,CLDN4,IDO1,0.08076923076923077,0.7011275748533197,0.814212667571597
LUAD,ALK_driven,25,CLDN4,HLA-DRA,0.19076923076923075,0.3610105468146809,0.6840199834383428
LUAD,ALK_driven,25,CLDN4,CD274,-0.2123076923076923,0.30826616404612583,0.6604243076893667
LUAD,ALK_driven,25,CLDN4,PDCD1,0.3792307692307692,0.061538109613897066,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,CTLA4,-0.26076923076923075,0.20802517410935772,0.5195479973793814
LUAD,ALK_driven,25,CLDN4,LAG3,0.3807692307692308,0.06040566497226498,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,HAVCR2,-0.33153846153846156,0.10544852239189585,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,TIGIT,-0.08692307692307692,0.6794980246772078,0.814212667571597
LUAD,ALK_driven,25,CLDN4,FOXP3,0.32692307692307687,0.11068605336887481,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,CD4,0.10153846153846155,0.6291299593362891,0.8088813762895146
LUAD,ALK_driven,25,CLDN4,CD3D,0.3492307692307692,0.08706063248527332,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,CD3E,0.2753846153846154,0.1827407990536967,0.5195479973793814
LUAD,ALK_driven,25,CLDN4,GZMK,-0.018461538461538463,0.9302033007015402,0.9302033007015402
LUAD,ALK_driven,25,CLDN4,NKG7,0.29615384615384616,0.15059346877779897,0.503841225620876
LUAD,ALK_driven,25,CLDN4,CCL5,0.3392307692307693,0.09713024967399495,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,CCR5,-0.29384615384615387,0.15395148560637875,0.503841225620876
LUAD,ALK_driven,25,CLDN4,ITGAX,-0.21076923076923076,0.31186703418664535,0.6604243076893667
LUAD,ALK_driven,25,CLDN4,CD68,-0.32759706661794175,0.10990949816641359,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,CD163,-0.38,0.06096985613665517,0.44274421347549925
LUAD,ALK_driven,25,CLDN4,MRC1,-0.26692307692307693,0.19710580890279145,0.5195479973793814
LUAD,ALK_driven,25,CLDN4,sig_IFNG_6gene,-0.1476923076923077,0.4811005696665244,0.753026978608473
LUAD,ALK_driven,25,CLDN4,sig_CYT,0.12923076923076923,0.5381165514921838,0.7748878341487447
LUAD,ALK_driven,25,CLDN4,sig_CD8_effector,0.036923076923076927,0.8609043379608134,0.923716270178242
LUAD,ALK_driven,25,CLDN4,sig_Checkpoint,-0.1376923076923077,0.5115973965854037,0.7673960948781056
LUAD,ALK_driven,25,CLDN4,sig_Broad_immune,-0.12230769230769231,0.5602813366901462,0.7757741584940485
