Sample	Sample_Origin	n_epithelial	mean_CLDN4	median_CLDN4	pct_CLDN4_pos	mean_cytotrace_like	median_cytotrace_like	mean_n_genes	mean_total_umi	mean_EPCAM_log1p_cp10k	n_CLDN4_high	n_CLDN4_low	mean_cyto_CLDN4_high	mean_cyto_CLDN4_low	eligible
EFFUSION_13	PE	47	0.0	0.0	0.0	0.7863542030713865	0.8163819343516056	5642.63829787234	41202.17021276596	0.0	47	47	0.7863542030713865	0.7863542030713865	1
EFFUSION_64	PE	15	2.0375607625085017	2.303485588327296	80.0	0.6945000502737635	0.7992705733951243	2052.266666666667	13051.133333333333	1.1428118303467112	4	4	0.8620807853675926	0.7390037568212356	0
LUNG_N01	nLung	199	0.8612544987003526	0.8495135044986433	73.86934673366834	0.25626487112393076	0.1128143252803905	2785.743718592965	12766.849246231155	0.8439533756476753	50	52	0.4433575561466532	0.2217088790497626	1
LUNG_N06	nLung	178	1.0706317735131432	1.0432774270129783	66.85393258426966	0.36261859652701245	0.2498834562755368	2161.483146067416	8947.073033707866	0.9981101132938098	45	59	0.6367601758667655	0.3469489247999003	1
LUNG_N08	nLung	299	0.9899777608483674	1.0120226931144127	67.89297658862876	0.41691668272400584	0.37247374338442973	2161.511705685619	8681.428093645485	0.9946460486497741	75	96	0.5728858054313947	0.5563887384484602	1
LUNG_N09	nLung	384	0.9422292136258582	0.9357743580966974	78.38541666666666	0.1813621019232	0.08329448542517892	2652.9505208333335	12076.5390625	1.0482540462915548	96	96	0.23323055776455426	0.23484445983126298	1
LUNG_N18	nLung	399	1.4547204213122673	1.5980164684787401	76.44110275689223	0.5088791095021675	0.6099487207612362	2125.3558897243106	7564.278195488721	1.030023264609259	100	100	0.6198445169605397	0.5859782817341707	1
LUNG_N19	nLung	174	1.0937283879962394	1.1568077932777936	79.88505747126436	0.16000689018476474	0.06866482024844381	2351.6724137931033	10367.798850574713	0.8777669316772748	44	44	0.24931320222268202	0.15831561287041584	1
LUNG_N20	nLung	305	0.9567538583313826	1.0524385011477349	67.8688524590164	0.2724246084602877	0.11067540516083034	1758.2622950819673	7088.324590163935	0.8441566887914925	77	98	0.3173522120515292	0.40894115619209537	1
LUNG_N28	nLung	233	0.9815791919330292	1.0412813569290011	77.25321888412017	0.23397837141487554	0.10302465242548058	2177.991416309013	9420.403433476395	1.1419453995287958	59	59	0.2855165547862405	0.3665854385181308	1
LUNG_N30	nLung	334	1.4647999315912263	1.6014708999234735	73.65269461077844	0.4696594690072511	0.5849123865412564	1794.6107784431138	6326.703592814371	0.9791448979767583	84	88	0.5671752151651787	0.5531208789017219	1
LUNG_N31	nLung	548	1.1683299883504605	1.3011120536183425	67.88321167883211	0.4441057748641457	0.41784352976663836	1711.844890510949	5529.299270072993	1.0479641135006779	137	176	0.5806841862225601	0.49841248127198445	1
LUNG_N34	nLung	650	1.183364035375329	1.2963337765253213	69.23076923076923	0.3919236570049634	0.2307702854635698	1778.8061538461538	6561.944615384616	0.8709373428132376	163	200	0.5664115013809442	0.49029046809444154	1
LUNG_T06	tLung	145	1.5803042614558327	1.6348754490062107	90.3448275862069	0.38537922335072905	0.35141360682260675	2640.6275862068965	10467.213793103449	1.4315834714917102	37	37	0.49389044074650224	0.2614481511977879	1
LUNG_T08	tLung	42	1.5306764857888104	1.7694554495922827	85.71428571428571	0.3679340878315293	0.26023528121315165	3063.190476190476	15109.42857142857	1.226898957784978	11	11	0.501516938103441	0.2764292498572807	1
LUNG_T09	tLung	119	0.9208332090479011	0.936264196507767	78.15126050420169	0.41718298090618594	0.3760660323031782	3261.831932773109	16382.44537815126	0.8664674852623951	30	30	0.5147868849462071	0.4440763795577736	1
LUNG_T18	tLung	1028	1.8019304419359963	1.9143987615908427	91.73151750972762	0.5165041412101277	0.49961609126059175	3309.5943579766536	15328.544747081713	1.222778878106517	257	257	0.47871019040827806	0.5591383244101404	1
LUNG_T19	tLung	316	1.2514004320379104	1.370766481136997	81.0126582278481	0.39115519042185876	0.34592919625963203	2673.4145569620255	10898.167721518987	1.094656393249104	79	79	0.5287049883490986	0.29583917209004285	1
LUNG_T20	tLung	526	1.7518125922690129	1.871406684708138	89.35361216730038	0.4821445942948992	0.446362464694107	3310.0038022813687	17903.169201520912	1.3106719979990922	132	132	0.5335909759840987	0.4095988402964573	1
LUNG_T25	tLung	226	1.379441466266423	1.5301767708803604	79.64601769911505	0.4156427886917279	0.37745084597032935	2260.3982300884954	8718.765486725664	1.2661339837660288	57	57	0.4623425456998132	0.47000195803078876	1
LUNG_T28	tLung	1228	1.8509150723164056	1.9314570496845587	92.83387622149837	0.4965100190087527	0.5071160227054597	3446.840390879479	17048.258143322477	1.6578626582127736	307	307	0.5678751633822877	0.3705692505535101	1
LUNG_T30	tLung	882	1.036229469521862	1.1313176830105445	63.038548752834465	0.43732458202977537	0.416828913812488	1757.530612244898	5591.4625850340135	1.089302002661536	221	326	0.4797277201094351	0.49320736404928506	1
LUNG_T31	tLung	272	1.1000575470947087	1.2586121011674964	69.85294117647058	0.6071653824005264	0.6554007733018894	2961.9742647058824	14208.371323529413	1.2795822437538193	68	82	0.722351311983921	0.5308598418750798	1
LUNG_T34	tLung	2486	1.5813133612634085	1.6696027098185087	91.2711182622687	0.2672825612665026	0.17201853730770283	2720.9859211584876	12214.316572807724	1.3167822640870899	622	622	0.3252933961260134	0.236750960234761	1
NS_02	mBrain	181	0.8218572045084204	0.7857399673877703	58.5635359116022	0.418600060267915	0.3850604656264568	2779.1436464088397	16048.3591160221	0.7971341273197217	46	75	0.4125343818890457	0.4705024634144113	1
NS_03	mBrain	2720	1.993643822543292	2.1121122158491143	92.90441176470588	0.43298820025034723	0.3998957961993035	3280.504044117647	16425.704779411764	2.0427557529347884	680	680	0.4567450991145903	0.3729232230913041	1
NS_04	mBrain	1234	1.3512305798807338	1.460355817824061	89.05996758508914	0.6854404099459119	0.7369128252941015	4318.812803889789	26098.684764991896	1.9171389235743705	309	309	0.7142289304787065	0.624981596607759	1
NS_06	mBrain	84	1.1823742335165424	1.3958306938259157	60.71428571428571	0.5311379041977938	0.6573066059725231	2577.440476190476	23990.535714285714	1.2325319930088745	21	33	0.5492728585661923	0.5385533288294689	1
NS_07	mBrain	5112	1.7534040219649878	1.864047537643441	90.33646322378716	0.4545062350409806	0.4429621301450627	2459.4454225352115	8973.381455399061	1.4348080054611947	1278	1278	0.4941268421429146	0.4578111502873114	1
NS_12	mBrain	2815	1.68693934121419	1.8316930090529395	86.28774422735347	0.7036932537025494	0.7699838209888392	3092.2227353463586	16149.818827708703	1.7547724580475008	704	704	0.7444140421476952	0.707526083669669	1
NS_13	mBrain	1363	1.2502342889187357	1.4339153511592977	71.9002201027146	0.5806490218465238	0.6510817999835468	1981.0344827586207	7232.431401320617	1.1424083478516127	341	383	0.6417879355351768	0.739353244798527	1
NS_16	mBrain	81	0.10942157592642152	0.0	12.345679012345679	0.4702218511781495	0.5027559163078948	3047.753086419753	16076.876543209877	0.9362454494561782	81	71	0.4702218511781495	0.44238800505338227	1
NS_17	mBrain	1117	2.0970869054754555	2.2388174397913514	87.91405550581915	0.7227088279542124	0.775248855129295	3426.867502238138	20892.191584601613	2.1604210257331053	280	280	0.7339717121938034	0.6930347006491191	1
NS_19	mBrain	756	1.016693982885251	1.1642071653581338	67.06349206349206	0.6462004388108811	0.6630995146296652	2642.814814814815	10791.411375661375	1.4421861237966935	189	249	0.6931880719003324	0.6578589015342363	1
