cyto,radius_um,cut,margin_um,core_um,drop_lusc,n_sections,n_both,n_pat_both,n_pat,mean_d_core,mean_d_margin,mean_inter_d,mean_r_core,mean_r_margin,mean_inter_r,n_abs_stronger,n_fold_stronger,wilcox_d,wilcox_r,mean_count_core_low,mean_count_margin_low,score
effector_rna,100.0,absolute,40.0,250.0,True,6,4,2,3,-0.7981954096902584,0.29882271428916035,-1.0970181239794186,0.8099156267555677,0.9905966662364358,-0.18068103948086814,4,6,0.4375,0.03125,3.581284326678547,23.806701913674825,0.8133333333333332
effector_rna,100.0,absolute,50.0,250.0,True,6,4,2,3,-0.7981954096902584,0.10380278486834094,-0.9019981945585992,0.8099156267555677,0.9809085841094562,-0.17099295735388867,4,6,0.4375,0.03125,3.581284326678547,22.681202286679422,0.8133333333333332
effector_rna,100.0,quantile_0.20_0.80,,,False,8,5,3,5,-0.48873708022532325,0.16226637351620699,-0.6510034537415301,0.8567980512183155,0.9788965059537006,-0.12209845473538511,5,6,0.4609375,0.0390625,3.7475652187577815,19.443282390695018,0.775
effector_rna,100.0,quantile_0.25_0.75,,,False,8,5,3,5,-0.4762608790494919,0.12646708256131567,-0.6027279616108074,0.8663825290040396,0.9771610888551532,-0.11077855985111364,5,6,0.640625,0.078125,3.9631138331339906,18.236420599867515,0.775
effector_rna,100.0,quantile_0.33_0.67,,,False,8,5,3,5,-0.42373378747698076,-0.002489066254988459,-0.4212447212219923,0.8888573053570321,0.9675844021461117,-0.0787270967890797,5,6,0.640625,0.109375,4.285673685258779,16.67331208159849,0.775
effector_rna,100.0,quantile_0.40_0.60,,,False,8,5,3,5,-0.3928380854834797,-0.02130403698113037,-0.37153404850234933,0.9036170497611318,0.9662339764962031,-0.06261692673507145,5,6,0.640625,0.25,4.575841753218601,15.467577202758754,0.775
effector_rna,100.0,quantile_0.50_0.50,,,False,8,5,3,5,-0.3429214126948762,-0.027265127104518894,-0.3156562855903573,0.9209519265641062,0.9668115211556068,-0.04585959459150053,5,6,0.7421875,0.3828125,5.01001311354598,14.00560458849655,0.775
cd8,50.0,absolute,20.0,200.0,True,7,4,3,4,-0.0668082946472109,-0.03483754696551941,-0.03197074768169148,0.6532644072160896,0.8058057076160127,-0.23920988721171915,4,5,1.0,0.0625,0.297897471979716,0.8726479131917397,0.7389285714285714
cd8,50.0,absolute,30.0,200.0,True,7,4,3,4,-0.0668082946472109,-0.06676572460796995,-4.257003924093957e-05,0.6532644072160896,0.8116596587339159,-0.23143091349247266,4,5,0.9375,0.0625,0.297897471979716,0.8590809650410703,0.7389285714285714
effector_rna,100.0,absolute,20.0,120.0,True,7,4,3,4,-0.35801801260752636,0.6014579532867954,-0.9594759658943216,0.9216539397947784,1.0100369637136584,-0.08838302391888006,4,6,0.21875,0.03125,4.905966130019681,25.766974118625253,0.7389285714285714
effector_rna,100.0,absolute,30.0,400.0,True,6,4,1,3,-0.5468495628784846,0.46351784305837523,-1.0103674059368597,0.8475209690110294,0.9992302967831951,-0.15170932777216564,4,6,0.3125,0.03125,3.449815703781894,24.853677759681215,0.73
cd8,100.0,absolute,20.0,250.0,False,7,4,2,4,-0.17907897349471247,0.3915944422261917,-0.5706734157209042,0.7732747005827582,0.99441561389807,-0.22114091331531163,5,6,0.46875,0.03125,0.6478328521181175,3.1636712168801244,0.6964285714285714
effector_rna,100.0,absolute,20.0,400.0,False,7,4,2,4,-0.45892000220686835,0.5320021696622206,-0.9909221718690888,0.8793314375652559,1.0148645473529527,-0.1355331097876968,5,7,0.296875,0.015625,3.0967142072566562,23.519640564427984,0.6964285714285714
effector_rna,100.0,absolute,40.0,250.0,False,7,4,2,4,-0.669514250232089,0.3502764075862648,-1.0197906578183538,0.8514706186763421,1.0028714574680102,-0.15140083879166813,5,6,0.296875,0.03125,3.215040939720292,21.636042464575638,0.6964285714285714
effector_rna,100.0,absolute,50.0,250.0,False,7,4,2,4,-0.669514250232089,0.0956984248967385,-0.7652126751288274,0.8514706186763421,0.9844452958876275,-0.13297467721128567,4,6,0.578125,0.078125,3.215040939720292,20.627956715794994,0.6964285714285714
cd8,100.0,absolute,20.0,120.0,True,7,4,2,4,-0.22508515606582447,0.2167670901504639,-0.44185224621628827,0.7929185679222321,0.9581086098580439,-0.16519004193581172,4,5,0.6875,0.15625,1.3332761924731287,3.7340595218781814,0.6764285714285714
cd8,100.0,absolute,20.0,150.0,True,7,4,2,4,-0.2016824649138849,0.2167670901504639,-0.4184495550643489,0.7877787306098671,0.9581086098580439,-0.1703298792481767,4,5,0.578125,0.21875,1.3218438712975882,3.7340595218781814,0.6764285714285714
lymphoid_tnk,100.0,absolute,20.0,100.0,True,7,4,2,4,-0.5877750821500051,1.0915666440119736,-1.679341726161979,0.8648667259866538,0.9886604500644618,-0.12379372407780788,4,5,0.8125,0.109375,4.093125525671589,16.827240887487072,0.6764285714285714
lymphoid_tnk,100.0,absolute,20.0,120.0,True,7,4,2,4,-0.5880759048511942,1.0915666440119736,-1.6796425488631677,0.8450163161660942,0.9886604500644618,-0.14364413389836755,4,5,0.6875,0.078125,3.8260561125480455,16.827240887487072,0.6764285714285714
lymphoid_tnk,100.0,absolute,20.0,150.0,True,7,4,2,4,-0.5165339832285782,1.0915666440119736,-1.608100627240552,0.8388436437443304,0.9886604500644618,-0.14981680632013136,4,6,0.6875,0.046875,3.5105700801093893,16.827240887487072,0.6764285714285714
lymphoid_tnk,100.0,absolute,30.0,100.0,True,7,4,2,4,-0.5877750821500051,0.7548313485603128,-1.3426064307103178,0.8648667259866538,0.9765607201235846,-0.11169399413693062,4,6,0.8125,0.078125,4.093125525671589,16.778898305512485,0.6764285714285714
lymphoid_tnk,100.0,absolute,30.0,120.0,True,7,4,2,4,-0.5880759048511942,0.7548313485603128,-1.342907253411507,0.8450163161660942,0.9765607201235846,-0.1315444039574903,4,6,0.6875,0.046875,3.8260561125480455,16.778898305512485,0.6764285714285714
lymphoid_tnk,100.0,absolute,30.0,150.0,True,7,4,2,4,-0.5165339832285782,0.7548313485603128,-1.271365331788891,0.8388436437443304,0.9765607201235846,-0.13771707637925412,4,6,0.6875,0.046875,3.5105700801093893,16.778898305512485,0.6764285714285714
lymphoid_tnk,100.0,absolute,40.0,100.0,True,7,4,2,4,-0.5877750821500051,0.4071927448179612,-0.9949678269679663,0.8648667259866538,0.9582562015468544,-0.09338947556020051,4,5,0.8125,0.109375,4.093125525671589,16.6074180606511,0.6764285714285714
lymphoid_tnk,100.0,absolute,40.0,120.0,True,7,4,2,4,-0.5880759048511942,0.4071927448179612,-0.9952686496691554,0.8450163161660942,0.9582562015468544,-0.1132398853807602,4,5,0.8125,0.078125,3.8260561125480455,16.6074180606511,0.6764285714285714
lymphoid_tnk,100.0,absolute,40.0,150.0,True,7,4,2,4,-0.5165339832285782,0.4071927448179612,-0.9237267280465394,0.8388436437443304,0.9582562015468544,-0.11941255780252401,4,6,0.8125,0.046875,3.5105700801093893,16.6074180606511,0.6764285714285714
lymphoid_tnk,100.0,absolute,50.0,150.0,True,7,4,2,4,-0.5165339832285782,0.1300390858346925,-0.6465730690632707,0.8388436437443304,0.9464304987200798,-0.10758685497574934,4,6,0.8125,0.046875,3.5105700801093893,16.253392870241644,0.6764285714285714
effector_rna,100.0,absolute,20.0,200.0,True,7,4,2,4,-0.38695276600761624,0.6014579532867954,-0.9884107192944115,0.8985816562735579,1.0100369637136584,-0.11145530744010071,5,6,0.296875,0.109375,4.064546207879374,25.766974118625253,0.6764285714285714
effector_rna,100.0,absolute,30.0,120.0,True,7,4,2,4,-0.35801801260752636,0.5566871080660408,-0.914705120673567,0.9216539397947784,1.0058326149474395,-0.08417867515266109,5,6,0.296875,0.03125,4.905966130019681,24.810265471948316,0.6764285714285714
effector_rna,100.0,quantile_0.20_0.80,,,True,7,4,2,4,-0.5410629004088634,0.160483929843205,-0.7015468302520684,0.8532939376149218,0.9666796177320792,-0.11338568011715762,4,5,0.46875,0.078125,4.135520388146783,21.833353039495222,0.6764285714285714
