layer	cohort	gene	n_lines_in_cohort	n_quantified	n_pairwise_vs_TACSTD2	rho_vs_TACSTD2	p_vs_TACSTD2	median_abundance	mean_abundance	q_vs_TACSTD2	in_confirmatory_family	rank_rho_among_claudins	rank_median_among_claudins	n_claudins_tested
RNA	LINEAGE:Soft Tissue	CLDN5	56	56	56	0.1508054855020951	0.2672442513528025	0.07722679633993625	0.29686993574710085	0.5464184953348328	True	11	10	23
RNA	LINEAGE:Soft Tissue	CLDN6	56	56	56	0.13742744618648858	0.3124857365135721	0.1110313123887439	0.20142279198989213	0.5521734240398489	True	13	8	23
RNA	LINEAGE:Soft Tissue	CLDN7	56	56	56	0.1453639058052661	0.28508791060947797	0.3895668117627256	0.8351862194688119	0.5464184953348328	True	12	6	23
RNA	LINEAGE:Soft Tissue	CLDN8	56	56	56	0.1771757807427732	0.1914435091782135	0.0	0.0020431793311509413	0.4403200711098911	True	10	18	23
RNA	LINEAGE:Soft Tissue	CLDN9	56	56	56	0.13093646864060285	0.3361055624590385	0.070389327891398	0.1652091810527661	0.5521734240398489	True	14	11	23
RNA	LINEAGE:Soft Tissue	CLDN10	56	56	56	-0.09233515494226535	0.4985095867760196	0.0565835283663675	0.11163403197156319	0.681240888872833	True	23	13	23
RNA	LINEAGE:Soft Tissue	CLDN11	56	56	56	0.010454745528440916	0.93904229001551	0.7911816548365994	2.5558411565922126	0.9417738680301623	True	19	4	23
RNA	LINEAGE:Soft Tissue	CLDN12	56	56	56	-0.00998542790996432	0.9417738680301623	4.561075563986389	4.540483021089304	0.9417738680301623	True	20	1	23
RNA	LINEAGE:Soft Tissue	CLDN14	56	56	56	0.1797884537639363	0.18487213417773518	0.0496139328874306	0.34780587228479654	0.4403200711098911	True	9	15	23
RNA	LINEAGE:Soft Tissue	CLDN15	56	56	56	0.10845284202211249	0.426245518157818	2.6469280048809716	2.6292114150265533	0.653576461175321	True	15	2	23
RNA	LINEAGE:Soft Tissue	CLDN16	56	56	56	0.2559719601002374	0.05688768003205423	0.0285691521967709	0.4504449712081235	0.26063306755764437	True	4	17	23
RNA	LINEAGE:Soft Tissue	CLDN17	56	56	56			0.0	0.0		False		18	23
RNA	LINEAGE:Soft Tissue	CLDN18	56	56	56	0.2767220501567469	0.0389609228966913	0.06348642812888275	0.0902622456360849	0.26063306755764437	True	2	12	23
RNA	LINEAGE:Soft Tissue	CLDN19	56	56	56	-0.06563235379968436	0.6308088003754023	0.0	0.03810777615552525	0.7636106530860133	True	21	18	23
RNA	LINEAGE:Soft Tissue	CLDN20	56	56	56	0.2662184753982784	0.0473436995737966	0.0426443374084937	0.1400041371263392	0.26063306755764437	True	3	16	23
RNA	LINEAGE:Soft Tissue	CLDN22	56	56	56	-0.0745585710860316	0.5849819223259556	0.0	0.041092796826147075	0.7474769007498321	True	22	18	23
RNA	LINEAGE:Soft Tissue	CLDN23	56	56	56	0.09126408815132211	0.5035258743842678	0.20787933326124886	0.5049111757007569	0.681240888872833	True	16	7	23
RNA	LINEAGE:Soft Tissue	CLDN24	56	56	56	0.34691420156611946	0.008808146926160406	0.0	0.08380540777497435	0.20258737930168935	True	1	18	23
RNA	LINEAGE:Soft Tissue	CLDN25	56	56	56	0.033852565748028654	0.8043768435528974	0.0	0.001743049939757541	0.8809841619865068	True	18	18	23
RNA	LINEAGE:Soft Tissue	CLDN34	56	56	56	0.04223335856166111	0.7572795152384563	0.0	0.01650928707508879	0.8708714425242248	True	17	18	23
RNA	LINEAGE:Uterus	CLDN1	40	40	40	0.25261578803501294	0.11580034719770721	6.066855735008373	5.1647330038081956	0.3970297618207104	True	7	1	24
RNA	LINEAGE:Uterus	CLDN2	40	40	40	0.1800160438962744	0.26634054772161947	0.1699107524616712	1.2887005498700352	0.5326810954432389	True	11	13	24
RNA	LINEAGE:Uterus	CLDN3	40	40	40	0.5221982377048193	0.0005478179782656065	3.1572322579196888	3.17329530452255	0.004382543826124852	True	3	5	24
RNA	LINEAGE:Uterus	CLDN4	40	40	40	0.645709226400046	6.817223204878909e-06	5.441175673947285	5.185758680886693	0.00015746116382862608	True	1	3	24
RNA	LINEAGE:Uterus	CLDN5	40	40	40	0.09822746567830652	0.546504333223707	0.0976107966264223	0.2972582743461218	0.6903212630194193	True	15	15	24
RNA	LINEAGE:Uterus	CLDN6	40	40	40	-0.08155312896425415	0.6168875476196254	0.28683268153219244	1.881251599232416	0.7402650571435504	True	20	12	24
RNA	LINEAGE:Uterus	CLDN7	40	40	40	0.6302257178466371	1.3121763652385507e-05	5.891830839840378	4.640647001089211	0.00015746116382862608	True	2	2	24
RNA	LINEAGE:Uterus	CLDN8	40	40	40	0.10236172113731327	0.5296647049007392	0.0	0.04998453107457827	0.6903212630194193	True	13	21	24
RNA	LINEAGE:Uterus	CLDN9	40	40	40	0.13471916282763524	0.40721264867621376	0.6553445587596403	0.907624641374061	0.6544916272406673	True	12	9	24
RNA	LINEAGE:Uterus	CLDN10	40	40	40	0.010456967616900322	0.9489382280751109	0.07722679633993625	0.9853934268858258	0.9901964119044635	True	16	17	24
RNA	LINEAGE:Uterus	CLDN11	40	40	40	-0.21282087591830526	0.18734323013303988	0.5208317658646807	1.2531186100457465	0.4829991422230912	True	24	10	24
RNA	LINEAGE:Uterus	CLDN12	40	40	40	0.2688500121546478	0.09344819682841615	4.2183749234757855	4.260150208278276	0.3970297618207104	True	5	4	24
RNA	LINEAGE:Uterus	CLDN14	40	40	40	0.10179839037095186	0.5319442701390968	0.0285691521967709	0.12340919985081263	0.6903212630194193	True	14	18	24
RNA	LINEAGE:Uterus	CLDN15	40	40	40	-0.06113926668721355	0.7078329907505257	2.8933295431992914	2.7380023487511727	0.772181444455119	True	18	6	24
RNA	LINEAGE:Uterus	CLDN16	40	40	40	0.19816014268281235	0.22029930660018834	1.3518604448504954	2.7709621301837872	0.4829991422230912	True	9	8	24
RNA	LINEAGE:Uterus	CLDN17	40	40	40	-0.11984249951624544	0.46137973704837415	0.0	0.003557274623917005	0.6903212630194193	True	21	21	24
RNA	LINEAGE:Uterus	CLDN18	40	40	40	-0.07093069060311231	0.6636144249812559	0.1110313123887439	0.16039975237813014	0.7584164856928639	True	19	14	24
RNA	LINEAGE:Uterus	CLDN19	40	40	40	-0.15490709458288587	0.3398662517313897	0.0285691521967709	0.20892152852916407	0.6274453878117964	True	23	18	24
RNA	LINEAGE:Uterus	CLDN20	40	40	40	0.19770830602508355	0.22137460685225013	0.31015244075667664	0.37085509897455426	0.4829991422230912	True	10	11	24
RNA	LINEAGE:Uterus	CLDN22	40	40	40	-0.0018423113800463211	0.9909982037376284	0.0	0.030428922031412668	0.9909982037376284	True	17	21	24
RNA	LINEAGE:Uterus	CLDN23	40	40	40	0.2966873240700317	0.06302470657450228	1.4776564017223526	1.4152165249829953	0.3781482394470137	True	4	7	24
RNA	LINEAGE:Uterus	CLDN24	40	40	40	0.25660192506514173	0.10997115169357834	0.0840642647884745	0.12124723358912051	0.3970297618207104	True	6	16	24
RNA	LINEAGE:Uterus	CLDN25	40	40	40	-0.13419489731340112	0.4090572670254171	0.0	0.002829176418318375	0.6544916272406673	True	22	21	24
RNA	LINEAGE:Uterus	CLDN34	40	40	40	0.23377968205296507	0.14653672027721593	0.0285691521967709	0.0653308720889896	0.4396101608316478	True	8	18	24
protein	ALL_CANCERS	CLDN1	375	312	312	0.3740381948368141	8.502519779808715e-12	-0.23113700248514352	-0.10999565435104697	1.9130669504569612e-11	True	5	3	9
protein	ALL_CANCERS	CLDN2	375	81	81	0.1084914182475158	0.3349978329536728	-0.404078998018055	0.083626688891933	0.3349978329536728	True	8	7	9
protein	ALL_CANCERS	CLDN3	375	295	295	0.32183103200052354	1.555473992063995e-08	-0.34090574285569	-0.12798367414200962	2.7998531857151908e-08	True	6	6	9
protein	ALL_CANCERS	CLDN4	375	197	197	0.6185563288536458	3.4747719907650856e-22	-0.0680274584733476	-0.047821355041511734	1.5636473958442886e-21	True	1	2	9
protein	ALL_CANCERS	CLDN6	375	216	216	0.48480810678860187	3.924192804272894e-14	-0.336695815256714	-0.359251312981846	1.1772578412818684e-13	True	3	5	9
protein	ALL_CANCERS	CLDN7	375	278	278	0.6107500630449407	8.204775587658234e-30	-0.46324918232337553	-0.16314330319859216	7.384298028892411e-29	True	2	8	9
protein	ALL_CANCERS	CLDN11	375	126	126	0.10846944131983503	0.2266618071459836	-0.592372947949065	-0.12708174911941775	0.29142232347340746	True	9	9	9
protein	ALL_CANCERS	CLDN12	375	160	160	0.4205467010430095	3.081190368116247e-08	-0.04894274530878395	0.0018080531008271394	4.621785552174371e-08	True	4	1	9
protein	ALL_CANCERS	CLDN16	375	9	9	0.0	1.0	-0.830980547007516	0.055565165416723614		False			9
protein	ALL_CANCERS	CLDN18	375	90	90	0.11205498621228958	0.29302760991824195	-0.2679629924299825	-0.1481180903365838	0.3296560611580222	True	7	4	9
protein	LINEAGE:Bowel	CLDN1	30	22	22	-0.016374929418407683	0.9423421025261127	-0.1020779618900094	-0.6876675627318213	0.9423421025261127	True	4	4	4
protein	LINEAGE:Bowel	CLDN2	30	13	13	-0.1868131868131868	0.5411235235098939	0.599317395196355	0.8929903083948935		False			4
protein	LINEAGE:Bowel	CLDN3	30	27	27	0.14163614163614163	0.4809949222674854	2.07119650391386	1.619725661590615	0.7560647075310013	True	2	1	4
protein	LINEAGE:Bowel	CLDN4	30	21	21	0.13246753246753248	0.567048530648251	1.5765252882263	1.195223757301517	0.7560647075310013	True	3	3	4
protein	LINEAGE:Bowel	CLDN6	30	19	19	0.4122807017543859	0.07941665997517353	0.206226335141318	0.4687411021411731		False			4
protein	LINEAGE:Bowel	CLDN7	30	28	28	0.3771209633278598	0.04789599020323553	1.873933577780585	1.5606469155868241	0.19158396081294213	True	1	2	4
protein	LINEAGE:Bowel	CLDN11	30	9	9	0.13333333333333333	0.7323675052362973	-0.347837783330512	0.03831755486916698		False			4
protein	LINEAGE:Bowel	CLDN12	30	16	16	0.45	0.08029573654339643	0.518556981588986	0.6419738797798444		False			4
protein	LINEAGE:Bowel	CLDN16	30	1	1			-1.9576180929644	-1.9576180929644		False			4
protein	LINEAGE:Bowel	CLDN18	30	6	6	-0.028571428571428574	0.9571545189504373	-0.0008554194147974981	0.49083490700558413		False			4
protein	LINEAGE:Breast	CLDN1	30	22	22	0.4059853190287973	0.06082654541559631	0.17780536006980174	0.010037180526600327	0.09123981812339448	True	2	3	3
protein	LINEAGE:Breast	CLDN2	30	8	8	-0.28571428571428575	0.49272624501695717	-0.3161782987061755	-0.38969827001056345		False			3
protein	LINEAGE:Breast	CLDN3	30	27	27	0.20085470085470084	0.31510304941926354	0.945809647695382	0.7434479985589499	0.31510304941926354	True	3	2	3
protein	LINEAGE:Breast	CLDN4	30	19	19	0.7035087719298245	0.0007772711951260765	1.02765564543109	0.6298060200837746		False			3
protein	LINEAGE:Breast	CLDN6	30	13	13	0.06593406593406594	0.830542385756094	-0.0897274407307402	0.42224379540616386		False			3
protein	LINEAGE:Breast	CLDN7	30	26	26	0.5494017094017093	0.003648301125762657	1.69458873728194	0.7045046158736521	0.01094490337728797	True	1	1	3
protein	LINEAGE:Breast	CLDN11	30	12	12	0.6573426573426573	0.020185498509854093	-0.7655124671878131	-0.17572807010413416		False			3
protein	LINEAGE:Breast	CLDN12	30	10	10	0.38181818181818183	0.2762553333854362	-0.23600166791310068	-0.3846766735866948		False			3
protein	LINEAGE:Breast	CLDN16	30	1	1			-1.17442622889585	-1.17442622889585		False			3
protein	LINEAGE:Breast	CLDN18	30	8	8	-0.5714285714285715	0.13895995716070672	0.19667360368058	0.6346551544865991		False			3
protein	LINEAGE:Esophagus/Stomach	CLDN1	28	24	24	0.6	0.0019393928765259096	-0.297718734608644	0.23525723157370418	0.00581817862957773	True	1	3	3
protein	LINEAGE:Esophagus/Stomach	CLDN2	28	6	6	0.3714285714285715	0.4684781341107872	-0.40671640909052953	0.22465027201897955		False			3
protein	LINEAGE:Esophagus/Stomach	CLDN3	28	24	24	0.39999999999999997	0.052779881402567966	0.11968049435590135	0.3538710954228861	0.052779881402567966	True	3	2	3
protein	LINEAGE:Esophagus/Stomach	CLDN4	28	12	12	0.7132867132867133	0.009201779777634764	1.454282963049985	1.194458676564034		False			3
protein	LINEAGE:Esophagus/Stomach	CLDN6	28	14	14	0.5560439560439561	0.03894365041866055	1.49537734650505	1.9063446002750246		False			3
protein	LINEAGE:Esophagus/Stomach	CLDN7	28	21	21	0.548051948051948	0.010108159690260715	1.0750024359428	0.9234945921922948	0.015162239535391073	True	2	1	3
protein	LINEAGE:Esophagus/Stomach	CLDN11	28	9	9	-0.5166666666666667	0.15439012098622507	0.014224578443909	0.13996478481976948		False			3
protein	LINEAGE:Esophagus/Stomach	CLDN12	28	11	11	0.46363636363636374	0.15090149929248592	0.423390798947437	0.445664458496096		False			3
protein	LINEAGE:Esophagus/Stomach	CLDN16	28	0	0						False			3
protein	LINEAGE:Esophagus/Stomach	CLDN18	28	8	8	0.0	1.0	-0.40783913223700696	-0.12575962310422284		False			3
protein	LINEAGE:Lung	CLDN1	76	69	69	0.12188527584947023	0.31843230312110016	-0.0384830303116499	0.11073822938828567	0.37150435364128354	True	6	3	7
protein	LINEAGE:Lung	CLDN2	76	16	16	0.2823529411764706	0.2893498290632738	-0.995528882521596	-0.4941068822206525		False			7
protein	LINEAGE:Lung	CLDN3	76	64	64	0.3095238095238095	0.01281619886264668	-0.301701793688169	-0.1826663148359026	0.022428348009631692	True	5	6	7
protein	LINEAGE:Lung	CLDN4	76	44	44	0.703875968992248	9.813589251845172e-08	0.2305683803005625	-0.1403823336446125	3.4347562381458106e-07	True	1	1	7
protein	LINEAGE:Lung	CLDN6	76	39	39	0.6439271255060729	9.745568326920046e-06	-0.244812977472053	0.00783653733686859	2.273965942948011e-05	True	3	5	7
protein	LINEAGE:Lung	CLDN7	76	65	65	0.7016608391608391	7.47564064337753e-11	-0.108638228497469	-0.22994417981151452	5.232948450364271e-10	True	2	4	7
protein	LINEAGE:Lung	CLDN11	76	24	24	-0.013043478260869565	0.9517646868003004	-0.38597760131569403	-0.023083373545921975	0.9517646868003004	True	7	7	7
protein	LINEAGE:Lung	CLDN12	76	34	34	0.3674560733384262	0.032524492629369406	-0.02600510221284435	0.09581899904100499	0.04553428968111717	True	4	2	7
protein	LINEAGE:Lung	CLDN16	76	4	4			-0.47226671112684404	-0.293362332205792		False			7
protein	LINEAGE:Lung	CLDN18	76	17	17	0.3504901960784314	0.16781533363739962	-0.219364232365491	-0.5195542124486995		False			7
protein	LINEAGE:Lymphoid	CLDN1	24	20	20	0.3984962406015037	0.08180541617403751	-1.1427754544196649	-1.9208460325701426	0.08180541617403751	True	1	1	1
protein	LINEAGE:Lymphoid	CLDN2	24	3	3			-1.1789585767061	-1.0005223543039583		False			1
protein	LINEAGE:Lymphoid	CLDN3	24	16	16	-0.3147058823529411	0.23515831926634437	-0.9379638495651085	-0.43924754004869515		False			1
protein	LINEAGE:Lymphoid	CLDN4	24	7	7	-0.14285714285714288	0.7599453002180927	-1.31731250852585	-1.4858003461174423		False			1
protein	LINEAGE:Lymphoid	CLDN6	24	16	16	0.2588235294117647	0.3330723066336084	-1.567894827763415	-2.6166888362702303		False			1
protein	LINEAGE:Lymphoid	CLDN7	24	13	13	-0.2087912087912088	0.493621819356885	-1.35469654573479	-1.422315363536581		False			1
protein	LINEAGE:Lymphoid	CLDN11	24	6	6	-0.14285714285714288	0.7871720116618076	-1.4676383647853815	-1.3822898905176466		False			1
protein	LINEAGE:Lymphoid	CLDN12	24	10	10	-0.11515151515151514	0.7514196523258485	-1.74248007403066	-1.9644922122818613		False			1
protein	LINEAGE:Lymphoid	CLDN16	24	0	0						False			1
protein	LINEAGE:Lymphoid	CLDN18	24	6	6	0.2571428571428572	0.6227871720116619	-0.425210166960076	-0.1406812089531525		False			1
protein	LINEAGE:Pancreas	CLDN1	20	17	17	0.411764705882353	0.10054017943009598	0.914164491247147	0.8755639026228014		False			0
protein	LINEAGE:Pancreas	CLDN2	20	3	3			-0.648113612181072	0.6160823787611129		False			0
protein	LINEAGE:Pancreas	CLDN3	20	15	15	0.18928571428571428	0.4992630332385453	0.319413247348752	0.7175883278642268		False			0
protein	LINEAGE:Pancreas	CLDN4	20	7	7	0.7500000000000002	0.0521814004570578	0.502353906952506	0.5977843340717042		False			0
protein	LINEAGE:Pancreas	CLDN6	20	11	11	0.38181818181818183	0.2465595757789701	1.25520272809424	1.2109718128354905		False			0
protein	LINEAGE:Pancreas	CLDN7	20	14	14	0.7494505494505495	0.002030145549100647	0.5714130464942515	0.19293928895196316		False			0
protein	LINEAGE:Pancreas	CLDN11	20	7	7	-0.1785714285714286	0.7016579425162727	-0.590480513646024	1.1494839408498088		False			0
protein	LINEAGE:Pancreas	CLDN12	20	8	8	0.5476190476190477	0.16002564253889653	0.5758816703634075	0.8040884699489644		False			0
protein	LINEAGE:Pancreas	CLDN16	20	1	1			-0.830980547007516	-0.830980547007516		False			0
protein	LINEAGE:Pancreas	CLDN18	20	4	4			-0.4334552291584455	-0.4643363053488867		False			0
protein	LINEAGE:Skin	CLDN1	33	25	25	0.3815384615384615	0.05984551797155423	-0.779936474817127	-1.0253942281666557	0.26764846230084416	True	1	1	5
protein	LINEAGE:Skin	CLDN2	33	7	7	0.4642857142857144	0.29393410760025196	-0.642097618481483	-0.5840473383043482		False			5
protein	LINEAGE:Skin	CLDN3	33	24	24	0.28782608695652173	0.17261549938271945	-1.1461025169388899	-1.3197553006084404	0.2876924989711991	True	3	3	5
protein	LINEAGE:Skin	CLDN4	33	23	23	0.3448616600790514	0.10705938492033767	-1.63977546842474	-1.7043711221611055	0.26764846230084416	True	2	4	5
protein	LINEAGE:Skin	CLDN6	33	22	22	0.2173913043478261	0.3311374194883425	-2.023145407373055	-3.4255152718831456	0.41392177436042815	True	4	5	5
protein	LINEAGE:Skin	CLDN7	33	27	27	0.11965811965811966	0.5521889362173786	-1.12143041006695	-1.3476075415221447	0.5521889362173786	True	5	2	5
protein	LINEAGE:Skin	CLDN11	33	12	12	0.6503496503496504	0.022034190932365316	-0.848239261425084	-0.8689902675662756		False			5
protein	LINEAGE:Skin	CLDN12	33	16	16	0.03823529411764706	0.8881976539853075	-0.1388887770811805	-0.19830076301359537		False			5
protein	LINEAGE:Skin	CLDN16	33	0	0						False			5
protein	LINEAGE:Skin	CLDN18	33	13	13	0.04395604395604395	0.8866190227890784	-0.24458990437491	-0.2923213265352968		False			5
