layer	cohort	gene	n_lines_in_cohort	n_quantified	n_pairwise_vs_TACSTD2	rho_vs_TACSTD2	p_vs_TACSTD2	median_abundance	mean_abundance	q_vs_TACSTD2	in_confirmatory_family	rank_rho_among_claudins	rank_median_among_claudins	n_claudins_tested
RNA	ALL_CANCERS	CLDN17	1517	1517	1517	0.2077454337323796	2.9813807342047234e-16	0.0	0.018989126465671056	5.962761468409447e-16	True	11	18	24
RNA	ALL_CANCERS	CLDN18	1517	1517	1517	-0.0027849378179836174	0.9136938993886381	0.070389327891398	0.24070301055721383	0.9534197211011876	True	21	15	24
RNA	ALL_CANCERS	CLDN19	1517	1517	1517	-0.004803084954653236	0.8517228005014179	0.0	0.07264498738054652	0.9291521460015468	True	22	18	24
RNA	ALL_CANCERS	CLDN20	1517	1517	1517	0.089970661618357	0.00045069619723501304	0.2265085298086797	0.30895287892228407	0.000636276984331783	True	16	10	24
RNA	ALL_CANCERS	CLDN22	1517	1517	1517	0.047234472797069174	0.0658812656519684	0.0	0.06176984355388503	0.08321844082353905	True	18	18	24
RNA	ALL_CANCERS	CLDN23	1517	1517	1517	0.5418988270161188	1.613054196689061e-116	0.8318772411916731	1.1173093326824861	7.742660144107492e-116	True	5	6	24
RNA	ALL_CANCERS	CLDN24	1517	1517	1517	0.1292218064345406	4.416778948486766e-07	0.0	0.09360709739662088	6.625168422730149e-07	True	15	18	24
RNA	ALL_CANCERS	CLDN25	1517	1517	1517	0.03358606168717812	0.19106893775697242	0.0	0.004549000786550694	0.21836450029368276	True	19	18	24
RNA	ALL_CANCERS	CLDN34	1517	1517	1517	0.13559568390358306	1.1490436544110705e-07	0.0	0.03914994470468366	1.838469847057713e-07	True	14	18	24
RNA	LINEAGE:Biliary Tract	CLDN1	42	42	42	0.30749281337921197	0.04759945026393881	6.025859497525159	5.677915621145114	0.12164303956339917	True	9	3	23
RNA	LINEAGE:Biliary Tract	CLDN2	42	42	42	-0.16532177955388547	0.2954248311653875	0.22031666758076351	1.8201932237757117	0.5226747012926086	True	21	11	23
RNA	LINEAGE:Biliary Tract	CLDN3	42	42	42	0.48925648086575274	0.0010086581000841918	2.4164753789701443	2.5568105606930436	0.004639827260387282	True	5	5	23
RNA	LINEAGE:Biliary Tract	CLDN4	42	42	42	0.7025975749036341	2.1407559877904435e-07	7.363011452682741	6.431606839003791	2.46186938595901e-06	True	2	1	23
RNA	LINEAGE:Biliary Tract	CLDN5	42	42	42	-0.1734089548746769	0.27209558220417357	0.0285691521967709	0.066546552243096	0.5215165325579993	True	22	16	23
RNA	LINEAGE:Biliary Tract	CLDN6	42	42	42	0.09570317286797884	0.5465776640643594	0.0908375307074484	0.4989016572120193	0.6616466459726456	True	13	12	23
RNA	LINEAGE:Biliary Tract	CLDN7	42	42	42	0.7969364348860809	2.7183609236025143e-10	7.237244259434896	5.955700723774496	6.252230124285783e-09	True	1	2	23
RNA	LINEAGE:Biliary Tract	CLDN8	42	42	42	0.6276154684487496	8.642777405624758e-06	0.01435529297707	0.3892266884987792	6.626129344312315e-05	True	3	18	23
RNA	LINEAGE:Biliary Tract	CLDN9	42	42	42	0.6027319529899636	2.400822680645709e-05	0.9885849998450633	1.6532892352801147	0.00013804730413712827	True	4	8	23
RNA	LINEAGE:Biliary Tract	CLDN10	42	42	42	-0.1491540098072177	0.3458114538588146	0.0840642647884745	1.001292336839526	0.5275001018701108	True	20	13	23
RNA	LINEAGE:Biliary Tract	CLDN11	42	42	42	0.3321165807706265	0.031649097320226166	0.2569979896835063	1.1760882404053064	0.10398989119502883	True	7	10	23
RNA	LINEAGE:Biliary Tract	CLDN12	42	42	42	0.1428050440627758	0.3669565926052944	4.882843614524367	4.860992659933187	0.5275001018701108	True	11	4	23
RNA	LINEAGE:Biliary Tract	CLDN14	42	42	42	-0.1485866437719162	0.3476700602772834	0.035606744802632304	0.29813665021522756	0.5275001018701108	True	19	15	23
RNA	LINEAGE:Biliary Tract	CLDN15	42	42	42	-0.25019249206684957	0.11003580218786191	2.177599775210813	2.194751350773782	0.2530823450320824	True	23	6	23
RNA	LINEAGE:Biliary Tract	CLDN16	42	42	42	0.3099841929768464	0.045736853807956473	0.45728226174696973	0.7888502574689827	0.12164303956339917	True	8	9	23
RNA	LINEAGE:Biliary Tract	CLDN17	42	42	42	0.07677103226338629	0.6289306429973689	0.0	0.05657769409364967	0.7130391518476027	True	14	19	23
RNA	LINEAGE:Biliary Tract	CLDN18	42	42	42	-0.04972777671635907	0.7544777222426613	0.0565835283663675	0.2206631789581652	0.7866241502078032	True	16	14	23
RNA	LINEAGE:Biliary Tract	CLDN19	42	42	42	-0.1318957668400829	0.40505192588773525	0.0	0.06751660143680165	0.5480114291422301	True	18	19	23
RNA	LINEAGE:Biliary Tract	CLDN20	42	42	42	0.04304924851683575	0.7866241502078032	0.0285691521967709	0.09747042323807201	0.7866241502078032	True	15	16	23
RNA	LINEAGE:Biliary Tract	CLDN22	42	42	42	0.11373983405873547	0.4732471855562159	0.0	0.020745126002686125	0.6047047370996093	True	12	19	23
RNA	LINEAGE:Biliary Tract	CLDN23	42	42	42	0.4696036328955441	0.0017035687161394673	1.62592770190391	1.6812323616868194	0.0065303467452012915	True	6	7	23
RNA	LINEAGE:Biliary Tract	CLDN24	42	42	42	-0.07187373472697053	0.6510357473391155	0.0	0.04911568553263609	0.7130391518476027	True	17	19	23
RNA	LINEAGE:Biliary Tract	CLDN25	42	42	42			0.0	0.0		False		19	23
RNA	LINEAGE:Biliary Tract	CLDN34	42	42	42	0.23795274258428434	0.12915013238508674	0.0	0.017501575789929006	0.27004118589609044	True	10	19	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN1	37	37	37	0.2527264106211475	0.1312653552503884	6.593204354063288	5.816805737326429	0.27446392461444846	True	8	2	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN2	37	37	37	-0.11363112351393517	0.5030861609713905	0.1505596765753814	0.7724841364126139	0.7231863563963739	True	17	12	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN3	37	37	37	0.4615293452706572	0.004036444328916227	0.8718436485093178	1.5550991736417707	0.01547303659417887	True	6	8	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN4	37	37	37	0.74158368895211	1.5122334400937936e-07	7.305788166810991	6.3623602574129565	3.4781369122157256e-06	True	1	1	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN5	37	37	37	-0.40959035276730643	0.011820253124826574	0.0426443374084937	0.08592419282777208	0.0388379745530016	True	23	15	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN6	37	37	37	-0.14761618738338922	0.3832705294106125	0.1243281350022017	0.7475179198066291	0.5876814784296058	True	18	13	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN7	37	37	37	0.7261516889870916	3.6400288424478496e-07	6.374517881046292	4.88048352653749	4.186033168815027e-06	True	2	3	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN8	37	37	37	0.4873029799627789	0.0022211236319173086	0.0	0.615593840125805	0.01021716870681962	True	5	19	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN9	37	37	37	0.645364020991067	1.6128741755888183e-05	0.7990873060740036	1.307090579639606	0.00012365368679514275	True	3	9	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN10	37	37	37	-0.19303085598703643	0.25234748713322397	0.0285691521967709	0.22775236528992102	0.4145708717188679	True	19	17	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN11	37	37	37	-0.19432094681589604	0.2491299172193719	1.1505596765753812	2.085917925211339	0.4145708717188679	True	20	7	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN12	37	37	37	-0.03413940256045519	0.8410170512196294	4.436961337833602	4.549210327892928	0.9671696089025739	True	15	4	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN14	37	37	37	-0.019575546683014245	0.9084471973375969	0.0426443374084937	0.13693748031230452	0.9949659780364157	True	14	15	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN15	37	37	37	-0.36810907194076303	0.024985104426789948	2.2898344651775093	2.4803277316459167	0.06385082242401875	True	21	5	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN16	37	37	37	0.35052771102192304	0.03342006585554816	0.6507645591169022	1.183023591561897	0.07686615146776077	True	7	10	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN17	37	37	37	0.08950647793838043	0.5983190913449261	0.0	0.005697674437588633	0.8094905353490177	True	10	19	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN18	37	37	37	-0.39602197364098823	0.01525125329786282	0.0565835283663675	0.12415626843141579	0.04384735323135561	True	22	14	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN19	37	37	37	-0.009847795854672617	0.9538703844171903	0.0	0.018235305877098686	0.9972281291634262	True	13	19	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN20	37	37	37	-0.08043846984774031	0.6360257887316824	0.2141248053528473	0.28976383970201636	0.8126996189349275	True	16	11	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN22	37	37	37	0.0	1.0	0.0	0.05510305037265947	1.0	True	12	19	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN23	37	37	37	0.5750192752026211	0.00019715885927492504	1.769771739249448	1.7642997227170831	0.001133663440830819	True	4	6	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN24	37	37	37	0.06079641712814073	0.7207562292079388	0.0	0.06460585609420648	0.8724943827253996	True	11	19	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN25	37	37	37			0.0	0.0		False		19	23
RNA	LINEAGE:Bladder/Urinary Tract	CLDN34	37	37	37	0.22620448082588698	0.17822254830570197	0.0285691521967709	0.09114304128829238	0.3415932175859288	True	9	17	23
RNA	LINEAGE:Bone	CLDN1	43	43	43	-0.1728039903278655	0.2678088760813185	3.625270489374693	3.6990722574479125	0.3780831191736261	True	22	2	24
RNA	LINEAGE:Bone	CLDN2	43	43	43	0.399673223066169	0.007924254652100872	0.070389327891398	0.10689336693516133	0.023772763956302616	True	8	13	24
RNA	LINEAGE:Bone	CLDN3	43	43	43	0.700903572760736	1.6610660761215873e-07	0.0426443374084937	0.2041441881073841	3.98655858269181e-06	True	1	15	24
RNA	LINEAGE:Bone	CLDN4	43	43	43	0.6195845378938125	9.416573529115937e-06	0.6229303509201767	0.8134823697298953	5.649944117469563e-05	True	4	4	24
RNA	LINEAGE:Bone	CLDN5	43	43	43	0.009334458237849879	0.9526273897734711	0.1763227726404629	0.680497827111875	0.9736522494977496	True	20	7	24
RNA	LINEAGE:Bone	CLDN6	43	43	43	0.6304175444937753	5.878668278098884e-06	0.1243281350022017	0.20388473778191407	4.702934622479107e-05	True	3	9	24
RNA	LINEAGE:Bone	CLDN7	43	43	43	0.6548558754414467	1.8956889733835541e-06	0.3448284969974411	0.5555181320843465	2.2748267680602652e-05	True	2	5	24
RNA	LINEAGE:Bone	CLDN8	43	43	43	0.3790450358456138	0.012188426357712338	0.0	0.00927264709026253	0.031300143797444724	True	9	18	24
RNA	LINEAGE:Bone	CLDN9	43	43	43	0.31093714396707706	0.042409010025415105	0.01435529297707	0.1171559144228211	0.08481802005083021	True	12	17	24
RNA	LINEAGE:Bone	CLDN10	43	43	43	0.3756848796349098	0.013041726582268634	0.0976107966264223	0.13451961726103165	0.031300143797444724	True	10	10	24
RNA	LINEAGE:Bone	CLDN11	43	43	43	0.4400975053593831	0.003144780743172999	0.2750070474998698	1.5262979558980907	0.012579122972691996	True	6	6	24
RNA	LINEAGE:Bone	CLDN12	43	43	43	0.005189618696686828	0.9736522494977496	4.620586410451877	4.662670203227748	0.9736522494977496	True	21	1	24
RNA	LINEAGE:Bone	CLDN14	43	43	43	0.3013834260243861	0.049530029321767956	0.0426443374084937	0.1332645086060299	0.09144005413249469	True	13	15	24
RNA	LINEAGE:Bone	CLDN15	43	43	43	0.14257654966990047	0.36173785298120303	3.040892430646901	2.9367890627377196	0.4823171373082707	True	15	3	24
RNA	LINEAGE:Bone	CLDN16	43	43	43	0.08212046414755922	0.6006141612082697	0.0976107966264223	0.29924813086539437	0.7207369934499236	True	17	10	24
RNA	LINEAGE:Bone	CLDN17	43	43	43	0.08676909323773012	0.5800840427412765	0.0	0.0013255727996642722	0.7207369934499236	True	16	18	24
RNA	LINEAGE:Bone	CLDN18	43	43	43	0.40933272279737304	0.00641773871142523	0.0976107966264223	0.14387068093117328	0.022003675582029356	True	7	10	24
RNA	LINEAGE:Bone	CLDN19	43	43	43	0.060752423946087125	0.6987569519749232	0.0	0.014178275525289745	0.7751872019688688	True	18	18	24
RNA	LINEAGE:Bone	CLDN20	43	43	43	0.4646082082865662	0.0016968928256916736	0.070389327891398	0.2166611281343043	0.008145085563320033	True	5	13	24
RNA	LINEAGE:Bone	CLDN22	43	43	43	-0.2164883347591526	0.16320392441131726	0.0	0.026314700477364377	0.2448058866169759	True	23	18	24
RNA	LINEAGE:Bone	CLDN23	43	43	43	0.3361974116131017	0.027507906522945533	0.1634987322828795	0.36856092522887934	0.060017250595517525	True	11	8	24
RNA	LINEAGE:Bone	CLDN24	43	43	43	0.28725809615458164	0.06179678698087872	0.0	0.05198790213409348	0.1059373491100778	True	14	18	24
RNA	LINEAGE:Bone	CLDN25	43	43	43	-0.2570475357722705	0.09611320939583441	0.0	0.00973038257999286	0.15378113503333507	True	24	18	24
RNA	LINEAGE:Bone	CLDN34	43	43	43	0.058255579417114504	0.7105882684714631	0.0	0.054836034572217314	0.7751872019688688	True	19	18	24
RNA	LINEAGE:Bowel	CLDN1	80	80	80	0.2995247221171199	0.0069519797372303545	4.418581048048589	3.9619237879985922	0.025605323249041682	True	5	5	23
RNA	LINEAGE:Bowel	CLDN2	80	80	80	-0.08063930058860827	0.47704241206774045	2.0700621119545355	2.860321824367311	0.5277498054781854	True	19	7	23
RNA	LINEAGE:Bowel	CLDN3	80	80	80	0.20871206130853276	0.06318109964346381	5.767321664992769	5.424822676622576	0.13210593561815162	True	9	3	23
RNA	LINEAGE:Bowel	CLDN4	80	80	80	0.3927401443435905	0.00031405445518388166	8.299049350283529	7.793434173800421	0.002407750823076426	True	3	1	23
RNA	LINEAGE:Bowel	CLDN5	80	80	80	0.11708039613861124	0.30100537701003616	0.0426443374084937	0.12816935173104693	0.4615415780820554	True	12	14	23
RNA	LINEAGE:Bowel	CLDN6	80	80	80	0.2742201908314426	0.013836515472541056	0.0840642647884745	0.4692222493726749	0.039779981983555535	True	7	13	23
RNA	LINEAGE:Bowel	CLDN7	80	80	80	0.18141434744389678	0.107294041216782	7.633634891542206	7.306738210891586	0.2056469123321655	True	10	2	23
RNA	LINEAGE:Bowel	CLDN8	80	80	80	0.29547542717422515	0.0077929244670996425	0.0	0.1361293153144157	0.025605323249041682	True	6	18	23
RNA	LINEAGE:Bowel	CLDN9	80	80	80	0.5240805354420446	6.065719430479241e-07	0.9066392022716561	1.231941106202913	1.3951154690102254e-05	True	1	9	23
RNA	LINEAGE:Bowel	CLDN10	80	80	80	0.09066523788290867	0.4238146171825295	0.007177646488535	0.1546692126183987	0.5277498054781854	True	14	17	23
RNA	LINEAGE:Bowel	CLDN11	80	80	80	0.36129111788125307	0.0009926685817293422	0.2809440976440156	0.945785487588849	0.005707844344943718	True	4	11	23
RNA	LINEAGE:Bowel	CLDN12	80	80	80	-0.135587657868534	0.23045281272681437	4.6368768231222255	4.753175386568612	0.3786010494797664	True	21	4	23
RNA	LINEAGE:Bowel	CLDN14	80	80	80	-0.25116611352488377	0.02462104679226136	0.0285691521967709	0.11225369331883281	0.05662840762220113	True	22	15	23
RNA	LINEAGE:Bowel	CLDN15	80	80	80	-0.302700516895812	0.006349441679838292	2.961650667702984	3.2585177958492566	0.025605323249041682	True	23	6	23
RNA	LINEAGE:Bowel	CLDN16	80	80	80	0.2668934379859708	0.016702963340037687	0.2809440976440156	0.4191059999134378	0.04268535075787409	True	8	11	23
RNA	LINEAGE:Bowel	CLDN17	80	80	80	0.15149729199309273	0.17976983866761848	0.0	0.007937049724542419	0.31805432995040195	True	11	18	23
RNA	LINEAGE:Bowel	CLDN18	80	80	80	-0.07405128351578114	0.5138801888824194	0.02146222258692045	0.3141649233258779	0.5277498054781854	True	18	16	23
RNA	LINEAGE:Bowel	CLDN19	80	80	80	0.07163429729402254	0.5277498054781854	0.0	0.08427713401739151	0.5277498054781854	True	17	18	23
RNA	LINEAGE:Bowel	CLDN20	80	80	80	0.07353161884766517	0.5168464544809652	0.3044992180883328	0.3297002042044199	0.5277498054781854	True	16	10	23
RNA	LINEAGE:Bowel	CLDN22	80	80	80	-0.09216488264565872	0.4161570512343493	0.0	0.04690722366724006	0.5277498054781854	True	20	18	23
RNA	LINEAGE:Bowel	CLDN23	80	80	80	0.47400283648041996	8.941769770914897e-06	1.7917595419257437	1.7433331183178695	0.00010283035236552133	True	2	8	23
RNA	LINEAGE:Bowel	CLDN24	80	80	80	0.10446181230482261	0.35644719052296936	0.0	0.049805555251836386	0.5123928363767685	True	13	18	23
RNA	LINEAGE:Bowel	CLDN25	80	80	80			0.0	0.0		False		18	23
RNA	LINEAGE:Bowel	CLDN34	80	80	80	0.07413937543539577	0.5133782192892264	0.0	0.02876126376683244	0.5277498054781854	True	15	18	23
RNA	LINEAGE:Breast	CLDN1	67	67	67	0.4393115492115205	0.00019982375192292054	2.319039815562536	3.0535564930491423	0.0009591540092300185	True	5	6	24
RNA	LINEAGE:Breast	CLDN2	67	67	67	0.006158976170718413	0.9605486368576156	0.1890338243900171	0.45203154941890034	0.9605486368576156	True	15	12	24
RNA	LINEAGE:Breast	CLDN3	67	67	67	0.27035089646059185	0.026921587942162477	4.937344392150233	4.274230866474228	0.07179090117909993	True	9	3	24
RNA	LINEAGE:Breast	CLDN4	67	67	67	0.4855232965148976	3.119512134830457e-05	7.692371399708664	6.708826039064683	0.00018717072808982743	True	4	1	24
RNA	LINEAGE:Breast	CLDN5	67	67	67	-0.1070895767073102	0.3883826877680034	0.0976107966264223	0.2373355873574614	0.548304970966593	True	19	14	24
RNA	LINEAGE:Breast	CLDN6	67	67	67	-0.038434286004411455	0.7574798369828287	0.1634987322828795	0.2763357224431923	0.9089758043793944	True	17	13	24
RNA	LINEAGE:Breast	CLDN7	67	67	67	0.5570443684240974	9.795169242899346e-07	6.879705766282288	5.932545486481518	2.3508406182958432e-05	True	1	2	24
RNA	LINEAGE:Breast	CLDN8	67	67	67	0.5186880182279318	6.908054843914325e-06	0.7048719644563528	1.2111261354192937	8.28966581269719e-05	True	2	9	24
RNA	LINEAGE:Breast	CLDN9	67	67	67	0.49025653425777016	2.539529771836506e-05	1.0426443374084935	1.345862080451468	0.00018717072808982743	True	3	8	24
RNA	LINEAGE:Breast	CLDN10	67	67	67	0.2961367912602813	0.014965378658054111	0.01435529297707	0.25107658832074387	0.04489613597416234	True	8	17	24
RNA	LINEAGE:Breast	CLDN11	67	67	67	0.15631831520770306	0.20650889485651053	0.3334237337251918	0.8809343771604548	0.41301778971302106	True	11	10	24
RNA	LINEAGE:Breast	CLDN12	67	67	67	0.016781402776961565	0.8927809583954261	4.106013237622119	4.027108484994464	0.9516506484333429	True	13	4	24
RNA	LINEAGE:Breast	CLDN14	67	67	67	-0.12545102708635844	0.31175826352403363	0.0	0.04716069972434156	0.47996684528768946	True	21	19	24
RNA	LINEAGE:Breast	CLDN15	67	67	67	-0.020972183421798296	0.8662271894664202	2.495695162624069	2.393248592862202	0.9516506484333429	True	16	5	24
RNA	LINEAGE:Breast	CLDN16	67	67	67	0.32792249737161516	0.006748706396813204	0.070389327891398	0.33298484725253363	0.023138421931930983	True	7	15	24
RNA	LINEAGE:Breast	CLDN17	67	67	67	0.20878782902593054	0.08996486224264574	0.0	0.0175056660409085	0.21591566938234977	True	10	19	24
RNA	LINEAGE:Breast	CLDN18	67	67	67	-0.12335451097051998	0.3199778968584596	0.0285691521967709	0.058656660934012714	0.47996684528768946	True	20	16	24
RNA	LINEAGE:Breast	CLDN19	67	67	67	-0.1680629203952234	0.17400159876216953	0.01435529297707	0.02154062024213145	0.37963985184473353	True	24	17	24
RNA	LINEAGE:Breast	CLDN20	67	67	67	0.01376024717130321	0.9119985380819536	0.3103401206121505	0.31937623863881404	0.9516506484333429	True	14	11	24
RNA	LINEAGE:Breast	CLDN22	67	67	67	-0.048890992715302756	0.6943977993784483	0.0	0.03870760346717211	0.8771340623727768	True	18	19	24
RNA	LINEAGE:Breast	CLDN23	67	67	67	0.33182675328659317	0.006084438192572959	1.6276068381296498	1.728030513402677	0.023138421931930983	True	6	7	24
RNA	LINEAGE:Breast	CLDN24	67	67	67	0.0683400049793385	0.5826602692563672	0.0	0.04871244751135411	0.7768803590084895	True	12	19	24
RNA	LINEAGE:Breast	CLDN25	67	67	67	-0.14408916882301417	0.2447047097323177	0.0	0.02712323184609048	0.4517625410442789	True	23	19	24
RNA	LINEAGE:Breast	CLDN34	67	67	67	-0.13187612421108286	0.28742253496268083	0.0	0.045784949457689156	0.47996684528768946	True	22	19	24
RNA	LINEAGE:CNS/Brain	CLDN1	97	97	97	0.31135504235008965	0.00190739321857535	1.622930350920177	2.121085605465071	0.004387004402723305	True	10	3	23
RNA	LINEAGE:CNS/Brain	CLDN2	97	97	97	0.40658904004742985	3.587943511836816e-05	0.1110313123887439	0.2375358685388841	0.0001375378346204113	True	6	12	23
RNA	LINEAGE:CNS/Brain	CLDN3	97	97	97	0.4713113314861544	1.1018091434644923e-06	0.1634987322828795	0.33826889736620325	9.877308661362478e-06	True	2	10	23
RNA	LINEAGE:CNS/Brain	CLDN4	97	97	97	0.4256674931923472	1.3825130814577924e-05	1.3504972470841332	1.6887515609455672	6.359560174705845e-05	True	5	4	23
RNA	LINEAGE:CNS/Brain	CLDN5	97	97	97	-0.06899466249390579	0.5018954179257566	0.0976107966264223	0.15960021780379552	0.5771797306146201	True	22	14	23
RNA	LINEAGE:CNS/Brain	CLDN6	97	97	97	0.18951823363494213	0.0629947665988547	0.1634987322828795	0.20513513107716264	0.1207399693144715	True	12	10	23
RNA	LINEAGE:CNS/Brain	CLDN7	97	97	97	0.5255353826668292	3.2548399992729324e-08	0.8155754288625725	1.040907104201028	7.486131998327745e-07	True	1	6	23
RNA	LINEAGE:CNS/Brain	CLDN8	97	97	97	0.0395738821295824	0.700344346139254	0.0	0.0016235740332479764	0.700344346139254	True	20	19	23
RNA	LINEAGE:CNS/Brain	CLDN9	97	97	97	0.15516414473885404	0.1291188388300677	0.1110313123887439	0.22837177999251573	0.19050715234051108	True	14	12	23
RNA	LINEAGE:CNS/Brain	CLDN10	97	97	97	0.15381316959710054	0.13252671467165988	0.0840642647884745	0.28892784272699623	0.19050715234051108	True	15	16	23
RNA	LINEAGE:CNS/Brain	CLDN11	97	97	97	0.2377691841880338	0.01902017744271653	1.15704371014558	2.227021114128231	0.03976946192568002	True	11	5	23
RNA	LINEAGE:CNS/Brain	CLDN12	97	97	97	0.14612835467973892	0.1532288141504148	4.698218478224414	4.656578009362312	0.19756882251834498	True	16	1	23
RNA	LINEAGE:CNS/Brain	CLDN14	97	97	97	0.3346819506054266	0.000806129383190265	0.0976107966264223	0.28537268536917243	0.002317621976672012	True	8	14	23
RNA	LINEAGE:CNS/Brain	CLDN15	97	97	97	0.14564097476148496	0.15461907849261783	3.145677455195635	3.1271449334970147	0.19756882251834498	True	17	2	23
RNA	LINEAGE:CNS/Brain	CLDN16	97	97	97	0.4402361605550947	6.413497508947085e-06	0.0840642647884745	0.17719924672797763	3.687761067644574e-05	True	4	16	23
RNA	LINEAGE:CNS/Brain	CLDN17	97	97	97	0.12298711914795935	0.23008408001836794	0.0	0.0022067963978259705	0.2785228337064454	True	18	19	23
RNA	LINEAGE:CNS/Brain	CLDN18	97	97	97	0.3658527288332731	0.00022857914165727152	0.1763227726404629	0.1928892377588167	0.0007510457511596064	True	7	9	23
RNA	LINEAGE:CNS/Brain	CLDN19	97	97	97	-0.061296247676268914	0.5508859041178291	0.01435529297707	0.13261390359467343	0.6033512283195271	True	21	18	23
RNA	LINEAGE:CNS/Brain	CLDN20	97	97	97	0.46867229191969995	1.2883446080038013e-06	0.2630344058337938	0.32601974347610474	9.877308661362478e-06	True	3	7	23
RNA	LINEAGE:CNS/Brain	CLDN22	97	97	97	-0.16932238526274593	0.09731574705596167	0.0	0.07287379687861419	0.1598758701633656	True	23	19	23
RNA	LINEAGE:CNS/Brain	CLDN23	97	97	97	0.33007499637489823	0.0009607724953625195	0.2141248053528473	0.48806349919619874	0.0024553074881486607	True	9	8	23
RNA	LINEAGE:CNS/Brain	CLDN24	97	97	97	0.17658671996881448	0.08358446186177551	0.0	0.06829255854382729	0.147880201755449	True	13	19	23
RNA	LINEAGE:CNS/Brain	CLDN25	97	97	97			0.0	0.0		False		19	23
RNA	LINEAGE:CNS/Brain	CLDN34	97	97	97	0.05259147986106814	0.6089271007865946	0.0	0.05964218808405653	0.6366056053678034	True	19	19	23
