dataset	graph	nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_da	cldn4_rho	cldn4_p	cldn4_testable	cldn4_BH_FDR	cldn4_SpatialFDR
GSE131907	GSE131907_tLung	43	31	0	31	0.0	1.0	1.850635766983032	1.850635766983032	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	44	31	0	0	0.0	0.0	0.0		Myeloid cells	7	31	0.2142857142857143	0.6445115810207203	True	0.9334305656162156	0.9332209182681444
GSE131907	GSE131907_tLung	45	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	46	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	47	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	48	31	0	31	0.0	1.0	1.3461395502090454	1.3461395502090454	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	49	31	0	31	0.0	1.0	1.572069764137268	1.572069764137268	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	50	31	0	0	0.0	0.0	0.1474559605121612		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	51	31	0	0	0.0	0.0	0.0147813586518168		Myeloid cells	4	31			False		
GSE131907	GSE131907_tLung	52	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	53	31	31	0	1.0	0.0	0.1575825363397598		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	54	31	0	0	0.0	0.0	0.2203369587659835		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	55	31	0	0	0.0	0.0	0.0358551330864429		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	56	31	0	31	0.0	1.0	1.7524046897888184	1.7524046897888184	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	57	31	0	31	0.0	1.0	1.0841764211654663	1.0841764211654663	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	58	31	31	0	1.0	0.0	0.1093988418579101		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	59	31	31	0	1.0	0.0	0.0448600053787231		T lymphocytes	4	31			False		
GSE131907	GSE131907_tLung	60	31	31	0	1.0	0.0	0.0567221865057945		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	61	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	GSE131907_tLung	62	31	31	0	1.0	0.0	0.1122686639428138		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	63	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	64	31	0	0	0.0	0.0	0.0315017998218536		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	65	31	0	0	0.0	0.0	0.1159573346376419		Myeloid cells	4	31			False		
GSE131907	GSE131907_tLung	66	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	67	31	0	0	0.0	0.0	0.198493093252182		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	68	31	0	31	0.0	1.0	1.7271350622177124	1.7271350622177124	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	69	31	0	0	0.0	0.0	0.0594993717968463		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	70	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	GSE131907_tLung	71	31	0	31	0.0	1.0	1.8246060609817505	1.8246060609817505	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	72	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	GSE131907_tLung	73	31	1	0	0.032258064516129	0.0	0.0		B lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	74	31	0	31	0.0	1.0	1.649347186088562	1.649347186088562	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	75	31	0	31	0.0	1.0	1.5410645008087158	1.5410645008087158	Epithelial cells	2	31			False		
GSE131907	GSE131907_tLung	76	31	0	0	0.0	0.0	0.2026010900735855		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	77	31	0	31	0.0	1.0	1.5088438987731934	1.5088438987731934	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	78	31	0	0	0.0	0.0	0.1196737363934516		Myeloid cells	8	31	0.2380952380952381	0.5701563208157683	True	0.9161252419861912	0.9160471790155642
GSE131907	GSE131907_tLung	79	31	0	31	0.0	1.0	2.177673816680908	2.177673816680908	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	80	31	31	0	1.0	0.0	0.1226834654808044		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	81	31	0	31	0.0	1.0	1.5209558010101318	1.5209558010101318	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	82	31	0	31	0.0	1.0	2.7340712547302246	2.7340712547302246	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	83	31	0	0	0.0	0.0	0.0379431433975696		B lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	84	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	85	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	86	31	0	0	0.0	0.0	0.2011366635560989		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	87	31	0	31	0.0	1.0	1.1404610872268677	1.1404610872268677	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	88	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	89	31	0	0	0.0	0.0	0.1489288508892059		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	90	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	91	31	0	0	0.0	0.0	0.0290281735360622		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	92	31	0	31	0.0	1.0	1.9310619831085205	1.9310619831085205	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	93	31	0	0	0.0	0.0	0.0192936472594738		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	94	31	0	0	0.0	0.0	0.1659628897905349		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	95	31	0	11	0.0	0.3548387096774194	0.967276394367218	0.8509711623191833	Epithelial cells	3	31			False		
GSE131907	GSE131907_tLung	96	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	97	31	0	31	0.0	1.0	1.4484115839004517	1.4484115839004517	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	98	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	99	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	100	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	101	31	0	0	0.0	0.0	0.2844260036945343		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	102	31	0	31	0.0	1.0	1.2365142107009888	1.2365142107009888	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	103	31	31	0	1.0	0.0	0.0334374643862247		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	104	31	31	0	1.0	0.0	0.1465582102537155		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	105	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	106	31	0	31	0.0	1.0	1.1076788902282717	1.1076788902282717	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	107	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	108	31	0	29	0.0	0.935483870967742	1.754536509513855	1.7664326429367063	Epithelial cells	5	31	0.6	0.2847569798652938	True	0.892521877189727	0.865895082325415
GSE131907	GSE131907_tLung	109	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	110	31	0	0	0.0	0.0	0.1275048702955246		Myeloid cells	4	31			False		
GSE131907	GSE131907_tLung	111	31	0	0	0.0	0.0	0.1043444648385047		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	112	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	113	31	0	0	0.0	0.0	0.0743583589792251		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	114	31	0	31	0.0	1.0	1.5759741067886353	1.5759741067886353	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	115	31	0	0	0.0	0.0	0.0996231287717819		B lymphocytes	5	31	-0.7999999999999999	0.1040880386618278	True	0.892521877189727	0.8342441672938892
GSE131907	GSE131907_tLung	116	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	117	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	GSE131907_tLung	118	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	GSE131907_tLung	119	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	120	31	31	0	1.0	0.0	0.038702193647623		T lymphocytes	6	31	-0.3142857142857143	0.5440932944606415	True	0.9161252419861912	0.9160471790155642
GSE131907	GSE131907_tLung	121	31	31	0	1.0	0.0	0.1827198565006256		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	122	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	123	31	31	0	1.0	0.0	0.0416267998516559		NK cells	1	31			False		
GSE131907	GSE131907_tLung	124	31	0	0	0.0	0.0	0.0310793165117502		Myeloid cells	2	31			False		
GSE131907	GSE131907_tLung	125	31	0	0	0.0	0.0	0.0046355593949556		B lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	126	31	0	0	0.0	0.0	0.1644289791584015		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	127	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	128	31	31	0	1.0	0.0	0.0853425413370132		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	129	31	31	0	1.0	0.0	0.1130096390843391		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	130	31	0	31	0.0	1.0	2.2975964546203613	2.2975964546203613	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	131	31	0	0	0.0	0.0	0.0156220970675349		Myeloid cells	4	31			False		
GSE131907	GSE131907_tLung	132	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False		
GSE131907	GSE131907_tLung	133	31	0	31	0.0	1.0	1.2216200828552246	1.2216200828552246	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	134	31	0	0	0.0	0.0	0.1738885045051574		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	135	31	0	1	0.0	0.032258064516129	1.121585249900818	1.5496931076049805	Epithelial cells	0	31			False		
GSE131907	GSE131907_tLung	136	31	0	0	0.0	0.0	0.1032317206263542		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	137	31	0	31	0.0	1.0	1.3921200037002563	1.3921200037002563	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	138	31	31	0	1.0	0.0	0.041534636169672		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	139	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	140	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	141	31	31	0	1.0	0.0	0.0491530336439609		T lymphocytes	4	31			False		
GSE131907	GSE131907_tLung	142	31	0	31	0.0	1.0	2.1949942111968994	2.1949942111968994	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	143	31	31	0	1.0	0.0	0.0299992244690656		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	144	31	0	31	0.0	1.0	1.8130362033843996	1.8130362033843996	Epithelial cells	2	31			False		
GSE131907	GSE131907_tLung	145	31	0	0	0.0	0.0	0.0464668311178684		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	146	31	0	0	0.0	0.0	0.1116687282919883		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	147	31	0	0	0.0	0.0	0.018549321219325		B lymphocytes	5	31	0.0	1.0	True	1.0	1.0
GSE131907	GSE131907_tLung	148	31	0	0	0.0	0.0	0.0607664696872234		Myeloid cells	5	31	0.0	1.0	True	1.0	1.0
GSE131907	GSE131907_tLung	149	31	0	31	0.0	1.0	1.8491812944412231	1.8491812944412231	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	150	31	0	0	0.0	0.0	0.0		B lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	151	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	152	31	0	31	0.0	1.0	1.860213279724121	1.860213279724121	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	153	31	0	31	0.0	1.0	1.594954252243042	1.594954252243042	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	154	31	31	0	1.0	0.0	0.0547934919595718		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	155	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	156	31	31	0	1.0	0.0	0.0		NK cells	4	31			False		
GSE131907	GSE131907_tLung	157	31	4	0	0.1290322580645161	0.0	0.0		B lymphocytes	4	31			False		
GSE131907	GSE131907_tLung	158	31	0	0	0.0	0.0	0.0887585282325744		B lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	159	31	31	0	1.0	0.0	0.0507327020168304		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	160	31	31	0	1.0	0.0	0.2523005902767181		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	161	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	162	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	163	31	31	0	1.0	0.0	0.1132304891943931		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	164	31	31	0	1.0	0.0	0.0508305765688419		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	165	31	31	0	1.0	0.0	0.0525564067065715		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	166	31	0	0	0.0	0.0	0.0		MAST cells	3	31			False		
GSE131907	GSE131907_tLung	167	31	0	0	0.0	0.0	0.0		MAST cells	1	31			False		
GSE131907	GSE131907_tLung	168	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	169	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	170	31	31	0	1.0	0.0	0.0437381491065025		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	171	31	31	0	1.0	0.0	0.0435119159519672		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	172	31	31	0	1.0	0.0	0.0567221865057945		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	173	31	0	0	0.0	0.0	0.1628764271736145		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	174	31	31	0	1.0	0.0	0.1344924420118332		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	175	31	0	0	0.0	0.0	0.1108745262026786		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	176	31	0	0	0.0	0.0	0.0		MAST cells	3	31			False		
GSE131907	GSE131907_tLung	177	31	0	0	0.0	0.0	0.0		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	178	31	0	0	0.0	0.0	0.1035639718174934		B lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	179	31	0	31	0.0	1.0	1.38176429271698	1.38176429271698	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	180	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	181	31	0	0	0.0	0.0	0.1404780894517898		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	182	31	0	0	0.0	0.0	0.2420810759067535		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	183	31	0	0	0.0	0.0	0.0830091163516044		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	184	31	0	0	0.0	0.0	0.0446708463132381		B lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	185	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	186	31	31	0	1.0	0.0	0.0561023503541946		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	187	31	31	0	1.0	0.0	0.0910198763012886		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	188	31	0	31	0.0	1.0	1.6197679042816162	1.6197679042816162	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	189	31	0	29	0.0	0.935483870967742	1.5986019372940063	1.6146773099899292	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	190	31	0	31	0.0	1.0	1.26264488697052	1.26264488697052	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	191	31	31	0	1.0	0.0	0.0992592722177505		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	192	31	31	0	1.0	0.0	0.0564164780080318		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	193	31	0	0	0.0	0.0	0.0591249167919158		Myeloid cells	7	31	-0.3214285714285715	0.4820720382996777	True	0.9161252419861912	0.9160471790155642
GSE131907	GSE131907_tLung	194	31	31	0	1.0	0.0	0.0450584106147289		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	195	31	31	0	1.0	0.0	0.0564164780080318		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	196	31	0	31	0.0	1.0	1.7631289958953855	1.7631289958953855	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	197	31	31	0	1.0	0.0	0.1255963146686554		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	198	31	31	0	1.0	0.0	0.0		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	199	31	0	0	0.0	0.0	0.0922603830695152		Myeloid cells	4	31			False		
GSE131907	GSE131907_tLung	200	31	0	31	0.0	1.0	0.7126489281654358	0.7126489281654358	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	201	31	31	0	1.0	0.0	0.048793938010931		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	202	31	0	0	0.0	0.0	0.0849329084157943		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	203	31	0	31	0.0	1.0	1.5016242265701294	1.5016242265701294	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	204	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	205	31	0	0	0.0	0.0	0.0479201562702655		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	206	31	31	0	1.0	0.0	0.186889186501503		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	207	31	0	0	0.0	0.0	0.0277823098003864		Myeloid cells	5	31	0.3999999999999999	0.5046315754686912	True	0.9161252419861912	0.9160471790155642
GSE131907	GSE131907_tLung	208	31	31	0	1.0	0.0	0.0		T lymphocytes	4	31			False		
GSE131907	GSE131907_tLung	209	31	31	0	1.0	0.0	0.0		T lymphocytes	0	31			False		
GSE131907	GSE131907_tLung	210	31	31	0	1.0	0.0	0.0472104176878929		T lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	211	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	212	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False		
GSE131907	GSE131907_tLung	213	31	0	0	0.0	0.0	0.2389719635248184		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	214	31	0	0	0.0	0.0	0.0334399715065956		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	215	31	0	0	0.0	0.0	0.0		MAST cells	4	31			False		
GSE131907	GSE131907_tLung	216	31	31	0	1.0	0.0	0.0604285299777984		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	217	31	31	0	1.0	0.0	0.1072418019175529		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	218	31	31	0	1.0	0.0	0.0		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	219	31	31	0	1.0	0.0	0.1340745389461517		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	220	31	0	0	0.0	0.0	0.0		MAST cells	2	31			False		
GSE131907	GSE131907_tLung	221	31	0	0	0.0	0.0	0.0457842610776424		Myeloid cells	2	31			False		
GSE131907	GSE131907_tLung	222	31	31	0	1.0	0.0	0.1041176244616508		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	223	31	0	0	0.0	0.0	0.0260173119604587		Myeloid cells	7	31	0.1428571428571428	0.7599453002180927	True	0.9370564495487936	0.9332209182681444
GSE131907	GSE131907_tLung	224	31	0	0	0.0	0.0	0.1566511243581771		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	225	31	31	0	1.0	0.0	0.3356043994426727		T lymphocytes	1	31			False		
GSE131907	GSE131907_tLung	226	31	0	0	0.0	0.0	0.0516623556613922		Myeloid cells	1	31			False		
GSE131907	GSE131907_tLung	227	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	228	31	0	0	0.0	0.0	0.0878209099173545		MAST cells	1	31			False		
GSE131907	GSE131907_tLung	229	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	230	31	0	0	0.0	0.0	0.0		B lymphocytes	2	31			False		
GSE131907	GSE131907_tLung	231	31	0	31	0.0	1.0	1.3854628801345823	1.3854628801345823	Epithelial cells	1	31			False		
GSE131907	GSE131907_tLung	232	31	0	0	0.0	0.0	0.0328211337327957		B lymphocytes	4	31			False		
GSE131907	GSE131907_tLung	233	31	31	0	1.0	0.0	0.0424777008593082		T lymphocytes	3	31			False		
GSE131907	GSE131907_tLung	234	31	0	10	0.0	0.3225806451612903	0.8438166379928589	0.7207138538360596	Epithelial cells	3	31			False		
GSE131907	GSE131907_tLung	235	31	31	0	1.0	0.0	0.0		T lymphocytes	3	31			False		
