donor,sample,fov,n_tumor,n_high,n_low,delta_cd8nk_count_20,spearman_cd8nk_count_20,mean_high_cd8nk_count_20,mean_low_cd8nk_count_20,delta_cd8nk_count_40,spearman_cd8nk_count_40,mean_high_cd8nk_count_40,mean_low_cd8nk_count_40,delta_cd8nk_count_50,spearman_cd8nk_count_50,mean_high_cd8nk_count_50,mean_low_cd8nk_count_50,delta_cd8nk_count_80,spearman_cd8nk_count_80,mean_high_cd8nk_count_80,mean_low_cd8nk_count_80,delta_cd8nk_count_100,spearman_cd8nk_count_100,mean_high_cd8nk_count_100,mean_low_cd8nk_count_100,delta_cd8nk_contact_20,spearman_cd8nk_contact_20,mean_high_cd8nk_contact_20,mean_low_cd8nk_contact_20
Lung6,Lung6,22,2917,993,1924,-0.030470047086361286,-0.07379967196322264,0.010070493454179255,0.04054054054054054,-0.080818327041892,-0.09540580839491997,0.08862034239677745,0.16943866943866945,-0.1120007411548197,-0.09549834365588566,0.1691842900302115,0.2811850311850312,-0.20567307954014902,-0.09154306365701428,0.5599194360523666,0.7655925155925156,-0.21121446801205102,-0.07575016867767127,0.973816717019134,1.185031185031185,-0.029950296566610767,-0.07378338008679144,0.010070493454179255,0.04002079002079002
Lung6,Lung6,23,3668,1128,2540,0.004058468755235384,0.007417459422021453,0.02925531914893617,0.025196850393700787,0.014907578042106462,0.0017465075736495528,0.18262411347517732,0.16771653543307086,0.045628804378176124,0.009046033900721086,0.32358156028368795,0.27795275590551183,0.09156614731669177,-0.0035510710858284544,0.9140070921985816,0.8224409448818898,0.11738565923940358,-0.01639790329824556,1.4547872340425532,1.3374015748031496,0.002973697436756576,0.007387863840249465,0.026595744680851064,0.023622047244094488
Lung6,Lung6,24,3335,712,2623,-0.0021289628909345604,0.0037580437867114854,0.033707865168539325,0.035836828059473885,0.008418934490483948,0.002730223764339249,0.14185393258426968,0.13343499809378573,0.007169721607045709,-0.0008200465238678028,0.22752808988764045,0.22035836828059474,0.028175024737949084,-0.028983422875421657,0.6137640449438202,0.5855890202058711,0.04019381272837086,-0.03727099865544199,0.9536516853932584,0.9134578726648875,-0.0022890634705093685,0.0035795102539342627,0.026685393258426966,0.028974456728936334
Lung6,Lung6,25,1477,283,1194,0.12859053808500687,0.09304310266032967,0.3957597173144876,0.26716917922948075,0.3555764689170233,0.084107613286608,1.6219081272084805,1.2663316582914572,0.4336641984954217,0.08723145417438717,2.480565371024735,2.046901172529313,0.751279956910583,0.08687847718383856,5.968197879858657,5.216917922948074,1.001157140235927,0.08821708606254347,9.070671378091873,8.069514237855946,0.08613148190895584,0.09014931671395847,0.303886925795053,0.21775544388609716
Lung6,Lung6,26,2224,506,1718,-0.012766476323696554,-0.024167920634969225,0.05533596837944664,0.0681024447031432,-0.10425303804865477,-0.044676097319690584,0.29446640316205536,0.3987194412107101,-0.1266363590350026,-0.03458072758793237,0.567193675889328,0.6938300349243306,-0.11208685529179574,0.003501668623057467,2.152173913043478,2.264260768335274,-0.01599663180368749,0.015030479390979977,3.867588932806324,3.8835855646100117,-0.015771165110639723,-0.02441037918744518,0.039525691699604744,0.05529685681024447
Lung6,Lung6,27,2845,660,2185,-0.02005755495458013,-0.04750627048004346,0.010606060606060607,0.030663615560640733,-0.06335205602940155,-0.04695287234266713,0.1393939393939394,0.20274599542334096,-0.09021912488731709,-0.04683959874147115,0.25303030303030305,0.34324942791762014,-0.21630261424311759,-0.05751293480703463,0.796969696969697,1.0132723112128146,-0.3490326607031413,-0.07267906648883186,1.309090909090909,1.6581235697940504,-0.018226891339019488,-0.047465938201390306,0.010606060606060607,0.028832951945080093
Lung6,Lung6,28,2798,730,2068,-0.017732704485837684,-0.03901903334747886,0.0136986301369863,0.031431334622823985,-0.04483188044831882,-0.037840995915383806,0.136986301369863,0.18181818181818182,-0.06620783763016347,-0.024445491691878592,0.2534246575342466,0.31963249516441006,0.016438356164383494,0.02389332503358251,1.0164383561643835,1.0,0.22761055615908443,0.049751439910318274,1.904109589041096,1.6764990328820115,-0.01483135052065393,-0.03894233773052721,0.0136986301369863,0.02852998065764023
Lung6,Lung6,29,3084,902,2182,-0.008297072804908538,-0.02103149946396522,0.028824833702882482,0.03712190650779102,-0.030075745720376967,-0.016592529547425027,0.1729490022172949,0.20302474793767186,-0.05689160049670655,-0.03095776738330079,0.2827050997782705,0.33959670027497707,-0.115465987590465,-0.0308888421662979,0.7937915742793792,0.9092575618698442,-0.12804522387362027,-0.032069806781071554,1.2793791574279378,1.4074243813015581,-0.009789834586955155,-0.021229646766665132,0.025498891352549888,0.03528872593950504
Lung6,Lung6,30,1492,221,1271,-0.045797124151361224,-0.018624530598070232,0.167420814479638,0.21321793863099922,0.3776981106550227,0.11952409504094341,1.2171945701357465,0.8394964594807238,0.600681403106543,0.15520017254795065,1.8642533936651584,1.2635719905586154,1.82905112659359,0.1800496949745005,4.895927601809955,3.066876475216365,3.2580787565283327,0.19987938604415642,8.072398190045249,4.814319433516916,-0.023379175552082493,-0.017324161329233,0.14027149321266968,0.16365066876475218
Lung9,Lung9_Rep1,1,2671,702,1969,-0.4450767523393221,-0.18094777063352008,0.6011396011396012,1.0462163534789233,-1.4582604442939635,-0.25628984757113377,2.9074074074074074,4.365667851701371,-2.17698254569763,-0.26797561720686264,4.6239316239316235,6.800914169629253,-4.606118483213455,-0.24845961149036144,12.339031339031338,16.945149822244794,-6.588370454292242,-0.24087464047267038,19.558404558404558,26.1467750126968,-0.18840098449036996,-0.15778086773601266,0.4230769230769231,0.611477907567293
Lung9,Lung9_Rep1,2,2853,1112,1741,-0.4392481993727247,-0.23290520586731855,0.38039568345323743,0.8196438828259621,-1.4532275959818017,-0.3133567650296899,1.8552158273381294,3.308443423319931,-2.186622155463452,-0.33686048506113986,3.008093525179856,5.194715680643308,-4.396536762548605,-0.3393980210405217,8.679856115107913,13.076392877656518,-5.993874458158917,-0.32473052693268806,14.207733812949641,20.201608271108558,-0.2433832371208145,-0.22455147604345269,0.29136690647482016,0.5347501435956347
Lung9,Lung9_Rep1,3,2216,308,1908,-0.005125377766887151,0.005048879565527032,0.987012987012987,0.9921383647798742,-0.11669253178687189,-0.015639521385236443,4.1558441558441555,4.272536687631027,-0.17359579623730514,-0.027206468351969,6.512987012987013,6.686582809224318,0.36896593972065617,0.01998368487703732,17.133116883116884,16.764150943396228,0.640093658961586,0.021851605973096884,26.43831168831169,25.798218029350103,0.016342672003049397,0.009390949346319472,0.6363636363636364,0.620020964360587
Lung9,Lung9_Rep1,4,2581,522,2059,-0.3251038799848902,-0.1449619017330954,0.6340996168582376,0.9592034968431278,-1.4337056823700824,-0.2440323719256296,2.689655172413793,4.123360854783876,-1.9912309103664123,-0.23658433219638872,4.446360153256705,6.437591063623118,-4.554233446656953,-0.2290120259181361,11.764367816091953,16.318601262748906,-6.636662889212669,-0.21817150910397712,18.409961685823756,25.046624575036425,-0.194727753494145,-0.15447072593047084,0.4118773946360153,0.6066051481301603
Lung9,Lung9_Rep1,5,2198,1068,1130,-0.07468429949289052,-0.05087923093780389,0.47752808988764045,0.552212389380531,-0.3816379967518475,-0.09802373142380161,1.9475655430711611,2.3292035398230087,-0.5656126744224586,-0.10500376316299277,3.0299625468164795,3.595575221238938,-1.0099996685558974,-0.10444276020170068,7.7209737827715355,8.730973451327433,-1.4947466109840573,-0.09351843073086065,11.934456928838951,13.429203539823009,-0.03128003712173938,-0.04634705491027907,0.34925093632958804,0.3805309734513274
Lung9,Lung9_Rep1,6,1896,937,959,-0.18584816316355862,-0.10916910211912426,0.35325506937033085,0.5391032325338895,-0.7473077055764465,-0.15740527301527368,1.696905016008538,2.4442127215849845,-1.1379138042896426,-0.17736153983264988,2.76093916755603,3.8988529718456726,-2.1357893483406656,-0.17289627190395973,7.71718249733191,9.852971845672576,-2.7566312739056933,-0.1589403173103677,12.19957310565635,14.956204379562044,-0.09997073169645987,-0.10190748551971618,0.27854855923159016,0.37851929092805003
Lung9,Lung9_Rep1,7,2275,900,1375,-0.8150909090909091,-0.3349544501442191,0.55,1.3650909090909091,-2.7139191919191923,-0.40978911537631035,2.8344444444444443,5.548363636363637,-3.939757575757576,-0.41919167219120507,4.633333333333334,8.57309090909091,-8.400121212121212,-0.4163505924705855,12.873333333333333,21.273454545454545,-11.843232323232321,-0.4039551788321358,20.822222222222223,32.665454545454544,-0.3308282828282828,-0.31480922849799214,0.36444444444444446,0.6952727272727273
Lung9,Lung9_Rep1,8,2234,1117,1117,-0.44494180841539843,-0.28887748229728794,0.1593554162936437,0.6042972247090421,-1.5085049239033124,-0.34156295106149503,0.9847806624888094,2.4932855863921217,-2.2211280214861233,-0.3533598161876457,1.7278424350940018,3.9489704565801254,-4.377797672336616,-0.33241218248525206,5.402864816472695,9.78066248880931,-5.972247090420771,-0.3083745587313448,8.825425246195165,14.797672336615936,-0.2273948075201432,-0.2763674133724058,0.13249776186213072,0.35989256938227393
Lung9,Lung9_Rep1,9,2139,1040,1099,-0.16638202561769438,-0.11158153937718612,0.3923076923076923,0.5586897179253867,-0.5752607265346119,-0.14277893701266348,1.8269230769230769,2.402183803457689,-0.8234041436270734,-0.12975992334477618,2.8826923076923077,3.706096451319381,-1.5577658010779034,-0.10807405516232425,7.8307692307692305,9.388535031847134,-2.059270665640092,-0.08984689973568599,12.523076923076923,14.582347588717015,-0.0988022327990481,-0.10597804394396095,0.2951923076923077,0.3939945404913558
Lung9,Lung9_Rep1,10,1735,861,874,-0.22360248447204972,-0.09929986777626232,0.42857142857142855,0.6521739130434783,-0.685068982105316,-0.12443173099995633,2.173054587688734,2.85812356979405,-0.9089691354579448,-0.10241060998231553,3.658536585365854,4.567505720823799,-1.5746617338680728,-0.0858117740624738,10.595818815331011,12.170480549199084,-2.3491722413137843,-0.09283400360011967,17.21718931475029,19.566361556064074,-0.07948556438817084,-0.07180416244030359,0.34843205574912894,0.4279176201372998
Lung9,Lung9_Rep1,11,1490,745,745,-0.43758389261744973,-0.2677028270422347,0.26308724832214764,0.7006711409395974,-1.4617449664429532,-0.34169625858987757,1.3046979865771813,2.7664429530201344,-2.12751677852349,-0.35353124803369196,2.1624161073825503,4.28993288590604,-4.328859060402684,-0.3184001700069658,6.715436241610738,11.044295302013422,-5.7919463087248335,-0.292509712758844,11.464429530201341,17.256375838926175,-0.22953020134228186,-0.2475931947000575,0.2214765100671141,0.45100671140939597
Lung9,Lung9_Rep1,12,1922,942,980,-0.14455782312925172,-0.1463490866846978,0.16666666666666666,0.3112244897959184,-0.4925386715195631,-0.189649285374323,0.8503184713375797,1.3428571428571427,-0.7335759781619653,-0.1944461257695947,1.4235668789808917,2.157142857142857,-1.4896464318211358,-0.1852823932895932,4.082802547770701,5.572448979591837,-2.0369535075176577,-0.16902171075200614,6.704883227176221,8.741836734693878,-0.09860695870704969,-0.14347058590102482,0.14118895966029724,0.23979591836734693
Lung9,Lung9_Rep1,13,2149,1073,1076,-0.09710726622020038,-0.08705008461145683,0.5041938490214353,0.6013011152416357,-0.2699472001164094,-0.07619113761757201,2.178937558247903,2.4488847583643123,-0.4652513364537465,-0.08340686839662448,3.463187325256291,3.9284386617100373,-1.2486107117244138,-0.09099751994751973,9.164958061509786,10.4135687732342,-1.9806166569081594,-0.09859611723751228,14.618825722273998,16.599442379182157,-0.04825351566154029,-0.07796313769504727,0.3597390493942218,0.4079925650557621
Lung9,Lung9_Rep1,14,2285,1107,1178,-0.03612219200856409,-0.04422785403569325,0.31616982836495033,0.3522920203735144,-0.27487297227245056,-0.07995345284932757,1.5239385727190604,1.798811544991511,-0.41734647397407754,-0.07198140730117975,2.5121951219512195,2.929541595925297,-0.7508285750656034,-0.05942468029840993,7.28906955736224,8.039898132427844,-0.8842655857232042,-0.04442086444988969,12.046973803071364,12.931239388794568,-0.030127771566340444,-0.04439659770826541,0.24661246612466126,0.2767402376910017
Lung9,Lung9_Rep1,15,2556,1236,1320,-0.23858487790526625,-0.18519729226878778,0.16747572815533981,0.40606060606060607,-0.7707781700500148,-0.25763887830396226,0.9830097087378641,1.753787878787879,-0.9833774639599882,-0.2615627929017925,1.7969255663430421,2.7803030303030303,-1.466651956457782,-0.18859338867198827,5.9288025889967635,7.3954545454545455,-1.382450720800236,-0.13432785680645387,10.228155339805825,11.610606060606061,-0.15088996763754048,-0.18149058314696934,0.1407766990291262,0.2916666666666667
Lung9,Lung9_Rep1,16,1868,934,934,-0.1723768736616702,-0.1397078906492031,0.3351177730192719,0.5074946466809421,-0.6884368308351176,-0.20117494867911898,1.6370449678800856,2.325481798715203,-1.02355460385439,-0.20844168939234528,2.644539614561028,3.6680942184154177,-2.3565310492505347,-0.201641561457064,7.6937901498929335,10.050321199143468,-3.164882226980728,-0.1841577203325266,12.947537473233405,16.112419700214133,-0.11456102783725908,-0.13333686669297365,0.25160599571734477,0.36616702355460384
Lung9,Lung9_Rep1,17,2598,1291,1307,-0.18225523413520833,-0.16792640812821205,0.2370255615801704,0.41928079571537874,-0.6154283347072933,-0.1791300792281955,1.289697908597986,1.9051262433052794,-0.7651844296663914,-0.16182754492748258,2.243996901626646,3.0091813312930373,-0.8022724565395061,-0.09687561280429237,6.964368706429124,7.7666411629686305,-0.48494936103457853,-0.05469718920791694,11.573199070487993,12.058148431522572,-0.10016374915028828,-0.1600635346419662,0.19287374128582493,0.2930374904361132
Lung9,Lung9_Rep1,18,2969,1481,1488,-0.06970052565470874,-0.08634906247272522,0.1836596893990547,0.25336021505376344,-0.27642068349632976,-0.1273394770601204,0.812288993923025,1.0887096774193548,-0.42835413444853443,-0.1386917460526078,1.3727211343686698,1.8010752688172043,-0.6066152447125965,-0.1095701011421127,4.193787981093855,4.800403225806452,-0.5529452818133631,-0.08273394701759236,7.031060094530723,7.584005376344086,-0.03823838513645966,-0.08258191295143713,0.1573261309925726,0.19556451612903225
Lung9,Lung9_Rep1,19,2815,1406,1409,-0.31115052896084605,-0.23876908325461188,0.19630156472261737,0.5074520936834634,-1.1271328292918823,-0.33178005664700283,0.9566145092460882,2.0837473385379703,-1.6893022603119352,-0.3330003869025976,1.5910384068278804,3.2803406671398156,-3.5064369774877404,-0.32348721154363896,4.810099573257468,8.316536550745209,-4.597681840070992,-0.2982517476963184,8.288762446657184,12.886444286728176,-0.18914931142714939,-0.2296684441239794,0.162873399715505,0.3520227111426544
Lung9,Lung9_Rep1,20,3160,1578,1582,-0.09522127098425089,-0.1548436319101656,0.08998732572877059,0.18520859671302148,-0.311504264547772,-0.1759227173923117,0.550063371356147,0.861567635903919,-0.42998626820424324,-0.18190160342029651,0.9404309252217997,1.370417193426043,-0.8628951496477324,-0.15542821480755822,2.7249683143219263,3.5878634639696587,-0.923154018833551,-0.1287686558960008,4.642585551330798,5.565739570164349,-0.07123789655166889,-0.1526371058953298,0.07541191381495564,0.14664981036662453
Lung9,Lung9_Rep2,1,1896,682,1214,-0.08405600351712911,-0.05171530484796772,0.4002932551319648,0.4843492586490939,-0.2875059786363394,-0.07205024813058186,1.6935483870967742,1.9810543657331137,-0.3025962983182522,-0.06187697658711267,2.7023460410557183,3.0049423393739705,-0.46059414359355877,-0.06683593297108417,6.967741935483871,7.42833607907743,-0.4713073767917795,-0.05087132799237427,10.821114369501466,11.292421746293245,-0.061653630421234173,-0.05295945053999736,0.312316715542522,0.37397034596375617
Lung9,Lung9_Rep2,2,2337,1159,1178,-0.10183973948620895,-0.10452020441331188,0.21225194132873165,0.3140916808149406,-0.3715939770102147,-0.1362315510535224,0.908541846419327,1.2801358234295417,-0.560048985499179,-0.15214348313735293,1.4874892148403795,2.0475382003395586,-1.1047900025049397,-0.1345848383704233,4.187230371009491,5.292020373514431,-1.366723259762309,-0.12324879323020815,6.7894736842105265,8.156196943972835,-0.07537087032759052,-0.10354402564898399,0.16911130284728215,0.24448217317487267
Lung9,Lung9_Rep2,3,2471,1189,1282,-0.1813057551738571,-0.12491499675637475,0.31791421362489486,0.49921996879875197,-0.8211491453770852,-0.19461730910544459,1.336417157275021,2.157566302652106,-1.1972383352861447,-0.20076493842606163,2.141295206055509,3.3385335413416537,-2.239560768301211,-0.2024948535071105,6.074011774600504,8.313572542901715,-2.8527308964520053,-0.18441790733173252,10.019343986543314,12.872074882995319,-0.08291751350457716,-0.11270070505542555,0.25483599663582845,0.3377535101404056
Lung9,Lung9_Rep2,4,2494,1244,1250,-0.2234096463022508,-0.21251381077326362,0.1229903536977492,0.3464,-0.7596334405144696,-0.2895019503288593,0.5763665594855305,1.336,-1.1227125401929259,-0.3125326381779003,0.934887459807074,2.0576,-2.433778778135048,-0.3273797643782034,2.629421221864952,5.0632,-3.398138906752412,-0.3244252960403529,4.221061093247588,7.6192,-0.16108681672025726,-0.20977958959220752,0.10691318327974277,0.268
Lung9,Lung9_Rep2,5,2961,1394,1567,-0.06483388100520143,-0.06465870186253497,0.1757532281205165,0.24058710912571793,-0.22827891254249455,-0.09257308471642059,0.7704447632711621,0.9987236758136566,-0.3142655321969716,-0.08966250025431645,1.2632711621233859,1.5775366943203575,-0.44513499829243575,-0.06871543704411767,3.6212338593974174,4.066368857689853,-0.5095591554286356,-0.05547086436447124,5.783357245337159,6.292916400765795,-0.03338723071528174,-0.06026844872185767,0.15423242467718795,0.1876196553924697
Lung9,Lung9_Rep2,6,1523,749,774,-0.16876765920452078,-0.12961910080945319,0.21495327102803738,0.38372093023255816,-0.510768880471119,-0.17142551494243047,0.9465954606141522,1.4573643410852712,-0.6500191469763301,-0.1483905641416797,1.555407209612817,2.205426356589147,-1.0371554837975179,-0.1238294030460892,4.249666221628838,5.286821705426356,-1.2302018539792936,-0.1121954857356946,6.712950600801068,7.943152454780361,-0.1279432007534594,-0.13299495006972153,0.1588785046728972,0.2868217054263566
Lung9,Lung9_Rep2,7,2006,985,1021,-0.07468342473040762,-0.06593653834013832,0.2152284263959391,0.2899118511263467,-0.2736423432784618,-0.14212530153750627,0.9614213197969543,1.2350636630754162,-0.3953375062768163,-0.17135642631700482,1.482233502538071,1.8775710088148874,-0.7837344695406618,-0.16414264505121387,3.9390862944162435,4.722820763956905,-0.9793334891143841,-0.14511897055625428,6.252791878172589,7.232125367286973,-0.05000571749603505,-0.06260438687761936,0.19289340101522842,0.24289911851126347
Lung9,Lung9_Rep2,8,2436,1149,1287,-0.12019370243913324,-0.10546925467750382,0.2558746736292428,0.37606837606837606,-0.3658517287760106,-0.10692142227168631,1.2402088772845954,1.606060606060606,-0.49622150405440246,-0.1109830505600604,2.0243690165361183,2.520590520590521,-1.0904343698077383,-0.11372100159574898,5.75805047867711,6.848484848484849,-1.3476175695496835,-0.09996897854872651,9.468233246301132,10.815850815850816,-0.07410720987744487,-0.10008528177265658,0.20017406440382943,0.2742812742812743
Lung9,Lung9_Rep2,9,3454,1665,1789,-0.08088367853599827,-0.11785843565048244,0.11531531531531532,0.1961989938513136,-0.3002123420234097,-0.17253531148364024,0.4912912912912913,0.791503633314701,-0.44968199054280666,-0.18389832204600398,0.7783783783783784,1.228060368921185,-1.0325153549301116,-0.20961247747856226,2.022822822822823,3.0553381777529345,-1.4097301325920668,-0.21629827796593099,3.3225225225225223,4.732252655114589,-0.062051207160206595,-0.11665909774490728,0.0966966966966967,0.1587479038569033
Lung9,Lung9_Rep2,10,2740,1332,1408,-0.09948300573300572,-0.12139067637287461,0.13063063063063063,0.23011363636363635,-0.30753480753480755,-0.15531150438136826,0.5788288288288288,0.8863636363636364,-0.41742594867594873,-0.15935424935617043,0.9376876876876877,1.3551136363636365,-0.7266798048048049,-0.15633258933024807,2.445195195195195,3.171875,-0.9110680282555288,-0.15355912398235091,3.858108108108108,4.769176136363637,-0.08304540335790336,-0.12008283871471953,0.11936936936936937,0.20241477272727273
Lung9,Lung9_Rep2,11,2345,1147,1198,-0.14240095014503976,-0.13657671296611004,0.16477768090671316,0.3071786310517529,-0.4059381154001219,-0.16198389908259972,0.8761987794245859,1.2821368948247078,-0.5665661892168437,-0.1690846040089105,1.4167393199651264,1.98330550918197,-0.7898313521664262,-0.142183564259919,4.19180470793374,4.981636060100167,-0.9112266448148834,-0.12872773684968392,6.771578029642546,7.682804674457429,-0.10841885560502612,-0.1345761132276959,0.13949433304272013,0.24791318864774625
Lung9,Lung9_Rep2,12,1785,888,897,-0.2321702973876887,-0.17842299428341973,0.19369369369369369,0.4258639910813824,-0.842500527283136,-0.28659356286989474,0.8085585585585585,1.6510590858416945,-1.2348707403055228,-0.3080125523020043,1.257882882882883,2.4927536231884058,-2.6337529000572477,-0.3123752546901776,3.2804054054054053,5.914158305462653,-3.8117712193799163,-0.30983518791871845,5.093468468468468,8.905239687848384,-0.1822629485672964,-0.1768331524866935,0.1677927927927928,0.3500557413600892
Lung9,Lung9_Rep2,13,2487,1199,1288,-0.055793129885670756,-0.050925604210795,0.14762301918265222,0.20341614906832298,-0.1496083692932516,-0.06122279829814326,0.6438698915763136,0.7934782608695652,-0.2240363346266817,-0.08013533664160111,0.9824854045037531,1.2065217391304348,-0.401150156186056,-0.08455393260199773,2.520433694745621,2.921583850931677,-0.589698843238931,-0.08924640231055181,3.926605504587156,4.516304347826087,-0.04302822227632758,-0.049903756246145375,0.13010842368640535,0.17313664596273293
Lung9,Lung9_Rep2,14,3166,1514,1652,-0.03447804350676974,-0.04098751452109872,0.11624834874504623,0.15072639225181597,-0.08941645529537068,-0.05681571479594919,0.5310435931307794,0.6204600484261501,-0.10871494781554569,-0.05901472018552926,0.8579920739762219,0.9667070217917676,-0.07437044405564208,-0.023563392694389652,2.3850726552179657,2.459443099273608,-0.11434440780319921,-0.02048044658162271,3.78335535006605,3.8976997578692494,-0.02529098870589591,-0.04101162153993287,0.10303830911492734,0.12832929782082325
Lung9,Lung9_Rep2,15,2839,1394,1445,-0.04795341379019327,-0.08764770311137235,0.11190817790530846,0.15986159169550174,-0.1521478605789519,-0.10216609319681012,0.5322812051649928,0.6844290657439447,-0.1663431513207866,-0.08482313037684414,0.8751793400286944,1.041522491349481,-0.23872900666722918,-0.05615220403780575,2.2948350071736012,2.5335640138408304,-0.19433707485863794,-0.034987884668163,3.591822094691535,3.786159169550173,-0.04425689931639801,-0.0881962696368502,0.09899569583931134,0.14325259515570934
Lung9,Lung9_Rep2,16,1958,966,992,-0.11426192145862554,-0.09628891209797825,0.21739130434782608,0.3316532258064516,-0.3603131469979296,-0.138969040581103,0.9834368530020704,1.34375,-0.5480385527282441,-0.14980370071610855,1.55175983436853,2.099798387096774,-1.1386182628731714,-0.13051245164587616,4.211180124223603,5.349798387096774,-1.52792526547786,-0.11464335342470043,6.74223602484472,8.27016129032258,-0.062466606558471915,-0.08767962353598717,0.19358178053830227,0.2560483870967742
Lung9,Lung9_Rep2,17,2311,1139,1172,-0.22271272627027477,-0.14060140690643777,0.33274802458296754,0.5554607508532423,-0.5639145169554753,-0.14913152118044096,1.6391571553994733,2.2030716723549486,-0.7247330902204498,-0.14476780029808362,2.7155399473222124,3.4402730375426622,-0.9408992979291453,-0.10070414523931903,7.644424934152766,8.585324232081911,-0.8873000985835731,-0.0694840691593275,12.184372256365233,13.071672354948806,-0.13322041668789159,-0.1310367352415732,0.26865671641791045,0.40187713310580203
Lung9,Lung9_Rep2,18,2233,1096,1137,-0.04980050587729265,-0.06307200186896214,0.10675182481751824,0.1565523306948109,-0.1797124267344593,-0.09599458684281514,0.4552919708029197,0.635004397537379,-0.2063536390424282,-0.10150503820381312,0.7408759124087592,0.9472295514511874,-0.38313865403257386,-0.10394128960791103,1.9114963503649636,2.2946350043975374,-0.45897129724142793,-0.0886915173707489,3.0036496350364965,3.4626209322779244,-0.03419968029582267,-0.06098540729590692,0.10036496350364964,0.1345646437994723
Lung9,Lung9_Rep2,19,2743,1282,1461,-0.051873943540903855,-0.0553675751401122,0.22464898595943839,0.27652292950034224,-0.14841735353192365,-0.07826255976672371,0.9953198127925117,1.1437371663244353,-0.221113485196492,-0.07707951213958573,1.5975039001560063,1.8186173853524983,-0.3327230830506327,-0.06262258778319717,4.267550702028081,4.600273785078714,-0.3899712867364791,-0.05683071671346732,6.766770670826833,7.156741957563312,-0.029449514736236276,-0.05342384108866279,0.17862714508580343,0.2080766598220397
Lung9,Lung9_Rep2,20,3475,1692,1783,-0.03925669144759611,-0.056653449226745915,0.16489361702127658,0.2041503084688727,-0.1133575043522419,-0.0691078799137117,0.7239952718676123,0.8373527762198542,-0.14347349342158489,-0.054559406389678,1.1229314420803782,1.266404935501963,-0.18326319362404853,-0.035734132316924926,2.8268321513002364,3.010095344924285,-0.10986079455429465,-0.006159847933865853,4.33096926713948,4.440830061693775,-0.03891925182542241,-0.05653491676936992,0.1495271867612293,0.18844643858665172
Lung9,Lung9_Rep2,21,1421,709,712,-0.16307190060379395,-0.1457921982669111,0.29760225669957685,0.4606741573033708,-0.4717575791191897,-0.1777893228624422,1.369534555712271,1.8412921348314606,-0.5931027242040536,-0.16425787450881837,2.236953455571227,2.830056179775281,-0.8083172215971217,-0.12391061901774446,6.1593794076163615,6.967696629213483,-0.6806072803917527,-0.07651372154030661,9.802538787023977,10.48314606741573,-0.12113912616281836,-0.1428588436676791,0.24964739069111425,0.3707865168539326
Lung9,Lung9_Rep2,22,2465,1211,1254,-0.10347795394950854,-0.08117566116139134,0.3311312964492155,0.43460925039872406,-0.34663774517744694,-0.09711003089226866,1.449215524360033,1.79585326953748,-0.47596658488048815,-0.09802897120615041,2.305532617671346,2.781499202551834,-0.6430810341671309,-0.0680397274755801,6.408753096614368,7.051834130781499,-0.5704520102147121,-0.03391664180582409,10.38728323699422,10.957735247208932,-0.07936617687150088,-0.08342789655474249,0.24360033030553263,0.3229665071770335
Lung9,Lung9_Rep2,23,1379,680,699,-0.08390137170748127,-0.07119873049367707,0.17647058823529413,0.2603719599427754,-0.3406252629807288,-0.1297465877169812,0.6264705882352941,0.9670958512160229,-0.42429310780106033,-0.10897742461993369,1.0220588235294117,1.446351931330472,-0.9119119750904656,-0.1114609024954129,2.661764705882353,3.5736766809728184,-1.1061916182782126,-0.1096425196197958,4.198529411764706,5.304721030042918,-0.04281326264411342,-0.0675318316123638,0.16176470588235295,0.20457796852646637
Lung9,Lung9_Rep2,24,1771,876,895,-0.10454580240299993,-0.13353962338243253,0.07534246575342465,0.17988826815642459,-0.3309163031555318,-0.16673147674003702,0.4121004566210046,0.7430167597765364,-0.4830540037243948,-0.18866717323311852,0.6666666666666666,1.1497206703910614,-0.8535751638988802,-0.19442117079144514,1.8447488584474885,2.6983240223463687,-1.1166398816356726,-0.17838853552330539,3.0319634703196345,4.148603351955307,-0.07561669345169768,-0.13098564983035593,0.06963470319634703,0.1452513966480447
Lung9,Lung9_Rep2,25,2383,1177,1206,-0.1045459476900403,-0.1254180958064363,0.135089209855565,0.2396351575456053,-0.3316009868527654,-0.18101020356574227,0.5548003398470688,0.8864013266998342,-0.4499556874365076,-0.19939895851507294,0.8742565845369583,1.324212271973466,-0.759680780464711,-0.21131625591922734,2.2353440951571795,2.9950248756218905,-1.064750588603288,-0.21608054262592566,3.445199660152931,4.509950248756219,-0.08155343362485223,-0.1227449719536979,0.12574341546304163,0.20729684908789386
Lung9,Lung9_Rep2,26,1187,587,600,-0.07632027257240209,-0.06741530792912212,0.32367972742759793,0.4,-0.17146791595684263,-0.06292657072604,1.3168654173764907,1.4883333333333333,-0.3047785349233392,-0.08282224732600359,2.0102214650766608,2.315,-0.3639097103918223,-0.07560791150047674,5.281090289608177,5.645,-0.28080352072685955,-0.0631724969474705,8.347529812606474,8.628333333333334,-0.05739068710959683,-0.06777252892257234,0.27427597955706984,0.33166666666666667
