donor,sample,fov,n_tumor,n_high,n_low,delta_cd8nk_count_20,spearman_cd8nk_count_20,mean_high_cd8nk_count_20,mean_low_cd8nk_count_20,delta_cd8nk_count_40,spearman_cd8nk_count_40,mean_high_cd8nk_count_40,mean_low_cd8nk_count_40,delta_cd8nk_count_50,spearman_cd8nk_count_50,mean_high_cd8nk_count_50,mean_low_cd8nk_count_50,delta_cd8nk_count_80,spearman_cd8nk_count_80,mean_high_cd8nk_count_80,mean_low_cd8nk_count_80,delta_cd8nk_count_100,spearman_cd8nk_count_100,mean_high_cd8nk_count_100,mean_low_cd8nk_count_100,delta_cd8nk_contact_20,spearman_cd8nk_contact_20,mean_high_cd8nk_contact_20,mean_low_cd8nk_contact_20
Lung5,Lung5_Rep1,11,1299,649,650,-0.48874955552921656,-0.17253534446546834,0.31278890600924497,0.8015384615384615,-1.6695958279009127,-0.1366923492603844,1.7627118644067796,3.4323076923076923,-2.3060898423610285,-0.13391555635816457,3.041602465331279,5.3476923076923075,-4.997458812374067,-0.12299299984467159,8.651771956856702,13.649230769230769,-7.4202654972146505,-0.11062972892993772,13.827426810477657,21.247692307692308,-0.22123740666113545,-0.16445809895684307,0.19568567026194145,0.4169230769230769
Lung5,Lung5_Rep1,12,1884,805,1079,-0.35317034981780915,-0.21928654828987093,0.1639751552795031,0.5171455050973123,-1.3095850194854912,-0.22917774462203871,0.9925465838509316,2.3021316033364227,-1.841606272198205,-0.20091918973595285,1.68944099378882,3.531047265987025,-3.910397826374778,-0.16112600026619858,5.002484472049689,8.912882298424467,-5.983765736620635,-0.15722720412051763,7.855900621118012,13.839666357738647,-0.21442674664256645,-0.21815900484513645,0.11180124223602485,0.3262279888785913
Lung5,Lung5_Rep1,13,1629,513,1116,-0.362290133936993,-0.21531371283463108,0.2631578947368421,0.6254480286738351,-0.8926774822360564,-0.2095017927481848,1.6530214424951266,2.545698924731183,-1.0808023643337736,-0.17645269426218863,2.8869395711500974,3.967741935483871,-1.3166069295101561,-0.07971322379686047,8.74074074074074,10.057347670250897,-0.913978494623656,-0.028030808139199215,14.444444444444445,15.3584229390681,-0.24729610765264415,-0.21866769932152996,0.18908382066276802,0.43637992831541217
Lung5,Lung5_Rep1,14,1324,191,1133,-0.1689301904317408,-0.07115419020887387,0.49214659685863876,0.6610767872903796,-0.4109693488537589,-0.07612420532399597,2.356020942408377,2.766990291262136,-0.4826134572995757,-0.06648700830060816,3.7539267015706805,4.236540158870256,-1.0247639820150365,-0.08051545920257464,9.465968586387435,10.490732568402471,-1.0455816231752806,-0.06554655475520228,14.664921465968586,15.710503089143867,-0.09435174188897566,-0.06375999463695183,0.3769633507853403,0.471315092674316
Lung5,Lung5_Rep1,15,1155,370,785,-0.29660871062144945,-0.17689941841598042,0.2702702702702703,0.5668789808917197,-0.8380616285074884,-0.18654407409764617,1.4027027027027028,2.2407643312101913,-1.1601824754691,-0.18882251593521146,2.2945945945945945,3.4547770700636944,-3.1297469443966257,-0.2789390360671471,5.381081081081081,8.510828025477707,-4.384627302461698,-0.26977365999707986,8.445945945945946,12.830573248407644,-0.2108452401446032,-0.1748931227395638,0.21081081081081082,0.42165605095541403
Lung5,Lung5_Rep1,16,1303,546,757,-0.3842089218575348,-0.13342712024313028,0.38461538461538464,0.7688243064729194,-1.4340465786965129,-0.16741492057191304,1.8882783882783882,3.322324966974901,-1.9666337625386503,-0.14844769935360075,3.181318681318681,5.147952443857331,-4.314036030020178,-0.12161606336742063,9.043956043956044,13.357992073976222,-6.22974823503225,-0.11519068568213862,14.772893772893774,21.002642007926024,-0.17636854558915321,-0.12104004664615359,0.25824175824175827,0.4346103038309115
Lung5,Lung5_Rep1,17,1412,496,916,-0.21183441329764757,-0.16237652284915982,0.11895161290322581,0.3307860262008734,-0.7479134385124666,-0.19092102395422014,0.7116935483870968,1.4596069868995634,-0.9100489505564164,-0.1698531351660313,1.284274193548387,2.1943231441048034,-1.3339730948020847,-0.08573632028193653,4.262096774193548,5.596069868995633,-1.521684392167911,-0.03269958579397032,7.195564516129032,8.717248908296943,-0.15683546978447668,-0.16136284960084443,0.10080645161290322,0.2576419213973799
Lung5,Lung5_Rep1,18,812,111,701,-0.1107041420878796,-0.04549575622333768,0.46846846846846846,0.579172610556348,-0.14004446672064352,-0.025489442306920875,2.2522522522522523,2.392296718972896,0.05257611391705552,0.010914351286662682,3.7387387387387387,3.686162624821683,1.1094703833648207,0.09690125764391537,9.963963963963964,8.854493580599144,1.6019200370127606,0.09699321790689973,15.027027027027026,13.425106990014266,-0.06992584596008278,-0.0477274786434498,0.34234234234234234,0.4122681883024251
Lung5,Lung5_Rep1,19,1525,322,1203,-0.2745104113422448,-0.12351760623270427,0.4968944099378882,0.771404821280133,-0.6406292756721035,-0.10811408805360295,2.372670807453416,3.0133000831255194,-0.7162502646076319,-0.09365825995067938,3.8664596273291925,4.582709891936824,-0.7149698218222564,-0.034775317452885646,10.41304347826087,11.128013300083126,-0.5442914452997947,-0.00967563078739009,16.17391304347826,16.718204488778056,-0.1790167438546491,-0.1323781836960123,0.35714285714285715,0.5361596009975063
Lung5,Lung5_Rep1,20,909,244,665,-0.22994576605448047,-0.059642818942589056,0.610655737704918,0.8406015037593985,-0.3494638234931591,-0.03526621195273197,3.0655737704918034,3.4150375939849624,-0.4401577714778755,-0.020597907658077532,4.950819672131147,5.390977443609023,-0.9995994083569588,-0.019695249552765696,12.413934426229508,13.413533834586467,-1.4529582152101561,0.0024360967671821763,19.077868852459016,20.530827067669172,-0.06523480833230622,-0.037125967288279466,0.4385245901639344,0.5037593984962406
Lung5,Lung5_Rep1,21,315,51,264,-0.3830213903743316,-0.13356578910357106,0.43137254901960786,0.8143939393939394,-1.0323083778966131,-0.16819678522301776,2.2745098039215685,3.3068181818181817,-1.7778520499108734,-0.19321313909651175,3.627450980392157,5.40530303030303,-2.6245543672014264,-0.11444537006453771,10.568627450980392,13.193181818181818,-3.0091354723707653,-0.09371815310463637,16.84313725490196,19.852272727272727,-0.1824866310160428,-0.12362629484395117,0.3137254901960784,0.4962121212121212
Lung5,Lung5_Rep1,22,439,142,297,-0.429387774458197,-0.284235632396781,0.19014084507042253,0.6195286195286195,-1.464859866268317,-0.31090620403808505,1.3028169014084507,2.7676767676767677,-2.0734101579171997,-0.3240933640687755,2.1690140845070425,4.242424242424242,-4.415587802911746,-0.3428901467803482,6.274647887323944,10.69023569023569,-5.466851614738939,-0.2914211231340378,10.795774647887324,16.262626262626263,-0.3066581306017926,-0.28835688466832043,0.14788732394366197,0.45454545454545453
Lung5,Lung5_Rep1,23,316,34,282,-0.2415519399249062,-0.06842626084105861,1.088235294117647,1.3297872340425532,-0.4628702544847725,-0.050924143016357906,4.647058823529412,5.109929078014185,-1.29578639966625,-0.10108078115406474,6.5588235294117645,7.8546099290780145,-2.5502711722987073,-0.10581900887504697,16.38235294117647,18.93262411347518,-3.497914059240717,-0.10739546316634195,24.558823529411764,28.05673758865248,-0.17271589486858574,-0.10678289278844748,0.5294117647058824,0.7021276595744681
Lung5,Lung5_Rep1,24,468,60,408,-0.14950980392156865,-0.026922102911082754,0.6666666666666666,0.8161764705882353,-0.18088235294117627,-0.006616109614170841,3.066666666666667,3.247549019607843,-0.11617647058823533,0.0015356374624582647,4.866666666666666,4.982843137254902,-0.3941176470588239,-0.029858763693233387,11.983333333333333,12.377450980392156,-0.801470588235297,-0.047539723560881694,18.083333333333332,18.88480392156863,-0.04607843137254902,-0.021343444452618182,0.48333333333333334,0.5294117647058824
Lung5,Lung5_Rep1,25,364,30,334,0.33812375249501025,0.05691056957740363,2.7333333333333334,2.395209580838323,0.13852295409181536,0.009787785530337463,9.066666666666666,8.928143712574851,0.9303393213572857,0.04188961852183583,14.433333333333334,13.502994011976048,0.03293413173652482,-0.0028057809186779613,33.0,32.967065868263475,0.2642714570858331,0.002805185159036836,50.56666666666667,50.30239520958084,0.007385229540918248,0.001737415285810813,0.8666666666666667,0.8592814371257484
Lung5,Lung5_Rep1,26,1626,812,814,-0.40492429285532733,-0.2699069224280361,0.1958128078817734,0.6007371007371007,-1.2746608005228692,-0.2381551125613448,1.2130541871921183,2.4877149877149876,-1.8326787378511518,-0.23203743493234394,2.0997536945812807,3.9324324324324325,-3.7909944203047647,-0.21601630366222987,6.565270935960591,10.356265356265355,-4.924937364592537,-0.1911225642690917,11.050492610837438,15.975429975429975,-0.26379189310223794,-0.2686715514788419,0.13669950738916256,0.4004914004914005
Lung5,Lung5_Rep1,27,2827,1413,1414,-0.16544393292832468,-0.18887010373359836,0.06227883934890304,0.22772277227722773,-0.4982362203463295,-0.1894603383687572,0.49398443029016276,0.9922206506364922,-0.7030528803562794,-0.19498728671577323,0.8832271762208068,1.5862800565770863,-1.1917269524950678,-0.17023919552501315,2.8980891719745223,4.08981612446959,-1.3975686467645847,-0.15871749749167754,4.83793347487615,6.235502121640735,-0.1244315514353983,-0.18753522963240393,0.0537862703467799,0.1782178217821782
Lung5,Lung5_Rep1,28,1841,916,925,-0.42548684055234276,-0.2643966941667696,0.15829694323144106,0.5837837837837838,-1.404674849522011,-0.29264829612814336,0.9639737991266376,2.3686486486486484,-1.9698300483890003,-0.2820261519819061,1.767467248908297,3.7372972972972973,-3.230632597663165,-0.21937070846581377,6.407205240174672,9.637837837837838,-3.2986061607458996,-0.16905949184692712,11.754366812227074,15.052972972972974,-0.26043196034462407,-0.25974991573605266,0.1222707423580786,0.3827027027027027
Lung5,Lung5_Rep1,29,1055,371,684,-0.33850349143298497,-0.20982301047865934,0.16442048517520216,0.5029239766081871,-1.0736511089043361,-0.22756863143656822,1.0754716981132075,2.1491228070175437,-1.454674421903816,-0.22037139003665834,1.9137466307277629,3.3684210526315788,-2.5829629104207052,-0.16859100099848096,5.892183288409703,8.475146198830409,-3.19362084456424,-0.14878094077375248,9.973045822102426,13.166666666666666,-0.21071546791507068,-0.20224141650054123,0.14016172506738545,0.3508771929824561
Lung5,Lung5_Rep1,30,368,36,332,0.6526104417670684,0.0812499609193492,3.0833333333333335,2.430722891566265,0.9464524765729596,0.05578607727365188,11.027777777777779,10.081325301204819,1.1251673360107084,0.05428792291310229,16.694444444444443,15.569277108433734,0.8801874163319923,0.018572509617428203,39.02777777777778,38.147590361445786,1.717202141900934,0.015005907155365955,59.138888888888886,57.42168674698795,0.0461847389558232,0.04044042707939392,0.9166666666666666,0.8704819277108434
Lung5,Lung5_Rep2,1,1120,141,979,-0.707176957236723,-0.24495184011132437,0.2907801418439716,0.9979570990806946,-2.113163671136418,-0.2738542079686189,1.7234042553191489,3.836567926455567,-2.7289679003759804,-0.25642207582578797,2.9574468085106385,5.686414708886619,-4.748701453936931,-0.2280144488467089,8.872340425531915,13.621041879468846,-5.7773020668072075,-0.2036976970927652,14.872340425531915,20.649642492339122,-0.4070226530183499,-0.26155125101123555,0.18439716312056736,0.5914198161389173
Lung5,Lung5_Rep2,2,1590,791,799,-0.3442656671028419,-0.14815117567811537,0.24146649810366624,0.5857321652065082,-1.1655055545095083,-0.11641894759883131,1.345132743362832,2.5106382978723403,-1.660670971457685,-0.11551588393033663,2.265486725663717,3.926157697121402,-3.545060276040373,-0.09578627733535967,6.187104930467762,9.732165206508135,-4.802580343001445,-0.0720614865482814,10.09228824273072,14.894868585732166,-0.13126078900775145,-0.14228161022922137,0.14032869785082175,0.2715894868585732
Lung5,Lung5_Rep2,3,2110,993,1117,-0.33898705441221944,-0.2153766692304952,0.18831822759315206,0.5273052820053715,-1.0837104133590463,-0.22092758984566777,1.0362537764350452,2.1199641897940915,-1.519555419719595,-0.21192689647465784,1.7472306143001006,3.2667860340196957,-3.1973798685696924,-0.198153551367491,4.7865055387714,7.983885407341092,-4.521546077691558,-0.1933646348778865,7.5357502517623365,12.057296329453894,-0.22584231067787852,-0.21585676783422023,0.1268882175226586,0.35273052820053713
Lung5,Lung5_Rep2,4,1436,556,880,-0.5537851536952256,-0.14681253981525524,0.9928057553956835,1.5465909090909091,-1.427607913669065,-0.12850245482286868,4.634892086330935,6.0625,-2.1111183780248526,-0.1309933767482391,7.35251798561151,9.463636363636363,-3.421541857423154,-0.08896259805230333,19.6205035971223,23.042045454545455,-3.7749345977763227,-0.06304481340795591,31.077338129496404,34.85227272727273,-0.17302158273381285,-0.13318074535470292,0.5269784172661871,0.7
Lung5,Lung5_Rep2,5,2000,995,1005,-0.4345158628965724,-0.2020292165792702,0.23115577889447236,0.6656716417910448,-1.5584339608490214,-0.22016405825642135,1.2773869346733668,2.8358208955223883,-2.2458161454036354,-0.20074318267766889,2.0954773869346734,4.341293532338309,-4.946928673216831,-0.17599773000490673,6.1336683417085425,11.080597014925374,-7.133573339333482,-0.16568477132067594,9.975879396984924,17.109452736318406,-0.19550488762219054,-0.19380764422478544,0.15175879396984926,0.3472636815920398
Lung5,Lung5_Rep2,7,2382,1183,1199,-0.30444150063063263,-0.2056058312010077,0.12341504649196956,0.4278565471226022,-0.9658971938435594,-0.1852535962596872,0.8055790363482671,1.7714762301918265,-1.3511886842867786,-0.1634612262866344,1.4327979712595098,2.7839866555462884,-2.3618132044384685,-0.09177198110267691,4.7616229923922235,7.123436196830692,-3.021186999309794,-0.0709259287853082,8.162299239222316,11.18348623853211,-0.15401253651077224,-0.2033134285164385,0.08368554522400676,0.237698081734779
Lung5,Lung5_Rep2,8,2517,1254,1263,-0.34922168301340695,-0.257390465584696,0.10366826156299841,0.45288994457640536,-1.1005712835316537,-0.2623471870875705,0.664274322169059,1.7648456057007127,-1.5854993237791088,-0.2474554660434468,1.168261562998405,2.753760886777514,-3.3266052195918427,-0.2275946562638212,3.6108452950558214,6.937450514647664,-4.617768508942406,-0.21275080431544904,5.862041467304625,10.479809976247031,-0.206948217011975,-0.25489411826666325,0.06937799043062201,0.276326207442597
Lung5,Lung5_Rep2,9,1401,296,1105,-0.16451938363703067,-0.08059666255075963,0.9087837837837838,1.0733031674208144,-0.2640791243732421,-0.040064420752773326,4.111486486486487,4.375565610859729,-0.32364253393665177,-0.04138336512949058,6.375,6.698642533936652,-0.7012321144674107,-0.041011263850043736,15.922297297297296,16.623529411764707,-0.47161856426562565,-0.015587009670511071,25.0777027027027,25.549321266968327,-0.1038033508621744,-0.08629256587209096,0.5405405405405406,0.644343891402715
Lung5,Lung5_Rep2,10,1760,767,993,-0.5577136434835241,-0.2634541937134814,0.3194263363754889,0.877139979859013,-1.567420443758198,-0.29357215956698024,1.7679269882659714,3.3353474320241694,-2.2205083564088124,-0.289826893475564,2.9426336375488917,5.163141993957704,-4.52678659350788,-0.28882488573679027,7.902216427640156,12.429003021148036,-6.230977993280211,-0.2808426920632753,12.551499348109518,18.78247734138973,-0.3032636539216498,-0.25160382240409324,0.22946544980443284,0.5327291037260826
Lung5,Lung5_Rep2,11,1280,638,642,-0.35856795476518327,-0.11100410686077573,0.4498432601880878,0.8084112149532711,-1.4372113008916103,-0.09151379479694714,2.3275862068965516,3.764797507788162,-2.128428988564342,-0.06902111132693976,3.8871473354231973,6.015576323987539,-4.647862772097383,-0.0562572902800769,11.268025078369906,15.91588785046729,-6.59743747497534,-0.06197538382631264,18.11128526645768,24.70872274143302,-0.14030898739245498,-0.10611674821908662,0.2304075235109718,0.3707165109034268
Lung5,Lung5_Rep2,12,1826,895,931,-0.44149319827901756,-0.23513249586300813,0.24916201117318434,0.6906552094522019,-1.5010831148101698,-0.22355705096416686,1.458100558659218,2.9591836734693877,-2.236295447317416,-0.2067711188941606,2.4446927374301675,4.680988184747584,-4.962188792011953,-0.16863216672979503,6.811173184357542,11.773361976369495,-7.2073963840167075,-0.149519392938413,10.969832402234637,18.177228786251344,-0.2683688470977924,-0.24379302837154287,0.1430167597765363,0.4113856068743287
Lung5,Lung5_Rep2,13,1389,370,1019,-0.49562634273134754,-0.2085249841982838,0.6378378378378379,1.1334641805691854,-1.3891997984245288,-0.20056984106000295,3.27027027027027,4.659470068694799,-1.8758878603824627,-0.18660659751059294,5.313513513513514,7.1894013738959766,-3.5924197013500265,-0.15516654526028256,14.216216216216216,17.808635917566242,-4.214351643105324,-0.10290503350273808,22.883783783783784,27.098135426889108,-0.26045142296368984,-0.21434140631826135,0.4,0.6604514229636899
Lung5,Lung5_Rep2,14,1290,266,1024,-0.09177484727443608,-0.03997486771376806,0.7744360902255639,0.8662109375,-0.30721334586466176,-0.06392164508396565,3.3646616541353382,3.671875,-0.23265683740601517,-0.0342352854020174,5.406015037593985,5.638671875,-0.29039150610902276,-0.029506421979766956,13.609022556390977,13.8994140625,-0.22206150140977599,-0.025838129118048895,20.909774436090224,21.1318359375,-0.050245242011278224,-0.036485267317698765,0.5112781954887218,0.5615234375
Lung5,Lung5_Rep2,15,1294,344,950,-0.39490820073439414,-0.1426853091834455,0.7093023255813954,1.1042105263157895,-0.8040758873929006,-0.09846764401688046,3.6569767441860463,4.461052631578947,-0.7655140758873928,-0.06428892082858227,6.002906976744186,6.768421052631579,-0.5766340269277848,-0.015816031046095917,15.924418604651162,16.501052631578947,-0.3090085679314569,-0.00239451443367639,24.86046511627907,25.169473684210526,-0.15989596083231333,-0.12640479229150228,0.4622093023255814,0.6221052631578947
Lung5,Lung5_Rep2,16,1635,765,870,-0.58780707685373,-0.1703334852128906,0.3581699346405229,0.9459770114942528,-1.8953121478476445,-0.17018870022045812,2.115032679738562,4.010344827586207,-2.7562993013297272,-0.15952492627973047,3.6287581699346405,6.385057471264368,-5.570317782285329,-0.11720486575191065,10.941176470588236,16.511494252873565,-7.591706107730449,-0.1003707575448062,18.18300653594771,25.77471264367816,-0.2220419202163624,-0.15928570161307068,0.20784313725490197,0.4298850574712644
Lung5,Lung5_Rep2,17,1764,752,1012,-0.45947565385585737,-0.2200455878001427,0.2154255319148936,0.674901185770751,-1.4014012698679676,-0.18982472275176412,1.3337765957446808,2.7351778656126484,-1.902105584055168,-0.1523899330175031,2.4002659574468086,4.3023715415019765,-3.4175216550332177,-0.10292263878212204,7.9787234042553195,11.396245059288537,-4.131980068959717,-0.07464187931278415,13.832446808510639,17.964426877470355,-0.24202653267176857,-0.21421664869188642,0.1502659574468085,0.3922924901185771
Lung5,Lung5_Rep2,18,1101,211,890,-0.15969433942169453,-0.04640330620444608,1.018957345971564,1.1786516853932585,-0.060748708663933115,0.0037877871280315653,4.8246445497630335,4.885393258426967,0.18717716598327883,0.02951953540446494,7.838862559241706,7.651685393258427,0.8196070078278908,0.03384873183887857,20.118483412322274,19.298876404494383,1.0233878268278396,0.031892715852121105,30.582938388625593,29.559550561797753,-0.04006603120506946,-0.031288532065804155,0.6161137440758294,0.6561797752808989
Lung5,Lung5_Rep2,19,1240,268,972,-0.3924359683066151,-0.1643335751853714,0.6044776119402985,0.9969135802469136,-0.9012345679012346,-0.15585950896790693,3.0,3.9012345679012346,-1.1830200847613783,-0.1563454732159479,4.708955223880597,5.8919753086419755,-1.035486149499416,-0.07727481768276637,13.264925373134329,14.300411522633745,-0.8020391867821388,-0.05077644556563342,21.08582089552239,21.887860082304528,-0.23642589521528157,-0.19037615173419187,0.3880597014925373,0.6244855967078189
Lung5,Lung5_Rep2,20,882,140,742,-0.5842318059299192,-0.12591403492537934,1.25,1.8342318059299192,-1.9451482479784374,-0.1424880113486609,5.35,7.295148247978437,-2.721293800539083,-0.12805498772819746,8.542857142857143,11.264150943396226,-5.913072776280323,-0.11602186393522178,21.892857142857142,27.805929919137466,-8.627628032345015,-0.10975160392375316,33.65,42.277628032345014,-0.1404312668463612,-0.10857847126333522,0.6142857142857143,0.7547169811320755
Lung5,Lung5_Rep2,21,435,104,331,-0.239774575877295,-0.08424619385632673,0.9807692307692307,1.2205438066465257,-0.8351731350220772,-0.08241326585311692,4.134615384615385,4.969788519637462,-1.342929351615152,-0.09821795213194737,6.394230769230769,7.737160120845921,-1.9177608645131308,-0.0572598073785634,17.432692307692307,19.350453172205437,-2.352341389728096,-0.030685067685863102,27.125,29.477341389728096,-0.08415640250987677,-0.06168020467118223,0.5865384615384616,0.6706948640483383
Lung5,Lung5_Rep2,22,483,158,325,-0.6316845180136319,-0.29343417478783035,0.41139240506329117,1.043076923076923,-2.105861733203505,-0.3043736896817491,2.1772151898734178,4.283076923076923,-3.0475365141187925,-0.2941848672005884,3.7278481012658227,6.775384615384615,-6.328549172346639,-0.27128151650142523,11.246835443037975,17.575384615384614,-7.450477117818888,-0.22935087842376456,19.17721518987342,26.627692307692307,-0.35641674780915283,-0.3001087277694661,0.24050632911392406,0.5969230769230769
Lung5,Lung5_Rep2,23,594,192,402,-0.6008240049751244,-0.2157767468519349,0.6927083333333334,1.2935323383084578,-2.248600746268657,-0.2453544715760494,3.1145833333333335,5.36318407960199,-3.2991293532338313,-0.2371071117849234,5.041666666666667,8.340796019900498,-6.953513681592041,-0.24402783436571665,14.260416666666666,21.213930348258707,-8.365749378109452,-0.20959170812076103,23.442708333333332,31.808457711442784,-0.3038712686567165,-0.2422774103171617,0.3802083333333333,0.6840796019900498
Lung5,Lung5_Rep2,24,313,38,275,-0.09693779904306221,0.0005468419498097459,0.8157894736842105,0.9127272727272727,-0.34698564593301473,-0.03384759344849413,3.8421052631578947,4.189090909090909,-0.6699521531100476,-0.05649620073005006,5.973684210526316,6.643636363636364,-1.0998086124401922,-0.03429245413098992,15.394736842105264,16.494545454545456,-1.227655502392345,-0.018717984760588315,23.710526315789473,24.938181818181818,-0.025550239234449657,-0.007124601268120029,0.5526315789473685,0.5781818181818181
Lung5,Lung5_Rep2,25,377,37,340,-0.001828298887122326,0.030324175675731306,2.054054054054054,2.0558823529411763,0.014864864864865268,-0.0034894128883931528,7.864864864864865,7.85,0.35707472178060407,0.018235807871313917,12.486486486486486,12.129411764705882,1.0041335453100189,0.03371322632801687,29.486486486486488,28.48235294117647,1.3586645468998455,0.03249378176344787,44.13513513513514,42.77647058823529,0.07424483306836249,0.05342862370878784,0.8918918918918919,0.8176470588235294
