source,gene_symbol,requested_target
10.5281/zenodo.21967935,STAT2,False
10.5281/zenodo.21967935,STAT4,False
10.5281/zenodo.21967935,STING1,False
10.5281/zenodo.21967935,TAP1,False
10.5281/zenodo.21967935,TAP2,False
10.5281/zenodo.21967935,TAPBP,False
10.5281/zenodo.21967935,TBX21,False
10.5281/zenodo.21967935,TCF7,False
10.5281/zenodo.21967935,TEK,False
10.5281/zenodo.21967935,TGFB1,False
10.5281/zenodo.21967935,TGFB2,False
10.5281/zenodo.21967935,TGFB3,False
10.5281/zenodo.21967935,THBS2,False
10.5281/zenodo.21967935,TIGIT,False
10.5281/zenodo.21967935,TNFRSF18,False
10.5281/zenodo.21967935,TNFRSF4,False
10.5281/zenodo.21967935,TOX2,False
10.5281/zenodo.21967935,TREM2,False
10.5281/zenodo.21967935,TXK,False
10.5281/zenodo.21967935,TYROBP,False
10.5281/zenodo.21967935,VCAM1,False
10.5281/zenodo.21967935,VEGFA,False
10.5281/zenodo.21967935,VSIG4,False
10.5281/zenodo.21967935,VSIR,False
10.5281/zenodo.21967935,VWF,False
10.5281/zenodo.21967935,XCL1,False
10.5281/zenodo.21967935,XCL2,False
10.5281/zenodo.21967935,XCR1,False
10.5281/zenodo.21967935,ZBTB46,False
