SampleName,Slide_ID,roi,ROI_Type,area,q_norm,LOQ.Hs_R_NGS_CTA_v1.0,snr,above_LOQ,GenesDetected
DSP-1001660013300-A-F08.dcc,ExpMSa25_2,19,immunity hub,40185.5,64.022565,66.05995,1.48217108,FALSE,371
DSP-1001660013300-A-F09.dcc,ExpMSa25_2,20,immunity hub,53020.19,56.483335,98.93405,1.10355857,FALSE,288
DSP-1001660013300-A-F10.dcc,ExpMSa25_2,21,non-hub,66837.55,66.733981,97.61372,1.28593421,FALSE,235
DSP-1001660013300-A-F11.dcc,ExpMSa25_2,22,non-hub,37849.62,78.237634,68.75686,1.38603841,FALSE,71
DSP-1001660013300-A-F12.dcc,ExpMSa25_2,23,hybrid hub,56792.89,68.235131,76.5847,1.38723287,FALSE,222
DSP-1001660013300-A-G01.dcc,ExpMSa25_2,24,hybrid hub,39298.11,47.805816,50.82602,0.96455681,FALSE,196
DSP-1001660013300-A-G02.dcc,ExpMSa25_2,25,hybrid hub,58645.51,59.654352,82.5215,1.25128422,FALSE,271
DSP-1001660013300-A-G03.dcc,ExpMSa25_2,26,bystander TLS,47654,53.033847,74.99351,1.11420669,FALSE,244
DSP-1001660013300-A-G04.dcc,ExpMSa25_2,27,bystander TLS,37612.07,58.84869,57.38636,1.32641794,FALSE,342
DSP-1001660013300-A-G05.dcc,ExpMSa25_2,28,bystander TLS,65569.69,48.629066,92.44791,1.05342016,FALSE,307
DSP-1001660013300-A-G06.dcc,ExpMSa25_2,29,hybrid hub,44862.36,53.926467,65.3869,1.08744614,FALSE,132
DSP-1001660013300-A-G07.dcc,ExpMSa25_2,30,hybrid hub,63282.58,64.867929,85.28216,1.32305244,FALSE,189
DSP-1001660013300-A-G08.dcc,ExpMSa25_2,31,immunity hub,39202.04,49.674158,64.20034,1.03853116,FALSE,285
DSP-1001660013300-A-G09.dcc,ExpMSa25_2,32,immunity hub,31955.89,107.97169,43.82759,2.17615106,TRUE,232
DSP-1001660013300-A-G10.dcc,ExpMSa25_2,33,immunity hub,38461.08,70.941865,56.63268,1.52393228,FALSE,253
DSP-1001660013300-A-G11.dcc,ExpMSa25_2,34,non-hub,39442.46,49.156321,51.47739,0.9953661,FALSE,254
DSP-1001660013300-A-G12.dcc,ExpMSa25_2,35,non-hub,51981.1,61.978707,60.29821,1.19844445,FALSE,113
DSP-1001660013300-A-H01.dcc,ExpMSa25_2,36,hybrid hub,47545.94,53.948113,52.98446,1.20094324,FALSE,312
DSP-1001660013300-A-H02.dcc,ExpMSa25_2,37,hybrid hub,56095.58,49.838836,82.16736,1.03987852,FALSE,274
DSP-1001660013300-A-H03.dcc,ExpMSa25_2,38,bystander TLS,59069.78,46.88619,78.979,1.00578724,FALSE,241
DSP-1001660013300-A-H04.dcc,ExpMSa25_2,39,bystander TLS,41619.12,40.71559,54.77262,0.83495094,FALSE,228
DSP-1001660013300-A-H05.dcc,ExpMSa25_2,40,bystander TLS,38311.45,54.93505,49.38324,1.1234866,FALSE,142
DSP-1001660013300-A-H06.dcc,ExpMSa25_2,41,hybrid hub,51082.21,55.926299,78.41915,1.10396057,FALSE,163
DSP-1001660013300-A-H07.dcc,ExpMSa25_2,42,immunity hub,37308.01,59.518047,67.43215,1.31000452,FALSE,314
DSP-1001660013300-A-H08.dcc,ExpMSa25_2,43,immunity hub,38428.31,53.745364,72.04188,1.13679432,FALSE,265
DSP-1001660013300-A-H09.dcc,ExpMSa25_2,44,immunity hub,40966.73,69.522439,61.26073,1.27495566,FALSE,141
DSP-1001660013300-A-H10.dcc,ExpMSa25_2,45,non-hub,62965.57,69.729031,66.41049,1.37098137,FALSE,250
DSP-1001660013300-A-H11.dcc,ExpMSa25_2,46,hybrid hub,51848.57,56.319532,65.8501,1.16753238,FALSE,270
DSP-1001660013300-A-H12.dcc,ExpMSa25_2,47,bystander TLS,53940.51,49.45539,58.18417,1.06027689,FALSE,144
DSP-1001660013301-B-A02.dcc,ExpMSa26_1,1,hybrid hub,48662.88,37.04923,52.80189,1.07867819,FALSE,706
DSP-1001660013301-B-A03.dcc,ExpMSa26_1,2,hybrid hub,46219.26,46.00375,51.60531,1.41302442,FALSE,626
DSP-1001660013301-B-A04.dcc,ExpMSa26_1,3,hybrid hub,63080.99,41.806662,67.2047,1.21246159,FALSE,540
DSP-1001660013301-B-A05.dcc,ExpMSa26_1,4,bystander TLS,81078.53,48.54848,79.23909,1.28041381,FALSE,478
DSP-1001660013301-B-A06.dcc,ExpMSa26_1,5,bystander TLS,41477.17,48.39352,41.93893,1.29172527,FALSE,384
DSP-1001660013301-B-A07.dcc,ExpMSa26_1,6,bystander TLS,62083.14,52.46267,61.2806,1.44234611,FALSE,546
DSP-1001660013301-B-A08.dcc,ExpMSa26_1,7,immunity hub,42963.55,45.712545,51.29549,1.24507272,FALSE,400
DSP-1001660013301-B-A09.dcc,ExpMSa26_1,8,immunity hub,49200.01,62.922902,47.99486,1.29230362,FALSE,153
DSP-1001660013301-B-A10.dcc,ExpMSa26_1,9,immunity hub,35758.81,41.773402,44.52751,1.13326505,FALSE,373
DSP-1001660013301-B-A11.dcc,ExpMSa26_1,10,non-hub,46489.42,61.148255,26.32525,1.40830503,FALSE,87
DSP-1001660013301-B-A12.dcc,ExpMSa26_1,11,non-hub,46588.54,62.301984,38.16336,1.4036856,FALSE,190
DSP-1001660013301-B-B01.dcc,ExpMSa26_1,12,non-hub,42425.78,53.547375,29.13832,1.30355274,FALSE,189
DSP-1001660013301-B-B02.dcc,ExpMSa26_1,13,hybrid hub,72671.16,49.140717,93.53635,1.47201258,FALSE,600
DSP-1001660013301-B-B03.dcc,ExpMSa26_1,14,hybrid hub,46496.94,53.992192,58.06654,1.58284994,FALSE,454
DSP-1001660013301-B-B04.dcc,ExpMSa26_1,15,hybrid hub,57626.4,53.269035,66.61437,1.62044584,FALSE,681
DSP-1001660013301-B-B05.dcc,ExpMSa26_1,16,bystander TLS,52539.49,47.123137,61.35097,1.12304366,FALSE,372
DSP-1001660013301-B-B06.dcc,ExpMSa26_1,17,bystander TLS,56323.06,50.4033,44.64573,1.27957016,FALSE,329
DSP-1001660013301-B-B07.dcc,ExpMSa26_1,18,bystander TLS,41675.23,50.904768,43.98476,1.35162323,FALSE,246
DSP-1001660013301-B-B08.dcc,ExpMSa26_1,19,immunity hub,65325.43,133.404278,72.04212,3.34163851,TRUE,390
DSP-1001660013301-B-B09.dcc,ExpMSa26_1,20,immunity hub,44501.24,72.818382,44.80083,1.92379325,FALSE,276
DSP-1001660013301-B-B10.dcc,ExpMSa26_1,21,immunity hub,45995.77,60.030286,45.44468,1.37976105,FALSE,237
DSP-1001660013301-B-B11.dcc,ExpMSa26_1,22,non-hub,50262.28,53.781949,45.46572,1.2124101,FALSE,221
DSP-1001660013301-B-B12.dcc,ExpMSa26_1,23,non-hub,50495.68,76.213178,69.00736,1.39492591,FALSE,52
DSP-1001660013301-B-C01.dcc,ExpMSa26_1,24,non-hub,65808.05,58.517535,53.94029,1.33083572,FALSE,269
DSP-1001660013301-B-C02.dcc,ExpMSa26_1,25,hybrid hub,78633.79,51.120793,62.10323,1.39964858,FALSE,462
DSP-1001660013301-B-C03.dcc,ExpMSa26_1,26,hybrid hub,45992.42,47.679859,59.67785,1.35908824,FALSE,472
DSP-1001660013301-B-C04.dcc,ExpMSa26_1,27,hybrid hub,48262.75,60.932735,45.84583,1.75936684,FALSE,602
DSP-1001660013301-B-C05.dcc,ExpMSa26_1,28,bystander TLS,60830,37.02051,73.07465,1.04425197,FALSE,419
DSP-1001660013301-B-C06.dcc,ExpMSa26_1,29,bystander TLS,71763.16,46.147816,75.11164,1.21246353,FALSE,417
DSP-1001660013301-B-C07.dcc,ExpMSa26_1,30,bystander TLS,80705.26,41.179076,74.52186,1.24275376,FALSE,744
DSP-1001660013301-B-C08.dcc,ExpMSa26_1,31,immunity hub,42421.62,111.743675,50.76771,2.7933051,TRUE,329
DSP-1001660013301-B-C09.dcc,ExpMSa26_1,32,immunity hub,48905.23,101.7132,52.8653,2.50601376,TRUE,283
DSP-1001660013301-B-C10.dcc,ExpMSa26_1,33,non-hub,69745.08,63.167747,65.09534,1.33844149,FALSE,191
DSP-1001660013301-B-C11.dcc,ExpMSa26_1,34,non-hub,47230.69,57.42098,51.00286,1.51090971,FALSE,292
DSP-1001660013301-B-C12.dcc,ExpMSa26_1,35,hybrid hub,46097.6,51.388726,46.12966,1.45596794,FALSE,520
DSP-1001660013301-B-D01.dcc,ExpMSa26_1,36,hybrid hub,61834.08,63.564273,68.6983,1.79481434,FALSE,511
DSP-1001660013301-B-D02.dcc,ExpMSa26_1,37,hybrid hub,47051.65,48.819281,49.52148,1.43744738,FALSE,549
DSP-1001660013301-B-D03.dcc,ExpMSa26_1,38,bystander TLS,68799.83,42.50637,72.24611,1.09301843,FALSE,359
DSP-1001660013301-B-D04.dcc,ExpMSa26_1,39,bystander TLS,76255.39,46.279256,69.79645,1.17546679,FALSE,417
DSP-1001660013301-B-D05.dcc,ExpMSa26_1,40,bystander TLS,79339.25,44.647372,88.02084,1.24225681,FALSE,509
DSP-1001660013301-B-D06.dcc,ExpMSa26_1,41,immunity hub,52042.33,65.194578,41.33108,1.46181304,FALSE,224
DSP-1001660013301-B-D07.dcc,ExpMSa26_1,42,hybrid hub,51002.91,49.033506,62.73978,1.50662786,FALSE,667
DSP-1001660013301-B-D08.dcc,ExpMSa26_1,43,hybrid hub,52486.42,69.404321,47.93564,1.96609614,TRUE,680
DSP-1001660013301-B-D09.dcc,ExpMSa26_1,44,hybrid hub,56766.51,52.130762,57.91435,1.51980583,FALSE,555
DSP-1001660013301-B-D10.dcc,ExpMSa26_1,45,bystander TLS,55275.66,46.472484,61.59714,1.20117271,FALSE,293
DSP-1001660013301-B-D11.dcc,ExpMSa26_1,46,bystander TLS,58443.93,46.162338,57.34045,1.20477769,FALSE,466
DSP-1001660013301-B-D12.dcc,ExpMSa26_1,47,non-hub,56432.57,53.6379,57.21111,1.14786525,FALSE,152
DSP-1001660013301-B-E01.dcc,ExpMSa26_2,1,hybrid hub,42161.05,73.643553,43.61872,1.74020964,FALSE,314
DSP-1001660013301-B-E02.dcc,ExpMSa26_2,2,hybrid hub,51389.78,53.071286,60.24595,1.36144546,FALSE,340
DSP-1001660013301-B-E03.dcc,ExpMSa26_2,3,hybrid hub,45272.25,45.839929,46.2965,1.2401531,FALSE,386
DSP-1001660013301-B-E04.dcc,ExpMSa26_2,4,bystander TLS,56548.94,44.704788,51.18265,1.05902664,FALSE,325
DSP-1001660013301-B-E05.dcc,ExpMSa26_2,5,bystander TLS,59408.68,45.67241,45.69205,1.15189721,FALSE,342
DSP-1001660013301-B-E06.dcc,ExpMSa26_2,6,bystander TLS,53106.83,38.497715,49.33924,1.02764228,FALSE,317
DSP-1001660013301-B-E07.dcc,ExpMSa26_2,7,immunity hub,40700.09,60.766857,57.84054,1.50987492,FALSE,314
DSP-1001660013301-B-E08.dcc,ExpMSa26_2,8,immunity hub,41413.86,52.89538,44.2797,1.24301764,FALSE,213
DSP-1001660013301-B-E09.dcc,ExpMSa26_2,9,immunity hub,54689.93,49.204231,46.98056,1.04905743,FALSE,252
DSP-1001660013301-B-E10.dcc,ExpMSa26_2,10,non-hub,42822.39,63.996673,42.29386,1.54286842,FALSE,258
DSP-1001660013301-B-E11.dcc,ExpMSa26_2,11,non-hub,62035.99,72.296615,65.45132,1.67579238,FALSE,265
DSP-1001660013301-B-E12.dcc,ExpMSa26_2,12,non-hub,40610.56,82.592546,42.60021,1.94246264,TRUE,326
DSP-1001660013301-B-F01.dcc,ExpMSa26_2,13,hybrid hub,52380.75,57.799558,56.69292,1.50832391,FALSE,470
DSP-1001660013301-B-F02.dcc,ExpMSa26_2,14,hybrid hub,43974.34,49.02088,52.55066,1.32901293,FALSE,437
DSP-1001660013301-B-F03.dcc,ExpMSa26_2,15,hybrid hub,47317.98,59.306589,56.50698,1.40123663,FALSE,299
DSP-1001660013301-B-F04.dcc,ExpMSa26_2,16,bystander TLS,51734.27,55.722163,66.86024,1.3859311,FALSE,331
DSP-1001660013301-B-F05.dcc,ExpMSa26_2,17,bystander TLS,65675.04,43.75834,67.93751,1.10506109,FALSE,476
DSP-1001660013301-B-F06.dcc,ExpMSa26_2,18,bystander TLS,69632.7,44.331195,59.28311,1.14585976,FALSE,470
DSP-1001660013301-B-F07.dcc,ExpMSa26_2,19,immunity hub,41410.82,58.475168,34.42112,1.35389036,FALSE,237
DSP-1001660013301-B-F08.dcc,ExpMSa26_2,20,immunity hub,57983.53,56.012715,53.45304,1.2436799,FALSE,293
DSP-1001660013301-B-F09.dcc,ExpMSa26_2,21,immunity hub,52566.35,67.572188,67.61198,1.64261728,FALSE,317
DSP-1001660013301-B-F10.dcc,ExpMSa26_2,22,non-hub,54397.87,56.468565,43.94274,1.2298776,FALSE,201
DSP-1001660013301-B-F11.dcc,ExpMSa26_2,23,non-hub,45282,79.662511,52.44689,1.90316092,FALSE,306
DSP-1001660013301-B-F12.dcc,ExpMSa26_2,24,non-hub,44594.92,50.833525,47.22492,1.15934955,FALSE,301
DSP-1001660013301-B-G01.dcc,ExpMSa26_2,25,hybrid hub,51302.65,56.90232,52.10632,1.56966315,FALSE,568
DSP-1001660013301-B-G02.dcc,ExpMSa26_2,26,hybrid hub,77970.53,56.683709,60.73679,1.36225663,FALSE,312
DSP-1001660013301-B-G03.dcc,ExpMSa26_2,27,hybrid hub,59518.35,63.874651,70.69089,1.53088655,FALSE,445
DSP-1001660013301-B-G04.dcc,ExpMSa26_2,28,bystander TLS,54255.11,45.285441,35.09189,1.22115948,FALSE,422
DSP-1001660013301-B-G05.dcc,ExpMSa26_2,29,bystander TLS,48754.8,43.092124,38.45654,1.13699082,FALSE,445
DSP-1001660013301-B-G06.dcc,ExpMSa26_2,30,bystander TLS,48691.82,47.590736,61.0011,1.21619673,FALSE,439
DSP-1001660013301-B-G07.dcc,ExpMSa26_2,31,immunity hub,49744.02,51.967564,51.45068,1.23640892,FALSE,299
DSP-1001660013301-B-G08.dcc,ExpMSa26_2,32,immunity hub,44150.03,49.967251,51.57563,1.11841974,FALSE,243
DSP-1001660013301-B-G09.dcc,ExpMSa26_2,33,non-hub,42610.73,61.235637,61.61178,1.46615097,FALSE,284
DSP-1001660013301-B-G10.dcc,ExpMSa26_2,34,non-hub,43477.34,97.653563,36.88587,2.28754212,TRUE,240
DSP-1001660013301-B-G11.dcc,ExpMSa26_2,35,hybrid hub,60518.27,46.985903,95.17852,1.16853817,FALSE,387
DSP-1001660013301-B-G12.dcc,ExpMSa26_2,36,hybrid hub,45232.28,63.791313,45.48374,1.60035282,FALSE,295
DSP-1001660013301-B-H01.dcc,ExpMSa26_2,37,hybrid hub,56271.91,87.105394,47.41203,2.35561883,TRUE,386
DSP-1001660013301-B-H02.dcc,ExpMSa26_2,38,bystander TLS,44083.21,49.594242,44.90065,1.23331931,FALSE,183
DSP-1001660013301-B-H03.dcc,ExpMSa26_2,39,bystander TLS,72656.62,44.909961,94.02677,1.15474154,FALSE,484
DSP-1001660013301-B-H04.dcc,ExpMSa26_2,40,immunity hub,47395.19,57.472296,57.35787,1.3913048,FALSE,371
DSP-1001660013301-B-H05.dcc,ExpMSa26_2,41,hybrid hub,69112.04,47.725547,67.52961,1.33290168,FALSE,452
DSP-1001660013301-B-H06.dcc,ExpMSa26_2,42,non-hub,43881.3,80.626436,44.52252,1.96480891,TRUE,374
DSP-1001660013301-B-H07.dcc,ExpMSa26_2,43,bystander TLS,47796.28,44.717506,48.65177,1.08885201,FALSE,194
DSP-1001660013301-B-H08.dcc,ExpMSa26_2,44,bystander TLS,46836.64,56.054888,54.16522,1.3169361,FALSE,285
DSP-1001660013301-B-H09.dcc,ExpMSa26_2,45,hybrid hub,52023.46,63.723633,54.31781,1.59415511,FALSE,491
DSP-1001660013301-B-H10.dcc,ExpMSa26_2,46,immunity hub,49326.46,95.740781,58.29319,2.27077491,TRUE,336
DSP-1001660013301-B-H11.dcc,ExpMSa26_2,47,bystander TLS,45055.48,51.901231,44.10889,1.23317915,FALSE,315
DSP-1001660013301-B-H12.dcc,ExpMSa26_2,48,hybrid hub,66024.82,58.879726,67.89224,1.53468257,FALSE,490
DSP-1001660013302-D-A02.dcc,ExpMSa23_Lung004,1,hybrid hub,76684.13,46.436641,146.45573,1.0093476,FALSE,359
DSP-1001660013302-D-A03.dcc,ExpMSa23_Lung004,2,hybrid hub,46690.53,47.250617,95.39459,1.00646306,FALSE,335
DSP-1001660013302-D-A04.dcc,ExpMSa23_Lung004,3,hybrid hub,59474.07,43.782022,119.93876,0.90961795,FALSE,296
DSP-1001660013302-D-A05.dcc,ExpMSa23_Lung004,4,immunity hub,49465.22,39.429629,85.1442,0.89179356,FALSE,367
DSP-1001660013302-D-A06.dcc,ExpMSa23_Lung004,5,immunity hub,62224.78,45.46021,110.14247,1.01299435,FALSE,344
DSP-1001660013302-D-A07.dcc,ExpMSa23_Lung004,6,immunity hub,70368.22,45.325174,120.35412,0.99922944,FALSE,405
DSP-1001660013302-D-A08.dcc,ExpMSa23_Lung004,7,immunity hub,63985.64,47.548156,108.17842,1.01683662,FALSE,350
DSP-1001660013302-D-A09.dcc,ExpMSa23_Lung004,8,bystander TLS,53134.97,49.209317,61.06476,1.05047049,FALSE,301
DSP-1001660013302-D-A10.dcc,ExpMSa23_Lung004,9,bystander TLS,46674.86,45.834955,57.42927,1.00218276,FALSE,423
DSP-1001660013302-D-A11.dcc,ExpMSa23_Lung004,10,bystander TLS,41891.52,53.061994,63.71119,1.08325881,FALSE,248
DSP-1001660013302-D-A12.dcc,ExpMSa23_Lung004,11,bystander TLS,77401.11,50.115115,145.69027,0.95775469,FALSE,195
DSP-1001660013302-D-B01.dcc,ExpMSa23_Lung004,12,bystander TLS,79477.69,53.685056,161.06603,0.96863186,FALSE,111
DSP-1001660013302-D-B02.dcc,ExpMSa23_Lung004,13,hybrid hub,87168.09,46.774814,150.29874,1.01578053,FALSE,307
DSP-1001660013302-D-B03.dcc,ExpMSa23_Lung004,14,hybrid hub,89838.23,50.740253,155.09281,0.99899456,FALSE,252
DSP-1001660013302-D-B04.dcc,ExpMSa23_Lung004,15,hybrid hub,90587.5,48.410162,253.4511,0.8713179,FALSE,128
DSP-1001660013302-D-B05.dcc,ExpMSa23_Lung004,16,hybrid hub,67605.67,45.576434,128.74656,0.98754964,FALSE,375
DSP-1001660013302-D-B06.dcc,ExpMSa23_Lung004,17,hybrid hub,76427.08,43.365555,162.6612,0.89935798,FALSE,299
DSP-1001660013302-D-B07.dcc,ExpMSa23_Lung004,18,immunity hub,70343.6,50.31462,216.64683,0.91451706,FALSE,150
DSP-1001660013302-D-B08.dcc,ExpMSa23_Lung004,19,immunity hub,70366.78,53.531281,242.70756,0.93991991,FALSE,132
DSP-1001660013302-D-B09.dcc,ExpMSa23_Lung004,20,immunity hub,45647.76,50.674131,154.9642,0.90199471,FALSE,129
