cohort	patient	split	gate	contrast	n_high	n_low	n_tnk	gate_gap	cov_gap	n_extra	match_rate	expr_prop_pp	expr_prop_pp__F11R	expr_prop_pp__NECTIN2	expr_prop_pp__CDH1	expr_prop_pp__LGALS9	cellchat_hill	cellchat_hill__F11R	cellchat_hill__NECTIN2	cellchat_hill__CDH1	cellchat_hill__LGALS9	cpdb_means	cpdb_means__F11R	cpdb_means__NECTIN2	cpdb_means__CDH1	cpdb_means__LGALS9	liana_logfc	liana_logfc__F11R	liana_logfc__NECTIN2	liana_logfc__CDH1	liana_logfc__LGALS9
GSE123902	LX255B	decile	TACSTD2	strata_resid	22	22	1583	2.6310867220782375	0.5504700055716973	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	TACSTD2	linear_resid	22	22	1583	2.6310867220782375	0.5504700055716973	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	TACSTD2	matched	16	16	1583	2.6521639233477776	-0.020331322338426633	16	0.7272727272727273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	TACSTD2	strata_local	22	22	1583	2.6310867220782375	0.5504700055716973	3		0.8518062397372742	0.0	0.0	0.0	3.407224958949097	0.001459214360290757	0.0	0.0	0.0	0.005836857441163028	0.00033514153545553815	0.0	0.0	0.0	0.0013405661418221526	0.0009670140623952352	0.0	0.0	0.0	0.003868056249580941
GSE123902	LX255B	decile	CLDN4	crude	22	22	1583	2.6224664913448135	0.2809799564948737	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	CLDN4	strata_resid	22	22	1583	2.6224664913448135	0.2809799564948737	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	CLDN4	linear_resid	22	22	1583	2.6224664913448135	0.2809799564948737	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	CLDN4	matched	17	17	1583	2.652834417581068	-0.25579244506154575	17	0.7727272727272727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE123902	LX255B	decile	CLDN4	strata_local	22	22	1583	2.6224664913448135	0.2809799564948737	2		0.83128078817734	0.0	0.0	0.0	3.32512315270936	0.002337987852444388	0.0	0.0	0.0	0.009351951409777551	0.0018958613979911422	0.0	0.0	0.0	0.007583445591964569	0.005470299674189277	0.0	0.0	0.0	0.021881198696757108
GSE123902	LX653	q4q1	TACSTD2	crude	36	36	49	2.3404425696267173	0.9838410987816415	0		11.11111111111111	0.0	33.33333333333333	0.0	11.111111111111112	0.01555666760296873	0.0	0.029532596469807555	0.0	0.032694073942067366	0.021392229435037324	0.0	0.0692975774855809	0.0	0.016271340254568396	0.06172492663897451	0.0	0.19995054276813248	0.0	0.04694916378776557
GSE123902	LX653	q4q1	TACSTD2	strata_resid	36	36	49	2.3404425696267173	0.9838410987816415	0		6.6316856744956345	0.0	19.243780111412228	0.0	7.282962586570309	0.015080620336155377	0.0	0.032729850127312075	0.0	0.027592631217309437	0.022038327457858164	0.0	0.07426183859214505	0.0	0.013891471239287611	0.0635891714658781	0.0	0.21427437252836862	0.0	0.040082313335143796
GSE123902	LX653	q4q1	TACSTD2	linear_resid	36	36	49	2.3404425696267173	0.9838410987816415	0		7.375824155743447	0.0	21.169214245081804	0.0	8.334082377891985	0.016516946238146334	0.0	0.034825409238614526	0.0	0.031242375713970805	0.023858602662469794	0.0	0.07999988283030668	0.0	0.01543452781957249	0.06884137548737078	0.0	0.23083086846196316	0.0	0.04453463348751995
GSE123902	LX653	q4q1	TACSTD2	matched	18	18	49	2.304568161685678	-0.04169744913056739	18	0.5	2.777777777777778	0.0	11.111111111111112	0.0	0.0	0.0011139627742918637	0.0	0.01707838925471269	0.0	-0.012622538157545236	0.015702699942643797	0.0	0.08644316500017327	0.0	-0.023632365229598076	0.045308414671639236	0.0	0.24942225092899278	0.0	-0.06818859224243583
GSE123902	LX653	q4q1	TACSTD2	strata_local	36	36	49	2.3404425696267173	0.9838410987816415	4		7.336309523809523	0.0	21.532738095238095	0.0	7.812499999999998	0.008598553903173484	0.0	0.01932340365954548	0.0	0.015070811953148458	0.014899239814880987	0.0	0.045670675837940246	0.0	0.013926283421583707	0.042990118787888394	0.0	0.1317777150908876	0.0	0.04018276006066599
GSE123902	LX653	q4q1	CLDN4	crude	36	36	49	2.1491071794338956	1.1632308585829279	0		10.416666666666664	0.0	33.33333333333333	0.0	8.333333333333332	0.010362267438334617	0.0	0.02165892537047063	0.0	0.01979014438286784	-0.0009497783675564506	0.0	-0.005661493842947132	0.0	0.0018623803727213298	-0.0027404810816346135	0.0	-0.016335618182486456	0.0	0.005373693855948003
GSE123902	LX653	q4q1	CLDN4	strata_resid	36	36	49	2.1491071794338956	1.1632308585829279	0		5.302698531865199	0.0	17.5487987987988	0.0	3.661995328661998	0.0036064337093878202	0.0	0.007515961995982024	0.0	0.006909772841569258	-0.010565036392403531	0.0	-0.03720753576086988	0.0	-0.005052609808744245	-0.030484251220264	0.0	-0.10735825465181148	0.0	-0.014578750229244512
GSE123902	LX653	q4q1	CLDN4	linear_resid	36	36	49	2.1491071794338956	1.1632308585829279	0		5.116960283250419	0.0	17.161618917702903	0.0	3.3062222152987757	0.00349942413231754	0.0	0.00815208256890175	0.0	0.005845613960368409	-0.010066495809682524	0.0	-0.03502568269899027	0.0	-0.005240300539739826	-0.029045767167517014	0.0	-0.10106275746716725	0.0	-0.01512031120290081
GSE123902	LX653	q4q1	CLDN4	matched	17	17	49	2.1302994172465763	0.012130187991791441	17	0.4722222222222222	4.411764705882352	0.0	5.882352941176469	0.0	11.76470588235294	0.003861299537218168	0.0	-0.007371452441926843	0.0	0.022816650590799514	-0.010500344493867752	0.0	-0.060667229653903657	0.0	0.018665851678432648	-0.03029758985785748	0.0	-0.17504862273231733	0.0	0.05385826330088742
GSE123902	LX653	q4q1	CLDN4	strata_local	36	36	49	2.1491071794338956	1.1632308585829279	4		5.7931286549707615	0.0	19.15204678362573	0.0	4.020467836257312	0.0023912307718449892	0.0	0.006297215118380706	0.0	0.003267707968999254	0.0024466320899294547	0.0	0.013145567200853098	0.0	-0.0033590388411352777	0.007059487966042052	0.0	0.03793008922068676	0.0	-0.009692137356518554
GSE123902	LX653	decile	TACSTD2	crude	14	14	49	2.7677700862080328	1.0920236365412928	0		5.357142857142857	0.0	21.428571428571427	0.0	0.0	0.0038344510821071093	0.0	0.015337804328428437	0.0	0.0	0.002740144246435836	0.0	0.010960576985743344	0.0	0.0	0.007906385031306813	0.0	0.03162554012522725	0.0	0.0
GSE123902	LX653	decile	TACSTD2	strata_resid	14	14	49	2.7677700862080328	1.0920236365412928	0		1.7371697154471546	0.0	6.948678861788618	0.0	0.0	0.004180433099524282	0.0	0.016721732398097128	0.0	0.0	0.0059920816320749495	0.0	0.023968326528299798	0.0	0.0	0.01728949291039275	0.0	0.069157971641571	0.0	0.0
GSE123902	LX653	decile	TACSTD2	linear_resid	14	14	49	2.7677700862080328	1.0920236365412928	0		1.9817233969973918	0.0	7.926893587989567	0.0	0.0	0.004192121659255602	0.0	0.01676848663702241	0.0	0.0	0.005709925244707754	0.0	0.022839700978831017	0.0	0.0	0.016475361668773156	0.0	0.06590144667509262	0.0	0.0
GSE123902	LX653	decile	TACSTD2	strata_local	14	14	49	2.7677700862080328	1.0920236365412928	4		7.336309523809523	0.0	21.532738095238095	0.0	7.812499999999998	0.008598553903173484	0.0	0.01932340365954548	0.0	0.015070811953148458	0.014899239814880987	0.0	0.045670675837940246	0.0	0.013926283421583707	0.042990118787888394	0.0	0.1317777150908876	0.0	0.04018276006066599
GSE123902	LX653	decile	CLDN4	crude	14	14	49	2.3687378374994963	1.1560124383037076	0		14.285714285714286	0.0	42.85714285714286	0.0	14.285714285714285	0.017793734971666357	0.0	0.03352200188859688	0.0	0.03765293799806855	0.02366110003805017	0.0	0.06544193894224572	0.0	0.029202461209954966	0.0682715033737453	0.0	0.18882552155627247	0.0	0.0842604919387087
GSE123902	LX653	decile	CLDN4	strata_resid	14	14	49	2.3687378374994963	1.1560124383037076	0		9.597543972543972	0.0	28.780566280566276	0.0	9.609609609609612	0.011675495294144597	0.0	0.02003523437926408	0.0	0.026666746797314306	0.015061324117695778	0.0	0.03823295398536937	0.0	0.02201234248541374	0.04345779522764208	0.0	0.11031698622645664	0.0	0.0635141946841117
GSE123902	LX653	decile	CLDN4	linear_resid	14	14	49	2.3687378374994963	1.1560124383037076	0		9.018895190104834	0.0	26.78578189278671	0.0	9.289798867632628	0.01117125223238483	0.0	0.01874615581239021	0.0	0.02593885311714911	0.014600956316934508	0.0	0.036259969337658404	0.0	0.02214385593007963	0.042129454541355596	0.0	0.1046241558924513	0.0	0.0638936622729711
GSE123902	LX653	decile	CLDN4	strata_local	14	14	49	2.3687378374994963	1.1560124383037076	4		5.7931286549707615	0.0	19.15204678362573	0.0	4.020467836257312	0.0023912307718449892	0.0	0.006297215118380706	0.0	0.003267707968999254	0.0024466320899294547	0.0	0.013145567200853098	0.0	-0.0033590388411352777	0.007059487966042052	0.0	0.03793008922068676	0.0	-0.009692137356518554
GSE123902	LX661	q4q1	TACSTD2	crude	29	29	3726	1.820366311523488	1.0243631119547951	0		35.344827586206904	51.724137931034484	13.793103448275861	37.931034482758626	37.93103448275862	0.08556423315267711	0.029426875410920594	0.05117795718318024	0.0680247860175761	0.19362731399903152	0.15015429150040896	0.2535478366152383	0.02860578848794218	0.18729036047136097	0.13117318042709447	0.43325370343167174	0.7315844130258589	0.08253885838454557	0.5404057485166777	0.3784857937996049
GSE123902	LX661	q4q1	TACSTD2	strata_resid	29	29	3726	1.820366311523488	1.0243631119547951	0		15.032158685547508	16.81574964868663	1.0093503405037298	15.292941303642843	27.010593449356822	0.05466338305641129	0.009831566569142532	0.029133716111682646	0.037666019802464284	0.14202222974235568	0.06960336414916075	0.06934182030886932	0.007367714700955555	0.10516612784809214	0.096537793738726	0.20083285657436575	0.20007820057163875	0.021258730923506584	0.3034453022318745	0.2785491925704432
GSE123902	LX661	q4q1	TACSTD2	linear_resid	29	29	3726	1.820366311523488	1.0243631119547951	0		20.866989807541657	26.278054408975613	3.4407382320352697	21.73535923165737	32.01380735749837	0.06154170465860119	0.013079255839607534	0.02020142009622962	0.047402641319681464	0.16548350137888615	0.08224285835320141	0.09224466747293203	-0.004165813340748337	0.12945244548274187	0.1114401337978801	0.2373027277893943	0.266161848623301	-0.012019996495933423	0.3735208022578012	0.3215482567724084
GSE123902	LX661	q4q1	TACSTD2	matched	11	11	3726	1.765416457146748	0.10619561476464479	11	0.3793103448275862	9.090909090909093	18.181818181818187	-9.090909090909088	9.090909090909088	18.181818181818183	0.013351999810512667	0.008046493942969891	-0.04598420530688194	0.02617056844469998	0.06517514216126273	0.029982131587094972	0.03700260506672498	-0.04682780474360767	0.06642449966929091	0.06332922635597166	0.08651014511196452	0.10676694965947392	-0.13511648335863893	0.19166059253283318	0.1827295216141899
GSE123902	LX661	q4q1	TACSTD2	strata_local	29	29	3726	1.820366311523488	1.0243631119547951	4		2.6041666666666665	12.113095238095235	-6.577380952380953	-2.261904761904762	7.142857142857144	0.02217135879478431	0.010745145347929029	-0.00037498138179842787	0.012567735931912169	0.06574753528109446	0.025198769767081748	0.04922325523979372	-0.016968840878706676	0.02661116715901168	0.04192949754822829	0.07270828035894317	0.14202829246172416	-0.048961725170688086	0.07678359778514679	0.12098295635958979
GSE123902	LX661	q4q1	CLDN4	crude	29	29	3726	2.0298846945932967	0.915328985426945	0		32.758620689655174	55.172413793103445	24.137931034482758	37.93103448275862	13.793103448275863	0.06487000106470092	0.049384328165626455	0.06311558894501502	0.06341770480200196	0.08356238234616027	0.14585667860961213	0.3363717465079374	0.05280070425756861	0.14848826604931364	0.045765997623628894	0.4208534138212455	0.9705637011643216	0.15235062837567803	0.42844657011909165	0.13205275562589097
GSE123902	LX661	q4q1	CLDN4	strata_resid	29	29	3726	2.0298846945932967	0.915328985426945	0		12.514863258026162	21.10582639714626	16.230677764565993	13.852556480380496	-1.1296076099881085	0.02481061000554726	0.019316684914559408	0.06051163851061851	0.015460977673914758	0.003953138923096352	0.06599729703919706	0.1773157095502167	0.05069305876869276	0.04033606033717829	-0.004355640499299526	0.19042794630105092	0.5116249896796109	0.14626924898617166	0.11638526843489026	-0.012567721896469111
GSE123902	LX661	q4q1	CLDN4	linear_resid	29	29	3726	2.0298846945932967	0.915328985426945	0		17.23495085148678	28.73357453606577	19.632762932221258	20.636500257938163	-0.06303432027808462	0.03029450587149202	0.024517017540520478	0.06646619596827362	0.028350253440012355	0.0018445565371616268	0.08118850729768198	0.2053020355618838	0.05718420688262141	0.06632898062505997	-0.004061193878837285	0.23426051371108642	0.5923764571790788	0.16499874337345288	0.1913849828299883	-0.011718128538174331
GSE123902	LX661	q4q1	CLDN4	matched	12	12	3726	1.9824223708303048	-0.05509533603279415	12	0.41379310344827586	22.916666666666664	50.0	25.0	16.666666666666664	0.0	0.04116662273713533	0.05241101745838056	0.09422507193428677	0.018030401555874015	0.0	0.14058616062831586	0.4073654822951205	0.1336882370210144	0.02129092319712858	0.0	0.40564591351218104	1.1754083222730223	0.3857427131508116	0.0614326186248904	0.0
GSE123902	LX661	q4q1	CLDN4	strata_local	29	29	3726	2.0298846945932967	0.915328985426945	3		4.540229885057473	4.318555008210186	11.067323481116587	14.718117131910233	-11.943076081007115	-0.00249302070824292	0.008490918864050262	0.02840161204573155	0.013019403262431603	-0.05988401700518511	0.015848929194179868	0.05111124909436517	0.029706460371242516	0.03316978209302606	-0.05059177478191429	0.04573034310368721	0.14747589120416232	0.0857147261199122	0.0957077602659525	-0.14597700517527815
GSE123902	LX661	decile	TACSTD2	crude	11	11	3726	2.244277169355986	1.4226997360684175	0		31.81818181818182	45.45454545454545	9.090909090909088	27.27272727272727	45.45454545454546	0.0835570526391792	0.03417491167500501	0.04911035903804786	0.04962866849974096	0.20131427134392302	0.12536217743724165	0.17509071421305308	-0.002180628090600406	0.1415316187543979	0.18700700487211597	0.36171878340750163	0.5052050102017569	-0.00629196266466475	0.40837392901191455	0.5395881570809998
GSE123902	LX661	decile	TACSTD2	strata_resid	11	11	3726	2.244277169355986	1.4226997360684175	0		13.19167379120357	12.786762610430321	-3.6293578417402825	6.330151040182386	37.27913935594186	0.049027506156227516	0.0024121589387927425	0.023184663363187773	0.01797006209810613	0.15254314022482343	0.0399845707149815	-0.029815146919522972	-0.0361745208511792	0.06870368727246404	0.15722426335816414	0.11537108376515579	-0.0860283292083433	-0.10437760367706127	0.19823693783754012	0.4536533301084876
GSE123902	LX661	decile	TACSTD2	linear_resid	11	11	3726	2.244277169355986	1.4226997360684175	0		11.710452687598515	10.113428727173842	-5.287105002865999	4.779157720792479	37.23632930529374	0.04885286107329066	0.001838148420353021	0.01032136899550012	0.021432610191608352	0.16181931668570115	0.031042519801206134	-0.04893724373227906	-0.04769588408536604	0.061202694929691354	0.15960051209277828	0.08956977874779506	-0.14120303769466702	-0.13762123088154485	0.17659364892821164	0.4605097346391805
GSE123902	LX661	decile	TACSTD2	strata_local	11	11	3726	2.244277169355986	1.4226997360684175	4		2.6041666666666665	12.113095238095235	-6.577380952380953	-2.261904761904762	7.142857142857144	0.02217135879478431	0.010745145347929029	-0.00037498138179842787	0.012567735931912169	0.06574753528109446	0.025198769767081748	0.04922325523979372	-0.016968840878706676	0.02661116715901168	0.04192949754822829	0.07270828035894317	0.14202829246172416	-0.048961725170688086	0.07678359778514679	0.12098295635958979
GSE123902	LX661	decile	CLDN4	crude	11	11	3726	2.3429569993604913	1.153704263601866	0		27.27272727272727	45.45454545454545	36.36363636363637	27.27272727272727	0.0	0.06200749218711537	0.04693982624007168	0.13821022049374207	0.06287992201464773	0.0	0.14553607496294516	0.3241733620260013	0.1387201593428901	0.11925077848288922	0.0	0.41992834723897077	0.9353666035664293	0.40026177191062867	0.34408501347882514	0.0
GSE123902	LX661	decile	CLDN4	strata_resid	11	11	3726	2.3429569993604913	1.153704263601866	0		9.678683385579937	8.62068965517241	28.369905956112856	1.7241379310344807	0.0	0.041235046812450674	0.019636232472879184	0.13169937328521064	0.01360458149171287	0.0	0.07231070596356391	0.14947573831321828	0.13817857569777015	0.0015885098432672495	0.0	0.20864459379362732	0.4312958127953929	0.3986990918325465	0.004583470546569931	0.0
GSE123902	LX661	decile	CLDN4	linear_resid	11	11	3726	2.3429569993604913	1.153704263601866	0		12.07245174840964	12.130350480755608	30.68520627939966	5.4742502334832865	0.0	0.04682995799234019	0.023062657152924736	0.13990513214454015	0.02435204267189586	0.0	0.07972751312232168	0.15896971748393182	0.14424523912136383	0.015695095883991067	0.0	0.23004497560796652	0.45868964613117597	0.41620378230446864	0.04528647399622139	0.0
GSE123902	LX661	decile	CLDN4	strata_local	11	11	3726	2.3429569993604913	1.153704263601866	3		4.540229885057473	4.318555008210186	11.067323481116587	14.718117131910233	-11.943076081007115	-0.00249302070824292	0.008490918864050262	0.02840161204573155	0.013019403262431603	-0.05988401700518511	0.015848929194179868	0.05111124909436517	0.029706460371242516	0.03316978209302606	-0.05059177478191429	0.04573034310368721	0.14747589120416232	0.0857147261199122	0.0957077602659525	-0.14597700517527815
GSE123902	LX666	q4q1	TACSTD2	crude	196	196	177	0.15984057583265748	0.0434888383818165	0		3.3163265306122414	0.0	7.653061224489788	0.0	5.612244897959179	0.0066787280775514515	0.0	0.008739662446182577	0.0	0.017975249864023227	0.014571166977414805	0.0	0.040051719358655924	0.0	0.018232948551003297	0.042043500676562734	0.0	0.1155648337956188	0.0	0.05260916891063214
GSE123902	LX666	q4q1	TACSTD2	strata_resid	196	196	177	0.15984057583265748	0.0434888383818165	0		2.4697657819300245	0.0	5.413985167904648	0.0	4.465077959815451	0.005923560343946047	0.0	0.007775037144544359	0.0	0.01591920423123983	0.012945566122676225	0.0	0.03462671034324527	0.0	0.01715555414745963	0.03735300809337031	0.0	0.09991156658899705	0.0	0.0495004657844842
GSE123902	LX666	q4q1	TACSTD2	linear_resid	196	196	177	0.15984057583265748	0.0434888383818165	0		3.002902975581574	0.0	6.762197133411926	0.0	5.249414768914369	0.0062947635752847505	0.0	0.00806205625985395	0.0	0.01711699804128505	0.013854716023809454	0.0	0.037519899231029635	0.0	0.01789896486420818	0.039976260200949514	0.0	0.10825954511052018	0.0	0.051645495693277886
GSE123902	LX666	q4q1	TACSTD2	matched	183	183	177	0.16253978915921247	-0.019650444020151814	183	0.9336734693877551	2.049180327868855	0.0	4.371584699453557	0.0	3.8251366120218626	0.005711323509891112	0.0	0.007939472563986355	0.0	0.014905821475578092	0.013736125280587281	0.0	0.03605424113232153	0.0	0.018890259990027594	0.039634079646665585	0.0	0.10403054976923032	0.0	0.05450576881743202
GSE123902	LX666	q4q1	TACSTD2	strata_local	196	196	177	0.15984057583265748	0.0434888383818165	4		1.214907696904348	0.0	0.0523452573102684	0.0	4.807285530307123	0.004898931404137698	0.0	0.00019483275558185818	0.0	0.019400892860968934	0.0035194803511820194	0.0	-0.0021357467054050824	0.0	0.01621366811013316	0.010155073698312894	0.0	-0.006162462360965709	0.0	0.04678275715421728
GSE123902	LX666	q4q1	CLDN4	crude	196	196	177	1.251449575776751	0.03315823648996339	0		12.244897959183675	0.0	31.122448979591844	0.0	17.857142857142858	0.018976782952153454	0.0	0.019711984848644677	0.0	0.05619514695996914	0.025379905948306036	0.0	0.07916313030635203	0.0	0.022356493486872117	0.07323092889969884	0.0	0.22841651102844177	0.0	0.06450720457035362
GSE123902	LX666	q4q1	CLDN4	strata_resid	196	196	177	1.251449575776751	0.03315823648996339	0		11.356099257884974	0.0	28.932050092764385	0.0	16.492346938775512	0.018214849476565112	0.0	0.01837467461306768	0.0	0.05448472329319276	0.02335199315361303	0.0	0.07240320156866523	0.0	0.02100477104578689	0.06737960943518109	0.0	0.2089114796951947	0.0	0.06060695804552966
GSE123902	LX666	q4q1	CLDN4	linear_resid	196	196	177	1.251449575776751	0.03315823648996339	0		11.828067885266925	0.0	29.886662426381488	0.0	17.42560911468621	0.01859413774810245	0.0	0.01886444122410271	0.0	0.055512109768307095	0.023775693526934486	0.0	0.07397126650829725	0.0	0.021131507599440696	0.06860215029000842	0.0	0.21343595871959262	0.0	0.060972642440441066
GSE123902	LX666	q4q1	CLDN4	matched	181	181	177	1.2560909194346495	0.005461838343867029	181	0.923469387755102	10.359116022099448	0.0	28.176795580110497	0.0	13.259668508287293	0.014648176917239956	0.0	0.01796797247428044	0.0	0.040624735194679386	0.020468880336342376	0.0	0.07012051705806391	0.0	0.011755004287305595	0.05906070430758153	0.0	0.20232504444847754	0.0	0.03391777278184857
GSE123902	LX666	q4q1	CLDN4	strata_local	196	196	177	1.251449575776751	0.03315823648996339	2		5.255681818181818	0.0	10.795454545454547	0.0	10.227272727272728	0.009387389402032865	0.0	0.011400723384336127	0.0	0.026148834223795332	0.019285472112558225	0.0	0.06809981740151012	0.0	0.009042071048722764	0.0556461099559803	0.0	0.19649453770120517	0.0	0.026089902122716002
GSE123902	LX666	decile	TACSTD2	crude	78	78	177	0.3948795173474505	0.1315694055654667	0		7.692307692307693	0.0	21.794871794871796	0.0	8.974358974358976	0.009321593514567234	0.0	0.015011595864181984	0.0	0.022274778194086953	0.026184653922477763	0.0	0.0895449428095969	0.0	0.015193672880314146	0.07555294072270483	0.0	0.2583720898561826	0.0	0.043839673034636706
GSE123902	LX666	decile	TACSTD2	strata_resid	78	78	177	0.3948795173474505	0.1315694055654667	0		6.201394219885881	0.0	17.719635285757235	0.0	7.085941593786287	0.008256121432546452	0.0	0.01306816039233735	0.0	0.019956325337848455	0.022917102596170715	0.0	0.07843172221516753	0.0	0.013236688169515329	0.06612478053407816	0.0	0.22630611337640588	0.0	0.03819300875990675
GSE123902	LX666	decile	TACSTD2	linear_resid	78	78	177	0.3948795173474505	0.1315694055654667	0		6.744088508719593	0.0	19.099686932179686	0.0	7.876667102698686	0.00856817384771008	0.0	0.013629615105526125	0.0	0.02064308028531419	0.024017131643426063	0.0	0.08188527468358534	0.0	0.014183251890118917	0.06929879343669637	0.0	0.2362709594156783	0.0	0.040924214331107156
GSE123902	LX666	decile	TACSTD2	matched	66	66	177	0.3741777208488643	-0.03866410663305375	66	0.8461538461538461	7.575757575757576	0.0	21.212121212121215	0.0	9.090909090909088	0.007830847373551419	0.0	0.012138504130720006	0.0	0.01918488536348567	0.021492106641528008	0.0	0.07306413998728847	0.0	0.01290428657882356	0.06201311133997842	0.0	0.21081854485295617	0.0	0.03723390050695752
