cohort	patient	split	gate	contrast	n_high	n_low	n_tnk	gate_gap	cov_gap	n_extra	match_rate	expr_prop_pp	expr_prop_pp__F11R	expr_prop_pp__NECTIN2	expr_prop_pp__CDH1	expr_prop_pp__LGALS9	cellchat_hill	cellchat_hill__F11R	cellchat_hill__NECTIN2	cellchat_hill__CDH1	cellchat_hill__LGALS9	cpdb_means	cpdb_means__F11R	cpdb_means__NECTIN2	cpdb_means__CDH1	cpdb_means__LGALS9	liana_logfc	liana_logfc__F11R	liana_logfc__NECTIN2	liana_logfc__CDH1	liana_logfc__LGALS9
GSE131907	NS_12	q4q1	TACSTD2	strata_local	702	702	22	1.9670472593609147	0.4148499156784804	4		2.285222011784512	0.0	0.0	0.0	9.140888047138048	0.0037447866167265565	0.0	0.0	0.0	0.014979146466906226	0.0037256208357312874	0.0	0.0	0.0	0.01490248334292515	0.01074986940788425	0.0	0.0	0.0	0.042999477631537
GSE131907	NS_12	q4q1	CLDN4	crude	702	702	22	2.1307348765341905	0.34522775039213405	0		-0.3917378917378918	0.0	0.0	0.0	-1.5669515669515672	-0.000181042716822504	0.0	0.0	0.0	-0.000724170867290016	0.000854005064172679	0.0	0.0	0.0	0.003416020256690716	0.00246413774195197	0.0	0.0	0.0	0.00985655096780788
GSE131907	NS_12	q4q1	CLDN4	strata_resid	702	702	22	2.1307348765341905	0.34522775039213405	0		-0.3116055236281468	0.0	0.0	0.0	-1.2464220945125872	-0.0003722554636504813	0.0	0.0	0.0	-0.0014890218546019251	0.0009041149020147079	0.0	0.0	0.0	0.0036164596080588314	0.00260872417106086	0.0	0.0	0.0	0.01043489668424344
GSE131907	NS_12	q4q1	CLDN4	linear_resid	702	702	22	2.1307348765341905	0.34522775039213405	0		-0.7164324100837702	0.0	0.0	0.0	-2.865729640335081	-0.0011291219522010208	0.0	0.0	0.0	-0.004516487808804083	0.0002835957742731805	0.0	0.0	0.0	0.001134383097092722	0.0008182844343219668	0.0	0.0	0.0	0.0032731377372878672
GSE131907	NS_12	q4q1	CLDN4	matched	556	556	22	2.1669655856532586	0.006399727912784203	556	0.792022792022792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	q4q1	CLDN4	strata_local	702	702	22	2.1307348765341905	0.34522775039213405	4		-0.510526576604236	0.0	0.0	0.0	-2.042106306416944	-0.0006461452883441642	0.0	0.0	0.0	-0.0025845811533766567	-0.00017751783949753928	0.0	0.0	0.0	-0.0007100713579901571	-0.0005122082134248456	0.0	0.0	0.0	-0.0020488328536993825
GSE131907	NS_12	decile	TACSTD2	crude	281	281	22	2.3752509599283975	0.4410055680213323	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	TACSTD2	strata_resid	281	281	22	2.3752509599283975	0.4410055680213323	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	TACSTD2	linear_resid	281	281	22	2.3752509599283975	0.4410055680213323	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	TACSTD2	matched	227	227	22	2.3588490616581725	0.014278206256110648	227	0.8078291814946619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	TACSTD2	strata_local	281	281	22	2.3752509599283975	0.4410055680213323	4		2.285222011784512	0.0	0.0	0.0	9.140888047138048	0.0037447866167265565	0.0	0.0	0.0	0.014979146466906226	0.0037256208357312874	0.0	0.0	0.0	0.01490248334292515	0.01074986940788425	0.0	0.0	0.0	0.042999477631537
GSE131907	NS_12	decile	CLDN4	crude	281	281	22	2.9904574852806407	0.4367691864176776	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	CLDN4	strata_resid	281	281	22	2.9904574852806407	0.4367691864176776	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	CLDN4	linear_resid	281	281	22	2.9904574852806407	0.4367691864176776	0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	CLDN4	matched	213	213	22	3.0055334258883413	0.005304499675928942	213	0.7580071174377224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GSE131907	NS_12	decile	CLDN4	strata_local	281	281	22	2.9904574852806407	0.4367691864176776	4		-0.510526576604236	0.0	0.0	0.0	-2.042106306416944	-0.0006461452883441642	0.0	0.0	0.0	-0.0025845811533766567	-0.00017751783949753928	0.0	0.0	0.0	-0.0007100713579901571	-0.0005122082134248456	0.0	0.0	0.0	-0.0020488328536993825
GSE131907	NS_13	q4q1	TACSTD2	crude	338	338	1780	2.112779815763521	0.1662339330373226	0		9.615384615384617	0.0	15.680473372781067	22.781065088757398	0.0	0.009843186713776254	0.0	0.03882341749318881	0.0005493293619162078	0.0	0.05067227348666793	0.0	0.059619018296538706	0.14307007565013302	0.0	0.14620927533957026	0.0	0.17202412407816953	0.4128129772801115	0.0
GSE131907	NS_13	q4q1	TACSTD2	strata_resid	338	338	1780	2.112779815763521	0.1662339330373226	0		7.645353143484078	0.0	11.96758638676447	18.613826187171842	0.0	0.0081254856190075	0.0	0.03201255824575312	0.000489384230276876	0.0	0.04594789404948209	0.0	0.05104264645991913	0.13274892973800922	0.0	0.13257759776895864	0.0	0.14727794584314785	0.3830324452326867	0.0
GSE131907	NS_13	q4q1	TACSTD2	linear_resid	338	338	1780	2.112779815763521	0.1662339330373226	0		9.105783409025305	0.0	14.814570553797507	21.608563082303714	0.0	0.009318729065327342	0.0	0.03676883133765295	0.0005060849236564217	0.0	0.04819960942480129	0.0	0.05709698734681959	0.13570145035238557	0.0	0.1390746749798915	0.0	0.16474708098991303	0.39155161892965307	0.0
GSE131907	NS_13	q4q1	TACSTD2	matched	303	303	1780	2.118877979412762	0.030565134455360576	303	0.8964497041420119	8.663366336633665	0.0	14.52145214521452	20.132013201320138	0.0	0.010603420496771265	0.0	0.041878707267362654	0.0005349747197224098	0.0	0.05101795600854635	0.0	0.063075116043255	0.1409967079909304	0.0	0.14720670425964222	0.0	0.18199631423819976	0.40683050280036914	0.0
GSE131907	NS_13	q4q1	TACSTD2	strata_local	338	338	1780	2.112779815763521	0.1662339330373226	4		6.5915411258762635	0.0	13.126843698258682	12.71119264067962	0.5281281645667522	0.007516735481689106	0.0	0.028376485505281608	0.0003343201941130322	0.0013561362273617848	0.036451826352381714	0.0	0.059644998598680325	0.08541300246780635	0.0007493043430401875	0.10517773821985348	0.0	0.17209908738429056	0.24644983017548205	0.0021620353196412827
GSE131907	NS_13	q4q1	CLDN4	crude	338	338	1780	2.355900638982093	0.25409001872520565	0		7.840236686390532	0.0	12.426035502958577	18.93491124260355	0.0	0.006719782498485569	0.0	0.02648372238087189	0.0003954076130703848	0.0	0.034735929575189915	0.0	0.0324320808142434	0.10651163748651626	0.0	0.10022670667758954	0.0	0.09357920431283809	0.3073276223975201	0.0
GSE131907	NS_13	q4q1	CLDN4	strata_resid	338	338	1780	2.355900638982093	0.25409001872520565	0		5.086075076559921	0.0	7.053844820510649	13.290455485729035	0.0	0.004486311823736773	0.0	0.017643690895947185	0.0003015563989999092	0.0	0.026523050171919832	0.0	0.01788444856818011	0.08820775211949922	0.0	0.07652934590455582	0.0	0.05160361051669434	0.25451377310152895	0.0
GSE131907	NS_13	q4q1	CLDN4	linear_resid	338	338	1780	2.355900638982093	0.25409001872520565	0		6.523058920635181	0.0	10.074420712664848	16.017814969875875	0.0	0.005384286734348447	0.0	0.021224229359962623	0.000312917577431163	0.0	0.02845410965994183	0.0	0.02384862228605672	0.0899678163537106	0.0	0.08210120579861765	0.0	0.06881257820825609	0.2595922449862145	0.0
GSE131907	NS_13	q4q1	CLDN4	matched	287	287	1780	2.371747146100156	0.03522361243871652	287	0.849112426035503	4.878048780487804	0.0	6.271777003484319	13.240418118466895	0.0	0.002721038739280029	0.0	0.010583077125373902	0.00030107783174621386	0.0	0.02239474145772021	0.0	0.00476417157683276	0.08481479425404809	0.0	0.06461756488608686	0.0	0.013746493415681552	0.24472376612866586	0.0
GSE131907	NS_13	q4q1	CLDN4	strata_local	338	338	1780	2.355900638982093	0.25409001872520565	4		1.6459179051419661	0.0	1.51952605385074	4.076719531214165	0.9874260355029592	0.002489274641808308	0.0	0.001968466769428838	0.0001965035767302077	0.0077921282210741865	0.016502487440313428	0.0	0.006072996858610211	0.056005240745198	0.003931712157445507	0.04761611358494518	0.0	0.017522964902502408	0.16159696617377933	0.01134452326349896
GSE131907	NS_13	decile	TACSTD2	crude	135	135	1780	2.453557685986175	0.2786617408606433	0		5.5555555555555545	0.0	4.444444444444443	17.777777777777775	0.0	0.0022659834586083983	0.0	0.008424726100079157	0.0006392077343544363	0.0	0.039431895559871886	0.0	0.009159587108886452	0.1485679951306011	0.0	0.11377640035415741	0.0	0.026428981797161924	0.42867661961946774	0.0
GSE131907	NS_13	decile	TACSTD2	strata_resid	135	135	1780	2.453557685986175	0.2786617408606433	0		5.638913651558905	0.0	4.916001926579454	17.639652679656166	0.0	0.0020757396820825567	0.0	0.00773394684339624	0.0005690118849339862	0.0	0.03718551752023509	0.0	0.009149779067427866	0.1395922910135125	0.0	0.10729472343866567	0.0	0.026400681771615652	0.40277821198304703	0.0
GSE131907	NS_13	decile	TACSTD2	linear_resid	135	135	1780	2.453557685986175	0.2786617408606433	0		4.701299407522972	0.0	2.992911760681723	15.812285869410166	0.0	0.001647338902409365	0.0	0.006017237304002675	0.0005721183056347848	0.0	0.035286912285677194	0.0	0.004931848992413335	0.13621580015029544	0.0	0.10181650672566066	0.0	0.014230308167535899	0.39303571873510673	0.0
GSE131907	NS_13	decile	TACSTD2	matched	115	115	1780	2.4435550350294917	-0.004165002906491688	115	0.8518518518518519	5.652173913043479	0.0	6.086956521739129	16.52173913043479	0.0	0.002497505629972949	0.0	0.009431370123248205	0.0005586523966435914	0.0	0.036270205791744135	0.0	0.010865132539497974	0.13421569062747857	0.0	0.10465369205554284	0.0	0.031350145666670076	0.3872646225555013	0.0
GSE131907	NS_13	decile	TACSTD2	strata_local	135	135	1780	2.453557685986175	0.2786617408606433	4		6.5915411258762635	0.0	13.126843698258682	12.71119264067962	0.5281281645667522	0.007516735481689106	0.0	0.028376485505281608	0.0003343201941130322	0.0013561362273617848	0.036451826352381714	0.0	0.059644998598680325	0.08541300246780635	0.0007493043430401875	0.10517773821985348	0.0	0.17209908738429056	0.24644983017548205	0.0021620353196412827
GSE131907	NS_13	decile	CLDN4	crude	135	135	1780	2.698197677178144	0.2298235794726936	0		5.37037037037037	0.0	7.407407407407404	14.074074074074078	0.0	0.004037936107649389	0.0	0.01571195955078432	0.00043978487981323955	0.0	0.033588259774079546	0.0	0.024571491856415884	0.1097815472399023	0.0	0.09691523161630963	0.0	0.07089833889698949	0.31676258756824904	0.0
GSE131907	NS_13	decile	CLDN4	strata_resid	135	135	1780	2.698197677178144	0.2298235794726936	0		4.446257562089404	0.0	5.597487882818828	12.187542365538787	0.0	0.002771217873722449	0.0	0.010719322198668828	0.0003655492962209685	0.0	0.028904108425254454	0.0	0.017328676955395916	0.0982877567456219	0.0	0.08339962777286301	0.0	0.0499999926174331	0.28359851847401896	0.0
GSE131907	NS_13	decile	CLDN4	linear_resid	135	135	1780	2.698197677178144	0.2298235794726936	0		4.178987448496823	0.0	5.280379626632092	11.435570167355202	0.0	0.00284992743583715	0.0	0.0110384130289824	0.00036129671436620084	0.0	0.02790637448882355	0.0	0.016807782077100597	0.0948177158781936	0.0	0.08052077616843203	0.0	0.04849700770195087	0.27358609697177727	0.0
GSE131907	NS_13	decile	CLDN4	matched	121	121	1780	2.7080583769240945	0.0679960461652257	121	0.8962962962962963	5.578512396694216	0.0	8.264462809917356	14.049586776859508	0.0	0.005461593031702619	0.0	0.021433713244306558	0.00041265888250391564	0.0	0.03587031109957936	0.0	0.03502167555117491	0.10845956884714253	0.0	0.10349983987701497	0.0	0.1010511952826046	0.3129481642254553	0.0
GSE131907	NS_13	decile	CLDN4	strata_local	135	135	1780	2.698197677178144	0.2298235794726936	4		1.6459179051419661	0.0	1.51952605385074	4.076719531214165	0.9874260355029592	0.002489274641808308	0.0	0.001968466769428838	0.0001965035767302077	0.0077921282210741865	0.016502487440313428	0.0	0.006072996858610211	0.056005240745198	0.003931712157445507	0.04761611358494518	0.0	0.017522964902502408	0.16159696617377933	0.01134452326349896
GSE131907	NS_16	q4q1	TACSTD2	crude	19	19	385	0.37433878973230267	0.03242994219118661	0		5.2631578947368425	0.0	-15.78947368421052	0.0	36.84210526315789	0.024270257365176805	0.0	-0.023275255233229	0.0	0.12035628469393622	-0.016722385404947842	0.0	-0.15332540084328683	0.0	0.08643585922349546	-0.04825060499110446	0.0	-0.4424035908778448	0.0	0.24940117091342698
GSE131907	NS_16	q4q1	TACSTD2	strata_resid	19	19	385	0.37433878973230267	0.03242994219118661	0		3.9285714285714297	0.0	-17.518796992481203	0.0	33.23308270676692	0.02396976718962037	0.0	-0.022174556784882365	0.0	0.11805362554336385	-0.014832209386021821	0.0	-0.1451637931596217	0.0	0.0858349556155344	-0.04279670985328083	0.0	-0.4188541690160349	0.0	0.24766732960291157
GSE131907	NS_16	q4q1	TACSTD2	linear_resid	19	19	385	0.37433878973230267	0.03242994219118661	0		5.25414288679782	0.0	-16.16314286646791	0.0	37.17971441365919	0.0240927968788096	0.0	-0.0231884663207785	0.0	0.1195596538360169	-0.01776732628044886	0.0	-0.1570075277482842	0.0	0.08593822262648876	-0.05126566702931944	0.0	-0.45302796332937184	0.0	0.2479652952120941
GSE131907	NS_16	q4q1	TACSTD2	matched	18	18	385	0.3600237540417348	0.02316854443113553	18	0.9473684210526315	5.5555555555555545	0.0	-16.666666666666675	0.0	38.88888888888889	0.032790397333280846	0.0	-0.02367153664501251	0.0	0.1548331259781359	-0.014184344846480831	0.0	-0.16111203711127808	0.0	0.10437465772535476	-0.040927367936553646	0.0	-0.4648710739359191	0.0	0.3011616021897045
GSE131907	NS_16	q4q1	CLDN4	crude	19	19	385	0.31177451404384743	0.2015809057821908	0		2.631578947368421	0.0	-10.526315789473683	0.0	21.052631578947366	0.028842735161526335	0.0	-0.008034193303252092	0.0	0.12340513394935743	0.014202976431209813	0.0	-0.039124705738799115	0.0	0.09593661146363837	0.040981127326338455	0.0	-0.11289003789121091	0.0	0.27681454719656473
GSE131907	NS_16	q4q1	CLDN4	strata_resid	19	19	385	0.31177451404384743	0.2015809057821908	0		-0.3095975232198134	0.0	-13.828689370485034	0.0	12.59029927760578	0.02159795893446371	0.0	-0.008429001634073022	0.0	0.09482083737192787	0.006564883421511097	0.0	-0.047221976326149384	0.0	0.07348151001219377	0.018942249512456467	0.0	-0.1362538221334235	0.0	0.21202282018324936
GSE131907	NS_16	q4q1	CLDN4	linear_resid	19	19	385	0.31177451404384743	0.2015809057821908	0		1.564407655565414	0.0	-10.483647242732507	0.0	16.741277864994164	0.026366624433901947	0.0	-0.009158038672303512	0.0	0.1146245364079113	0.007892529449290853	0.0	-0.053844668753862734	0.0	0.08541478655102615	0.022773026193124053	0.0	-0.15536287317901337	0.0	0.24645497795150959
GSE131907	NS_16	q4q1	CLDN4	matched	15	15	385	0.34589113286807766	0.10190284103295269	15	0.7894736842105263	-1.666666666666669	0.0	-13.333333333333341	0.0	6.666666666666665	0.020024299652696677	0.0	-0.0025814432287170827	0.0	0.08267864183950378	0.01710981559163554	0.0	0.004025715254616424	0.0	0.06441354711192573	0.04936849220915453	0.0	0.011615758867732333	0.0	0.18585820996888577
GSE131907	NS_17	q4q1	TACSTD2	crude	278	278	410	2.0357133249359616	1.0552781889304816	0		24.3705035971223	0.0	41.72661870503597	36.33093525179856	19.424460431654676	0.040953087230123	0.0	0.08453876379887529	0.008956523939900716	0.07031706118171599	0.07904381310930675	0.0	0.16774603670057994	0.13583291531740668	0.012596300419240376	0.2280722343715018	0.0	0.4840127505534095	0.3919309466358263	0.036345240296771324
GSE131907	NS_17	q4q1	TACSTD2	strata_resid	278	278	410	2.0357133249359616	1.0552781889304816	0		20.69251073960975	0.0	32.873557269292476	31.93934061383986	17.957145075306663	0.030902484710098394	0.0	0.05500515881008593	0.006456480023416995	0.06214830000689066	0.05752679750988268	0.0	0.10947851752378843	0.10964053939753585	0.010988133118206449	0.16598725097146264	0.0	0.3158882286308901	0.31635572493843195	0.031705050316528455
GSE131907	NS_17	q4q1	TACSTD2	linear_resid	278	278	410	2.0357133249359616	1.0552781889304816	0		16.74241367155587	0.0	27.26891413119476	25.764243769116046	13.936496785912672	0.025974651695703434	0.0	0.04722861288505456	0.005236184416776912	0.05143380948098227	0.04623052281498789	0.0	0.09181030701910955	0.08852442861554374	0.004587355625298259	0.13339309200577423	0.0	0.2649085492779251	0.255427508322348	0.013236310422823777
GSE131907	NS_17	q4q1	TACSTD2	matched	166	166	410	2.022278375486274	0.1143271599054767	166	0.5971223021582733	20.481927710843372	0.0	31.32530120481928	33.734939759036145	16.867469879518072	0.02976288426612194	0.0	0.054062034429099105	0.008040955618539217	0.05694854701684944	0.0508065686674239	0.0	0.09112390691761504	0.10054602155374207	0.011556346198338473	0.1465967693221541	0.0	0.26292801723294146	0.290114493353397	0.03334456670227788
GSE131907	NS_17	q4q1	TACSTD2	strata_local	278	278	410	2.0357133249359616	1.0552781889304816	4		15.512589928057555	0.0	24.640287769784177	22.48201438848921	14.928057553956837	0.023622276388923454	0.0	0.0413950575038785	0.004219256709907091	0.04887479134190823	0.04709036313499825	0.0	0.08958222332321107	0.08257442955955388	0.016204799657228056	0.13587406673704489	0.0	0.2584796586804085	0.2382594400596069	0.046757168208164175
GSE131907	NS_17	q4q1	CLDN4	crude	278	278	410	2.3585605989540497	0.8616219904153843	0		10.161870503597122	0.0	24.820143884892087	12.230215827338126	3.597122302158273	0.019604444362845877	0.0	0.052534412925365426	0.003652615083167765	0.02223074944285032	0.06022483171324043	0.0	0.16048634395717742	0.07906803666768479	0.0013449462280994973	0.1737721321021287	0.0	0.4630657051148407	0.22814212878659115	0.0038806945070829226
GSE131907	NS_17	q4q1	CLDN4	strata_resid	278	278	410	2.3585605989540497	0.8616219904153843	0		5.52858020044584	0.0	15.607977319735621	5.513481372235295	0.9928621098124469	0.011449862098217406	0.0	0.027381890194933076	0.0012676132214659783	0.01714994497647057	0.037809485597750145	0.0	0.10801376005200611	0.0427989394596659	0.0004252428793285884	0.10909511474087366	0.0	0.3116618319495993	0.12349163542753393	0.0012269915863613967
GSE131907	NS_17	q4q1	CLDN4	linear_resid	278	278	410	2.3585605989540497	0.8616219904153843	0		0.7419204270002118	0.0	8.554068640190579	-1.521942162530078	-4.064444769659654	0.008579508169958887	0.0	0.027355446378575905	0.0007925788745249233	0.006170007426734722	0.028174905768939138	0.0	0.09292656875887542	0.02618677003417008	-0.006413715717288951	0.08129559366072468	0.0	0.2681293998305137	0.07555904653039378	-0.01850607171800874
GSE131907	NS_17	q4q1	CLDN4	matched	141	141	410	2.338660673606237	0.03619083855386984	141	0.5071942446043165	7.269503546099289	0.0	18.43971631205673	12.056737588652483	-1.4184397163120588	0.008151853422241204	0.0	0.0391946909736471	0.003204005454803587	-0.00979128273948587	0.037409060259181934	0.0	0.1181984842535406	0.05641791555331979	-0.024980158770132654	0.10793973144047635	0.0	0.3410487341463505	0.16278769397213358	-0.07207750235657866
GSE131907	NS_17	q4q1	CLDN4	strata_local	278	278	410	2.3585605989540497	0.8616219904153843	4		1.4678662511441911	0.0	6.553354275768507	0.8695652173913035	-1.5514544885830457	0.006752121932537679	0.0	0.022855006992169018	0.0007428388476279492	0.0034106418903537446	0.021722805815833256	0.0	0.06282284618724553	0.021049599506410825	0.003018777569676674	0.06267876844939314	0.0	0.1812684172977385	0.060736305641195344	0.00871035085863875
GSE131907	NS_17	decile	TACSTD2	crude	111	111	410	2.387943261935919	1.0386956958543896	0		15.765765765765767	0.0	27.927927927927932	22.52252252252252	12.612612612612613	0.02909418969798996	0.0	0.07470074657928752	0.006361220833108327	0.03531479137956399	0.057642622508830565	0.0	0.111616287794497	0.09872039016100605	0.020233812079819218	0.16632145127464878	0.0	0.32205652976711235	0.2848468346398141	0.05838244069166878
GSE131907	NS_17	decile	TACSTD2	strata_resid	111	111	410	2.387943261935919	1.0386956958543896	0		13.936418432821304	0.0	21.68643463607492	21.148486616112507	12.91075247909779	0.02077868715211538	0.0	0.04186110670940536	0.004470456455422482	0.03678318544363368	0.039955898792858664	0.0	0.059207732733890434	0.07937016704544671	0.02124569539209751	0.11528835408543703	0.0	0.17083740479492576	0.2290138927819892	0.06130211876483316
GSE131907	NS_17	decile	TACSTD2	linear_resid	111	111	410	2.387943261935919	1.0386956958543896	0		8.257542572688816	0.0	13.697409690833515	12.121874543995409	7.210886055926339	0.01328027147407794	0.0	0.031624056803936276	0.002804504727472788	0.01869252436490269	0.02534495564425475	0.0	0.03687380149176758	0.052155302367035944	0.012350718718215466	0.07313008363903413	0.0	0.1063953011017943	0.15048839216197435	0.0356366412923679
GSE131907	NS_17	decile	TACSTD2	matched	65	65	410	2.3869486833232525	0.12270665649939083	65	0.5855855855855856	8.846153846153847	0.0	21.53846153846154	13.846153846153847	0.0	0.014151971913231507	0.0	0.05276749550988665	0.0038403921430393735	0.0	0.04353705967514966	0.0	0.09440809401862582	0.07974014468197282	0.0	0.12562140017645057	0.0	0.27240417812090095	0.2300814225849013	0.0
GSE131907	NS_17	decile	TACSTD2	strata_local	111	111	410	2.387943261935919	1.0386956958543896	4		15.512589928057555	0.0	24.640287769784177	22.48201438848921	14.928057553956837	0.023622276388923454	0.0	0.0413950575038785	0.004219256709907091	0.04887479134190823	0.04709036313499825	0.0	0.08958222332321107	0.08257442955955388	0.016204799657228056	0.13587406673704489	0.0	0.2584796586804085	0.2382594400596069	0.046757168208164175
GSE131907	NS_17	decile	CLDN4	crude	111	111	410	3.4886535822578995	1.2505388519482434	0		18.693693693693692	0.0	36.03603603603604	27.927927927927925	10.81081081081081	0.03505000634060624	0.0	0.11195291949470329	0.00639918039521679	0.02184792547250488	0.08862154840955419	0.0	0.19841065406788544	0.14581177213715335	0.010263767433177994	0.25570773681273007	0.0	0.5724921333665479	0.42072384113100536	0.029614972753367073
GSE131907	NS_17	decile	CLDN4	strata_resid	111	111	410	3.4886535822578995	1.2505388519482434	0		2.0974429787667273	0.0	8.54596920532969	3.333731304950485	-3.4899285952132653	0.006460218741422635	0.0	0.03356858475872346	-0.000187845637443243	-0.007539864155589673	0.036327291816716865	0.0	0.0925831508480787	0.05807902852090353	-0.005353012102114786	0.10481840750580729	0.0	0.26713850519679594	0.1675806528535124	-0.015445528027079216
GSE131907	NS_17	decile	CLDN4	linear_resid	111	111	410	3.4886535822578995	1.2505388519482434	0		5.021789209781713	0.0	12.427818872954738	7.968353943320428	-0.30901597714831364	0.010718452657382667	0.0	0.04801360863657565	0.0005933221469200849	-0.005733120153965074	0.04210500398374344	0.0	0.1003559100453526	0.06906108656845818	-0.000996980678836995	0.12148936088791344	0.0	0.28956594749265824	0.19926817422143603	-0.00287667816244049
GSE131907	NS_17	decile	CLDN4	matched	44	44	410	3.4380991316215996	-0.03431311530112413	44	0.3963963963963964	10.227272727272728	0.0	18.181818181818183	13.636363636363635	9.090909090909092	0.020734999126722633	0.0	0.07345533820049459	0.0011098060497884185	0.008374852256607534	0.04890064819272366	0.0	0.12373452055567587	0.07164816120461408	0.0002199110106047078	0.14109744528779658	0.0	0.35702235838489416	0.2067328937174195	0.0006345290488725844
GSE131907	NS_17	decile	CLDN4	strata_local	111	111	410	3.4886535822578995	1.2505388519482434	4		1.4678662511441911	0.0	6.553354275768507	0.8695652173913035	-1.5514544885830457	0.006752121932537679	0.0	0.022855006992169018	0.0007428388476279492	0.0034106418903537446	0.021722805815833256	0.0	0.06282284618724553	0.021049599506410825	0.003018777569676674	0.06267876844939314	0.0	0.1812684172977385	0.060736305641195344	0.00871035085863875
GSE131907	NS_19	q4q1	TACSTD2	crude	188	188	370	2.381727969592693	0.6138517397274539	0		15.691489361702127	0.0	22.340425531914896	26.063829787234038	14.361702127659576	0.029516611202870142	0.0	0.03277423054636373	0.0029006956045749864	0.08239151866054184	0.0476794084166134	0.0	0.06332357673534939	0.09776029989885755	0.029633757032246702	0.13757369215033532	0.0	0.1827132202548806	0.28207659971979926	0.08550494862666153
GSE131907	NS_19	q4q1	TACSTD2	strata_resid	188	188	370	2.381727969592693	0.6138517397274539	0		8.34241796113319	0.0	11.985613823257482	14.566677536018505	6.81738048525677	0.01619180850780883	0.0	0.01821648159989734	0.0017718582156446667	0.04477889421569332	0.02809502134577465	0.0	0.033195734834512075	0.06436963806532658	0.01481471248325994	0.08106509593843732	0.0	0.09578264404883118	0.18573151524132822	0.042746224463589874
GSE131907	NS_19	q4q1	TACSTD2	linear_resid	188	188	370	2.381727969592693	0.6138517397274539	0		10.612082791217194	0.0	15.025493732911283	18.744548938051942	8.678288493905553	0.019721002808733068	0.0	0.022209296208838877	0.002198104342354324	0.054476610683739074	0.03316796444609028	0.0	0.0407321361405711	0.0744905855143668	0.017449136129423212	0.0957025156455118	0.0	0.11752810162963209	0.21493439662898448	0.05034756432343062
GSE131907	NS_19	q4q1	TACSTD2	matched	122	122	370	2.3948698302231666	0.030873777735167973	122	0.648936170212766	9.426229508196721	0.0	15.573770491803277	11.475409836065575	10.655737704918032	0.02183769601378726	0.0	0.029342671751385926	0.001256443462632175	0.056751668841130934	0.03741566756063127	0.0	0.06751978132540913	0.039577755730892034	0.042565133186223916	0.10795879608254559	0.0	0.19482090736015	0.11419726384494538	0.12281701312508697
GSE131907	NS_19	q4q1	TACSTD2	strata_local	188	188	370	2.381727969592693	0.6138517397274539	4		4.91389814354269	0.0	6.593146585380086	10.29311240722576	2.769333581564915	0.00806526244254766	0.0	0.009738893451411823	0.0008665060384205411	0.021655650280358273	0.019434032433719748	0.0	0.022620154774382863	0.041376700370618025	0.0137392745898781	0.05607476443320551	0.0	0.06526797023428593	0.11938792086607833	0.03964316663245777
GSE131907	NS_19	q4q1	CLDN4	crude	188	188	370	2.0425424048961975	0.536637677998271	0		16.622340425531917	0.0	24.46808510638298	24.46808510638298	17.5531914893617	0.03329116447044532	0.0	0.034230784361773195	0.0025228338642183847	0.0964110396557897	0.046929743470928625	0.0	0.07886932294466117	0.07119708866125739	0.03765256227779594	0.13541061635139987	0.0	0.22756876218106564	0.20543137347465576	0.10864232974987811
GSE131907	NS_19	q4q1	CLDN4	strata_resid	188	188	370	2.0425424048961975	0.536637677998271	0		11.531920213733251	0.0	16.888301326961354	16.71507626973902	12.524303258232639	0.022925068343252725	0.0	0.023081502390541277	0.0016351802887178686	0.06698359069375175	0.03246467643262452	0.0	0.05781246242234485	0.04525057879437963	0.026795664513773576	0.09367325538682438	0.0	0.16681150567659292	0.13056557124801357	0.07731594462269104
