k	d	contrast	rule	n_high	n_low	n_nhoods_sampled	median_ncells_graph	n_samples	rank	n_coef	singular	n_tested	n_tnk_tested	n_tnk_down_sfdr05	n_tnk_up_sfdr05	frac_tnk_down_sfdr05	median_logfc_tnk	median_abs_logfc_tnk_down	median_logfc_tnk_down	median_ncells_tnk_down	median_ncells_tnk	n_mal_tested	n_mal_up_sfdr05	n_mal_down_sfdr05	median_logfc_mal	min_spatial_fdr	n_tnk_down_sfdr001	median_abs_logfc_down_sfdr001	n_tnk_down_sfdr010	median_abs_logfc_down_sfdr010	n_tnk_down_sfdr020	median_abs_logfc_down_sfdr020	status	n65	joint_score	pareto	selected_count	selected_abs_logfc	selected_joint
15	3	half	within-cohort top 0.500 vs rest	34	31	2105	19.0	65	5	5	False	2033	722	52	1	0.07202216066481995	-0.5579323071415294	1.483835339224785	-1.483835339224785	19.0	19.0	616	205	1	0.954966705748256	6.74424560172309e-05	11	1.82096551505781	96	1.363174456158895	158	1.1988351445994598	fit	True	77.15943763968882	False	False	False	False
40	5	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2029	59.0	65	5	5	False	1978	773	51	0	0.06597671410090557	-0.841056919343818	2.24090759910856	-2.24090759910856	57.0	57.0	585	183	15	0.972491242754343	9.130802677825763e-08	12	2.839277121913825	99	2.02662243256993	187	1.73845019722907	fit	True	114.28628755453656	False	False	False	False
20	30	top40	within-cohort top 0.400 vs rest	28	37	1573	47.0	65	5	5	False	1288	552	51	3	0.09239130434782608	-0.632580674191049	1.97243507303813	-1.97243507303813	53.0	57.0	229	68	18	0.787331489322579	4.187126873455396e-10	22	2.47209767196041	84	1.7036269915101498	147	1.41686505549594	fit	True	100.59418872494463	False	False	False	False
12	10	top33	within-cohort top 0.333 vs rest	23	42	2003	22.0	65	5	5	False	1702	743	51	0	0.06864064602960969	-0.633183060321165	1.73189207169545	-1.73189207169545	23.0	23.0	367	87	11	0.61687435896234	5.080978121143562e-07	15	1.96953179991852	118	1.513241069245755	201	1.33413715744575	fit	True	88.32649565646796	False	False	False	False
8	10	top33	within-cohort top 0.333 vs rest	23	42	2024	15.0	65	5	5	False	1625	741	51	0	0.06882591093117409	-0.533643048019743	1.69891693440769	-1.69891693440769	15.0	15.0	299	59	6	0.376549978531005	2.1654651525641147e-06	11	2.0846376488627	83	1.57650495212817	170	1.331603901575575	fit	True	86.64476365479219	False	False	False	False
8	10	top25	within-cohort top 0.250 vs rest	19	46	2024	15.0	65	5	5	False	1625	741	51	1	0.06882591093117409	-0.567413965245396	1.68985603657094	-1.68985603657094	15.0	15.0	299	55	6	0.365688540992242	5.115119803745398e-05	2	2.16358237649986	82	1.58990917024999	129	1.4715910615936	fit	True	86.18265786511795	False	False	False	False
15	8	half	within-cohort top 0.500 vs rest	34	31	2001	26.0	65	5	5	False	1779	747	51	3	0.06827309236947791	-0.519427305223	1.65084343219208	-1.65084343219208	24.0	26.0	423	139	3	0.874132425110802	1.5996632963149038e-05	20	1.9682938476857599	90	1.460181749984345	167	1.25098913597243	fit	True	84.19301504179607	False	False	False	False
20	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	1968	34.0	65	5	5	False	1800	745	51	1	0.06845637583892618	-0.522565004287221	1.62433424205308	-1.62433424205308	32.0	35.0	459	174	6	1.12683848184074	3.5379381936920687e-07	11	1.91655587997927	110	1.432653523282685	196	1.2558791285795499	fit	True	82.84104634470708	False	False	False	False
12	10	q34	locked Q3+Q4 vs Q1+Q2	31	34	2003	22.0	65	5	5	False	1702	743	51	3	0.06864064602960969	-0.522051914408965	1.58542089560826	-1.58542089560826	24.0	23.0	367	111	8	0.721173926231537	1.9348896051965145e-05	16	2.04297587276345	105	1.38211633581174	179	1.20884104220744	fit	True	80.85646567602126	False	False	False	False
12	3	half	within-cohort top 0.500 vs rest	34	31	2100	16.0	65	5	5	False	2016	725	51	0	0.0703448275862069	-0.557764817972107	1.49143096665588	-1.49143096665588	16.0	15.0	591	177	1	0.872215556928006	0.0004680558038794149	11	1.77719837118995	80	1.42252102400901	155	1.21287324365565	fit	True	76.06297929944988	False	False	False	False
40	5	top25	within-cohort top 0.250 vs rest	19	46	2029	59.0	65	5	5	False	1978	773	50	0	0.0646830530401035	-0.813988157220841	2.131415256921045	-2.131415256921045	56.0	57.0	585	169	2	1.06387295760707	4.997562256346674e-07	7	2.60082661505807	81	1.97677707747458	196	1.555010533441995	fit	True	106.57076284605225	False	False	False	False
10	20	top20	within-cohort top 0.200 vs rest	15	50	1819	22.0	65	5	5	False	1402	671	50	0	0.07451564828614009	-0.75645221936365	1.877515664383685	-1.877515664383685	22.0	25.0	194	44	32	0.23979099877055002	1.0901078402139733e-07	6	2.4392065582636	81	1.76662036387263	150	1.555458177325535	fit	True	93.87578321918426	False	False	False	False
20	3	half	within-cohort top 0.500 vs rest	34	31	2101	25.0	65	5	5	False	2052	728	50	0	0.06868131868131869	-0.6057779977203259	1.54607051044154	-1.54607051044154	24.0	25.0	624	207	2	0.993073157906474	1.3004875523417404e-05	12	1.83604342566497	104	1.348446986741925	183	1.20896857507154	fit	True	77.303525522077	False	False	False	False
15	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1658	35.0	65	5	5	False	1301	589	49	0	0.0831918505942275	-0.698245112296494	2.30680009550138	-2.30680009550138	42.0	44.0	193	53	29	0.583167340064413	9.835505246544425e-09	21	2.57740734727576	74	2.084336522177595	134	1.73986398508801	fit	True	113.03320467956763	False	False	False	False
25	5	top20	within-cohort top 0.200 vs rest	15	50	2064	37.0	65	5	5	False	1968	773	49	0	0.06338939197930142	-0.623158218379637	2.13721113663292	-2.13721113663292	37.0	36.0	563	175	7	0.985404820898284	1.1026158313300778e-07	15	2.68561693722747	72	2.06882870972733	133	1.79834262570434	fit	True	104.72334569501307	False	False	False	False
20	3	top15	within-cohort top 0.150 vs rest	12	53	2101	25.0	65	5	5	False	2052	728	49	0	0.0673076923076923	-0.5356544329506525	2.13439626953812	-2.13439626953812	24.0	25.0	624	139	28	0.6990121502297899	8.564541477775027e-07	0		51	2.13308705414589	58	2.0963897186890303	fit	True	104.58541720736788	False	False	False	False
60	5	top25	within-cohort top 0.250 vs rest	19	46	1993	89.0	65	5	5	False	1960	767	49	0	0.06388526727509779	-0.828460823298235	2.05662992971758	-2.05662992971758	85.0	87.0	597	190	0	1.30031913178254	3.181730790580845e-05	5	2.53691318290294	98	1.845579822163405	234	1.4712624543458248	fit	True	100.77486655616141	False	False	False	False
10	30	half	within-cohort top 0.500 vs rest	34	31	1740	24.0	65	5	5	False	1293	613	49	3	0.0799347471451876	-0.46976302735437	1.82505170810102	-1.82505170810102	28.0	30.0	153	41	2	0.637554827826511	2.299430310191032e-07	33	2.10480637983363	86	1.51872341607066	130	1.4025650500149252	fit	True	89.42753369694998	False	False	False	False
25	10	top40	within-cohort top 0.400 vs rest	28	37	1901	47.0	65	5	5	False	1731	706	49	0	0.06940509915014165	-0.550730985950896	1.75286841064602	-1.75286841064602	50.0	49.0	451	162	11	0.903310237487269	1.007970750228787e-09	9	2.19310500420599	92	1.61004894421682	178	1.3326104885949799	fit	True	85.89055212165498	False	False	False	False
40	3	top40	within-cohort top 0.400 vs rest	28	37	2100	50.0	65	5	5	False	2076	728	49	0	0.0673076923076923	-0.7464351649682295	1.74917557716129	-1.74917557716129	49.0	49.0	644	209	0	1.169065623272375	8.152739155608491e-08	9	2.08920943349147	156	1.40130740419549	305	1.20569120889733	fit	True	85.70960328090321	False	False	False	False
8	8	top40	within-cohort top 0.400 vs rest	28	37	2057	14.0	65	5	5	False	1676	750	49	2	0.06533333333333333	-0.4293001940493445	1.52967759830493	-1.52967759830493	14.0	14.0	333	85	9	0.411436157638916	5.542777896132233e-06	15	1.89868642823105	97	1.36907532168217	180	1.1647836265772802	fit	True	74.95420231694158	False	False	False	False
20	5	top20	within-cohort top 0.200 vs rest	15	50	2097	29.0	65	5	5	False	1978	773	48	0	0.062095730918499355	-0.646201108448906	2.297673938706445	-2.297673938706445	29.0	28.0	560	143	15	0.784565282295533	2.740867176070021e-07	36	2.34936536031493	114	1.8328207702704051	162	1.72614330200906	fit	True	110.28834905790936	False	False	False	False
12	10	top25	within-cohort top 0.250 vs rest	19	46	2003	22.0	65	5	5	False	1702	743	48	0	0.06460296096904442	-0.65275724784937	1.841204926704215	-1.841204926704215	22.0	23.0	367	80	10	0.582746210279923	4.224359120887012e-06	10	2.06927362781972	81	1.67606485422251	149	1.46091337699598	fit	True	88.37783648180232	False	False	False	False
12	3	top20	within-cohort top 0.200 vs rest	15	50	2100	16.0	65	5	5	False	2016	725	48	0	0.06620689655172414	-0.630736578416821	1.800312276635045	-1.800312276635045	17.0	15.0	591	120	4	0.698114387924923	3.0232829069895e-05	0		97	1.72999520996839	101	1.70959315502513	fit	True	86.41498927848215	False	False	False	False
10	10	top33	within-cohort top 0.333 vs rest	23	42	1995	19.0	65	5	5	False	1660	742	48	0	0.0646900269541779	-0.6266928846661065	1.726819134342675	-1.726819134342675	20.0	19.0	331	76	9	0.375420151993428	1.3692501256669573e-06	15	1.98948610893576	112	1.4781129109993252	204	1.30720748977517	fit	True	82.88731844844841	False	False	False	False
60	8	top40	within-cohort top 0.400 vs rest	28	37	1815	106.0	65	5	5	False	1764	695	48	0	0.06906474820143885	-0.667861693558731	1.7228042810820399	-1.7228042810820399	108.0	112.0	517	213	5	1.1853033898514	3.369431666995293e-08	5	2.20446089368108	109	1.55367344441442	212	1.325364768101085	fit	True	82.69460549193792	False	False	False	False
12	20	top20	within-cohort top 0.200 vs rest	15	50	1768	26.0	65	5	5	False	1411	652	47	0	0.07208588957055215	-0.784458111764342	2.07924437278255	-2.07924437278255	25.0	30.0	229	54	39	0.253421685490096	1.0192923749690969e-08	18	2.35337747998118	78	1.852147934808475	130	1.669415455423425	fit	True	97.72448552077984	False	False	False	False
40	5	top33	within-cohort top 0.333 vs rest	23	42	2029	59.0	65	5	5	False	1978	773	47	0	0.06080206985769728	-0.830685448639275	1.92571467962493	-1.92571467962493	56.0	57.0	585	202	4	0.964908753518491	9.703374726718237e-11	18	2.36313608131102	155	1.55247076835287	284	1.37038769705058	fit	True	90.50858994237171	False	False	False	False
10	30	top25	within-cohort top 0.250 vs rest	19	46	1740	24.0	65	5	5	False	1293	613	47	0	0.0766721044045677	-0.711234947371374	1.91395847921659	-1.91395847921659	25.0	30.0	153	28	11	0.476270457402325	1.1955619751870657e-08	15	2.06672759063186	81	1.74348518908762	161	1.45443812866758	fit	True	89.95604852317973	False	False	False	False
15	3	top25	within-cohort top 0.250 vs rest	19	46	2105	19.0	65	5	5	False	2033	722	47	0	0.06509695290858726	-0.6630715336591231	1.89259515771231	-1.89259515771231	19.0	19.0	616	131	2	0.6887994213396924	4.184261374913083e-07	16	2.059278322243495	125	1.52456863740949	193	1.38163525321927	fit	True	88.95197241247857	False	False	False	False
10	20	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1819	22.0	65	5	5	False	1402	671	47	0	0.07004470938897168	-0.766142171561013	1.8813731929222	-1.8813731929222	22.0	25.0	194	42	32	0.278618002981041	2.27936162245554e-07	10	2.304626974663215	78	1.77104024046173	154	1.485627567195625	fit	True	88.4245400673434	False	False	False	False
30	10	top40	within-cohort top 0.400 vs rest	28	37	1857	56.0	65	5	5	False	1729	707	47	0	0.06647807637906648	-0.64791294160636	1.83057495514205	-1.83057495514205	62.0	61.0	461	164	7	0.951085133842107	1.0605091439945015e-09	6	2.384263343478115	102	1.573842550456785	190	1.3535369928650298	fit	True	86.03702289167636	False	False	False	False
8	5	top40	within-cohort top 0.400 vs rest	28	37	2100	12.0	65	5	5	False	1831	777	47	0	0.06048906048906049	-0.461921919928939	1.61344145955076	-1.61344145955076	12.0	12.0	430	103	4	0.481045144870738	0.00028713485086701257	17	1.76046613822112	98	1.388253684398185	168	1.21475996112984	fit	True	75.83174859888572	False	False	False	False
8	30	q34	locked Q3+Q4 vs Q1+Q2	31	34	1783	19.0	65	5	5	False	1259	611	46	3	0.07528641571194762	-0.439113283413927	1.74982142811102	-1.74982142811102	22.0	24.0	127	27	6	0.635939073600466	7.778002967669122e-06	24	1.9124603909206201	78	1.4952972162421951	142	1.287206571742215	fit	True	80.49178569310692	False	False	False	False
8	10	half	within-cohort top 0.500 vs rest	34	31	2024	15.0	65	5	5	False	1625	741	46	2	0.0620782726045884	-0.475325992261803	1.528233251137805	-1.528233251137805	15.0	15.0	299	62	2	0.656125808381382	0.00010424094177374103	10	1.749245475950115	77	1.40081575973656	138	1.251363016829925	fit	True	70.29872955233903	False	False	False	False
15	30	top20	within-cohort top 0.200 vs rest	15	50	1658	35.0	65	5	5	False	1301	589	45	1	0.07640067911714771	-0.716848204919924	2.27487961722967	-2.27487961722967	39.0	44.0	193	55	29	0.390039998572752	4.130600338213e-09	16	2.530800769967045	68	2.1134686140850247	132	1.7225456839109201	fit	True	102.36958277533515	False	False	False	False
12	20	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1768	26.0	65	5	5	False	1411	652	45	0	0.06901840490797546	-0.7896101967292735	2.09413635117818	-2.09413635117818	27.0	30.0	229	55	40	0.23350368418884	2.0884047041001856e-08	18	2.38960895431466	75	1.85673358885135	147	1.57048013525565	fit	True	94.2361358030181	False	False	False	False
20	15	top33	within-cohort top 0.333 vs rest	23	42	1799	41.0	65	5	5	False	1572	668	45	3	0.06736526946107785	-0.6978961952008784	1.93929197777405	-1.93929197777405	53.0	45.0	363	75	23	0.570295926361125	2.4300098451313526e-09	7	2.32431073030806	101	1.66841986540426	182	1.4694441960761	fit	True	87.26813899983225	False	False	False	False
25	8	top33	within-cohort top 0.333 vs rest	23	42	1945	43.0	65	5	5	False	1805	729	45	0	0.06172839506172839	-0.754142329594539	1.91931779066748	-1.91931779066748	41.0	44.0	493	150	13	0.736236449580182	4.1267583897019306e-10	8	2.35050774754892	109	1.61539402669388	224	1.3890386848727698	fit	True	86.36930058003661	False	False	False	False
15	30	top40	within-cohort top 0.400 vs rest	28	37	1658	35.0	65	5	5	False	1301	589	45	2	0.07640067911714771	-0.529774752738201	1.81626955139441	-1.81626955139441	40.0	44.0	193	51	12	0.76267493864955	1.5120237179237323e-07	18	2.265578812310245	73	1.68368311819914	132	1.36350692048372	fit	True	81.73212981274845	False	False	False	False
12	3	top25	within-cohort top 0.250 vs rest	19	46	2100	16.0	65	5	5	False	2016	725	45	0	0.06206896551724138	-0.654378111922733	1.7629103763306	-1.7629103763306	15.0	15.0	591	114	3	0.693356879262393	0.0002790475297148539	0		58	1.68281989894394	199	1.27544379749867	fit	True	79.330966934877	False	False	False	False
8	15	top25	within-cohort top 0.250 vs rest	19	46	1929	17.0	65	5	5	False	1462	703	45	0	0.06401137980085349	-0.612083992953437	1.75205736411952	-1.75205736411952	17.0	18.0	203	34	18	0.26719383236015	8.73972361287796e-08	0		73	1.6401773840202	137	1.4016880634803	fit	True	78.84258138537841	False	False	False	False
15	10	q34	locked Q3+Q4 vs Q1+Q2	31	34	1972	28.0	65	5	5	False	1730	725	45	2	0.06206896551724138	-0.578980699765727	1.71843966767009	-1.71843966767009	30.0	29.0	407	136	7	0.752595772248339	9.575124079486234e-06	18	1.9966499014266148	95	1.41914126696305	184	1.2454869447808798	fit	True	77.32978504515404	False	False	False	False
15	10	half	within-cohort top 0.500 vs rest	34	31	1972	28.0	65	5	5	False	1730	725	45	0	0.06206896551724138	-0.541376978378533	1.60357413737643	-1.60357413737643	28.0	29.0	407	122	4	0.786521927751107	4.497374044838686e-05	12	1.9144946284017301	72	1.524531579301175	143	1.29115365185737	fit	True	72.16083618193936	False	False	False	False
20	5	top15	within-cohort top 0.150 vs rest	12	53	2097	29.0	65	5	5	False	1978	773	44	0	0.056921086675291076	-0.471284605300484	2.2606338660051097	-2.2606338660051097	28.0	28.0	560	130	13	0.7793387160215205	1.538153791296198e-07	0		48	2.246193554382195	80	2.0829843784999	fit	True	99.46789010422484	False	False	False	False
15	8	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2001	26.0	65	5	5	False	1779	747	44	0	0.058902275769745646	-0.699492353280555	2.04566720208567	-2.04566720208567	25.5	26.0	423	105	23	0.576206883598207	3.4820807893448214e-06	16	2.303314721057645	87	1.78364697302242	160	1.5636882512152401	fit	True	90.00935689176947	False	False	False	False
12	30	q34	locked Q3+Q4 vs Q1+Q2	31	34	1692	29.0	65	5	5	False	1293	600	44	3	0.07333333333333333	-0.487771181007714	1.770900690919635	-1.770900690919635	28.5	35.0	169	57	7	1.01712044366046	1.3504090242928745e-06	23	2.15123296977614	72	1.5542052811196552	130	1.3617089308844799	fit	True	77.91963040046394	False	False	False	False
12	3	top33	within-cohort top 0.333 vs rest	23	42	2100	16.0	65	5	5	False	2016	725	44	1	0.060689655172413794	-0.590587680081419	1.58641407543536	-1.58641407543536	17.0	15.0	591	162	3	0.804405790967566	1.05044039910025e-06	10	1.892625842435995	114	1.429898340712195	175	1.30459443162969	fit	True	69.80221931915584	False	False	False	False
25	3	half	within-cohort top 0.500 vs rest	34	31	2103	32.0	65	5	5	False	2065	729	44	0	0.06035665294924554	-0.588777369992535	1.546838452395655	-1.546838452395655	30.0	31.0	632	205	0	1.082174571158745	4.051874920461769e-06	9	1.90224707305329	92	1.411535996367195	178	1.20435311095767	fit	True	68.06089190540882	False	False	False	False
8	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2100	12.0	65	5	5	False	1831	777	44	1	0.05662805662805663	-0.468016634761533	1.506213471215805	-1.506213471215805	12.0	12.0	430	101	8	0.6161718532785185	0.0006551573659814846	11	1.81673975617568	89	1.39925952493101	176	1.1508765061043298	fit	True	66.27339273349543	False	False	False	False
25	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1514	57.0	65	5	5	False	1272	534	43	0	0.08052434456928839	-0.777436117494525	2.53945986593933	-2.53945986593933	63.0	71.0	246	85	36	0.605111397163118	3.8668927031431644e-09	17	3.05713174097396	60	2.43529718360198	105	1.90630899285985	fit	True	109.19677423539119	True	False	False	False
8	20	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1841	18.0	65	5	5	False	1357	672	43	1	0.06398809523809523	-0.6830612585668221	1.97894408734461	-1.97894408734461	21.0	20.0	164	28	16	0.3148571667536185	1.5714474737539714e-06	0		81	1.72897336478464	133	1.56583633738967	fit	True	85.09459575581823	False	False	False	False
15	20	top33	within-cohort top 0.333 vs rest	23	42	1743	32.0	65	5	5	False	1415	641	43	0	0.06708268330733229	-0.732328567509557	1.92884287084136	-1.92884287084136	34.0	37.0	248	62	16	0.5053806264801445	4.270543616369871e-09	7	2.31579922433724	80	1.720013320636425	187	1.35770494190375	fit	True	82.94024344617848	False	False	False	False
8	30	half	within-cohort top 0.500 vs rest	34	31	1783	19.0	65	5	5	False	1259	611	43	2	0.07037643207855974	-0.418461320546589	1.82053840391622	-1.82053840391622	22.0	24.0	127	21	4	0.542544800717553	1.109478952675863e-06	26	2.02480649273203	74	1.546121165880145	125	1.30250966671492	fit	True	78.28315136839745	False	False	False	False
40	8	top40	within-cohort top 0.400 vs rest	28	37	1899	70.0	65	5	5	False	1809	726	43	0	0.05922865013774105	-0.5665689581412975	1.71510902797829	-1.71510902797829	72.0	73.0	509	207	6	1.25039200375483	8.764708047804053e-10	5	2.18349117692697	74	1.6099362724449748	185	1.24313960699405	fit	True	73.74968820306647	False	False	False	False
30	3	top40	within-cohort top 0.400 vs rest	28	37	2103	38.0	65	5	5	False	2070	737	43	1	0.05834464043419267	-0.613511093804654	1.71261475377881	-1.71261475377881	37.0	36.0	633	224	0	1.12210529856181	2.8434428278252963e-07	3	2.0650801500521	115	1.45992446565465	219	1.25250486507558	fit	True	73.64243441248883	False	False	False	False
5	20	top33	within-cohort top 0.333 vs rest	23	42	1927	12.0	65	5	5	False	1232	651	43	1	0.06605222734254992	-0.52619815802678	1.69505290176109	-1.69505290176109	16.0	13.0	104	9	0	0.2029719983797855	0.00011769204180323184	9	1.87691257449619	94	1.46894496295991	157	1.24777126904454	fit	True	72.88727477572687	False	False	False	False
12	10	half	within-cohort top 0.500 vs rest	34	31	2003	22.0	65	5	5	False	1702	743	43	1	0.05787348586810229	-0.491321240471644	1.61277876683138	-1.61277876683138	23.0	23.0	367	108	4	0.808612360233038	2.0087097361491288e-05	6	1.94773570575385	70	1.486255556845395	141	1.22584803875336	fit	True	69.34948697374934	False	False	False	False
8	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	2057	14.0	65	5	5	False	1676	750	43	2	0.05733333333333333	-0.420641745358507	1.51650236848455	-1.51650236848455	15.0	14.0	333	84	5	0.610744014742433	2.6946711869704503e-05	10	1.867234131697475	85	1.34040953248408	163	1.16063568645842	fit	True	65.20960184483565	False	False	False	False
15	8	top20	within-cohort top 0.200 vs rest	15	50	2001	26.0	65	5	5	False	1779	747	42	0	0.05622489959839357	-0.691497123552614	2.048513076368645	-2.048513076368645	24.0	26.0	423	107	25	0.627184598915461	1.5531788560415889e-06	8	2.414951990016535	71	1.83257414326922	127	1.65489350290841	fit	True	86.0375492074831	False	False	False	False
10	8	top20	within-cohort top 0.200 vs rest	15	50	2024	18.0	65	5	5	False	1717	758	42	0	0.055408970976253295	-0.6795495518243084	1.83179675774673	-1.83179675774673	17.0	18.0	361	73	21	0.450003706551222	6.212636720097921e-06	0		82	1.6959273213038601	122	1.560755324181	fit	True	76.93546382536266	False	False	False	False
20	8	half	within-cohort top 0.500 vs rest	34	31	1968	34.0	65	5	5	False	1800	745	42	0	0.056375838926174496	-0.53286703824742	1.6529853024190349	-1.6529853024190349	32.0	35.0	459	156	3	1.11496607098454	3.4609661588337187e-06	11	1.93503654636951	78	1.479269465070295	156	1.273032031516605	fit	True	69.42538270159946	False	False	False	False
5	15	q34	locked Q3+Q4 vs Q1+Q2	31	34	2016	11.0	65	5	5	False	1335	676	42	3	0.0621301775147929	-0.4712360727798245	1.5039654921275298	-1.5039654921275298	13.5	12.0	133	17	5	0.284123721066628	0.006457568408325634	2	1.892047428151355	85	1.32077232354613	157	1.12525624407155	fit	True	63.166550669356255	False	False	False	False
5	15	half	within-cohort top 0.500 vs rest	34	31	2016	11.0	65	5	5	False	1335	676	42	3	0.0621301775147929	-0.473228041954745	1.450658221843975	-1.450658221843975	13.0	12.0	133	15	4	0.373258592414579	0.010511287066809108	0		68	1.38008408829026	135	1.17155422395293	fit	True	60.927645317446945	False	False	False	False
30	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1502	69.0	65	5	5	False	1287	536	41	0	0.07649253731343283	-0.812477691893931	2.72864335449961	-2.72864335449961	68.0	85.0	266	87	34	0.4011431784575745	3.807157119954487e-10	15	3.14144036872727	60	2.2994627948220296	110	1.95049975066799	fit	True	111.87437753448401	True	False	False	False
60	5	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1993	89.0	65	5	5	False	1960	767	41	0	0.05345501955671447	-0.8675921757842	2.3997253449187	-2.3997253449187	88.0	87.0	597	209	5	1.29855007094414	1.5119979876940788e-06	13	2.7141469544416	105	1.92826446101457	231	1.6279354450537	fit	True	98.38873914166669	False	False	False	False
20	30	half	within-cohort top 0.500 vs rest	34	31	1573	47.0	65	5	5	False	1288	552	41	0	0.07427536231884058	-0.491791910813811	2.22546368767122	-2.22546368767122	48.0	57.0	229	86	1	1.15064417641229	5.252813498668636e-08	23	2.55913747100311	57	1.91893738663103	87	1.54374559362732	fit	True	91.24401119452001	False	False	False	False
8	20	top20	within-cohort top 0.200 vs rest	15	50	1841	18.0	65	5	5	False	1357	672	41	1	0.06101190476190476	-0.6732341607760486	1.95157364281363	-1.95157364281363	22.0	20.0	164	26	15	0.2853561606905095	9.546420650933921e-07	0		83	1.69656111432776	128	1.564614547018405	fit	True	80.01451935535883	False	False	False	False
12	15	top25	within-cohort top 0.250 vs rest	19	46	1882	25.0	65	5	5	False	1556	708	41	0	0.05790960451977401	-0.73413102403346	1.87883483123066	-1.87883483123066	28.0	27.0	296	59	25	0.30958461092138045	1.7270684792524625e-08	7	2.21545353485135	83	1.68447188022024	174	1.46060374557445	fit	True	77.03222808045706	False	False	False	False
50	10	top40	within-cohort top 0.400 vs rest	28	37	1745	94.0	65	5	5	False	1667	660	41	1	0.06212121212121212	-0.6171940807459725	1.83883110864711	-1.83883110864711	100.0	101.5	487	191	7	1.29793579546236	2.434302435584621e-08	9	2.30811565356447	90	1.57412217192657	181	1.37288968618481	fit	True	75.39207545453151	False	False	False	False
5	30	top33	within-cohort top 0.333 vs rest	23	42	1873	12.0	65	5	5	False	1135	594	41	1	0.06902356902356903	-0.5188929744599791	1.80688952682487	-1.80688952682487	19.0	16.0	74	12	1	0.2834864706611665	2.359882876149924e-05	2	2.3914435099694	74	1.5975890114054851	129	1.35430233944155	fit	True	74.08247059981967	False	False	False	False
12	20	half	within-cohort top 0.500 vs rest	34	31	1768	26.0	65	5	5	False	1411	652	41	1	0.06288343558282208	-0.5505933093036905	1.6689061786867	-1.6689061786867	26.0	30.0	229	59	3	0.731985810204157	2.44919572407636e-06	9	1.82014221041319	72	1.5203924332210401	128	1.323414300513555	fit	True	68.4251533261547	False	False	False	False
12	15	half	within-cohort top 0.500 vs rest	34	31	1882	25.0	65	5	5	False	1556	708	41	1	0.05790960451977401	-0.5402749130007845	1.6085541473069	-1.6085541473069	28.0	27.0	296	84	11	0.8855671883984925	9.461538774418854e-06	6	1.976464117469075	80	1.46788619556777	161	1.25446915657363	fit	True	65.9507200395829	False	False	False	False
8	8	top33	within-cohort top 0.333 vs rest	23	42	2057	14.0	65	5	5	False	1676	750	41	2	0.05466666666666667	-0.5691916079880754	1.58353810863943	-1.58353810863943	13.0	14.0	333	54	9	0.266593972556994	3.8097137055570184e-07	8	1.87352202581241	65	1.47317211047542	174	1.210999697118545	fit	True	64.92506245421663	False	False	False	False
12	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1692	29.0	65	5	5	False	1293	600	40	0	0.06666666666666667	-0.726680696742419	2.2756581368648803	-2.2756581368648803	33.5	35.0	169	47	24	0.419916000362887	9.687003494729038e-09	20	2.485874684057015	64	2.047544102823375	117	1.70987931234284	fit	True	91.02632547459521	False	False	False	False
20	3	top20	within-cohort top 0.200 vs rest	15	50	2101	25.0	65	5	5	False	2052	728	40	0	0.054945054945054944	-0.7165010645240104	2.22607687335651	-2.22607687335651	24.0	25.0	624	173	7	0.8931847060499329	6.504295944519693e-07	30	2.2614593920789554	112	1.702669205313075	169	1.54931982947408	fit	True	89.0430749342604	False	False	False	False
12	30	top20	within-cohort top 0.200 vs rest	15	50	1692	29.0	65	5	5	False	1293	600	40	0	0.06666666666666667	-0.7120674559857495	2.225134400926645	-2.225134400926645	33.5	35.0	169	47	25	0.417597751674738	7.699887773807558e-09	14	2.592201707016375	63	2.09250360739407	106	1.76697099306848	fit	True	89.0053760370658	False	False	False	False
20	15	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1799	41.0	65	5	5	False	1572	668	40	0	0.059880239520958084	-0.748661737879631	2.1849654453738347	-2.1849654453738347	45.5	45.0	363	88	45	0.328237891501738	7.112802233108941e-12	12	2.695525765617615	61	2.06553000334245	137	1.64260951862125	fit	True	87.39861781495338	False	False	False	False
10	15	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1886	21.0	65	5	5	False	1508	702	40	0	0.05698005698005698	-0.6506630104746475	2.05598684488608	-2.05598684488608	25.0	23.0	253	62	30	0.398101208521883	1.0032921258534023e-06	1	2.67973114838375	80	1.770340691304025	125	1.62545071810173	fit	True	82.2394737954432	False	False	False	False
