k	d	contrast	rule	n_high	n_low	n_nhoods_sampled	median_ncells_graph	n_samples	rank	n_coef	singular	n_tested	n_tnk_tested	n_tnk_down_sfdr05	n_tnk_up_sfdr05	frac_tnk_down_sfdr05	median_logfc_tnk	median_abs_logfc_tnk_down	median_logfc_tnk_down	median_ncells_tnk_down	median_ncells_tnk	n_mal_tested	n_mal_up_sfdr05	n_mal_down_sfdr05	median_logfc_mal	min_spatial_fdr	n_tnk_down_sfdr001	median_abs_logfc_down_sfdr001	n_tnk_down_sfdr010	median_abs_logfc_down_sfdr010	n_tnk_down_sfdr020	median_abs_logfc_down_sfdr020	status	n65	joint_score	pareto	selected_count	selected_abs_logfc	selected_joint
12	8	top33	within-cohort top 0.333 vs rest	23	42	2009	21.0	65	5	5	False	1752	747	64	3	0.0856760374832664	-0.602806106124184	1.650874115952685	-1.650874115952685	21.0	21.0	392	95	11	0.5403386701136175	7.467285928719297e-08	12	2.05668433402388	101	1.51012483584772	191	1.31427524504626	fit	True	105.65594342097184	False	False	False	False
25	3	top40	within-cohort top 0.400 vs rest	28	37	2103	32.0	65	5	5	False	2065	729	64	0	0.0877914951989026	-0.632540045475043	1.598193325097695	-1.598193325097695	31.0	31.0	632	219	1	1.0348722922968299	5.524696867708067e-07	10	1.88023259555739	141	1.3722670484253	242	1.20383751367606	fit	True	102.28437280625248	False	False	False	False
5	30	top40	within-cohort top 0.400 vs rest	28	37	1873	12.0	65	5	5	False	1135	594	64	4	0.10774410774410774	-0.450145199375923	1.567671407364125	-1.567671407364125	17.0	16.0	74	12	2	0.152976781016433	0.00017421335985520043	13	1.99542630968428	94	1.4346086037547	143	1.29735670414757	fit	True	100.330970071304	False	False	False	False
10	10	q34	locked Q3+Q4 vs Q1+Q2	31	34	1995	19.0	65	5	5	False	1660	742	64	4	0.0862533692722372	-0.5207760097908725	1.51874086779955	-1.51874086779955	19.0	19.0	331	90	10	0.642008723337497	7.151330085864462e-05	19	1.87859822052823	124	1.3614734719122752	193	1.23000744964447	fit	True	97.1994155391712	False	False	False	False
20	30	top20	within-cohort top 0.200 vs rest	15	50	1573	47.0	65	5	5	False	1288	552	63	0	0.11413043478260869	-0.8082890267347135	2.38926183607482	-2.38926183607482	53.0	57.0	229	72	30	0.178036932921858	4.05171090024695e-09	29	2.75171944560685	76	2.345609936943145	141	1.89021801396084	fit	True	150.52349567271366	False	False	False	False
15	3	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2105	19.0	65	5	5	False	2033	722	63	1	0.08725761772853186	-0.7342564190613555	1.92787333884665	-1.92787333884665	18.0	19.0	616	156	9	0.6863131729851994	1.7633273413517797e-07	0		77	1.89997369639844	222	1.36491023806642	fit	True	121.45602034733895	False	False	False	False
15	8	q34	locked Q3+Q4 vs Q1+Q2	31	34	2001	26.0	65	5	5	False	1779	747	63	2	0.08433734939759036	-0.506643553119284	1.62691186925193	-1.62691186925193	25.0	26.0	423	156	6	0.849565820511429	3.007617870361495e-06	20	1.919018649463345	120	1.39439795849629	195	1.22879238220703	fit	True	102.49544776287159	False	False	False	False
12	8	half	within-cohort top 0.500 vs rest	34	31	2009	21.0	65	5	5	False	1752	747	63	1	0.08433734939759036	-0.447793061728041	1.56007747083837	-1.56007747083837	21.0	21.0	392	116	4	0.7750370318990174	9.395521200552652e-06	18	1.96771673179015	97	1.41143177136761	159	1.26552782964695	fit	True	98.28488066281732	False	False	False	False
12	15	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1882	25.0	65	5	5	False	1556	708	62	0	0.08757062146892655	-0.7742114158217785	1.96932725074544	-1.96932725074544	28.0	27.0	296	74	45	0.285798297046024	5.13434699216899e-07	15	2.29514987422324	101	1.827003385854	190	1.537369828202575	fit	True	122.09828954621729	False	False	False	False
8	30	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	1783	19.0	65	5	5	False	1259	611	62	2	0.10147299509001637	-0.659634679825703	1.914632800248945	-1.914632800248945	22.0	24.0	127	27	21	-0.101929981332352	4.155404630879416e-08	4	3.0623368558878754	91	1.7762020985226	141	1.56989381686567	fit	True	118.70723361543459	False	False	False	False
10	10	top20	within-cohort top 0.200 vs rest	15	50	1995	19.0	65	5	5	False	1660	742	62	0	0.08355795148247978	-0.676966586539843	1.78948761612002	-1.78948761612002	18.0	19.0	331	71	27	0.397460102933368	4.530674241658841e-06	0		108	1.682226968300695	161	1.57555154450568	fit	True	110.94823219944124	False	False	False	False
8	30	top40	within-cohort top 0.400 vs rest	28	37	1783	19.0	65	5	5	False	1259	611	62	3	0.10147299509001637	-0.513188855738742	1.7171858098248651	-1.7171858098248651	24.0	24.0	127	21	10	0.337805043849032	3.714025024142695e-05	27	1.9678056021552	99	1.53003969471041	157	1.3221325613667	fit	True	106.46552020914164	False	False	False	False
20	3	top33	within-cohort top 0.333 vs rest	23	42	2101	25.0	65	5	5	False	2052	728	62	1	0.08516483516483517	-0.6942040765126745	1.635898605217895	-1.635898605217895	24.0	25.0	624	208	3	0.9252150984423235	4.155233288284082e-08	23	2.00422579236384	147	1.39981517197399	243	1.24970388780552	fit	True	101.42571352350949	False	False	False	False
25	3	top33	within-cohort top 0.333 vs rest	23	42	2103	32.0	65	5	5	False	2065	729	62	0	0.0850480109739369	-0.738526015215937	1.6343908116744	-1.6343908116744	29.0	31.0	632	215	2	1.0105866990107901	1.0182140469678556e-08	13	2.21113665139193	141	1.46134559047733	237	1.29574244964618	fit	True	101.3322303238128	False	False	False	False
15	3	q34	locked Q3+Q4 vs Q1+Q2	31	34	2105	19.0	65	5	5	False	2033	722	62	3	0.08587257617728532	-0.5329654715957011	1.542357006224555	-1.542357006224555	19.0	19.0	616	209	1	0.9657887676331365	1.0099501172510982e-05	17	1.78122019787717	110	1.368808600055195	197	1.18622093231641	fit	True	95.62613438592241	False	False	False	False
15	5	half	within-cohort top 0.500 vs rest	34	31	2089	22.0	65	5	5	False	1940	781	62	1	0.0793854033290653	-0.525240254248172	1.522656229259315	-1.522656229259315	21.0	21.0	530	179	4	0.84368852329503	5.917321507602392e-06	12	1.934291063583135	122	1.34139803051496	196	1.23436349698068	fit	True	94.40468621407754	False	False	False	False
25	5	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2064	37.0	65	5	5	False	1968	773	61	0	0.07891332470892626	-0.696274036798415	2.12682365822391	-2.12682365822391	36.0	36.0	563	168	11	0.851674511155475	3.8141937576819635e-07	16	2.659596795155055	87	2.05319740820114	174	1.64171195974053	fit	True	129.7362431516585	False	False	False	False
30	5	top25	within-cohort top 0.250 vs rest	19	46	2041	44.0	65	5	5	False	1962	771	61	0	0.07911802853437094	-0.767898857920273	2.01391228572181	-2.01391228572181	43.0	43.0	576	159	4	0.985349732209769	7.78475407442921e-07	14	2.5134154180178454	117	1.80653827256165	203	1.54677860865687	fit	True	122.84864942903042	False	False	False	False
8	30	top20	within-cohort top 0.200 vs rest	15	50	1783	19.0	65	5	5	False	1259	611	61	2	0.09983633387888707	-0.666652695501639	1.89591361482036	-1.89591361482036	23.0	24.0	127	27	23	-0.119400319363977	2.005532763211863e-08	3	3.20828127863893	89	1.76730385241505	124	1.663069332829405	fit	True	115.65073050404196	False	False	False	False
25	15	top40	within-cohort top 0.400 vs rest	28	37	1747	51.0	65	5	5	False	1553	650	61	1	0.09384615384615384	-0.6408560902801854	1.84554103088709	-1.84554103088709	58.0	57.0	369	128	23	0.816520694715358	7.332766920931535e-09	21	2.21885208254676	100	1.684643360072355	185	1.3705975423388	fit	True	112.5780028841125	False	False	False	False
12	5	top25	within-cohort top 0.250 vs rest	19	46	2105	18.0	65	5	5	False	1912	788	61	0	0.07741116751269035	-0.6193629674446235	1.82384026888103	-1.82384026888103	17.0	17.0	502	93	9	0.6145130264074274	1.1421870838106544e-05	1	2.18277374045441	92	1.645021790350225	189	1.41099174831616	fit	True	111.25425640174284	False	False	False	False
12	10	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2003	22.0	65	5	5	False	1702	743	60	0	0.08075370121130551	-0.68631856118429	1.896842769805765	-1.896842769805765	21.5	23.0	367	88	28	0.514468293488829	1.5715191341946137e-06	0		95	1.73725869620226	171	1.58528282898019	fit	True	113.8105661883459	False	False	False	False
12	30	top40	within-cohort top 0.400 vs rest	28	37	1692	29.0	65	5	5	False	1293	600	60	2	0.1	-0.558700810893889	1.776216982804625	-1.776216982804625	35.5	35.0	169	47	11	0.738381696916344	1.7498640603502837e-06	24	2.268335830337775	92	1.616584574231095	166	1.3174643460520201	fit	True	106.5730189682775	False	False	False	False
10	15	top33	within-cohort top 0.333 vs rest	23	42	1886	21.0	65	5	5	False	1508	702	60	4	0.08547008547008547	-0.661970368943184	1.742224521561595	-1.742224521561595	23.5	23.0	253	60	16	0.465834218609233	5.607030863712661e-07	13	2.03958208010821	96	1.6087804926597848	176	1.39575462131691	fit	True	104.5334712936957	False	False	False	False
10	30	q34	locked Q3+Q4 vs Q1+Q2	31	34	1740	24.0	65	5	5	False	1293	613	60	3	0.09787928221859707	-0.5120534232268	1.68204684175704	-1.68204684175704	26.5	30.0	153	49	7	0.746948731640649	2.029388267055885e-06	25	2.10051658436678	102	1.4958732589922001	162	1.321567460243215	fit	True	100.9228105054224	False	False	False	False
25	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2064	37.0	65	5	5	False	1968	773	60	2	0.07761966364812418	-0.6264494058114	1.6435784690473851	-1.6435784690473851	35.0	36.0	563	212	4	0.978141552823175	2.861510188348722e-07	10	2.0453329802901052	109	1.52686726883709	194	1.3050340975246901	fit	True	98.61470814284311	False	False	False	False
12	30	top33	within-cohort top 0.333 vs rest	23	42	1692	29.0	65	5	5	False	1293	600	59	3	0.09833333333333333	-0.630462496832751	1.84812778547653	-1.84812778547653	38.0	35.0	169	42	11	0.717677560733155	9.663825973836101e-08	13	2.4455001495841	87	1.7192323294349	147	1.46118826948822	fit	True	109.03953934311527	False	False	False	False
30	15	top40	within-cohort top 0.400 vs rest	28	37	1720	60.5	65	5	5	False	1561	641	59	0	0.09204368174726989	-0.650619979467442	1.77437682068129	-1.77437682068129	70.0	70.0	397	143	23	0.910150977646952	2.350027408073503e-09	11	2.2842208065403	98	1.64194066557581	184	1.3729708130059648	fit	True	104.68823242019612	False	False	False	False
12	3	q34	locked Q3+Q4 vs Q1+Q2	31	34	2100	16.0	65	5	5	False	2016	725	59	2	0.08137931034482758	-0.51040125272547	1.54744790506071	-1.54744790506071	16.0	15.0	591	199	1	0.891840648935045	9.978917090784943e-05	13	1.84686391196265	93	1.4064726650344	163	1.22974390534927	fit	True	91.29942639858189	False	False	False	False
12	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2105	18.0	65	5	5	False	1912	788	59	3	0.07487309644670051	-0.4849915934124845	1.4858534198644	-1.4858534198644	17.0	17.0	502	167	4	0.7930926964292095	1.661034866894673e-05	14	1.966231867888595	107	1.33751851779083	189	1.18537129922915	fit	True	87.6653517719996	False	False	False	False
12	15	top20	within-cohort top 0.200 vs rest	15	50	1882	25.0	65	5	5	False	1556	708	58	0	0.08192090395480225	-0.729231091737819	2.017164596414855	-2.017164596414855	27.5	27.0	296	73	42	0.32866244526378396	2.3659784631072708e-07	6	2.49897476986425	90	1.8494962203222198	173	1.56337272127197	fit	True	116.99554659206159	False	False	False	False
50	15	top40	within-cohort top 0.400 vs rest	28	37	1586	100.5	65	5	5	False	1490	577	58	0	0.10051993067590988	-0.690183925666936	1.80763701751276	-1.80763701751276	133.5	119.0	413	161	23	1.20980695492941	7.037596364297982e-08	9	2.17609283610127	107	1.57597571831931	178	1.4001189007088901	fit	True	104.84294701574008	False	False	False	False
10	8	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2024	18.0	65	5	5	False	1717	758	58	0	0.07651715039577836	-0.7281620202730545	1.80134151518012	-1.80134151518012	16.0	18.0	361	73	20	0.394919031984706	9.546642717420065e-06	0		88	1.679817365296705	155	1.51788880637149	fit	True	104.47780788044696	False	False	False	False
8	3	top33	within-cohort top 0.333 vs rest	23	42	2084	11.0	65	5	5	False	1948	733	58	2	0.0791268758526603	-0.537342066881516	1.52537004801811	-1.52537004801811	10.5	11.0	540	103	3	0.6135027469376645	0.0005954315561284941	0		70	1.495250697695075	112	1.3786697160792052	fit	True	88.47146278505038	False	False	False	False
30	3	top25	within-cohort top 0.250 vs rest	19	46	2103	38.0	65	5	5	False	2070	737	57	0	0.0773405698778833	-0.776216556991214	1.99084288480049	-1.99084288480049	36.0	36.0	633	161	3	0.819820113978244	5.518795635992904e-05	8	2.603209120346755	123	1.71327761256672	236	1.4494990048151801	fit	True	113.47804443362793	False	False	False	False
12	8	top20	within-cohort top 0.200 vs rest	15	50	2009	21.0	65	5	5	False	1752	747	57	0	0.07630522088353414	-0.703238113282186	1.93656103515305	-1.93656103515305	19.0	21.0	392	94	24	0.5387450306794785	2.1956508000547237e-06	0		71	1.87882503885056	161	1.53487716367098	fit	True	110.38397900372385	False	False	False	False
20	10	top33	within-cohort top 0.333 vs rest	23	42	1938	37.0	65	5	5	False	1744	717	57	1	0.0794979079497908	-0.669210936184038	1.81433025535288	-1.81433025535288	40.0	39.0	434	116	13	0.781422194829424	3.2666323857732596e-10	9	2.24184890844345	104	1.634302558371795	186	1.42788248940326	fit	True	103.41682455511416	False	False	False	False
10	3	top25	within-cohort top 0.250 vs rest	19	46	2092	13.0	65	5	5	False	1985	738	57	0	0.07723577235772358	-0.6093588827280745	1.61249722558706	-1.61249722558706	13.0	13.0	569	105	2	0.650261926767833	0.0011504377482151576	0		69	1.59097636781553	94	1.530343126796345	fit	True	91.91234185846243	False	False	False	False
10	15	q34	locked Q3+Q4 vs Q1+Q2	31	34	1886	21.0	65	5	5	False	1508	702	57	5	0.0811965811965812	-0.5280999686582251	1.55737170665051	-1.55737170665051	25.0	23.0	253	89	14	1.01170137956869	6.7873491233372e-05	16	1.933928931149645	96	1.402418495887505	185	1.20066378757707	fit	True	88.77018727907907	False	False	False	False
5	20	top40	within-cohort top 0.400 vs rest	28	37	1927	12.0	65	5	5	False	1232	651	57	3	0.08755760368663594	-0.450912125163411	1.51460315768038	-1.51460315768038	15.0	13.0	104	13	2	0.26274821040213103	0.00031209588546909656	6	1.822650882651875	86	1.382246236138775	152	1.2256619149312549	fit	True	86.33237998778166	False	False	False	False
15	10	top20	within-cohort top 0.200 vs rest	15	50	1972	28.0	65	5	5	False	1730	725	56	0	0.07724137931034483	-0.712667799130916	2.015053235317605	-2.015053235317605	26.0	29.0	407	99	31	0.544483489809581	2.650400907269167e-07	12	2.3487088284413	87	1.9023230559829	179	1.59405570804135	fit	True	112.84298117778587	False	False	False	False
20	8	top33	within-cohort top 0.333 vs rest	23	42	1968	34.0	65	5	5	False	1800	745	56	1	0.07516778523489932	-0.71052155328086	1.82832720813078	-1.82832720813078	34.5	35.0	459	126	12	0.828606522992777	1.1301405410855318e-09	10	2.18812053175016	126	1.5203553687530151	214	1.353052066977125	fit	True	102.38632365532368	False	False	False	False
8	20	q34	locked Q3+Q4 vs Q1+Q2	31	34	1841	18.0	65	5	5	False	1357	672	56	1	0.08333333333333333	-0.495094128478035	1.5438116672995799	-1.5438116672995799	20.0	20.0	164	40	4	0.46698755356771804	0.0001277029781100984	10	1.87697085389907	111	1.39033171696776	170	1.2879533948548199	fit	True	86.45345336877648	False	False	False	False
20	3	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2101	25.0	65	5	5	False	2052	728	55	0	0.07554945054945054	-0.7675672353099625	2.18016408998292	-2.18016408998292	25.0	25.0	624	176	7	0.8364679893653986	2.169562674773556e-06	37	2.26258721301395	128	1.71468632856498	238	1.473577869934525	fit	True	119.90902494906061	False	False	False	False
12	20	top33	within-cohort top 0.333 vs rest	23	42	1768	26.0	65	5	5	False	1411	652	55	0	0.0843558282208589	-0.7230084371090175	1.8135109059343	-1.8135109059343	27.0	30.0	229	50	19	0.49493118843013	1.54747744165236e-08	17	2.14754687161167	119	1.53319741397605	211	1.34033681842894	fit	True	99.7430998263865	False	False	False	False
8	30	top33	within-cohort top 0.333 vs rest	23	42	1783	19.0	65	5	5	False	1259	611	55	2	0.09001636661211129	-0.571157149699394	1.76198742454377	-1.76198742454377	22.0	24.0	127	20	13	0.19549079842564	1.508386853645907e-06	17	1.88600535965811	109	1.56601028599603	164	1.3999753932591399	fit	True	96.90930834990736	False	False	False	False
12	3	top40	within-cohort top 0.400 vs rest	28	37	2100	16.0	65	5	5	False	2016	725	55	1	0.07586206896551724	-0.532063621034132	1.54025518242728	-1.54025518242728	16.0	15.0	591	179	1	0.87971347077028	4.36746408890975e-05	10	1.913498746784605	106	1.3854530098153401	165	1.24661220971574	fit	True	84.71403503350041	False	False	False	False
8	15	half	within-cohort top 0.500 vs rest	34	31	1929	17.0	65	5	5	False	1462	703	55	2	0.07823613086770982	-0.498998923120236	1.52993278943136	-1.52993278943136	17.0	18.0	203	47	11	0.445534636190877	1.8193944688621126e-05	10	1.9410274688567801	105	1.37822046692756	167	1.25896634157153	fit	True	84.1463034187248	False	False	False	False
10	5	q34	locked Q3+Q4 vs Q1+Q2	31	34	2102	15.0	65	5	5	False	1870	780	55	3	0.07051282051282051	-0.46771407802558196	1.4906667083492	-1.4906667083492	15.0	15.0	468	136	9	0.6188212439019509	5.704372494440135e-05	17	1.79004555723804	113	1.33262458851179	183	1.20368151947085	fit	True	81.986668959206	False	False	False	False
25	3	top20	within-cohort top 0.200 vs rest	15	50	2103	32.0	65	5	5	False	2065	729	54	0	0.07407407407407407	-0.739118135560554	2.15797601754997	-2.15797601754997	30.0	31.0	632	178	4	0.8434263374551645	2.14284115501074e-06	27	2.45776261161043	90	1.878102259828585	206	1.5262845225470998	fit	True	116.53070494769838	False	False	False	False
25	20	top33	within-cohort top 0.333 vs rest	23	42	1631	53.0	65	5	5	False	1421	591	54	0	0.09137055837563451	-0.846810126800971	2.02285828056323	-2.02285828056323	76.0	64.0	321	82	29	0.637594711332938	1.3021693736356912e-09	14	2.31509582828436	116	1.6909675495337702	231	1.41233644209615	fit	True	109.23434715041441	False	False	False	False
8	20	top33	within-cohort top 0.333 vs rest	23	42	1841	18.0	65	5	5	False	1357	672	54	1	0.08035714285714286	-0.647779072014205	1.73932055100773	-1.73932055100773	21.0	20.0	164	27	4	0.2890219354954275	1.6162231379857812e-06	12	2.20842836235006	97	1.58834181332678	193	1.31837721648241	fit	True	93.92330975441743	False	False	False	False
12	20	q34	locked Q3+Q4 vs Q1+Q2	31	34	1768	26.0	65	5	5	False	1411	652	54	4	0.08282208588957055	-0.517464280258144	1.6191337722013501	-1.6191337722013501	25.5	30.0	229	74	15	0.803950209927353	4.814324698976155e-06	9	2.0255886009444	90	1.4673441015027051	164	1.30253890167719	fit	True	87.43322369887291	False	False	False	False
10	10	half	within-cohort top 0.500 vs rest	34	31	1995	19.0	65	5	5	False	1660	742	54	3	0.07277628032345014	-0.5169287436994054	1.583832537287755	-1.583832537287755	18.0	19.0	331	78	7	0.615056445652229	6.961262730038958e-05	11	1.88676945564117	80	1.447445365942125	144	1.24160174043515	fit	True	85.52695701353878	False	False	False	False
40	3	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2100	50.0	65	5	5	False	2076	728	53	0	0.07280219780219781	-0.8850765570841714	2.10846891441104	-2.10846891441104	49.0	49.0	644	201	5	0.891543576832124	2.066888397541851e-05	9	2.69145744839792	136	1.82102886295328	249	1.55760365474668	fit	True	111.74885246378513	False	False	False	False
12	8	q4_vs_rest	locked Q4 vs Q1+Q2+Q3	16	49	2009	21.0	65	5	5	False	1752	747	53	0	0.07095046854082998	-0.679255201775375	1.94684194948239	-1.94684194948239	19.0	21.0	392	93	22	0.5104075629743969	2.8832267781308858e-06	1	2.47287801877071	68	1.889353814474895	153	1.53433407951735	fit	True	103.18262332256667	False	False	False	False
60	5	top33	within-cohort top 0.333 vs rest	23	42	1993	89.0	65	5	5	False	1960	767	53	0	0.06910039113428944	-0.869107724830084	1.93886932655278	-1.93886932655278	84.0	87.0	597	237	0	1.26420825458791	2.9429737513297957e-10	11	2.24378069842293	163	1.55774673891219	303	1.33031889141918	fit	True	102.76007430729734	False	False	False	False
12	10	top20	within-cohort top 0.200 vs rest	15	50	2003	22.0	65	5	5	False	1702	743	53	0	0.07133243606998654	-0.66228059227293	1.8907790155451	-1.8907790155451	20.0	23.0	367	86	30	0.582308427189871	1.1043799987232368e-06	0		88	1.76260464290882	152	1.591154491012335	fit	True	100.2112878238903	False	False	False	False
