set	set_class	symbol	in_rank	logFC	logCPM	FDR	ifn_overlap	expressed_logCPM_ge_0
HALLMARK_DNA_REPAIR	repair	Rbx1	yes	0.099959809	5.717420221	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Rev3l	yes	-0.300429812	6.27853598	0.429385369	no	yes
HALLMARK_DNA_REPAIR	repair	Rfc2	yes	0.03357425	4.537880627	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Rfc3	yes	-0.108320655	3.026733972	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Rfc4	yes	0.507861532	2.167106628	0.673313295	no	yes
HALLMARK_DNA_REPAIR	repair	Rfc5	yes	-0.357777068	3.031989697	0.713799124	no	yes
HALLMARK_DNA_REPAIR	repair	Rnmt	yes	-0.347696803	4.541570386	0.414766529	no	yes
HALLMARK_DNA_REPAIR	repair	Rpa2	yes	0.090870812	4.183730459	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Rpa3	yes	-0.254317189	2.09862689	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Rrm2b	yes	-0.448831774	5.477523797	0.077669377	no	yes
HALLMARK_DNA_REPAIR	repair	Sac3d1	yes	0.277349003	3.299389296	0.859093951	no	yes
HALLMARK_DNA_REPAIR	repair	Sdcbp	yes	-0.072394022	8.365673634	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Sec61a1	yes	0.088755421	7.618918169	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Sf3a3	yes	0.041794934	4.636061021	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Smad5	yes	-0.08939596	7.513194686	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Snapc4	yes	-0.435152395	4.398343706	0.238709777	no	yes
HALLMARK_DNA_REPAIR	repair	Snapc5	yes	0.019300556	4.489034723	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Srsf6	yes	-0.325754484	7.497133082	0.375897407	no	yes
HALLMARK_DNA_REPAIR	repair	Ssrp1	yes	0.004459156	7.076224833	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Stx3	yes	0.278750656	6.024098912	0.399744128	no	yes
HALLMARK_DNA_REPAIR	repair	Supt4a	yes	0.132678849	4.706779018	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Supt5	yes	-0.013160365	6.877799045	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Surf1	yes	-0.116133029	4.860916641	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Taf10	yes	0.090433466	4.113577232	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Taf12	yes	0.468214426	4.567137803	0.126984376	no	yes
HALLMARK_DNA_REPAIR	repair	Taf13	yes	0.383380182	4.018814308	0.461398457	no	yes
HALLMARK_DNA_REPAIR	repair	Taf1c	yes	-0.159116719	3.66002092	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Taf6	yes	-0.06487545	5.318870845	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Taf9	yes	-0.120343451	5.194316935	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Tarbp2	yes	-0.040894006	4.088573226	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Tk2	yes	-0.248794445	5.16351932	0.638029191	no	yes
HALLMARK_DNA_REPAIR	repair	Trp53	yes	0.038219322	5.262975174	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Tsg101	yes	-0.038900249	4.959369025	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Tyms	yes	0.784706183	2.748880851	0.089131248	no	yes
HALLMARK_DNA_REPAIR	repair	Umps	yes	0.245383365	4.259618767	0.804221912	no	yes
HALLMARK_DNA_REPAIR	repair	Upf3b	yes	-0.442874441	4.893042757	0.184990271	no	yes
HALLMARK_DNA_REPAIR	repair	Usp11	yes	-0.226536115	4.450302328	0.818185585	no	yes
HALLMARK_DNA_REPAIR	repair	Vps28	yes	-0.008380477	5.684424042	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Vps37b	yes	-0.075650097	5.09862689	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Vps37d	yes	-0.227667363	1.078449008	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Xpc	yes	-0.07592803	5.767905677	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Zfp707	yes	-0.273404943	3.908841466	0.78325923	no	yes
HALLMARK_DNA_REPAIR	repair	Zwint	yes	0.053590914	5.854997884	1.0	no	yes
HALLMARK_DNA_REPAIR	repair	Eloa	no					
HALLMARK_DNA_REPAIR	repair	Gsdme	no					
HALLMARK_DNA_REPAIR	repair	Polr1h	no					
HALLMARK_P53_PATHWAY	damage_signal	Abat	yes	0.376513233	2.78045093	0.753342074	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Abcc5	yes	-0.237259756	6.815160584	0.658698524	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Abhd4	yes	0.002626664	6.618263143	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Acvr1b	yes	0.064982614	6.050235406	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ada	yes	0.232884795	1.286253893	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Aen	yes	0.607313812	4.670168875	0.013905288	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ak1	yes	-0.115188938	4.908841466	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Alox8	yes	0.0	-1.749370016	1.0	no	no
HALLMARK_P53_PATHWAY	damage_signal	Ankra2	yes	-0.10054005	4.039837559	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Apaf1	yes	-0.292857048	5.508017826	0.41256184	no	yes
HALLMARK_P53_PATHWAY	damage_signal	App	yes	0.158374191	10.450333	0.903544586	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Atf3	yes	-0.792482725	4.344443657	0.070816072	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Baiap2	yes	0.14373858	5.976507443	0.968455474	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Bak1	yes	0.377839622	4.967620878	0.236300655	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Bax	yes	0.142809739	4.705134921	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Blcap	yes	0.26607486	5.508017826	0.48248859	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Bmp2	yes	0.426360886	2.656622343	0.783786536	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Btg1	yes	-0.232030689	7.294750839	0.617591986	yes	yes
HALLMARK_P53_PATHWAY	damage_signal	Btg2	yes	-1.403299602	8.374104782	4.59985e-15	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Casp1	yes	0.053315815	2.736056811	1.0	yes	yes
HALLMARK_P53_PATHWAY	damage_signal	Ccnd2	yes	0.043390449	8.23305321	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ccnd3	yes	0.264304841	7.413776452	0.479772343	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ccng1	yes	-0.259666432	6.940627955	0.508942092	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ccnk	yes	0.229056711	4.788236675	0.744188629	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ccp110	yes	-0.461637912	5.568946825	0.120545566	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cd81	yes	0.063941919	8.17410604	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cd82	yes	0.181355225	6.913832262	0.866603759	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cdh13	yes	-0.090411992	4.97991083	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cdk5r1	yes	-0.304854582	1.4678607	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cdkn1a	yes	0.920669029	5.315642134	1.95148e-06	yes	yes
HALLMARK_P53_PATHWAY	damage_signal	Cdkn2a	yes	-0.302847353	1.321019312	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cdkn2aip	yes	-0.109944515	4.863866938	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cdkn2b	yes	-0.165691834	5.289548973	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cebpa	yes	0.102465369	7.440207485	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cgrrf1	yes	0.173083746	4.977188763	0.90770042	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Clca2	yes	0.304854582	-0.98383527	1.0	no	no
HALLMARK_P53_PATHWAY	damage_signal	Csrnp2	yes	0.363038031	3.568946825	0.696134234	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ctsd	yes	0.086664752	9.324436831	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ctsf	yes	0.042618091	4.608181988	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Cyfip2	yes	-0.367208974	5.449320569	0.296187921	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Dcxr	yes	-0.202631335	6.201914699	0.741493003	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ddb2	yes	-0.290923803	4.79443516	0.519826358	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ddit3	yes	0.137785144	4.462031621	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ddit4	yes	-0.02432705	4.998822833	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Def6	yes	0.388178589	3.939929144	0.440684797	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Dgka	yes	-0.203485469	5.990748026	0.796754919	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Dnttip2	yes	-0.083592407	5.256254533	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Dram1	yes	0.097819955	8.734345011	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ei24	yes	0.110269748	6.675636025	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Epha2	yes	0.176719185	6.381457918	0.864466962	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ephx1	yes	-0.143607691	7.727578657	0.957267854	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Eps8l2	yes	-0.234607837	6.207732025	0.699457586	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ercc5	yes	-0.114097081	5.183730459	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	F2r	yes	-0.353508465	8.540303095	0.181885248	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Fam162a	yes	0.221585229	4.377850534	0.858861862	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Fas	yes	0.078093011	5.274107135	1.0	yes	yes
HALLMARK_P53_PATHWAY	damage_signal	Fbxw7	yes	0.07773975	5.321019312	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Fdxr	yes	-0.192003167	2.232482637	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Fgf13	yes	1.176497655	0.994791079	0.276462553	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Fos	yes	-2.015025079	6.809050697	0.001212252	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Foxo3	yes	0.552666885	5.585126752	0.013952911	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Fuca1	yes	-0.018023983	6.342858568	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Gadd45a	yes	0.0	3.811344938	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Gls2	yes	0.697971463	0.138155254	0.95887765	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Gm2a	yes	-0.134459425	6.831830566	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Gpx2	yes	-0.215241262	4.120994703	0.928371891	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Hbegf	yes	-0.407261731	5.421556509	0.27049947	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Hdac3	yes	-0.163612469	5.167106628	0.96216347	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Hexim1	yes	0.344205501	6.602452628	0.247202269	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Hint1	yes	0.059146145	6.322628564	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Hmox1	yes	0.347756096	4.975825801	0.298205218	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Hspa4l	yes	0.254605639	5.726363415	0.530028858	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ier3	yes	-0.582417276	7.024098912	0.107862735	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ier5	yes	0.460475057	6.363851227	0.044302158	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ifi30	yes	0.002523849	6.092351565	1.0	yes	yes
HALLMARK_P53_PATHWAY	damage_signal	Il1a	yes	0.08374467	3.865339828	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Inhbb	yes	0.1385811	4.844581268	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ip6k2	yes	-0.17767965	5.630874574	0.861008345	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Irak1	yes	0.110899069	6.454711996	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Iscu	yes	-0.026266659	5.801376769	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Itgb4	yes	-0.326974776	4.703488948	0.54919015	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Jag2	yes	0.276880851	5.540648831	0.601685428	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Jun	yes	-0.07441957	8.63303786	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Kif13b	yes	0.051746922	5.736056811	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Klf4	yes	0.015849737	7.392992363	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Klk8	yes	0.256410684	2.98939782	0.961535074	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Krt17	yes	0.0	-2.071298111	1.0	no	no
HALLMARK_P53_PATHWAY	damage_signal	Ldhb	yes	-0.182972916	6.235902698	0.834027039	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Lif	yes	-0.482107742	2.78045093	0.466024078	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Mapkapk3	yes	0.019027813	4.990748026	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Mdm2	yes	-0.261637393	6.141806108	0.452300509	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Mknk2	yes	-0.010924388	8.144841445	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Mxd1	yes	0.262434657	5.888703821	0.469842565	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Mxd4	yes	0.390782206	6.76435758	0.132717157	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ndrg1	yes	-0.32352724	5.508017826	0.306906223	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Nhlh2	yes	2.321928095	-1.90137311	1.0	no	no
HALLMARK_P53_PATHWAY	damage_signal	Ninj1	yes	0.046016766	4.498557497	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Nol8	yes	-0.272096256	4.48329074	0.793156739	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Notch1	yes	0.320134813	8.348398777	0.311780199	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Nudt15	yes	0.407657969	0.09862689	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Nupr1	yes	0.371490515	6.088573226	0.140357484	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Osgin1	yes	-0.046438539	5.065693001	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Pcna	yes	0.126669718	4.973096008	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Pdgfa	yes	-0.250416429	5.33703163	0.635082294	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Perp	yes	-0.083088967	5.225618096	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Phlda3	yes	0.655231207	4.681918638	0.067648971	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Pitpnc1	yes	0.367762369	8.235902698	0.23027596	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Plk2	yes	-0.238942093	6.781621474	0.726442462	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Plk3	yes	0.078533403	3.956607885	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Plxnb2	yes	0.013674276	8.265626803	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Pmm1	yes	0.126131451	4.460083349	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Polh	yes	0.754999517	3.286253893	0.040578312	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Pom121	yes	0.122037288	6.02145903	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ppm1d	yes	0.199678849	4.604658922	0.951938302	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Ppp1r15a	yes	-0.35783865	6.616077572	0.215026705	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Prkab1	yes	-0.048717877	5.630874574	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Prmt2	yes	0.052118955	5.812872408	1.0	no	yes
HALLMARK_P53_PATHWAY	damage_signal	Procr	yes	-0.259973842	4.463977265	0.914600216	yes	yes
