cohort	malig_def	immune_def	score	n	rho	p	note	source	unit	a3_tacstd2_rho	a3_tacstd2_p	n_q1	n_q4	n_compared	median_q1	median_q4	delta_median	r_rb	p_q4q1	thin_q4q1	poolable_q4q1
GSE131907	tls_malignant	b	pct	31	-0.3455645161290323	0.05689922098158756	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction; CLDN4 %pos	tls_extract	patient			8	8	16	0.04834312453905035	0.02884100147819655	-0.019502123060853797	-0.34375	0.2786324786324786	False	True
GSE131907	tls_malignant	cxcl13pos	mean	31	0.09354838709677421	0.6166869728155049	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T	tls_extract	patient			8	8	16	0.0212392510792465	0.0409806155471897	0.019741364467943202	0.34375	0.2786324786324786	False	True
GSE131907	tls_malignant	cxcl13pos	pct	31	0.04879032258064517	0.7943664758649133	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T; CLDN4 %pos	tls_extract	patient			8	8	16	0.0212392510792465	0.03457563419981205	0.01333638312056555	0.25	0.4418026418026417	False	True
GSE131907	tls_malignant	cxcl13_mean	mean	31	-0.06330645161290323	0.7351142730158428	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k)	tls_extract	patient			8	8	16	0.029795103327556	0.0232028679566856	-0.006592235370870399	0.1875	0.5737373737373737	False	True
GSE131907	tls_malignant	cxcl13_mean	pct	31	-0.1088709677419355	0.5598965125718907	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k); CLDN4 %pos	tls_extract	patient			8	8	16	0.029795103327556	0.018632659689122352	-0.011162443638433647	0.03125	0.959129759129759	False	True
GSE148071	tls_malignant	b	mean	35	0.23480173223004375	0.17455024391083052	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction	tls_extract	patient			9	9	18	0.0016592920353982	0.0242825607064017	0.022623268671003498	0.382716049382716	0.18305077086869703	False	True
GSE148071	tls_malignant	b	pct	35	0.09933374429285495	0.5702175788303939	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction; CLDN4 %pos	tls_extract	patient			9	9	18	0.004	0.0015243902439024	-0.0024756097560976	-0.09876543209876543	0.7571563520309658	False	True
GSE148071	tls_malignant	cxcl13pos	mean	31	-0.4086020621109129	0.02248010028418731	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T	tls_extract	patient			8	8	16	0.27380701013513514	0.1075862068965517	-0.16622080323858346	-0.609375	0.04440632214550907	False	True
GSE148071	tls_malignant	cxcl13pos	pct	31	-0.2220574643240126	0.22989998793438032	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T; CLDN4 %pos	tls_extract	patient			8	8	16	0.25418275418275416	0.16064516129032255	-0.0935375928924316	-0.296875	0.3409871533819059	False	True
GSE148071	tls_malignant	cxcl13_mean	mean	35	-0.2807882348761856	0.10228056398134505	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k)	tls_extract	patient			9	9	18	0.0427429406829978	0.0289724851009034	-0.013770455582094398	-0.40740740740740744	0.15339420681209628	False	True
GSE148071	tls_malignant	cxcl13_mean	pct	35	-0.34263772564921396	0.04391426170183207	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k); CLDN4 %pos	tls_extract	patient			9	9	18	0.0483164618135182	0.0157976773004418	-0.0325187845130764	-0.3950617283950617	0.16888327587813468	False	True
GSE207422	tls_malignant	b	mean	8	-0.7142857142857144	0.046528232284167255	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction	tls_extract	patient			2	2	4	0.1329579836532174	0.01834749228428115	-0.11461049136893625	-1.0	0.3333333333333333	True	False
GSE207422	tls_malignant	b	pct	8	-0.7857142857142858	0.020815127253525273	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction; CLDN4 %pos	tls_extract	patient			2	2	4	0.12665057195629265	0.0081570783286541	-0.11849349362763854	-1.0	0.3333333333333333	True	False
GSE207422	tls_malignant	cxcl13pos	mean	8	-0.2142857142857143	0.6103444156452669	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T	tls_extract	patient			2	2	4	0.2471867551923731	0.2509823727814242	0.0037956175890511146	0.0	1.0	True	False
GSE207422	tls_malignant	cxcl13pos	pct	8	-0.2380952380952381	0.5701563208157683	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T; CLDN4 %pos	tls_extract	patient			2	2	4	0.2521501518739087	0.06515160324428029	-0.18699854862962842	-1.0	0.3333333333333333	True	False
GSE207422	tls_malignant	cxcl13_mean	mean	8	-0.11904761904761905	0.7788857260523796	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k)	tls_extract	patient			2	2	4	0.19578132278224444	0.5438616248384782	0.34808030205623375	0.0	1.0	True	False
GSE207422	tls_malignant	cxcl13_mean	pct	8	-0.2142857142857143	0.6103444156452669	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k); CLDN4 %pos	tls_extract	patient			2	2	4	0.31681204873330954	0.0233589686226553	-0.29345308011065424	-1.0	0.3333333333333333	True	False
GSE241934_Real	tls_malignant	b	mean	6	0.3142857142857143	0.5440932944606415	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction	tls_extract	patient			2	2	4	0.10293611979719555	0.13541321266675316	0.032477092869557606	0.5	0.6666666666666666	True	False
GSE241934_Real	tls_malignant	b	pct	6	0.3142857142857143	0.5440932944606415	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction; CLDN4 %pos	tls_extract	patient			2	2	4	0.10293611979719555	0.13541321266675316	0.032477092869557606	0.5	0.6666666666666666	True	False
GSE241934_Real	tls_malignant	cxcl13pos	mean	6	0.48571428571428577	0.3287230320699708	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T	tls_extract	patient			2	2	4	0.1955392498787888	0.23263442048386204	0.03709517060507325	1.0	0.3333333333333333	True	False
GSE241934_Real	tls_malignant	cxcl13pos	pct	6	0.48571428571428577	0.3287230320699708	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T; CLDN4 %pos	tls_extract	patient			2	2	4	0.1955392498787888	0.23263442048386204	0.03709517060507325	1.0	0.3333333333333333	True	False
GSE241934_Real	tls_malignant	cxcl13_mean	mean	6	0.4285714285714286	0.3965014577259473	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k)	tls_extract	patient			2	2	4	0.25759069033224985	0.380339001067756	0.12274831073550613	0.5	0.6666666666666666	True	False
GSE241934_Real	tls_malignant	cxcl13_mean	pct	6	0.4285714285714286	0.3965014577259473	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k); CLDN4 %pos	tls_extract	patient			2	2	4	0.25759069033224985	0.380339001067756	0.12274831073550613	0.5	0.6666666666666666	True	False
GSE253013	tls_malignant	b	mean	6	0.6	0.208	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction	tls_extract	patient			2	2	4	0.0204240656941568	0.13452903413780193	0.11410496844364512	1.0	0.3333333333333333	True	False
GSE253013	tls_malignant	b	pct	6	0.2571428571428572	0.6227871720116619	PR #274 extract; compartment=malignant only (epithelial/gate dropped); B fraction; CLDN4 %pos	tls_extract	patient			2	2	4	0.16746918555383125	0.10038355028885625	-0.067085635264975	0.0	1.0	True	False
GSE253013	tls_malignant	cxcl13pos	mean	6	-0.2571428571428572	0.6227871720116619	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T	tls_extract	patient			2	2	4	0.041024739515801004	0.079155270020991	0.03813053050519	0.0	1.0	True	False
GSE253013	tls_malignant	cxcl13pos	pct	6	-0.6	0.208	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13+ among T; CLDN4 %pos	tls_extract	patient			2	2	4	0.0820637922118624	0.00975419487783335	-0.07230959733402904	-1.0	0.3333333333333333	True	False
GSE253013	tls_malignant	cxcl13_mean	mean	6	-0.6	0.208	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k)	tls_extract	patient			2	2	4	0.06642591211272744	0.0375485964548881	-0.02887731565783934	-0.5	0.6666666666666666	True	False
GSE253013	tls_malignant	cxcl13_mean	pct	6	-0.8857142857142858	0.01884548104956266	PR #274 extract; compartment=malignant only (epithelial/gate dropped); CXCL13 mean log1p(CP10k); CLDN4 %pos	tls_extract	patient			2	2	4	0.12935974724182456	0.0098171831633647	-0.11954256407845985	-1.0	0.3333333333333333	True	False
