rank	gene	uniprot	protein_name	is_bait	exclusive	stringent	n_cldn4	n_gfp	mean_lfq_cldn4	mean_lfq_gfp	log2fc	p_mod	fdr_mod	p_welch	fdr_welch	unique_peptides	razor_unique_peptides	categories	majority_protein_ids
274	RAP2C	F1PPL6	RAP2C, member of RAS oncogene family	False	False	False	3	4	1.52847e+08	1.16308e+08	-1.2365	0.231786	0.334596	0.494846	0.611708	3	3	TJ	F1PPL6;F1PXB8
275	MT2A	Q9XST5	Metallothionein-2	False	False	False	4	4	1.72012e+08	4.22732e+08	-1.25453	0.000218424	0.00361827	0.00847175	0.0622019	5	5	IFN;immune	Q9XST5;O19000;H9GW98
276	OAS3	F1PTR9	2-5-oligoadenylate synthetase 3	False	False	False	3	4	3.73793e+07	4.3378e+07	-1.3111	0.0776342	0.176941	0.315706	0.513199	2	2	IFN;immune	F1PTR9
277	TPR	F6UV28	Translocated promoter region, nuclear basket protein	False	False	False	3	4	2.64197e+07	3.4973e+07	-1.36921	0.0418628	0.111438	0.250336	0.434711	4	4	IFN;immune	F6UV28
278	GORASP1	E2RJ37	Golgi reassembly stacking protein 1	False	False	False	3	4	8.52477e+07	8.72568e+07	-1.41954	0.12212	0.246092	0.381082	0.51983	3	3	trafficking	E2RJ37
279	BICD2	J9P4D4	BICD cargo adaptor 2	False	False	False	3	4	6.95793e+07	7.6612e+07	-1.43856	0.101916	0.216496	0.353726	0.51983	9	9	trafficking	J9P4D4;E2RPJ7
280	USP16	F6UMQ8	Ubiquitin carboxyl-terminal hydrolase 16	False	False	False	3	4	2.74787e+07	3.95442e+07	-1.48553	0.0316402	0.0950944	0.225714	0.408151	4	4	immune	F6UMQ8
281	COPB1	E2R9A2	Coatomer subunit beta	False	False	False	3	4	2.45027e+08	2.06052e+08	-1.51141	0.18843	0.288716	0.455311	0.57685	6	6	trafficking	E2R9A2
282	SYMPK	F1PSM3	Symplekin	False	False	False	2	3	1.01548e+08	1.14717e+08	-1.57941	0.27084	0.374825	0.507691	0.621854	4	4	TJ	F1PSM3
283	CLDN10	E2RBC2	Claudin	False	False	False	2	3	8.51645e+07	1.16656e+08	-1.59597	0.254525	0.358136	0.492631	0.61003	3	3	TJ	E2RBC2
284	SEC23A	J9P1Q5	Protein transport protein SEC23	False	False	False	3	4	6.52563e+07	8.2043e+07	-1.61607	0.0640208	0.15309	0.298845	0.496486	4	4	MHC;trafficking;immune	J9P1Q5;F6V2R0
285	TMED7	J9PB00	Uncharacterized protein	False	False	False	3	4	8.5925e+07	1.08426e+08	-1.72705	0.0657271	0.155639	0.302328	0.498062	4	4	trafficking	J9PB00;E2R3T9
286	ARL1	E2RG67	ADP ribosylation factor like GTPase 1	False	False	False	3	4	1.14698e+08	1.39738e+08	-1.78023	0.0761681	0.174326	0.319335	0.517558	3	3	trafficking	E2RG67
287	RAB6A	J9NYJ8	Uncharacterized protein	False	False	False	3	4	1.5717e+08	1.89132e+08	-1.88069	0.0786073	0.177862	0.326029	0.51983	2	2	trafficking	J9NYJ8
288	PPP2CB	F6X958	Serine/threonine-protein phosphatase	False	False	False	3	4	1.45517e+08	1.96105e+08	-1.97338	0.0641795	0.153302	0.30044	0.497744	3	3	IFN;TJ;immune	F6X958;F1P7I7
289	TUBB6	E2QYC2	Tubulin beta chain	False	False	False	3	4	1.18112e+08	2.20302e+08	-2.31218	0.0289237	0.0892956	0.222194	0.403452	4	4	IFN;trafficking;immune	E2QYC2
290	RPL39	J9NZS7	Uncharacterized protein	False	False	False	3	4	6.03927e+07	1.33787e+08	-2.34758	0.010495	0.0475695	0.158589	0.339855	2	2	immune	J9NZS7
291	RIPK1	F1PQX4	Receptor interacting serine/threonine kinase 1	False	False	False	3	4	5.38677e+07	1.34871e+08	-2.48222	0.00681647	0.035766	0.13313	0.306498	8	8	IFN;immune	F1PQX4
292	HSP90AA1	F1PGY1	Heat shock protein 90 alpha family class A member 1	False	False	False	3	4	3.42727e+07	1.02336e+08	-2.50916	0.00283444	0.0195024	0.0937415	0.240265	8	8	trafficking	F1PGY1
293	SPTAN1	J9P2H0	Spectrin alpha, non-erythrocytic 1	False	False	False	2	4	4.99815e+07	6.6584e+07	-2.75091	0.0061961	0.0335571	0.138607	0.314271	2	57	trafficking	J9P2H0
294	EIF4E	F1PSC3	Eukaryotic translation initiation factor 4E	False	False	False	2	4	1.52459e+08	1.34168e+08	-3.03592	0.0167019	0.0603885	0.194397	0.367623	4	4	IFN;immune	F1PSC3
295	LSR	F1PKT2	Lipolysis stimulated lipoprotein receptor	False	False	False	2	4	1.0215e+08	1.1457e+08	-3.05756	0.00981416	0.0456881	0.165222	0.347936	4	4	TJ	F1PKT2
296	CASP8	Q38JA9	Caspase 8	False	False	False	2	4	5.8685e+07	9.6114e+07	-3.12053	0.00375288	0.0234686	0.117142	0.279505	5	5	IFN;immune	Q38JA9
297	DLAT	E2RQS9	Acetyltransferase component of pyruvate dehydrogenase complex	False	False	False	2	4	6.33045e+07	9.57728e+07	-3.13596	0.00375289	0.0234686	0.123088	0.289589	3	3	MHC;immune	E2RQS9
298	YWHAZ	F1PBL1	Uncharacterized protein	False	False	False	2	4	1.5316e+08	2.13905e+08	-3.62849	0.00616749	0.0335571	0.142059	0.318468	4	6	trafficking	F1PBL1;J9PAA1
299	CANX	P24643	Calnexin	False	False	False	2	4	7.22865e+07	2.0092e+08	-3.80926	0.0016054	0.013407	0.083566	0.223079	2	32	MHC;immune	P24643
300	CALM1	E2REK6	Uncharacterized protein	False	False	False	2	4	1.58855e+08	3.38655e+08	-4.30704	0.00180858	0.0146021	0.102775	0.255535	5	5	trafficking;immune	E2REK6;J9NWJ7;E2R8S4
