rank	gene	uniprot	protein_name	is_bait	exclusive	stringent	n_cldn4	n_gfp	mean_lfq_cldn4	mean_lfq_gfp	log2fc	p_mod	fdr_mod	p_welch	fdr_welch	unique_peptides	razor_unique_peptides	categories	majority_protein_ids
27	MPP5	E2QY99	Membrane palmitoylated protein 5	False	False	False	4	4	1.72385e+08	9.29885e+07	0.895715	0.000841873	0.00829738	0.003354	0.0374186	7	7	TJ	E2QY99
28	ANKRD27	F1PYJ6	Ankyrin repeat domain 27	False	False	False	4	4	1.36532e+08	7.49522e+07	0.888974	0.000635559	0.00671789	0.00860461	0.062435	6	6	trafficking	F1PYJ6
29	RAB5B	E2QW69	RAB5B, member RAS oncogene family	False	False	False	4	4	1.28832e+09	7.00825e+08	0.880718	0.000323472	0.00404432	0.000106252	0.00894151	6	6	trafficking	E2QW69
30	DLG3	F1PBH7	Uncharacterized protein	False	False	False	4	4	1.4216e+08	7.69588e+07	0.875005	0.000902138	0.00873398	0.0034818	0.0378546	3	3	TJ	F1PBH7;J9NSK6
31	PNPT1	E2QWK2	Polyribonucleotide nucleotidyltransferase 1	False	False	False	4	4	6.14798e+07	3.22122e+07	0.856642	0.00474138	0.0274448	0.0509565	0.17259	4	4	IFN;immune	E2QWK2
32	GJA1	Q6S9C0	Gap junction alpha-1 protein	False	False	False	4	4	1.77045e+08	1.00276e+08	0.820651	0.00111268	0.00993695	0.00158753	0.0287185	7	7	trafficking	Q6S9C0;J9P7X9
33	RHOG	E2R020	Ras homolog family member G	False	False	False	4	4	1.80815e+09	1.02676e+09	0.811665	0.00109846	0.00989069	0.0013858	0.0286361	8	8	immune	E2R020
34	LAMB3	F1PFM5	Laminin subunit beta 3	False	False	False	4	4	1.66e+10	9.47265e+09	0.811495	0.00056339	0.00616349	7.45688e-05	0.00815782	74	74	TJ	F1PFM5
35	GPD2	E2RAZ8	Glycerol-3-phosphate dehydrogenase	False	False	False	4	4	4.12945e+09	2.35252e+09	0.810834	0.000600061	0.00643595	3.41677e-05	0.00587904	30	41	immune	E2RAZ8
36	RAB8A	P61007	Ras-related protein Rab-8A	False	False	False	4	4	1.50618e+09	8.75798e+08	0.800593	0.00157831	0.0133334	0.00697021	0.0556599	8	10	TJ;trafficking	P61007;J9NWR1
37	CLU	P25473	Clusterin	False	False	False	4	4	1.94938e+08	1.14878e+08	0.765929	0.00220781	0.0165435	0.00337413	0.0374186	5	5	immune	P25473;E2QYU2
38	LIMA1	E2QW54	LIM domain and actin binding 1	False	False	False	4	4	6.85332e+08	4.10655e+08	0.758161	0.00276112	0.0191788	0.00970561	0.0667795	16	16	TJ	E2QW54
39	RAB13	F1PTE3	Ras-related protein Rab-13	False	False	False	4	4	3.00545e+08	1.81095e+08	0.710208	0.00367847	0.0233968	0.0150713	0.0860994	4	4	TJ;trafficking	F1PTE3
40	TXNDC5	F1PHP1	Thioredoxin domain containing 5	False	False	False	4	4	1.25218e+09	7.8167e+08	0.70281	0.00511663	0.0290048	0.0171911	0.0930704	16	16	trafficking	F1PHP1
41	RAB9A	P24408	Ras-related protein Rab-9A	False	False	False	4	4	2.01212e+08	1.2375e+08	0.701067	0.00212598	0.0160957	0.000122088	0.00935511	5	5	trafficking	P24408
42	ABI1	E2RMI1	Abl interactor 1	False	False	False	4	4	1.45512e+09	8.9608e+08	0.700522	0.0019555	0.0153356	5.35914e-05	0.00781719	12	16	immune	E2RMI1;E2RMI3
43	SCRIB	F1PKY2	Scribbled planar cell polarity protein	False	False	False	4	4	2.62182e+09	1.65272e+09	0.680265	0.00387242	0.0240024	0.00867131	0.062435	45	46	TJ	F1PKY2
44	LYN	E2RBB8	Tyrosine-protein kinase	False	False	False	4	4	3.33708e+08	2.12528e+08	0.665209	0.00513193	0.0290146	0.00975548	0.0669122	10	10	immune	E2RBB8
45	TYK2	F1PBD0	Tyrosine-protein kinase	False	False	False	4	4	1.30775e+08	8.44992e+07	0.658275	0.00814073	0.0401169	0.0279223	0.125708	5	5	IFN;immune	F1PBD0
46	PDP1	F1PKC5	Pyruvate dehyrogenase phosphatase catalytic subunit 1	False	False	False	4	4	4.53325e+08	2.88298e+08	0.652736	0.00404903	0.0245283	0.000540935	0.0187868	10	10	immune	F1PKC5
47	NUP107	F6V153	Nucleoporin 107	False	False	False	4	4	8.94825e+08	5.69228e+08	0.644359	0.0163595	0.0595084	0.0426271	0.15649	6	6	IFN;immune	F6V153
48	RAB27A	Q1HE58	Ras-related protein Rab-27A	False	False	False	4	4	2.06335e+08	1.27705e+08	0.634736	0.0190508	0.0664111	0.0783074	0.211476	4	4	trafficking	Q1HE58
49	PVR	F1PVS7	Uncharacterized protein	False	False	False	4	4	2.7993e+08	1.81808e+08	0.620833	0.0151557	0.0572734	0.0291088	0.127861	4	4	immune	F1PVS7
50	RAB33B	F1PFR1	RAB33B, member RAS oncogene family	False	False	False	4	4	4.32605e+08	2.8085e+08	0.619871	0.00664263	0.0350515	0.00222962	0.0320948	7	7	trafficking	F1PFR1
51	RAB43	E2RP90	RAB43, member RAS oncogene family	False	False	False	4	4	7.05232e+08	4.62968e+08	0.61152	0.00707271	0.0366708	0.0024152	0.0338819	12	13	trafficking	E2RP90
52	RAB5A	P18066	Ras-related protein Rab-5A	False	False	False	4	4	5.1741e+08	3.38158e+08	0.610245	0.00843187	0.0411697	0.00446381	0.042632	8	8	trafficking	P18066
53	MARVELD2	E2R3Z9	MARVEL domain containing 2	False	False	False	4	4	4.25585e+08	2.78868e+08	0.603612	0.00817832	0.0402116	0.00417417	0.0412077	12	12	TJ	E2R3Z9;J9NZ91
54	ANK3	F1PJ90	Ankyrin 3	False	False	False	4	4	3.01792e+08	1.9861e+08	0.596588	0.00941986	0.0447086	0.0060056	0.0507863	16	16	trafficking	F1PJ90;F1PJ98
55	NUP35	J9P1M8	Nucleoporin NUP53	False	False	False	4	4	1.2191e+09	8.1189e+08	0.586426	0.00963565	0.0452421	0.00283731	0.0349506	10	10	IFN;immune	J9P1M8
56	RAC1	P62999	Ras-related C3 botulinum toxin substrate 1	False	False	False	4	4	7.54445e+08	5.06222e+08	0.578443	0.0195632	0.0675145	0.0291602	0.127861	9	9	TJ;trafficking	P62999;F1P7Q4;F1PYQ1
57	RAB6A	J9P652	Uncharacterized protein	False	False	False	4	3	6.15972e+07	1.09385e+08	0.577479	0.547535	0.655335	0.724914	0.810067	2	12	trafficking	J9P652;J9NZU8
58	TBC1D20	J9P5A7	TBC1 domain family member 20	False	False	False	4	4	2.51422e+08	1.7293e+08	0.538376	0.0325031	0.0967576	0.0517412	0.174706	5	5	trafficking	J9P5A7
59	SHROOM2	J9NXX4	Shroom family member 2	False	False	False	4	4	8.9763e+08	6.21492e+08	0.528909	0.0201678	0.0692735	0.0102975	0.0684833	36	37	TJ	J9NXX4;F1Q070
60	TMF1	F6Y4Y7	TATA element modulatory factor 1	False	False	False	4	4	1.11678e+08	7.79965e+07	0.527422	0.0180425	0.0637351	0.0098678	0.0669674	8	8	trafficking	F6Y4Y7
61	KIF23	J9P721	Kinesin-like protein	False	False	False	4	4	1.07735e+08	7.3648e+07	0.518344	0.0396602	0.108958	0.0773329	0.209939	6	6	trafficking	J9P721;F1PML0
62	AFDN	J9NWX6	Afadin, adherens junction formation factor	False	False	False	4	4	4.00542e+08	2.7966e+08	0.517774	0.0239399	0.0777158	0.0146597	0.084409	16	16	TJ	J9NWX6;F1PSU6
63	BAK1	F6PMP8	BCL2 antagonist/killer 1	False	False	False	4	4	6.7091e+08	4.74155e+08	0.493081	0.0749041	0.171793	0.146352	0.325094	6	6	immune	F6PMP8
64	SELENOS	E2QWR7	Selenoprotein S	False	False	False	4	4	1.07284e+08	7.70255e+07	0.488579	0.0270982	0.0853106	0.0166715	0.0923472	4	4	immune	E2QWR7;J9NWN3
65	ACBD3	F1Q2J7	Acyl-CoA binding domain containing 3	False	False	False	4	4	7.28395e+08	5.11225e+08	0.485727	0.037938	0.106228	0.0593332	0.179338	11	11	trafficking	F1Q2J7
66	MIA3	F1PZC1	MIA family member 3, ER export factor	False	False	False	4	4	1.1837e+09	8.46092e+08	0.484892	0.0251881	0.0806904	0.00379395	0.039342	31	31	trafficking	F1PZC1;F1PZC3
67	RAB31	E2R5A5	RAB31, member RAS oncogene family	False	False	False	4	4	3.09932e+08	2.21448e+08	0.484634	0.022921	0.0757571	0.00132124	0.0280847	8	8	trafficking	E2R5A5
68	RAP1A	E2R2M7	RAP1A, member of RAS oncogene family	False	False	False	4	4	3.2667e+08	2.33458e+08	0.482661	0.0300807	0.0917944	0.0117316	0.0737605	3	9	TJ	E2R2M7;F6XEB5
69	STX4	F6V9G5	Syntaxin 4	False	False	False	4	4	5.83492e+08	4.19795e+08	0.481984	0.0236162	0.0770153	0.00795807	0.0606639	10	10	TJ;trafficking;immune	F6V9G5
70	RAB5C	P51147	Ras-related protein Rab-5C	False	False	False	4	4	1.69868e+09	1.2235e+09	0.474953	0.0283148	0.0881262	0.00500068	0.0460335	10	12	trafficking	P51147
71	EGFR	F1PF03	Receptor protein-tyrosine kinase	False	False	False	4	4	3.8573e+08	2.75778e+08	0.46703	0.0401076	0.109149	0.0380219	0.149514	11	12	TJ;trafficking;immune	F1PF03
72	RAB34	F1PDF1	RAB34, member RAS oncogene family	False	False	False	4	4	2.86402e+09	2.09208e+09	0.462698	0.0336966	0.0990969	0.0151577	0.0861869	16	16	trafficking	F1PDF1
73	GOLGA2	F1PAK8	Uncharacterized protein	False	False	False	4	4	1.8132e+09	1.32022e+09	0.462366	0.0281762	0.0878199	0.00448142	0.042632	32	32	trafficking	F1PAK8
74	ATP2C1	E2QTW8	Calcium-transporting ATPase	False	False	False	4	4	1.07415e+09	7.8566e+08	0.450619	0.0409373	0.11047	0.0152116	0.0862255	20	20	immune	E2QTW8
75	DSC3	F1PEF0	Desmocollin 3	False	False	False	4	4	2.83978e+08	2.14462e+08	0.443524	0.068565	0.160793	0.118849	0.282962	11	11	TJ	F1PEF0
76	LRP1	E2R4Q1	LDL receptor related protein 1	False	False	False	4	4	5.1887e+08	3.80475e+08	0.443018	0.0400736	0.109149	0.0102278	0.0683269	23	23	trafficking;immune	E2R4Q1;J9P315
77	NDC1	E2R294	NDC1 transmembrane nucleoporin	False	False	False	4	4	7.23748e+08	5.35892e+08	0.442946	0.0395334	0.10885	0.016219	0.0902979	9	9	IFN;immune	E2R294;E2R293
78	PDIA3	E2RD86	Protein disulfide-isomerase	False	False	False	4	4	3.00638e+09	2.22992e+09	0.436668	0.0521131	0.13148	0.0317465	0.135666	27	27	MHC;immune	E2RD86
79	CNP	F1PYI3	2,3-cyclic-nucleotide 3-phosphodiesterase	False	False	False	4	4	2.12608e+09	1.57375e+09	0.435922	0.0354125	0.102379	0.00111799	0.0261747	19	19	IFN;immune	F1PYI3
80	TRIP11	E2QUU0	Thyroid hormone receptor interactor 11	False	False	False	4	4	4.13085e+08	3.07315e+08	0.435755	0.0409843	0.11047	0.016761	0.0923757	26	26	trafficking	E2QUU0
81	RRAS	E2R5G6	RAS related	False	False	False	4	4	4.0803e+08	3.01018e+08	0.43332	0.0571318	0.139358	0.0418551	0.155747	7	8	TJ	E2R5G6
82	ATP2B1	E2R7S1	Calcium-transporting ATPase	False	False	False	4	4	2.52642e+08	1.87645e+08	0.43127	0.0396891	0.108958	0.00295961	0.0350034	9	9	immune	E2R7S1;J9P8P9
83	NSF	F1P6Z3	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	False	False	False	4	4	5.51235e+08	4.0607e+08	0.426542	0.0527442	0.132382	0.0356511	0.144662	17	17	trafficking	F1P6Z3;E2RFV4
84	RAB10	F2Z4P9	Ras-related protein Rab-10	False	False	False	4	4	1.77848e+09	1.30872e+09	0.424746	0.07347	0.169035	0.0874349	0.229661	11	11	trafficking	F2Z4P9;J9NUV0;P24409
85	MAVS	E2R3V7	Mitochondrial antiviral signaling protein	False	False	False	4	4	1.84612e+09	1.38192e+09	0.417248	0.0485427	0.124559	0.00618178	0.0518227	10	10	IFN;immune	E2R3V7
86	NUP98	E2R4V6	Nucleoporin 98	False	False	False	4	4	8.7215e+07	6.54792e+07	0.413906	0.041754	0.111413	6.90288e-05	0.00801606	5	5	IFN;immune	E2R4V6
87	PATJ	J9JHV1	PATJ, crumbs cell polarity complex component	False	False	False	4	4	1.23548e+09	9.26822e+08	0.411672	0.0475246	0.123314	0.0037881	0.039342	13	13	TJ	J9JHV1;E2QYC9
88	SPTBN2	E2RSI4	Spectrin beta chain	False	False	False	4	4	1.34582e+09	1.01507e+09	0.404848	0.0535547	0.133805	0.0060243	0.0507863	44	44	trafficking	E2RSI4
89	VAMP5	F1Q136	Vesicle associated membrane protein 5	False	False	False	4	4	3.10355e+08	2.3502e+08	0.389808	0.0822757	0.183546	0.0608152	0.180793	5	5	IFN;immune	F1Q136
90	HSP90B1	F1P8N6	Endoplasmin	False	False	False	4	4	5.1222e+09	3.92498e+09	0.389324	0.0784758	0.177748	0.043408	0.157507	46	48	trafficking	F1P8N6;P41148
91	MTHFD2	E2RQ65	Uncharacterized protein	False	False	False	4	4	1.06112e+09	8.2166e+08	0.376676	0.0703209	0.164115	0.0201467	0.102039	13	13	IFN;immune	E2RQ65
92	LAP3	E2RLY5	Leucine aminopeptidase 3	False	False	False	4	4	8.36682e+08	6.43972e+08	0.368587	0.0816959	0.182585	0.0306659	0.132341	21	21	IFN;immune	E2RLY5
93	NUP93	E2RSV7	Nuclear pore complex protein Nup93	False	False	False	4	4	8.61178e+08	6.71168e+08	0.366888	0.0774177	0.176632	0.0205335	0.103281	16	16	IFN;immune	E2RSV7
94	DLG1	F1PCU2	Discs large MAGUK scaffold protein 1	False	False	False	4	4	2.19158e+08	1.75382e+08	0.325922	0.138172	0.246092	0.0852182	0.22519	9	9	TJ	F1PCU2;E2RD72
95	RAB3GAP1	J9NVN6	RAB3 GTPase activating protein catalytic subunit 1	False	False	False	4	4	7.8565e+07	6.24452e+07	0.320834	0.144247	0.246213	0.0971966	0.245857	5	5	trafficking	J9NVN6;E2RK37
96	ADAR	F1PQB2	Adenosine deaminase, RNA specific	False	False	False	4	4	1.26182e+09	1.01285e+09	0.317865	0.121408	0.246092	0.0159186	0.0893194	28	28	IFN;immune	F1PQB2
97	LAMC2	F1PG66	Laminin subunit gamma 2	False	False	False	4	4	1.74785e+09	1.40975e+09	0.315301	0.129729	0.246092	0.0345152	0.141762	37	37	TJ	F1PG66
98	CPD	E2R830	Carboxypeptidase D	False	False	False	4	4	5.50262e+08	4.41025e+08	0.312243	0.134385	0.246092	0.0436182	0.157746	18	18	trafficking	E2R830
99	EPHA2	F1Q4C5	EPH receptor A2	False	False	False	4	4	5.31515e+08	4.2728e+08	0.308659	0.146996	0.247405	0.0639625	0.1866	15	17	TJ	F1Q4C5;F1PX14
100	LLGL2	E2RM32	LLGL2, scribble cell polarity complex component	False	False	False	4	4	3.39388e+08	2.76648e+08	0.299151	0.159639	0.260664	0.0706681	0.198233	14	14	TJ	E2RM32
101	HSPA5	F1PIC7	Uncharacterized protein	False	False	False	4	4	1.05274e+10	8.6035e+09	0.292758	0.1711	0.270888	0.08254	0.22105	44	46	MHC;immune	F1PIC7
102	CTTN	E2RIQ2	Cortactin	False	False	False	4	4	3.20048e+09	2.61048e+09	0.289093	0.162596	0.263494	0.0460262	0.162428	35	35	TJ;trafficking	E2RIQ2
103	STXBP3	E2QUA6	Syntaxin binding protein 3	False	False	False	4	4	7.31972e+08	6.0425e+08	0.273151	0.181616	0.281627	0.0408967	0.154773	16	17	trafficking	E2QUA6
104	DLA88	P18466	DLA class I histocompatibility antigen, A9/A9 alpha chain	False	False	False	4	4	7.67132e+07	6.31395e+07	0.271934	0.243047	0.34644	0.237098	0.420738	5	5	MHC;immune	P18466;L7N049;F1PEZ8;Q5WR11;F1PE32
105	PARD3	F1PFK4	Par-3 family cell polarity regulator	False	False	False	4	4	2.25478e+08	1.8658e+08	0.271014	0.187352	0.287466	0.0473503	0.165764	10	10	TJ	F1PFK4
106	PDE12	E2R412	Phosphodiesterase 12	False	False	False	4	4	2.97475e+08	2.4516e+08	0.26692	0.204034	0.306221	0.106968	0.262384	11	11	IFN;immune	E2R412
107	CAPZB	F1PQS3	Capping actin protein of muscle Z-line subunit beta	False	False	False	4	4	8.01988e+08	6.75318e+08	0.264163	0.232918	0.335942	0.188689	0.359664	15	15	trafficking	F1PQS3
108	AAAS	E2RH68	Aladin WD repeat nucleoporin	False	False	False	4	4	2.60285e+08	2.15615e+08	0.262433	0.221072	0.322685	0.132189	0.305095	7	7	IFN;immune	E2RH68
109	MTIF2	J9P9B1	Mitochondrial translational initiation factor 2	False	False	False	3	3	6.9937e+07	5.6099e+07	0.250027	0.826086	0.889811	0.894249	0.940285	2	2	immune	J9P9B1;E2R3A4
110	SEC22B	E2R8Y3	Uncharacterized protein	False	False	False	4	4	4.36138e+08	3.71138e+08	0.243218	0.253961	0.357572	0.156956	0.339816	8	8	trafficking	E2R8Y3
111	ARFGAP1	E2RHR0	ADP ribosylation factor GTPase activating protein 1	False	False	False	4	4	8.29628e+08	7.03702e+08	0.234307	0.240765	0.344536	0.0375935	0.148743	13	13	trafficking	E2RHR0
112	PTPN1	F1Q1Z8	Tyrosine-protein phosphatase non-receptor type	False	False	False	4	4	7.60635e+08	6.51495e+08	0.225227	0.253941	0.357572	0.0221372	0.10716	17	17	IFN;immune	F1Q1Z8
113	BAIAP2	F1PL36	BAI1 associated protein 2	False	False	False	4	4	1.36898e+08	1.14715e+08	0.219635	0.358245	0.461625	0.389224	0.51983	5	5	TJ	F1PL36;F1PRE0
114	RANBP2	F1PA81	Uncharacterized protein	False	False	False	4	4	1.09593e+09	9.43942e+08	0.215224	0.284858	0.389301	0.0669019	0.190461	42	42	IFN;immune	F1PA81
115	MET	Z4YHE9	Hepatocyte growth factor receptor	False	False	False	4	4	1.95375e+08	1.67592e+08	0.215088	0.300432	0.405518	0.148326	0.327815	9	10	immune	Z4YHE9;Q75ZY9;J9P743
116	RAB2B	E2RLX7	RAB2B, member RAS oncogene family	False	False	False	4	4	4.2039e+08	3.64462e+08	0.207242	0.300722	0.40566	0.06666	0.190407	10	10	trafficking	E2RLX7
117	RAB11FIP1	F6XPC2	Uncharacterized protein	False	False	False	4	4	6.02895e+08	5.22642e+08	0.204987	0.303051	0.407045	0.05481	0.179338	24	24	trafficking	F6XPC2;J9NWU6
118	ATP2A2	O46674	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	False	False	False	4	4	4.51542e+09	3.93562e+09	0.197801	0.320793	0.423594	0.0661973	0.190078	29	38	immune	O46674
119	ITSN2	F1PR68	Intersectin 2	False	False	False	4	4	6.4859e+07	5.60922e+07	0.195438	0.379664	0.481568	0.330581	0.51983	3	3	trafficking	F1PR68
120	PDCD6IP	F1PFG6	Programmed cell death 6 interacting protein	False	False	False	4	4	7.13438e+07	6.55078e+07	0.185748	0.508835	0.616121	0.601098	0.696612	7	7	TJ	F1PFG6
121	GNAI2	P38400	Guanine nucleotide-binding protein G(i) subunit alpha-2	False	False	False	4	4	1.02672e+09	9.02042e+08	0.178576	0.409198	0.5122	0.320934	0.519766	10	13	TJ;immune	P38400
122	NAPG	E2R561	NSF attachment protein gamma	False	False	False	4	4	1.34222e+08	1.18468e+08	0.169955	0.406819	0.510389	0.22743	0.410574	7	7	trafficking	E2R561
123	ZW10	F6UZG3	Zw10 kinetochore protein	False	False	False	4	4	2.59775e+08	2.31628e+08	0.167021	0.458108	0.560907	0.419164	0.54108	7	7	trafficking	F6UZG3
124	JAK1	F1PIY7	Tyrosine-protein kinase	False	False	False	4	4	4.97288e+08	4.38735e+08	0.166389	0.44959	0.5514	0.389563	0.51983	19	21	IFN;immune	F1PIY7;J9P349
125	TJP2	Q95168	Tight junction protein ZO-2	False	False	False	4	4	1.10002e+09	9.79712e+08	0.165685	0.417731	0.520795	0.214178	0.393342	28	28	TJ	Q95168;J9P749;F1PEE3;J9P013
126	PICALM	J9NZJ6	Phosphatidylinositol binding clathrin assembly protein	False	False	False	4	4	9.65122e+08	8.71812e+08	0.165605	0.441285	0.543656	0.357939	0.51983	9	9	trafficking	J9NZJ6;E2RCL7
127	RAB25	E2RQ15	Ras-related protein Rab-25	False	False	False	4	4	2.50975e+08	2.1787e+08	0.159829	0.53388	0.641477	0.592705	0.690911	6	6	trafficking	E2RQ15
128	BNIP1	E2QRY7	BCL2 interacting protein 1	False	False	False	4	4	1.6287e+08	1.46508e+08	0.159619	0.440731	0.543584	0.274483	0.464477	5	5	trafficking	E2QRY7;F6V6Y8
129	NUP155	F6XTD9	Nucleoporin 155	False	False	False	4	4	8.9402e+09	8.2027e+09	0.129898	0.520701	0.627729	0.301726	0.498062	27	27	IFN;immune	F6XTD9
130	GNB2	E2RD95	G protein subunit beta 2	False	False	False	4	4	4.735e+08	4.2826e+08	0.1239	0.639651	0.746651	0.691767	0.782593	6	6	immune	E2RD95;E2RRE2
131	USO1	E2R8C6	USO1 vesicle transport factor	False	False	False	4	4	4.52822e+08	4.18882e+08	0.11248	0.580182	0.689163	0.382207	0.51983	12	12	trafficking	E2R8C6;J9P5F1
132	DOCK9	F1PNV3	Dedicator of cytokinesis 9	False	False	False	4	4	7.31118e+07	6.7351e+07	0.109462	0.58619	0.695544	0.37543	0.51983	5	5	immune	F1PNV3
133	CTNNA1	E2R9S7	Catenin alpha 1	False	False	False	4	4	3.94728e+09	3.65995e+09	0.106047	0.590896	0.700748	0.287592	0.480344	46	50	TJ	E2R9S7
134	JUP	A0A140T8E6	Uncharacterized protein	False	False	False	4	4	3.5818e+09	3.34432e+09	0.101906	0.598178	0.707085	0.187978	0.359619	35	36	TJ	A0A140T8E6
135	HRAS	J9P550	HRas proto-oncogene, GTPase	False	False	False	4	4	5.2962e+07	5.15508e+07	0.0908617	0.76273	0.845845	0.818391	0.885579	2	3	TJ	J9P550
136	STX5	E2R287	Syntaxin 5	False	False	False	4	4	1.54528e+08	1.44018e+08	0.0907445	0.662197	0.76864	0.544158	0.650372	7	7	trafficking	E2R287
137	NECTIN2	F1PWL4	Nectin cell adhesion molecule 2	False	False	False	4	4	1.42532e+08	1.36325e+08	0.0820345	0.70655	0.80157	0.660083	0.752611	9	9	TJ	F1PWL4
