pool,cohorts,purity_method,signature,spearman_rho,spearman_p,n_unadj,partial_rho,partial_p,n_partial,n_vs_claimed,n_within_tolerance,sign_match
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,ESTIMATE,exhaustion,-0.17491974742936164,1.911065454421831e-09,1163,-0.14640147909127518,3.778707206057551e-06,990,-41,True,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,ABSOLUTE,immune_tcell_effector,-0.20033195440412538,5.4040061093881044e-12,1163,-0.2125111776904755,3.7849401234246004e-13,1145,114,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,ABSOLUTE,cytotoxic,-0.17734281801075344,1.1311403122583865e-09,1163,-0.1876779197873145,1.5759484502019744e-10,1145,114,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,ABSOLUTE,exhaustion,-0.17491974742936164,1.911065454421831e-09,1163,-0.19374968374313048,3.875418018286586e-11,1145,114,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,CPE,immune_tcell_effector,-0.20033195440412538,5.4040061093881044e-12,1163,-0.20330822729406245,2.631329679083371e-12,1163,132,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,CPE,cytotoxic,-0.17734281801075344,1.1311403122583865e-09,1163,-0.17679025847891475,1.2966067261697493e-09,1163,132,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,CPE,exhaustion,-0.17491974742936164,1.911065454421831e-09,1163,-0.18311563763860253,3.2035196506788997e-10,1163,132,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,ESTIMATE_or_ABSOLUTE,immune_tcell_effector,-0.20033195440412538,5.4040061093881044e-12,1163,-0.18722672722136408,1.2800350031879404e-10,1162,131,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,ESTIMATE_or_ABSOLUTE,cytotoxic,-0.17734281801075344,1.1311403122583865e-09,1163,-0.16072080838920236,3.665665220978819e-08,1162,131,False,True
PanCan_plus_OncoSG,TCGA_LUAD_PanCan+TCGA_LUSC_PanCan+OncoSG_LUAD,ESTIMATE_or_ABSOLUTE,exhaustion,-0.17491974742936164,1.911065454421831e-09,1163,-0.16476866924447933,1.634369211597626e-08,1162,131,False,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ESTIMATE,immune_tcell_effector,-0.165528127829411,1.0869551208688518e-07,1018,-0.16727801202194081,8.542843593688336e-08,1014,-17,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ESTIMATE,cytotoxic,-0.13231394934971616,2.2848055645611002e-05,1018,-0.12561442950060886,6.0985105026447384e-05,1014,-17,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ESTIMATE,exhaustion,-0.12862087648589604,3.857434087592584e-05,1018,-0.14211254881575508,5.609719976264936e-06,1014,-17,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ABSOLUTE,immune_tcell_effector,-0.165528127829411,1.0869551208688518e-07,1018,-0.20021581623449486,1.8244938477426086e-10,997,-34,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ABSOLUTE,cytotoxic,-0.13231394934971616,2.2848055645611002e-05,1018,-0.16509541194426824,1.6077159268517274e-07,997,-34,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ABSOLUTE,exhaustion,-0.12862087648589604,3.857434087592584e-05,1018,-0.17670791811953562,1.976564823164132e-08,997,-34,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,CPE,immune_tcell_effector,-0.165528127829411,1.0869551208688518e-07,1018,-0.19191102963103576,7.095101135365831e-10,1016,-15,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,CPE,cytotoxic,-0.13231394934971616,2.2848055645611002e-05,1018,-0.15248062518209482,1.0583364619757209e-06,1016,-15,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,CPE,exhaustion,-0.12862087648589604,3.857434087592584e-05,1018,-0.16835937550254326,6.824843982349885e-08,1016,-15,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ESTIMATE_or_ABSOLUTE,immune_tcell_effector,-0.165528127829411,1.0869551208688518e-07,1018,-0.1601666551666478,2.8644358199925004e-07,1017,-14,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ESTIMATE_or_ABSOLUTE,cytotoxic,-0.13231394934971616,2.2848055645611002e-05,1018,-0.1179961409303242,0.0001634804634468121,1017,-14,True,True
Firehose_LUAD_LUSC,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose,ESTIMATE_or_ABSOLUTE,exhaustion,-0.12862087648589604,3.857434087592584e-05,1018,-0.130547779678714,2.993891358198462e-05,1017,-14,True,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ESTIMATE,immune_tcell_effector,-0.19907036042415371,4.494229890984454e-12,1187,-0.16727801202194081,8.542843593688336e-08,1014,-17,True,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ESTIMATE,cytotoxic,-0.17470892010213002,1.3650945171274054e-09,1187,-0.12561442950060886,6.0985105026447384e-05,1014,-17,True,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ESTIMATE,exhaustion,-0.17328879052152488,1.8606748836431979e-09,1187,-0.14211254881575508,5.609719976264936e-06,1014,-17,True,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ABSOLUTE,immune_tcell_effector,-0.19907036042415371,4.494229890984454e-12,1187,-0.213743855425465,1.6675164817717937e-13,1166,135,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ABSOLUTE,cytotoxic,-0.17470892010213002,1.3650945171274054e-09,1187,-0.1875926603424639,1.0934576660836399e-10,1166,135,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ABSOLUTE,exhaustion,-0.17328879052152488,1.8606748836431979e-09,1187,-0.1950767628724899,1.86969696281732e-11,1166,135,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,CPE,immune_tcell_effector,-0.19907036042415371,4.494229890984454e-12,1187,-0.20146871334332425,2.6161242417724274e-12,1185,154,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,CPE,cytotoxic,-0.17470892010213002,1.3650945171274054e-09,1187,-0.17356000522967877,1.838726213833529e-09,1185,154,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,CPE,exhaustion,-0.17328879052152488,1.8606748836431979e-09,1187,-0.18085809056167568,3.6480529806962024e-10,1185,154,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ESTIMATE_or_ABSOLUTE,immune_tcell_effector,-0.19907036042415371,4.494229890984454e-12,1187,-0.18518657127889684,1.3296423734219625e-10,1186,155,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ESTIMATE_or_ABSOLUTE,cytotoxic,-0.17470892010213002,1.3650945171274054e-09,1187,-0.15699009916927745,5.565925442560713e-08,1186,155,False,True
Firehose_plus_OncoSG,TCGA_LUAD_Firehose+TCGA_LUSC_Firehose+OncoSG_LUAD,ESTIMATE_or_ABSOLUTE,exhaustion,-0.17328879052152488,1.8606748836431979e-09,1187,-0.16187347872752456,2.101656919849759e-08,1186,155,False,True
