group	tismo_label	cell_line	gse_id	mouse_treatment	n_baseline	n_treated	n_responders	n_nonresponders	treated_classes	mean_baseline	mean_treated	median_baseline	median_treated	delta_mean	delta_median	direction	cancer_type	cancer_bucket
CT26_ERP114266_day14_antiCTLA4&antiPDL1	CT26_ERP114266_day14_antiCTLA4&antiPDL1(n=10)	CT26	ERP114266	antiPDL1; antiCTL4;	5	5	5	0	Responders	0.08374363448948113	0.43952350563367426	0.0874537930231873	0.152264920111525	0.3557798711441931	0.06481112708833771	up	Colorectal carcinoma	Colorectal carcinoma
LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	LLC	GSE155972	antiPD1; antiCTL4;	10	7	7	0	Responders	0.26720103590172417	0.6008010386252158	0.13742334990546	0.138449148826943	0.33360000272349166	0.0010257989214829955	up	Lung carcinoma	Lung carcinoma
BNL-MEA_GSE148947_regorafenib_5_antiPD1	BNL-MEA_GSE148947_regorafenib_5_antiPD1(n=6)	BNL-MEA	GSE148947	antiPD1; regorafenib_5;	3	3	3	0	Responders	0.3894955993823317	0.7123454113447806	0.336137111169699	0.813119939123847	0.3228498119624489	0.4769828279541479	up	Hepatocellular carcinoma	Hepatocellular carcinoma
T11_GSE124821_UV_day7_antiCTLA4&antiPD1	T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	0.48075480872890597	0.7730771214372439	0.3880316039153	0.8339207701112805	0.292322312708338	0.4458891661959805	up	Mammary cancer, NOS	Mammary (pooled)
YTN16_GSE146027_anti_IL17_day10_antiPD1	YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8)	YTN16	GSE146027	antiPD1; antiIL17	4	4	4	0	Responders	0.9864255019440428	1.2754117868132027	0.9029634119815745	1.30995992312823	0.2889862848691599	0.40699651114665547	up	Gastric adenocarcinoma	Gastric adenocarcinoma
CT26_GSE153239_FcS_antiTGFb_antiPD1	CT26_GSE153239_FcS_antiTGFb_antiPD1(n=10)	CT26	GSE153239	antiTGFb; antiPD1 FcS;	5	5	5	0	Responders	0.40726674503123766	0.6708006399438484	0.0087501672858076	0.15600421057879	0.26353389491261076	0.1472540432929824	up	Colorectal carcinoma	Colorectal carcinoma
KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1	KPB25L_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7)	KPB25L	GSE124821	antiPD1; antiCTLA4;	4	3	3	0	Responders	4.99337729084064	5.239179754576163	4.976323987467775	4.93435887217286	0.24580246373552317	-0.0419651152949152	up	Mammary cancer, NOS	Mammary (pooled)
EMT6_GSE107801_antiPDL1	EMT6_GSE107801_antiPDL1(n=20)	EMT6	GSE107801	antiPDL1;	10	10	10	0	Responders	0.21473811868799192	0.45843769101455356	0.1674362528013275	0.22548122532937198	0.24369957232656164	0.05804497252804447	up	Mammary carcinoma	Mammary (pooled)
T11_GSE124821_UV_day3_antiCTLA4&antiPD1	T11_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7)	T11	GSE124821	antiPD1; antiCTLA4;	4	3	3	0	Responders	0.1460028748812642	0.3650869964384477	0.12989840914805587	0.40496087237685	0.21908412155718351	0.27506246322879413	up	Mammary cancer, NOS	Mammary (pooled)
CT26_GSE153239_FcS_antiPD1	CT26_GSE153239_FcS_antiPD1(n=10)	CT26	GSE153239	antiPD1_FcS	5	5	0	5	Non-responders	0.2936265918777111	0.47664327082002866	0.43986022345491	0.379810127166109	0.18301667894231755	-0.06005009628880098	up	Colorectal carcinoma	Colorectal carcinoma
T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1	T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	0.0687192597445351	0.21920802218765834	0.0791922607965437	0.2064253732064587	0.15048876244312323	0.127233112409915	up	Mammary cancer, NOS	Mammary (pooled)
4T1_GSE130472_young_antiPDL1	4T1_GSE130472_young_antiPDL1(n=17)	4T1	GSE130472	antiPDL1; young;	7	10	10	0	Responders	5.477910590715585	5.608436736607784	5.50943306211066	5.67991410956419	0.13052614589219846	0.17048104745352965	up	Mammary carcinoma	Mammary (pooled)
402230_GSE148856_antiPD1	402230_GSE148856_antiPD1(n=8)	402230	GSE148856	antiPD1	4	4	0	4	Non-responders	0.062426122840972154	0.16170368606383562	0.0471920173235723	0.16738151036613774	0.09927756322286346	0.12018949304256545	up	Sarcoma	Sarcoma
LLC_GSE155972_antiCTLA4&antiPD1	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	LLC	GSE155972	antiPD1; antiCTL4;	10	6	0	6	Non-responders	0.12803456322983156	0.20872810220200658	0.0929870451034409	0.20070759537315302	0.08069353897217502	0.10772055026971213	up	Lung carcinoma	Lung carcinoma
B16_GSE152925_swainsonine_antiPDL1	B16_GSE152925_swainsonine_antiPDL1(n=6)	B16	GSE152925	antiPDL1; swainsonine	3	3	3	0	Responders	0.07334788101872633	0.15290240243163725	0.0	0.0450009312387138	0.07955452141291092	0.0450009312387138	up	Melanoma	Melanoma
4T1_GSE137818_Brca2_KO_antiPD1	4T1_GSE137818_Brca2_KO_antiPD1(n=8)	4T1	GSE137818	antiPD1	5	3	3	0	Responders	7.650635802905315	7.725200165328396	7.61252217186314	7.73726729199355	0.0745643624230814	0.12474512013041039	up	Mammary carcinoma	Mammary (pooled)
T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1	T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	0.43886252111421586	0.5133300696725511	0.3994574914370145	0.546173315237498	0.07446754855833526	0.14671582380048354	up	Mammary cancer, NOS	Mammary (pooled)
B16_GSE150401_MDK_knockdown_antiPD1	B16_GSE150401_MDK_knockdown_antiPD1(n=8)	B16	GSE150401	antiPD1	4	4	4	0	Responders	0.0	0.07422023008169075	0.0	0.0	0.07422023008169075	0.0	up	Melanoma	Melanoma
B16_GSE151829_antiCTLA4	B16_GSE151829_antiCTLA4(n=9)	B16	GSE151829	antiCTLA4	3	6	6	0	Responders	0.04129928145875606	0.10388464706408816	0.0425219232427201	0.0896624137967114	0.0625853656053321	0.047140490553991304	up	Melanoma	Melanoma
B16_GSE149825_antiCTLA4&antiPD1	B16_GSE149825_antiCTLA4&antiPD1(n=6)	B16	GSE149825	antiPD1; antiCTLA4;	3	3	3	0	Responders	0.0	0.017317774064741366	0.0	0.0	0.017317774064741366	0.0	up	Melanoma	Melanoma
B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1	B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1(n=6)	B16	GSE109485	antiPD1; antiCTLA4; intra&extracranial;	3	3	3	0	Responders	0.0	0.0005918980905810334	0.0	0.0005535795256006	0.0005918980905810334	0.0005535795256006	up	Melanoma	Melanoma
B16_GSE150401_antiPD1	B16_GSE150401_antiPD1(n=8)	B16	GSE150401	antiPD1	4	4	0	4	Non-responders	0.0	0.0	0.0	0.0	0.0	0.0	tie	Melanoma	Melanoma
B16_GSE152925_Man2a1_KO_antiPDL1	B16_GSE152925_Man2a1_KO_antiPDL1(n=6)	B16	GSE152925	antiPDL1	3	3	3	0	Responders	0.0	0.0	0.0	0.0	0.0	0.0	tie	Melanoma	Melanoma
B16_GSE109485_intracranial_antiCTLA4&antiPD1	B16_GSE109485_intracranial_antiCTLA4&antiPD1(n=6)	B16	GSE109485	antiPD1; antiCTLA4; intracranial;	3	3	0	3	Non-responders	0.0006103877145249666	0.0	0.0	0.0	-0.0006103877145249666	0.0	down	Melanoma	Melanoma
MC38_GSE172162_exercise_antiPD1	MC38_GSE172162_exercise_antiPD1(n=8)	MC38	GSE172162	antiPD1; exercise	4	4	4	0	Responders	0.01227009468723	0.008352666095568225	0.0	0.0	-0.003917428591661776	0.0	down	Colorectal carcinoma	Colorectal carcinoma
MC38_GSE93017_antiPDL1	MC38_GSE93017_antiPDL1(n=6)	MC38	GSE93017	antiPDL1	3	3	3	0	Responders	0.08786849771900233	0.0806197927224359	0.0	0.0991324192003727	-0.007248704996566435	0.0991324192003727	down	Colorectal carcinoma	Colorectal carcinoma
MC38_GSE172162_antiPD1	MC38_GSE172162_antiPD1(n=8)	MC38	GSE172162	antiPD1	4	4	4	0	Responders	0.00729893102448615	0.0	0.0	0.0	-0.00729893102448615	0.0	down	Colorectal carcinoma	Colorectal carcinoma
4T1_GSE132529_antiPD1	4T1_GSE132529_antiPD1(n=6)	4T1	GSE132529	antiPD1	3	3	0	3	Non-responders	6.870862547908357	6.8577733306809465	6.69924746219443	6.96539942547292	-0.013089217227410188	0.26615196327848967	down	Mammary carcinoma	Mammary (pooled)
4T1_GSE130472_old_antiCTLA4	4T1_GSE130472_old_antiCTLA4(n=15)	4T1	GSE130472	antiCTLA4; old;	7	8	0	8	Non-responders	6.069634781563109	6.056395227828862	6.10319272346033	6.10933822846104	-0.013239553734247345	0.006145505000709761	down	Mammary carcinoma	Mammary (pooled)
B16_GSE152925_antiPDL1	B16_GSE152925_antiPDL1(n=12)	B16	GSE152925	antiPDL1	6	6	0	6	Non-responders	0.021235350504255197	0.0030393653574435665	0.0	0.0	-0.01819598514681163	0.0	down	Melanoma	Melanoma
YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2	YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7)	YUMM1.7	GSE103725	BRAFi; antiPDL2;	3	4	2	2	Non-responders,Responders	0.07508670675454167	0.0536043475666061	0.0	0.0338198692588792	-0.02148235918793557	0.0338198692588792	down	Melanoma	Melanoma
E0771_GSE174053_high.fat.diet_antiPD1	E0771_GSE174053_high.fat.diet_antiPD1(n=16)	E0771	GSE174053	antiPD1; high.fat.diet;	8	8	0	8	Non-responders	0.8743712081873632	0.8382443371357469	0.1828571742151165	0.672658719764025	-0.03612687105161638	0.48980154554890853	down	Mammary adenocarcinoma	Mammary (pooled)
4T1_GSE137818_Brca1_KO_antiPD1	4T1_GSE137818_Brca1_KO_antiPD1(n=10)	4T1	GSE137818	antiPD1	5	5	0	5	Non-responders	8.041262329779764	7.962424593227169	7.99579756340907	7.9664555545573	-0.07883773655259496	-0.02934200885176974	down	Mammary carcinoma	Mammary (pooled)
402230_GSE148856_radiation_antiPD1	402230_GSE148856_radiation_antiPD1(n=8)	402230	GSE148856	antiPD1; radiation;	4	4	4	0	Responders	0.23825551047153581	0.15458144114316524	0.224304611504716	0.0693390930473855	-0.08367406932837057	-0.1549655184573305	down	Sarcoma	Sarcoma
T11_GSE124821_end_antiCTLA4&antiPD1	T11_GSE124821_end_antiCTLA4&antiPD1(n=10)	T11	GSE124821	antiPD1; antiCTLA4;	5	5	0	5	Non-responders	0.2905390590170265	0.20306492981144392	0.0568734254532085	0.040843346627065	-0.08747412920558256	-0.016030078826143497	down	Mammary cancer, NOS	Mammary (pooled)
D4M.3A.3_GSE159344_antiPD1	D4M.3A.3_GSE159344_antiPD1(n=6)	D4M.3A.3	GSE159344	antiPD1	3	3	0	3	Non-responders	0.09632113449793633	0.0	0.141725747302057	0.0	-0.09632113449793633	-0.141725747302057	down	Melanoma	Melanoma
p53-2225L_GSE124821_end_antiCTLA4&antiPD1	p53-2225L_GSE124821_end_antiCTLA4&antiPD1(n=9)	p53-2225L	GSE124821	antiPD1; antiCTLA4;	6	3	0	3	Non-responders	7.1924304029985	7.094858643919037	6.998770803938545	7.24561790414055	-0.09757175907946358	0.24684710020200562	down	Mammary cancer, NOS	Mammary (pooled)
CT26_ERP114266_day7_antiCTLA4&antiPDL1	CT26_ERP114266_day7_antiCTLA4&antiPDL1(n=10)	CT26	ERP114266	antiPDL1; antiCTL4;	5	5	5	0	Responders	0.8635409095247837	0.7287512934632199	0.458136562883781	0.165131133893957	-0.1347896160615638	-0.293005428989824	down	Colorectal carcinoma	Colorectal carcinoma
T11_GSE124821_UV_end_antiCTLA4&antiPD1	T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9)	T11	GSE124821	antiPD1; antiCTLA4;	4	5	5	0	Responders	0.553389462325364	0.408287305294665	0.6412169930905975	0.3415303869973	-0.145102157030699	-0.29968660609329756	down	Mammary cancer, NOS	Mammary (pooled)
4T1_GSE130472_old_antiPDL1	4T1_GSE130472_old_antiPDL1(n=15)	4T1	GSE130472	antiPDL1; old;	7	8	0	8	Non-responders	6.069634781563109	5.909861270494183	6.10319272346033	5.65230546565025	-0.15977351106892623	-0.45088725781007977	down	Mammary carcinoma	Mammary (pooled)
B16_GSE151829_Aire_KO_antiCTLA4	B16_GSE151829_Aire_KO_antiCTLA4(n=11)	B16	GSE151829	antiCTLA4	5	6	6	0	Responders	0.3067418052196312	0.13393350758353934	0.213083798709614	0.067858791673807	-0.17280829763609185	-0.14522500703580699	down	Melanoma	Melanoma
KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1	KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1(n=10)	KPB25L	GSE124821	antiPD1; antiCTLA4;	4	6	6	0	Responders	3.7428033598192023	3.5385546534677754	3.605122561058423	4.52404342655611	-0.2042487063514269	0.9189208654976873	down	Mammary cancer, NOS	Mammary (pooled)
T11_GSE124821_day3_antiCTLA4&antiPD1	T11_GSE124821_day3_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	0	4	Non-responders	0.38341037208189027	0.10824127226688234	0.1386172103701514	0.06371769782288761	-0.2751690998150079	-0.07489951254726379	down	Mammary cancer, NOS	Mammary (pooled)
CT26_GSE139475_antiPD1	CT26_GSE139475_antiPD1(n=14)	CT26	GSE139475	antiPD1	5	9	5	4	Non-responders,Responders	1.074877193479072	0.7196925791129607	1.14179216114684	0.768022979415869	-0.35518461436611126	-0.37376918173097107	down	Colorectal carcinoma	Colorectal carcinoma
KPB25L_GSE124821_end_antiCTLA4&antiPD1	KPB25L_GSE124821_end_antiCTLA4&antiPD1(n=9)	KPB25L	GSE124821	antiPD1; antiCTLA4;	6	3	3	0	Responders	7.042788403929737	6.677427960786484	6.797814259503889	6.61265884722995	-0.36536044314325267	-0.1851554122739394	down	Mammary cancer, NOS	Mammary (pooled)
KPB25L_GSE124821_day7_antiCTLA4&antiPD1	KPB25L_GSE124821_day7_antiCTLA4&antiPD1(n=8)	KPB25L	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	6.60477798042025	6.220481558311325	6.731727721928889	6.153254709008355	-0.38429642210892556	-0.5784730129205347	down	Mammary cancer, NOS	Mammary (pooled)
4T1_GSE130472_young_antiCTLA4	4T1_GSE130472_young_antiCTLA4(n=19)	4T1	GSE130472	antiCTLA4; young;	7	12	12	0	Responders	5.477910590715585	5.0625940085278485	5.50943306211066	5.15621798179498	-0.4153165821877369	-0.35321508031567994	down	Mammary carcinoma	Mammary (pooled)
YTN16_GSE146027_day10_antiPD1	YTN16_GSE146027_day10_antiPD1(n=8)	YTN16	GSE146027	antiPD1	4	4	0	4	Non-responders	1.5323433375286375	1.0878747763168308	1.55676392723924	1.091529689442325	-0.44446856121180667	-0.465234237796915	down	Gastric adenocarcinoma	Gastric adenocarcinoma
KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1	KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1(n=10)	KPB25L	GSE124821	antiPD1; antiCTLA4;	6	4	4	0	Responders	6.758494650473035	5.6035902436552005	7.5766482367570696	6.02748638329944	-1.1549044068178347	-1.5491618534576297	down	Mammary cancer, NOS	Mammary (pooled)
KPB25L_GSE124821_day3_antiCTLA4&antiPD1	KPB25L_GSE124821_day3_antiCTLA4&antiPD1(n=10)	KPB25L	GSE124821	antiPD1; antiCTLA4;	5	5	5	0	Responders	6.488255875465209	5.035062679020874	6.5597071918641	4.09155284944799	-1.4531931964443352	-2.46815434241611	down	Mammary cancer, NOS	Mammary (pooled)
YTN16_GSE146027_day21_antiCTLA4	YTN16_GSE146027_day21_antiCTLA4(n=10)	YTN16	GSE146027	antiCTLA4	5	5	5	0	Responders	6.065160740408489	4.344375541065988	6.23081676614005	4.45032966097183	-1.720785199342501	-1.7804871051682198	down	Gastric adenocarcinoma	Gastric adenocarcinoma
