group	tismo_label	cell_line	gse_id	mouse_treatment	n_baseline	n_treated	n_responders	n_nonresponders	treated_classes	mean_baseline	mean_treated	median_baseline	median_treated	delta_mean	delta_median	direction	cancer_type
B16_GSE151829_Aire_KO_antiCTLA4	B16_GSE151829_Aire_KO_antiCTLA4(n=11)	B16	GSE151829	antiCTLA4	5	6	6	0	Responders	0.6228288226342723	1.0310100854793471	0.776238848933823	0.730170707224903	0.40818126284507483	-0.04606814170892004	up	Melanoma
KPB25L_GSE124821_end_antiCTLA4&antiPD1	KPB25L_GSE124821_end_antiCTLA4&antiPD1(n=9)	KPB25L	GSE124821	antiPD1; antiCTLA4;	6	3	3	0	Responders	3.4126520817840915	3.78826684370036	3.5587643125654997	4.26169643735673	0.3756147619162684	0.7029321247912304	up	Mammary cancer, NOS
CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1	CT26_GSE153239_FcS_antiGARP:TGFb_FcD_antiPD1(n=10)	CT26	GSE153239	antiGARP:TGFb FcD; antiPD1 FcS;	5	5	5	0	Responders	0.261835637001249	0.6199550142686849	0.19668510468779	0.443338881278346	0.3581193772674359	0.24665377659055598	up	Colorectal carcinoma
CT26_ERP114266_day7_antiCTLA4&antiPDL1	CT26_ERP114266_day7_antiCTLA4&antiPDL1(n=10)	CT26	ERP114266	antiPDL1; antiCTL4;	5	5	5	0	Responders	1.2147556112925646	1.532631748140728	0.480306402118443	0.357836766320015	0.3178761368481633	-0.12246963579842801	up	Colorectal carcinoma
KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1	KPB25L_GSE124821_UV_day7_antiCTLA4&antiPD1(n=10)	KPB25L	GSE124821	antiPD1; antiCTLA4;	4	6	6	0	Responders	1.9267391105229015	2.2441641278254147	1.7015899288239875	2.5102673166574148	0.31742501730251327	0.8086773878334272	up	Mammary cancer, NOS
T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1	T11_GSE124821_Apobec_day7_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	0.10494176922714632	0.3964290828959	0.01042709353438265	0.36234716212489304	0.2914873136687537	0.3519200685905104	up	Mammary cancer, NOS
CT26_GSE153239_FcS_antiTGFb_antiPD1	CT26_GSE153239_FcS_antiTGFb_antiPD1(n=10)	CT26	GSE153239	antiTGFb; antiPD1 FcS;	5	5	5	0	Responders	0.2696775919165601	0.5547914329982612	0.263049928553122	0.276267275006927	0.28511384108170107	0.013217346453805012	up	Colorectal carcinoma
CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1	CT26_GSE153239_FcS_antiGARP:TGFb_WT_antiPD1(n=10)	CT26	GSE153239	antiGARP:TGFb WT; antiPD1 FcS;	5	5	5	0	Responders	0.18921112023409634	0.4656884624358647	0.170755459657288	0.21651768478215	0.27647734220176834	0.045762225124862	up	Colorectal carcinoma
T11_GSE124821_Apobec_end_antiCTLA4&antiPD1	T11_GSE124821_Apobec_end_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	0.09251530525424052	0.34444681183323594	0.02159111120164255	0.28336965461585195	0.25193150657899543	0.2617785434142094	up	Mammary cancer, NOS
402230_GSE148856_antiPD1	402230_GSE148856_antiPD1(n=8)	402230	GSE148856	antiPD1	4	4	0	4	Non-responders	0.35402865800400896	0.5920764417419231	0.3434807777595295	0.668633588210434	0.23804778373791413	0.32515281045090444	up	Sarcoma
B16_GSE150401_MDK_knockdown_antiPD1	B16_GSE150401_MDK_knockdown_antiPD1(n=8)	B16	GSE150401	antiPD1	4	4	4	0	Responders	0.0	0.21215404398300575	0.0	0.1621063958169895	0.21215404398300575	0.1621063958169895	up	Melanoma
B16_GSE151829_antiCTLA4	B16_GSE151829_antiCTLA4(n=9)	B16	GSE151829	antiCTLA4	3	6	6	0	Responders	0.14111845486978783	0.34690976943646173	0.115827599152482	0.321601607789782	0.2057913145666739	0.20577400863729997	up	Melanoma
T11_GSE124821_UV_day3_antiCTLA4&antiPD1	T11_GSE124821_UV_day3_antiCTLA4&antiPD1(n=7)	T11	GSE124821	antiPD1; antiCTLA4;	4	3	3	0	Responders	0.1026740683924566	0.30399366698476965	0.07360314424602721	0.319764739447131	0.20131959859231305	0.2461615952011038	up	Mammary cancer, NOS
4T1_GSE130472_young_antiCTLA4	4T1_GSE130472_young_antiCTLA4(n=19)	4T1	GSE130472	antiCTLA4; young;	7	12	12	0	Responders	1.828002337047947	2.022329043801921	2.0041692956078	2.042084475065975	0.1943267067539738	0.03791517945817491	up	Mammary carcinoma
402230_GSE148856_radiation_antiPD1	402230_GSE148856_radiation_antiPD1(n=8)	402230	GSE148856	antiPD1; radiation;	4	4	4	0	Responders	0.7853871758966535	0.9710154722618483	0.717414095291941	0.9763494979905245	0.18562829636519473	0.2589354026985835	up	Sarcoma
p53-2336R_GSE124821_day3_antiCTLA4&antiPD1	p53-2336R_GSE124821_day3_antiCTLA4&antiPD1(n=8)	p53-2336R	GSE124821	antiPD1; antiCTLA4;	3	5	0	5	Non-responders	0.0	0.17639883432466702	0.0	0.0	0.17639883432466702	0.0	up	Mammary cancer, NOS
D4M.3A.3_GSE159344_antiPD1	D4M.3A.3_GSE159344_antiPD1(n=6)	D4M.3A.3	GSE159344	antiPD1	3	3	0	3	Non-responders	0.049577902420543996	0.21097662239110068	0.0	0.191002897726662	0.1613987199705567	0.191002897726662	up	Melanoma
CT26_GSE153239_FcS_antiPD1	CT26_GSE153239_FcS_antiPD1(n=10)	CT26	GSE153239	antiPD1_FcS	5	5	0	5	Non-responders	0.2201852447206285	0.3752578004740946	0.154330652833521	0.460429307496847	0.15507255575346612	0.30609865466332603	up	Colorectal carcinoma
YTN16_GSE146027_anti_IL17_day10_antiPD1	YTN16_GSE146027_anti_IL17_day10_antiPD1(n=8)	YTN16	GSE146027	antiPD1; antiIL17	4	4	4	0	Responders	1.2627168801482025	1.4053435272237125	1.26805377005716	1.47943191746601	0.14262664707550998	0.21137814740885008	up	Gastric adenocarcinoma
T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1	T11_GSE124821_Apobec_day3_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	0.24153950286932843	0.3745505974293625	0.2359462401717129	0.34704131928100046	0.13301109456003404	0.11109507910928756	up	Mammary cancer, NOS
YTN16_GSE146027_day10_antiPD1	YTN16_GSE146027_day10_antiPD1(n=8)	YTN16	GSE146027	antiPD1	4	4	0	4	Non-responders	1.0798943046149072	1.2126212403190129	1.03311639467173	1.27678568719933	0.13272693570410565	0.24366929252759983	up	Gastric adenocarcinoma
LLC_GSE155972_antiCTLA4&antiPD1	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	LLC	GSE155972	antiPD1; antiCTL4;	10	6	0	6	Non-responders	0.15694832791755048	0.28954265590410805	0.07891508807559125	0.297849969636445	0.13259432798655757	0.21893488156085375	up	Lung carcinoma
MC38_GSE93017_antiPDL1	MC38_GSE93017_antiPDL1(n=6)	MC38	GSE93017	antiPDL1	3	3	3	0	Responders	0.0	0.09954429880361666	0.0	0.14928913405771	0.09954429880361666	0.14928913405771	up	Colorectal carcinoma
T11_GSE124821_day7_antiCTLA4&antiPD1	T11_GSE124821_day7_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	0	4	Non-responders	0.2016015812206086	0.277320336994813	0.194962999482176	0.3215850312077385	0.07571875577420442	0.12662203172556252	up	Mammary cancer, NOS
KPB25L_GSE124821_day3_antiCTLA4&antiPD1	KPB25L_GSE124821_day3_antiCTLA4&antiPD1(n=10)	KPB25L	GSE124821	antiPD1; antiCTLA4;	5	5	5	0	Responders	3.029181049806108	3.0910298932539133	3.14075395637055	3.08136689931215	0.06184884344780528	-0.05938705705839986	up	Mammary cancer, NOS
YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2	YUMM1.7_GSE103725_BRAF.inhibitor_antiPDL2(n=7)	YUMM1.7	GSE103725	BRAFi; antiPDL2;	3	4	2	2	Non-responders,Responders	0.06187295047089236	0.12016964543363072	0.0655941453224401	0.08236495502065394	0.05829669496273836	0.016770809698213845	up	Melanoma
4T1_GSE137818_Brca2_KO_antiPD1	4T1_GSE137818_Brca2_KO_antiPD1(n=8)	4T1	GSE137818	antiPD1	5	3	3	0	Responders	4.16174288745599	4.219715199100553	3.92360076832232	4.25409640102182	0.05797231164456296	0.3304956326994999	up	Mammary carcinoma
B16_GSE150401_antiPD1	B16_GSE150401_antiPD1(n=8)	B16	GSE150401	antiPD1	4	4	0	4	Non-responders	0.0	0.0574797835081895	0.0	0.0	0.0574797835081895	0.0	up	Melanoma
EMT6_GSE107801_antiPDL1	EMT6_GSE107801_antiPDL1(n=20)	EMT6	GSE107801	antiPDL1;	10	10	10	0	Responders	0.14814397911812333	0.19311695139532664	0.1007223640994256	0.1503856554008045	0.044972972277203316	0.049663291301378906	up	Mammary carcinoma
T11_GSE124821_UV_day7_antiCTLA4&antiPD1	T11_GSE124821_UV_day7_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	0.4073534407815702	0.44660604537001763	0.213621311602647	0.4132111016896205	0.039252604588447426	0.1995897900869735	up	Mammary cancer, NOS
BNL-MEA_GSE148947_regorafenib_5_antiPD1	BNL-MEA_GSE148947_regorafenib_5_antiPD1(n=6)	BNL-MEA	GSE148947	antiPD1; regorafenib_5;	3	3	3	0	Responders	0.05333403157349123	0.0856724437193928	0.0449661875199237	0.0604735557997394	0.032338412145901566	0.015507368279815699	up	Hepatocellular carcinoma
B16_GSE152925_Man2a1_KO_antiPDL1	B16_GSE152925_Man2a1_KO_antiPDL1(n=6)	B16	GSE152925	antiPDL1	3	3	3	0	Responders	0.0	0.020458133410393733	0.0	0.0	0.020458133410393733	0.0	up	Melanoma
MC38_GSE172162_antiPD1	MC38_GSE172162_antiPD1(n=8)	MC38	GSE172162	antiPD1	4	4	4	0	Responders	0.015763892114444476	0.035893998652544695	0.0	0.03181089454898895	0.02013010653810022	0.03181089454898895	up	Colorectal carcinoma
B16_GSE109485_intracranial_antiCTLA4&antiPD1	B16_GSE109485_intracranial_antiCTLA4&antiPD1(n=6)	B16	GSE109485	antiPD1; antiCTLA4; intracranial;	3	3	0	3	Non-responders	0.0023855947572956667	0.019042874566411766	0.0020016382809721	0.0251171055882165	0.016657279809116098	0.0231154673072444	up	Melanoma
B16_GSE152925_antiPDL1	B16_GSE152925_antiPDL1(n=12)	B16	GSE152925	antiPDL1	6	6	0	6	Non-responders	0.0	0.013112900419935384	0.0	0.0	0.013112900419935384	0.0	up	Melanoma
4T1_GSE132529_antiPD1	4T1_GSE132529_antiPD1(n=6)	4T1	GSE132529	antiPD1	3	3	0	3	Non-responders	4.60635116464027	4.618043517048983	4.71476550712754	4.50430625408492	0.011692352408712914	-0.21045925304261992	up	Mammary carcinoma
E0771_GSE174053_high.fat.diet_antiPD1	E0771_GSE174053_high.fat.diet_antiPD1(n=16)	E0771	GSE174053	antiPD1; high.fat.diet;	8	8	0	8	Non-responders	0.5992002718011491	0.6090158168355533	0.20331010716772252	0.42800483053675253	0.009815545034404183	0.22469472336903	up	Mammary adenocarcinoma
B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1	B16_GSE109485_intra&extracranial_antiCTLA4&antiPD1(n=6)	B16	GSE109485	antiPD1; antiCTLA4; intra&extracranial;	3	3	3	0	Responders	0.004121673363300867	0.0076217986493453335	0.0	0.0077528188424745	0.0035001252860444665	0.0077528188424745	up	Melanoma
B16_GSE149825_antiCTLA4&antiPD1	B16_GSE149825_antiCTLA4&antiPD1(n=6)	B16	GSE149825	antiPD1; antiCTLA4;	3	3	3	0	Responders	0.077101880865998	0.079864880532896	0.0	0.0	0.002762999666898011	0.0	up	Melanoma
T11_GSE124821_end_antiCTLA4&antiPD1	T11_GSE124821_end_antiCTLA4&antiPD1(n=10)	T11	GSE124821	antiPD1; antiCTLA4;	5	5	0	5	Non-responders	0.11854036639830576	0.11108386059021387	0.0412654146334319	0.0429468514458314	-0.007456505808091887	0.0016814368123995033	down	Mammary cancer, NOS
MC38_GSE172162_exercise_antiPD1	MC38_GSE172162_exercise_antiPD1(n=8)	MC38	GSE172162	antiPD1; exercise	4	4	4	0	Responders	0.012811111085799826	0.0	0.0	0.0	-0.012811111085799826	0.0	down	Colorectal carcinoma
B16_GSE152925_swainsonine_antiPDL1	B16_GSE152925_swainsonine_antiPDL1(n=6)	B16	GSE152925	antiPDL1; swainsonine	3	3	3	0	Responders	0.07951813931059483	0.06640259869642899	0.0622149948141085	0.0	-0.013115540614165838	-0.0622149948141085	down	Melanoma
T11_GSE124821_UV_end_antiCTLA4&antiPD1	T11_GSE124821_UV_end_antiCTLA4&antiPD1(n=9)	T11	GSE124821	antiPD1; antiCTLA4;	4	5	5	0	Responders	0.2852555138013886	0.2595699589686632	0.33789472959473954	0.284587569053806	-0.025685554832725388	-0.05330716054093354	down	Mammary cancer, NOS
BNL-MEA_GSE148947_antiPD1	BNL-MEA_GSE148947_antiPD1(n=6)	BNL-MEA	GSE148947	antiPD1	3	3	0	3	Non-responders	0.14660126103697393	0.09458129715921816	0.176310005371219	0.0738270869335435	-0.05201996387775577	-0.10248291843767549	down	Hepatocellular carcinoma
T11_GSE124821_day3_antiCTLA4&antiPD1	T11_GSE124821_day3_antiCTLA4&antiPD1(n=8)	T11	GSE124821	antiPD1; antiCTLA4;	4	4	0	4	Non-responders	0.163628713206281	0.08027609274528794	0.0620502312041325	0.050555026006381856	-0.08335262046099307	-0.011495205197750644	down	Mammary cancer, NOS
p53-2225L_GSE124821_end_antiCTLA4&antiPD1	p53-2225L_GSE124821_end_antiCTLA4&antiPD1(n=9)	p53-2225L	GSE124821	antiPD1; antiCTLA4;	6	3	0	3	Non-responders	3.394043055323935	3.2997633084773565	3.579376927128025	3.49885884174825	-0.09427974684657858	-0.0805180853797749	down	Mammary cancer, NOS
p53-2225L_GSE124821_day3_antiCTLA4&antiPD1	p53-2225L_GSE124821_day3_antiCTLA4&antiPD1(n=13)	p53-2225L	GSE124821	antiPD1; antiCTLA4;	8	5	0	5	Non-responders	3.898453633121589	3.78174653612252	4.366542901133945	3.8890733874046	-0.11670709699906867	-0.477469513729345	down	Mammary cancer, NOS
4T1_GSE137818_Brca1_KO_antiPD1	4T1_GSE137818_Brca1_KO_antiPD1(n=10)	4T1	GSE137818	antiPD1	5	5	0	5	Non-responders	4.13363209798346	4.004876780464524	4.13196896960058	4.13036998337883	-0.12875531751893554	-0.0015989862217500317	down	Mammary carcinoma
KPB25L_GSE124821_day7_antiCTLA4&antiPD1	KPB25L_GSE124821_day7_antiCTLA4&antiPD1(n=8)	KPB25L	GSE124821	antiPD1; antiCTLA4;	4	4	4	0	Responders	2.992719406727982	2.7426183942685523	2.94145343192011	2.9066161627199554	-0.25010101245942984	-0.03483726920015462	down	Mammary cancer, NOS
4T1_GSE130472_young_antiPDL1	4T1_GSE130472_young_antiPDL1(n=17)	4T1	GSE130472	antiPDL1; young;	7	10	10	0	Responders	1.828002337047947	1.513979847296362	2.0041692956078	1.46919348992629	-0.3140224897515851	-0.5349758056815102	down	Mammary carcinoma
CT26_GSE139475_antiPD1	CT26_GSE139475_antiPD1(n=14)	CT26	GSE139475	antiPD1	5	9	5	4	Non-responders,Responders	1.629370250589023	1.3127072172063137	1.84328675299402	1.39432807053456	-0.3166630333827094	-0.44895868245946	down	Colorectal carcinoma
4T1_GSE130472_old_antiCTLA4	4T1_GSE130472_old_antiCTLA4(n=15)	4T1	GSE130472	antiCTLA4; old;	7	8	0	8	Non-responders	2.514297489980687	2.101033994252919	2.52574704290325	1.952722276979635	-0.4132634957277683	-0.5730247659236147	down	Mammary carcinoma
4T1_GSE130472_old_antiPDL1	4T1_GSE130472_old_antiPDL1(n=15)	4T1	GSE130472	antiPDL1; old;	7	8	0	8	Non-responders	2.514297489980687	1.9181712442543726	2.52574704290325	1.934024474690875	-0.5961262457263146	-0.5917225682123748	down	Mammary carcinoma
KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1	KPB25L_GSE124821_UV_end_antiCTLA4&antiPD1(n=10)	KPB25L	GSE124821	antiPD1; antiCTLA4;	6	4	4	0	Responders	3.376535004092348	2.034580232234338	3.826553757452385	2.016311709252115	-1.3419547718580098	-1.8102420482002701	down	Mammary cancer, NOS
