section	dataset	histology	source	n_raw	has_CLDN4	has_CD8A	has_KRT8	status	contrast_ok	n_qc	median_umi	n_epi	epi_genes	um_per_px	n_CLDN4_pos	n_CD8A_pos	pct_CLDN4_pos	pct_CD8A_pos	pct_CLDN4_pos_epi	iqr_CLDN4_epi	CD8A_high_rule	n_CD8A_high	n_epi_with_nbr	sd_nbCD8A_epi	lag_rho_ring1	lag_p_ring1	lag_n_ring1	lag_rho_ring1_lo	lag_rho_ring1_hi	lag_rho_annulus	lag_p_annulus	lag_n_annulus	lag_rho_annulus_lo	lag_rho_annulus_hi	n_Q1	n_Q4	CLDN4_Q1	CLDN4_Q4	mean_nbCD8A_Q4	mean_nbCD8A_Q1	delta_nbCD8A_Q4_minus_Q1	delta_nbCD8A_lo	delta_nbCD8A_hi	n_delta_Q4	n_delta_Q1	p_nbCD8A_Q4_vs_Q1	morisita_horn_Q4epi_CD8hi	frac_Q4_with_CD8hi_nbr	lag_rho_KRT8resid_ring1	lag_p_KRT8resid_ring1	lag_n_KRT8resid_ring1	lag_rho_KRT8resid_lo	lag_rho_KRT8resid_hi	delta_nbCD8A_residQ4_minus_Q1	delta_nbCD8A_resid_lo	delta_nbCD8A_resid_hi	n_interface_epi	lag_rho_interface	lag_p_interface	lag_n_interface	lag_rho_interface_lo	lag_rho_interface_hi	delta_nbCD8A_interface_Q4_minus_Q1	delta_nbCD8A_interface_lo	delta_nbCD8A_interface_hi	n_interface_Q1	n_interface_Q4
GSE273378_LM_SD_11	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2724	1	1	1	ok	1	2724	5669.0	1362	KRT8,KRT18,EPCAM	0.4262019153067177	1473	143	54.07488986784141	5.249632892804699	72.98091042584434	1.3569794438350034	gt0	143	1361	0.0715663939435353	-0.0113568243756301	0.6755074137161179	1361.0	-0.0644539430124676	0.0418044165458409	-0.0140393751243736	0.6048165961308478	1361.0	-0.0671253136597562	0.0391258263821709	340.0	340.0	0.0	1.3573810936216957	0.0292384122063442	0.0302087912985363	-0.000970379092192	-0.011755265436686	0.0098145072523018	340.0	340.0	0.8258977806309235	0.1939483371282273	0.1705882352941176	-0.0092200967113865	0.733976994660404	1361.0	-0.0623255759956735	0.0439374428645925	-5.9858374280175736e-05	-0.0105779914811605	0.0104582747326002	943.0	-0.0113673386418174	0.7273746339009628	943.0	-0.075152836891284	0.0525108040022227	-4.1905423225074845e-06	-0.0143754010672506	0.0143670199826056	235.0	235.0
GSE273378_LM_SD_2	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	1728	1	1	1	ok	1	1728	10697.5	864	KRT8,KRT18,EPCAM	0.4259872700973443	1481	232	85.70601851851852	13.425925925925927	96.75925925925924	0.5916473481774083	gt0	232	864	0.1127508286735488	-0.0349842088209661	0.3043511439320316	864.0	-0.101443740836321	0.0317861905805105	-0.0411266972937561	0.2271881075823986	864.0	-0.1075279807082767	0.0256398649558159	216.0	216.0	1.3401670097168217	1.9419435182217464	0.0661220079806562	0.0849831370130319	-0.0188611290323757	-0.0406701606352913	0.0029479025705398	216.0	216.0	0.4726137668910075	0.3629030313584182	0.4583333333333333	0.0177205042190179	0.6029513091354523	864.0	-0.0490336804488438	0.0843170828380102	-0.0021730466898494	-0.0239129207990696	0.0195668274193708	384.0	-0.0068856702487824	0.8930129550408442	384.0	-0.1068878968258346	0.0932544723379023	-0.0204307847003076	-0.0592895421085265	0.0184279727079113	96.0	96.0
GSE273378_LM_SD_3	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3922	1	1	1	ok	1	3853	9230.0	1927	KRT8,KRT18,EPCAM	0.4261349326610661	3280	853	85.12847132104854	22.138593303919023	93.92838609237155	0.6202434067886395	gt0	853	1927	0.1535056466263855	-0.0191401649611474	0.4010546322835081	1927.0	-0.0637393065546331	0.025535277621249	-0.0254711541474218	0.2637470407516452	1927.0	-0.0700451044553251	0.0192043065834233	481.0	481.0	1.301712381012935	1.9255264989068903	0.1568783460368809	0.1717091612343299	-0.014830815197449	-0.0342826872814147	0.0046210568865166	481.0	481.0	0.2866104267880716	0.4752789954736842	0.7110187110187111	-0.0203428144024642	0.3721175963161068	1927.0	-0.0649374446613349	0.0243329072824927	-0.0137395727525179	-0.0335180582003046	0.0060389126952687	1642.0	-0.0083864631508013	0.7341727848421047	1642.0	-0.056738280424148	0.0400046021079118	-0.0114554202351286	-0.0331839812742885	0.0102731408040312	410.0	410.0
GSE273378_LM_SD_4	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3525	1	1	1	ok	1	3500	10182.5	1750	KRT8,KRT18,EPCAM	0.4259751377588556	2814	1408	80.4	40.22857142857143	94.4	0.7897299159057922	q75	875	1749	0.2016036647909924	-0.0234482385017045	0.3270547482022249	1749.0	-0.0702424066778373	0.0234489012018839	-0.033948593181396	0.1558524489208148	1749.0	-0.0806915635577383	0.0129433706950298	437.0	437.0	1.4451626539750544	2.235970954586918	0.3137311457349021	0.3366091289228778	-0.0228779831879757	-0.0505666275807229	0.0048106612047713	437.0	437.0	0.231099616349643	0.3677779353076834	0.7620137299771167	-0.0473401524012833	0.0477587082061552	1749.0	-0.0940029376627785	-0.000469826733935	-0.0274269321971371	-0.0554310304782734	0.0005771660839992	1168.0	-0.0277162014534482	0.343946189541782	1168.0	-0.0849410311917296	0.0296908698149695	-0.0218716148759202	-0.0583043108880489	0.0145610811362084	292.0	292.0
GSE273378_LM_SD_5	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3230	1	1	1	no_contrast:no_CD8A_contrast	0	3230	8709.0	1615	KRT8,KRT18,EPCAM	0.4262699036873453	2949	154	91.30030959752322	4.767801857585139	97.95665634674924	0.4922210824105288	gt0	154	1612	0.0692934971170392																																											
GSE273378_LM_SD_6	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3784	1	1	1	no_contrast:no_CLDN4_contrast	0	2530	597.0	1265	KRT8,KRT18,EPCAM	0.4257938843500997	254	322	10.039525691699604	12.727272727272728	12.015810276679842	0.0	gt0	322	1261	0.3981053195997817																																											
GSE273378_LM_SD_7	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2833	1	1	1	ok	1	2753	10674.0	1377	KRT8,KRT18,EPCAM	0.4261981432967709	2001	758	72.68434435161642	27.53359970940792	89.10675381263616	0.7300017232965494	q75	689	1369	0.1598699216427916	0.0280921946740212	0.2989597618977826	1369.0	-0.0249253842644162	0.0809521919922201	0.0267294301334848	0.3217880987184737	1376.0	-0.0261530171300902	0.0794626920137853	342.0	342.0	1.067351670342711	1.7979605322436665	0.1734940781944579	0.1686282650283102	0.0048658131661477	-0.0204818365564287	0.0302134628887242	342.0	342.0	0.3307649346919026	0.4080233983156345	0.716374269005848	0.0285418196217497	0.2912892132892344	1369.0	-0.0244756730378615	0.0813992125833885	0.0112280878438251	-0.0142978984956023	0.0367540741832526	886.0	0.0397330128307062	0.2374121259394057	886.0	-0.0261981018872677	0.1053199556030063	0.006051720456807	-0.0271466747915462	0.0392501157051603	221.0	221.0
GSE273378_LM_SD_1216_8	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2855	1	1	1	ok	1	2756	4745.5	1378	KRT8,KRT18,EPCAM	0.4260222458124915	1861	377	67.52539912917271	13.679245283018869	80.91436865021771	1.1165082495087169	gt0	377	1377	0.1902331854921169	-0.0867625752862664	0.0012697242275579	1377.0	-0.1389520171641346	-0.0340925260321885	-0.1223946286121575	5.242953526012424e-06	1377.0	-0.1740952953913333	-0.0700210535618794	344.0	344.0	1.0351544389422742	2.158499988603966	0.1334668696001751	0.1630381483273127	-0.0295712787271376	-0.0608277565824106	0.0016851991281354	344.0	344.0	0.0251871702351831	0.301326648718889	0.4447674418604651	-0.080790644680133	0.0026983968413008	1377.0	-0.1330491152773938	-0.0280841973106744	-0.0395288674217613	-0.0701672330386948	-0.0088905018048277	1084.0	-0.0883987130477783	0.0035820522518406	1084.0	-0.1471658192397241	-0.0290097028101313	-0.0327105850417781	-0.070542831552411	0.0051216614688547	271.0	271.0
GSE273378_LM_SD_9	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2801	1	1	1	ok	1	2801	11209.0	1401	KRT8,KRT18,EPCAM	0.4263508845475001	2115	290	75.50874687611568	10.35344519814352	88.93647394718059	0.8874437086471698	gt0	290	1399	0.1022552847878172	-0.0028027401719943	0.916583727551496	1399.0	-0.0552038010032695	0.0496137172296145	0.0260909114347734	0.3292991224475131	1400.0	-0.0263355298996355	0.078374223498789	349.0	349.0	1.025971797406995	1.9152259781444825	0.0490869045612147	0.073819015911318	-0.0247321113501033	-0.0413438235663187	-0.0081203991338878	349.0	349.0	0.781170337553336	0.3329360954955757	0.4068767908309456	-0.0065732440851558	0.8059583623069577	1399.0	-0.0589621014216862	0.0458517214314529	-0.0256089317889987	-0.0421092286857304	-0.009108634892267	993.0	0.0219394329126816	0.4898385712015213	993.0	-0.0403269084596818	0.0840360337127182	-0.0224641896832637	-0.0430294857755002	-0.0018988935910271	248.0	248.0
GSE273378_LM_SD_10	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2620	1	1	1	ok	1	2620	9889.0	1310	KRT8,KRT18,EPCAM	0.4262516248407798	1922	379	73.3587786259542	14.465648854961833	88.70229007633587	0.6963629202202464	gt0	379	1309	0.1065776855405591	-0.0075970897002088	0.7836198199784437	1309.0	-0.0617531657887337	0.0466035883772707	0.0132822114086363	0.6310158003083066	1310.0	-0.0409080210197617	0.0673945336595147	327.0	327.0	0.9313251662401192	1.6317045467355047	0.0778913069661615	0.0880336693069875	-0.010142362340826	-0.0263319406385263	0.0060472159568743	327.0	327.0	0.8326813096314714	0.4159608330512336	0.5657492354740061	0.0183062144132605	0.5081356448488489	1309.0	-0.0359108991319125	0.0724158831657286	-0.0056915193695576	-0.0219436822752421	0.0105606435361267	897.0	-0.0079967678341419	0.8109716571646809	897.0	-0.0734156118845458	0.0574905986292825	-0.0128011627174392	-0.0323230650067205	0.0067207395718419	224.0	224.0
GSE273378_LM_SD_1216_12	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	3604	1	1	1	no_contrast:no_CD8A_contrast	0	3604	12313.5	1802	KRT8,KRT18,EPCAM	0.4262176643931012	3157	94	87.59711431742508	2.6082130965593784	96.89234184239731	0.536494732419037	gt0	94	1802	0.0384836236013966																																											
GSE273378_LM_SD_13	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	2912	1	1	1	ok	1	2912	12127.0	1456	KRT8,KRT18,EPCAM	0.4262405385933138	1299	577	44.60851648351649	19.81456043956044	67.71978021978022	1.0733490464035	gt0	577	1453	0.1378877830293396	-0.0104526692467669	0.6905525731001299	1453.0	-0.0618451952924091	0.0409951372380299	-0.0171504699006136	0.5136073116875901	1453.0	-0.0685158106911095	0.0343055568809336	363.0	363.0	0.0	1.0749194334546583	0.1395620353813747	0.1610252016197402	-0.0214631662383655	-0.0431398091313994	0.0002134766546683	363.0	363.0	0.2529688325562578	0.4361661936042101	0.7575757575757576	0.0271186597826959	0.3015964885368964	1453.0	-0.0243410563043721	0.0784350445288566	-0.0067458917936427	-0.0285649332609161	0.0150731496736306	774.0	-0.074575955582492	0.0380512007526085	774.0	-0.1442870618645867	-0.0041282697954039	-0.0289730570959418	-0.0598955833300468	0.0019494691381632	193.0	193.0
GSE273378_LM_SD_1216_14	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	1915	1	1	1	ok	1	1915	11624.0	958	KRT8,KRT18,EPCAM	0.4262084419621817	1768	357	92.32375979112273	18.642297650130548	96.13778705636744	0.6049743120000812	gt0	357	955	0.1251241631070101	0.0327544062162802	0.3119410633914277	955.0	-0.030746975688405	0.0959924416783581	0.0981200699301799	0.0023630748780723	958.0	0.0349995399596986	0.1604608910782886	238.0	238.0	1.314016215643245	1.9242619963717065	0.1355462434319026	0.1222374332716809	0.0133088101602216	-0.0104984237731251	0.0371160440935684	238.0	238.0	0.3627464473675926	0.4230452674897119	0.6638655462184874	0.0040206989612099	0.9012442305853916	955.0	-0.0594319540074088	0.0674409913273335	0.0051486841883965	-0.0177093636800638	0.0280067320568569	784.0	0.0223848097488904	0.5314113400923165	784.0	-0.0477082303448631	0.0922584736538364	0.008781383547411	-0.0183415799316979	0.0359043470265201	196.0	196.0
GSE273378_LM_SD_15	GSE273378	LUAD_stageI	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE273378	1744	1	1	1	ok	1	1741	12104.0	871	KRT8,KRT18,EPCAM	0.4262823707182656	1488	134	85.46812176909822	7.696726019529006	95.752009184845	0.5246100683887707	gt0	134	870	0.0903758492983342	-0.0239052815850126	0.4813135950047064	870.0	-0.0902276518751395	0.0426281809497391	-0.0156458676671093	0.6447146278220464	871.0	-0.0819882024006339	0.0508345119183898	217.0	217.0	1.3516647309218264	1.881652176400228	0.0479507072481184	0.0475991781118665	0.0003515291362518	-0.019953304003682	0.0206563622761857	217.0	217.0	0.4785661697370273	0.3417332874993756	0.3087557603686636	-0.0202359281491311	0.5511237757150783	870.0	-0.0865852028023824	0.0462920658677026	0.0009017051550098	-0.0195069343099976	0.0213103446200173	625.0	-0.0214881364996661	0.5918272942618718	625.0	-0.0997460515660764	0.057033988807254	0.0098308971017785	-0.0155941616936955	0.0352559558972526	156.0	156.0
GSE300676_CRC_mPAP3_A	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	4639	1	1	1	no_contrast:no_CD8A_contrast	0	4639	10816.0	2320	KRT8,KRT18,EPCAM	0.6386833853713254	4414	125	95.1498167708558	2.694546238413451	97.97413793103448	0.5177558029306175	gt0	125	2320	0.0413501707720516																																											
GSE300676_CRC_mPAP3_B	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	3981	1	1	1	ok	1	3979	17615.0	1990	KRT8,KRT18,EPCAM	0.6424131927279402	3852	655	96.80824327720534	16.461422467956773	97.78894472361809	0.5882836488551926	gt0	655	1990	0.0730422031460581	-0.0458363459020042	0.0409019621321252	1990.0	-0.0895968363852841	-0.0018992243215676	-0.0832534284838011	0.0002007989924706	1990.0	-0.1267307644265661	-0.0394568240037259	497.0	497.0	1.3597913022700954	1.948830109907038	0.0491827284526296	0.0640761510900271	-0.0148934226373975	-0.02389469463916	-0.0058921506356349	497.0	497.0	0.032785947632899	0.2974780549995662	0.5311871227364185	0.0142469768860612	0.5253095750307503	1990.0	-0.0297125707392255	0.0581515193369545	-0.0008795157065456	-0.0098647206431332	0.008105689230042	1199.0	0.0174798723235583	0.5453896011501908	1199.0	-0.0391721145574071	0.0740198453577713	0.0049097254201327	-0.0080692611793392	0.0178887120196046	299.0	299.0
GSE300676_CRC_mPAP4_A	GSE300676	LUAD_micropapillary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300676	3878	1	1	1	ok	1	3878	11308.0	1939	KRT8,KRT18,EPCAM	0.6382064153216049	3743	1105	96.51882413615266	28.49406910778752	98.91696750902528	0.6530503682105202	q75	970	1935	0.1489541250073282	0.0004778040176554	0.9832421727517512	1935.0	-0.0440843289873262	0.045038039472151	-0.0131135362222244	0.563976005186674	1938.0	-0.0576065827410034	0.0314314998352765	483.0	483.0	1.968285638892609	2.6231199634812223	0.1618364758023182	0.1777474058485458	-0.0159109300462275	-0.034175281373311	0.0023534212808558	483.0	483.0	0.7498018918201574	0.331083060987617	0.7474120082815735	0.0064598944916249	0.7764247256737754	1935.0	-0.0381122709127965	0.0510064061389395	-0.0083664647406785	-0.0266975356262933	0.0099646061449363	1405.0	0.037567320154895	0.1593112624568911	1405.0	-0.0147587851816398	0.0896882223986613	0.0074919366032736	-0.0154525136028977	0.030436386809445	351.0	351.0
